"pglfs","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","Thueringen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","Schleswig-Holstein","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","Hamburg","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","Niedersachsen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","Bremen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","Nordrhein-Westfalen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","Hessen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","Rheinland-Pfalz,Saarland","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","Baden-Wuerttemberg","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","Bayern","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","Saarland","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","Berlin","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","Brandenburg","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","Mecklenburg-Vorpommern","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","Sachsen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","Sachsen-Anhalt","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","Thueringen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","Schleswig-Holstein","37","0.13867259024315","0.0985485082869758","0.178796672199324"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","Hamburg","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","Niedersachsen","169","0.157197749664751","0.135171206094075","0.179224293235427"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","Bremen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","Nordrhein-Westfalen","391","0.142944363641193","0.12948524742594","0.156403479856446"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","Hessen","148","0.1640634696545","0.140588137656442","0.187538801652558"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","Rheinland-Pfalz,Saarland","114","0.152653043327298","0.126272583846646","0.17903350280795"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","Baden-Wuerttemberg","242","0.134076928956818","0.118383944369711","0.149769913543924"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","Bayern","212","0.120943830894217","0.105444112643648","0.136443549144786"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","Saarland","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","Berlin","64","0.112925159088043","0.0869878114350888","0.138862506740998"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","Brandenburg","67","0.128880431418727","0.10186656636555","0.155894296471904"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","Mecklenburg-Vorpommern","45","0.140160643957083","0.106840891567043","0.173480396347123"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","Sachsen","112","0.113911575224625","0.0951623729175968","0.132660777531654"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","Sachsen-Anhalt","66","0.112008972910337","0.0885282118144947","0.13548973400618"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","Thueringen","72","0.132117902439442","0.106146063537299","0.158089741341585"
"NE: 65 Jahre und älter","1995","Schleswig-Holstein","33","0.16006159578874","0.117492644458231","0.20263054711925"
"NE: 65 Jahre und älter","1995","Hamburg","","","",""
"NE: 65 Jahre und älter","1995","Niedersachsen","116","0.176362125885881","0.153298309919521","0.199425941852241"
"NE: 65 Jahre und älter","1995","Bremen","","","",""
"NE: 65 Jahre und älter","1995","Nordrhein-Westfalen","268","0.167045782123806","0.152702225882539","0.181389338365073"
"NE: 65 Jahre und älter","1995","Hessen","119","0.209042559412032","0.183266705609279","0.234818413214785"
"NE: 65 Jahre und älter","1995","Rheinland-Pfalz,Saarland","103","0.211363818631323","0.181416864501065","0.241310772761581"
"NE: 65 Jahre und älter","1995","Baden-Wuerttemberg","182","0.173228237324389","0.155798492590967","0.190657982057811"
"NE: 65 Jahre und älter","1995","Bayern","185","0.179560871619792","0.16131550203357","0.197806241206013"
"NE: 65 Jahre und älter","1995","Saarland","","","",""
"NE: 65 Jahre und älter","1995","Berlin","63","0.162097876130578","0.131895898292824","0.192299853968333"
"NE: 65 Jahre und älter","1995","Brandenburg","65","0.171056406158068","0.140697472572023","0.201415339744113"
"NE: 65 Jahre und älter","1995","Mecklenburg-Vorpommern","30","0.108935829422657","0.0790324737549307","0.138839185090383"
"NE: 65 Jahre und älter","1995","Sachsen","132","0.202915834777725","0.179181864448141","0.226649805107309"
"NE: 65 Jahre und älter","1995","Sachsen-Anhalt","81","0.214520298428428","0.183958201190208","0.245082395666648"
"NE: 65 Jahre und älter","1995","Thueringen","74","0.184837864086463","0.155065798273969","0.214609929898957"
"NE: derzeit in Ausbildung","1995","Schleswig-Holstein","","","",""
"NE: derzeit in Ausbildung","1995","Hamburg","","","",""
"NE: derzeit in Ausbildung","1995","Niedersachsen","46","0.0307941510136803","0.0203396700126277","0.0412486320147329"
"NE: derzeit in Ausbildung","1995","Bremen","","","",""
"NE: derzeit in Ausbildung","1995","Nordrhein-Westfalen","123","0.0394051197618038","0.0319238558155572","0.0468863837080505"
"NE: derzeit in Ausbildung","1995","Hessen","32","0.0293701175859878","0.0186672829273361","0.0400729522446394"
"NE: derzeit in Ausbildung","1995","Rheinland-Pfalz,Saarland","","","",""
"NE: derzeit in Ausbildung","1995","Baden-Wuerttemberg","83","0.0370365074450052","0.0283387200028517","0.0457342948871586"
"NE: derzeit in Ausbildung","1995","Bayern","67","0.0374736392447009","0.0284456115574902","0.0465016669319116"
"NE: derzeit in Ausbildung","1995","Saarland","","","",""
"NE: derzeit in Ausbildung","1995","Berlin","","","",""
"NE: derzeit in Ausbildung","1995","Brandenburg","","","",""
"NE: derzeit in Ausbildung","1995","Mecklenburg-Vorpommern","","","",""
"NE: derzeit in Ausbildung","1995","Sachsen","43","0.0237181830474281","0.0147379285749629","0.0326984375198933"
"NE: derzeit in Ausbildung","1995","Sachsen-Anhalt","","","",""
"NE: derzeit in Ausbildung","1995","Thueringen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","Schleswig-Holstein","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","Hamburg","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","Niedersachsen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","Bremen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","Nordrhein-Westfalen","50","0.0125239391968069","0.00824769713650614","0.0168001812571077"
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","Hessen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","Rheinland-Pfalz,Saarland","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","Baden-Wuerttemberg","53","0.025494234878655","0.0182348125395217","0.0327536572177884"
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","Bayern","46","0.0189978934807916","0.0125083921705243","0.025487394791059"
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","Saarland","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","Berlin","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","Brandenburg","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","Mecklenburg-Vorpommern","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","Sachsen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","Sachsen-Anhalt","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","Thueringen","","","",""
"NE: im Militär-/Zivildienst","1995","Schleswig-Holstein","","","",""
"NE: im Militär-/Zivildienst","1995","Hamburg","","","",""
"NE: im Militär-/Zivildienst","1995","Niedersachsen","","","",""
"NE: im Militär-/Zivildienst","1995","Bremen","","","",""
"NE: im Militär-/Zivildienst","1995","Nordrhein-Westfalen","","","",""
"NE: im Militär-/Zivildienst","1995","Hessen","","","",""
"NE: im Militär-/Zivildienst","1995","Rheinland-Pfalz,Saarland","","","",""
"NE: im Militär-/Zivildienst","1995","Baden-Wuerttemberg","","","",""
"NE: im Militär-/Zivildienst","1995","Bayern","","","",""
"NE: im Militär-/Zivildienst","1995","Saarland","","","",""
"NE: im Militär-/Zivildienst","1995","Berlin","","","",""
"NE: im Militär-/Zivildienst","1995","Brandenburg","","","",""
"NE: im Militär-/Zivildienst","1995","Mecklenburg-Vorpommern","","","",""
"NE: im Militär-/Zivildienst","1995","Sachsen","","","",""
"NE: im Militär-/Zivildienst","1995","Sachsen-Anhalt","","","",""
"NE: im Militär-/Zivildienst","1995","Thueringen","","","",""
"NE: arbeitslos registriert","1995","Schleswig-Holstein","","","",""
"NE: arbeitslos registriert","1995","Hamburg","","","",""
"NE: arbeitslos registriert","1995","Niedersachsen","61","0.0547745510331954","0.0410050734566734","0.0685440286097174"
"NE: arbeitslos registriert","1995","Bremen","","","",""
"NE: arbeitslos registriert","1995","Nordrhein-Westfalen","144","0.0420878736166748","0.0343669395188611","0.0498088077144885"
"NE: arbeitslos registriert","1995","Hessen","44","0.0422621926441344","0.0295090131125597","0.0550153721757092"
"NE: arbeitslos registriert","1995","Rheinland-Pfalz,Saarland","44","0.0574269133140054","0.0403616010472696","0.0744922255807412"
"NE: arbeitslos registriert","1995","Baden-Wuerttemberg","101","0.0408714029330428","0.0317526162036591","0.0499901896624265"
"NE: arbeitslos registriert","1995","Bayern","81","0.0438097846758436","0.0340804904480952","0.053539078903592"
"NE: arbeitslos registriert","1995","Saarland","","","",""
"NE: arbeitslos registriert","1995","Berlin","44","0.0657586480573601","0.045446490446497","0.0860708056682232"
"NE: arbeitslos registriert","1995","Brandenburg","50","0.0789731997764244","0.0572296547658522","0.100716744786997"
"NE: arbeitslos registriert","1995","Mecklenburg-Vorpommern","48","0.142272317974528","0.108743751880612","0.175800884068445"
"NE: arbeitslos registriert","1995","Sachsen","109","0.0980085248674512","0.0804619045940876","0.115555145140815"
"NE: arbeitslos registriert","1995","Sachsen-Anhalt","81","0.0958630124550299","0.0739438412899987","0.117782183620061"
"NE: arbeitslos registriert","1995","Thueringen","73","0.109883180278567","0.0858959218318797","0.133870438725254"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","Schleswig-Holstein","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","Hamburg","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","Niedersachsen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","Bremen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","Nordrhein-Westfalen","44","0.0210287680780571","0.0155115468542449","0.0265459893018694"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","Hessen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","Rheinland-Pfalz,Saarland","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","Baden-Wuerttemberg","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","Bayern","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","Saarland","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","Berlin","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","Brandenburg","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","Mecklenburg-Vorpommern","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","Sachsen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","Sachsen-Anhalt","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","Thueringen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","Schleswig-Holstein","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","Hamburg","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","Niedersachsen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","Bremen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","Nordrhein-Westfalen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","Hessen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","Rheinland-Pfalz,Saarland","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","Baden-Wuerttemberg","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","Bayern","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","Saarland","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","Berlin","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","Brandenburg","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","Mecklenburg-Vorpommern","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","Sachsen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","Sachsen-Anhalt","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","Thueringen","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1995","Schleswig-Holstein","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1995","Hamburg","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1995","Niedersachsen","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1995","Bremen","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1995","Nordrhein-Westfalen","45","0.0148772191278463","0.0102220594902753","0.0195323787654173"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1995","Hessen","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1995","Rheinland-Pfalz,Saarland","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1995","Baden-Wuerttemberg","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1995","Bayern","35","0.0184486696896291","0.0120518712584487","0.0248454681208095"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1995","Saarland","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1995","Berlin","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1995","Brandenburg","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1995","Mecklenburg-Vorpommern","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1995","Sachsen","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1995","Sachsen-Anhalt","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1995","Thueringen","","","",""
"Erwerbstätig","1995","Schleswig-Holstein","164","0.512299178122555","0.454267619601976","0.570330736643133"
"Erwerbstätig","1995","Hamburg","77","0.559768051662877","0.475402120776434","0.64413398254932"
"Erwerbstätig","1995","Niedersachsen","602","0.530025914778276","0.499823208812","0.560228620744551"
"Erwerbstätig","1995","Bremen","41","0.333807881969607","0.239475562501302","0.428140201437913"
"Erwerbstätig","1995","Nordrhein-Westfalen","1521","0.555425771710172","0.536317840335961","0.574533703084383"
"Erwerbstätig","1995","Hessen","566","0.504336135302457","0.47264244445494","0.536029826149974"
"Erwerbstätig","1995","Rheinland-Pfalz,Saarland","388","0.4949045747562","0.458231574895684","0.531577574616715"
"Erwerbstätig","1995","Baden-Wuerttemberg","1093","0.550998338578095","0.528090295847743","0.573906381308448"
"Erwerbstätig","1995","Bayern","1044","0.562682078024517","0.539101534591082","0.586262621457952"
"Erwerbstätig","1995","Saarland","","","",""
"Erwerbstätig","1995","Berlin","337","0.539732752704058","0.49888722615693","0.580578279251186"
"Erwerbstätig","1995","Brandenburg","358","0.553484433873551","0.513404651193879","0.593564216553223"
"Erwerbstätig","1995","Mecklenburg-Vorpommern","252","0.533656411461622","0.485775331826139","0.581537491097106"
"Erwerbstätig","1995","Sachsen","643","0.500236408073805","0.470729052467349","0.529743763680261"
"Erwerbstätig","1995","Sachsen-Anhalt","410","0.510019622420834","0.472800660120086","0.547238584721581"
"Erwerbstätig","1995","Thueringen","390","0.51236785648947","0.474029931676782","0.550705781302157"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1995","Schleswig-Holstein","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1995","Hamburg","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1995","Niedersachsen","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1995","Bremen","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1995","Nordrhein-Westfalen","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1995","Hessen","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1995","Rheinland-Pfalz,Saarland","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1995","Baden-Wuerttemberg","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1995","Bayern","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1995","Saarland","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1995","Berlin","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1995","Brandenburg","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1995","Mecklenburg-Vorpommern","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1995","Sachsen","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1995","Sachsen-Anhalt","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1995","Thueringen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1995","Schleswig-Holstein","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1995","Hamburg","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1995","Niedersachsen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1995","Bremen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1995","Nordrhein-Westfalen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1995","Hessen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1995","Rheinland-Pfalz,Saarland","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1995","Baden-Wuerttemberg","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1995","Bayern","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1995","Saarland","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1995","Berlin","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1995","Brandenburg","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1995","Mecklenburg-Vorpommern","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1995","Sachsen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1995","Sachsen-Anhalt","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1995","Thueringen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1996","Schleswig-Holstein","37","0.134809878259767","0.0953670106816598","0.174252745837875"
"Nicht erwerbstätig (NE): keine weitere Angabe","1996","Hamburg","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1996","Niedersachsen","160","0.152130108832259","0.130406817024861","0.173853400639657"
"Nicht erwerbstätig (NE): keine weitere Angabe","1996","Bremen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1996","Nordrhein-Westfalen","412","0.150403170763705","0.136572135058031","0.164234206469379"
"Nicht erwerbstätig (NE): keine weitere Angabe","1996","Hessen","139","0.149960663487802","0.126826929763133","0.17309439721247"
"Nicht erwerbstätig (NE): keine weitere Angabe","1996","Rheinland-Pfalz,Saarland","111","0.156791070742977","0.129778138287799","0.183804003198156"
"Nicht erwerbstätig (NE): keine weitere Angabe","1996","Baden-Wuerttemberg","245","0.133675102555212","0.117592751850295","0.149757453260129"
"Nicht erwerbstätig (NE): keine weitere Angabe","1996","Bayern","200","0.116949906585673","0.101523211303931","0.132376601867415"
"Nicht erwerbstätig (NE): keine weitere Angabe","1996","Saarland","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1996","Berlin","64","0.126227874213054","0.0983967240138545","0.154059024412254"
"Nicht erwerbstätig (NE): keine weitere Angabe","1996","Brandenburg","72","0.13068259139586","0.103713238686033","0.157651944105687"
"Nicht erwerbstätig (NE): keine weitere Angabe","1996","Mecklenburg-Vorpommern","46","0.138582387497957","0.104723008513587","0.172441766482327"
"Nicht erwerbstätig (NE): keine weitere Angabe","1996","Sachsen","106","0.108975420274488","0.0906605091304128","0.127290331418563"
"Nicht erwerbstätig (NE): keine weitere Angabe","1996","Sachsen-Anhalt","74","0.138978575295679","0.112959365039242","0.164997785552117"
"Nicht erwerbstätig (NE): keine weitere Angabe","1996","Thueringen","66","0.117895173673823","0.0933110080168182","0.142479339330828"
"NE: 65 Jahre und älter","1996","Schleswig-Holstein","34","0.142694299175314","0.102299726854072","0.183088871496555"
"NE: 65 Jahre und älter","1996","Hamburg","","","",""
"NE: 65 Jahre und älter","1996","Niedersachsen","115","0.175484957359295","0.152477285197683","0.198492629520908"
"NE: 65 Jahre und älter","1996","Bremen","","","",""
"NE: 65 Jahre und älter","1996","Nordrhein-Westfalen","264","0.166237664134346","0.151832917787756","0.180642410480936"
"NE: 65 Jahre und älter","1996","Hessen","119","0.212903902547686","0.186379645097224","0.239428159998148"
"NE: 65 Jahre und älter","1996","Rheinland-Pfalz,Saarland","97","0.199707209332892","0.170006638592066","0.229407780073719"
"NE: 65 Jahre und älter","1996","Baden-Wuerttemberg","184","0.180764714138244","0.162578386042308","0.198951042234179"
"NE: 65 Jahre und älter","1996","Bayern","181","0.188758769642114","0.169973870502937","0.207543668781291"
"NE: 65 Jahre und älter","1996","Saarland","","","",""
"NE: 65 Jahre und älter","1996","Berlin","62","0.162263771341112","0.131366590177464","0.193160952504759"
"NE: 65 Jahre und älter","1996","Brandenburg","62","0.162190373416866","0.132694743483223","0.19168600335051"
"NE: 65 Jahre und älter","1996","Mecklenburg-Vorpommern","31","0.121523180690124","0.0895038084969527","0.153542552883295"
"NE: 65 Jahre und älter","1996","Sachsen","136","0.20464437022672","0.180931928425325","0.228356812028115"
"NE: 65 Jahre und älter","1996","Sachsen-Anhalt","77","0.20204190969204","0.171840725124823","0.232243094259258"
"NE: 65 Jahre und älter","1996","Thueringen","81","0.191790568179165","0.161776632925883","0.221804503432447"
"NE: derzeit in Ausbildung","1996","Schleswig-Holstein","","","",""
"NE: derzeit in Ausbildung","1996","Hamburg","","","",""
"NE: derzeit in Ausbildung","1996","Niedersachsen","40","0.0260998661284009","0.0164564747253994","0.0357432575314023"
"NE: derzeit in Ausbildung","1996","Bremen","","","",""
"NE: derzeit in Ausbildung","1996","Nordrhein-Westfalen","114","0.0374356170620981","0.0300908647105843","0.044780369413612"
"NE: derzeit in Ausbildung","1996","Hessen","","","",""
"NE: derzeit in Ausbildung","1996","Rheinland-Pfalz,Saarland","","","",""
"NE: derzeit in Ausbildung","1996","Baden-Wuerttemberg","60","0.0247702653949796","0.0174250816468102","0.0321154491431489"
"NE: derzeit in Ausbildung","1996","Bayern","55","0.0309305428995304","0.0226195767114054","0.0392415090876555"
"NE: derzeit in Ausbildung","1996","Saarland","","","",""
"NE: derzeit in Ausbildung","1996","Berlin","32","0.0468953052847552","0.0291783366651984","0.064612273904312"
"NE: derzeit in Ausbildung","1996","Brandenburg","","","",""
"NE: derzeit in Ausbildung","1996","Mecklenburg-Vorpommern","","","",""
"NE: derzeit in Ausbildung","1996","Sachsen","33","0.0202200279140845","0.0119472597916988","0.0284927960364702"
"NE: derzeit in Ausbildung","1996","Sachsen-Anhalt","30","0.0319861723450607","0.0187508317783359","0.0452215129117855"
"NE: derzeit in Ausbildung","1996","Thueringen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1996","Schleswig-Holstein","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1996","Hamburg","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1996","Niedersachsen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1996","Bremen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1996","Nordrhein-Westfalen","38","0.00994747632159904","0.00610770518602817","0.0137872474571699"
"NE: Mutterschutz/Elternzeit (seit 1991)","1996","Hessen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1996","Rheinland-Pfalz,Saarland","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1996","Baden-Wuerttemberg","36","0.0223256136777885","0.0153435679471658","0.0293076594084112"
"NE: Mutterschutz/Elternzeit (seit 1991)","1996","Bayern","40","0.0134150934161609","0.00789248341243172","0.0189377034198901"
"NE: Mutterschutz/Elternzeit (seit 1991)","1996","Saarland","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1996","Berlin","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1996","Brandenburg","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1996","Mecklenburg-Vorpommern","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1996","Sachsen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1996","Sachsen-Anhalt","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1996","Thueringen","","","",""
"NE: im Militär-/Zivildienst","1996","Schleswig-Holstein","","","",""
"NE: im Militär-/Zivildienst","1996","Hamburg","","","",""
"NE: im Militär-/Zivildienst","1996","Niedersachsen","","","",""
"NE: im Militär-/Zivildienst","1996","Bremen","","","",""
"NE: im Militär-/Zivildienst","1996","Nordrhein-Westfalen","","","",""
"NE: im Militär-/Zivildienst","1996","Hessen","","","",""
"NE: im Militär-/Zivildienst","1996","Rheinland-Pfalz,Saarland","","","",""
"NE: im Militär-/Zivildienst","1996","Baden-Wuerttemberg","","","",""
"NE: im Militär-/Zivildienst","1996","Bayern","","","",""
"NE: im Militär-/Zivildienst","1996","Saarland","","","",""
"NE: im Militär-/Zivildienst","1996","Berlin","","","",""
"NE: im Militär-/Zivildienst","1996","Brandenburg","","","",""
"NE: im Militär-/Zivildienst","1996","Mecklenburg-Vorpommern","","","",""
"NE: im Militär-/Zivildienst","1996","Sachsen","","","",""
"NE: im Militär-/Zivildienst","1996","Sachsen-Anhalt","","","",""
"NE: im Militär-/Zivildienst","1996","Thueringen","","","",""
"NE: arbeitslos registriert","1996","Schleswig-Holstein","","","",""
"NE: arbeitslos registriert","1996","Hamburg","","","",""
"NE: arbeitslos registriert","1996","Niedersachsen","65","0.061846549239528","0.0472769328176081","0.0764161656614478"
