"pglfs","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"NE: derzeit in Ausbildung","1989","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","116","0.169600294374284","0.142866719012295","0.196333869736273"
"NE: derzeit in Ausbildung","1989","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1989","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1989","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1989","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1989","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1989","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1989","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1989","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1989","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1989","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1989","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1989","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1989","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1989","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","36","0.0349708424196384","0.0229488864144103","0.0469927984248665"
"NE: arbeitslos registriert","1989","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1989","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","209","0.0340208256609143","0.0292411441678631","0.0388005071539656"
"NE: arbeitslos registriert","1989","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1989","Realschulabschluss","Westdeutschland, alte Bundeslaender","30","0.015688656440372","0.00969986126641251","0.0216774516143314"
"NE: arbeitslos registriert","1989","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1989","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"NE: arbeitslos registriert","1989","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1989","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"NE: arbeitslos registriert","1989","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","31","0.00591224636283018","0.0038909440452229","0.00793354868043745"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","58","0.0102452559717665","0.00759023562594375","0.0129002763175891"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig","1989","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","406","0.308488670454083","0.278263335050667","0.338714005857499"
"Erwerbstätig","1989","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig","1989","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","3271","0.50912817552251","0.495947421084428","0.522308929960591"
"Erwerbstätig","1989","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig","1989","Realschulabschluss","Westdeutschland, alte Bundeslaender","1106","0.635695270926437","0.612503322681616","0.658887219171259"
"Erwerbstätig","1989","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig","1989","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","431","0.555949287492565","0.520554930585519","0.59134364439961"
"Erwerbstätig","1989","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig","1989","AkademikerInnen","Westdeutschland, alte Bundeslaender","555","0.754689251908272","0.722792102398017","0.786586401418526"
"Erwerbstätig","1989","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","231","0.201296758248402","0.174388555617023","0.228204960879781"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1067","0.200368216923509","0.18967631402352","0.211060119823498"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","218","0.130064730613015","0.114027551455409","0.14610190977062"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Realschulabschluss","Westdeutschland, alte Bundeslaender","213","0.130417682420689","0.114064166500827","0.146771198340551"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Realschulabschluss","Ostdeutschland, neue Bundeslaender","93","0.0657467285183725","0.0535184878094164","0.0779749692273287"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","82","0.0859600589180095","0.0659790169342664","0.105941100901753"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","AkademikerInnen","Westdeutschland, alte Bundeslaender","62","0.0867232428634443","0.0658899442364951","0.107556541490394"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","AkademikerInnen","Ostdeutschland, neue Bundeslaender","67","0.0669385020258208","0.0514255788760746","0.0824514251755671"
"NE: 65 Jahre und älter","1990","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: 65 Jahre und älter","1990","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: 65 Jahre und älter","1990","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","747","0.217077901037404","0.206065991167837","0.22808981090697"
"NE: 65 Jahre und älter","1990","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","321","0.278393718300291","0.257024698224002","0.29976273837658"
"NE: 65 Jahre und älter","1990","Realschulabschluss","Westdeutschland, alte Bundeslaender","160","0.151025390939379","0.133636980452502","0.168413801426255"
"NE: 65 Jahre und älter","1990","Realschulabschluss","Ostdeutschland, neue Bundeslaender","30","0.0338779264529888","0.0249516773094881","0.0428041755964896"
"NE: 65 Jahre und älter","1990","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","38","0.0769999736219964","0.05799648486821","0.0960034623757828"
"NE: 65 Jahre und älter","1990","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"NE: 65 Jahre und älter","1990","AkademikerInnen","Westdeutschland, alte Bundeslaender","53","0.10073663895083","0.0784560708577038","0.123017207043957"
"NE: 65 Jahre und älter","1990","AkademikerInnen","Ostdeutschland, neue Bundeslaender","42","0.0608339085663125","0.0459969605793598","0.0756708565532653"
"NE: derzeit in Ausbildung","1990","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","135","0.281059525194409","0.25089342309357","0.311225627295248"
"NE: derzeit in Ausbildung","1990","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1990","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","74","0.00910012177446155","0.00656362651553278","0.0116366170333903"
"NE: derzeit in Ausbildung","1990","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1990","Realschulabschluss","Westdeutschland, alte Bundeslaender","69","0.0290955313461737","0.0209336750268728","0.0372573876654747"
"NE: derzeit in Ausbildung","1990","Realschulabschluss","Ostdeutschland, neue Bundeslaender","32","0.0180679055102709","0.0114960315673261","0.0246397794532157"
"NE: derzeit in Ausbildung","1990","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","118","0.165365198471765","0.138882789009451","0.191847607934079"
"NE: derzeit in Ausbildung","1990","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1990","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1990","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1990","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1990","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1990","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1990","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1990","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1990","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1990","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1990","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1990","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1990","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1990","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","39","0.0411211909276292","0.0277955447442813","0.0544468371109771"
"NE: arbeitslos registriert","1990","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1990","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","187","0.0301528147952308","0.0255849719860146","0.0347206576044471"
"NE: arbeitslos registriert","1990","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1990","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: arbeitslos registriert","1990","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1990","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"NE: arbeitslos registriert","1990","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1990","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"NE: arbeitslos registriert","1990","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1990","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1990","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1990","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","48","0.0102005318970868","0.00751654381807644","0.0128845199760972"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1990","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1990","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1990","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1990","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","37","0.0537908995074045","0.0377090809832516","0.0698727180315574"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1990","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1990","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1990","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1990","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1990","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1990","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1990","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1990","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1990","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1990","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1990","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1990","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1990","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1990","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1990","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1990","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","74","0.013374284557663","0.0103059192738778","0.0164426498414482"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1990","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1990","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1990","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1990","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1990","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1990","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1990","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig","1990","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","387","0.335502791040069","0.303816732173166","0.367188849906972"
"Erwerbstätig","1990","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig","1990","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","3174","0.516942077846029","0.503594080490271","0.530290075201786"
"Erwerbstätig","1990","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","1108","0.563413539318598","0.539767766646493","0.587059311990703"
"Erwerbstätig","1990","Realschulabschluss","Westdeutschland, alte Bundeslaender","1106","0.643909745784394","0.620656686873724","0.667162804695064"
"Erwerbstätig","1990","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1383","0.854364568391164","0.836960542133369","0.871768594648959"
"Erwerbstätig","1990","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","427","0.555952658500579","0.520534927422841","0.591370389578316"
"Erwerbstätig","1990","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","80","0.593191132036604","0.508747103168522","0.677635160904686"
"Erwerbstätig","1990","AkademikerInnen","Westdeutschland, alte Bundeslaender","549","0.760302923472261","0.728700980805286","0.791904866139237"
"Erwerbstätig","1990","AkademikerInnen","Ostdeutschland, neue Bundeslaender","855","0.840823603060622","0.818114901958446","0.863532304162797"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1990","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1990","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1990","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1990","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1990","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1990","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1990","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1990","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1990","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1990","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
