"pglfs","year","n","percent","lower_confidence","upper_confidence"
"NE: Mutterschutz/Elternzeit (seit 1991)","2007","320","0.0156604309120062","0.0139797897989664","0.0173410720250461"
"NE: im Militär-/Zivildienst","2007","","","",""
"NE: arbeitslos registriert","2007","969","0.0526594432338962","0.0496360693705463","0.0556828170972462"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2007","322","0.0149763972213657","0.0133322994093766","0.0166204950333549"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2007","175","0.00811333641018542","0.00689902122746248","0.00932765159290836"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2007","246","0.0117534087769167","0.010294543321847","0.0132122742319864"
"Erwerbstätig","2007","11644","0.539929505063725","0.533182960723028","0.546676049404421"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2007","267","0.0128887877386586","0.0113619610741457","0.0144156144031716"
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2007","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2008","1784","0.0879906920990827","0.0840334979994783","0.0919478861986872"
"NE: 65 Jahre und älter","2008","4049","0.216405494685193","0.21065309328346","0.222157896086927"
"NE: derzeit in Ausbildung","2008","766","0.0358591720500996","0.0332617667843323","0.0384565773158668"
"NE: Mutterschutz/Elternzeit (seit 1991)","2008","264","0.0132287271062738","0.0116327133573856","0.0148247408551619"
"NE: im Militär-/Zivildienst","2008","","","",""
"NE: arbeitslos registriert","2008","837","0.0465687069149817","0.0436252265635214","0.0495121872664421"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2008","295","0.0131587378907213","0.0115668953056153","0.0147505804758272"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2008","164","0.0100121043527477","0.00862136105179365","0.0114028476537017"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2008","237","0.011720674487474","0.0102172365392956","0.0132241124356525"
"Erwerbstätig","2008","11071","0.553465011336071","0.546520492131996","0.560409530540147"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2008","212","0.0112256084046128","0.00975389617176995","0.0126973206374556"
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2008","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2009","1553","0.082598824814374","0.0786173602557716","0.0865802893729764"
"NE: 65 Jahre und älter","2009","3890","0.217866807096553","0.211896286966771","0.223837327226335"
"NE: derzeit in Ausbildung","2009","713","0.0361358386570237","0.0334365255754343","0.038835151738613"
"NE: Mutterschutz/Elternzeit (seit 1991)","2009","231","0.012182855998358","0.0105961768698635","0.0137695351268525"
"NE: im Militär-/Zivildienst","2009","","","",""
"NE: arbeitslos registriert","2009","792","0.04898341294454","0.0458616865203889","0.0521051393686911"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2009","257","0.0132383793171557","0.0115852767167037","0.0148914819176078"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2009","203","0.010673791303093","0.00918749504426733","0.0121600875619187"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2009","212","0.0120310770039074","0.010454191469861","0.0136079625379539"
"Erwerbstätig","2009","10295","0.554878121779636","0.547690014584703","0.562066228974569"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2009","211","0.0111679239254721","0.00964799328439182","0.0126878545665523"
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2009","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2010","1976","0.0771851232510405","0.0738386090232898","0.0805316374787913"
"NE: 65 Jahre und älter","2010","3736","0.219559710000654","0.214369143658987","0.224750276342321"
"NE: derzeit in Ausbildung","2010","946","0.039239410411392","0.0368047555285379","0.0416740652942461"
"NE: Mutterschutz/Elternzeit (seit 1991)","2010","1323","0.0113113035540158","0.00998526944816925","0.0126373376598624"
"NE: im Militär-/Zivildienst","2010","","","",""
"NE: arbeitslos registriert","2010","1372","0.051172155683514","0.0484091667343399","0.0539351446326881"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2010","316","0.013162721088466","0.0117336159059048","0.0145918262710272"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2010","226","0.00811736471745581","0.00699222552086483","0.00924250391404678"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2010","281","0.0125215352478452","0.0111272193218801","0.0139158511738102"
"Erwerbstätig","2010","14002","0.556940379721102","0.550711584976716","0.563169174465489"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2010","246","0.0105119882498225","0.00923314804034621","0.0117908284592989"
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2010","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2011","2508","0.0812516382307679","0.0781079737504553","0.0843953027110804"
"NE: 65 Jahre und älter","2011","4825","0.222666001158523","0.217879120253428","0.227452882063617"
"NE: derzeit in Ausbildung","2011","1187","0.0353207919173701","0.0331969190766768","0.0374446647580635"
"NE: Mutterschutz/Elternzeit (seit 1991)","2011","868","0.0113158483503072","0.0100988382523031","0.0125328584483112"
"NE: im Militär-/Zivildienst","2011","","","",""
"NE: arbeitslos registriert","2011","1418","0.0395952479782709","0.0373515183650446","0.0418389775914971"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2011","389","0.013765136990802","0.0124245275285771","0.0151057464530269"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2011","237","0.00941840482563644","0.00830704257731346","0.0105297670739594"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2011","381","0.0156483895028963","0.0142203777295414","0.0170764012762512"
"Erwerbstätig","2011","16909","0.561438228225058","0.555728857909637","0.56714759854048"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2011","287","0.00941078478387064","0.00829986793229568","0.0105217016354456"
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2011","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2012","2386","0.080898393186851","0.0777201229930654","0.0840766633806366"
"NE: 65 Jahre und älter","2012","4835","0.220847612328799","0.216012610289338","0.22568261436826"
"NE: derzeit in Ausbildung","2012","1182","0.0359622075406137","0.033791959834624","0.0381324552466033"
"NE: Mutterschutz/Elternzeit (seit 1991)","2012","642","0.0114823479342118","0.0102405621886079","0.0127241336798158"
"NE: im Militär-/Zivildienst","2012","","","",""
"NE: arbeitslos registriert","2012","1373","0.0427781892958382","0.0404195767933798","0.0451368017982966"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2012","395","0.0134812273450648","0.0121370502279987","0.0148254044621308"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2012","223","0.00805127386073588","0.00700963777673646","0.00909290994473529"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2012","275","0.010627657800942","0.00943246555096253","0.0118228500509214"
"Erwerbstätig","2012","16682","0.566674840573742","0.560899028918057","0.572450652229427"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2012","277","0.00901326499026983","0.00791168993002378","0.0101148400505159"
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2012","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2013","2670","0.0774418393611983","0.0744815389305822","0.0804021397918144"
"NE: 65 Jahre und älter","2013","4682","0.22167563963063","0.2170752948909","0.226275984370359"
"NE: derzeit in Ausbildung","2013","1397","0.0379021628308459","0.0357872489052094","0.0400170767564824"
"NE: Mutterschutz/Elternzeit (seit 1991)","2013","660","0.012366721468064","0.0111427360935663","0.0135907068425617"
"NE: im Militär-/Zivildienst","2013","","","",""
"NE: arbeitslos registriert","2013","1807","0.0440622932133552","0.0417892932667408","0.0463352931599695"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","342","0.0118015524647701","0.0106055206408485","0.0129975842886917"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","176","0.00509744600954708","0.00430873542107654","0.00588615659801763"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","259","0.0107008166884977","0.00956129297152089","0.0118403404054745"
"Erwerbstätig","2013","18934","0.566017347934581","0.560528235369588","0.571506460499573"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","381","0.0127719815496226","0.0115283579390877","0.0140156051601574"
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","2157","0.0718758120305369","0.068838918943526","0.0749127051175479"
"NE: 65 Jahre und älter","2014","4549","0.222262124283126","0.217373525103894","0.227150723462359"
"NE: derzeit in Ausbildung","2014","1243","0.0366564807916596","0.0344469449569386","0.0388660166263807"
"NE: Mutterschutz/Elternzeit (seit 1991)","2014","580","0.0143549880332212","0.012956377621528","0.0157535984449143"
"NE: im Militär-/Zivildienst","2014","","","",""
"NE: arbeitslos registriert","2014","1441","0.0445996776359115","0.0421725443463211","0.0470268109255018"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2014","301","0.0109097626901979","0.00968835490203889","0.0121311704783568"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2014","205","0.00685471560513798","0.0058845716358943","0.00782485957438167"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2014","237","0.00827182029100724","0.00720686359752746","0.00933677698448702"
"Erwerbstätig","2014","16728","0.572214530619436","0.566397149317535","0.578031911921336"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2014","330","0.0116216237154963","0.0103614509257484","0.0128817965052443"
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2014","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2015","2094","0.0699538207237275","0.0669398086622636","0.0729678327851914"
"NE: 65 Jahre und älter","2015","4529","0.224407251849281","0.219477531050592","0.229336972647969"
"NE: derzeit in Ausbildung","2015","1181","0.0340351928860321","0.0318926389192649","0.0361777468527993"
"NE: Mutterschutz/Elternzeit (seit 1991)","2015","588","0.0129746786171927","0.0116374690924193","0.014311888141966"
"NE: im Militär-/Zivildienst","2015","","","",""
"NE: arbeitslos registriert","2015","1538","0.0442717211919773","0.0418410991541996","0.0467023432297551"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2015","279","0.00963875236050192","0.00848425155571201","0.0107932531652918"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2015","212","0.00789581152637621","0.00684997444121421","0.0089416486115382"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2015","243","0.00841526955177882","0.00733586078608287","0.00949467831747478"
"Erwerbstätig","2015","16509","0.576572262864651","0.570733732618408","0.582410793110893"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2015","327","0.0116324533567349","0.0103654379149383","0.0128994687985315"
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2015","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2016","5620","0.0738607267013304","0.0708819051060752","0.0768395482965857"
"NE: 65 Jahre und älter","2016","4352","0.21689524185694","0.212201334661844","0.221589149052035"
"NE: derzeit in Ausbildung","2016","1436","0.0363441152337636","0.0342126532340962","0.038475577233431"
"NE: Mutterschutz/Elternzeit (seit 1991)","2016","466","0.0134379056793889","0.0121265286814133","0.0147492826773644"
"NE: im Militär-/Zivildienst","2016","","","",""
"NE: arbeitslos registriert","2016","1267","0.0432650412091844","0.0409478389808441","0.0455822434375247"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2016","232","0.0095126515864335","0.00840711068037143","0.0106181924924956"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2016","199","0.00893772992967591","0.0078658068048928","0.010009653054459"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2016","229","0.00928508615614057","0.00819272342572743","0.0103774488865537"
"Erwerbstätig","2016","15555","0.580254899347943","0.574634052128502","0.585875746567384"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2016","245","0.00778978064205945","0.00678848110124173","0.00879108018287717"
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2016","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2017","5186","0.0723057581802595","0.069513147644211","0.0750983687163081"
"NE: 65 Jahre und älter","2017","4556","0.216268145335147","0.211828977889478","0.220707312780816"
"NE: derzeit in Ausbildung","2017","1685","0.0366828264979339","0.0346559021164854","0.0387097508793824"
"NE: Mutterschutz/Elternzeit (seit 1991)","2017","636","0.0135675960923016","0.0123201935704362","0.014814998614167"
"NE: im Militär-/Zivildienst","2017","","","",""
"NE: arbeitslos registriert","2017","2227","0.0429128436913994","0.0407276452049998","0.0450980421777991"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2017","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2017","269","0.00891854391793825","0.00790481192632384","0.00993227590955266"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2017","","","",""
"Erwerbstätig","2017","17752","0.585779264210169","0.580467920403064","0.591090608017273"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2017","308","0.00909145536221008","0.00806803278947071","0.0101148779349494"
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2017","409","0.0141449514095015","0.0128716572063193","0.0154182456126837"
"Nicht erwerbstätig (NE): keine weitere Angabe","2018","3217","0.0666794543706899","0.0638922581263775","0.0694666506150022"
"NE: 65 Jahre und älter","2018","4534","0.218606656027194","0.213988988498729","0.223224323555659"
"NE: derzeit in Ausbildung","2018","1477","0.0337323090560132","0.0317152069594538","0.0357494111525725"
"NE: Mutterschutz/Elternzeit (seit 1991)","2018","774","0.0142489270761537","0.0129247964596265","0.0155730576926809"
"NE: im Militär-/Zivildienst","2018","","","",""
"NE: arbeitslos registriert","2018","2475","0.041749522330538","0.0395148111904051","0.0439842334706708"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2018","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2018","233","0.00773410603779","0.00675534829792941","0.00871286377765058"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2018","","","",""
"Erwerbstätig","2018","17261","0.592009650410051","0.586518726131119","0.597500574688984"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2018","375","0.0106614622206331","0.00951400377799005","0.0118089206632762"
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2018","413","0.0142607542687761","0.0129360821718166","0.0155854263657355"
"Nicht erwerbstätig (NE): keine weitere Angabe","2019","2722","0.0670261475035239","0.0642181005527579","0.0698341944542898"
"NE: 65 Jahre und älter","2019","4484","0.216890643699084","0.212262795392672","0.221518492005497"
"NE: derzeit in Ausbildung","2019","1396","0.0319143859918284","0.0299406110562281","0.0338881609274287"
"NE: Mutterschutz/Elternzeit (seit 1991)","2019","682","0.0145300761348561","0.0131863736140217","0.0158737786556906"
"NE: im Militär-/Zivildienst","2019","","","",""
"NE: arbeitslos registriert","2019","2140","0.0390176391749945","0.0368432578874046","0.0411920204625844"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2019","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2019","255","0.00726035096430376","0.006307019359397","0.00821368256921053"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2019","","","",""
"Erwerbstätig","2019","17992","0.599442791107593","0.59394037225132","0.604945209963867"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2019","441","0.0100791773543739","0.00895751983228946","0.0112008348764583"
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2019","337","0.0132882155112076","0.0120024079099636","0.0145740231124517"
