"pglfs","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Hessen","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Hessen","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Hessen","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Bayern","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Bayern","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Bayern","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Saarland","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Saarland","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Saarland","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Berlin","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Berlin","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Berlin","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Brandenburg","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Brandenburg","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Brandenburg","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Sachsen","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Sachsen","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Sachsen","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Thueringen","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Thueringen","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","Thueringen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1989","Schleswig-Holstein","kein Migrationshintergrund","149","0.534045251914195","0.473526670801202","0.594563833027188"
"Erwerbstätig","1989","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"Erwerbstätig","1989","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1989","Hamburg","kein Migrationshintergrund","90","0.582135921801321","0.50129899563145","0.662972847971192"
"Erwerbstätig","1989","Hamburg","direkter Migrationshintergrund","","","",""
"Erwerbstätig","1989","Hamburg","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1989","Niedersachsen","kein Migrationshintergrund","470","0.518591987193535","0.484517633604718","0.552666340782353"
"Erwerbstätig","1989","Niedersachsen","direkter Migrationshintergrund","91","0.525067500358462","0.447690549215235","0.602444451501688"
"Erwerbstätig","1989","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1989","Bremen","kein Migrationshintergrund","38","0.376590902073992","0.27418609462151","0.478995709526474"
"Erwerbstätig","1989","Bremen","direkter Migrationshintergrund","","","",""
"Erwerbstätig","1989","Bremen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1989","Nordrhein-Westfalen","kein Migrationshintergrund","1064","0.531799455681646","0.509195467571271","0.55440344379202"
"Erwerbstätig","1989","Nordrhein-Westfalen","direkter Migrationshintergrund","408","0.558860269451462","0.521540982315768","0.596179556587156"
"Erwerbstätig","1989","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1989","Hessen","kein Migrationshintergrund","352","0.52410975248326","0.484510042178372","0.563709462788147"
"Erwerbstätig","1989","Hessen","direkter Migrationshintergrund","240","0.544484645233455","0.493252905085784","0.595716385381127"
"Erwerbstätig","1989","Hessen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1989","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","315","0.535733076985401","0.494646687611333","0.57681946635947"
"Erwerbstätig","1989","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","76","0.564620549678511","0.475911123172875","0.653329976184147"
"Erwerbstätig","1989","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1989","Baden-Wuerttemberg","kein Migrationshintergrund","666","0.586816406621626","0.557103542344734","0.616529270898518"
"Erwerbstätig","1989","Baden-Wuerttemberg","direkter Migrationshintergrund","496","0.630105716107857","0.59446888717982","0.665742545035894"
"Erwerbstätig","1989","Baden-Wuerttemberg","indirekter Migrationshintergrund","41","0.543028345181337","0.42002024888961","0.666036441473063"
"Erwerbstätig","1989","Bayern","kein Migrationshintergrund","755","0.580249992803483","0.552327100840166","0.608172884766801"
"Erwerbstätig","1989","Bayern","direkter Migrationshintergrund","255","0.588827524279344","0.538486606664576","0.639168441894112"
"Erwerbstätig","1989","Bayern","indirekter Migrationshintergrund","36","0.674064278382309","0.549047631125917","0.799080925638701"
"Erwerbstätig","1989","Saarland","kein Migrationshintergrund","","","",""
"Erwerbstätig","1989","Saarland","direkter Migrationshintergrund","","","",""
"Erwerbstätig","1989","Saarland","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1989","Berlin","kein Migrationshintergrund","145","0.605904855271422","0.541769365144031","0.670040345398813"
"Erwerbstätig","1989","Berlin","direkter Migrationshintergrund","72","0.641374403787234","0.54784162055413","0.734907187020337"
"Erwerbstätig","1989","Berlin","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1989","Brandenburg","kein Migrationshintergrund","","","",""
"Erwerbstätig","1989","Brandenburg","direkter Migrationshintergrund","","","",""
"Erwerbstätig","1989","Brandenburg","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1989","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"Erwerbstätig","1989","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Erwerbstätig","1989","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1989","Sachsen","kein Migrationshintergrund","","","",""
"Erwerbstätig","1989","Sachsen","direkter Migrationshintergrund","","","",""
"Erwerbstätig","1989","Sachsen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1989","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"Erwerbstätig","1989","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Erwerbstätig","1989","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1989","Thueringen","kein Migrationshintergrund","","","",""
"Erwerbstätig","1989","Thueringen","direkter Migrationshintergrund","","","",""
"Erwerbstätig","1989","Thueringen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Hamburg","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Hamburg","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Hamburg","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Niedersachsen","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Niedersachsen","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Bremen","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Bremen","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Bremen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Hessen","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Hessen","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Hessen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Bayern","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Bayern","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Bayern","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Saarland","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Saarland","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Saarland","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Berlin","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Berlin","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Berlin","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Brandenburg","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Brandenburg","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Brandenburg","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Sachsen","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Sachsen","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Sachsen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Thueringen","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Thueringen","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","Thueringen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Hamburg","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Hamburg","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Hamburg","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Niedersachsen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Niedersachsen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Niedersachsen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Bremen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Bremen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Bremen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Hessen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Hessen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Hessen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Bayern","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Bayern","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Bayern","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Saarland","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Saarland","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Saarland","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Berlin","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Berlin","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Berlin","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Brandenburg","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Brandenburg","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Brandenburg","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Sachsen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Sachsen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Sachsen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Thueringen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Thueringen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","Thueringen","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Schleswig-Holstein","kein Migrationshintergrund","46","0.18987089937682","0.140959967812283","0.238781830941358"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Hamburg","kein Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Hamburg","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Hamburg","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Niedersachsen","kein Migrationshintergrund","143","0.180337305554743","0.153827729433126","0.206846881676359"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Niedersachsen","direkter Migrationshintergrund","41","0.259728934855757","0.190698947086885","0.328758922624629"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Bremen","kein Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Bremen","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Bremen","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Nordrhein-Westfalen","kein Migrationshintergrund","342","0.180160047497696","0.162474307633659","0.197845787361733"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Nordrhein-Westfalen","direkter Migrationshintergrund","170","0.260806704464149","0.227707837419918","0.293905571508381"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Hessen","kein Migrationshintergrund","88","0.143785352539885","0.115872617354788","0.171698087724982"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Hessen","direkter Migrationshintergrund","85","0.283569360741214","0.236416151045754","0.330722570436675"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Hessen","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","115","0.196654823396014","0.163192827282059","0.23011681950997"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Baden-Wuerttemberg","kein Migrationshintergrund","151","0.146655118457112","0.125165256155158","0.168144980759065"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Baden-Wuerttemberg","direkter Migrationshintergrund","134","0.186637036399473","0.157565722733639","0.215708350065306"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Bayern","kein Migrationshintergrund","162","0.128640671897106","0.109610401638133","0.147670942156078"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Bayern","direkter Migrationshintergrund","65","0.177905256753019","0.138725397247572","0.217085116258466"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Bayern","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Saarland","kein Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Saarland","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Saarland","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Berlin","kein Migrationshintergrund","57","0.109959211346356","0.0825655557596886","0.137352866933023"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Berlin","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Berlin","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Brandenburg","kein Migrationshintergrund","60","0.0820041968017835","0.0619072553470386","0.102101138256528"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Brandenburg","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Brandenburg","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Mecklenburg-Vorpommern","kein Migrationshintergrund","43","0.091351846284735","0.0659455618802249","0.116758130689245"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Sachsen","kein Migrationshintergrund","119","0.100421942878667","0.0841397834007317","0.116704102356602"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Sachsen","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Sachsen","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Sachsen-Anhalt","kein Migrationshintergrund","59","0.0771339769777258","0.058493676223412","0.0957742777320397"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Thueringen","kein Migrationshintergrund","60","0.08950247551591","0.0686073289590872","0.110397622072733"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Thueringen","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","Thueringen","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Hamburg","kein Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Hamburg","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Hamburg","indirekter Migrationshintergrund","","","",""
