"pglfs","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"NE: arbeitslos registriert","1991","Ostdeutschland, neue Bundeslaender","weiblich","182","0.0743888167378105","0.0633762543914041","0.0854013790842169"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1991","Westdeutschland, alte Bundeslaender","maennlich","42","0.0115167521833894","0.00846022376424114","0.0145732806025376"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1991","Westdeutschland, alte Bundeslaender","weiblich","65","0.0146173353527836","0.0112309529679262","0.018003717737641"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1991","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1991","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1991","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1991","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1991","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1991","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1991","Westdeutschland, alte Bundeslaender","maennlich","37","0.00940390268996414","0.00663899179376636","0.0121688135861619"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1991","Westdeutschland, alte Bundeslaender","weiblich","52","0.0110804493731966","0.00812680230269902","0.0140340964436943"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1991","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1991","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Erwerbstätig","1991","Westdeutschland, alte Bundeslaender","maennlich","3485","0.70032285698023","0.687199204221166","0.713446509739294"
"Erwerbstätig","1991","Westdeutschland, alte Bundeslaender","weiblich","2408","0.44988216222869","0.435845085212159","0.463919239245221"
"Erwerbstätig","1991","Ostdeutschland, neue Bundeslaender","maennlich","1520","0.71506898929293","0.6951970570651","0.734940921520759"
"Erwerbstätig","1991","Ostdeutschland, neue Bundeslaender","weiblich","1315","0.523372001150406","0.502410842920529","0.544333159380283"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1991","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1991","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1991","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1991","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1991","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1991","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1991","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1991","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1992","Westdeutschland, alte Bundeslaender","maennlich","298","0.0710046626097651","0.0635810755037992","0.0784282497157311"
"Nicht erwerbstätig (NE): keine weitere Angabe","1992","Westdeutschland, alte Bundeslaender","weiblich","1191","0.225578172910962","0.21376154561857","0.237394800203354"
"Nicht erwerbstätig (NE): keine weitere Angabe","1992","Ostdeutschland, neue Bundeslaender","maennlich","154","0.100141646475438","0.0866295304857716","0.113653762465104"
"Nicht erwerbstätig (NE): keine weitere Angabe","1992","Ostdeutschland, neue Bundeslaender","weiblich","251","0.137449008225615","0.122711906868408","0.152186109582822"
"NE: 65 Jahre und älter","1992","Westdeutschland, alte Bundeslaender","maennlich","394","0.130676984390291","0.120934858252384","0.140419110528198"
"NE: 65 Jahre und älter","1992","Westdeutschland, alte Bundeslaender","weiblich","641","0.225663130904276","0.213844926924579","0.237481334883973"
"NE: 65 Jahre und älter","1992","Ostdeutschland, neue Bundeslaender","maennlich","128","0.103535055117829","0.0898218399655864","0.117248270270072"
"NE: 65 Jahre und älter","1992","Ostdeutschland, neue Bundeslaender","weiblich","263","0.207565502897966","0.190207164503579","0.224923841292353"
"NE: derzeit in Ausbildung","1992","Westdeutschland, alte Bundeslaender","maennlich","240","0.0457829659270793","0.0397415442155404","0.0518243876386182"
"NE: derzeit in Ausbildung","1992","Westdeutschland, alte Bundeslaender","weiblich","184","0.0295118095852779","0.0247271697106575","0.0342964494598982"
"NE: derzeit in Ausbildung","1992","Ostdeutschland, neue Bundeslaender","maennlich","55","0.0222681507863252","0.015626425897849","0.0289098756748014"
"NE: derzeit in Ausbildung","1992","Ostdeutschland, neue Bundeslaender","weiblich","91","0.0322080038708143","0.0246514846094458","0.0397645231321827"
"NE: Mutterschutz/Elternzeit (seit 1991)","1992","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1992","Westdeutschland, alte Bundeslaender","weiblich","150","0.0256463776145182","0.0211772009128741","0.0301155543161622"
"NE: Mutterschutz/Elternzeit (seit 1991)","1992","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1992","Ostdeutschland, neue Bundeslaender","weiblich","42","0.0199721084033977","0.0139841324028762","0.0259600844039191"
"NE: im Militär-/Zivildienst","1992","Westdeutschland, alte Bundeslaender","maennlich","35","0.00799161242111509","0.00541802760112439","0.0105651972411058"
"NE: im Militär-/Zivildienst","1992","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: im Militär-/Zivildienst","1992","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: im Militär-/Zivildienst","1992","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: arbeitslos registriert","1992","Westdeutschland, alte Bundeslaender","maennlich","171","0.0314292794708831","0.0263861921488434","0.0364723667929229"
"NE: arbeitslos registriert","1992","Westdeutschland, alte Bundeslaender","weiblich","147","0.0236860867117355","0.0193867881601101","0.0279853852633608"
"NE: arbeitslos registriert","1992","Ostdeutschland, neue Bundeslaender","maennlich","179","0.107230637581084","0.0933036237264467","0.121157651435721"
"NE: arbeitslos registriert","1992","Ostdeutschland, neue Bundeslaender","weiblich","305","0.135211731028608","0.120576116685905","0.14984734537131"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1992","Westdeutschland, alte Bundeslaender","maennlich","47","0.0134858177366232","0.0101519073889857","0.0168197280842607"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1992","Westdeutschland, alte Bundeslaender","weiblich","76","0.016006171433302","0.0124580691816796","0.0195542736849244"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1992","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1992","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1992","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1992","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1992","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1992","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1992","Westdeutschland, alte Bundeslaender","maennlich","41","0.0108715528466478","0.00787421467640526","0.0138688910168902"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1992","Westdeutschland, alte Bundeslaender","weiblich","79","0.0149438215350651","0.0115136365335158","0.0183740065366144"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1992","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1992","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Erwerbstätig","1992","Westdeutschland, alte Bundeslaender","maennlich","3370","0.688634177749309","0.675249948582651","0.702018406915966"
"Erwerbstätig","1992","Westdeutschland, alte Bundeslaender","weiblich","2338","0.438964429304863","0.424934157936147","0.45299470067358"
"Erwerbstätig","1992","Ostdeutschland, neue Bundeslaender","maennlich","1334","0.643268956715825","0.621706627469533","0.664831285962117"
"Erwerbstätig","1992","Ostdeutschland, neue Bundeslaender","weiblich","1104","0.450545317220629","0.429250002864681","0.471840631576577"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1992","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1992","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1992","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1992","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1992","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1992","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1992","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1992","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1993","Westdeutschland, alte Bundeslaender","maennlich","306","0.0694209916830008","0.0620535448131452","0.0767884385528565"
"Nicht erwerbstätig (NE): keine weitere Angabe","1993","Westdeutschland, alte Bundeslaender","weiblich","1157","0.220884495969704","0.209108190697773","0.232660801241635"
"Nicht erwerbstätig (NE): keine weitere Angabe","1993","Ostdeutschland, neue Bundeslaender","maennlich","163","0.101650279219581","0.0877708973564699","0.115529661082692"
"Nicht erwerbstätig (NE): keine weitere Angabe","1993","Ostdeutschland, neue Bundeslaender","weiblich","262","0.148108230031014","0.132614294705526","0.163602165356502"
"NE: 65 Jahre und älter","1993","Westdeutschland, alte Bundeslaender","maennlich","408","0.132352529298558","0.122529786888783","0.142175271708333"
"NE: 65 Jahre und älter","1993","Westdeutschland, alte Bundeslaender","weiblich","660","0.229630515406273","0.217690913378598","0.241570117433949"
"NE: 65 Jahre und älter","1993","Ostdeutschland, neue Bundeslaender","maennlich","128","0.108658506440496","0.0943647280089462","0.122952284872045"
"NE: 65 Jahre und älter","1993","Ostdeutschland, neue Bundeslaender","weiblich","263","0.212372189271496","0.19453241829021","0.230211960252782"
"NE: derzeit in Ausbildung","1993","Westdeutschland, alte Bundeslaender","maennlich","209","0.041263966837466","0.0354985595442478","0.0470293741306843"
"NE: derzeit in Ausbildung","1993","Westdeutschland, alte Bundeslaender","weiblich","167","0.0284108401850309","0.0236944591542392","0.0331272212158226"
"NE: derzeit in Ausbildung","1993","Ostdeutschland, neue Bundeslaender","maennlich","59","0.0280196232660375","0.0204399058886832","0.0355993406433917"
"NE: derzeit in Ausbildung","1993","Ostdeutschland, neue Bundeslaender","weiblich","82","0.028522470699342","0.0212615802763614","0.0357833611223225"
"NE: Mutterschutz/Elternzeit (seit 1991)","1993","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1993","Westdeutschland, alte Bundeslaender","weiblich","143","0.0207557126470803","0.0167086505967914","0.0248027746973692"
"NE: Mutterschutz/Elternzeit (seit 1991)","1993","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1993","Ostdeutschland, neue Bundeslaender","weiblich","40","0.0178364399776709","0.0120631160104004","0.0236097639449413"
"NE: im Militär-/Zivildienst","1993","Westdeutschland, alte Bundeslaender","maennlich","30","0.00702990186202212","0.00460810508680386","0.00945169863724037"
"NE: im Militär-/Zivildienst","1993","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: im Militär-/Zivildienst","1993","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: im Militär-/Zivildienst","1993","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: arbeitslos registriert","1993","Westdeutschland, alte Bundeslaender","maennlich","208","0.0387617513888612","0.033166595413917","0.0443569073638054"
"NE: arbeitslos registriert","1993","Westdeutschland, alte Bundeslaender","weiblich","160","0.0260643669099843","0.0215414955765391","0.0305872382434296"
"NE: arbeitslos registriert","1993","Ostdeutschland, neue Bundeslaender","maennlich","187","0.11892323000327","0.104055887661802","0.133790572344738"
"NE: arbeitslos registriert","1993","Ostdeutschland, neue Bundeslaender","weiblich","294","0.135697537501389","0.12075931960357","0.150635755399207"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1993","Westdeutschland, alte Bundeslaender","maennlich","68","0.0190322389974213","0.0150715814908962","0.0229928965039465"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1993","Westdeutschland, alte Bundeslaender","weiblich","67","0.0140075550065218","0.0106714210781819","0.0173436889348617"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1993","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1993","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1993","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1993","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1993","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1993","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1993","Westdeutschland, alte Bundeslaender","maennlich","45","0.0107417459765195","0.00775370010486143","0.0137297918481775"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1993","Westdeutschland, alte Bundeslaender","weiblich","64","0.0135791178515819","0.0102936863074044","0.0168645493957593"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1993","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1993","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Erwerbstätig","1993","Westdeutschland, alte Bundeslaender","maennlich","3296","0.681227559289129","0.667719857360912","0.694735261217347"
"Erwerbstätig","1993","Westdeutschland, alte Bundeslaender","weiblich","2349","0.446667396023823","0.432554674503448","0.460780117544199"
"Erwerbstätig","1993","Ostdeutschland, neue Bundeslaender","maennlich","1235","0.613279745241424","0.590912067944483","0.635647422538365"
"Erwerbstätig","1993","Ostdeutschland, neue Bundeslaender","weiblich","1038","0.440539433268748","0.418884489197812","0.462194377339683"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1993","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1993","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1993","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1993","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1993","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1993","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1993","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1993","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1994","Westdeutschland, alte Bundeslaender","maennlich","298","0.0710302905121375","0.0634753634375214","0.0785852175867535"
"Nicht erwerbstätig (NE): keine weitere Angabe","1994","Westdeutschland, alte Bundeslaender","weiblich","1115","0.217219874693584","0.205451110329076","0.228988639058092"
"Nicht erwerbstätig (NE): keine weitere Angabe","1994","Ostdeutschland, neue Bundeslaender","maennlich","148","0.0992830701069595","0.0854683019610028","0.113097838252916"
"Nicht erwerbstätig (NE): keine weitere Angabe","1994","Ostdeutschland, neue Bundeslaender","weiblich","244","0.135396788205925","0.120360407851701","0.150433168560148"
"NE: 65 Jahre und älter","1994","Westdeutschland, alte Bundeslaender","maennlich","407","0.135242792495154","0.125184787096418","0.145300797893891"
"NE: 65 Jahre und älter","1994","Westdeutschland, alte Bundeslaender","weiblich","659","0.225477593439041","0.21355063018177","0.237404556696313"
"NE: 65 Jahre und älter","1994","Ostdeutschland, neue Bundeslaender","maennlich","132","0.112110827171135","0.0975356112591343","0.126686043083135"
"NE: 65 Jahre und älter","1994","Ostdeutschland, neue Bundeslaender","weiblich","269","0.227120670572209","0.208708080834164","0.245533260310253"
"NE: derzeit in Ausbildung","1994","Westdeutschland, alte Bundeslaender","maennlich","188","0.0367722646258338","0.0312370765444276","0.0423074527072399"
"NE: derzeit in Ausbildung","1994","Westdeutschland, alte Bundeslaender","weiblich","174","0.0298283793413824","0.0249732555807007","0.0346835031020641"
"NE: derzeit in Ausbildung","1994","Ostdeutschland, neue Bundeslaender","maennlich","55","0.0220970054415141","0.015306119474905","0.0288878914081232"
"NE: derzeit in Ausbildung","1994","Ostdeutschland, neue Bundeslaender","weiblich","72","0.0244834586478139","0.0176916662495374","0.0312752510460903"
"NE: Mutterschutz/Elternzeit (seit 1991)","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1994","Westdeutschland, alte Bundeslaender","weiblich","143","0.0211040064740734","0.0170018528166515","0.0252061601314952"
"NE: Mutterschutz/Elternzeit (seit 1991)","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1994","Ostdeutschland, neue Bundeslaender","weiblich","47","0.0229685488352756","0.0163851259918846","0.0295519716786665"
"NE: im Militär-/Zivildienst","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: im Militär-/Zivildienst","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: im Militär-/Zivildienst","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: im Militär-/Zivildienst","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: arbeitslos registriert","1994","Westdeutschland, alte Bundeslaender","maennlich","261","0.0504571048072278","0.0440194725801986","0.056894737034257"
"NE: arbeitslos registriert","1994","Westdeutschland, alte Bundeslaender","weiblich","201","0.0349067139686912","0.029668293874692","0.0401451340626904"
"NE: arbeitslos registriert","1994","Ostdeutschland, neue Bundeslaender","maennlich","188","0.119298749552489","0.104324533645832","0.134272965459146"
"NE: arbeitslos registriert","1994","Ostdeutschland, neue Bundeslaender","weiblich","281","0.13363904806315","0.118685411505724","0.148592684620576"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1994","Westdeutschland, alte Bundeslaender","maennlich","70","0.0178254549634608","0.0139339073070451","0.0217170026198764"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1994","Westdeutschland, alte Bundeslaender","weiblich","83","0.0199442356232087","0.0159540299232722","0.0239344413231451"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1994","Ostdeutschland, neue Bundeslaender","weiblich","34","0.0155210376083997","0.0100886056546964","0.0209534695621031"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","Westdeutschland, alte Bundeslaender","maennlich","65","0.0173585560211723","0.0135173991790972","0.0211997128632475"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","Westdeutschland, alte Bundeslaender","weiblich","100","0.0217249678964694","0.0175642214666023","0.0258857143263365"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","Ostdeutschland, neue Bundeslaender","weiblich","30","0.0154639867816954","0.0100413909269514","0.0208865826364394"
"Erwerbstätig","1994","Westdeutschland, alte Bundeslaender","maennlich","3123","0.664160845898994","0.65027059780674","0.678051093991248"
"Erwerbstätig","1994","Westdeutschland, alte Bundeslaender","weiblich","2241","0.42979422856355","0.415665363194027","0.443923093933073"
"Erwerbstätig","1994","Ostdeutschland, neue Bundeslaender","maennlich","1206","0.608541587403297","0.585994015252506","0.631089159554089"
"Erwerbstätig","1994","Ostdeutschland, neue Bundeslaender","weiblich","1012","0.425406461285532","0.403678793644334","0.44713412892673"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","Westdeutschland, alte Bundeslaender","maennlich","303","0.0707038200188162","0.0633646750859897","0.0780429649516427"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","Westdeutschland, alte Bundeslaender","weiblich","1086","0.205127074487197","0.19391221684887","0.216341932125525"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","Ostdeutschland, neue Bundeslaender","maennlich","148","0.0942882981539381","0.0806123582258768","0.107964238081999"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","Ostdeutschland, neue Bundeslaender","weiblich","233","0.141943772442597","0.12645790627032","0.157429638614874"
"NE: 65 Jahre und älter","1995","Westdeutschland, alte Bundeslaender","maennlich","421","0.136125288022833","0.126306865096192","0.145943710949473"
"NE: 65 Jahre und älter","1995","Westdeutschland, alte Bundeslaender","weiblich","673","0.225467868222911","0.213861523416406","0.237074213029417"
"NE: 65 Jahre und älter","1995","Ostdeutschland, neue Bundeslaender","maennlich","138","0.127872484313018","0.112244180609378","0.143500788016657"
"NE: 65 Jahre und älter","1995","Ostdeutschland, neue Bundeslaender","weiblich","271","0.229563227397098","0.210902046670722","0.248224408123473"
"NE: derzeit in Ausbildung","1995","Westdeutschland, alte Bundeslaender","maennlich","215","0.0405847509925262","0.0349349688684551","0.0462345331165974"
"NE: derzeit in Ausbildung","1995","Westdeutschland, alte Bundeslaender","weiblich","201","0.0323995356163263","0.027481962267253","0.0373171089653995"
"NE: derzeit in Ausbildung","1995","Ostdeutschland, neue Bundeslaender","maennlich","66","0.0259279326942886","0.0184906757368571","0.03336518965172"
"NE: derzeit in Ausbildung","1995","Ostdeutschland, neue Bundeslaender","weiblich","72","0.0227927652741149","0.0161704278986111","0.0294151026496187"
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","Westdeutschland, alte Bundeslaender","weiblich","213","0.0320013219829733","0.0271130567591897","0.0368895872067569"
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","Ostdeutschland, neue Bundeslaender","weiblich","65","0.0331675805348348","0.0252215184357258","0.0411136426339437"
"NE: im Militär-/Zivildienst","1995","Westdeutschland, alte Bundeslaender","maennlich","35","0.0077000693218102","0.00519732925184245","0.0102028093917779"
"NE: im Militär-/Zivildienst","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: im Militär-/Zivildienst","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: im Militär-/Zivildienst","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: arbeitslos registriert","1995","Westdeutschland, alte Bundeslaender","maennlich","275","0.0534677262619406","0.0470266191666614","0.0599088333572198"
"NE: arbeitslos registriert","1995","Westdeutschland, alte Bundeslaender","weiblich","256","0.0429258482231352","0.0372964022426219","0.0485552942036485"
"NE: arbeitslos registriert","1995","Ostdeutschland, neue Bundeslaender","maennlich","141","0.0823473411414791","0.069482712601069","0.0952119696818892"
"NE: arbeitslos registriert","1995","Ostdeutschland, neue Bundeslaender","weiblich","240","0.116045832496234","0.101834031931024","0.130257633061444"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","Westdeutschland, alte Bundeslaender","maennlich","66","0.016981761674611","0.0132824654651378","0.0206810578840843"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","Westdeutschland, alte Bundeslaender","weiblich","74","0.0173514426594357","0.013724837084925","0.0209780482339463"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
