"pglfs","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"NE: im Militär-/Zivildienst","1993","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1993","66 und älter","kein Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1993","66 und älter","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1993","16-34 Jahre alt","kein Migrationshintergrund","255","0.0595393653246201","0.0518742156796793","0.0672045149695609"
"NE: arbeitslos registriert","1993","16-34 Jahre alt","direkter Migrationshintergrund","62","0.0707259384248138","0.0531252135848869","0.0883266632647408"
"NE: arbeitslos registriert","1993","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1993","35-65 Jahre alt","kein Migrationshintergrund","390","0.0637999182942754","0.0571604680187388","0.070439368569812"
"NE: arbeitslos registriert","1993","35-65 Jahre alt","direkter Migrationshintergrund","122","0.0687573834291168","0.0560573676368606","0.081457399221373"
"NE: arbeitslos registriert","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1993","66 und älter","kein Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1993","66 und älter","direkter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1993","16-34 Jahre alt","kein Migrationshintergrund","91","0.0287419703487792","0.02332977073175","0.0341541699658083"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1993","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1993","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1993","35-65 Jahre alt","kein Migrationshintergrund","58","0.0132863528203912","0.0101758100160754","0.016396895624707"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1993","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1993","66 und älter","kein Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1993","66 und älter","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1993","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1993","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1993","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1993","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1993","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1993","66 und älter","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1993","66 und älter","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1993","16-34 Jahre alt","kein Migrationshintergrund","51","0.0143964234073315","0.0105378508830781","0.0182549959315849"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1993","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1993","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1993","35-65 Jahre alt","kein Migrationshintergrund","47","0.00912952292884684","0.00654565560162151","0.0117133902560722"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1993","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1993","66 und älter","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1993","66 und älter","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1993","16-34 Jahre alt","kein Migrationshintergrund","2560","0.701981682734963","0.68716562725328","0.716797738216645"
"Erwerbstätig","1993","16-34 Jahre alt","direkter Migrationshintergrund","534","0.674782600444022","0.642620966034396","0.706944234853649"
"Erwerbstätig","1993","16-34 Jahre alt","indirekter Migrationshintergrund","269","0.576929527777795","0.53102708195343","0.622831973602161"
"Erwerbstätig","1993","35-65 Jahre alt","kein Migrationshintergrund","3514","0.66255908895069","0.649713651475493","0.675404526425888"
"Erwerbstätig","1993","35-65 Jahre alt","direkter Migrationshintergrund","994","0.64555865435148","0.621550807536692","0.669566501166268"
"Erwerbstätig","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1993","66 und älter","kein Migrationshintergrund","","","",""
"Erwerbstätig","1993","66 und älter","direkter Migrationshintergrund","","","",""
"Erwerbstätig","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1993","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1993","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1993","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1993","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1993","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1993","66 und älter","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1993","66 und älter","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1993","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1993","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1993","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1993","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1993","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1993","66 und älter","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1993","66 und älter","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1994","16-34 Jahre alt","kein Migrationshintergrund","169","0.0497424651424116","0.0426355201051649","0.0568494101796582"
"Nicht erwerbstätig (NE): keine weitere Angabe","1994","16-34 Jahre alt","direkter Migrationshintergrund","132","0.145022969996744","0.11998858563035","0.170057354363138"
"Nicht erwerbstätig (NE): keine weitere Angabe","1994","16-34 Jahre alt","indirekter Migrationshintergrund","30","0.0578478224451575","0.036605933370445","0.0790897115198701"
"Nicht erwerbstätig (NE): keine weitere Angabe","1994","35-65 Jahre alt","kein Migrationshintergrund","1086","0.239351534474489","0.227683346608775","0.251019722340203"
"Nicht erwerbstätig (NE): keine weitere Angabe","1994","35-65 Jahre alt","direkter Migrationshintergrund","382","0.272881405694487","0.249874593773592","0.295888217615382"
"Nicht erwerbstätig (NE): keine weitere Angabe","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1994","66 und älter","kein Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1994","66 und älter","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1994","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1994","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1994","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1994","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1994","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1994","66 und älter","kein Migrationshintergrund","1280","0.945694048666465","0.933573867102972","0.957814230229958"
"NE: 65 Jahre und älter","1994","66 und älter","direkter Migrationshintergrund","168","0.969311066065763","0.9436841731927","0.994937958938825"
"NE: 65 Jahre und älter","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1994","16-34 Jahre alt","kein Migrationshintergrund","333","0.0917356748752124","0.0822999797086199","0.101171370041805"
"NE: derzeit in Ausbildung","1994","16-34 Jahre alt","direkter Migrationshintergrund","33","0.053763843827126","0.0377282067120823","0.0697994809421698"
"NE: derzeit in Ausbildung","1994","16-34 Jahre alt","indirekter Migrationshintergrund","105","0.263754020923729","0.223658107340516","0.303849934506942"
"NE: derzeit in Ausbildung","1994","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1994","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1994","66 und älter","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1994","66 und älter","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1994","16-34 Jahre alt","kein Migrationshintergrund","138","0.0335030014585244","0.0276207883233206","0.0393852145937282"
"NE: Mutterschutz/Elternzeit (seit 1991)","1994","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1994","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1994","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1994","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1994","66 und älter","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1994","66 und älter","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1994","16-34 Jahre alt","kein Migrationshintergrund","50","0.013302292448945","0.00955727410766471","0.0170473107902252"
"NE: im Militär-/Zivildienst","1994","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1994","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1994","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1994","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1994","66 und älter","kein Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1994","66 und älter","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1994","16-34 Jahre alt","kein Migrationshintergrund","264","0.064296188085004","0.0562782913985737","0.0723140847714343"
"NE: arbeitslos registriert","1994","16-34 Jahre alt","direkter Migrationshintergrund","77","0.0882485048014317","0.0680818801602485","0.108415129442615"
"NE: arbeitslos registriert","1994","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1994","35-65 Jahre alt","kein Migrationshintergrund","425","0.0733913730674557","0.0662601506126596","0.0805225955222518"
"NE: arbeitslos registriert","1994","35-65 Jahre alt","direkter Migrationshintergrund","136","0.0959826173075169","0.0807683329235052","0.111196901691529"
"NE: arbeitslos registriert","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1994","66 und älter","kein Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1994","66 und älter","direkter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1994","16-34 Jahre alt","kein Migrationshintergrund","105","0.0341410403942897","0.0282050406197158","0.0400770401688636"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1994","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1994","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1994","35-65 Jahre alt","kein Migrationshintergrund","58","0.0105991232978515","0.00779875968628654","0.0133994869094165"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1994","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1994","66 und älter","kein Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1994","66 und älter","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1994","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1994","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1994","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1994","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1994","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1994","66 und älter","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1994","66 und älter","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","16-34 Jahre alt","kein Migrationshintergrund","83","0.025362402254739","0.0202229667882623","0.0305018377212157"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","35-65 Jahre alt","kein Migrationshintergrund","70","0.015554716557362","0.0121707960661118","0.0189386370486121"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","66 und älter","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","66 und älter","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1994","16-34 Jahre alt","kein Migrationshintergrund","2453","0.687916935340874","0.6727708030663","0.703063067615448"
"Erwerbstätig","1994","16-34 Jahre alt","direkter Migrationshintergrund","470","0.633911754296246","0.599662699553353","0.668160809039139"
"Erwerbstätig","1994","16-34 Jahre alt","indirekter Migrationshintergrund","275","0.561034764819704","0.515880471398927","0.60618905824048"
"Erwerbstätig","1994","35-65 Jahre alt","kein Migrationshintergrund","3444","0.651954202625941","0.63892793340299","0.664980471848892"
"Erwerbstätig","1994","35-65 Jahre alt","direkter Migrationshintergrund","896","0.611435613848961","0.586260368775128","0.636610858922794"
"Erwerbstätig","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","1994","66 und älter","kein Migrationshintergrund","","","",""
"Erwerbstätig","1994","66 und älter","direkter Migrationshintergrund","","","",""
"Erwerbstätig","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","66 und älter","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","66 und älter","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","66 und älter","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","66 und älter","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","16-34 Jahre alt","kein Migrationshintergrund","125","0.0355048648578965","0.0294072059168611","0.0416025237989318"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","16-34 Jahre alt","direkter Migrationshintergrund","138","0.112193987617828","0.0920717617430232","0.132316213492633"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","35-65 Jahre alt","kein Migrationshintergrund","1046","0.233427493882891","0.22189791499402","0.244957072771762"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","35-65 Jahre alt","direkter Migrationshintergrund","430","0.273128582719408","0.251662071722214","0.294595093716601"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","66 und älter","kein Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","66 und älter","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1995","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1995","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1995","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1995","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1995","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1995","66 und älter","kein Migrationshintergrund","1269","0.94240609867647","0.929904156980744","0.954908040372195"
"NE: 65 Jahre und älter","1995","66 und älter","direkter Migrationshintergrund","207","0.977318797195259","0.957371118181703","0.997266476208816"
"NE: 65 Jahre und älter","1995","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1995","16-34 Jahre alt","kein Migrationshintergrund","354","0.0974996808004717","0.0877251829427005","0.107274178658243"
"NE: derzeit in Ausbildung","1995","16-34 Jahre alt","direkter Migrationshintergrund","77","0.111350485761732","0.0912945237355333","0.131406447787931"
"NE: derzeit in Ausbildung","1995","16-34 Jahre alt","indirekter Migrationshintergrund","96","0.224716309603697","0.187376242568835","0.262056376638559"
"NE: derzeit in Ausbildung","1995","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1995","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1995","66 und älter","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1995","66 und älter","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1995","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","16-34 Jahre alt","kein Migrationshintergrund","190","0.0535673516345037","0.0461480313225149","0.0609866719464926"
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","16-34 Jahre alt","direkter Migrationshintergrund","47","0.0356517780490715","0.0238298115075309","0.0474737445906121"
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","35-65 Jahre alt","kein Migrationshintergrund","32","0.00549215161568877","0.00347779579211794","0.00750650743925961"
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","66 und älter","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","66 und älter","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1995","16-34 Jahre alt","kein Migrationshintergrund","41","0.0127042461700046","0.00901389868414816","0.0163945936558611"
"NE: im Militär-/Zivildienst","1995","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1995","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1995","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1995","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1995","66 und älter","kein Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1995","66 und älter","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1995","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1995","16-34 Jahre alt","kein Migrationshintergrund","200","0.0532737514085314","0.0458736439572223","0.0606738588598405"
"NE: arbeitslos registriert","1995","16-34 Jahre alt","direkter Migrationshintergrund","80","0.0839082494168702","0.0662314349699257","0.101585063863815"
"NE: arbeitslos registriert","1995","16-34 Jahre alt","indirekter Migrationshintergrund","33","0.0541557131599715","0.0339087713615162","0.0744026549584268"
"NE: arbeitslos registriert","1995","35-65 Jahre alt","kein Migrationshintergrund","402","0.0700881275503352","0.063129814760697","0.0770464403399735"
"NE: arbeitslos registriert","1995","35-65 Jahre alt","direkter Migrationshintergrund","195","0.129920786844334","0.113722547581164","0.146119026107504"
"NE: arbeitslos registriert","1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1995","66 und älter","kein Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1995","66 und älter","direkter Migrationshintergrund","","","",""
"NE: arbeitslos registriert","1995","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","16-34 Jahre alt","kein Migrationshintergrund","89","0.0294291532571868","0.0238602242549349","0.0349980822594386"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
