"pglfs","year","sampreg","n","percent","lower_confidence","upper_confidence"
"NE: arbeitslos registriert","1993","Ostdeutschland, neue Bundeslaender","481","0.127655581826791","0.117100870086699","0.138210293566883"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1993","Westdeutschland, alte Bundeslaender","135","0.0164215532818546","0.0138439888993544","0.0189991176643548"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1993","Ostdeutschland, neue Bundeslaender","49","0.0135673641138253","0.00990835125878608","0.0172263769688645"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1993","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1993","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1993","Westdeutschland, alte Bundeslaender","109","0.0122159652980514","0.0099880801427549","0.0144438504533479"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1993","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig","1993","Westdeutschland, alte Bundeslaender","5645","0.559356637896496","0.549287647710535","0.569425628082458"
"Erwerbstätig","1993","Ostdeutschland, neue Bundeslaender","2273","0.523354770489455","0.507557640282178","0.539151900696731"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1993","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1993","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1993","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1993","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1994","Westdeutschland, alte Bundeslaender","1413","0.147412445640273","0.140151251408191","0.154673639872356"
"Nicht erwerbstätig (NE): keine weitere Angabe","1994","Ostdeutschland, neue Bundeslaender","392","0.117935417693037","0.107665709461509","0.128205125924565"
"NE: 65 Jahre und älter","1994","Westdeutschland, alte Bundeslaender","1066","0.182389301613737","0.174479885089298","0.190298718138177"
"NE: 65 Jahre und älter","1994","Ostdeutschland, neue Bundeslaender","401","0.171512176239058","0.15950954862535","0.183514803852767"
"NE: derzeit in Ausbildung","1994","Westdeutschland, alte Bundeslaender","362","0.0331441749369635","0.0294776389728596","0.0368107109010673"
"NE: derzeit in Ausbildung","1994","Ostdeutschland, neue Bundeslaender","127","0.023329582895318","0.0185232561463551","0.0281359096442808"
"NE: Mutterschutz/Elternzeit (seit 1991)","1994","Westdeutschland, alte Bundeslaender","146","0.011187884772747","0.00903360370017881","0.0133421658453151"
"NE: Mutterschutz/Elternzeit (seit 1991)","1994","Ostdeutschland, neue Bundeslaender","47","0.0118630088225571","0.00841560789737929","0.0153104097477349"
"NE: im Militär-/Zivildienst","1994","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1994","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1994","Westdeutschland, alte Bundeslaender","462","0.0423322279770289","0.0382082676054676","0.0464561883485902"
"NE: arbeitslos registriert","1994","Ostdeutschland, neue Bundeslaender","469","0.126705359738014","0.116113708329015","0.137297011147013"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1994","Westdeutschland, alte Bundeslaender","153","0.0189324902829846","0.0161410727507211","0.021723907815248"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1994","Ostdeutschland, neue Bundeslaender","59","0.0150525272060134","0.0111755161998107","0.0189295382122161"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1994","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1994","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","Westdeutschland, alte Bundeslaender","165","0.0196399493986809","0.0167978813710947","0.022482017426267"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","Ostdeutschland, neue Bundeslaender","47","0.0134070364969282","0.00974501245635534","0.017069060537501"
"Erwerbstätig","1994","Westdeutschland, alte Bundeslaender","5364","0.541707338541359","0.531502049844353","0.551912627238365"
"Erwerbstätig","1994","Ostdeutschland, neue Bundeslaender","2218","0.513954261384749","0.498039996076577","0.529868526692921"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","Westdeutschland, alte Bundeslaender","1389","0.140761849108736","0.133828805160652","0.147694893056819"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","Ostdeutschland, neue Bundeslaender","381","0.119193327771602","0.108760062365533","0.129626593177671"
"NE: 65 Jahre und älter","1995","Westdeutschland, alte Bundeslaender","1094","0.182688400241618","0.174985149873261","0.190391650609975"
"NE: 65 Jahre und älter","1995","Ostdeutschland, neue Bundeslaender","409","0.181016661475345","0.168618685411323","0.193414637539367"
"NE: derzeit in Ausbildung","1995","Westdeutschland, alte Bundeslaender","416","0.0363188220117043","0.0325892649093862","0.0400483791140224"
"NE: derzeit in Ausbildung","1995","Ostdeutschland, neue Bundeslaender","138","0.0242894758617576","0.0193324229886344","0.0292465287348807"
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","Westdeutschland, alte Bundeslaender","216","0.0169474210376975","0.0143742723722361","0.019520569703159"
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","Ostdeutschland, neue Bundeslaender","66","0.0177264975828568","0.013477547126604","0.0219754480391095"
"NE: im Militär-/Zivildienst","1995","Westdeutschland, alte Bundeslaender","36","0.00381745828519008","0.00258809197109416","0.00504682459928601"
"NE: im Militär-/Zivildienst","1995","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1995","Westdeutschland, alte Bundeslaender","531","0.0479735638030282","0.0437131656207212","0.0522339619853351"
"NE: arbeitslos registriert","1995","Ostdeutschland, neue Bundeslaender","381","0.0999583698383538","0.0903001993792884","0.109616540297419"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","Westdeutschland, alte Bundeslaender","140","0.0171744301328422","0.0145844043530919","0.0197644559125925"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","Ostdeutschland, neue Bundeslaender","50","0.0145111575262479","0.0106605356927963","0.0183617793596994"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1995","Westdeutschland, alte Bundeslaender","171","0.0170687303582025","0.0144865481753587","0.0196509125410463"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1995","Ostdeutschland, neue Bundeslaender","55","0.016116744124973","0.0120619909255593","0.0201714973243868"
"Erwerbstätig","1995","Westdeutschland, alte Bundeslaender","5673","0.537249325020982","0.527309330034833","0.547189320007131"
"Erwerbstätig","1995","Ostdeutschland, neue Bundeslaender","2213","0.524589210019397","0.50850876073023","0.540669659308565"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1995","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1995","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1995","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1995","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1996","Westdeutschland, alte Bundeslaender","1380","0.140909700173715","0.133886983843566","0.147932416503864"
"Nicht erwerbstätig (NE): keine weitere Angabe","1996","Ostdeutschland, neue Bundeslaender","380","0.120106116730952","0.109625669349894","0.130586564112011"
"NE: 65 Jahre und älter","1996","Westdeutschland, alte Bundeslaender","1080","0.184198355126234","0.176373966100023","0.192022744152446"
"NE: 65 Jahre und älter","1996","Ostdeutschland, neue Bundeslaender","415","0.180328257771626","0.167933615845386","0.192722899697865"
"NE: derzeit in Ausbildung","1996","Westdeutschland, alte Bundeslaender","350","0.0302808879283209","0.0268221109976745","0.0337396648589672"
"NE: derzeit in Ausbildung","1996","Ostdeutschland, neue Bundeslaender","129","0.0259745402520667","0.0208466207519352","0.0311024597521982"
"NE: Mutterschutz/Elternzeit (seit 1991)","1996","Westdeutschland, alte Bundeslaender","167","0.0125283810165081","0.0102833359635114","0.0147734260695048"
"NE: Mutterschutz/Elternzeit (seit 1991)","1996","Ostdeutschland, neue Bundeslaender","62","0.0166318999411903","0.0125089211622266","0.020754878720154"
"NE: im Militär-/Zivildienst","1996","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1996","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1996","Westdeutschland, alte Bundeslaender","509","0.0495641837152883","0.0451833108581536","0.053945056572423"
"NE: arbeitslos registriert","1996","Ostdeutschland, neue Bundeslaender","389","0.10174362293416","0.0919974107226008","0.111489835145719"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1996","Westdeutschland, alte Bundeslaender","190","0.0214763135268032","0.0185502697975912","0.0244023572560153"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1996","Ostdeutschland, neue Bundeslaender","93","0.0249171379190169","0.0198919541370245","0.0299423217010093"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1996","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1996","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1996","Westdeutschland, alte Bundeslaender","193","0.020733239642904","0.0178571702288951","0.0236093090569129"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1996","Ostdeutschland, neue Bundeslaender","69","0.0176944906165026","0.0134441431799149","0.0219448380530902"
"Erwerbstätig","1996","Westdeutschland, alte Bundeslaender","5538","0.537885850465533","0.527822676829076","0.547949024101989"
"Erwerbstätig","1996","Ostdeutschland, neue Bundeslaender","2143","0.508551464741192","0.492434302154548","0.524668627327836"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1996","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1996","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1996","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1996","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1997","Westdeutschland, alte Bundeslaender","1325","0.139686439143837","0.132627258015468","0.146745620272206"
"Nicht erwerbstätig (NE): keine weitere Angabe","1997","Ostdeutschland, neue Bundeslaender","377","0.119499195610739","0.108977407684991","0.130020983536487"
"NE: 65 Jahre und älter","1997","Westdeutschland, alte Bundeslaender","1106","0.188874707742663","0.180904315542279","0.196845099943047"
"NE: 65 Jahre und älter","1997","Ostdeutschland, neue Bundeslaender","426","0.17898389679937","0.166549492280594","0.191418301318146"
"NE: derzeit in Ausbildung","1997","Westdeutschland, alte Bundeslaender","341","0.0310942214110856","0.0275597096248241","0.0346287331973471"
"NE: derzeit in Ausbildung","1997","Ostdeutschland, neue Bundeslaender","151","0.0307199642422346","0.0251226825850891","0.0363172458993802"
"NE: Mutterschutz/Elternzeit (seit 1991)","1997","Westdeutschland, alte Bundeslaender","185","0.0162115970317495","0.0136399428502997","0.0187832512131993"
"NE: Mutterschutz/Elternzeit (seit 1991)","1997","Ostdeutschland, neue Bundeslaender","52","0.0134135965232867","0.00968210588037444","0.0171450871661989"
"NE: im Militär-/Zivildienst","1997","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1997","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1997","Westdeutschland, alte Bundeslaender","528","0.0514763207772583","0.0469766923100618","0.0559759492444549"
"NE: arbeitslos registriert","1997","Ostdeutschland, neue Bundeslaender","388","0.109894650820937","0.0997496717189665","0.120039629922907"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1997","Westdeutschland, alte Bundeslaender","191","0.0206597683180144","0.0177632362618189","0.0235563003742098"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1997","Ostdeutschland, neue Bundeslaender","92","0.0251102740571435","0.0200351618614985","0.0301853862527884"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1997","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1997","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1997","Westdeutschland, alte Bundeslaender","211","0.0214022364912378","0.0184552339755138","0.0243492390069617"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1997","Ostdeutschland, neue Bundeslaender","65","0.0209233511428082","0.0162806990221934","0.0255660032634229"
"Erwerbstätig","1997","Westdeutschland, alte Bundeslaender","5353","0.528345323384271","0.51818003218499","0.538510614583552"
"Erwerbstätig","1997","Ostdeutschland, neue Bundeslaender","2077","0.495199150752448","0.478981342602486","0.51141695890241"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1997","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1997","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1997","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1997","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1998","Westdeutschland, alte Bundeslaender","1543","0.143453245732172","0.136730520121973","0.150175971342371"
"Nicht erwerbstätig (NE): keine weitere Angabe","1998","Ostdeutschland, neue Bundeslaender","398","0.120321307023315","0.110091065514888","0.130551548531743"
"NE: 65 Jahre und älter","1998","Westdeutschland, alte Bundeslaender","1327","0.185235654089824","0.177785024736598","0.19268628344305"
"NE: 65 Jahre und älter","1998","Ostdeutschland, neue Bundeslaender","473","0.184292515420369","0.172100551972505","0.196484478868232"
"NE: derzeit in Ausbildung","1998","Westdeutschland, alte Bundeslaender","404","0.0333491856894373","0.0299057491233025","0.0367926222555721"
"NE: derzeit in Ausbildung","1998","Ostdeutschland, neue Bundeslaender","150","0.0286282001022432","0.0233844456473623","0.0338719545571241"
"NE: Mutterschutz/Elternzeit (seit 1991)","1998","Westdeutschland, alte Bundeslaender","197","0.0158761542356463","0.01347891050409","0.0182733979672025"
"NE: Mutterschutz/Elternzeit (seit 1991)","1998","Ostdeutschland, neue Bundeslaender","69","0.0192427915639082","0.0149229544469973","0.0235626286808192"
"NE: im Militär-/Zivildienst","1998","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1998","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1998","Westdeutschland, alte Bundeslaender","523","0.0457921598810983","0.0417831999651865","0.0498011197970101"
"NE: arbeitslos registriert","1998","Ostdeutschland, neue Bundeslaender","461","0.114613341747592","0.104596365273334","0.124630318221851"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1998","Westdeutschland, alte Bundeslaender","189","0.0212871340306321","0.0185189120962785","0.0240553559649856"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1998","Ostdeutschland, neue Bundeslaender","83","0.0231901303671865","0.018457427990711","0.0279228327436621"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Westdeutschland, alte Bundeslaender","248","0.0221394255742463","0.0193175601258038","0.0249612910226888"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","Ostdeutschland, neue Bundeslaender","63","0.0160040697895719","0.0120580028441325","0.0199501367350113"
"Erwerbstätig","1998","Westdeutschland, alte Bundeslaender","5991","0.530850791743106","0.521279812198822","0.540421771287391"
"Erwerbstätig","1998","Ostdeutschland, neue Bundeslaender","2167","0.489571614087811","0.47385249865762","0.505290729518002"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Westdeutschland, alte Bundeslaender","1389","0.13103513334437","0.124410182870608","0.137660083818132"
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","Ostdeutschland, neue Bundeslaender","399","0.118189641482155","0.107929290103195","0.128449992861116"
"NE: 65 Jahre und älter","1999","Westdeutschland, alte Bundeslaender","1258","0.185088131418313","0.177463264701305","0.192712998135321"
"NE: 65 Jahre und älter","1999","Ostdeutschland, neue Bundeslaender","477","0.190456780462634","0.17797710856635","0.202936452358918"
"NE: derzeit in Ausbildung","1999","Westdeutschland, alte Bundeslaender","336","0.0285055300052226","0.0252383551639533","0.031772704846492"
"NE: derzeit in Ausbildung","1999","Ostdeutschland, neue Bundeslaender","158","0.0317131629838661","0.0261437846356269","0.0372825413321054"
"NE: Mutterschutz/Elternzeit (seit 1991)","1999","Westdeutschland, alte Bundeslaender","211","0.0171922885464835","0.0146402409309974","0.0197443361619697"
"NE: Mutterschutz/Elternzeit (seit 1991)","1999","Ostdeutschland, neue Bundeslaender","68","0.0165894068257761","0.0125299512026581","0.0206488624488941"
"NE: im Militär-/Zivildienst","1999","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1999","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1999","Westdeutschland, alte Bundeslaender","428","0.0384192705662856","0.0346456773479794","0.0421928637845917"
"NE: arbeitslos registriert","1999","Ostdeutschland, neue Bundeslaender","365","0.0942921484452401","0.0850042649249915","0.103580031965489"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1999","Westdeutschland, alte Bundeslaender","149","0.0158909935247522","0.0134358053811346","0.0183461816683698"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1999","Ostdeutschland, neue Bundeslaender","75","0.0226942529494799","0.0179610175900695","0.0274274883088902"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1999","Westdeutschland, alte Bundeslaender","104","0.0148827696030394","0.0125055270996795","0.0172600121063992"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1999","Ostdeutschland, neue Bundeslaender","31","0.00787902486387166","0.00506904324174187","0.0106890064860014"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1999","Westdeutschland, alte Bundeslaender","167","0.0173937881954176","0.0148270918576698","0.0199604845331655"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1999","Ostdeutschland, neue Bundeslaender","48","0.0123832584772986","0.00886849083949938","0.0158980261150979"
"Erwerbstätig","1999","Westdeutschland, alte Bundeslaender","5914","0.55057983786487","0.54081367241559","0.56034600331415"
"Erwerbstätig","1999","Ostdeutschland, neue Bundeslaender","2175","0.504394571963234","0.488504050194902","0.520285093731565"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1999","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1999","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1999","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1999","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2000","Westdeutschland, alte Bundeslaender","2718","0.138103094970998","0.133116972079394","0.143089217862602"
"Nicht erwerbstätig (NE): keine weitere Angabe","2000","Ostdeutschland, neue Bundeslaender","618","0.108975893646852","0.101009839636224","0.11694194765748"
"NE: 65 Jahre und älter","2000","Westdeutschland, alte Bundeslaender","2654","0.187049064100681","0.18141342012471","0.192684708076653"
"NE: 65 Jahre und älter","2000","Ostdeutschland, neue Bundeslaender","869","0.207688825386673","0.19731861049814","0.218059040275206"
"NE: derzeit in Ausbildung","2000","Westdeutschland, alte Bundeslaender","655","0.0310796640506922","0.0285717317710156","0.0335875963303689"
"NE: derzeit in Ausbildung","2000","Ostdeutschland, neue Bundeslaender","225","0.0312755921046917","0.0268258361640716","0.0357253480453117"
"NE: Mutterschutz/Elternzeit (seit 1991)","2000","Westdeutschland, alte Bundeslaender","407","0.0177827758516752","0.0158727591630681","0.0196927925402823"
"NE: Mutterschutz/Elternzeit (seit 1991)","2000","Ostdeutschland, neue Bundeslaender","97","0.0138499999282256","0.0108623502289805","0.0168376496274708"
"NE: im Militär-/Zivildienst","2000","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","2000","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","2000","Westdeutschland, alte Bundeslaender","652","0.0307188758876929","0.0282250785946311","0.0332126731807547"
"NE: arbeitslos registriert","2000","Ostdeutschland, neue Bundeslaender","575","0.0911878787062551","0.0838285379556797","0.0985472194568306"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2000","Westdeutschland, alte Bundeslaender","266","0.014556675731587","0.012825741600313","0.0162876098628611"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2000","Ostdeutschland, neue Bundeslaender","117","0.018711321037682","0.0152472728921956","0.0221753691831684"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2000","Westdeutschland, alte Bundeslaender","110","0.00541381525756655","0.004353325352087","0.0064743051630461"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2000","Ostdeutschland, neue Bundeslaender","70","0.0114380353289876","0.00871965032737107","0.0141564203306041"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2000","Westdeutschland, alte Bundeslaender","284","0.0143939727023813","0.0126725971740486","0.016115348230714"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2000","Ostdeutschland, neue Bundeslaender","81","0.0123092943197031","0.0094905196403885","0.0151280689990178"
"Erwerbstätig","2000","Westdeutschland, alte Bundeslaender","10548","0.554819991280746","0.54763746060802","0.562002521953472"
"Erwerbstätig","2000","Ostdeutschland, neue Bundeslaender","3195","0.498944667600449","0.486162563885785","0.511726771315113"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2000","Westdeutschland, alte Bundeslaender","82","0.00517584805530503","0.00413880322393807","0.00621289288667199"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2000","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2000","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2000","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2001","Westdeutschland, alte Bundeslaender","2272","0.127124269255077","0.122056572084241","0.132191966425913"
"Nicht erwerbstätig (NE): keine weitere Angabe","2001","Ostdeutschland, neue Bundeslaender","577","0.105904555521567","0.0977462067074156","0.114062904335719"
"NE: 65 Jahre und älter","2001","Westdeutschland, alte Bundeslaender","2461","0.189050029385791","0.183093330913457","0.195006727858124"
"NE: 65 Jahre und älter","2001","Ostdeutschland, neue Bundeslaender","830","0.209724038945367","0.19893043445619","0.220517643434543"
"NE: derzeit in Ausbildung","2001","Westdeutschland, alte Bundeslaender","572","0.0291570778170365","0.0265975096913833","0.0317166459426897"
"NE: derzeit in Ausbildung","2001","Ostdeutschland, neue Bundeslaender","199","0.0302151131547697","0.0256767125725732","0.0347535137369662"
"NE: Mutterschutz/Elternzeit (seit 1991)","2001","Westdeutschland, alte Bundeslaender","377","0.0183163507034443","0.0162763727925863","0.0203563286143023"
"NE: Mutterschutz/Elternzeit (seit 1991)","2001","Ostdeutschland, neue Bundeslaender","78","0.0120954355463099","0.00919728287633429","0.0149935882162856"
"NE: im Militär-/Zivildienst","2001","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","2001","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","2001","Westdeutschland, alte Bundeslaender","600","0.0351060940378412","0.0323061377676793","0.037906050308003"
"NE: arbeitslos registriert","2001","Ostdeutschland, neue Bundeslaender","521","0.0903217092947279","0.0827220696959348","0.0979213488935209"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2001","Westdeutschland, alte Bundeslaender","239","0.015303584955867","0.0134360532717316","0.0171711166400025"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2001","Ostdeutschland, neue Bundeslaender","121","0.0210312052920516","0.0172269512255918","0.0248354593585114"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2001","Westdeutschland, alte Bundeslaender","150","0.00966481117887726","0.00817645113309029","0.0111531712246642"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2001","Ostdeutschland, neue Bundeslaender","72","0.0126920146776014","0.009724146443121","0.0156598829120817"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2001","Westdeutschland, alte Bundeslaender","265","0.0154159798080307","0.0135417097436376","0.0172902498724237"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2001","Ostdeutschland, neue Bundeslaender","93","0.0172762447432233","0.0138216794225603","0.0207308100638863"
"Erwerbstätig","2001","Westdeutschland, alte Bundeslaender","9580","0.55619522848686","0.548636829317212","0.563753627656507"
"Erwerbstätig","2001","Ostdeutschland, neue Bundeslaender","2962","0.497906097280904","0.48464989251525","0.511162302046558"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2001","Westdeutschland, alte Bundeslaender","73","0.00418339638226724","0.00320148023768375","0.00516531252685073"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2001","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2001","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2001","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2002","Westdeutschland, alte Bundeslaender","2283","0.126130528906291","0.121239422415508","0.131021635397073"
