"pglfs","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","39","0.00801480910306677","0.00551998892602899","0.0105096292801045"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","2583","0.704442076057081","0.689884432184128","0.718999719930034"
"Erwerbstätig","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3262","0.643926970667985","0.630529342833176","0.657324598502794"
"Erwerbstätig","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig","1989","66 und älter","Westdeutschland, alte Bundeslaender","36","0.0286105948885127","0.0184246686052411","0.0387965211717842"
"Erwerbstätig","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","421","0.0921969758178645","0.0828217790619891","0.10157217257374"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","123","0.0762312447150933","0.0636278102628899","0.0888346791672968"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1273","0.276609545768213","0.26395233716573","0.289266754370695"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","268","0.136672390649544","0.122667609428052","0.150677171871036"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: 65 Jahre und älter","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: 65 Jahre und älter","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: 65 Jahre und älter","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: 65 Jahre und älter","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: 65 Jahre und älter","1990","66 und älter","Westdeutschland, alte Bundeslaender","1008","0.962061543337348","0.950565943001471","0.973557143673226"
"NE: 65 Jahre und älter","1990","66 und älter","Ostdeutschland, neue Bundeslaender","394","0.913617737767831","0.887338644335683","0.93989683119998"
"NE: derzeit in Ausbildung","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","404","0.108451694026911","0.0983750283433876","0.118528359710435"
"NE: derzeit in Ausbildung","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","101","0.0578705981684725","0.0467807645248198","0.0689604318121252"
"NE: derzeit in Ausbildung","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","43","0.0131373535129123","0.00944750497769143","0.0168272020481333"
"NE: im Militär-/Zivildienst","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","114","0.028495058445707","0.0231032615606701","0.033886855330744"
"NE: arbeitslos registriert","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","184","0.0335138773483016","0.0284214115787257","0.0386063431178775"
"NE: arbeitslos registriert","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: arbeitslos registriert","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","100","0.0343122743902007","0.0284133972729924","0.040211151507409"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","33","0.0197620352323565","0.0131517171010254","0.0263723533636875"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","35","0.00881180101735116","0.0061673935712497","0.0114562084634526"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","59","0.0199980545283792","0.015461422197762","0.0245346868589965"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","55","0.0112993597658569","0.00830862915958275","0.0142900903721311"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","2517","0.703408589278025","0.688606965581658","0.718210212974392"
"Erwerbstätig","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","1411","0.824108179393519","0.806025794823589","0.842190563963448"
"Erwerbstätig","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3224","0.66241078077728","0.649030169633331","0.67579139192123"
"Erwerbstätig","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","2004","0.844922172012446","0.83016404218524","0.859680301839653"
"Erwerbstätig","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","342","0.0730255263582172","0.064590709917314","0.0814603427991204"
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1210","0.266485409019531","0.253943952415592","0.27902686562347"
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","351","0.188457138395853","0.172243840792793","0.204670435998912"
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: 65 Jahre und älter","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: 65 Jahre und älter","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: 65 Jahre und älter","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: 65 Jahre und älter","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: 65 Jahre und älter","1991","66 und älter","Westdeutschland, alte Bundeslaender","1022","0.961007249336654","0.949440875538399","0.972573623134909"
"NE: 65 Jahre und älter","1991","66 und älter","Ostdeutschland, neue Bundeslaender","394","0.970189975043661","0.953688317475909","0.986691632611414"
"NE: derzeit in Ausbildung","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","413","0.112860635735634","0.102602426061586","0.123118845409683"
"NE: derzeit in Ausbildung","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","100","0.0593034863497693","0.0474296467723786","0.07117732592716"
"NE: derzeit in Ausbildung","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1991","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1991","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","107","0.0278153331767406","0.0224841829938541","0.033146483359627"
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","65","0.0511724494323466","0.0400950442057836","0.0622498546589096"
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","34","0.0119782719638321","0.0084514402871334","0.0155051036405308"
"NE: im Militär-/Zivildienst","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1991","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1991","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","106","0.0256062305292022","0.0204853519897715","0.0307271090686329"
"NE: arbeitslos registriert","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","129","0.0884714132340814","0.0741952032891797","0.102747623178983"
"NE: arbeitslos registriert","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","151","0.0269556139614107","0.0223615416856783","0.0315496862371431"
"NE: arbeitslos registriert","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","174","0.0818090138378366","0.0704464478460196","0.0931715798296536"
"NE: arbeitslos registriert","1991","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: arbeitslos registriert","1991","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","59","0.0196425303501006","0.0151437442160731","0.024141316484128"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","41","0.0113607206087238","0.00835444527103048","0.0143669959464171"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1991","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1991","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1991","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1991","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","43","0.01400818137528","0.0101981203288333","0.0178182424217268"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","35","0.00917284390608403","0.00646852542694847","0.0118771623852196"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1991","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1991","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","2551","0.715063290510993","0.700429701814397","0.729696879207588"
"Erwerbstätig","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","1151","0.74832994292584","0.726513264394649","0.77014662145703"
"Erwerbstätig","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3310","0.679948051753882","0.666715153046438","0.693180950461326"
"Erwerbstätig","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1676","0.714765787503384","0.696046383663663","0.733485191343106"
"Erwerbstätig","1991","66 und älter","Westdeutschland, alte Bundeslaender","31","0.0236123349712818","0.0145399271300174","0.0326847428125462"
"Erwerbstätig","1991","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1991","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1991","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1991","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1991","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1992","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","327","0.0733141450957384","0.0648091321128731","0.0818191580786036"
"Nicht erwerbstätig (NE): keine weitere Angabe","1992","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1992","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1160","0.256986705304232","0.244515316656987","0.269458093951477"
"Nicht erwerbstätig (NE): keine weitere Angabe","1992","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","390","0.223702402183097","0.20626907528945","0.241135729076744"
"Nicht erwerbstätig (NE): keine weitere Angabe","1992","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1992","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: 65 Jahre und älter","1992","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: 65 Jahre und älter","1992","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: 65 Jahre und älter","1992","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: 65 Jahre und älter","1992","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: 65 Jahre und älter","1992","66 und älter","Westdeutschland, alte Bundeslaender","1028","0.959709520080889","0.947981968953013","0.971437071208765"
"NE: 65 Jahre und älter","1992","66 und älter","Ostdeutschland, neue Bundeslaender","386","0.962010417698502","0.943275998136589","0.980744837260416"
"NE: derzeit in Ausbildung","1992","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","412","0.115789656993981","0.105349007752971","0.12623030623499"
"NE: derzeit in Ausbildung","1992","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","132","0.0768197422821035","0.0628601034421488","0.0907793811220583"
"NE: derzeit in Ausbildung","1992","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1992","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1992","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: derzeit in Ausbildung","1992","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1992","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","139","0.0371141309115694","0.0309457401103061","0.0432825217128328"
"NE: Mutterschutz/Elternzeit (seit 1991)","1992","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","41","0.0322345650627804","0.0229760685787141","0.0414930615468467"
"NE: Mutterschutz/Elternzeit (seit 1991)","1992","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1992","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1992","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1992","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1992","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","35","0.0121976476921726","0.00861595849292241","0.0157793368914229"
"NE: im Militär-/Zivildienst","1992","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1992","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1992","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1992","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: im Militär-/Zivildienst","1992","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos registriert","1992","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","119","0.0297932981377882","0.0242456839139781","0.0353409123615982"
"NE: arbeitslos registriert","1992","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","184","0.145210190558486","0.126742069147279","0.163678311969694"
"NE: arbeitslos registriert","1992","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","197","0.0357570408737964","0.0304575369694896","0.0410565447781032"
"NE: arbeitslos registriert","1992","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","298","0.144455794854185","0.129748949020806","0.159162640687564"
"NE: arbeitslos registriert","1992","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: arbeitslos registriert","1992","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1992","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","70","0.0221494787061186","0.0173473608214792","0.0269515965907581"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1992","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1992","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","48","0.0138155747122011","0.0104841903680501","0.0171469590563521"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1992","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1992","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1992","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1992","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
