"pglfs","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1987","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1987","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1987","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1987","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1987","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1987","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1987","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1987","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1987","66 und älter","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1987","66 und älter","Hauptschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1987","66 und älter","Realschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1987","66 und älter","(Fach-)Abitur","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1987","66 und älter","AkademikerInnen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","16-34 Jahre alt","(noch) kein Abschluss","59","0.10118847299554","0.0696836824154629","0.132693263575618"
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","16-34 Jahre alt","Hauptschulabschluss","250","0.131578414959117","0.115776988814113","0.147379841104121"
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","16-34 Jahre alt","Realschulabschluss","99","0.107614922136914","0.0875901964728096","0.127639647801019"
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","16-34 Jahre alt","(Fach-)Abitur","42","0.0531834913137264","0.0334749377317484","0.0728920448957043"
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","16-34 Jahre alt","AkademikerInnen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","35-65 Jahre alt","(noch) kein Abschluss","180","0.357650959481171","0.317520600110744","0.397781318851598"
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","35-65 Jahre alt","Hauptschulabschluss","940","0.32073985580528","0.304677760460789","0.33680195114977"
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","35-65 Jahre alt","Realschulabschluss","155","0.252314214094777","0.218207923465432","0.286420504724123"
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","35-65 Jahre alt","(Fach-)Abitur","45","0.241222362101267","0.181929947366453","0.300514776836081"
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","35-65 Jahre alt","AkademikerInnen","43","0.107020293536739","0.0782005030047627","0.135840084068716"
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","66 und älter","(noch) kein Abschluss","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","66 und älter","Hauptschulabschluss","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","66 und älter","Realschulabschluss","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","66 und älter","(Fach-)Abitur","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1988","66 und älter","AkademikerInnen","","","",""
"NE: 65 Jahre und älter","1988","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: 65 Jahre und älter","1988","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: 65 Jahre und älter","1988","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: 65 Jahre und älter","1988","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: 65 Jahre und älter","1988","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: 65 Jahre und älter","1988","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: 65 Jahre und älter","1988","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: 65 Jahre und älter","1988","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: 65 Jahre und älter","1988","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: 65 Jahre und älter","1988","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: 65 Jahre und älter","1988","66 und älter","(noch) kein Abschluss","","","",""
"NE: 65 Jahre und älter","1988","66 und älter","Hauptschulabschluss","740","0.963377009001828","0.950135624766329","0.976618393237326"
"NE: 65 Jahre und älter","1988","66 und älter","Realschulabschluss","155","0.960860144189669","0.930904762793062","0.990815525586277"
"NE: 65 Jahre und älter","1988","66 und älter","(Fach-)Abitur","40","0.924230116164744","0.846038512299005","1.00242172003048"
"NE: 65 Jahre und älter","1988","66 und älter","AkademikerInnen","44","0.828418691666082","0.72967394277739","0.927163440554773"
"NE: derzeit in Ausbildung","1988","16-34 Jahre alt","(noch) kein Abschluss","150","0.575926574920662","0.524299104383623","0.627554045457702"
"NE: derzeit in Ausbildung","1988","16-34 Jahre alt","Hauptschulabschluss","92","0.041196987897326","0.0319065521848773","0.0504874236097746"
"NE: derzeit in Ausbildung","1988","16-34 Jahre alt","Realschulabschluss","98","0.079347899032193","0.0618828556938507","0.0968129423705353"
"NE: derzeit in Ausbildung","1988","16-34 Jahre alt","(Fach-)Abitur","117","0.255090764723573","0.216805428377727","0.293376101069418"
"NE: derzeit in Ausbildung","1988","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: derzeit in Ausbildung","1988","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: derzeit in Ausbildung","1988","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: derzeit in Ausbildung","1988","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: derzeit in Ausbildung","1988","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: derzeit in Ausbildung","1988","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: derzeit in Ausbildung","1988","66 und älter","(noch) kein Abschluss","","","",""
"NE: derzeit in Ausbildung","1988","66 und älter","Hauptschulabschluss","","","",""
"NE: derzeit in Ausbildung","1988","66 und älter","Realschulabschluss","","","",""
"NE: derzeit in Ausbildung","1988","66 und älter","(Fach-)Abitur","","","",""
"NE: derzeit in Ausbildung","1988","66 und älter","AkademikerInnen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","66 und älter","(noch) kein Abschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","66 und älter","Hauptschulabschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","66 und älter","Realschulabschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","66 und älter","(Fach-)Abitur","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1988","66 und älter","AkademikerInnen","","","",""
"NE: im Militär-/Zivildienst","1988","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: im Militär-/Zivildienst","1988","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: im Militär-/Zivildienst","1988","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: im Militär-/Zivildienst","1988","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: im Militär-/Zivildienst","1988","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: im Militär-/Zivildienst","1988","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: im Militär-/Zivildienst","1988","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: im Militär-/Zivildienst","1988","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: im Militär-/Zivildienst","1988","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: im Militär-/Zivildienst","1988","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: im Militär-/Zivildienst","1988","66 und älter","(noch) kein Abschluss","","","",""
"NE: im Militär-/Zivildienst","1988","66 und älter","Hauptschulabschluss","","","",""
"NE: im Militär-/Zivildienst","1988","66 und älter","Realschulabschluss","","","",""
"NE: im Militär-/Zivildienst","1988","66 und älter","(Fach-)Abitur","","","",""
"NE: im Militär-/Zivildienst","1988","66 und älter","AkademikerInnen","","","",""
"NE: arbeitslos registriert","1988","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: arbeitslos registriert","1988","16-34 Jahre alt","Hauptschulabschluss","114","0.0604668590627556","0.0493251089838816","0.0716086091416296"
"NE: arbeitslos registriert","1988","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: arbeitslos registriert","1988","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: arbeitslos registriert","1988","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: arbeitslos registriert","1988","35-65 Jahre alt","(noch) kein Abschluss","49","0.0961579594522683","0.0714750301067713","0.120840888797765"
"NE: arbeitslos registriert","1988","35-65 Jahre alt","Hauptschulabschluss","163","0.0513487080331394","0.0437537438526014","0.0589436722136774"
"NE: arbeitslos registriert","1988","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: arbeitslos registriert","1988","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: arbeitslos registriert","1988","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: arbeitslos registriert","1988","66 und älter","(noch) kein Abschluss","","","",""
"NE: arbeitslos registriert","1988","66 und älter","Hauptschulabschluss","","","",""
"NE: arbeitslos registriert","1988","66 und älter","Realschulabschluss","","","",""
"NE: arbeitslos registriert","1988","66 und älter","(Fach-)Abitur","","","",""
"NE: arbeitslos registriert","1988","66 und älter","AkademikerInnen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","66 und älter","(noch) kein Abschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","66 und älter","Hauptschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","66 und älter","Realschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","66 und älter","(Fach-)Abitur","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1988","66 und älter","AkademikerInnen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","66 und älter","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","66 und älter","Hauptschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","66 und älter","Realschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","66 und älter","(Fach-)Abitur","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1988","66 und älter","AkademikerInnen","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","35-65 Jahre alt","Hauptschulabschluss","33","0.0101514876442106","0.00670198183401896","0.0136009934544023"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","66 und älter","(noch) kein Abschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","66 und älter","Hauptschulabschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","66 und älter","Realschulabschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","66 und älter","(Fach-)Abitur","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1988","66 und älter","AkademikerInnen","","","",""
"Erwerbstätig","1988","16-34 Jahre alt","(noch) kein Abschluss","105","0.194980877110797","0.153592741098656","0.236369013122939"
"Erwerbstätig","1988","16-34 Jahre alt","Hauptschulabschluss","1267","0.741750843531645","0.721291714756863","0.762209972306427"
"Erwerbstätig","1988","16-34 Jahre alt","Realschulabschluss","668","0.749234247233407","0.721225279721513","0.777243214745301"
"Erwerbstätig","1988","16-34 Jahre alt","(Fach-)Abitur","276","0.558529811815222","0.514917682630931","0.602141940999512"
"Erwerbstätig","1988","16-34 Jahre alt","AkademikerInnen","165","0.823121882610977","0.770761581591521","0.875482183630433"
"Erwerbstätig","1988","35-65 Jahre alt","(noch) kein Abschluss","317","0.543205070459236","0.501498895898661","0.58491124501981"
"Erwerbstätig","1988","35-65 Jahre alt","Hauptschulabschluss","2081","0.606880004092578","0.590071786962038","0.623688221223117"
"Erwerbstätig","1988","35-65 Jahre alt","Realschulabschluss","441","0.695998039504231","0.659878162064535","0.732117916943928"
"Erwerbstätig","1988","35-65 Jahre alt","(Fach-)Abitur","138","0.691479146458828","0.627466630235931","0.755491662681725"
"Erwerbstätig","1988","35-65 Jahre alt","AkademikerInnen","379","0.848040626180724","0.814574223449323","0.881507028912125"
"Erwerbstätig","1988","66 und älter","(noch) kein Abschluss","","","",""
"Erwerbstätig","1988","66 und älter","Hauptschulabschluss","","","",""
"Erwerbstätig","1988","66 und älter","Realschulabschluss","","","",""
"Erwerbstätig","1988","66 und älter","(Fach-)Abitur","","","",""
"Erwerbstätig","1988","66 und älter","AkademikerInnen","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","16-34 Jahre alt","Realschulabschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","16-34 Jahre alt","AkademikerInnen","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","35-65 Jahre alt","Realschulabschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","35-65 Jahre alt","AkademikerInnen","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","66 und älter","(noch) kein Abschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","66 und älter","Hauptschulabschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","66 und älter","Realschulabschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","66 und älter","(Fach-)Abitur","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1988","66 und älter","AkademikerInnen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","66 und älter","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","66 und älter","Hauptschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","66 und älter","Realschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","66 und älter","(Fach-)Abitur","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1988","66 und älter","AkademikerInnen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","16-34 Jahre alt","(noch) kein Abschluss","55","0.0755832311457581","0.0479303003239523","0.103236161967564"
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","16-34 Jahre alt","Hauptschulabschluss","238","0.121018290922049","0.105445603551821","0.136590978292277"
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","16-34 Jahre alt","Realschulabschluss","83","0.0886891619985071","0.070094920550808","0.107283403446206"
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","16-34 Jahre alt","(Fach-)Abitur","49","0.0531042332208758","0.0336616798568421","0.0725467865849096"
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","16-34 Jahre alt","AkademikerInnen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","35-65 Jahre alt","(noch) kein Abschluss","200","0.427184680461057","0.385110469754669","0.469258891167444"
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","35-65 Jahre alt","Hauptschulabschluss","913","0.335203389584253","0.318561708790174","0.351845070378332"
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","35-65 Jahre alt","Realschulabschluss","150","0.248576264335944","0.21390791144584","0.283244617226048"
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","35-65 Jahre alt","(Fach-)Abitur","45","0.257097277401973","0.196376647722482","0.317817907081464"
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","35-65 Jahre alt","AkademikerInnen","50","0.129356645343692","0.0978920689334868","0.160821221753897"
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","66 und älter","(noch) kein Abschluss","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","66 und älter","Hauptschulabschluss","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","66 und älter","Realschulabschluss","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","66 und älter","(Fach-)Abitur","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1989","66 und älter","AkademikerInnen","","","",""
"NE: 65 Jahre und älter","1989","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: 65 Jahre und älter","1989","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: 65 Jahre und älter","1989","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: 65 Jahre und älter","1989","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: 65 Jahre und älter","1989","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: 65 Jahre und älter","1989","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: 65 Jahre und älter","1989","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: 65 Jahre und älter","1989","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: 65 Jahre und älter","1989","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: 65 Jahre und älter","1989","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: 65 Jahre und älter","1989","66 und älter","(noch) kein Abschluss","","","",""
"NE: 65 Jahre und älter","1989","66 und älter","Hauptschulabschluss","716","0.963242218776965","0.949775559926776","0.976708877627155"
"NE: 65 Jahre und älter","1989","66 und älter","Realschulabschluss","155","0.974346317288042","0.949772022573544","0.99892061200254"
"NE: 65 Jahre und älter","1989","66 und älter","(Fach-)Abitur","38","0.833047824812571","0.726429913492963","0.939665736132178"
"NE: 65 Jahre und älter","1989","66 und älter","AkademikerInnen","44","0.841821421824822","0.746247832222718","0.937395011426927"
"NE: derzeit in Ausbildung","1989","16-34 Jahre alt","(noch) kein Abschluss","153","0.579898588513863","0.528263178610906","0.63153399841682"
"NE: derzeit in Ausbildung","1989","16-34 Jahre alt","Hauptschulabschluss","71","0.0385533985887699","0.0293607204000833","0.0477460767774566"
"NE: derzeit in Ausbildung","1989","16-34 Jahre alt","Realschulabschluss","87","0.0747708663631679","0.0575680014594329","0.0919737312669028"
"NE: derzeit in Ausbildung","1989","16-34 Jahre alt","(Fach-)Abitur","113","0.24745116734268","0.210035823764776","0.284866510920584"
"NE: derzeit in Ausbildung","1989","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: derzeit in Ausbildung","1989","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: derzeit in Ausbildung","1989","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: derzeit in Ausbildung","1989","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: derzeit in Ausbildung","1989","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: derzeit in Ausbildung","1989","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: derzeit in Ausbildung","1989","66 und älter","(noch) kein Abschluss","","","",""
"NE: derzeit in Ausbildung","1989","66 und älter","Hauptschulabschluss","","","",""
"NE: derzeit in Ausbildung","1989","66 und älter","Realschulabschluss","","","",""
"NE: derzeit in Ausbildung","1989","66 und älter","(Fach-)Abitur","","","",""
"NE: derzeit in Ausbildung","1989","66 und älter","AkademikerInnen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","66 und älter","(noch) kein Abschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","66 und älter","Hauptschulabschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","66 und älter","Realschulabschluss","","","",""
