"pglfs","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1994","66 und älter","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1994","66 und älter","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","16-34 Jahre alt","maennlich","48","0.02344262394187","0.0173664638885456","0.0295187839951944"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","16-34 Jahre alt","weiblich","59","0.024857924812297","0.0186765267837158","0.0310393228408782"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","35-65 Jahre alt","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","35-65 Jahre alt","weiblich","56","0.0196398864075662","0.0149177594652758","0.0243620133498565"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","66 und älter","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","66 und älter","weiblich","","","",""
"Erwerbstätig","1994","16-34 Jahre alt","maennlich","1775","0.745970148888019","0.728488583711263","0.763451714064775"
"Erwerbstätig","1994","16-34 Jahre alt","weiblich","1423","0.60136426240364","0.581925113367855","0.620803411439426"
"Erwerbstätig","1994","35-65 Jahre alt","maennlich","2537","0.760909717733306","0.746330651322921","0.775488784143691"
"Erwerbstätig","1994","35-65 Jahre alt","weiblich","1822","0.531002135561347","0.514019350163188","0.547984920959506"
"Erwerbstätig","1994","66 und älter","maennlich","","","",""
"Erwerbstätig","1994","66 und älter","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","16-34 Jahre alt","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","16-34 Jahre alt","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","35-65 Jahre alt","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","35-65 Jahre alt","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","66 und älter","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","66 und älter","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","16-34 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","16-34 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","35-65 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","35-65 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","66 und älter","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","66 und älter","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","16-34 Jahre alt","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","16-34 Jahre alt","weiblich","261","0.0859693585356258","0.0750095222371695","0.0969291948340822"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","35-65 Jahre alt","maennlich","423","0.133750829257109","0.122306085818771","0.145195572695447"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","35-65 Jahre alt","weiblich","1057","0.345360510907799","0.32950797802221","0.361213043793388"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","66 und älter","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","66 und älter","weiblich","","","",""
"NE: 65 Jahre und älter","1995","16-34 Jahre alt","maennlich","","","",""
"NE: 65 Jahre und älter","1995","16-34 Jahre alt","weiblich","","","",""
"NE: 65 Jahre und älter","1995","35-65 Jahre alt","maennlich","","","",""
"NE: 65 Jahre und älter","1995","35-65 Jahre alt","weiblich","","","",""
"NE: 65 Jahre und älter","1995","66 und älter","maennlich","550","0.91573536168007","0.893358719835345","0.938112003524796"
"NE: 65 Jahre und älter","1995","66 und älter","weiblich","931","0.962340610335515","0.950310721886373","0.974370498784657"
"NE: derzeit in Ausbildung","1995","16-34 Jahre alt","maennlich","266","0.108573368270705","0.0962545370013078","0.120892199540102"
"NE: derzeit in Ausbildung","1995","16-34 Jahre alt","weiblich","261","0.103471931361264","0.091563760153568","0.115380102568959"
"NE: derzeit in Ausbildung","1995","35-65 Jahre alt","maennlich","","","",""
"NE: derzeit in Ausbildung","1995","35-65 Jahre alt","weiblich","","","",""
"NE: derzeit in Ausbildung","1995","66 und älter","maennlich","","","",""
"NE: derzeit in Ausbildung","1995","66 und älter","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","16-34 Jahre alt","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","16-34 Jahre alt","weiblich","241","0.099325934092536","0.0876318286718178","0.111020039513254"
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","35-65 Jahre alt","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","35-65 Jahre alt","weiblich","37","0.00956251966967749","0.00631792143032787","0.0128071179090271"
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","66 und älter","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","66 und älter","weiblich","","","",""
"NE: im Militär-/Zivildienst","1995","16-34 Jahre alt","maennlich","47","0.0226710982469687","0.0167769412529686","0.0285652552409688"
"NE: im Militär-/Zivildienst","1995","16-34 Jahre alt","weiblich","","","",""
"NE: im Militär-/Zivildienst","1995","35-65 Jahre alt","maennlich","","","",""
"NE: im Militär-/Zivildienst","1995","35-65 Jahre alt","weiblich","","","",""
"NE: im Militär-/Zivildienst","1995","66 und älter","maennlich","","","",""
"NE: im Militär-/Zivildienst","1995","66 und älter","weiblich","","","",""
"NE: arbeitslos registriert","1995","16-34 Jahre alt","maennlich","143","0.0520943959825038","0.0432951978331877","0.0608935941318199"
"NE: arbeitslos registriert","1995","16-34 Jahre alt","weiblich","170","0.0635689176979429","0.0540297130569112","0.0731081223389746"
"NE: arbeitslos registriert","1995","35-65 Jahre alt","maennlich","273","0.0791559513457032","0.0700783473501168","0.0882335553412897"
"NE: arbeitslos registriert","1995","35-65 Jahre alt","weiblich","325","0.0794268705659421","0.0704116969059481","0.088442044225936"
"NE: arbeitslos registriert","1995","66 und älter","maennlich","","","",""
"NE: arbeitslos registriert","1995","66 und älter","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","16-34 Jahre alt","maennlich","58","0.0314501752533398","0.0245392281765686","0.0383611223301109"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","16-34 Jahre alt","weiblich","61","0.0281408930391265","0.0216750904800947","0.0346066955981584"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","35-65 Jahre alt","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","35-65 Jahre alt","weiblich","32","0.0129900851555789","0.00921498932352833","0.0167651809876295"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","66 und älter","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","66 und älter","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","16-34 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","16-34 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","35-65 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","35-65 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","66 und älter","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","66 und älter","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1995","16-34 Jahre alt","maennlich","49","0.0199116078242432","0.0143800069501376","0.0254432086983489"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1995","16-34 Jahre alt","weiblich","69","0.0261436025765061","0.0199050760799993","0.0323821290730129"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1995","35-65 Jahre alt","maennlich","31","0.00895341885139145","0.00578620135073828","0.0121206363520446"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1995","35-65 Jahre alt","weiblich","53","0.0177490957621586","0.0133469891219581","0.022151202402359"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1995","66 und älter","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1995","66 und älter","weiblich","","","",""
"Erwerbstätig","1995","16-34 Jahre alt","maennlich","1856","0.75212872728985","0.735031557070781","0.76922589750892"
"Erwerbstätig","1995","16-34 Jahre alt","weiblich","1449","0.592650872228877","0.573440547506356","0.611861196951397"
"Erwerbstätig","1995","35-65 Jahre alt","maennlich","2622","0.762428455844423","0.7481186690715","0.776738242617347"
"Erwerbstätig","1995","35-65 Jahre alt","weiblich","1927","0.52756994229422","0.510925470912343","0.544214413676098"
"Erwerbstätig","1995","66 und älter","maennlich","","","",""
"Erwerbstätig","1995","66 und älter","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1995","16-34 Jahre alt","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1995","16-34 Jahre alt","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1995","35-65 Jahre alt","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1995","35-65 Jahre alt","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1995","66 und älter","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1995","66 und älter","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1995","16-34 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1995","16-34 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1995","35-65 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1995","35-65 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1995","66 und älter","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1995","66 und älter","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1996","16-34 Jahre alt","maennlich","42","0.0163159511575878","0.0112025460200782","0.0214293562950975"
"Nicht erwerbstätig (NE): keine weitere Angabe","1996","16-34 Jahre alt","weiblich","278","0.103165441961493","0.0910540328941397","0.115276851028846"
"Nicht erwerbstätig (NE): keine weitere Angabe","1996","35-65 Jahre alt","maennlich","427","0.137658320579332","0.125991121467077","0.149325519691588"
"Nicht erwerbstätig (NE): keine weitere Angabe","1996","35-65 Jahre alt","weiblich","1012","0.328336524209574","0.312586247014944","0.344086801404205"
"Nicht erwerbstätig (NE): keine weitere Angabe","1996","66 und älter","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1996","66 und älter","weiblich","","","",""
"NE: 65 Jahre und älter","1996","16-34 Jahre alt","maennlich","","","",""
"NE: 65 Jahre und älter","1996","16-34 Jahre alt","weiblich","","","",""
"NE: 65 Jahre und älter","1996","35-65 Jahre alt","maennlich","","","",""
"NE: 65 Jahre und älter","1996","35-65 Jahre alt","weiblich","","","",""
"NE: 65 Jahre und älter","1996","66 und älter","maennlich","550","0.911349100558528","0.88873716686606","0.933961034250996"
"NE: 65 Jahre und älter","1996","66 und älter","weiblich","933","0.956155949498161","0.943284286547836","0.969027612448487"
"NE: derzeit in Ausbildung","1996","16-34 Jahre alt","maennlich","222","0.0919142973540407","0.0802534222064633","0.103575172501618"
"NE: derzeit in Ausbildung","1996","16-34 Jahre alt","weiblich","224","0.0911221439794111","0.0796634239115989","0.102580864047223"
"NE: derzeit in Ausbildung","1996","35-65 Jahre alt","maennlich","","","",""
"NE: derzeit in Ausbildung","1996","35-65 Jahre alt","weiblich","","","",""
"NE: derzeit in Ausbildung","1996","66 und älter","maennlich","","","",""
"NE: derzeit in Ausbildung","1996","66 und älter","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1996","16-34 Jahre alt","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1996","16-34 Jahre alt","weiblich","206","0.0824677291694587","0.0715149564457372","0.0934205018931802"
"NE: Mutterschutz/Elternzeit (seit 1991)","1996","35-65 Jahre alt","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1996","35-65 Jahre alt","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1996","66 und älter","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1996","66 und älter","weiblich","","","",""
"NE: im Militär-/Zivildienst","1996","16-34 Jahre alt","maennlich","37","0.0173102537670236","0.0120460084410383","0.0225744990930089"
"NE: im Militär-/Zivildienst","1996","16-34 Jahre alt","weiblich","","","",""
"NE: im Militär-/Zivildienst","1996","35-65 Jahre alt","maennlich","","","",""
"NE: im Militär-/Zivildienst","1996","35-65 Jahre alt","weiblich","","","",""
"NE: im Militär-/Zivildienst","1996","66 und älter","maennlich","","","",""
"NE: im Militär-/Zivildienst","1996","66 und älter","weiblich","","","",""
"NE: arbeitslos registriert","1996","16-34 Jahre alt","maennlich","148","0.0535356885180623","0.0444501639274956","0.0626212131086291"
"NE: arbeitslos registriert","1996","16-34 Jahre alt","weiblich","156","0.0691806001162557","0.0590765321347188","0.0792846680977927"
"NE: arbeitslos registriert","1996","35-65 Jahre alt","maennlich","285","0.0824818281631758","0.0731661995998113","0.0917974567265403"
"NE: arbeitslos registriert","1996","35-65 Jahre alt","weiblich","308","0.0790078408823735","0.0699606073601053","0.0880550744046418"
"NE: arbeitslos registriert","1996","66 und älter","maennlich","","","",""
"NE: arbeitslos registriert","1996","66 und älter","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1996","16-34 Jahre alt","maennlich","91","0.0436879531364785","0.0354378979656773","0.0519380083072797"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1996","16-34 Jahre alt","weiblich","88","0.0386242175080638","0.0309515245366363","0.0462969104794913"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1996","35-65 Jahre alt","maennlich","37","0.0111100645594735","0.00756063994095458","0.0146594891779924"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1996","35-65 Jahre alt","weiblich","49","0.0174364461227401","0.01304647110752","0.0218264211379601"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1996","66 und älter","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1996","66 und älter","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1996","16-34 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1996","16-34 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1996","35-65 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1996","35-65 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1996","66 und älter","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1996","66 und älter","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1996","16-34 Jahre alt","maennlich","48","0.025460113359256","0.0191023235396809","0.0318179031788311"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1996","16-34 Jahre alt","weiblich","94","0.0419348290001729","0.0339538466876175","0.0499158113127282"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1996","35-65 Jahre alt","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1996","35-65 Jahre alt","weiblich","60","0.0189859465585522","0.0144086771115681","0.0235632160055363"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1996","66 und älter","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1996","66 und älter","weiblich","","","",""
"Erwerbstätig","1996","16-34 Jahre alt","maennlich","1770","0.751775742707551","0.734339919580403","0.7692115658347"
"Erwerbstätig","1996","16-34 Jahre alt","weiblich","1377","0.573505038265145","0.553812715052461","0.593197361477829"
"Erwerbstätig","1996","35-65 Jahre alt","maennlich","2557","0.754849611626864","0.740282541925369","0.76941668132836"
"Erwerbstätig","1996","35-65 Jahre alt","weiblich","1939","0.543315829402134","0.526609274762156","0.560022384042111"
"Erwerbstätig","1996","66 und älter","maennlich","","","",""
"Erwerbstätig","1996","66 und älter","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1996","16-34 Jahre alt","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1996","16-34 Jahre alt","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1996","35-65 Jahre alt","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1996","35-65 Jahre alt","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1996","66 und älter","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1996","66 und älter","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1996","16-34 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1996","16-34 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1996","35-65 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1996","35-65 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1996","66 und älter","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1996","66 und älter","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1997","16-34 Jahre alt","maennlich","32","0.0144146837677511","0.00954773779199544","0.0192816297435067"
"Nicht erwerbstätig (NE): keine weitere Angabe","1997","16-34 Jahre alt","weiblich","244","0.0850158342032362","0.0736959882304371","0.0963356801760352"
"Nicht erwerbstätig (NE): keine weitere Angabe","1997","35-65 Jahre alt","maennlich","408","0.13710844210907","0.125355127802448","0.148861756415692"
"Nicht erwerbstätig (NE): keine weitere Angabe","1997","35-65 Jahre alt","weiblich","1018","0.337019663315138","0.321074652572525","0.352964674057752"
"Nicht erwerbstätig (NE): keine weitere Angabe","1997","66 und älter","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1997","66 und älter","weiblich","","","",""
"NE: 65 Jahre und älter","1997","16-34 Jahre alt","maennlich","","","",""
"NE: 65 Jahre und älter","1997","16-34 Jahre alt","weiblich","","","",""
"NE: 65 Jahre und älter","1997","35-65 Jahre alt","maennlich","","","",""
"NE: 65 Jahre und älter","1997","35-65 Jahre alt","weiblich","","","",""
"NE: 65 Jahre und älter","1997","66 und älter","maennlich","587","0.916413014143827","0.895020710172318","0.937805318115337"
"NE: 65 Jahre und älter","1997","66 und älter","weiblich","936","0.964765475410301","0.953162822284237","0.976368128536366"
"NE: derzeit in Ausbildung","1997","16-34 Jahre alt","maennlich","230","0.092475252433387","0.0806462300173512","0.104304274849423"
"NE: derzeit in Ausbildung","1997","16-34 Jahre alt","weiblich","238","0.108019636151274","0.095421310795305","0.120617961507243"
"NE: derzeit in Ausbildung","1997","35-65 Jahre alt","maennlich","","","",""
"NE: derzeit in Ausbildung","1997","35-65 Jahre alt","weiblich","","","",""
"NE: derzeit in Ausbildung","1997","66 und älter","maennlich","","","",""
"NE: derzeit in Ausbildung","1997","66 und älter","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1997","16-34 Jahre alt","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1997","16-34 Jahre alt","weiblich","204","0.0925806816736898","0.0808168712946755","0.104344492052704"
"NE: Mutterschutz/Elternzeit (seit 1991)","1997","35-65 Jahre alt","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1997","35-65 Jahre alt","weiblich","31","0.00923970892423913","0.0060122530517538","0.0124671647967245"
"NE: Mutterschutz/Elternzeit (seit 1991)","1997","66 und älter","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1997","66 und älter","weiblich","","","",""
"NE: im Militär-/Zivildienst","1997","16-34 Jahre alt","maennlich","46","0.0203432883150215","0.0145788845942297","0.0261076920358134"
"NE: im Militär-/Zivildienst","1997","16-34 Jahre alt","weiblich","","","",""
"NE: im Militär-/Zivildienst","1997","35-65 Jahre alt","maennlich","","","",""
"NE: im Militär-/Zivildienst","1997","35-65 Jahre alt","weiblich","","","",""
"NE: im Militär-/Zivildienst","1997","66 und älter","maennlich","","","",""
"NE: im Militär-/Zivildienst","1997","66 und älter","weiblich","","","",""
"NE: arbeitslos registriert","1997","16-34 Jahre alt","maennlich","142","0.0506238005003399","0.041672144250629","0.0595754567500507"
"NE: arbeitslos registriert","1997","16-34 Jahre alt","weiblich","145","0.0655067790475299","0.055464899250309","0.0755486588447507"
"NE: arbeitslos registriert","1997","35-65 Jahre alt","maennlich","325","0.100519331056177","0.0902445907471342","0.110794071365219"
"NE: arbeitslos registriert","1997","35-65 Jahre alt","weiblich","302","0.0762807450579105","0.0673265957162632","0.0852348943995578"
"NE: arbeitslos registriert","1997","66 und älter","maennlich","","","",""
"NE: arbeitslos registriert","1997","66 und älter","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1997","16-34 Jahre alt","maennlich","86","0.0392083902339273","0.0312831769178463","0.0471336035500083"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1997","16-34 Jahre alt","weiblich","90","0.0399702090114331","0.0320197100972952","0.047920707925571"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1997","35-65 Jahre alt","maennlich","38","0.0130477935858623","0.00917016023527757","0.016925426936447"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1997","35-65 Jahre alt","weiblich","46","0.0146367309593304","0.010585685640073","0.0186877762785879"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1997","66 und älter","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1997","66 und älter","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1997","16-34 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1997","16-34 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1997","35-65 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1997","35-65 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1997","66 und älter","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1997","66 und älter","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1997","16-34 Jahre alt","maennlich","58","0.0239234516970053","0.017683794751975","0.0301631086420356"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1997","16-34 Jahre alt","weiblich","93","0.0454544590854499","0.037000300473187","0.0539086176977128"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1997","35-65 Jahre alt","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1997","35-65 Jahre alt","weiblich","68","0.0231558264795493","0.018082536803231","0.0282291161558675"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1997","66 und älter","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1997","66 und älter","weiblich","","","",""
"Erwerbstätig","1997","16-34 Jahre alt","maennlich","1709","0.758923217038561","0.741457618759949","0.776388815317172"
"Erwerbstätig","1997","16-34 Jahre alt","weiblich","1318","0.563452400827387","0.543323121016293","0.583581680638481"
"Erwerbstätig","1997","35-65 Jahre alt","maennlich","2477","0.736014840205391","0.72095282144509","0.751076858965691"
"Erwerbstätig","1997","35-65 Jahre alt","weiblich","1889","0.532080593600382","0.515249159911998","0.548912027288765"
"Erwerbstätig","1997","66 und älter","maennlich","","","",""
"Erwerbstätig","1997","66 und älter","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1997","16-34 Jahre alt","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1997","16-34 Jahre alt","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1997","35-65 Jahre alt","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1997","35-65 Jahre alt","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1997","66 und älter","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1997","66 und älter","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1997","16-34 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1997","16-34 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1997","35-65 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1997","35-65 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1997","66 und älter","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1997","66 und älter","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1998","16-34 Jahre alt","maennlich","35","0.015055000857526","0.0102013746740222","0.0199086270410298"
"Nicht erwerbstätig (NE): keine weitere Angabe","1998","16-34 Jahre alt","weiblich","273","0.100623601286181","0.0887550916987891","0.112492110873573"
"Nicht erwerbstätig (NE): keine weitere Angabe","1998","35-65 Jahre alt","maennlich","495","0.143585803027316","0.132338235377874","0.154833370676757"
"Nicht erwerbstätig (NE): keine weitere Angabe","1998","35-65 Jahre alt","weiblich","1138","0.327591945389546","0.312702789666919","0.342481101112173"
"Nicht erwerbstätig (NE): keine weitere Angabe","1998","66 und älter","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1998","66 und älter","weiblich","","","",""
"NE: 65 Jahre und älter","1998","16-34 Jahre alt","maennlich","","","",""
"NE: 65 Jahre und älter","1998","16-34 Jahre alt","weiblich","","","",""
"NE: 65 Jahre und älter","1998","35-65 Jahre alt","maennlich","","","",""
"NE: 65 Jahre und älter","1998","35-65 Jahre alt","weiblich","","","",""
"NE: 65 Jahre und älter","1998","66 und älter","maennlich","701","0.912801926692086","0.892796715970648","0.932807137413524"
"NE: 65 Jahre und älter","1998","66 und älter","weiblich","1085","0.960981406925185","0.949676176247927","0.972286637602443"
