year,age_gr,quintil_oecd,pld0043,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,66 and older,2nd Quintile,Never,0.32093,353,1135,0.29376,0.34810
2018,66 and older,3rd Quintile,Often,0.10538,111,1020,0.08653,0.12423
2018,66 and older,3rd Quintile,Sometimes,0.26044,295,1020,0.23349,0.28739
2018,66 and older,3rd Quintile,Seldom,0.33945,347,1020,0.31037,0.36852
2018,66 and older,3rd Quintile,Never,0.26133,267,1020,0.23436,0.28831
2018,66 and older,4th Quintile,Often,0.12871,101,829,0.10590,0.15152
2018,66 and older,4th Quintile,Sometimes,0.30425,265,829,0.27291,0.33559
2018,66 and older,4th Quintile,Seldom,0.35461,307,829,0.32202,0.38719
2018,66 and older,4th Quintile,Never,0.18473,156,829,0.15830,0.21117
2018,66 and older,5th Quintile,Often,0.15862,148,949,0.13537,0.18188
2018,66 and older,5th Quintile,Sometimes,0.33782,331,949,0.30772,0.36793
2018,66 and older,5th Quintile,Seldom,0.35038,347,949,0.32001,0.38075
2018,66 and older,5th Quintile,Never,0.13668,123,949,0.11481,0.15855
