year,bula_h,sex,pld0043,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Lower Saxony,male,Often,0.13813,183,1169,0.11835,0.15792
2018,Lower Saxony,male,Sometimes,0.34709,434,1169,0.31979,0.37439
2018,Lower Saxony,male,Seldom,0.34290,375,1169,0.31568,0.37012
2018,Lower Saxony,male,Never,0.13963,129,1169,0.11975,0.15950
2018,Lower Saxony,female,Very often,0.03259,49,1358,0.02314,0.04204
2018,Lower Saxony,female,Often,0.16863,238,1358,0.14871,0.18855
2018,Lower Saxony,female,Sometimes,0.33473,514,1358,0.30962,0.35983
2018,Lower Saxony,female,Seldom,0.30055,366,1358,0.27616,0.32495
2018,Lower Saxony,female,Never,0.16350,191,1358,0.14383,0.18318
2018,Bremen,male,Sometimes,0.33658,38,69,0.22427,0.44890
2018,Bremen,male,Seldom,0.27019,31,69,0.16465,0.37574
2018,Bremen,female,Sometimes,0.25217,35,68,0.14819,0.35616
2018,Bremen,female,Seldom,0.36407,33,68,0.24886,0.47929
2018,North Rhine-Westphalia,male,Very often,0.03695,87,2472,0.02951,0.04439
2018,North Rhine-Westphalia,male,Often,0.17129,415,2472,0.15643,0.18614
2018,North Rhine-Westphalia,male,Sometimes,0.37303,917,2472,0.35396,0.39210
2018,North Rhine-Westphalia,male,Seldom,0.28504,719,2472,0.26724,0.30284
2018,North Rhine-Westphalia,male,Never,0.13369,334,2472,0.12027,0.14711
2018,North Rhine-Westphalia,female,Very often,0.04271,128,2920,0.03537,0.05004
2018,North Rhine-Westphalia,female,Often,0.19993,576,2920,0.18542,0.21444
2018,North Rhine-Westphalia,female,Sometimes,0.32598,1018,2920,0.30898,0.34299
2018,North Rhine-Westphalia,female,Seldom,0.26838,763,2920,0.25230,0.28445
2018,North Rhine-Westphalia,female,Never,0.16300,435,2920,0.14960,0.17640
2018,Hesse,male,Very often,0.04243,40,793,0.02839,0.05646
2018,Hesse,male,Often,0.17427,141,793,0.14785,0.20069
2018,Hesse,male,Sometimes,0.35119,293,793,0.31795,0.38444
2018,Hesse,male,Seldom,0.32270,242,793,0.29014,0.35526
2018,Hesse,male,Never,0.10941,77,793,0.08767,0.13115
2018,Hesse,female,Very often,0.03316,43,904,0.02148,0.04484
2018,Hesse,female,Often,0.17947,176,904,0.15444,0.20450
2018,Hesse,female,Sometimes,0.34823,334,904,0.31715,0.37930
2018,Hesse,female,Seldom,0.29034,233,904,0.26073,0.31994
2018,Hesse,female,Never,0.14881,118,904,0.12559,0.17202
2018,"Rhineland-Palatinate, Saarland",male,Often,0.15565,95,658,0.12793,0.18337
2018,"Rhineland-Palatinate, Saarland",male,Sometimes,0.36207,234,658,0.32532,0.39882
2018,"Rhineland-Palatinate, Saarland",male,Seldom,0.28265,190,658,0.24821,0.31708
2018,"Rhineland-Palatinate, Saarland",male,Never,0.17213,139,658,0.14326,0.20099
2018,"Rhineland-Palatinate, Saarland",female,Very often,0.03306,38,795,0.02062,0.04549
2018,"Rhineland-Palatinate, Saarland",female,Often,0.20587,144,795,0.17775,0.23400
2018,"Rhineland-Palatinate, Saarland",female,Sometimes,0.32075,271,795,0.28828,0.35322
2018,"Rhineland-Palatinate, Saarland",female,Seldom,0.25775,201,795,0.22732,0.28817
2018,"Rhineland-Palatinate, Saarland",female,Never,0.18257,141,795,0.15570,0.20945
2018,Baden-Wuerttemberg,male,Very often,0.03539,42,1288,0.02529,0.04548
2018,Baden-Wuerttemberg,male,Often,0.15806,215,1288,0.13813,0.17799
2018,Baden-Wuerttemberg,male,Sometimes,0.33478,440,1288,0.30900,0.36057
2018,Baden-Wuerttemberg,male,Seldom,0.32910,411,1288,0.30343,0.35477
2018,Baden-Wuerttemberg,male,Never,0.14266,180,1288,0.12355,0.16177
2018,Baden-Wuerttemberg,female,Very often,0.05241,73,1495,0.04111,0.06371
2018,Baden-Wuerttemberg,female,Often,0.16243,282,1495,0.14373,0.18114
2018,Baden-Wuerttemberg,female,Sometimes,0.36699,538,1495,0.34255,0.39143
2018,Baden-Wuerttemberg,female,Seldom,0.27042,397,1495,0.24790,0.29294
2018,Baden-Wuerttemberg,female,Never,0.14775,205,1495,0.12976,0.16574
2018,Bavaria,male,Very often,0.03110,53,1805,0.02309,0.03911
2018,Bavaria,male,Often,0.16168,281,1805,0.14469,0.17867
2018,Bavaria,male,Sometimes,0.34096,611,1805,0.31908,0.36283
2018,Bavaria,male,Seldom,0.32735,606,1805,0.30570,0.34901
2018,Bavaria,male,Never,0.13892,254,1805,0.12296,0.15488
2018,Bavaria,female,Very often,0.04799,91,2168,0.03899,0.05699
2018,Bavaria,female,Often,0.18335,403,2168,0.16705,0.19964
2018,Bavaria,female,Sometimes,0.33275,749,2168,0.31291,0.35259
2018,Bavaria,female,Seldom,0.27195,609,2168,0.25322,0.29069
2018,Bavaria,female,Never,0.16396,316,2168,0.14837,0.17955
2018,Berlin,male,Often,0.17478,83,463,0.14015,0.20941
2018,Berlin,male,Sometimes,0.29656,170,463,0.25491,0.33821
2018,Berlin,male,Seldom,0.34254,154,463,0.29926,0.38581
2018,Berlin,male,Never,0.14808,56,463,0.11569,0.18046
2018,Berlin,female,Often,0.21812,120,485,0.18133,0.25491
2018,Berlin,female,Sometimes,0.33300,172,485,0.29101,0.37498
2018,Berlin,female,Seldom,0.26143,139,485,0.22228,0.30058
2018,Berlin,female,Never,0.14566,54,485,0.11423,0.17709
2018,Brandenburg,male,Often,0.12927,49,463,0.09867,0.15986
2018,Brandenburg,male,Sometimes,0.40202,183,463,0.35731,0.44673
2018,Brandenburg,male,Seldom,0.28042,150,463,0.23946,0.32138
2018,Brandenburg,male,Never,0.15288,81,463,0.12007,0.18570
2018,Brandenburg,female,Often,0.12092,63,528,0.09308,0.14875
2018,Brandenburg,female,Sometimes,0.33490,194,528,0.29461,0.37520
2018,Brandenburg,female,Seldom,0.31057,162,528,0.27107,0.35008
2018,Brandenburg,female,Never,0.21539,109,528,0.18029,0.25048
2018,Mecklenburg-Western Pomerania,male,Often,0.09783,31,265,0.06199,0.13367
2018,Mecklenburg-Western Pomerania,male,Sometimes,0.35371,82,265,0.29604,0.41139
2018,Mecklenburg-Western Pomerania,male,Seldom,0.29072,86,265,0.23594,0.34549
2018,Mecklenburg-Western Pomerania,male,Never,0.25634,66,265,0.20367,0.30901
2018,Mecklenburg-Western Pomerania,female,Often,0.15431,50,317,0.11448,0.19414
2018,Mecklenburg-Western Pomerania,female,Sometimes,0.33688,113,317,0.28477,0.38899
2018,Mecklenburg-Western Pomerania,female,Seldom,0.26651,94,317,0.21776,0.31526
2018,Mecklenburg-Western Pomerania,female,Never,0.21000,60,317,0.16509,0.25491
2018,Saxony,male,Often,0.15141,105,751,0.12576,0.17707
2018,Saxony,male,Sometimes,0.33396,243,751,0.30020,0.36771
2018,Saxony,male,Seldom,0.33233,260,751,0.29861,0.36604
2018,Saxony,male,Never,0.15110,143,751,0.12547,0.17673
2018,Saxony,female,Often,0.13814,128,824,0.11456,0.16171
2018,Saxony,female,Sometimes,0.33089,272,824,0.29874,0.36303
2018,Saxony,female,Seldom,0.31248,269,824,0.28081,0.34415
2018,Saxony,female,Never,0.19804,155,824,0.17081,0.22526
2018,Saxony-Anhalt,male,Often,0.10309,51,385,0.07267,0.13350
2018,Saxony-Anhalt,male,Sometimes,0.31466,114,385,0.26822,0.36111
2018,Saxony-Anhalt,male,Seldom,0.37036,141,385,0.32206,0.41866
2018,Saxony-Anhalt,male,Never,0.18883,79,385,0.14968,0.22797
2018,Saxony-Anhalt,female,Often,0.14513,65,490,0.11391,0.17635
2018,Saxony-Anhalt,female,Sometimes,0.33505,177,490,0.29321,0.37688
2018,Saxony-Anhalt,female,Seldom,0.30995,164,490,0.26895,0.35094
2018,Saxony-Anhalt,female,Never,0.18586,84,490,0.15138,0.22033
2018,Thuringa,male,Often,0.12445,51,416,0.09269,0.15621
2018,Thuringa,male,Sometimes,0.33808,123,416,0.29256,0.38359
2018,Thuringa,male,Seldom,0.33745,154,416,0.29195,0.38294
2018,Thuringa,male,Never,0.18062,88,416,0.14361,0.21763
2018,Thuringa,female,Often,0.14289,71,502,0.11224,0.17353
2018,Thuringa,female,Sometimes,0.24061,151,502,0.20318,0.27804
2018,Thuringa,female,Seldom,0.36815,164,502,0.32592,0.41038
2018,Thuringa,female,Never,0.23211,116,502,0.19514,0.26908
