,Unnamed: 0,year,age_gr,pgisced97,pld0043,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
278,278,2018,30-45 y.,Upper Secondary Level,Very often,0.04241,104,24388,0.03325,0.05063
279,279,2018,30-45 y.,Upper Secondary Level,Often,0.18096,444,24388,0.15783,0.20582
280,280,2018,30-45 y.,Upper Secondary Level,Sometimes,0.33414,912,24388,0.30801,0.3617
281,281,2018,30-45 y.,Upper Secondary Level,Seldom,0.30922,801,24388,0.27973,0.34491
282,282,2018,30-45 y.,Upper Secondary Level,Never,0.13327,386,24388,0.11809,0.15003
283,283,2018,30-45 y.,Post-secondary Non-tertiary Level,Often,0.22945,178,24388,0.19048,0.2922
284,284,2018,30-45 y.,Post-secondary Non-tertiary Level,Sometimes,0.38762,312,24388,0.33831,0.4616
285,285,2018,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.28914,217,24388,0.24378,0.35127
286,286,2018,30-45 y.,Post-secondary Non-tertiary Level,Never,0.09378,103,24388,0.07372,0.11411
287,287,2018,30-45 y.,First Stage of Tertiary Education,Often,0.28391,67,24388,0.20698,0.38441
288,288,2018,30-45 y.,First Stage of Tertiary Education,Sometimes,0.42168,117,24388,0.32874,0.52828
289,289,2018,30-45 y.,First Stage of Tertiary Education,Seldom,0.29441,96,24388,0.23522,0.35757
290,290,2018,30-45 y.,Second Stage of Tertiary Education,Very often,0.05148,104,24388,0.03913,0.06399
291,291,2018,30-45 y.,Second Stage of Tertiary Education,Often,0.20976,422,24388,0.18703,0.23443
292,292,2018,30-45 y.,Second Stage of Tertiary Education,Sometimes,0.41612,837,24388,0.37725,0.46111
293,293,2018,30-45 y.,Second Stage of Tertiary Education,Seldom,0.26971,570,24388,0.24233,0.29635
294,294,2018,30-45 y.,Second Stage of Tertiary Education,Never,0.05292,123,24388,0.04134,0.06626
295,295,2018,46-65 y.,Primary Level,Sometimes,0.17887,32,24388,0.11222,0.25631
296,296,2018,46-65 y.,Primary Level,Seldom,0.35815,50,24388,0.26815,0.45248
297,297,2018,46-65 y.,Primary Level,Never,0.46299,51,24388,0.36754,0.5705
298,298,2018,46-65 y.,Lower Secondary Level,Often,0.10024,92,24388,0.07969,0.12271
299,299,2018,46-65 y.,Lower Secondary Level,Sometimes,0.32448,203,24388,0.27587,0.3816
300,300,2018,46-65 y.,Lower Secondary Level,Seldom,0.33738,209,24388,0.29316,0.38533
301,301,2018,46-65 y.,Lower Secondary Level,Never,0.23789,159,24388,0.1993,0.27338
302,302,2018,46-65 y.,Upper Secondary Level,Very often,0.03094,139,24388,0.02493,0.03739
303,303,2018,46-65 y.,Upper Secondary Level,Often,0.1404,599,24388,0.12723,0.15322
304,304,2018,46-65 y.,Upper Secondary Level,Sometimes,0.35357,1596,24388,0.33447,0.37302
305,305,2018,46-65 y.,Upper Secondary Level,Seldom,0.3127,1488,24388,0.29696,0.33304
306,306,2018,46-65 y.,Upper Secondary Level,Never,0.16239,779,24388,0.15,0.1765
307,307,2018,46-65 y.,Post-secondary Non-tertiary Level,Very often,0.0438,35,24388,0.02996,0.06468
308,308,2018,46-65 y.,Post-secondary Non-tertiary Level,Often,0.17226,140,24388,0.13739,0.20341
309,309,2018,46-65 y.,Post-secondary Non-tertiary Level,Sometimes,0.38625,315,24388,0.34162,0.42898
310,310,2018,46-65 y.,Post-secondary Non-tertiary Level,Seldom,0.28708,241,24388,0.25065,0.33201
311,311,2018,46-65 y.,Post-secondary Non-tertiary Level,Never,0.11061,100,24388,0.08116,0.15078
312,312,2018,46-65 y.,First Stage of Tertiary Education,Often,0.17912,121,24388,0.14345,0.21439
313,313,2018,46-65 y.,First Stage of Tertiary Education,Sometimes,0.41234,291,24388,0.35958,0.4684
314,314,2018,46-65 y.,First Stage of Tertiary Education,Seldom,0.28542,217,24388,0.24127,0.33714
315,315,2018,46-65 y.,First Stage of Tertiary Education,Never,0.12312,85,24388,0.09615,0.15861
316,316,2018,46-65 y.,Second Stage of Tertiary Education,Very often,0.03504,107,24388,0.02608,0.04299
317,317,2018,46-65 y.,Second Stage of Tertiary Education,Often,0.22755,521,24388,0.20558,0.25402
318,318,2018,46-65 y.,Second Stage of Tertiary Education,Sometimes,0.38622,1028,24388,0.36128,0.41273
319,319,2018,46-65 y.,Second Stage of Tertiary Education,Seldom,0.29533,713,24388,0.26835,0.31978
320,320,2018,46-65 y.,Second Stage of Tertiary Education,Never,0.05586,160,24388,0.04733,0.06628
321,321,2018,66 and older,Lower Secondary Level,Sometimes,0.24798,137,24388,0.2179,0.28235
322,322,2018,66 and older,Lower Secondary Level,Seldom,0.34412,176,24388,0.29538,0.39337
323,323,2018,66 and older,Lower Secondary Level,Never,0.4079,247,24388,0.36562,0.44354
324,324,2018,66 and older,Upper Secondary Level,Very often,0.01437,43,24388,0.01034,0.01865
325,325,2018,66 and older,Upper Secondary Level,Often,0.10172,255,24388,0.0899,0.11305
326,326,2018,66 and older,Upper Secondary Level,Sometimes,0.26184,691,24388,0.24518,0.28001
327,327,2018,66 and older,Upper Secondary Level,Seldom,0.33721,854,24388,0.31858,0.36569
328,328,2018,66 and older,Upper Secondary Level,Never,0.28487,690,24388,0.26665,0.30503
329,329,2018,66 and older,Post-secondary Non-tertiary Level,Sometimes,0.21995,39,24388,0.15239,0.30247
330,330,2018,66 and older,Post-secondary Non-tertiary Level,Seldom,0.4183,49,24388,0.32653,0.53553
331,331,2018,66 and older,Post-secondary Non-tertiary Level,Never,0.36175,41,24388,0.26211,0.47265
332,332,2018,66 and older,First Stage of Tertiary Education,Often,0.1325,47,24388,0.09898,0.17072
333,333,2018,66 and older,First Stage of Tertiary Education,Sometimes,0.30288,105,24388,0.25741,0.34886
334,334,2018,66 and older,First Stage of Tertiary Education,Seldom,0.39113,126,24388,0.32707,0.46768
335,335,2018,66 and older,First Stage of Tertiary Education,Never,0.1735,65,24388,0.13782,0.21566
336,336,2018,66 and older,Second Stage of Tertiary Education,Very often,0.02242,39,24388,0.0164,0.03006
337,337,2018,66 and older,Second Stage of Tertiary Education,Often,0.16444,202,24388,0.14488,0.18417
338,338,2018,66 and older,Second Stage of Tertiary Education,Sometimes,0.35189,440,24388,0.32072,0.39198
339,339,2018,66 and older,Second Stage of Tertiary Education,Seldom,0.32619,422,24388,0.28487,0.367
340,340,2018,66 and older,Second Stage of Tertiary Education,Never,0.13506,180,24388,0.11599,0.1486
