year,migback,regtyp,plj0021_h,proportion,n,lower_confidence,upper_confidence
2016,direkter Migrationshintergrund,Laendlicher Raum,Eher unwahrscheinlich,0.04350649350649351,41132,0.04153505056633172,0.04547793644665529
2016,direkter Migrationshintergrund,Laendlicher Raum,"Ja, wahrscheinlich",0.04090909090909091,41132,0.0389948087167005,0.042823373101481314
2016,indirekter Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.02922077922077922,41132,0.027593086991360455,0.030848471450197985
2016,indirekter Migrationshintergrund,Staedtischer Raum,Eher unwahrscheinlich,0.024350649350649352,41132,0.022861053989562573,0.02584024471173613
2016,indirekter Migrationshintergrund,Staedtischer Raum,"Ja, ganz sicher",0.02077922077922078,41132,0.01940067530472716,0.0221577662537144
2016,indirekter Migrationshintergrund,Staedtischer Raum,"Ja, wahrscheinlich",0.019805194805194805,41132,0.018458677574256694,0.021151712036132916
2016,indirekter Migrationshintergrund,Laendlicher Raum,"Ja, ganz sicher",0.00551948051948052,41132,0.004803479896167601,0.006235481142793438
2016,indirekter Migrationshintergrund,Laendlicher Raum,"Ja, wahrscheinlich",0.005194805194805195,41132,0.004500069179987451,0.005889541209622939
2016,indirekter Migrationshintergrund,Laendlicher Raum,Eher unwahrscheinlich,0.0035714285714285713,41132,0.002994914080305275,0.004147943062551868
2016,indirekter Migrationshintergrund,Laendlicher Raum,Ganz sicher nicht,0.002922077922077922,41132,0.002400431054034733,0.0034437247901211113
2016,kein Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.002922077922077922,41132,0.002400431054034733,0.0034437247901211113
2016,kein Migrationshintergrund,Staedtischer Raum,"Ja, wahrscheinlich",0.0006493506493506494,41132,0.00040316385866190146,0.0008955374400393972
2016,kein Migrationshintergrund,Staedtischer Raum,Eher unwahrscheinlich,0.0003246753246753247,41132,0.0001505666996778028,0.0004987839496728466
2016,kein Migrationshintergrund,Laendlicher Raum,Ganz sicher nicht,0.0003246753246753247,41132,0.0001505666996778028,0.0004987839496728466
2018,direkter Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.26516007532956687,43121,0.2609936644338219,0.26932648622531186
2018,direkter Migrationshintergrund,Staedtischer Raum,Eher unwahrscheinlich,0.15141242937853108,43121,0.14802912744898225,0.15479573130807991
2018,direkter Migrationshintergrund,Staedtischer Raum,"Ja, wahrscheinlich",0.13220338983050847,43121,0.12900639503231945,0.1354003846286975
2018,direkter Migrationshintergrund,Staedtischer Raum,"Ja, ganz sicher",0.12994350282485875,43121,0.12676982621196106,0.13311717943775644
2018,direkter Migrationshintergrund,Laendlicher Raum,Ganz sicher nicht,0.0711864406779661,43121,0.06875941387647719,0.07361346747945502
2018,direkter Migrationshintergrund,Laendlicher Raum,"Ja, wahrscheinlich",0.04821092278719397,43121,0.046189045750576446,0.0502327998238115
2018,direkter Migrationshintergrund,Laendlicher Raum,Eher unwahrscheinlich,0.04406779661016949,43121,0.042130545699238776,0.046005047521100205
2018,direkter Migrationshintergrund,Laendlicher Raum,"Ja, ganz sicher",0.04293785310734463,43121,0.041024470190219084,0.04485123602447018
2018,indirekter Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.031261770244821095,43121,0.02961920865723438,0.03290433183240781
2018,indirekter Migrationshintergrund,Staedtischer Raum,"Ja, ganz sicher",0.02937853107344633,43121,0.027784665667279995,0.03097239647961266
2018,indirekter Migrationshintergrund,Staedtischer Raum,"Ja, wahrscheinlich",0.022975517890772127,43121,0.02156136281257267,0.024389672968971585
2018,indirekter Migrationshintergrund,Staedtischer Raum,Eher unwahrscheinlich,0.015819209039548022,43121,0.014641490574974143,0.0169969275041219
2018,indirekter Migrationshintergrund,Laendlicher Raum,Ganz sicher nicht,0.004896421845574388,43121,0.004237573868499705,0.005555269822649071
2018,indirekter Migrationshintergrund,Laendlicher Raum,"Ja, ganz sicher",0.003766478342749529,43121,0.003188302459900981,0.0043446542255980766
2018,indirekter Migrationshintergrund,Laendlicher Raum,Eher unwahrscheinlich,0.0022598870056497176,43121,0.0018116953791981532,0.002708078632101282
2018,kein Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.0018832391713747645,43121,0.0014740208465972397,0.0022924574961522893
2018,indirekter Migrationshintergrund,Laendlicher Raum,"Ja, wahrscheinlich",0.0015065913370998117,43121,0.0011405062872551627,0.0018726763869444606
2018,kein Migrationshintergrund,Laendlicher Raum,Ganz sicher nicht,0.0003766478342749529,43121,0.0001935017687438453,0.0005597938998060606
2018,kein Migrationshintergrund,Staedtischer Raum,Eher unwahrscheinlich,0.0003766478342749529,43121,0.0001935017687438453,0.0005597938998060606
2018,kein Migrationshintergrund,Staedtischer Raum,"Ja, wahrscheinlich",0.0003766478342749529,43121,0.0001935017687438453,0.0005597938998060606
2021,direkter Migrationshintergrund,Staedtischer Raum,"Ja, ganz sicher",0.7215743440233237,27598,0.716286088476658,0.7268625995699893
2021,direkter Migrationshintergrund,Laendlicher Raum,"Ja, ganz sicher",0.17638483965014579,27598,0.17188797247865456,0.180881706821637
2021,direkter Migrationshintergrund,Staedtischer Raum,"Ja, wahrscheinlich",0.07240038872691934,27598,0.06934287796623942,0.07545789948759926
2021,direkter Migrationshintergrund,Laendlicher Raum,"Ja, wahrscheinlich",0.01652089407191448,27598,0.015017002212907473,0.018024785930921484
2021,direkter Migrationshintergrund,Staedtischer Raum,Ganz sicher nicht,0.00923226433430515,27598,0.008103879321727752,0.010360649346882548
2021,direkter Migrationshintergrund,Staedtischer Raum,Eher unwahrscheinlich,0.001943634596695821,27598,0.0014239951507182234,0.0024632740426734187
2021,direkter Migrationshintergrund,Laendlicher Raum,Ganz sicher nicht,0.0014577259475218659,27598,0.001007595452368113,0.0019078564426756187
2021,direkter Migrationshintergrund,Laendlicher Raum,Eher unwahrscheinlich,0.00048590864917395527,27598,0.0002258992536525426,0.000745918044695368
