,Unnamed: 0,year,quintil_oecd,sampreg,ple0097,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
309,309,2016,1st Quintile,West,Statutory health insurance,0.96959,3671,24192,0.92782,1.01133
310,310,2016,1st Quintile,West,Private health insurance,0.03041,82,24192,0.02554,0.03663
311,311,2016,1st Quintile,East,Statutory health insurance,1.0,1244,24192,0.93958,1.07141
312,312,2016,2nd Quintile,West,Statutory health insurance,0.96269,3680,24192,0.92772,0.99773
313,313,2016,2nd Quintile,West,Private health insurance,0.03731,119,24192,0.03077,0.04435
314,314,2016,2nd Quintile,East,Statutory health insurance,1.0,1322,24192,0.94629,1.06066
315,315,2016,3rd Quintile,West,Statutory health insurance,0.9317,3304,24192,0.89367,0.96921
316,316,2016,3rd Quintile,West,Private health insurance,0.0683,276,24192,0.06012,0.0792
317,317,2016,3rd Quintile,East,Statutory health insurance,0.9481,1017,24192,0.87282,1.00901
318,318,2016,3rd Quintile,East,Private health insurance,0.0519,60,24192,0.03801,0.06997
319,319,2016,4th Quintile,West,Statutory health insurance,0.85176,3224,24192,0.82492,0.88239
320,320,2016,4th Quintile,West,Private health insurance,0.14824,613,24192,0.13717,0.1639
321,321,2016,4th Quintile,East,Statutory health insurance,0.91702,664,24192,0.85321,1.00338
322,322,2016,4th Quintile,East,Private health insurance,0.08298,87,24192,0.06223,0.10803
323,323,2016,5th Quintile,West,Statutory health insurance,0.6748,2823,24192,0.65108,0.70499
324,324,2016,5th Quintile,West,Private health insurance,0.3252,1426,24192,0.30695,0.34074
325,325,2016,5th Quintile,East,Statutory health insurance,0.74105,417,24192,0.66228,0.83159
326,326,2016,5th Quintile,East,Private health insurance,0.25895,163,24192,0.21669,0.30807
327,327,2017,1st Quintile,West,Statutory health insurance,0.97082,3406,22742,0.92911,1.01823
328,328,2017,1st Quintile,West,Private health insurance,0.02918,70,22742,0.02387,0.03611
329,329,2017,1st Quintile,East,Statutory health insurance,1.0,1167,22742,0.93011,1.06741
330,330,2017,2nd Quintile,West,Statutory health insurance,0.96892,3458,22742,0.93875,1.00455
331,331,2017,2nd Quintile,West,Private health insurance,0.03108,108,22742,0.02527,0.03747
332,332,2017,2nd Quintile,East,Statutory health insurance,1.0,1253,22742,0.93695,1.06248
333,333,2017,3rd Quintile,West,Statutory health insurance,0.9168,3133,22742,0.88013,0.95492
334,334,2017,3rd Quintile,West,Private health insurance,0.0832,265,22742,0.07375,0.09459
335,335,2017,3rd Quintile,East,Statutory health insurance,0.95289,952,22742,0.89039,1.0326
336,336,2017,3rd Quintile,East,Private health insurance,0.04711,57,22742,0.03425,0.06604
337,337,2017,4th Quintile,West,Statutory health insurance,0.84598,3000,22742,0.81538,0.87883
338,338,2017,4th Quintile,West,Private health insurance,0.15402,615,22742,0.14128,0.16696
339,339,2017,4th Quintile,East,Statutory health insurance,0.94327,648,22742,0.8541,1.02663
340,340,2017,4th Quintile,East,Private health insurance,0.05673,67,22742,0.04187,0.0741
341,341,2017,5th Quintile,West,Statutory health insurance,0.67665,2640,22742,0.64724,0.70427
342,342,2017,5th Quintile,West,Private health insurance,0.32335,1337,22742,0.3028,0.34201
343,343,2017,5th Quintile,East,Statutory health insurance,0.71104,403,22742,0.64327,0.78988
344,344,2017,5th Quintile,East,Private health insurance,0.28896,163,22742,0.24251,0.34482
345,345,2018,1st Quintile,West,Statutory health insurance,0.96998,3347,24334,0.93314,1.01528
346,346,2018,1st Quintile,West,Private health insurance,0.03002,72,24334,0.02511,0.0352
347,347,2018,1st Quintile,East,Statutory health insurance,1.0,1232,24334,0.93286,1.05598
348,348,2018,2nd Quintile,West,Statutory health insurance,0.96332,3683,24334,0.92435,0.9951
349,349,2018,2nd Quintile,West,Private health insurance,0.03668,133,24334,0.02959,0.04291
350,350,2018,2nd Quintile,East,Statutory health insurance,0.98267,1394,24334,0.93722,1.02686
351,351,2018,2nd Quintile,East,Private health insurance,0.01733,33,24334,0.01093,0.0287
352,352,2018,3rd Quintile,West,Statutory health insurance,0.92213,3363,24334,0.88857,0.95381
353,353,2018,3rd Quintile,West,Private health insurance,0.07787,284,24334,0.06938,0.08762
354,354,2018,3rd Quintile,East,Statutory health insurance,0.96497,1053,24334,0.90348,1.02872
355,355,2018,3rd Quintile,East,Private health insurance,0.03503,53,24334,0.02306,0.05022
356,356,2018,4th Quintile,West,Statutory health insurance,0.85512,3215,24334,0.81988,0.8855
357,357,2018,4th Quintile,West,Private health insurance,0.14488,621,24334,0.13369,0.15774
358,358,2018,4th Quintile,East,Statutory health insurance,0.89376,696,24334,0.82545,0.96905
359,359,2018,4th Quintile,East,Private health insurance,0.10624,72,24334,0.07322,0.14598
360,360,2018,5th Quintile,West,Statutory health insurance,0.69051,3038,24334,0.66232,0.71989
361,361,2018,5th Quintile,West,Private health insurance,0.30949,1428,24334,0.29452,0.32754
362,362,2018,5th Quintile,East,Statutory health insurance,0.73935,452,24334,0.66576,0.81833
363,363,2018,5th Quintile,East,Private health insurance,0.26065,165,24334,0.21824,0.30062
364,364,2019,1st Quintile,West,Statutory health insurance,0.96573,3161,22633,0.91976,1.00617
365,365,2019,1st Quintile,West,Private health insurance,0.03427,75,22633,0.02784,0.04278
366,366,2019,1st Quintile,East,Statutory health insurance,1.0,1137,22633,0.93902,1.06465
367,367,2019,2nd Quintile,West,Statutory health insurance,0.96136,3307,22633,0.92302,1.00433
368,368,2019,2nd Quintile,West,Private health insurance,0.03864,134,22633,0.0319,0.04512
369,369,2019,2nd Quintile,East,Statutory health insurance,1.0,1283,22633,0.94503,1.05305
370,370,2019,3rd Quintile,West,Statutory health insurance,0.92504,3142,22633,0.88381,0.96202
371,371,2019,3rd Quintile,West,Private health insurance,0.07496,273,22633,0.06728,0.08574
372,372,2019,3rd Quintile,East,Statutory health insurance,0.9608,1037,22633,0.90028,1.03812
373,373,2019,3rd Quintile,East,Private health insurance,0.0392,51,22633,0.02805,0.05599
374,374,2019,4th Quintile,West,Statutory health insurance,0.85282,2954,22633,0.82062,0.88693
375,375,2019,4th Quintile,West,Private health insurance,0.14718,555,22633,0.1334,0.16284
376,376,2019,4th Quintile,East,Statutory health insurance,0.92137,673,22633,0.84318,1.0022
377,377,2019,4th Quintile,East,Private health insurance,0.07863,76,22633,0.05677,0.1094
378,378,2019,5th Quintile,West,Statutory health insurance,0.69784,2828,22633,0.67128,0.73386
379,379,2019,5th Quintile,West,Private health insurance,0.30216,1342,22633,0.28345,0.32215
380,380,2019,5th Quintile,East,Statutory health insurance,0.76097,447,22633,0.67623,0.85793
381,381,2019,5th Quintile,East,Private health insurance,0.23903,158,22633,0.20169,0.28252
382,382,2020,1st Quintile,West,Statutory health insurance,0.96104,5059,26060,0.91635,1.00369
383,383,2020,1st Quintile,West,Private health insurance,0.03896,103,26060,0.03167,0.04576
384,384,2020,1st Quintile,East,Statutory health insurance,1.0,1432,26060,0.92859,1.07016
385,385,2020,2nd Quintile,West,Statutory health insurance,0.9625,3256,26060,0.92557,0.99934
386,386,2020,2nd Quintile,West,Private health insurance,0.0375,138,26060,0.03136,0.04488
387,387,2020,2nd Quintile,East,Statutory health insurance,1.0,1275,26060,0.93447,1.06382
388,388,2020,3rd Quintile,West,Statutory health insurance,0.91203,3045,26060,0.87473,0.95443
389,389,2020,3rd Quintile,West,Private health insurance,0.08797,302,26060,0.07661,0.09934
390,390,2020,3rd Quintile,East,Statutory health insurance,0.95945,989,26060,0.90323,1.02268
391,391,2020,3rd Quintile,East,Private health insurance,0.04055,54,26060,0.02937,0.05577
392,392,2020,4th Quintile,West,Statutory health insurance,0.85753,2994,26060,0.81404,0.89709
393,393,2020,4th Quintile,West,Private health insurance,0.14247,613,26060,0.12953,0.15686
394,394,2020,4th Quintile,East,Statutory health insurance,0.89989,708,26060,0.81768,1.00702
395,395,2020,4th Quintile,East,Private health insurance,0.10011,100,26060,0.07228,0.13651
396,396,2020,5th Quintile,West,Statutory health insurance,0.6913,3291,26060,0.65944,0.71739
397,397,2020,5th Quintile,West,Private health insurance,0.3087,1830,26060,0.28837,0.32783
398,398,2020,5th Quintile,East,Statutory health insurance,0.76738,572,26060,0.68209,0.85528
399,399,2020,5th Quintile,East,Private health insurance,0.23262,299,26060,0.18704,0.28006
