"ple0097","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"Private KV","2015","35-65","Laendlicher Raum","594","0.113716766824869","0.105273573995437","0.122159959654301"
"Private KV","2015","66 +","Staedtischer Raum","557","0.157033789711641","0.144213743948335","0.169853835474946"
"Private KV","2015","66 +","Laendlicher Raum","222","0.11603022354402","0.101251596235573","0.130808850852467"
"Weder-noch","2015","17-34","Staedtischer Raum","","","",""
"Weder-noch","2015","17-34","Laendlicher Raum","","","",""
"Weder-noch","2015","35-65","Staedtischer Raum","","","",""
"Weder-noch","2015","35-65","Laendlicher Raum","","","",""
"Weder-noch","2015","66 +","Staedtischer Raum","","","",""
"Weder-noch","2015","66 +","Laendlicher Raum","","","",""
"Gesetzliche KV","2016","17-34","Staedtischer Raum","3560","0.915860104101074","0.907055926037144","0.924664282165003"
"Gesetzliche KV","2016","17-34","Laendlicher Raum","1700","0.936502489157749","0.925237139995701","0.947767838319798"
"Gesetzliche KV","2016","35-65","Staedtischer Raum","7729","0.859247083139136","0.852035391327041","0.866458774951231"
"Gesetzliche KV","2016","35-65","Laendlicher Raum","4457","0.890006857710022","0.881320483092116","0.898693232327928"
"Gesetzliche KV","2016","66 +","Staedtischer Raum","2412","0.843681014654366","0.830602736623594","0.856759292685138"
"Gesetzliche KV","2016","66 +","Laendlicher Raum","1514","0.880443810060882","0.865243028361288","0.895644591760475"
"Private KV","2016","17-34","Staedtischer Raum","259","0.0841398958989264","0.0753357178349971","0.0929440739628558"
"Private KV","2016","17-34","Laendlicher Raum","100","0.0634975108422508","0.0522321616802023","0.0747628600042992"
"Private KV","2016","35-65","Staedtischer Raum","1204","0.140752916860864","0.133541225048769","0.147964608672959"
"Private KV","2016","35-65","Laendlicher Raum","527","0.109993142289978","0.101306767672072","0.118679516907884"
"Private KV","2016","66 +","Staedtischer Raum","550","0.156318985345634","0.143240707314862","0.169397263376406"
"Private KV","2016","66 +","Laendlicher Raum","236","0.119556189939118","0.104355408239525","0.134756971638712"
"Weder-noch","2016","17-34","Staedtischer Raum","","","",""
"Weder-noch","2016","17-34","Laendlicher Raum","","","",""
"Weder-noch","2016","35-65","Staedtischer Raum","","","",""
"Weder-noch","2016","35-65","Laendlicher Raum","","","",""
"Weder-noch","2016","66 +","Staedtischer Raum","","","",""
"Weder-noch","2016","66 +","Laendlicher Raum","","","",""
"Gesetzliche KV","2017","17-34","Staedtischer Raum","3852","0.919499354025071","0.911232797684062","0.92776591036608"
"Gesetzliche KV","2017","17-34","Laendlicher Raum","1882","0.938640220692412","0.928101330043271","0.949179111341553"
"Gesetzliche KV","2017","35-65","Staedtischer Raum","8476","0.862582741982989","0.855772577540358","0.86939290642562"
"Gesetzliche KV","2017","35-65","Laendlicher Raum","4976","0.890674869209355","0.882473407802314","0.898876330616396"
"Gesetzliche KV","2017","66 +","Staedtischer Raum","2489","0.834078632562284","0.820981025418746","0.847176239705822"
"Gesetzliche KV","2017","66 +","Laendlicher Raum","1603","0.875625835124204","0.860612282266317","0.890639387982091"
"Private KV","2017","17-34","Staedtischer Raum","309","0.0805006459749294","0.0722340896339203","0.0887672023159385"
"Private KV","2017","17-34","Laendlicher Raum","110","0.0613597793075882","0.0508208886584473","0.0718986699567291"
"Private KV","2017","35-65","Staedtischer Raum","1342","0.137417258017011","0.13060709357438","0.144227422459642"
"Private KV","2017","35-65","Laendlicher Raum","585","0.109325130790645","0.101123669383604","0.117526592197686"
"Private KV","2017","66 +","Staedtischer Raum","610","0.165921367437716","0.152823760294178","0.179018974581254"
"Private KV","2017","66 +","Laendlicher Raum","253","0.124374164875796","0.109360612017909","0.139387717733683"
"Weder-noch","2017","17-34","Staedtischer Raum","","","",""
"Weder-noch","2017","17-34","Laendlicher Raum","","","",""
"Weder-noch","2017","35-65","Staedtischer Raum","","","",""
"Weder-noch","2017","35-65","Laendlicher Raum","","","",""
"Weder-noch","2017","66 +","Staedtischer Raum","","","",""
"Weder-noch","2017","66 +","Laendlicher Raum","","","",""
"Gesetzliche KV","2018","17-34","Staedtischer Raum","3812","0.917344537216804","0.908921018780216","0.925768055653392"
"Gesetzliche KV","2018","17-34","Laendlicher Raum","1777","0.93610833367187","0.925038716077346","0.947177951266393"
"Gesetzliche KV","2018","35-65","Staedtischer Raum","8151","0.868280277326672","0.861429460742512","0.875131093910833"
"Gesetzliche KV","2018","35-65","Laendlicher Raum","4756","0.898270600629925","0.890112203131813","0.906428998128036"
"Gesetzliche KV","2018","66 +","Staedtischer Raum","2543","0.834633747966608","0.821660036758198","0.847607459175019"
"Gesetzliche KV","2018","66 +","Laendlicher Raum","1590","0.869908477544382","0.854541711598695","0.885275243490068"
"Private KV","2018","17-34","Staedtischer Raum","293","0.0826554627831956","0.0742319443466075","0.0910789812197837"
"Private KV","2018","17-34","Laendlicher Raum","98","0.0638916663281303","0.0528220487336067","0.0749612839226539"
"Private KV","2018","35-65","Staedtischer Raum","1210","0.131719722673327","0.124868906089167","0.138570539257488"
"Private KV","2018","35-65","Laendlicher Raum","518","0.101729399370075","0.0935710018719635","0.109887796868187"
"Private KV","2018","66 +","Staedtischer Raum","607","0.165366252033392","0.152392540824981","0.178339963241802"
"Private KV","2018","66 +","Laendlicher Raum","251","0.130091522455618","0.114724756509931","0.145458288401305"
"Weder-noch","2018","17-34","Staedtischer Raum","","","",""
"Weder-noch","2018","17-34","Laendlicher Raum","","","",""
"Weder-noch","2018","35-65","Staedtischer Raum","","","",""
"Weder-noch","2018","35-65","Laendlicher Raum","","","",""
"Weder-noch","2018","66 +","Staedtischer Raum","","","",""
"Weder-noch","2018","66 +","Laendlicher Raum","","","",""
"Gesetzliche KV","2019","17-34","Staedtischer Raum","3305","0.916163299877627","0.907118925040039","0.925207674715214"
"Gesetzliche KV","2019","17-34","Laendlicher Raum","1527","0.928382786202313","0.915845785257301","0.940919787147325"
"Gesetzliche KV","2019","35-65","Staedtischer Raum","7778","0.867898819270402","0.861095331739528","0.874702306801276"
"Gesetzliche KV","2019","35-65","Laendlicher Raum","4574","0.894932290375466","0.886695485283884","0.903169095467049"
"Gesetzliche KV","2019","66 +","Staedtischer Raum","2506","0.834222142928454","0.821427008360324","0.847017277496583"
"Gesetzliche KV","2019","66 +","Laendlicher Raum","1611","0.868497597920888","0.853297836807746","0.88369735903403"
"Private KV","2019","17-34","Staedtischer Raum","302","0.0838367001223733","0.0747923252847857","0.0928810749599608"
"Private KV","2019","17-34","Laendlicher Raum","98","0.0716172137976871","0.0590802128526748","0.0841542147426994"
"Private KV","2019","35-65","Staedtischer Raum","1737","0.132101180729598","0.125297693198724","0.138904668260472"
"Private KV","2019","35-65","Laendlicher Raum","750","0.105067709624534","0.0968309045329514","0.113304514716116"
"Private KV","2019","66 +","Staedtischer Raum","739","0.165777857071546","0.152982722503417","0.178572991639676"
"Private KV","2019","66 +","Laendlicher Raum","288","0.131502402079112","0.11630264096597","0.146702163192254"
"Weder-noch","2019","17-34","Staedtischer Raum","","","",""
"Weder-noch","2019","17-34","Laendlicher Raum","","","",""
"Weder-noch","2019","35-65","Staedtischer Raum","","","",""
"Weder-noch","2019","35-65","Laendlicher Raum","","","",""
"Weder-noch","2019","66 +","Staedtischer Raum","","","",""
"Weder-noch","2019","66 +","Laendlicher Raum","","","",""
"Gesetzliche KV","2020","17-34","Staedtischer Raum","4978","0.91131168418839","0.903672289506608","0.918951078870172"
"Gesetzliche KV","2020","17-34","Laendlicher Raum","2036","0.938820303660727","0.928649680610211","0.948990926711243"
"Gesetzliche KV","2020","35-65","Staedtischer Raum","9065","0.872955109877008","0.866598280650054","0.879311939103961"
"Gesetzliche KV","2020","35-65","Laendlicher Raum","4854","0.905570220123494","0.897822202472557","0.913318237774432"
"Gesetzliche KV","2020","66 +","Staedtischer Raum","2408","0.828017745996022","0.814789104567513","0.84124638742453"
"Gesetzliche KV","2020","66 +","Laendlicher Raum","1559","0.86202148541345","0.846233321143998","0.877809649682902"
"Private KV","2020","17-34","Staedtischer Raum","342","0.0886883158116102","0.0810489211298284","0.0963277104933921"
"Private KV","2020","17-34","Laendlicher Raum","97","0.0611796963392732","0.0510090732887571","0.0713503193897893"
"Private KV","2020","35-65","Staedtischer Raum","1478","0.127044890122992","0.120688060896039","0.133401719349946"
"Private KV","2020","35-65","Laendlicher Raum","618","0.0944297798765056","0.0866817622255678","0.102177797527443"
"Private KV","2020","66 +","Staedtischer Raum","718","0.171982254003978","0.15875361257547","0.185210895432487"
"Private KV","2020","66 +","Laendlicher Raum","274","0.13797851458655","0.122190350317098","0.153766678856002"
"Weder-noch","2020","17-34","Staedtischer Raum","","","",""
"Weder-noch","2020","17-34","Laendlicher Raum","","","",""
"Weder-noch","2020","35-65","Staedtischer Raum","","","",""
"Weder-noch","2020","35-65","Laendlicher Raum","","","",""
"Weder-noch","2020","66 +","Staedtischer Raum","","","",""
"Weder-noch","2020","66 +","Laendlicher Raum","","","",""
