"ple0097","year","age_gr","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Weder-noch","2005","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2005","46-65","kein Migrationshintergrund","","","",""
"Weder-noch","2005","46-65","direkter Migrationshintergrund","","","",""
"Weder-noch","2005","46-65","indirekter Migrationshintergrund","","","",""
"Weder-noch","2005","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2005","66","kein Migrationshintergrund","","","",""
"Weder-noch","2005","66","direkter Migrationshintergrund","","","",""
"Weder-noch","2005","66","indirekter Migrationshintergrund","","","",""
"Weder-noch","2005","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2006","17-29","kein Migrationshintergrund","2530","0.907653096707448","0.897014653711789","0.918291539703106"
"Gesetzliche KV","2006","17-29","direkter Migrationshintergrund","302","0.9612272739653","0.940042249969983","0.982412297960616"
"Gesetzliche KV","2006","17-29","indirekter Migrationshintergrund","440","0.959419532174469","0.941618716863262","0.977220347485676"
"Gesetzliche KV","2006","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2006","30-45","kein Migrationshintergrund","4347","0.860492927528645","0.851058554149824","0.869927300907466"
"Gesetzliche KV","2006","30-45","direkter Migrationshintergrund","734","0.951370034978499","0.936265544665043","0.966474525291954"
"Gesetzliche KV","2006","30-45","indirekter Migrationshintergrund","246","0.916504547376274","0.883750005211924","0.949259089540623"
"Gesetzliche KV","2006","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2006","46-65","kein Migrationshintergrund","5228","0.837187876924092","0.828278186737838","0.846097567110346"
"Gesetzliche KV","2006","46-65","direkter Migrationshintergrund","811","0.933702365870275","0.917226460729062","0.950178271011488"
"Gesetzliche KV","2006","46-65","indirekter Migrationshintergrund","43","0.899783210507722","0.817368983717531","0.982197437297913"
"Gesetzliche KV","2006","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2006","66","kein Migrationshintergrund","","","",""
"Gesetzliche KV","2006","66","direkter Migrationshintergrund","","","",""
"Gesetzliche KV","2006","66","indirekter Migrationshintergrund","","","",""
"Gesetzliche KV","2006","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2006","17-29","kein Migrationshintergrund","315","0.0923469032925523","0.0817084602968942","0.10298534628821"
"Private KV","2006","17-29","direkter Migrationshintergrund","17","","",""
"Private KV","2006","17-29","indirekter Migrationshintergrund","32","0.0405804678255313","0.0227796525143243","0.0583812831367383"
"Private KV","2006","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2006","30-45","kein Migrationshintergrund","834","0.139507072471355","0.130072699092534","0.148941445850176"
"Private KV","2006","30-45","direkter Migrationshintergrund","45","0.048629965021501","0.0335254747080455","0.0637344553349566"
"Private KV","2006","30-45","indirekter Migrationshintergrund","28","","",""
"Private KV","2006","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2006","46-65","kein Migrationshintergrund","1368","0.162812123075908","0.153902432889654","0.171721813262162"
"Private KV","2006","46-65","direkter Migrationshintergrund","65","0.0662976341297249","0.049821728988512","0.0827735392709378"
"Private KV","2006","46-65","indirekter Migrationshintergrund","8","","",""
"Private KV","2006","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2006","66","kein Migrationshintergrund","","","",""
"Private KV","2006","66","direkter Migrationshintergrund","","","",""
"Private KV","2006","66","indirekter Migrationshintergrund","","","",""
"Private KV","2006","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2006","17-29","kein Migrationshintergrund","","","",""
"Weder-noch","2006","17-29","direkter Migrationshintergrund","","","",""
"Weder-noch","2006","17-29","indirekter Migrationshintergrund","","","",""
"Weder-noch","2006","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2006","30-45","kein Migrationshintergrund","","","",""
"Weder-noch","2006","30-45","direkter Migrationshintergrund","","","",""
"Weder-noch","2006","30-45","indirekter Migrationshintergrund","","","",""
"Weder-noch","2006","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2006","46-65","kein Migrationshintergrund","","","",""
"Weder-noch","2006","46-65","direkter Migrationshintergrund","","","",""
"Weder-noch","2006","46-65","indirekter Migrationshintergrund","","","",""
"Weder-noch","2006","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2006","66","kein Migrationshintergrund","","","",""
"Weder-noch","2006","66","direkter Migrationshintergrund","","","",""
"Weder-noch","2006","66","indirekter Migrationshintergrund","","","",""
"Weder-noch","2006","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2007","17-29","kein Migrationshintergrund","2344","0.908599869976562","0.897592529418257","0.919607210534868"
"Gesetzliche KV","2007","17-29","direkter Migrationshintergrund","249","0.969384469040678","0.94856406547135","0.990204872610006"
"Gesetzliche KV","2007","17-29","indirekter Migrationshintergrund","414","0.96148055974979","0.943519207346292","0.979441912153288"
"Gesetzliche KV","2007","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2007","30-45","kein Migrationshintergrund","3950","0.856687166652015","0.846679394308302","0.866694938995728"
"Gesetzliche KV","2007","30-45","direkter Migrationshintergrund","636","0.939509408263512","0.92157827711143","0.957440539415593"
"Gesetzliche KV","2007","30-45","indirekter Migrationshintergrund","242","0.91592146376345","0.882697428172205","0.949145499354695"
"Gesetzliche KV","2007","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2007","46-65","kein Migrationshintergrund","4899","0.839726344704924","0.830565775778937","0.84888691363091"
"Gesetzliche KV","2007","46-65","direkter Migrationshintergrund","741","0.948566315039753","0.933144245695635","0.96398838438387"
"Gesetzliche KV","2007","46-65","indirekter Migrationshintergrund","42","0.874407718751022","0.783457977300899","0.965357460201145"
"Gesetzliche KV","2007","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2007","66","kein Migrationshintergrund","","","",""
"Gesetzliche KV","2007","66","direkter Migrationshintergrund","","","",""
"Gesetzliche KV","2007","66","indirekter Migrationshintergrund","","","",""
"Gesetzliche KV","2007","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2007","17-29","kein Migrationshintergrund","289","0.0914001300234379","0.0803927894651323","0.102407470581744"
"Private KV","2007","17-29","direkter Migrationshintergrund","14","","",""
"Private KV","2007","17-29","indirekter Migrationshintergrund","27","","",""
"Private KV","2007","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2007","30-45","kein Migrationshintergrund","759","0.143312833347985","0.133305061004272","0.153320605691698"
"Private KV","2007","30-45","direkter Migrationshintergrund","43","0.0604905917364883","0.0425594605844068","0.0784217228885697"
"Private KV","2007","30-45","indirekter Migrationshintergrund","26","","",""
"Private KV","2007","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2007","46-65","kein Migrationshintergrund","1262","0.160273655295076","0.15111308636909","0.169434224221063"
"Private KV","2007","46-65","direkter Migrationshintergrund","47","0.0514336849602471","0.0360116156161297","0.0668557543043646"
"Private KV","2007","46-65","indirekter Migrationshintergrund","9","","",""
"Private KV","2007","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2007","66","kein Migrationshintergrund","","","",""
"Private KV","2007","66","direkter Migrationshintergrund","","","",""
"Private KV","2007","66","indirekter Migrationshintergrund","","","",""
"Private KV","2007","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2007","17-29","kein Migrationshintergrund","","","",""
"Weder-noch","2007","17-29","direkter Migrationshintergrund","","","",""
"Weder-noch","2007","17-29","indirekter Migrationshintergrund","","","",""
"Weder-noch","2007","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2007","30-45","kein Migrationshintergrund","","","",""
"Weder-noch","2007","30-45","direkter Migrationshintergrund","","","",""
"Weder-noch","2007","30-45","indirekter Migrationshintergrund","","","",""
"Weder-noch","2007","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2007","46-65","kein Migrationshintergrund","","","",""
"Weder-noch","2007","46-65","direkter Migrationshintergrund","","","",""
"Weder-noch","2007","46-65","indirekter Migrationshintergrund","","","",""
"Weder-noch","2007","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2007","66","kein Migrationshintergrund","","","",""
"Weder-noch","2007","66","direkter Migrationshintergrund","","","",""
"Weder-noch","2007","66","indirekter Migrationshintergrund","","","",""
"Weder-noch","2007","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2008","17-29","kein Migrationshintergrund","2219","0.91843113168544","0.90766752519368","0.9291947381772"
"Gesetzliche KV","2008","17-29","direkter Migrationshintergrund","216","0.955755594949834","0.928886104149212","0.982625085750457"
"Gesetzliche KV","2008","17-29","indirekter Migrationshintergrund","408","0.957966547298654","0.939152593339543","0.976780501257766"
"Gesetzliche KV","2008","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2008","30-45","kein Migrationshintergrund","3622","0.858595801355116","0.848170361997798","0.869021240712434"
"Gesetzliche KV","2008","30-45","direkter Migrationshintergrund","573","0.952253823878512","0.93523478245085","0.969272865306174"
"Gesetzliche KV","2008","30-45","indirekter Migrationshintergrund","242","0.910370421722079","0.876107278133398","0.944633565310759"
"Gesetzliche KV","2008","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2008","46-65","kein Migrationshintergrund","4725","0.843346822616049","0.834087128689558","0.852606516542539"
"Gesetzliche KV","2008","46-65","direkter Migrationshintergrund","658","0.946661269072056","0.930097581585865","0.963224956558247"
"Gesetzliche KV","2008","46-65","indirekter Migrationshintergrund","47","0.973146604278415","0.928780454130051","1.01751275442678"
"Gesetzliche KV","2008","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2008","66","kein Migrationshintergrund","","","",""
"Gesetzliche KV","2008","66","direkter Migrationshintergrund","","","",""
"Gesetzliche KV","2008","66","indirekter Migrationshintergrund","","","",""
"Gesetzliche KV","2008","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2008","17-29","kein Migrationshintergrund","265","0.0815688683145601","0.0708052618227997","0.0923324748063205"
"Private KV","2008","17-29","direkter Migrationshintergrund","9","","",""
"Private KV","2008","17-29","indirekter Migrationshintergrund","29","","",""
"Private KV","2008","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2008","30-45","kein Migrationshintergrund","669","0.141404198644884","0.130978759287566","0.151829638002202"
"Private KV","2008","30-45","direkter Migrationshintergrund","30","0.0477461761214882","0.030727134693826","0.0647652175491503"
"Private KV","2008","30-45","indirekter Migrationshintergrund","25","","",""
"Private KV","2008","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2008","46-65","kein Migrationshintergrund","1194","0.156653177383951","0.147393483457461","0.165912871310441"
"Private KV","2008","46-65","direkter Migrationshintergrund","49","0.0533387309279443","0.0367750434417534","0.0699024184141353"
"Private KV","2008","46-65","indirekter Migrationshintergrund","4","","",""
"Private KV","2008","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2008","66","kein Migrationshintergrund","","","",""
"Private KV","2008","66","direkter Migrationshintergrund","","","",""
"Private KV","2008","66","indirekter Migrationshintergrund","","","",""
"Private KV","2008","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2008","17-29","kein Migrationshintergrund","","","",""
"Weder-noch","2008","17-29","direkter Migrationshintergrund","","","",""
"Weder-noch","2008","17-29","indirekter Migrationshintergrund","","","",""
"Weder-noch","2008","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2008","30-45","kein Migrationshintergrund","","","",""
"Weder-noch","2008","30-45","direkter Migrationshintergrund","","","",""
"Weder-noch","2008","30-45","indirekter Migrationshintergrund","","","",""
"Weder-noch","2008","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2008","46-65","kein Migrationshintergrund","","","",""
"Weder-noch","2008","46-65","direkter Migrationshintergrund","","","",""
"Weder-noch","2008","46-65","indirekter Migrationshintergrund","","","",""
"Weder-noch","2008","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2008","66","kein Migrationshintergrund","","","",""
"Weder-noch","2008","66","direkter Migrationshintergrund","","","",""
"Weder-noch","2008","66","indirekter Migrationshintergrund","","","",""
"Weder-noch","2008","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2009","17-29","kein Migrationshintergrund","2032","0.907429356897503","0.895548355934561","0.919310357860445"
"Gesetzliche KV","2009","17-29","direkter Migrationshintergrund","168","0.970321306977311","0.94510661676606","0.995535997188563"
"Gesetzliche KV","2009","17-29","indirekter Migrationshintergrund","368","0.964557889947","0.946160502186593","0.982955277707408"
"Gesetzliche KV","2009","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2009","30-45","kein Migrationshintergrund","3274","0.85866318341691","0.847690332203595","0.869636034630225"
"Gesetzliche KV","2009","30-45","direkter Migrationshintergrund","497","0.932468653890561","0.911064357616627","0.953872950164495"
"Gesetzliche KV","2009","30-45","indirekter Migrationshintergrund","244","0.928012778181376","0.897010247561809","0.959015308800943"
"Gesetzliche KV","2009","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2009","46-65","kein Migrationshintergrund","4525","0.83410423518703","0.824408114743175","0.843800355630885"
"Gesetzliche KV","2009","46-65","direkter Migrationshintergrund","581","0.948570170247652","0.931170338792608","0.965970001702696"
"Gesetzliche KV","2009","46-65","indirekter Migrationshintergrund","41","0.959509654172216","0.902549705062467","1.01646960328197"
"Gesetzliche KV","2009","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2009","66","kein Migrationshintergrund","","","",""
"Gesetzliche KV","2009","66","direkter Migrationshintergrund","","","",""
"Gesetzliche KV","2009","66","indirekter Migrationshintergrund","","","",""
"Gesetzliche KV","2009","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2009","17-29","kein Migrationshintergrund","254","0.0925706431024974","0.0806896421395553","0.104451644065439"
"Private KV","2009","17-29","direkter Migrationshintergrund","6","","",""
"Private KV","2009","17-29","indirekter Migrationshintergrund","20","","",""
"Private KV","2009","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2009","30-45","kein Migrationshintergrund","598","0.14133681658309","0.130363965369775","0.152309667796405"
"Private KV","2009","30-45","direkter Migrationshintergrund","31","0.067531346109439","0.0461270498355054","0.0889356423833726"
"Private KV","2009","30-45","indirekter Migrationshintergrund","23","","",""
"Private KV","2009","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2009","46-65","kein Migrationshintergrund","1129","0.16589576481297","0.156199644369115","0.175591885256825"
"Private KV","2009","46-65","direkter Migrationshintergrund","38","0.0514298297523479","0.0340299982973039","0.0688296612073919"
"Private KV","2009","46-65","indirekter Migrationshintergrund","5","","",""
"Private KV","2009","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2009","66","kein Migrationshintergrund","","","",""
"Private KV","2009","66","direkter Migrationshintergrund","","","",""
"Private KV","2009","66","indirekter Migrationshintergrund","","","",""
"Private KV","2009","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2009","17-29","kein Migrationshintergrund","","","",""
"Weder-noch","2009","17-29","direkter Migrationshintergrund","","","",""
"Weder-noch","2009","17-29","indirekter Migrationshintergrund","","","",""
"Weder-noch","2009","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2009","30-45","kein Migrationshintergrund","","","",""
"Weder-noch","2009","30-45","direkter Migrationshintergrund","","","",""
"Weder-noch","2009","30-45","indirekter Migrationshintergrund","","","",""
"Weder-noch","2009","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2009","46-65","kein Migrationshintergrund","","","",""
"Weder-noch","2009","46-65","direkter Migrationshintergrund","","","",""
"Weder-noch","2009","46-65","indirekter Migrationshintergrund","","","",""
"Weder-noch","2009","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2009","66","kein Migrationshintergrund","","","",""
"Weder-noch","2009","66","direkter Migrationshintergrund","","","",""
"Weder-noch","2009","66","indirekter Migrationshintergrund","","","",""
"Weder-noch","2009","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2010","17-29","kein Migrationshintergrund","2692","0.911870114661469","0.901642094390903","0.922098134932036"
"Gesetzliche KV","2010","17-29","direkter Migrationshintergrund","471","0.968348151043445","0.952702600174501","0.983993701912388"
"Gesetzliche KV","2010","17-29","indirekter Migrationshintergrund","459","0.971811573167375","0.956958533039719","0.986664613295031"
"Gesetzliche KV","2010","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2010","30-45","kein Migrationshintergrund","6050","0.844832293486424","0.83639025751937","0.853274329453478"
"Gesetzliche KV","2010","30-45","direkter Migrationshintergrund","1321","0.927626154522647","0.914082597279957","0.941169711765337"
"Gesetzliche KV","2010","30-45","indirekter Migrationshintergrund","515","0.899791394497633","0.875374892140483","0.924207896854784"
"Gesetzliche KV","2010","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2010","46-65","kein Migrationshintergrund","4994","0.83600625628392","0.826771019945457","0.845241492622383"
"Gesetzliche KV","2010","46-65","direkter Migrationshintergrund","642","0.942211919625833","0.924813792556627","0.959610046695039"
"Gesetzliche KV","2010","46-65","indirekter Migrationshintergrund","73","0.939452155610609","0.887189704510499","0.99171460671072"
"Gesetzliche KV","2010","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2010","66","kein Migrationshintergrund","","","",""
"Gesetzliche KV","2010","66","direkter Migrationshintergrund","","","",""
"Gesetzliche KV","2010","66","indirekter Migrationshintergrund","","","",""
"Gesetzliche KV","2010","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2010","17-29","kein Migrationshintergrund","259","0.0881298853385308","0.0779018650679644","0.0983579056090972"
"Private KV","2010","17-29","direkter Migrationshintergrund","10","","",""
"Private KV","2010","17-29","indirekter Migrationshintergrund","18","","",""
"Private KV","2010","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2010","30-45","kein Migrationshintergrund","1016","0.155167706513576","0.146725670546522","0.16360974248063"
"Private KV","2010","30-45","direkter Migrationshintergrund","85","0.072373845477353","0.0588302882346633","0.0859174027200426"
"Private KV","2010","30-45","indirekter Migrationshintergrund","66","0.100208605502367","0.0757921031452163","0.124625107859517"
"Private KV","2010","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2010","46-65","kein Migrationshintergrund","1181","0.16399374371608","0.154758507377617","0.173228980054543"
"Private KV","2010","46-65","direkter Migrationshintergrund","49","0.0577880803741667","0.0403899533049608","0.0751862074433726"
"Private KV","2010","46-65","indirekter Migrationshintergrund","7","","",""
"Private KV","2010","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2010","66","kein Migrationshintergrund","","","",""
"Private KV","2010","66","direkter Migrationshintergrund","","","",""
"Private KV","2010","66","indirekter Migrationshintergrund","","","",""
"Private KV","2010","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2010","17-29","kein Migrationshintergrund","","","",""
"Weder-noch","2010","17-29","direkter Migrationshintergrund","","","",""
"Weder-noch","2010","17-29","indirekter Migrationshintergrund","","","",""
"Weder-noch","2010","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2010","30-45","kein Migrationshintergrund","","","",""
"Weder-noch","2010","30-45","direkter Migrationshintergrund","","","",""
"Weder-noch","2010","30-45","indirekter Migrationshintergrund","","","",""
"Weder-noch","2010","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2010","46-65","kein Migrationshintergrund","","","",""
"Weder-noch","2010","46-65","direkter Migrationshintergrund","","","",""
"Weder-noch","2010","46-65","indirekter Migrationshintergrund","","","",""
"Weder-noch","2010","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2010","66","kein Migrationshintergrund","","","",""
"Weder-noch","2010","66","direkter Migrationshintergrund","","","",""
"Weder-noch","2010","66","indirekter Migrationshintergrund","","","",""
"Weder-noch","2010","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2011","17-29","kein Migrationshintergrund","2912","0.912919958536258","0.90314640632395","0.922693510748565"
"Gesetzliche KV","2011","17-29","direkter Migrationshintergrund","418","0.96684861404547","0.94996613179013","0.983731096300811"
"Gesetzliche KV","2011","17-29","indirekter Migrationshintergrund","504","0.9546070509921","0.936851357158887","0.972362744825313"
"Gesetzliche KV","2011","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2011","30-45","kein Migrationshintergrund","6731","0.845939818063928","0.837934951151205","0.853944684976652"
"Gesetzliche KV","2011","30-45","direkter Migrationshintergrund","1375","0.918740180666907","0.904676520249506","0.932803841084307"
"Gesetzliche KV","2011","30-45","indirekter Migrationshintergrund","573","0.903024889144347","0.880151916679101","0.925897861609592"
"Gesetzliche KV","2011","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2011","46-65","kein Migrationshintergrund","6606","0.842820807457318","0.834869925569286","0.850771689345349"
"Gesetzliche KV","2011","46-65","direkter Migrationshintergrund","875","0.933544823257874","0.91758815695544","0.949501489560308"
"Gesetzliche KV","2011","46-65","indirekter Migrationshintergrund","107","0.957223867518459","0.920557939827628","0.99388979520929"
"Gesetzliche KV","2011","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2011","66","kein Migrationshintergrund","","","",""
"Gesetzliche KV","2011","66","direkter Migrationshintergrund","","","",""
"Gesetzliche KV","2011","66","indirekter Migrationshintergrund","","","",""
"Gesetzliche KV","2011","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2011","17-29","kein Migrationshintergrund","285","0.0870800414637425","0.0773064892514347","0.0968535936760502"
"Private KV","2011","17-29","direkter Migrationshintergrund","14","","",""
"Private KV","2011","17-29","indirekter Migrationshintergrund","24","","",""
"Private KV","2011","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2011","30-45","kein Migrationshintergrund","1082","0.154060181936071","0.146055315023348","0.162065048848795"
"Private KV","2011","30-45","direkter Migrationshintergrund","75","0.0812598193330931","0.0671961589156926","0.0953234797504935"
"Private KV","2011","30-45","indirekter Migrationshintergrund","70","0.0969751108556535","0.0741021383904082","0.119848083320899"
"Private KV","2011","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2011","46-65","kein Migrationshintergrund","1444","0.157179192542682","0.149228310654651","0.165130074430714"
"Private KV","2011","46-65","direkter Migrationshintergrund","61","0.0664551767421262","0.050498510439692","0.0824118430445604"
"Private KV","2011","46-65","indirekter Migrationshintergrund","10","","",""
"Private KV","2011","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2011","66","kein Migrationshintergrund","","","",""
"Private KV","2011","66","direkter Migrationshintergrund","","","",""
"Private KV","2011","66","indirekter Migrationshintergrund","","","",""
"Private KV","2011","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2011","17-29","kein Migrationshintergrund","","","",""
"Weder-noch","2011","17-29","direkter Migrationshintergrund","","","",""
"Weder-noch","2011","17-29","indirekter Migrationshintergrund","","","",""
"Weder-noch","2011","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2011","30-45","kein Migrationshintergrund","","","",""
"Weder-noch","2011","30-45","direkter Migrationshintergrund","","","",""
"Weder-noch","2011","30-45","indirekter Migrationshintergrund","","","",""
"Weder-noch","2011","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2011","46-65","kein Migrationshintergrund","","","",""
"Weder-noch","2011","46-65","direkter Migrationshintergrund","","","",""
"Weder-noch","2011","46-65","indirekter Migrationshintergrund","","","",""
"Weder-noch","2011","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2011","66","kein Migrationshintergrund","","","",""
"Weder-noch","2011","66","direkter Migrationshintergrund","","","",""
"Weder-noch","2011","66","indirekter Migrationshintergrund","","","",""
"Weder-noch","2011","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2012","17-29","kein Migrationshintergrund","2822","0.915555507677465","0.905746890592723","0.925364124762208"
"Gesetzliche KV","2012","17-29","direkter Migrationshintergrund","370","0.968804974494034","0.951325951838035","0.986283997150032"
"Gesetzliche KV","2012","17-29","indirekter Migrationshintergrund","487","0.962204757878534","0.945572365656117","0.978837150100951"
"Gesetzliche KV","2012","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2012","30-45","kein Migrationshintergrund","6136","0.846805065478953","0.838421304275264","0.855188826682643"
"Gesetzliche KV","2012","30-45","direkter Migrationshintergrund","1288","0.929645295687714","0.916008082633084","0.943282508742345"
"Gesetzliche KV","2012","30-45","indirekter Migrationshintergrund","546","0.880067008708198","0.854411245523415","0.905722771892981"
"Gesetzliche KV","2012","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2012","46-65","kein Migrationshintergrund","6862","0.843333082671491","0.835518900323957","0.851147265019024"
"Gesetzliche KV","2012","46-65","direkter Migrationshintergrund","856","0.951112388352897","0.937048042241313","0.965176734464482"
"Gesetzliche KV","2012","46-65","indirekter Migrationshintergrund","130","0.937037229760546","0.897501985438856","0.976572474082235"
"Gesetzliche KV","2012","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2012","66","kein Migrationshintergrund","","","",""
"Gesetzliche KV","2012","66","direkter Migrationshintergrund","","","",""
"Gesetzliche KV","2012","66","indirekter Migrationshintergrund","","","",""
"Gesetzliche KV","2012","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2012","17-29","kein Migrationshintergrund","265","0.0844444923225346","0.0746358752377921","0.094253109407277"
"Private KV","2012","17-29","direkter Migrationshintergrund","10","","",""
"Private KV","2012","17-29","indirekter Migrationshintergrund","18","","",""
"Private KV","2012","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2012","30-45","kein Migrationshintergrund","954","0.153194934521047","0.144811173317357","0.161578695724737"
"Private KV","2012","30-45","direkter Migrationshintergrund","63","0.0703547043122858","0.0567174912576555","0.083991917366916"
"Private KV","2012","30-45","indirekter Migrationshintergrund","70","0.119932991291802","0.094277228107019","0.145588754476585"
"Private KV","2012","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2012","46-65","kein Migrationshintergrund","1450","0.156666917328509","0.148852734980976","0.164481099676043"
"Private KV","2012","46-65","direkter Migrationshintergrund","47","0.0488876116471025","0.0348232655355182","0.0629519577586868"
"Private KV","2012","46-65","indirekter Migrationshintergrund","15","","",""
"Private KV","2012","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2012","66","kein Migrationshintergrund","","","",""
"Private KV","2012","66","direkter Migrationshintergrund","","","",""
"Private KV","2012","66","indirekter Migrationshintergrund","","","",""
"Private KV","2012","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2012","17-29","kein Migrationshintergrund","","","",""
"Weder-noch","2012","17-29","direkter Migrationshintergrund","","","",""
"Weder-noch","2012","17-29","indirekter Migrationshintergrund","","","",""
