year,age_gr,sex,ple0097,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,17-29 y.,female,Private health insurance,0.07228,151,2501,0.06213,0.08243
2020,30-45 y.,male,Statutory health insurance,0.89911,3554,3869,0.88962,0.90860
2020,30-45 y.,male,Private health insurance,0.10089,315,3869,0.09140,0.11038
2020,30-45 y.,female,Statutory health insurance,0.91743,3888,4145,0.90905,0.92581
2020,30-45 y.,female,Private health insurance,0.08257,257,4145,0.07419,0.09095
2020,46-65 y.,male,Statutory health insurance,0.83252,3999,5058,0.82223,0.84281
2020,46-65 y.,male,Private health insurance,0.16748,1059,5058,0.15719,0.17777
2020,46-65 y.,female,Statutory health insurance,0.90801,4698,5301,0.90023,0.91579
2020,46-65 y.,female,Private health insurance,0.09199,603,5301,0.08421,0.09977
2020,66 and older,male,Statutory health insurance,0.78291,1829,2440,0.76655,0.79927
2020,66 and older,male,Private health insurance,0.21709,611,2440,0.20073,0.23345
2020,66 and older,female,Statutory health insurance,0.87941,2091,2460,0.86654,0.89228
2020,66 and older,female,Private health insurance,0.12059,369,2460,0.10772,0.13346
2022,17-29 y.,male,Statutory health insurance,0.90590,2310,2484,0.89442,0.91738
2022,17-29 y.,male,Private health insurance,0.09410,174,2484,0.08262,0.10558
2022,17-29 y.,female,Statutory health insurance,0.92166,2522,2707,0.91153,0.93178
2022,17-29 y.,female,Private health insurance,0.07834,185,2707,0.06822,0.08847
2022,30-45 y.,male,Statutory health insurance,0.89304,3477,3861,0.88329,0.90279
2022,30-45 y.,male,Private health insurance,0.10696,384,3861,0.09721,0.11671
2022,30-45 y.,female,Statutory health insurance,0.90797,3782,4114,0.89914,0.91680
2022,30-45 y.,female,Private health insurance,0.09203,332,4114,0.08320,0.10086
2022,46-65 y.,male,Statutory health insurance,0.81926,3161,4102,0.80748,0.83103
2022,46-65 y.,male,Private health insurance,0.18074,941,4102,0.16897,0.19252
2022,46-65 y.,female,Statutory health insurance,0.89275,4042,4609,0.88382,0.90168
2022,46-65 y.,female,Private health insurance,0.10725,567,4609,0.09832,0.11618
2022,66 and older,male,Statutory health insurance,0.75379,1455,2025,0.73503,0.77256
2022,66 and older,male,Private health insurance,0.24621,570,2025,0.22744,0.26497
2022,66 and older,female,Statutory health insurance,0.86534,1724,2076,0.85065,0.88003
2022,66 and older,female,Private health insurance,0.13466,352,2076,0.11997,0.14935
