year,pgisced97,sampreg,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,Upper Secondary Level,East,Not employed: Pensioner,0.28920,430,1995,0.26930,0.30911
1996,Upper Secondary Level,East,Not employed: registered unemployed,0.14485,308,1995,0.12940,0.16030
1996,Upper Secondary Level,East,Not employed: no further information,0.04024,81,1995,0.03161,0.04887
1996,Post-secondary Non-tertiary Level,West,Blue-collar worker,0.12976,66,314,0.09253,0.16698
1996,Post-secondary Non-tertiary Level,West,White-collar worker,0.43815,162,314,0.38319,0.49312
1996,Post-secondary Non-tertiary Level,West,Apprentice/ Trainee/ Intern,0.11048,42,314,0.07575,0.14521
1996,Post-secondary Non-tertiary Level,West,Not employed: no further information,0.08133,44,314,0.05104,0.11161
1996,First Stage of Tertiary Education,West,Self-employed,0.12509,60,511,0.09637,0.15380
1996,First Stage of Tertiary Education,West,Blue-collar worker,0.07444,57,511,0.05166,0.09722
1996,First Stage of Tertiary Education,West,Civil servant,0.07573,46,511,0.05277,0.09870
1996,First Stage of Tertiary Education,West,White-collar worker,0.37447,226,511,0.33247,0.41648
1996,First Stage of Tertiary Education,West,Not employed: Pensioner,0.22122,78,511,0.18520,0.25724
1996,First Stage of Tertiary Education,West,Not employed: no further information,0.07914,44,511,0.05571,0.10257
1996,First Stage of Tertiary Education,East,Self-employed,0.12957,36,200,0.08291,0.17623
1996,First Stage of Tertiary Education,East,Blue-collar worker,0.25998,61,200,0.19904,0.32092
1996,First Stage of Tertiary Education,East,White-collar worker,0.22772,59,200,0.16945,0.28598
1996,First Stage of Tertiary Education,East,Not employed: Pensioner,0.27763,44,200,0.21541,0.33986
1996,Second Stage of Tertiary Education,West,Self-employed,0.11717,110,870,0.09579,0.13856
1996,Second Stage of Tertiary Education,West,Civil servant,0.17622,148,870,0.15089,0.20155
1996,Second Stage of Tertiary Education,West,White-collar worker,0.42230,426,870,0.38946,0.45514
1996,Second Stage of Tertiary Education,West,Not employed: Pensioner,0.13911,89,870,0.11610,0.16212
1996,Second Stage of Tertiary Education,West,Not employed: registered unemployed,0.04307,37,870,0.02957,0.05656
1996,Second Stage of Tertiary Education,West,Not employed: no further information,0.05362,60,870,0.03864,0.06860
1996,Second Stage of Tertiary Education,East,Self-employed,0.08258,67,749,0.06285,0.10230
1996,Second Stage of Tertiary Education,East,White-collar worker,0.50013,477,749,0.46430,0.53596
1996,Second Stage of Tertiary Education,East,Not employed: Pensioner,0.23070,140,749,0.20051,0.26090
1996,Second Stage of Tertiary Education,East,Not employed: registered unemployed,0.07763,65,749,0.05846,0.09681
1997,Pre-primary Level,West,Apprentice/ Trainee/ Intern,0.92754,190,190,0.89058,0.96450
1997,Pre-primary Level,East,Apprentice/ Trainee/ Intern,0.95737,107,107,0.91891,0.99583
1997,Primary Level,West,Blue-collar worker,0.36899,161,425,0.32306,0.41492
1997,Primary Level,West,Not employed: Pensioner,0.21271,100,425,0.17375,0.25166
1997,Primary Level,West,Not employed: registered unemployed,0.13381,53,425,0.10141,0.16622
1997,Primary Level,West,Not employed: no further information,0.21733,111,425,0.17807,0.25659
1997,Lower Secondary Level,West,Self-employed,0.02476,59,1968,0.01789,0.03162
1997,Lower Secondary Level,West,Blue-collar worker,0.17563,490,1968,0.15882,0.19245
1997,Lower Secondary Level,West,White-collar worker,0.07336,159,1968,0.06184,0.08488
1997,Lower Secondary Level,West,Apprentice/ Trainee/ Intern,0.11042,262,1968,0.09657,0.12427
1997,Lower Secondary Level,West,Not employed: Pensioner,0.41539,507,1968,0.39361,0.43717
1997,Lower Secondary Level,West,Not employed: registered unemployed,0.05977,174,1968,0.04929,0.07024
1997,Lower Secondary Level,West,Not employed: no further information,0.13489,317,1968,0.11979,0.14999
1997,Lower Secondary Level,East,Apprentice/ Trainee/ Intern,0.21791,112,292,0.17048,0.26534
1997,Lower Secondary Level,East,Not employed: Pensioner,0.55159,142,292,0.49445,0.60874
1997,Lower Secondary Level,East,Not employed: registered unemployed,0.09259,38,292,0.05929,0.12590
1997,Upper Secondary Level,West,Self-employed,0.04241,206,4468,0.03650,0.04832
1997,Upper Secondary Level,West,Blue-collar worker,0.18661,1077,4468,0.17518,0.19804
1997,Upper Secondary Level,West,Civil servant,0.03188,146,4468,0.02672,0.03703
1997,Upper Secondary Level,West,White-collar worker,0.27478,1237,4468,0.26169,0.28787
1997,Upper Secondary Level,West,Apprentice/ Trainee/ Intern,0.03211,186,4468,0.02694,0.03728
1997,Upper Secondary Level,West,Not employed: Pensioner,0.25991,807,4468,0.24705,0.27277
1997,Upper Secondary Level,West,Not employed: registered unemployed,0.05990,275,4468,0.05295,0.06686
1997,Upper Secondary Level,West,Not employed: no further information,0.10584,534,4468,0.09682,0.11486
1997,Upper Secondary Level,East,Self-employed,0.03074,63,1932,0.02304,0.03844
1997,Upper Secondary Level,East,Blue-collar worker,0.25745,585,1932,0.23794,0.27695
1997,Upper Secondary Level,East,White-collar worker,0.15389,361,1932,0.13779,0.16998
1997,Upper Secondary Level,East,Apprentice/ Trainee/ Intern,0.03869,92,1932,0.03009,0.04729
1997,Upper Secondary Level,East,Not employed: Pensioner,0.29235,432,1932,0.27206,0.31264
1997,Upper Secondary Level,East,Not employed: registered unemployed,0.16174,318,1932,0.14531,0.17816
1997,Upper Secondary Level,East,Not employed: no further information,0.04064,81,1932,0.03184,0.04945
1997,Post-secondary Non-tertiary Level,West,Blue-collar worker,0.14417,70,297,0.10415,0.18419
1997,Post-secondary Non-tertiary Level,West,White-collar worker,0.44575,158,297,0.38912,0.50237
1997,Post-secondary Non-tertiary Level,West,Apprentice/ Trainee/ Intern,0.10026,34,297,0.06604,0.13448
1997,Post-secondary Non-tertiary Level,West,Not employed: no further information,0.07602,35,297,0.04583,0.10621
1997,Post-secondary Non-tertiary Level,East,White-collar worker,0.35762,32,32,0.18889,0.52634
1997,First Stage of Tertiary Education,West,Self-employed,0.12005,57,505,0.09167,0.14842
1997,First Stage of Tertiary Education,West,Blue-collar worker,0.08540,64,505,0.06100,0.10980
1997,First Stage of Tertiary Education,West,Civil servant,0.08353,45,505,0.05937,0.10769
1997,First Stage of Tertiary Education,West,White-collar worker,0.37133,214,505,0.32915,0.41352
1997,First Stage of Tertiary Education,West,Not employed: Pensioner,0.22459,81,505,0.18815,0.26102
1997,First Stage of Tertiary Education,West,Not employed: no further information,0.07437,44,505,0.05146,0.09727
1997,First Stage of Tertiary Education,East,Self-employed,0.12703,36,198,0.08053,0.17353
1997,First Stage of Tertiary Education,East,Blue-collar worker,0.19958,51,198,0.14377,0.25540
1997,First Stage of Tertiary Education,East,White-collar worker,0.23623,62,198,0.17691,0.29554
1997,First Stage of Tertiary Education,East,Not employed: Pensioner,0.30430,49,198,0.24004,0.36855
1997,Second Stage of Tertiary Education,West,Self-employed,0.10541,98,908,0.08542,0.12539
1997,Second Stage of Tertiary Education,West,Blue-collar worker,0.02483,31,908,0.01471,0.03496
1997,Second Stage of Tertiary Education,West,Civil servant,0.18647,157,908,0.16112,0.21182
1997,Second Stage of Tertiary Education,West,White-collar worker,0.42430,440,908,0.39214,0.45647
1997,Second Stage of Tertiary Education,West,Not employed: Pensioner,0.13097,91,908,0.10902,0.15293
1997,Second Stage of Tertiary Education,West,Not employed: registered unemployed,0.04062,33,908,0.02777,0.05346
1997,Second Stage of Tertiary Education,West,Not employed: no further information,0.06088,58,908,0.04532,0.07644
1997,Second Stage of Tertiary Education,East,Self-employed,0.09127,73,783,0.07109,0.11146
1997,Second Stage of Tertiary Education,East,Civil servant,0.04182,39,783,0.02779,0.05585
1997,Second Stage of Tertiary Education,East,White-collar worker,0.50224,467,783,0.46720,0.53729
1997,Second Stage of Tertiary Education,East,Not employed: Pensioner,0.23547,142,783,0.20573,0.26520
1997,Second Stage of Tertiary Education,East,Not employed: registered unemployed,0.07221,62,783,0.05407,0.09035
1998,Pre-primary Level,West,Apprentice/ Trainee/ Intern,0.91712,207,207,0.87947,0.95477
1998,Pre-primary Level,East,Apprentice/ Trainee/ Intern,0.91266,103,103,0.85787,0.96745
1998,Primary Level,West,Blue-collar worker,0.40634,160,408,0.35863,0.45406
1998,Primary Level,West,Not employed: Pensioner,0.21947,102,408,0.17926,0.25968
1998,Primary Level,West,Not employed: registered unemployed,0.14440,55,408,0.11025,0.17855
1998,Primary Level,West,Not employed: no further information,0.17295,91,408,0.13621,0.20970
1998,Lower Secondary Level,West,Self-employed,0.01886,51,2149,0.01311,0.02462
1998,Lower Secondary Level,West,Blue-collar worker,0.16728,482,2149,0.15150,0.18307
1998,Lower Secondary Level,West,White-collar worker,0.07811,180,2149,0.06676,0.08946
1998,Lower Secondary Level,West,Apprentice/ Trainee/ Intern,0.11263,294,2149,0.09926,0.12600
1998,Lower Secondary Level,West,Not employed: Pensioner,0.41601,621,2149,0.39517,0.43686
1998,Lower Secondary Level,West,Not employed: registered unemployed,0.06450,173,2149,0.05411,0.07489
1998,Lower Secondary Level,West,Not employed: no further information,0.13546,348,2149,0.12098,0.14993
1998,Lower Secondary Level,East,Blue-collar worker,0.08370,37,350,0.05465,0.11276
1998,Lower Secondary Level,East,Apprentice/ Trainee/ Intern,0.23146,124,350,0.18721,0.27571
1998,Lower Secondary Level,East,Not employed: Pensioner,0.52569,144,350,0.47330,0.57808
1998,Lower Secondary Level,East,Not employed: registered unemployed,0.09818,45,350,0.06696,0.12940
1998,Upper Secondary Level,West,Self-employed,0.04429,242,4903,0.03853,0.05005
1998,Upper Secondary Level,West,Blue-collar worker,0.19090,1145,4903,0.17990,0.20190
1998,Upper Secondary Level,West,Civil servant,0.02967,152,4903,0.02492,0.03442
1998,Upper Secondary Level,West,White-collar worker,0.26968,1361,4903,0.25725,0.28210
1998,Upper Secondary Level,West,Apprentice/ Trainee/ Intern,0.04633,246,4903,0.04045,0.05221
1998,Upper Secondary Level,West,Not employed: Pensioner,0.25393,910,4903,0.24175,0.26612
1998,Upper Secondary Level,West,Not employed: registered unemployed,0.05214,249,4903,0.04591,0.05836
1998,Upper Secondary Level,West,Not employed: no further information,0.10814,598,4903,0.09945,0.11684
1998,Upper Secondary Level,East,Self-employed,0.02883,65,2048,0.02158,0.03608
1998,Upper Secondary Level,East,Blue-collar worker,0.26643,632,2048,0.24727,0.28558
1998,Upper Secondary Level,East,White-collar worker,0.15575,371,2048,0.14004,0.17146
1998,Upper Secondary Level,East,Apprentice/ Trainee/ Intern,0.03433,85,2048,0.02644,0.04222
1998,Upper Secondary Level,East,Not employed: Pensioner,0.29688,468,2048,0.27709,0.31667
1998,Upper Secondary Level,East,Not employed: registered unemployed,0.16325,350,2048,0.14724,0.17926
1998,Upper Secondary Level,East,Not employed: no further information,0.03403,77,2048,0.02617,0.04188
1998,Post-secondary Non-tertiary Level,West,Self-employed,0.08862,32,414,0.06121,0.11603
1998,Post-secondary Non-tertiary Level,West,Blue-collar worker,0.13270,69,414,0.09998,0.16542
1998,Post-secondary Non-tertiary Level,West,White-collar worker,0.45796,196,414,0.40991,0.50601
1998,Post-secondary Non-tertiary Level,West,Apprentice/ Trainee/ Intern,0.08575,36,414,0.05874,0.11275
1998,Post-secondary Non-tertiary Level,West,Not employed: Pensioner,0.09500,31,414,0.06672,0.12327
1998,Post-secondary Non-tertiary Level,West,Not employed: no further information,0.09523,50,414,0.06692,0.12355
1998,Post-secondary Non-tertiary Level,East,White-collar worker,0.41175,31,31,0.23564,0.58787
1998,First Stage of Tertiary Education,West,Self-employed,0.10268,58,556,0.07743,0.12794
1998,First Stage of Tertiary Education,West,Blue-collar worker,0.08426,71,556,0.06115,0.10737
1998,First Stage of Tertiary Education,West,Civil servant,0.07803,47,556,0.05572,0.10035
1998,First Stage of Tertiary Education,West,White-collar worker,0.39573,247,556,0.35505,0.43641
1998,First Stage of Tertiary Education,West,Not employed: Pensioner,0.21363,85,556,0.17953,0.24773
1998,First Stage of Tertiary Education,West,Not employed: no further information,0.07830,48,556,0.05595,0.10065
1998,First Stage of Tertiary Education,East,Self-employed,0.10621,32,201,0.06351,0.14891
1998,First Stage of Tertiary Education,East,Blue-collar worker,0.22956,58,201,0.17128,0.28785
1998,First Stage of Tertiary Education,East,White-collar worker,0.24136,62,201,0.18206,0.30067
1998,First Stage of Tertiary Education,East,Not employed: Pensioner,0.28808,49,201,0.22531,0.35084
1998,Second Stage of Tertiary Education,West,Self-employed,0.11391,125,1070,0.09487,0.13296
1998,Second Stage of Tertiary Education,West,Civil servant,0.17468,177,1070,0.15192,0.19744
1998,Second Stage of Tertiary Education,West,White-collar worker,0.44431,527,1070,0.41452,0.47409
1998,Second Stage of Tertiary Education,West,Apprentice/ Trainee/ Intern,0.02728,32,1070,0.01751,0.03704
1998,Second Stage of Tertiary Education,West,Not employed: Pensioner,0.12938,105,1070,0.10926,0.14950
1998,Second Stage of Tertiary Education,West,Not employed: registered unemployed,0.03138,32,1070,0.02093,0.04183
1998,Second Stage of Tertiary Education,West,Not employed: no further information,0.05864,72,1070,0.04456,0.07273
1998,Second Stage of Tertiary Education,East,Self-employed,0.08418,70,810,0.06505,0.10332
1998,Second Stage of Tertiary Education,East,Civil servant,0.03368,37,810,0.02125,0.04611
1998,Second Stage of Tertiary Education,East,White-collar worker,0.46176,460,810,0.42741,0.49611
1998,Second Stage of Tertiary Education,East,Not employed: Pensioner,0.26016,158,810,0.22993,0.29039
1998,Second Stage of Tertiary Education,East,Not employed: registered unemployed,0.09464,85,810,0.07447,0.11481
1999,Pre-primary Level,West,Apprentice/ Trainee/ Intern,0.80823,179,179,0.75040,0.86607
1999,Pre-primary Level,East,Apprentice/ Trainee/ Intern,0.94771,100,100,0.90386,0.99156
1999,Primary Level,West,Blue-collar worker,0.42641,154,385,0.37694,0.47587
1999,Primary Level,West,Not employed: Pensioner,0.21972,99,385,0.17831,0.26114
1999,Primary Level,West,Not employed: registered unemployed,0.10896,46,385,0.07779,0.14012
1999,Primary Level,West,Not employed: no further information,0.17923,86,385,0.14087,0.21759
1999,Lower Secondary Level,West,Self-employed,0.02300,57,2059,0.01653,0.02948
1999,Lower Secondary Level,West,Blue-collar worker,0.17502,478,2059,0.15860,0.19143
1999,Lower Secondary Level,West,White-collar worker,0.07902,178,2059,0.06737,0.09068
1999,Lower Secondary Level,West,Apprentice/ Trainee/ Intern,0.11603,269,2059,0.10220,0.12987
1999,Lower Secondary Level,West,Not employed: Pensioner,0.42732,626,2059,0.40595,0.44870
1999,Lower Secondary Level,West,Not employed: registered unemployed,0.05338,132,2059,0.04367,0.06309
1999,Lower Secondary Level,West,Not employed: no further information,0.12086,319,2059,0.10678,0.13494
1999,Lower Secondary Level,East,Blue-collar worker,0.11371,45,317,0.07871,0.14872
1999,Lower Secondary Level,East,Apprentice/ Trainee/ Intern,0.26630,133,317,0.21756,0.31504
1999,Lower Secondary Level,East,Not employed: Pensioner,0.50456,139,317,0.44943,0.55969
1999,Upper Secondary Level,West,Self-employed,0.04746,244,4831,0.04146,0.05345
1999,Upper Secondary Level,West,Blue-collar worker,0.20006,1162,4831,0.18878,0.21134
1999,Upper Secondary Level,West,Civil servant,0.02862,144,4831,0.02392,0.03333
1999,Upper Secondary Level,West,White-collar worker,0.27646,1394,4831,0.26385,0.28907
1999,Upper Secondary Level,West,Apprentice/ Trainee/ Intern,0.04304,218,4831,0.03732,0.04877
1999,Upper Secondary Level,West,Not employed: Pensioner,0.25782,916,4831,0.24548,0.27016
1999,Upper Secondary Level,West,Not employed: registered unemployed,0.04584,220,4831,0.03994,0.05174
1999,Upper Secondary Level,West,Not employed: no further information,0.09595,533,4831,0.08765,0.10426
1999,Upper Secondary Level,East,Self-employed,0.02930,66,2026,0.02196,0.03665
1999,Upper Secondary Level,East,Blue-collar worker,0.27747,641,2026,0.25797,0.29697
1999,Upper Secondary Level,East,White-collar worker,0.15629,365,2026,0.14047,0.17211
1999,Upper Secondary Level,East,Apprentice/ Trainee/ Intern,0.03904,95,2026,0.03061,0.04748
1999,Upper Secondary Level,East,Not employed: Pensioner,0.30142,475,2026,0.28143,0.32140
1999,Upper Secondary Level,East,Not employed: registered unemployed,0.13619,297,2026,0.12125,0.15113
1999,Upper Secondary Level,East,Not employed: no further information,0.03689,87,2026,0.02868,0.04510
1999,Post-secondary Non-tertiary Level,West,Self-employed,0.11104,37,407,0.08047,0.14160
1999,Post-secondary Non-tertiary Level,West,Blue-collar worker,0.10938,60,407,0.07902,0.13974
1999,Post-secondary Non-tertiary Level,West,White-collar worker,0.44732,196,407,0.39896,0.49569
1999,Post-secondary Non-tertiary Level,West,Apprentice/ Trainee/ Intern,0.06838,32,407,0.04383,0.09293
1999,Post-secondary Non-tertiary Level,West,Not employed: Pensioner,0.12063,34,407,0.08895,0.15231
1999,Post-secondary Non-tertiary Level,West,Not employed: no further information,0.10291,48,407,0.07336,0.13247
1999,Post-secondary Non-tertiary Level,East,White-collar worker,0.41825,37,37,0.25711,0.57938
1999,First Stage of Tertiary Education,West,Self-employed,0.10762,64,551,0.08172,0.13352
1999,First Stage of Tertiary Education,West,Blue-collar worker,0.09246,65,551,0.06825,0.11667
1999,First Stage of Tertiary Education,West,Civil servant,0.07624,46,551,0.05406,0.09841
1999,First Stage of Tertiary Education,West,White-collar worker,0.39837,246,551,0.35746,0.43929
1999,First Stage of Tertiary Education,West,Not employed: Pensioner,0.22177,86,551,0.18705,0.25649
1999,First Stage of Tertiary Education,West,Not employed: no further information,0.07382,44,551,0.05197,0.09568
1999,First Stage of Tertiary Education,East,Self-employed,0.11246,33,213,0.06994,0.15499
1999,First Stage of Tertiary Education,East,Blue-collar worker,0.21228,55,213,0.15723,0.26732
1999,First Stage of Tertiary Education,East,White-collar worker,0.26015,71,213,0.20109,0.31921
1999,First Stage of Tertiary Education,East,Not employed: Pensioner,0.29779,54,213,0.23624,0.35935
1999,Second Stage of Tertiary Education,West,Self-employed,0.13043,134,1048,0.11003,0.15083
1999,Second Stage of Tertiary Education,West,Civil servant,0.16012,176,1048,0.13791,0.18233
1999,Second Stage of Tertiary Education,West,White-collar worker,0.45785,543,1048,0.42768,0.48803
1999,Second Stage of Tertiary Education,West,Apprentice/ Trainee/ Intern,0.02243,32,1048,0.01346,0.03140
1999,Second Stage of Tertiary Education,West,Not employed: Pensioner,0.13282,108,1048,0.11227,0.15338
1999,Second Stage of Tertiary Education,West,Not employed: no further information,0.04893,55,1048,0.03587,0.06200
1999,Second Stage of Tertiary Education,East,Self-employed,0.09029,72,796,0.07036,0.11021
1999,Second Stage of Tertiary Education,East,Civil servant,0.03553,37,796,0.02266,0.04839
1999,Second Stage of Tertiary Education,East,White-collar worker,0.45118,455,796,0.41659,0.48577
1999,Second Stage of Tertiary Education,East,Not employed: Pensioner,0.28794,172,796,0.25646,0.31941
1999,Second Stage of Tertiary Education,East,Not employed: registered unemployed,0.07489,60,796,0.05659,0.09319
2000,Pre-primary Level,West,Apprentice/ Trainee/ Intern,0.85862,300,300,0.81913,0.89811
2000,Pre-primary Level,East,Apprentice/ Trainee/ Intern,0.93196,134,134,0.88916,0.97476
2000,Primary Level,West,Blue-collar worker,0.33669,120,361,0.28787,0.38551
2000,Primary Level,West,Not employed: Pensioner,0.26899,100,361,0.22319,0.31480
2000,Primary Level,West,Not employed: registered unemployed,0.08584,40,361,0.05690,0.11478
2000,Primary Level,West,Not employed: no further information,0.24517,101,361,0.20073,0.28961
2000,Lower Secondary Level,West,Self-employed,0.02103,60,3028,0.01592,0.02614
2000,Lower Secondary Level,West,Blue-collar worker,0.20868,702,3028,0.19420,0.22316
2000,Lower Secondary Level,West,White-collar worker,0.05030,160,3028,0.04252,0.05809
2000,Lower Secondary Level,West,Apprentice/ Trainee/ Intern,0.13924,492,3028,0.12691,0.15157
2000,Lower Secondary Level,West,Not employed: Pensioner,0.38623,943,3028,0.36889,0.40358
2000,Lower Secondary Level,West,Not employed: registered unemployed,0.04714,170,3028,0.03959,0.05469
2000,Lower Secondary Level,West,Not employed: no further information,0.14123,501,3028,0.12882,0.15364
2000,Lower Secondary Level,East,Blue-collar worker,0.07354,32,486,0.05031,0.09677
2000,Lower Secondary Level,East,Apprentice/ Trainee/ Intern,0.30193,201,486,0.26107,0.34279
2000,Lower Secondary Level,East,Not employed: Pensioner,0.50543,206,486,0.46093,0.54992
2000,Lower Secondary Level,East,Not employed: registered unemployed,0.07986,47,486,0.05574,0.10399
2000,Upper Secondary Level,West,Self-employed,0.05045,493,9521,0.04605,0.05484
2000,Upper Secondary Level,West,Blue-collar worker,0.20939,2125,9521,0.20122,0.21757
2000,Upper Secondary Level,West,Civil servant,0.02354,246,9521,0.02050,0.02659
2000,Upper Secondary Level,West,White-collar worker,0.26526,2583,9521,0.25639,0.27413
2000,Upper Secondary Level,West,Apprentice/ Trainee/ Intern,0.03800,391,9521,0.03415,0.04184
2000,Upper Secondary Level,West,Not employed: Pensioner,0.26404,2095,9521,0.25518,0.27289
2000,Upper Secondary Level,West,Not employed: Military/Community Service,0.00469,52,9521,0.00332,0.00606
2000,Upper Secondary Level,West,Not employed: registered unemployed,0.03610,381,9521,0.03235,0.03985
2000,Upper Secondary Level,West,Not employed: no further information,0.10597,1155,9521,0.09978,0.11215
2000,Upper Secondary Level,East,Self-employed,0.03654,115,3250,0.03009,0.04299
2000,Upper Secondary Level,East,Blue-collar worker,0.25887,893,3250,0.24381,0.27393
2000,Upper Secondary Level,East,Civil servant,0.00845,32,3250,0.00530,0.01160
2000,Upper Secondary Level,East,White-collar worker,0.16537,572,3250,0.15259,0.17814
2000,Upper Secondary Level,East,Apprentice/ Trainee/ Intern,0.04293,175,3250,0.03596,0.04990
2000,Upper Secondary Level,East,Not employed: Pensioner,0.31473,844,3250,0.29876,0.33070
2000,Upper Secondary Level,East,Not employed: Military/Community Service,0.00876,36,3250,0.00555,0.01196
2000,Upper Secondary Level,East,Not employed: registered unemployed,0.13992,491,3250,0.12799,0.15185
2000,Upper Secondary Level,East,Not employed: no further information,0.02379,92,3250,0.01855,0.02903
2000,Post-secondary Non-tertiary Level,West,Self-employed,0.08231,71,984,0.06513,0.09949
2000,Post-secondary Non-tertiary Level,West,Blue-collar worker,0.13574,147,984,0.11433,0.15715
2000,Post-secondary Non-tertiary Level,West,White-collar worker,0.43189,426,984,0.40092,0.46285
2000,Post-secondary Non-tertiary Level,West,Apprentice/ Trainee/ Intern,0.07459,78,984,0.05816,0.09101
2000,Post-secondary Non-tertiary Level,West,Not employed: Pensioner,0.13313,107,984,0.11189,0.15437
2000,Post-secondary Non-tertiary Level,West,Not employed: registered unemployed,0.02749,32,984,0.01727,0.03772
2000,Post-secondary Non-tertiary Level,West,Not employed: no further information,0.10382,123,984,0.08475,0.12289
2000,Post-secondary Non-tertiary Level,East,White-collar worker,0.44312,58,58,0.31416,0.57208
2000,First Stage of Tertiary Education,West,Self-employed,0.09308,137,1358,0.07763,0.10854
2000,First Stage of Tertiary Education,West,Blue-collar worker,0.11851,167,1358,0.10131,0.13570
2000,First Stage of Tertiary Education,West,Civil servant,0.04885,75,1358,0.03738,0.06032
2000,First Stage of Tertiary Education,West,White-collar worker,0.40292,572,1358,0.37683,0.42902
2000,First Stage of Tertiary Education,West,Not employed: Pensioner,0.21030,228,1358,0.18862,0.23199
2000,First Stage of Tertiary Education,West,Not employed: registered unemployed,0.02089,36,1358,0.01328,0.02850
2000,First Stage of Tertiary Education,West,Not employed: no further information,0.09274,143,1358,0.07731,0.10818
2000,First Stage of Tertiary Education,East,Self-employed,0.12223,67,476,0.09278,0.15169
2000,First Stage of Tertiary Education,East,Blue-collar worker,0.16181,92,476,0.12869,0.19493
2000,First Stage of Tertiary Education,East,White-collar worker,0.25186,140,476,0.21282,0.29090
2000,First Stage of Tertiary Education,East,Not employed: Pensioner,0.32785,136,476,0.28563,0.37006
2000,First Stage of Tertiary Education,East,Not employed: registered unemployed,0.07698,41,476,0.05301,0.10095
2000,Second Stage of Tertiary Education,West,Self-employed,0.12181,280,2518,0.10903,0.13459
2000,Second Stage of Tertiary Education,West,Blue-collar worker,0.03438,83,2518,0.02727,0.04150
2000,Second Stage of Tertiary Education,West,Civil servant,0.14112,405,2518,0.12752,0.15472
2000,Second Stage of Tertiary Education,West,White-collar worker,0.42848,1100,2518,0.40915,0.44781
2000,Second Stage of Tertiary Education,West,Apprentice/ Trainee/ Intern,0.02981,78,2518,0.02316,0.03645
2000,Second Stage of Tertiary Education,West,Not employed: Pensioner,0.14990,327,2518,0.13596,0.16385
2000,Second Stage of Tertiary Education,West,Not employed: registered unemployed,0.02756,73,2518,0.02116,0.03396
2000,Second Stage of Tertiary Education,West,Not employed: no further information,0.06261,172,2518,0.05315,0.07208
2000,Second Stage of Tertiary Education,East,Self-employed,0.09389,115,1239,0.07764,0.11014
2000,Second Stage of Tertiary Education,East,Blue-collar worker,0.03269,41,1239,0.02279,0.04260
2000,Second Stage of Tertiary Education,East,Civil servant,0.03897,65,1239,0.02819,0.04975
2000,Second Stage of Tertiary Education,East,White-collar worker,0.45435,664,1239,0.42661,0.48208
2000,Second Stage of Tertiary Education,East,Not employed: Pensioner,0.28132,273,1239,0.25627,0.30637
2000,Second Stage of Tertiary Education,East,Not employed: registered unemployed,0.05565,81,1239,0.04288,0.06842
2001,Pre-primary Level,West,Apprentice/ Trainee/ Intern,0.82405,319,319,0.78220,0.86591
2001,Pre-primary Level,East,Apprentice/ Trainee/ Intern,0.89321,139,139,0.84168,0.94474
2001,Primary Level,West,Blue-collar worker,0.30802,93,280,0.25385,0.36220
2001,Primary Level,West,Not employed: Pensioner,0.31438,84,280,0.25990,0.36886
2001,Primary Level,West,Not employed: registered unemployed,0.10940,33,280,0.07277,0.14603
2001,Primary Level,West,Not employed: no further information,0.21303,70,280,0.16498,0.26108
2001,Lower Secondary Level,West,Self-employed,0.01405,43,2608,0.00953,0.01857
2001,Lower Secondary Level,West,Blue-collar worker,0.20423,601,2608,0.18875,0.21970
2001,Lower Secondary Level,West,White-collar worker,0.05335,148,2608,0.04472,0.06197
2001,Lower Secondary Level,West,Apprentice/ Trainee/ Intern,0.13679,419,2608,0.12360,0.14998
2001,Lower Secondary Level,West,Not employed: Pensioner,0.39556,838,2608,0.37679,0.41433
2001,Lower Secondary Level,West,Not employed: registered unemployed,0.05673,158,2608,0.04785,0.06561
2001,Lower Secondary Level,West,Not employed: no further information,0.12673,401,2608,0.11396,0.13950
2001,Lower Secondary Level,East,Blue-collar worker,0.09857,43,431,0.07040,0.12675
2001,Lower Secondary Level,East,Apprentice/ Trainee/ Intern,0.28653,166,431,0.24379,0.32927
2001,Lower Secondary Level,East,Not employed: Pensioner,0.50045,179,431,0.45319,0.54771
2001,Lower Secondary Level,East,Not employed: registered unemployed,0.08077,43,431,0.05501,0.10652
2001,Upper Secondary Level,West,Self-employed,0.05354,455,8559,0.04878,0.05831
2001,Upper Secondary Level,West,Blue-collar worker,0.20949,1913,8559,0.20087,0.21811
2001,Upper Secondary Level,West,Civil servant,0.02440,226,8559,0.02114,0.02767
2001,Upper Secondary Level,West,White-collar worker,0.25947,2312,8559,0.25018,0.26875
2001,Upper Secondary Level,West,Apprentice/ Trainee/ Intern,0.03761,356,8559,0.03357,0.04164
2001,Upper Secondary Level,West,Not employed: Pensioner,0.27076,1958,8559,0.26135,0.28018
2001,Upper Secondary Level,West,Not employed: Military/Community Service,0.00577,50,8559,0.00417,0.00738
2001,Upper Secondary Level,West,Not employed: registered unemployed,0.03984,344,8559,0.03570,0.04398
2001,Upper Secondary Level,West,Not employed: no further information,0.09662,945,8559,0.09036,0.10288
2001,Upper Secondary Level,East,Self-employed,0.03294,96,2968,0.02652,0.03936
2001,Upper Secondary Level,East,Blue-collar worker,0.25892,815,2968,0.24316,0.27469
2001,Upper Secondary Level,East,Civil servant,0.01250,40,2968,0.00850,0.01649
