year,migback,pgisced97,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,No migration background,Upper Secondary Level,Not employed: Pensioner,0.27151,1219,5970,0.26023,0.28279
1998,No migration background,Upper Secondary Level,Not employed: Military/Community Service,0.00428,34,5970,0.00262,0.00593
1998,No migration background,Upper Secondary Level,Not employed: registered unemployed,0.07570,516,5970,0.06899,0.08241
1998,No migration background,Upper Secondary Level,Not employed: no further information,0.09070,558,5970,0.08341,0.09798
1998,No migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.09214,36,258,0.05678,0.12750
1998,No migration background,Post-secondary Non-tertiary Level,White-collar worker,0.50127,185,258,0.44014,0.56240
1998,No migration background,Post-secondary Non-tertiary Level,Apprentice/ Trainee/ Intern,0.11093,37,258,0.07253,0.14933
1998,No migration background,First Stage of Tertiary Education,Self-employed,0.10699,87,737,0.08466,0.12932
1998,No migration background,First Stage of Tertiary Education,Blue-collar worker,0.10941,113,737,0.08686,0.13196
1998,No migration background,First Stage of Tertiary Education,Civil servant,0.06833,50,737,0.05010,0.08656
1998,No migration background,First Stage of Tertiary Education,White-collar worker,0.36779,282,737,0.33296,0.40263
1998,No migration background,First Stage of Tertiary Education,Not employed: Pensioner,0.22430,121,737,0.19416,0.25443
1998,No migration background,First Stage of Tertiary Education,Not employed: registered unemployed,0.04087,35,737,0.02657,0.05518
1998,No migration background,First Stage of Tertiary Education,Not employed: no further information,0.06783,49,737,0.04966,0.08599
1998,No migration background,Second Stage of Tertiary Education,Self-employed,0.11166,177,1749,0.09690,0.12643
1998,No migration background,Second Stage of Tertiary Education,Blue-collar worker,0.01577,31,1749,0.00993,0.02161
1998,No migration background,Second Stage of Tertiary Education,Civil servant,0.13909,203,1749,0.12287,0.15532
1998,No migration background,Second Stage of Tertiary Education,White-collar worker,0.45412,891,1749,0.43078,0.47746
1998,No migration background,Second Stage of Tertiary Education,Apprentice/ Trainee/ Intern,0.01727,36,1749,0.01116,0.02337
1998,No migration background,Second Stage of Tertiary Education,Not employed: Pensioner,0.17539,241,1749,0.15756,0.19322
1998,No migration background,Second Stage of Tertiary Education,Not employed: registered unemployed,0.04711,99,1749,0.03717,0.05704
1998,No migration background,Second Stage of Tertiary Education,Not employed: no further information,0.03887,71,1749,0.02981,0.04793
1998,Direct migration background,No answer / don't know,Blue-collar worker,0.37463,45,80,0.26789,0.48136
1998,Direct migration background,No answer / don't know,Not employed: no further information,0.20851,35,80,0.11893,0.29810
1998,Direct migration background,Primary Level,Blue-collar worker,0.39161,133,350,0.34040,0.44282
1998,Direct migration background,Primary Level,Not employed: Pensioner,0.25356,95,350,0.20792,0.29921
1998,Direct migration background,Primary Level,Not employed: registered unemployed,0.13056,44,350,0.09522,0.16591
1998,Direct migration background,Primary Level,Not employed: no further information,0.18472,78,350,0.14401,0.22544
1998,Direct migration background,Lower Secondary Level,Blue-collar worker,0.29483,240,640,0.25948,0.33019
1998,Direct migration background,Lower Secondary Level,White-collar worker,0.06255,38,640,0.04378,0.08133
1998,Direct migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.06405,31,640,0.04506,0.08303
1998,Direct migration background,Lower Secondary Level,Not employed: Pensioner,0.28052,115,640,0.24568,0.31535
1998,Direct migration background,Lower Secondary Level,Not employed: registered unemployed,0.11777,90,640,0.09278,0.14277
1998,Direct migration background,Lower Secondary Level,Not employed: no further information,0.15619,126,640,0.12804,0.18433
1998,Direct migration background,Upper Secondary Level,Blue-collar worker,0.37315,354,817,0.33997,0.40633
1998,Direct migration background,Upper Secondary Level,White-collar worker,0.13944,101,817,0.11567,0.16321
1998,Direct migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.03359,33,817,0.02123,0.04595
1998,Direct migration background,Upper Secondary Level,Not employed: Pensioner,0.23120,156,817,0.20227,0.26013
1998,Direct migration background,Upper Secondary Level,Not employed: registered unemployed,0.07881,67,817,0.06032,0.09729
1998,Direct migration background,Upper Secondary Level,Not employed: no further information,0.11541,106,817,0.09348,0.13733
1998,Direct migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.30278,46,80,0.20146,0.40410
1998,Direct migration background,Post-secondary Non-tertiary Level,White-collar worker,0.29861,34,80,0.19769,0.39953
1998,Direct migration background,Second Stage of Tertiary Education,White-collar worker,0.40360,78,78,0.29402,0.51319
1998,Indirect migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.98468,67,67,0.95506,1.01431
1998,Indirect migration background,Lower Secondary Level,Blue-collar worker,0.17885,37,133,0.11347,0.24423
1998,Indirect migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.47472,96,133,0.38953,0.55991
1998,Indirect migration background,Upper Secondary Level,Blue-collar worker,0.21734,61,160,0.15323,0.28145
1998,Indirect migration background,Upper Secondary Level,White-collar worker,0.31555,63,160,0.24332,0.38779
1998,Indirect migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.21520,36,160,0.15132,0.27908
1999,No migration background,No answer / don't know,Apprentice/ Trainee/ Intern,0.27840,47,47,0.14887,0.40793
1999,No migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.84448,204,204,0.79463,0.89434
1999,No migration background,Lower Secondary Level,Self-employed,0.02096,38,1624,0.01399,0.02793
1999,No migration background,Lower Secondary Level,Blue-collar worker,0.13098,245,1624,0.11457,0.14739
1999,No migration background,Lower Secondary Level,White-collar worker,0.07857,141,1624,0.06548,0.09166
1999,No migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.13012,288,1624,0.11375,0.14649
1999,No migration background,Lower Secondary Level,Not employed: Pensioner,0.49369,645,1624,0.46937,0.51801
1999,No migration background,Lower Secondary Level,Not employed: registered unemployed,0.04153,84,1624,0.03182,0.05123
1999,No migration background,Lower Secondary Level,Not employed: no further information,0.09755,183,1624,0.08312,0.11199
1999,No migration background,Upper Secondary Level,Self-employed,0.04721,289,5925,0.04181,0.05261
1999,No migration background,Upper Secondary Level,Blue-collar worker,0.20017,1420,5925,0.18998,0.21036
1999,No migration background,Upper Secondary Level,Civil servant,0.02771,166,5925,0.02353,0.03189
1999,No migration background,Upper Secondary Level,White-collar worker,0.25894,1573,5925,0.24778,0.27009
1999,No migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.03935,250,5925,0.03440,0.04430
1999,No migration background,Upper Secondary Level,Not employed: Pensioner,0.27507,1236,5925,0.26370,0.28644
1999,No migration background,Upper Secondary Level,Not employed: Military/Community Service,0.00574,39,5925,0.00381,0.00766
1999,No migration background,Upper Secondary Level,Not employed: registered unemployed,0.06425,443,5925,0.05801,0.07050
1999,No migration background,Upper Secondary Level,Not employed: no further information,0.08157,509,5925,0.07460,0.08854
1999,No migration background,Post-secondary Non-tertiary Level,Self-employed,0.11803,34,290,0.08083,0.15523
1999,No migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.07329,31,290,0.04324,0.10333
1999,No migration background,Post-secondary Non-tertiary Level,White-collar worker,0.48533,191,290,0.42770,0.54295
1999,No migration background,Post-secondary Non-tertiary Level,Apprentice/ Trainee/ Intern,0.08720,34,290,0.05467,0.11973
1999,No migration background,First Stage of Tertiary Education,Self-employed,0.11195,92,707,0.08869,0.13520
1999,No migration background,First Stage of Tertiary Education,Blue-collar worker,0.11459,111,707,0.09109,0.13808
1999,No migration background,First Stage of Tertiary Education,Civil servant,0.06997,51,707,0.05115,0.08878
1999,No migration background,First Stage of Tertiary Education,White-collar worker,0.36453,284,707,0.32903,0.40003
1999,No migration background,First Stage of Tertiary Education,Not employed: Pensioner,0.23347,127,707,0.20227,0.26468
1999,No migration background,First Stage of Tertiary Education,Not employed: no further information,0.06232,42,707,0.04449,0.08015
1999,No migration background,Second Stage of Tertiary Education,Self-employed,0.11761,182,1752,0.10252,0.13270
1999,No migration background,Second Stage of Tertiary Education,Blue-collar worker,0.01258,33,1752,0.00736,0.01780
1999,No migration background,Second Stage of Tertiary Education,Civil servant,0.13228,203,1752,0.11641,0.14815
1999,No migration background,Second Stage of Tertiary Education,White-collar worker,0.46171,907,1752,0.43836,0.48506
1999,No migration background,Second Stage of Tertiary Education,Apprentice/ Trainee/ Intern,0.02157,47,1752,0.01476,0.02837
1999,No migration background,Second Stage of Tertiary Education,Not employed: Pensioner,0.18507,257,1752,0.16688,0.20326
1999,No migration background,Second Stage of Tertiary Education,Not employed: registered unemployed,0.03918,72,1752,0.03009,0.04827
1999,No migration background,Second Stage of Tertiary Education,Not employed: no further information,0.02929,51,1752,0.02139,0.03719
1999,Direct migration background,No answer / don't know,Blue-collar worker,0.39313,31,62,0.27056,0.51571
1999,Direct migration background,No answer / don't know,Not employed: no further information,0.34877,31,62,0.22917,0.46837
1999,Direct migration background,Primary Level,Blue-collar worker,0.41144,126,329,0.35818,0.46470
1999,Direct migration background,Primary Level,Not employed: Pensioner,0.25671,93,329,0.20943,0.30398
1999,Direct migration background,Primary Level,Not employed: registered unemployed,0.10140,37,329,0.06873,0.13407
1999,Direct migration background,Primary Level,Not employed: no further information,0.19273,73,329,0.15004,0.23541
1999,Direct migration background,Lower Secondary Level,Blue-collar worker,0.33042,238,538,0.29064,0.37021
1999,Direct migration background,Lower Secondary Level,Not employed: Pensioner,0.29996,119,538,0.26120,0.33872
1999,Direct migration background,Lower Secondary Level,Not employed: registered unemployed,0.10421,64,538,0.07837,0.13005
1999,Direct migration background,Lower Secondary Level,Not employed: no further information,0.15083,117,538,0.12056,0.18110
1999,Direct migration background,Upper Secondary Level,Blue-collar worker,0.35143,315,738,0.31696,0.38590
1999,Direct migration background,Upper Secondary Level,White-collar worker,0.16711,111,738,0.14018,0.19405
1999,Direct migration background,Upper Secondary Level,Not employed: Pensioner,0.23598,150,738,0.20532,0.26664
1999,Direct migration background,Upper Secondary Level,Not employed: registered unemployed,0.06986,65,738,0.05146,0.08827
1999,Direct migration background,Upper Secondary Level,Not employed: no further information,0.10768,97,738,0.08530,0.13006
1999,Direct migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.28775,42,74,0.18389,0.39160
1999,Direct migration background,Post-secondary Non-tertiary Level,White-collar worker,0.31105,32,74,0.20486,0.41725
1999,Direct migration background,Second Stage of Tertiary Education,White-collar worker,0.40682,75,75,0.29490,0.51875
1999,Indirect migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.87153,58,58,0.78466,0.95840
1999,Indirect migration background,Lower Secondary Level,Blue-collar worker,0.16544,40,128,0.10081,0.23006
1999,Indirect migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.47312,88,128,0.38628,0.55995
1999,Indirect migration background,Upper Secondary Level,Blue-collar worker,0.27136,68,179,0.20603,0.33668
1999,Indirect migration background,Upper Secondary Level,White-collar worker,0.33725,75,179,0.26780,0.40671
1999,Indirect migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.19822,36,179,0.13965,0.25678
2000,No migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.87187,325,325,0.83548,0.90827
2000,No migration background,Primary Level,Blue-collar worker,0.38674,35,35,0.22304,0.55044
2000,No migration background,Lower Secondary Level,Self-employed,0.01871,41,2428,0.01332,0.02411
2000,No migration background,Lower Secondary Level,Blue-collar worker,0.14891,357,2428,0.13475,0.16308
2000,No migration background,Lower Secondary Level,White-collar worker,0.04710,121,2428,0.03867,0.05553
2000,No migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.15656,507,2428,0.14210,0.17101
2000,No migration background,Lower Secondary Level,Not employed: Pensioner,0.46988,976,2428,0.45002,0.48973
2000,No migration background,Lower Secondary Level,Not employed: registered unemployed,0.04342,125,2428,0.03532,0.05153
2000,No migration background,Lower Secondary Level,Not employed: no further information,0.11059,301,2428,0.09812,0.12307
2000,No migration background,Upper Secondary Level,Self-employed,0.04979,553,11204,0.04577,0.05382
2000,No migration background,Upper Secondary Level,Blue-collar worker,0.20234,2424,11204,0.19490,0.20978
2000,No migration background,Upper Secondary Level,Civil servant,0.02238,271,11204,0.01964,0.02512
2000,No migration background,Upper Secondary Level,White-collar worker,0.25424,2891,11204,0.24617,0.26230
2000,No migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.03669,465,11204,0.03321,0.04017
2000,No migration background,Upper Secondary Level,Not employed: Pensioner,0.28741,2716,11204,0.27903,0.29579
2000,No migration background,Upper Secondary Level,Not employed: Military/Community Service,0.00508,73,11204,0.00377,0.00640
2000,No migration background,Upper Secondary Level,Not employed: registered unemployed,0.05676,762,11204,0.05247,0.06104
2000,No migration background,Upper Secondary Level,Not employed: no further information,0.08531,1049,11204,0.08014,0.09048
2000,No migration background,Post-secondary Non-tertiary Level,Self-employed,0.09727,68,779,0.07644,0.11809
2000,No migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.07042,65,779,0.05244,0.08839
2000,No migration background,Post-secondary Non-tertiary Level,White-collar worker,0.49915,409,779,0.46401,0.53428
2000,No migration background,Post-secondary Non-tertiary Level,Apprentice/ Trainee/ Intern,0.08236,69,779,0.06304,0.10167
2000,No migration background,Post-secondary Non-tertiary Level,Not employed: Pensioner,0.14335,91,779,0.11872,0.16797
2000,No migration background,Post-secondary Non-tertiary Level,Not employed: no further information,0.08117,77,779,0.06198,0.10036
2000,No migration background,First Stage of Tertiary Education,Self-employed,0.10586,191,1631,0.09093,0.12080
2000,No migration background,First Stage of Tertiary Education,Blue-collar worker,0.11481,208,1631,0.09934,0.13029
2000,No migration background,First Stage of Tertiary Education,Civil servant,0.04620,78,1631,0.03601,0.05639
2000,No migration background,First Stage of Tertiary Education,White-collar worker,0.37115,627,1631,0.34770,0.39460
2000,No migration background,First Stage of Tertiary Education,Not employed: Pensioner,0.24714,331,1631,0.22620,0.26808
2000,No migration background,First Stage of Tertiary Education,Not employed: registered unemployed,0.03332,65,1631,0.02461,0.04204
2000,No migration background,First Stage of Tertiary Education,Not employed: no further information,0.07367,131,1631,0.06099,0.08635
2000,No migration background,Second Stage of Tertiary Education,Self-employed,0.11842,355,3353,0.10749,0.12936
2000,No migration background,Second Stage of Tertiary Education,Blue-collar worker,0.02024,71,3353,0.01548,0.02501
2000,No migration background,Second Stage of Tertiary Education,Civil servant,0.12582,451,3353,0.11460,0.13705
2000,No migration background,Second Stage of Tertiary Education,White-collar worker,0.43833,1569,3353,0.42153,0.45512
2000,No migration background,Second Stage of Tertiary Education,Apprentice/ Trainee/ Intern,0.02294,79,3353,0.01787,0.02801
2000,No migration background,Second Stage of Tertiary Education,Not employed: Pensioner,0.19898,564,3353,0.18547,0.21250
2000,No migration background,Second Stage of Tertiary Education,Not employed: registered unemployed,0.03112,120,3353,0.02524,0.03700
2000,No migration background,Second Stage of Tertiary Education,Not employed: no further information,0.04339,144,3353,0.03649,0.05028
2000,Direct migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.86457,47,47,0.76569,0.96346
2000,Direct migration background,Primary Level,Blue-collar worker,0.32375,85,252,0.26586,0.38163
2000,Direct migration background,Primary Level,Not employed: Pensioner,0.29073,81,252,0.23455,0.34690
2000,Direct migration background,Primary Level,Not employed: no further information,0.28482,86,252,0.22899,0.34066
2000,Direct migration background,Lower Secondary Level,Blue-collar worker,0.36022,322,836,0.32765,0.39278
2000,Direct migration background,Lower Secondary Level,White-collar worker,0.04037,33,836,0.02702,0.05373
2000,Direct migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.07890,62,836,0.06062,0.09719
2000,Direct migration background,Lower Secondary Level,Not employed: Pensioner,0.24831,168,836,0.21900,0.27761
2000,Direct migration background,Lower Secondary Level,Not employed: registered unemployed,0.07587,77,836,0.05791,0.09383
2000,Direct migration background,Lower Secondary Level,Not employed: no further information,0.17523,174,836,0.14945,0.20102
2000,Direct migration background,Upper Secondary Level,Self-employed,0.03374,46,1215,0.02358,0.04389
2000,Direct migration background,Upper Secondary Level,Blue-collar worker,0.37918,491,1215,0.35189,0.40647
2000,Direct migration background,Upper Secondary Level,White-collar worker,0.14741,170,1215,0.12747,0.16736
2000,Direct migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.03533,43,1215,0.02494,0.04571
2000,Direct migration background,Upper Secondary Level,Not employed: Pensioner,0.20401,212,1215,0.18134,0.22668
2000,Direct migration background,Upper Secondary Level,Not employed: registered unemployed,0.06466,94,1215,0.05083,0.07850
2000,Direct migration background,Upper Secondary Level,Not employed: no further information,0.12553,159,1215,0.10689,0.14417
2000,Direct migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.36242,98,200,0.29563,0.42921
2000,Direct migration background,Post-secondary Non-tertiary Level,White-collar worker,0.22225,56,200,0.16449,0.28002
2000,Direct migration background,Post-secondary Non-tertiary Level,Not employed: no further information,0.15527,46,200,0.10496,0.20559
2000,Direct migration background,First Stage of Tertiary Education,Blue-collar worker,0.25053,46,144,0.17951,0.32156
2000,Direct migration background,First Stage of Tertiary Education,White-collar worker,0.33859,66,144,0.26103,0.41616
2000,Direct migration background,First Stage of Tertiary Education,Not employed: Pensioner,0.18779,32,144,0.12378,0.25180
2000,Direct migration background,Second Stage of Tertiary Education,Self-employed,0.08339,34,363,0.05491,0.11187
2000,Direct migration background,Second Stage of Tertiary Education,Blue-collar worker,0.13507,53,363,0.09986,0.17028
2000,Direct migration background,Second Stage of Tertiary Education,White-collar worker,0.40739,159,363,0.35677,0.45801
2000,Direct migration background,Second Stage of Tertiary Education,Not employed: Pensioner,0.10355,36,363,0.07216,0.13493
2000,Direct migration background,Second Stage of Tertiary Education,Not employed: registered unemployed,0.06502,33,363,0.03962,0.09042
2000,Direct migration background,Second Stage of Tertiary Education,Not employed: no further information,0.11202,48,363,0.07953,0.14451
2000,Indirect migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.93961,62,62,0.87983,0.99939
2000,Indirect migration background,Lower Secondary Level,Blue-collar worker,0.18307,55,219,0.13173,0.23441
2000,Indirect migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.48085,124,219,0.41452,0.54717
2000,Indirect migration background,Lower Secondary Level,Not employed: no further information,0.17977,40,219,0.12880,0.23075
2000,Indirect migration background,Upper Secondary Level,Blue-collar worker,0.28753,103,294,0.23570,0.33936
2000,Indirect migration background,Upper Secondary Level,White-collar worker,0.29618,94,294,0.24390,0.34846
2000,Indirect migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.15505,58,294,0.11360,0.19649
2000,Indirect migration background,Upper Secondary Level,Not employed: no further information,0.11784,39,294,0.08092,0.15476
2000,Indirect migration background,Second Stage of Tertiary Education,White-collar worker,0.63878,36,36,0.47964,0.79792
2001,No migration background,No answer / don't know,Apprentice/ Trainee/ Intern,0.54475,46,46,0.39925,0.69026
2001,No migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.84320,359,359,0.80553,0.88087
2001,No migration background,Lower Secondary Level,Blue-collar worker,0.14756,305,2039,0.13216,0.16296
2001,No migration background,Lower Secondary Level,White-collar worker,0.05161,116,2039,0.04200,0.06121
2001,No migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.15124,422,2039,0.13569,0.16680
2001,No migration background,Lower Secondary Level,Not employed: Pensioner,0.48331,852,2039,0.46161,0.50501
2001,No migration background,Lower Secondary Level,Not employed: registered unemployed,0.04996,113,2039,0.04050,0.05942
2001,No migration background,Lower Secondary Level,Not employed: no further information,0.09937,231,2039,0.08638,0.11235
2001,No migration background,Upper Secondary Level,Self-employed,0.05082,499,10161,0.04655,0.05509
2001,No migration background,Upper Secondary Level,Blue-collar worker,0.20390,2198,10161,0.19606,0.21173
2001,No migration background,Upper Secondary Level,Civil servant,0.02410,259,10161,0.02112,0.02709
2001,No migration background,Upper Secondary Level,White-collar worker,0.24800,2603,10161,0.23960,0.25640
2001,No migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.03624,431,10161,0.03261,0.03987
2001,No migration background,Upper Secondary Level,Not employed: Pensioner,0.29347,2544,10161,0.28461,0.30232
2001,No migration background,Upper Secondary Level,Not employed: Military/Community Service,0.00631,67,10161,0.00477,0.00786
2001,No migration background,Upper Secondary Level,Not employed: registered unemployed,0.05922,695,10161,0.05463,0.06381
2001,No migration background,Upper Secondary Level,Not employed: no further information,0.07794,865,10161,0.07273,0.08315
2001,No migration background,Post-secondary Non-tertiary Level,Self-employed,0.07873,54,735,0.05925,0.09822
2001,No migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.06955,58,735,0.05115,0.08796
2001,No migration background,Post-secondary Non-tertiary Level,White-collar worker,0.48574,393,735,0.44958,0.52190
2001,No migration background,Post-secondary Non-tertiary Level,Apprentice/ Trainee/ Intern,0.07396,58,735,0.05502,0.09289
2001,No migration background,Post-secondary Non-tertiary Level,Not employed: Pensioner,0.16168,96,735,0.13504,0.18831
2001,No migration background,Post-secondary Non-tertiary Level,Not employed: no further information,0.08949,76,735,0.06884,0.11014
2001,No migration background,First Stage of Tertiary Education,Self-employed,0.11236,181,1462,0.09617,0.12855
2001,No migration background,First Stage of Tertiary Education,Blue-collar worker,0.10308,174,1462,0.08749,0.11867
2001,No migration background,First Stage of Tertiary Education,Civil servant,0.04458,67,1462,0.03400,0.05516
2001,No migration background,First Stage of Tertiary Education,White-collar worker,0.37628,567,1462,0.35144,0.40112
2001,No migration background,First Stage of Tertiary Education,Not employed: Pensioner,0.25974,313,1462,0.23726,0.28223
2001,No migration background,First Stage of Tertiary Education,Not employed: registered unemployed,0.04098,63,1462,0.03081,0.05115
2001,No migration background,First Stage of Tertiary Education,Not employed: no further information,0.05442,97,1462,0.04279,0.06605
2001,No migration background,Second Stage of Tertiary Education,Self-employed,0.11386,321,3131,0.10274,0.12499
2001,No migration background,Second Stage of Tertiary Education,Blue-collar worker,0.01858,60,3131,0.01385,0.02331
2001,No migration background,Second Stage of Tertiary Education,Civil servant,0.12805,412,3131,0.11634,0.13975
2001,No migration background,Second Stage of Tertiary Education,White-collar worker,0.44789,1491,3131,0.43047,0.46531
2001,No migration background,Second Stage of Tertiary Education,Apprentice/ Trainee/ Intern,0.01767,52,3131,0.01305,0.02228
2001,No migration background,Second Stage of Tertiary Education,Not employed: Pensioner,0.20656,564,3131,0.19237,0.22074
2001,No migration background,Second Stage of Tertiary Education,Not employed: registered unemployed,0.03026,106,3131,0.02425,0.03626
2001,No migration background,Second Stage of Tertiary Education,Not employed: no further information,0.03714,125,3131,0.03052,0.04377
2001,Direct migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.84677,38,38,0.73070,0.96284
2001,Direct migration background,Primary Level,Blue-collar worker,0.31565,67,189,0.24921,0.38209
2001,Direct migration background,Primary Level,Not employed: Pensioner,0.37924,69,189,0.30988,0.44860
2001,Direct migration background,Primary Level,Not employed: no further information,0.21986,53,189,0.16066,0.27906
2001,Direct migration background,Lower Secondary Level,Blue-collar worker,0.33101,283,724,0.29670,0.36531
2001,Direct migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.09615,63,724,0.07466,0.11764
2001,Direct migration background,Lower Secondary Level,Not employed: Pensioner,0.25648,161,724,0.22465,0.28831
2001,Direct migration background,Lower Secondary Level,Not employed: registered unemployed,0.08196,63,724,0.06197,0.10196
2001,Direct migration background,Lower Secondary Level,Not employed: no further information,0.17139,154,724,0.14392,0.19886
2001,Direct migration background,Upper Secondary Level,Self-employed,0.04018,41,1077,0.02844,0.05191
2001,Direct migration background,Upper Secondary Level,Blue-collar worker,0.36946,444,1077,0.34062,0.39830
2001,Direct migration background,Upper Secondary Level,White-collar worker,0.15671,153,1077,0.13499,0.17843
2001,Direct migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.04013,38,1077,0.02840,0.05186
2001,Direct migration background,Upper Secondary Level,Not employed: Pensioner,0.19757,194,1077,0.17378,0.22137
2001,Direct migration background,Upper Secondary Level,Not employed: registered unemployed,0.07474,77,1077,0.05903,0.09045
2001,Direct migration background,Upper Secondary Level,Not employed: no further information,0.11357,130,1077,0.09461,0.13253
2001,Direct migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.39173,99,147,0.31255,0.47091
2001,Direct migration background,Post-secondary Non-tertiary Level,White-collar worker,0.17824,48,147,0.11616,0.24032
2001,Direct migration background,First Stage of Tertiary Education,Blue-collar worker,0.22464,37,129,0.15234,0.29694
2001,Direct migration background,First Stage of Tertiary Education,White-collar worker,0.36333,61,129,0.28000,0.44665
2001,Direct migration background,First Stage of Tertiary Education,Not employed: Pensioner,0.21779,31,129,0.14628,0.28929
2001,Direct migration background,Second Stage of Tertiary Education,Blue-collar worker,0.13359,47,301,0.09509,0.17209
2001,Direct migration background,Second Stage of Tertiary Education,White-collar worker,0.36768,135,301,0.31312,0.42224
2001,Direct migration background,Second Stage of Tertiary Education,Not employed: Pensioner,0.09869,35,301,0.06494,0.13244
2001,Direct migration background,Second Stage of Tertiary Education,Not employed: registered unemployed,0.09057,34,301,0.05809,0.12305
2001,Direct migration background,Second Stage of Tertiary Education,Not employed: no further information,0.15763,50,301,0.11640,0.19887
2001,Indirect migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.88907,61,61,0.80960,0.96853
2001,Indirect migration background,Lower Secondary Level,Blue-collar worker,0.25303,56,156,0.18459,0.32148
2001,Indirect migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.42248,100,156,0.34472,0.50024
2001,Indirect migration background,Upper Secondary Level,Blue-collar worker,0.27964,86,261,0.22508,0.33419
2001,Indirect migration background,Upper Secondary Level,White-collar worker,0.25150,80,261,0.19876,0.30424
2001,Indirect migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.18298,60,261,0.13598,0.22998
2001,Indirect migration background,Upper Secondary Level,Not employed: no further information,0.12492,35,261,0.08473,0.16511
2001,Indirect migration background,Second Stage of Tertiary Education,White-collar worker,0.61503,37,37,0.45607,0.77398
2002,No migration background,No answer / don't know,Apprentice/ Trainee/ Intern,0.58769,81,81,0.47982,0.69555
2002,No migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.88577,419,419,0.85528,0.91627
2002,No migration background,Lower Secondary Level,Blue-collar worker,0.14548,270,1947,0.12981,0.16114
2002,No migration background,Lower Secondary Level,White-collar worker,0.05243,123,1947,0.04253,0.06233
2002,No migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.15593,436,1947,0.13981,0.17204
2002,No migration background,Lower Secondary Level,Not employed: Pensioner,0.47347,806,1947,0.45129,0.49566
2002,No migration background,Lower Secondary Level,Not employed: registered unemployed,0.06096,108,1947,0.05033,0.07159
2002,No migration background,Lower Secondary Level,Not employed: no further information,0.09521,204,1947,0.08217,0.10825
2002,No migration background,Upper Secondary Level,Self-employed,0.04253,500,10230,0.03861,0.04644
2002,No migration background,Upper Secondary Level,Blue-collar worker,0.20029,2012,10230,0.19253,0.20804
2002,No migration background,Upper Secondary Level,Civil servant,0.02311,272,10230,0.02019,0.02602
2002,No migration background,Upper Secondary Level,White-collar worker,0.24675,2737,10230,0.23839,0.25510
2002,No migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.03597,487,10230,0.03236,0.03958
2002,No migration background,Upper Secondary Level,Not employed: Pensioner,0.30193,2582,10230,0.29304,0.31083
2002,No migration background,Upper Secondary Level,Not employed: Military/Community Service,0.00475,65,10230,0.00341,0.00608
2002,No migration background,Upper Secondary Level,Not employed: registered unemployed,0.06764,713,10230,0.06278,0.07251
2002,No migration background,Upper Secondary Level,Not employed: no further information,0.07705,862,10230,0.07188,0.08221
2002,No migration background,Post-secondary Non-tertiary Level,Self-employed,0.06168,60,880,0.04577,0.07758
2002,No migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.06815,60,880,0.05149,0.08481
2002,No migration background,Post-secondary Non-tertiary Level,White-collar worker,0.50213,465,880,0.46908,0.53519
