year,quintil_oecd,sampreg,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,2nd Quintile,West,Not employed: no further information,0.14875,297,1662,0.13163,0.16586
1996,2nd Quintile,East,Blue-collar worker,0.23142,241,892,0.20373,0.25911
1996,2nd Quintile,East,White-collar worker,0.14975,170,892,0.12632,0.17318
1996,2nd Quintile,East,Apprentice/ Trainee/ Intern,0.08021,98,892,0.06238,0.09805
1996,2nd Quintile,East,Not employed: Pensioner,0.36374,250,892,0.33215,0.39533
1996,2nd Quintile,East,Not employed: registered unemployed,0.10482,102,892,0.08471,0.12493
1996,2nd Quintile,East,Not employed: no further information,0.02933,31,892,0.01825,0.04041
1996,3rd Quintile,West,Self-employed,0.03907,66,1766,0.03003,0.04811
1996,3rd Quintile,West,Blue-collar worker,0.21225,504,1766,0.19318,0.23133
1996,3rd Quintile,West,Civil servant,0.03442,57,1766,0.02591,0.04292
1996,3rd Quintile,West,White-collar worker,0.21883,399,1766,0.19955,0.23812
1996,3rd Quintile,West,Apprentice/ Trainee/ Intern,0.07191,149,1766,0.05985,0.08396
1996,3rd Quintile,West,Not employed: Pensioner,0.27389,314,1766,0.25308,0.29469
1996,3rd Quintile,West,Not employed: registered unemployed,0.05330,93,1766,0.04282,0.06378
1996,3rd Quintile,West,Not employed: no further information,0.09166,184,1766,0.07819,0.10512
1996,3rd Quintile,East,Self-employed,0.03873,35,877,0.02595,0.05150
1996,3rd Quintile,East,Blue-collar worker,0.25477,243,877,0.22591,0.28362
1996,3rd Quintile,East,White-collar worker,0.21994,231,877,0.19251,0.24737
1996,3rd Quintile,East,Apprentice/ Trainee/ Intern,0.06927,79,877,0.05246,0.08609
1996,3rd Quintile,East,Not employed: Pensioner,0.30815,209,877,0.27758,0.33873
1996,3rd Quintile,East,Not employed: registered unemployed,0.08161,80,877,0.06348,0.09974
1996,4th Quintile,West,Self-employed,0.05046,95,2010,0.04089,0.06004
1996,4th Quintile,West,Blue-collar worker,0.19599,479,2010,0.17863,0.21335
1996,4th Quintile,West,Civil servant,0.05033,94,2010,0.04077,0.05989
1996,4th Quintile,West,White-collar worker,0.30553,614,2010,0.28539,0.32567
1996,4th Quintile,West,Apprentice/ Trainee/ Intern,0.05536,139,2010,0.04536,0.06536
1996,4th Quintile,West,Not employed: Pensioner,0.22086,334,2010,0.20272,0.23900
1996,4th Quintile,West,Not employed: registered unemployed,0.03785,83,2010,0.02951,0.04620
1996,4th Quintile,West,Not employed: no further information,0.08026,172,2010,0.06838,0.09215
1996,4th Quintile,East,Self-employed,0.06602,40,658,0.04703,0.08501
1996,4th Quintile,East,Blue-collar worker,0.20396,143,658,0.17314,0.23477
1996,4th Quintile,East,White-collar worker,0.36649,274,658,0.32965,0.40334
1996,4th Quintile,East,Apprentice/ Trainee/ Intern,0.06039,53,658,0.04217,0.07860
1996,4th Quintile,East,Not employed: Pensioner,0.16351,86,658,0.13523,0.19178
1996,4th Quintile,East,Not employed: registered unemployed,0.09792,62,658,0.07519,0.12064
1996,5th Quintile,West,Self-employed,0.10757,226,2053,0.09416,0.12097
1996,5th Quintile,West,Blue-collar worker,0.08695,236,2053,0.07475,0.09914
1996,5th Quintile,West,Civil servant,0.09109,168,2053,0.07864,0.10354
1996,5th Quintile,West,White-collar worker,0.39429,836,2053,0.37314,0.41543
1996,5th Quintile,West,Apprentice/ Trainee/ Intern,0.05137,122,2053,0.04182,0.06092
1996,5th Quintile,West,Not employed: Pensioner,0.17478,263,2053,0.15835,0.19121
1996,5th Quintile,West,Not employed: registered unemployed,0.02311,52,2053,0.01661,0.02961
1996,5th Quintile,West,Not employed: no further information,0.06747,150,2053,0.05661,0.07832
1996,5th Quintile,East,Self-employed,0.12029,48,324,0.08481,0.15576
1996,5th Quintile,East,Blue-collar worker,0.07371,33,324,0.04521,0.10220
1996,5th Quintile,East,White-collar worker,0.44807,167,324,0.39384,0.50231
1996,5th Quintile,East,Apprentice/ Trainee/ Intern,0.06005,31,324,0.03414,0.08596
1996,5th Quintile,East,Not employed: registered unemployed,0.11752,45,324,0.08240,0.15264
1997,1st Quintile,West,Self-employed,0.03225,41,1670,0.02377,0.04072
1997,1st Quintile,West,Blue-collar worker,0.14484,350,1670,0.12796,0.16173
1997,1st Quintile,West,White-collar worker,0.08169,128,1670,0.06855,0.09483
1997,1st Quintile,West,Apprentice/ Trainee/ Intern,0.10456,208,1670,0.08988,0.11924
1997,1st Quintile,West,Not employed: Pensioner,0.31660,346,1670,0.29428,0.33891
1997,1st Quintile,West,Not employed: registered unemployed,0.13390,222,1670,0.11757,0.15024
1997,1st Quintile,West,Not employed: no further information,0.17934,375,1670,0.16093,0.19774
1997,1st Quintile,East,Blue-collar worker,0.14617,127,673,0.11946,0.17288
1997,1st Quintile,East,White-collar worker,0.09375,77,673,0.07171,0.11578
1997,1st Quintile,East,Apprentice/ Trainee/ Intern,0.08761,81,673,0.06624,0.10899
1997,1st Quintile,East,Not employed: Pensioner,0.36290,188,673,0.32654,0.39925
1997,1st Quintile,East,Not employed: registered unemployed,0.18858,143,673,0.15900,0.21815
1997,1st Quintile,East,Not employed: no further information,0.07245,57,673,0.05285,0.09205
1997,2nd Quintile,West,Self-employed,0.01696,42,1732,0.01088,0.02305
1997,2nd Quintile,West,Blue-collar worker,0.19879,475,1732,0.17999,0.21759
1997,2nd Quintile,West,White-collar worker,0.19202,300,1732,0.17346,0.21057
1997,2nd Quintile,West,Apprentice/ Trainee/ Intern,0.08073,165,1732,0.06789,0.09356
1997,2nd Quintile,West,Not employed: Pensioner,0.31928,349,1732,0.29732,0.34124
1997,2nd Quintile,West,Not employed: registered unemployed,0.06078,131,1732,0.04953,0.07204
1997,2nd Quintile,West,Not employed: no further information,0.12256,270,1732,0.10711,0.13801
1997,2nd Quintile,East,Blue-collar worker,0.20041,219,907,0.17434,0.22647
1997,2nd Quintile,East,White-collar worker,0.15619,176,907,0.13255,0.17982
1997,2nd Quintile,East,Apprentice/ Trainee/ Intern,0.08945,121,907,0.07087,0.10804
1997,2nd Quintile,East,Not employed: Pensioner,0.37999,275,907,0.34838,0.41159
1997,2nd Quintile,East,Not employed: registered unemployed,0.10688,116,907,0.08676,0.12700
1997,3rd Quintile,West,Self-employed,0.02499,54,1761,0.01770,0.03229
1997,3rd Quintile,West,Blue-collar worker,0.19208,450,1761,0.17368,0.21048
1997,3rd Quintile,West,Civil servant,0.03359,62,1761,0.02518,0.04201
1997,3rd Quintile,West,White-collar worker,0.22029,403,1761,0.20093,0.23965
1997,3rd Quintile,West,Apprentice/ Trainee/ Intern,0.07409,150,1761,0.06185,0.08632
1997,3rd Quintile,West,Not employed: Pensioner,0.29557,330,1761,0.27425,0.31689
1997,3rd Quintile,West,Not employed: registered unemployed,0.05028,104,1761,0.04007,0.06049
1997,3rd Quintile,West,Not employed: no further information,0.10433,208,1761,0.09005,0.11862
1997,3rd Quintile,East,Self-employed,0.04288,36,815,0.02897,0.05680
1997,3rd Quintile,East,Blue-collar worker,0.22298,203,815,0.19438,0.25157
1997,3rd Quintile,East,White-collar worker,0.22695,227,815,0.19818,0.25573
1997,3rd Quintile,East,Apprentice/ Trainee/ Intern,0.06688,78,815,0.04972,0.08404
1997,3rd Quintile,East,Not employed: Pensioner,0.29656,183,815,0.26518,0.32794
1997,3rd Quintile,East,Not employed: registered unemployed,0.10534,88,815,0.08425,0.12643
1997,4th Quintile,West,Self-employed,0.04825,97,1935,0.03870,0.05781
1997,4th Quintile,West,Blue-collar worker,0.18902,461,1935,0.17157,0.20647
1997,4th Quintile,West,Civil servant,0.05347,92,1935,0.04345,0.06350
1997,4th Quintile,West,White-collar worker,0.32430,616,1935,0.30344,0.34517
1997,4th Quintile,West,Apprentice/ Trainee/ Intern,0.05962,133,1935,0.04907,0.07017
1997,4th Quintile,West,Not employed: Pensioner,0.21104,310,1935,0.19286,0.22923
1997,4th Quintile,West,Not employed: registered unemployed,0.03629,73,1935,0.02795,0.04462
1997,4th Quintile,West,Not employed: no further information,0.07410,153,1935,0.06242,0.08577
1997,4th Quintile,East,Self-employed,0.04855,31,684,0.03243,0.06466
1997,4th Quintile,East,Blue-collar worker,0.18143,135,684,0.15252,0.21033
1997,4th Quintile,East,White-collar worker,0.38177,290,684,0.34534,0.41821
1997,4th Quintile,East,Apprentice/ Trainee/ Intern,0.07285,68,684,0.05336,0.09234
1997,4th Quintile,East,Not employed: Pensioner,0.18733,95,684,0.15807,0.21660
1997,4th Quintile,East,Not employed: registered unemployed,0.09347,65,684,0.07164,0.11530
1997,5th Quintile,West,Self-employed,0.10943,224,2034,0.09586,0.12300
1997,5th Quintile,West,Blue-collar worker,0.08917,221,2034,0.07678,0.10155
1997,5th Quintile,West,Civil servant,0.09737,184,2034,0.08449,0.11026
1997,5th Quintile,West,White-collar worker,0.37410,805,2034,0.35306,0.39513
1997,5th Quintile,West,Apprentice/ Trainee/ Intern,0.04342,103,2034,0.03456,0.05228
1997,5th Quintile,West,Not employed: Pensioner,0.18654,287,2034,0.16961,0.20348
1997,5th Quintile,West,Not employed: registered unemployed,0.02468,62,2034,0.01793,0.03142
1997,5th Quintile,West,Not employed: no further information,0.07146,148,2034,0.06026,0.08266
1997,5th Quintile,East,Self-employed,0.16696,61,296,0.12441,0.20952
1997,5th Quintile,East,White-collar worker,0.43107,167,296,0.37455,0.48758
1997,5th Quintile,East,Not employed: Pensioner,0.09103,34,296,0.05821,0.12386
1997,5th Quintile,East,Not employed: registered unemployed,0.12669,34,296,0.08873,0.16465
1998,1st Quintile,West,Self-employed,0.01861,40,1695,0.01218,0.02505
1998,1st Quintile,West,Blue-collar worker,0.16707,362,1695,0.14930,0.18483
1998,1st Quintile,West,White-collar worker,0.10467,164,1695,0.09009,0.11925
1998,1st Quintile,West,Apprentice/ Trainee/ Intern,0.11394,212,1695,0.09880,0.12907
1998,1st Quintile,West,Not employed: Pensioner,0.28023,318,1695,0.25884,0.30161
1998,1st Quintile,West,Not employed: registered unemployed,0.13462,227,1695,0.11837,0.15088
1998,1st Quintile,West,Not employed: no further information,0.17603,372,1695,0.15789,0.19417
1998,1st Quintile,East,Blue-collar worker,0.14351,112,615,0.11578,0.17124
1998,1st Quintile,East,White-collar worker,0.08894,65,615,0.06642,0.11145
1998,1st Quintile,East,Apprentice/ Trainee/ Intern,0.10912,84,615,0.08446,0.13378
1998,1st Quintile,East,Not employed: Pensioner,0.33025,153,615,0.29305,0.36745
1998,1st Quintile,East,Not employed: registered unemployed,0.23645,157,615,0.20284,0.27006
1998,1st Quintile,East,Not employed: no further information,0.05534,44,615,0.03725,0.07343
1998,2nd Quintile,West,Self-employed,0.02553,43,1651,0.01792,0.03314
1998,2nd Quintile,West,Blue-collar worker,0.20184,433,1651,0.18248,0.22121
1998,2nd Quintile,West,White-collar worker,0.17783,292,1651,0.15938,0.19628
1998,2nd Quintile,West,Apprentice/ Trainee/ Intern,0.09550,190,1651,0.08132,0.10968
1998,2nd Quintile,West,Not employed: Pensioner,0.30496,331,1651,0.28274,0.32717
1998,2nd Quintile,West,Not employed: registered unemployed,0.05014,101,1651,0.03961,0.06067
1998,2nd Quintile,West,Not employed: no further information,0.13030,261,1651,0.11406,0.14654
1998,2nd Quintile,East,Blue-collar worker,0.22325,208,790,0.19420,0.25231
1998,2nd Quintile,East,White-collar worker,0.17372,161,790,0.14728,0.20015
1998,2nd Quintile,East,Apprentice/ Trainee/ Intern,0.07256,85,790,0.05446,0.09066
1998,2nd Quintile,East,Not employed: Pensioner,0.35377,217,790,0.32041,0.38714
1998,2nd Quintile,East,Not employed: registered unemployed,0.12644,119,790,0.10325,0.14963
1998,3rd Quintile,West,Self-employed,0.03233,57,1643,0.02377,0.04088
1998,3rd Quintile,West,Blue-collar worker,0.20389,418,1643,0.18440,0.22337
1998,3rd Quintile,West,Civil servant,0.02428,45,1643,0.01684,0.03173
1998,3rd Quintile,West,White-collar worker,0.21940,385,1643,0.19938,0.23942
1998,3rd Quintile,West,Apprentice/ Trainee/ Intern,0.07299,144,1643,0.06041,0.08558
1998,3rd Quintile,West,Not employed: Pensioner,0.31602,351,1643,0.29353,0.33851
1998,3rd Quintile,West,Not employed: registered unemployed,0.03915,72,1643,0.02977,0.04853
1998,3rd Quintile,West,Not employed: no further information,0.09066,171,1643,0.07677,0.10455
1998,3rd Quintile,East,Self-employed,0.02841,31,884,0.01745,0.03937
1998,3rd Quintile,East,Blue-collar worker,0.22180,225,884,0.19440,0.24921
1998,3rd Quintile,East,White-collar worker,0.20302,219,884,0.17648,0.22955
1998,3rd Quintile,East,Apprentice/ Trainee/ Intern,0.07008,96,884,0.05324,0.08692
1998,3rd Quintile,East,Not employed: Pensioner,0.34627,223,884,0.31489,0.37765
1998,3rd Quintile,East,Not employed: registered unemployed,0.08445,90,884,0.06611,0.10280
1998,4th Quintile,West,Self-employed,0.04563,98,1888,0.03621,0.05504
1998,4th Quintile,West,Blue-collar worker,0.18800,438,1888,0.17037,0.20563
1998,4th Quintile,West,Civil servant,0.05318,89,1888,0.04305,0.06330
1998,4th Quintile,West,White-collar worker,0.31169,601,1888,0.29079,0.33259
1998,4th Quintile,West,Apprentice/ Trainee/ Intern,0.06524,130,1888,0.05410,0.07638
1998,4th Quintile,West,Not employed: Pensioner,0.22485,312,1888,0.20601,0.24369
1998,4th Quintile,West,Not employed: registered unemployed,0.03608,63,1888,0.02766,0.04449
1998,4th Quintile,West,Not employed: no further information,0.07425,157,1888,0.06242,0.08608
1998,4th Quintile,East,Self-employed,0.06315,43,673,0.04476,0.08154
1998,4th Quintile,East,Blue-collar worker,0.16655,126,673,0.13838,0.19472
1998,4th Quintile,East,White-collar worker,0.33403,261,673,0.29837,0.36969
1998,4th Quintile,East,Apprentice/ Trainee/ Intern,0.06386,60,673,0.04537,0.08234
1998,4th Quintile,East,Not employed: Pensioner,0.23526,120,673,0.20319,0.26733
1998,4th Quintile,East,Not employed: registered unemployed,0.08566,63,673,0.06450,0.10681
1998,5th Quintile,West,Self-employed,0.11007,217,1875,0.09590,0.12424
1998,5th Quintile,West,Blue-collar worker,0.07112,176,1875,0.05948,0.08275
1998,5th Quintile,West,Civil servant,0.09736,171,1875,0.08394,0.11078
1998,5th Quintile,West,White-collar worker,0.38250,760,1875,0.36049,0.40450
1998,5th Quintile,West,Apprentice/ Trainee/ Intern,0.04423,91,1875,0.03492,0.05354
1998,5th Quintile,West,Not employed: Pensioner,0.19495,269,1875,0.17701,0.21289
1998,5th Quintile,West,Not employed: registered unemployed,0.02280,48,1875,0.01604,0.02956
1998,5th Quintile,West,Not employed: no further information,0.07166,143,1875,0.05998,0.08334
1998,5th Quintile,East,Self-employed,0.15917,66,389,0.12277,0.19557
1998,5th Quintile,East,Blue-collar worker,0.06633,36,389,0.04156,0.09109
1998,5th Quintile,East,White-collar worker,0.40633,177,389,0.35745,0.45520
1998,5th Quintile,East,Apprentice/ Trainee/ Intern,0.06718,32,389,0.04227,0.09209
1998,5th Quintile,East,Not employed: Pensioner,0.13678,44,389,0.10259,0.17097
1998,5th Quintile,East,Not employed: registered unemployed,0.09997,34,389,0.07012,0.12982
1999,1st Quintile,West,Self-employed,0.01988,34,1780,0.01339,0.02636
1999,1st Quintile,West,Blue-collar worker,0.18574,403,1780,0.16766,0.20381
1999,1st Quintile,West,White-collar worker,0.10956,193,1780,0.09505,0.12408
1999,1st Quintile,West,Apprentice/ Trainee/ Intern,0.11893,225,1780,0.10389,0.13397
1999,1st Quintile,West,Not employed: Pensioner,0.28736,369,1780,0.26633,0.30839
1999,1st Quintile,West,Not employed: registered unemployed,0.09984,182,1780,0.08591,0.11377
1999,1st Quintile,West,Not employed: no further information,0.16901,374,1780,0.15159,0.18642
1999,1st Quintile,East,Blue-collar worker,0.18990,177,782,0.16239,0.21740
1999,1st Quintile,East,White-collar worker,0.08856,79,782,0.06864,0.10849
1999,1st Quintile,East,Apprentice/ Trainee/ Intern,0.11358,112,782,0.09133,0.13583
1999,1st Quintile,East,Not employed: Pensioner,0.31434,186,782,0.28178,0.34690
1999,1st Quintile,East,Not employed: registered unemployed,0.19710,159,782,0.16920,0.22500
1999,1st Quintile,East,Not employed: no further information,0.06977,69,782,0.05190,0.08763
1999,2nd Quintile,West,Self-employed,0.03233,54,1822,0.02420,0.04045
1999,2nd Quintile,West,Blue-collar worker,0.21818,501,1822,0.19921,0.23715
1999,2nd Quintile,West,White-collar worker,0.17164,322,1822,0.15432,0.18896
1999,2nd Quintile,West,Apprentice/ Trainee/ Intern,0.08028,181,1822,0.06780,0.09276
1999,2nd Quintile,West,Not employed: Pensioner,0.32337,406,1822,0.30188,0.34485
1999,2nd Quintile,West,Not employed: registered unemployed,0.05060,94,1822,0.04054,0.06067
1999,2nd Quintile,West,Not employed: no further information,0.11329,264,1822,0.09873,0.12785
1999,2nd Quintile,East,Blue-collar worker,0.23172,262,965,0.20508,0.25835
1999,2nd Quintile,East,White-collar worker,0.16894,200,965,0.14528,0.19259
1999,2nd Quintile,East,Apprentice/ Trainee/ Intern,0.08143,109,965,0.06417,0.09870
1999,2nd Quintile,East,Not employed: Pensioner,0.37763,286,965,0.34703,0.40824
1999,2nd Quintile,East,Not employed: registered unemployed,0.08563,108,965,0.06796,0.10329
1999,3rd Quintile,West,Self-employed,0.03430,65,1896,0.02611,0.04250
1999,3rd Quintile,West,Blue-collar worker,0.19103,465,1896,0.17333,0.20873
1999,3rd Quintile,West,Civil servant,0.02816,56,1896,0.02071,0.03561
1999,3rd Quintile,West,White-collar worker,0.25168,478,1896,0.23214,0.27122
1999,3rd Quintile,West,Apprentice/ Trainee/ Intern,0.07634,151,1896,0.06438,0.08830
1999,3rd Quintile,West,Not employed: Pensioner,0.28946,402,1896,0.26904,0.30988
1999,3rd Quintile,West,Not employed: registered unemployed,0.03883,82,1896,0.03013,0.04753
1999,3rd Quintile,West,Not employed: no further information,0.08825,197,1896,0.07548,0.10102
1999,3rd Quintile,East,Self-employed,0.04420,41,891,0.03070,0.05771
1999,3rd Quintile,East,Blue-collar worker,0.22360,212,891,0.19622,0.25097
1999,3rd Quintile,East,White-collar worker,0.21189,238,891,0.18504,0.23874
1999,3rd Quintile,East,Apprentice/ Trainee/ Intern,0.06808,83,891,0.05154,0.08463
1999,3rd Quintile,East,Not employed: Pensioner,0.32941,235,891,0.29853,0.36029
1999,3rd Quintile,East,Not employed: registered unemployed,0.09107,82,891,0.07217,0.10997
1999,4th Quintile,West,Self-employed,0.05554,127,2128,0.04581,0.06528
1999,4th Quintile,West,Blue-collar worker,0.18780,450,2128,0.17120,0.20440
1999,4th Quintile,West,Civil servant,0.04622,99,2128,0.03730,0.05515
1999,4th Quintile,West,White-collar worker,0.32814,722,2128,0.30818,0.34809
1999,4th Quintile,West,Apprentice/ Trainee/ Intern,0.05107,123,2128,0.04171,0.06043
1999,4th Quintile,West,Not employed: Pensioner,0.23783,385,2128,0.21973,0.25592
1999,4th Quintile,West,Not employed: registered unemployed,0.02443,66,2128,0.01787,0.03099
1999,4th Quintile,West,Not employed: no further information,0.06647,156,2128,0.05588,0.07706
1999,4th Quintile,East,Self-employed,0.05162,35,596,0.03385,0.06940
1999,4th Quintile,East,Blue-collar worker,0.17602,113,596,0.14542,0.20662
1999,4th Quintile,East,White-collar worker,0.35816,247,596,0.31963,0.39669
1999,4th Quintile,East,Apprentice/ Trainee/ Intern,0.05846,48,596,0.03961,0.07731
1999,4th Quintile,East,Not employed: Pensioner,0.23558,106,596,0.20148,0.26968
1999,4th Quintile,East,Not employed: registered unemployed,0.07295,47,596,0.05205,0.09384
1999,5th Quintile,West,Self-employed,0.12200,277,2209,0.10834,0.13565
1999,5th Quintile,West,Blue-collar worker,0.07751,201,2209,0.06636,0.08866
1999,5th Quintile,West,Civil servant,0.09157,201,2209,0.07954,0.10360
1999,5th Quintile,West,White-collar worker,0.37615,888,2209,0.35594,0.39635
1999,5th Quintile,West,Apprentice/ Trainee/ Intern,0.04678,121,2209,0.03797,0.05559
1999,5th Quintile,West,Not employed: Pensioner,0.18956,320,2209,0.17321,0.20591
1999,5th Quintile,West,Not employed: registered unemployed,0.02186,45,2209,0.01576,0.02795
1999,5th Quintile,West,Not employed: no further information,0.07120,156,2209,0.06047,0.08192
1999,5th Quintile,East,Self-employed,0.17604,63,321,0.13431,0.21776
1999,5th Quintile,East,White-collar worker,0.43621,183,321,0.38188,0.49055
1999,5th Quintile,East,Apprentice/ Trainee/ Intern,0.08701,35,321,0.05613,0.11789
1999,5th Quintile,East,Not employed: Pensioner,0.11958,40,321,0.08403,0.15514
2000,1st Quintile,West,Self-employed,0.02499,45,1739,0.01765,0.03232
2000,1st Quintile,West,Blue-collar worker,0.17092,370,1739,0.15322,0.18862
2000,1st Quintile,West,White-collar worker,0.10161,173,1739,0.08740,0.11581
2000,1st Quintile,West,Apprentice/ Trainee/ Intern,0.11038,209,1739,0.09565,0.12511
2000,1st Quintile,West,Not employed: Pensioner,0.32540,413,1739,0.30337,0.34743
2000,1st Quintile,West,Not employed: registered unemployed,0.09450,179,1739,0.08074,0.10825
2000,1st Quintile,West,Not employed: no further information,0.16591,350,1739,0.14842,0.18340
2000,1st Quintile,East,Blue-collar worker,0.17190,152,796,0.14568,0.19813
2000,1st Quintile,East,White-collar worker,0.09594,84,796,0.07547,0.11642
2000,1st Quintile,East,Apprentice/ Trainee/ Intern,0.10259,108,796,0.08150,0.12368
2000,1st Quintile,East,Not employed: Pensioner,0.36750,234,796,0.33399,0.40102
2000,1st Quintile,East,Not employed: registered unemployed,0.17921,170,796,0.15255,0.20587
2000,1st Quintile,East,Not employed: no further information,0.04423,48,796,0.02993,0.05852
2000,2nd Quintile,West,Self-employed,0.03229,56,1778,0.02407,0.04051
2000,2nd Quintile,West,Blue-collar worker,0.22738,497,1778,0.20789,0.24687
2000,2nd Quintile,West,White-collar worker,0.17450,318,1778,0.15686,0.19215
2000,2nd Quintile,West,Apprentice/ Trainee/ Intern,0.07321,150,1778,0.06109,0.08532
2000,2nd Quintile,West,Not employed: Pensioner,0.32324,411,1778,0.30150,0.34499
2000,2nd Quintile,West,Not employed: registered unemployed,0.04129,92,1778,0.03204,0.05054
2000,2nd Quintile,West,Not employed: no further information,0.11494,254,1778,0.10011,0.12977
2000,2nd Quintile,East,Blue-collar worker,0.21371,235,864,0.18636,0.24106
2000,2nd Quintile,East,White-collar worker,0.15801,175,864,0.13367,0.18234
2000,2nd Quintile,East,Apprentice/ Trainee/ Intern,0.08898,102,864,0.06998,0.10797
2000,2nd Quintile,East,Not employed: Pensioner,0.38226,253,864,0.34983,0.41468
2000,2nd Quintile,East,Not employed: registered unemployed,0.09565,99,864,0.07603,0.11528
2000,3rd Quintile,West,Self-employed,0.03109,56,1766,0.02299,0.03919
2000,3rd Quintile,West,Blue-collar worker,0.20864,439,1766,0.18968,0.22759
2000,3rd Quintile,West,Civil servant,0.02656,46,1766,0.01906,0.03406
2000,3rd Quintile,West,White-collar worker,0.26679,471,1766,0.24616,0.28743
2000,3rd Quintile,West,Apprentice/ Trainee/ Intern,0.07538,154,1766,0.06306,0.08770
2000,3rd Quintile,West,Not employed: Pensioner,0.26761,357,1766,0.24696,0.28826
2000,3rd Quintile,West,Not employed: registered unemployed,0.02709,55,1766,0.01951,0.03466
2000,3rd Quintile,West,Not employed: no further information,0.09566,188,1766,0.08194,0.10938
2000,3rd Quintile,East,Self-employed,0.03414,33,912,0.02235,0.04593
2000,3rd Quintile,East,Blue-collar worker,0.22906,225,912,0.20177,0.25635
2000,3rd Quintile,East,White-collar worker,0.22015,245,912,0.19324,0.24706
2000,3rd Quintile,East,Apprentice/ Trainee/ Intern,0.06379,87,912,0.04792,0.07965
2000,3rd Quintile,East,Not employed: Pensioner,0.32259,230,912,0.29223,0.35295
2000,3rd Quintile,East,Not employed: registered unemployed,0.09598,92,912,0.07685,0.11511
2000,4th Quintile,West,Self-employed,0.05967,114,2018,0.04934,0.07001
2000,4th Quintile,West,Blue-collar worker,0.18919,426,2018,0.17210,0.20628
2000,4th Quintile,West,Civil servant,0.03838,91,2018,0.03000,0.04677
2000,4th Quintile,West,White-collar worker,0.33335,705,2018,0.31278,0.35393
2000,4th Quintile,West,Apprentice/ Trainee/ Intern,0.05389,130,2018,0.04403,0.06374
2000,4th Quintile,West,Not employed: Pensioner,0.24498,369,2018,0.22621,0.26375
2000,4th Quintile,West,Not employed: registered unemployed,0.01797,49,2018,0.01217,0.02377
2000,4th Quintile,West,Not employed: no further information,0.05976,134,2018,0.04941,0.07010
2000,4th Quintile,East,Self-employed,0.06276,38,629,0.04379,0.08173
2000,4th Quintile,East,Blue-collar worker,0.14653,114,629,0.11887,0.17419
2000,4th Quintile,East,White-collar worker,0.35438,263,629,0.31697,0.39179
2000,4th Quintile,East,Apprentice/ Trainee/ Intern,0.06068,50,629,0.04201,0.07935
2000,4th Quintile,East,Not employed: Pensioner,0.26858,120,629,0.23392,0.30325
2000,4th Quintile,East,Not employed: registered unemployed,0.05594,44,629,0.03797,0.07391
2000,5th Quintile,West,Self-employed,0.11461,264,2177,0.10123,0.12800
2000,5th Quintile,West,Blue-collar worker,0.07400,202,2177,0.06300,0.08500
2000,5th Quintile,West,Civil servant,0.09752,203,2177,0.08505,0.10998
2000,5th Quintile,West,White-collar worker,0.38001,882,2177,0.35961,0.40040
2000,5th Quintile,West,Apprentice/ Trainee/ Intern,0.04914,116,2177,0.04006,0.05822
2000,5th Quintile,West,Not employed: Pensioner,0.19002,306,2177,0.17354,0.20651
2000,5th Quintile,West,Not employed: registered unemployed,0.01797,47,2177,0.01239,0.02356
2000,5th Quintile,West,Not employed: no further information,0.07226,157,2177,0.06138,0.08314
2000,5th Quintile,East,Self-employed,0.14748,51,211,0.09953,0.19544
2000,5th Quintile,East,White-collar worker,0.45510,160,211,0.38775,0.52246
2001,1st Quintile,West,Self-employed,0.02017,55,2671,0.01484,0.02551
2001,1st Quintile,West,Blue-collar worker,0.17775,536,2671,0.16324,0.19225
2001,1st Quintile,West,White-collar worker,0.10622,281,2671,0.09453,0.11790
2001,1st Quintile,West,Apprentice/ Trainee/ Intern,0.11337,322,2671,0.10134,0.12539
2001,1st Quintile,West,Not employed: Pensioner,0.31884,697,2671,0.30116,0.33652
2001,1st Quintile,West,Not employed: registered unemployed,0.10508,286,2671,0.09345,0.11671
2001,1st Quintile,West,Not employed: no further information,0.15156,494,2671,0.13796,0.16516
2001,1st Quintile,East,Blue-collar worker,0.18073,217,1146,0.15845,0.20302
2001,1st Quintile,East,White-collar worker,0.10945,135,1146,0.09137,0.12753
2001,1st Quintile,East,Apprentice/ Trainee/ Intern,0.11517,162,1146,0.09668,0.13367
2001,1st Quintile,East,Not employed: Pensioner,0.31060,292,1146,0.28379,0.33740
2001,1st Quintile,East,Not employed: registered unemployed,0.22356,284,1146,0.19943,0.24769
2001,1st Quintile,East,Not employed: no further information,0.03409,56,1146,0.02358,0.04460
2001,2nd Quintile,West,Self-employed,0.02979,83,2936,0.02364,0.03594
2001,2nd Quintile,West,Blue-collar worker,0.23782,764,2936,0.22242,0.25323
2001,2nd Quintile,West,Civil servant,0.01084,35,2936,0.00709,0.01458
2001,2nd Quintile,West,White-collar worker,0.18641,567,2936,0.17232,0.20050
2001,2nd Quintile,West,Apprentice/ Trainee/ Intern,0.07390,265,2936,0.06444,0.08337
2001,2nd Quintile,West,Not employed: Pensioner,0.30325,698,2936,0.28662,0.31988
2001,2nd Quintile,West,Not employed: registered unemployed,0.04337,137,2936,0.03600,0.05073
2001,2nd Quintile,West,Not employed: no further information,0.10984,387,2936,0.09852,0.12115
2001,2nd Quintile,East,Self-employed,0.02929,38,1377,0.02038,0.03820
2001,2nd Quintile,East,Blue-collar worker,0.18302,271,1377,0.16259,0.20345
