year,migback,sex,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,No migration background,male,Not employed: Military/Community Service,0.00802,55,4757,0.00549,0.01056
1994,No migration background,male,Not employed: registered unemployed,0.05218,337,4757,0.04586,0.05850
1994,No migration background,male,Not employed: no further information,0.00735,43,4757,0.00492,0.00977
1994,No migration background,female,Self-employed,0.02596,170,5262,0.02166,0.03025
1994,No migration background,female,Blue-collar worker,0.06823,512,5262,0.06141,0.07504
1994,No migration background,female,Civil servant,0.01904,108,5262,0.01535,0.02274
1994,No migration background,female,White-collar worker,0.23287,1635,5262,0.22144,0.24429
1994,No migration background,female,Apprentice/ Trainee/ Intern,0.04710,393,5262,0.04138,0.05282
1994,No migration background,female,Not employed: Pensioner,0.25558,1177,5262,0.24379,0.26737
1994,No migration background,female,Not employed: registered unemployed,0.05259,435,5262,0.04656,0.05863
1994,No migration background,female,Not employed: no further information,0.13966,832,5262,0.13029,0.14902
1994,Direct migration background,male,Self-employed,0.06322,61,1170,0.04927,0.07717
1994,Direct migration background,male,Blue-collar worker,0.39144,639,1170,0.36346,0.41942
1994,Direct migration background,male,White-collar worker,0.13400,112,1170,0.11447,0.15352
1994,Direct migration background,male,Apprentice/ Trainee/ Intern,0.03918,45,1170,0.02806,0.05030
1994,Direct migration background,male,Not employed: Pensioner,0.21009,179,1170,0.18674,0.23345
1994,Direct migration background,male,Not employed: registered unemployed,0.10616,134,1170,0.08850,0.12382
1994,Direct migration background,female,Blue-collar worker,0.20330,315,1125,0.17977,0.22683
1994,Direct migration background,female,White-collar worker,0.18079,160,1125,0.15829,0.20328
1994,Direct migration background,female,Apprentice/ Trainee/ Intern,0.03358,40,1125,0.02305,0.04411
1994,Direct migration background,female,Not employed: Pensioner,0.22705,156,1125,0.20256,0.25154
1994,Direct migration background,female,Not employed: registered unemployed,0.06451,96,1125,0.05015,0.07887
1994,Direct migration background,female,Not employed: no further information,0.24525,358,1125,0.22010,0.27040
1994,Indirect migration background,male,Blue-collar worker,0.09309,70,181,0.05064,0.13554
1994,Indirect migration background,male,Apprentice/ Trainee/ Intern,0.15295,111,181,0.10037,0.20554
1994,Indirect migration background,female,White-collar worker,0.06730,54,191,0.03167,0.10292
1994,Indirect migration background,female,Apprentice/ Trainee/ Intern,0.14997,102,191,0.09920,0.20073
1994,Indirect migration background,female,Not employed: no further information,0.04346,35,191,0.01447,0.07246
1995,No migration background,male,Self-employed,0.05962,347,4746,0.05288,0.06636
1995,No migration background,male,Blue-collar worker,0.20564,1422,4746,0.19414,0.21714
1995,No migration background,male,Civil servant,0.05446,289,4746,0.04800,0.06092
1995,No migration background,male,White-collar worker,0.19866,1142,4746,0.18731,0.21001
1995,No migration background,male,Apprentice/ Trainee/ Intern,0.06221,408,4746,0.05534,0.06908
1995,No migration background,male,Not employed: Pensioner,0.17835,770,4746,0.16746,0.18924
1995,No migration background,male,Not employed: Military/Community Service,0.00743,44,4746,0.00499,0.00988
1995,No migration background,male,Not employed: registered unemployed,0.04577,286,4746,0.03982,0.05171
1995,No migration background,male,Not employed: no further information,0.00609,38,4746,0.00388,0.00831
1995,No migration background,female,Self-employed,0.02572,170,5244,0.02144,0.03001
1995,No migration background,female,Blue-collar worker,0.06825,523,5244,0.06143,0.07508
1995,No migration background,female,Civil servant,0.02129,123,5244,0.01739,0.02520
1995,No migration background,female,White-collar worker,0.23154,1657,5244,0.22012,0.24296
1995,No migration background,female,Apprentice/ Trainee/ Intern,0.04823,402,5244,0.04243,0.05402
1995,No migration background,female,Not employed: Pensioner,0.25940,1156,5244,0.24754,0.27127
1995,No migration background,female,Not employed: registered unemployed,0.05036,390,5244,0.04444,0.05628
1995,No migration background,female,Not employed: no further information,0.13510,823,5244,0.12585,0.14436
1995,Direct migration background,male,Self-employed,0.04028,57,1393,0.02995,0.05061
1995,Direct migration background,male,Blue-collar worker,0.36196,719,1393,0.33672,0.38721
1995,Direct migration background,male,White-collar worker,0.12236,134,1393,0.10515,0.13958
1995,Direct migration background,male,Apprentice/ Trainee/ Intern,0.06830,87,1393,0.05505,0.08155
1995,Direct migration background,male,Not employed: Pensioner,0.18029,211,1393,0.16009,0.20048
1995,Direct migration background,male,Not employed: registered unemployed,0.11234,151,1393,0.09575,0.12893
1995,Direct migration background,male,Not employed: no further information,0.02557,34,1393,0.01728,0.03386
1995,Direct migration background,female,Blue-collar worker,0.15293,327,1340,0.13365,0.17220
1995,Direct migration background,female,White-collar worker,0.18840,214,1340,0.16745,0.20934
1995,Direct migration background,female,Apprentice/ Trainee/ Intern,0.05064,67,1340,0.03890,0.06239
1995,Direct migration background,female,Not employed: Pensioner,0.22428,195,1340,0.20194,0.24662
1995,Direct migration background,female,Not employed: registered unemployed,0.07663,130,1340,0.06238,0.09088
1995,Direct migration background,female,Not employed: no further information,0.22060,407,1340,0.19839,0.24281
1995,Indirect migration background,male,Blue-collar worker,0.07739,68,209,0.04108,0.11370
1995,Indirect migration background,male,White-collar worker,0.04052,31,209,0.01372,0.06732
1995,Indirect migration background,male,Apprentice/ Trainee/ Intern,0.13629,110,209,0.08967,0.18292
1995,Indirect migration background,female,White-collar worker,0.08628,77,201,0.04737,0.12520
1995,Indirect migration background,female,Apprentice/ Trainee/ Intern,0.12978,88,201,0.08321,0.17636
1995,Indirect migration background,female,Not employed: no further information,0.04198,36,201,0.01418,0.06977
1996,No migration background,male,Self-employed,0.06516,368,4712,0.05811,0.07221
1996,No migration background,male,Blue-collar worker,0.19536,1345,4712,0.18404,0.20668
1996,No migration background,male,Civil servant,0.05261,278,4712,0.04624,0.05899
1996,No migration background,male,White-collar worker,0.20101,1143,4712,0.18956,0.21245
1996,No migration background,male,Apprentice/ Trainee/ Intern,0.05855,397,4712,0.05184,0.06525
1996,No migration background,male,Not employed: Pensioner,0.18260,777,4712,0.17157,0.19364
1996,No migration background,male,Not employed: Military/Community Service,0.00562,36,4712,0.00349,0.00776
1996,No migration background,male,Not employed: registered unemployed,0.04905,314,4712,0.04288,0.05522
1996,No migration background,male,Not employed: no further information,0.00821,54,4712,0.00563,0.01079
1996,No migration background,female,Self-employed,0.02802,184,5181,0.02353,0.03252
1996,No migration background,female,Blue-collar worker,0.07045,517,5181,0.06348,0.07742
1996,No migration background,female,Civil servant,0.02102,124,5181,0.01711,0.02492
1996,No migration background,female,White-collar worker,0.23227,1624,5181,0.22077,0.24377
1996,No migration background,female,Apprentice/ Trainee/ Intern,0.04825,392,5181,0.04241,0.05408
1996,No migration background,female,Not employed: Pensioner,0.26252,1155,5181,0.25053,0.27450
1996,No migration background,female,Not employed: registered unemployed,0.04796,375,5181,0.04214,0.05378
1996,No migration background,female,Not employed: no further information,0.13206,810,5181,0.12284,0.14128
1996,Direct migration background,male,Self-employed,0.04318,57,1292,0.03210,0.05427
1996,Direct migration background,male,Blue-collar worker,0.36551,659,1292,0.33924,0.39178
1996,Direct migration background,male,White-collar worker,0.12086,115,1292,0.10308,0.13864
1996,Direct migration background,male,Apprentice/ Trainee/ Intern,0.05426,68,1292,0.04190,0.06661
1996,Direct migration background,male,Not employed: Pensioner,0.19643,214,1292,0.17476,0.21811
1996,Direct migration background,male,Not employed: registered unemployed,0.10671,148,1292,0.08987,0.12355
1996,Direct migration background,male,Not employed: no further information,0.02150,31,1292,0.01359,0.02941
1996,Direct migration background,female,Blue-collar worker,0.17135,311,1267,0.15059,0.19211
1996,Direct migration background,female,White-collar worker,0.17085,205,1267,0.15012,0.19158
1996,Direct migration background,female,Apprentice/ Trainee/ Intern,0.05152,62,1267,0.03934,0.06370
1996,Direct migration background,female,Not employed: Pensioner,0.22108,197,1267,0.19822,0.24394
1996,Direct migration background,female,Not employed: registered unemployed,0.08692,114,1267,0.07140,0.10244
1996,Direct migration background,female,Not employed: no further information,0.22752,378,1267,0.20443,0.25062
1996,Indirect migration background,male,Blue-collar worker,0.07258,73,218,0.03806,0.10710
1996,Indirect migration background,male,White-collar worker,0.04594,40,218,0.01809,0.07380
1996,Indirect migration background,male,Apprentice/ Trainee/ Intern,0.13185,105,218,0.08683,0.17686
1996,Indirect migration background,female,Blue-collar worker,0.03303,34,242,0.01047,0.05559
1996,Indirect migration background,female,White-collar worker,0.07962,68,242,0.04544,0.11380
1996,Indirect migration background,female,Apprentice/ Trainee/ Intern,0.13172,94,242,0.08903,0.17442
1996,Indirect migration background,female,Not employed: no further information,0.04839,46,242,0.02129,0.07548
1997,No migration background,male,Self-employed,0.06410,364,4664,0.05707,0.07113
1997,No migration background,male,Blue-collar worker,0.18058,1239,4664,0.16954,0.19162
1997,No migration background,male,Civil servant,0.05413,281,4664,0.04764,0.06063
1997,No migration background,male,White-collar worker,0.20119,1126,4664,0.18968,0.21269
1997,No migration background,male,Apprentice/ Trainee/ Intern,0.05817,411,4664,0.05145,0.06488
1997,No migration background,male,Not employed: Pensioner,0.19108,808,4664,0.17979,0.20236
1997,No migration background,male,Not employed: Military/Community Service,0.00663,46,4664,0.00430,0.00896
1997,No migration background,male,Not employed: registered unemployed,0.05978,354,4664,0.05297,0.06658
1997,No migration background,male,Not employed: no further information,0.00608,35,4664,0.00385,0.00831
1997,No migration background,female,Self-employed,0.02763,187,5111,0.02313,0.03212
1997,No migration background,female,Blue-collar worker,0.06024,443,5111,0.05371,0.06676
1997,No migration background,female,Civil servant,0.02161,134,5111,0.01763,0.02560
1997,No migration background,female,White-collar worker,0.23357,1621,5111,0.22196,0.24517
1997,No migration background,female,Apprentice/ Trainee/ Intern,0.05178,401,5111,0.04570,0.05785
1997,No migration background,female,Not employed: Pensioner,0.26850,1174,5111,0.25635,0.28065
1997,No migration background,female,Not employed: registered unemployed,0.05004,367,5111,0.04406,0.05601
1997,No migration background,female,Not employed: no further information,0.12927,784,5111,0.12007,0.13847
1997,Direct migration background,male,Self-employed,0.03681,50,1238,0.02631,0.04730
1997,Direct migration background,male,Blue-collar worker,0.36568,613,1238,0.33884,0.39252
1997,Direct migration background,male,White-collar worker,0.13138,120,1238,0.11255,0.15020
1997,Direct migration background,male,Apprentice/ Trainee/ Intern,0.05153,64,1238,0.03921,0.06385
1997,Direct migration background,male,Not employed: Pensioner,0.20295,212,1238,0.18054,0.22536
1997,Direct migration background,male,Not employed: registered unemployed,0.10287,148,1238,0.08594,0.11980
1997,Direct migration background,male,Not employed: no further information,0.02823,31,1238,0.01900,0.03746
1997,Direct migration background,female,Blue-collar worker,0.16704,261,1197,0.14590,0.18818
1997,Direct migration background,female,White-collar worker,0.17460,199,1197,0.15309,0.19612
1997,Direct migration background,female,Apprentice/ Trainee/ Intern,0.04895,49,1197,0.03672,0.06118
1997,Direct migration background,female,Not employed: Pensioner,0.22690,198,1197,0.20317,0.25064
1997,Direct migration background,female,Not employed: registered unemployed,0.08228,126,1197,0.06671,0.09786
1997,Direct migration background,female,Not employed: no further information,0.23577,364,1197,0.21172,0.25983
1997,Indirect migration background,male,Blue-collar worker,0.07803,77,240,0.04402,0.11203
1997,Indirect migration background,male,White-collar worker,0.07132,55,240,0.03869,0.10395
1997,Indirect migration background,male,Apprentice/ Trainee/ Intern,0.14585,108,240,0.10110,0.19060
1997,Indirect migration background,female,Blue-collar worker,0.03269,32,245,0.01038,0.05500
1997,Indirect migration background,female,White-collar worker,0.09196,69,245,0.05570,0.12822
1997,Indirect migration background,female,Apprentice/ Trainee/ Intern,0.13880,102,245,0.09541,0.18218
1997,Indirect migration background,female,Not employed: no further information,0.05490,42,245,0.02632,0.08349
1998,No migration background,male,Self-employed,0.06505,411,5364,0.05845,0.07165
1998,No migration background,male,Blue-collar worker,0.18396,1383,5364,0.17359,0.19433
1998,No migration background,male,Civil servant,0.04881,308,5364,0.04305,0.05458
1998,No migration background,male,White-collar worker,0.20649,1318,5364,0.19565,0.21732
1998,No migration background,male,Apprentice/ Trainee/ Intern,0.05937,454,5364,0.05304,0.06569
1998,No migration background,male,Not employed: Pensioner,0.19772,1010,5364,0.18706,0.20838
1998,No migration background,male,Not employed: Military/Community Service,0.00474,41,5364,0.00290,0.00657
1998,No migration background,male,Not employed: registered unemployed,0.05416,397,5364,0.04810,0.06021
1998,No migration background,male,Not employed: no further information,0.00567,42,5364,0.00366,0.00767
1998,No migration background,female,Self-employed,0.02811,216,5866,0.02388,0.03233
1998,No migration background,female,Blue-collar worker,0.05821,493,5866,0.05222,0.06421
1998,No migration background,female,Civil servant,0.02233,152,5866,0.01855,0.02611
1998,No migration background,female,White-collar worker,0.23399,1840,5866,0.22315,0.24482
1998,No migration background,female,Apprentice/ Trainee/ Intern,0.05525,464,5866,0.04940,0.06109
1998,No migration background,female,Not employed: Pensioner,0.26804,1362,5866,0.25670,0.27938
1998,No migration background,female,Not employed: registered unemployed,0.04871,400,5866,0.04320,0.05422
1998,No migration background,female,Not employed: no further information,0.13250,939,5866,0.12383,0.14118
1998,Direct migration background,male,Self-employed,0.03481,54,1172,0.02431,0.04531
1998,Direct migration background,male,Blue-collar worker,0.38312,587,1172,0.35528,0.41097
1998,Direct migration background,male,White-collar worker,0.11508,109,1172,0.09680,0.13336
1998,Direct migration background,male,Apprentice/ Trainee/ Intern,0.05833,66,1172,0.04490,0.07175
1998,Direct migration background,male,Not employed: Pensioner,0.19923,221,1172,0.17635,0.22210
1998,Direct migration background,male,Not employed: registered unemployed,0.10251,135,1172,0.08514,0.11988
1998,Direct migration background,female,Blue-collar worker,0.18649,262,1163,0.16409,0.20888
1998,Direct migration background,female,White-collar worker,0.17009,178,1163,0.14849,0.19170
1998,Direct migration background,female,Apprentice/ Trainee/ Intern,0.04752,50,1163,0.03529,0.05976
1998,Direct migration background,female,Not employed: Pensioner,0.20882,202,1163,0.18545,0.23219
1998,Direct migration background,female,Not employed: registered unemployed,0.07466,110,1163,0.05955,0.08978
1998,Direct migration background,female,Not employed: no further information,0.23839,361,1163,0.21389,0.26289
1998,Indirect migration background,male,Blue-collar worker,0.08559,76,247,0.05063,0.12055
1998,Indirect migration background,male,White-collar worker,0.06252,48,247,0.03227,0.09277
1998,Indirect migration background,male,Apprentice/ Trainee/ Intern,0.17704,123,247,0.12934,0.22474
1998,Indirect migration background,female,Blue-collar worker,0.04118,41,257,0.01684,0.06552
1998,Indirect migration background,female,White-collar worker,0.09795,70,257,0.06154,0.13437
1998,Indirect migration background,female,Apprentice/ Trainee/ Intern,0.13495,105,257,0.09309,0.17680
1998,Indirect migration background,female,Not employed: no further information,0.06432,41,257,0.03427,0.09437
1999,No migration background,male,Self-employed,0.06866,412,5194,0.06179,0.07554
1999,No migration background,male,Blue-collar worker,0.19063,1377,5194,0.17994,0.20131
1999,No migration background,male,Civil servant,0.04697,288,5194,0.04122,0.05273
1999,No migration background,male,White-collar worker,0.20440,1293,5194,0.19343,0.21537
1999,No migration background,male,Apprentice/ Trainee/ Intern,0.05909,432,5194,0.05267,0.06550
1999,No migration background,male,Not employed: Pensioner,0.20287,991,5194,0.19193,0.21380
1999,No migration background,male,Not employed: Military/Community Service,0.00603,43,5194,0.00393,0.00814
1999,No migration background,male,Not employed: registered unemployed,0.04716,324,5194,0.04139,0.05292
1999,No migration background,male,Not employed: no further information,0.00524,34,5194,0.00328,0.00721
1999,No migration background,female,Self-employed,0.03241,236,5668,0.02780,0.03702
1999,No migration background,female,Blue-collar worker,0.06465,523,5668,0.05825,0.07106
1999,No migration background,female,Civil servant,0.02232,150,5668,0.01848,0.02617
1999,No migration background,female,White-collar worker,0.24470,1841,5668,0.23351,0.25590
1999,No migration background,female,Apprentice/ Trainee/ Intern,0.05645,454,5668,0.05044,0.06246
1999,No migration background,female,Not employed: Pensioner,0.26989,1325,5668,0.25834,0.28145
1999,No migration background,female,Not employed: registered unemployed,0.04071,329,5668,0.03556,0.04585
1999,No migration background,female,Not employed: no further information,0.11812,810,5668,0.10971,0.12652
1999,Direct migration background,male,Self-employed,0.04298,54,1071,0.03083,0.05513
1999,Direct migration background,male,Blue-collar worker,0.39084,534,1071,0.36160,0.42007
1999,Direct migration background,male,White-collar worker,0.12298,107,1071,0.10330,0.14266
1999,Direct migration background,male,Apprentice/ Trainee/ Intern,0.03999,44,1071,0.02825,0.05173
1999,Direct migration background,male,Not employed: Pensioner,0.21043,215,1071,0.18601,0.23485
1999,Direct migration background,male,Not employed: registered unemployed,0.09568,117,1071,0.07806,0.11331
1999,Direct migration background,female,Blue-collar worker,0.19169,247,1071,0.16811,0.21528
1999,Direct migration background,female,White-collar worker,0.18074,171,1071,0.15769,0.20380
1999,Direct migration background,female,Apprentice/ Trainee/ Intern,0.03390,41,1071,0.02306,0.04475
1999,Direct migration background,female,Not employed: Pensioner,0.22233,197,1071,0.19742,0.24725
1999,Direct migration background,female,Not employed: registered unemployed,0.05848,83,1071,0.04442,0.07254
1999,Direct migration background,female,Not employed: no further information,0.23757,332,1071,0.21207,0.26307
1999,Indirect migration background,male,Blue-collar worker,0.10737,86,259,0.06959,0.14515
1999,Indirect migration background,male,White-collar worker,0.07466,57,259,0.04258,0.10673
1999,Indirect migration background,male,Apprentice/ Trainee/ Intern,0.18018,116,259,0.13329,0.22708
1999,Indirect migration background,female,Blue-collar worker,0.04246,44,278,0.01872,0.06621
1999,Indirect migration background,female,White-collar worker,0.10526,81,278,0.06912,0.14140
1999,Indirect migration background,female,Apprentice/ Trainee/ Intern,0.12690,101,278,0.08770,0.16610
1999,Indirect migration background,female,Not employed: no further information,0.07250,52,278,0.04196,0.10304
2000,No migration background,male,Self-employed,0.07231,786,9536,0.06711,0.07751
2000,No migration background,male,Blue-collar worker,0.19162,2270,9536,0.18372,0.19952
2000,No migration background,male,Civil servant,0.04389,551,9536,0.03978,0.04800
2000,No migration background,male,White-collar worker,0.20770,2389,9536,0.19956,0.21584
2000,No migration background,male,Apprentice/ Trainee/ Intern,0.05484,718,9536,0.05027,0.05941
2000,No migration background,male,Not employed: Pensioner,0.20736,2119,9536,0.19922,0.21549
2000,No migration background,male,Not employed: Military/Community Service,0.00578,82,9536,0.00425,0.00730
2000,No migration background,male,Not employed: registered unemployed,0.03997,529,9536,0.03604,0.04391
2000,No migration background,male,Not employed: no further information,0.00776,92,9536,0.00599,0.00952
2000,No migration background,female,Self-employed,0.03344,425,10401,0.02999,0.03690
2000,No migration background,female,Blue-collar worker,0.06761,911,10401,0.06278,0.07243
2000,No migration background,female,Civil servant,0.01883,261,10401,0.01622,0.02145
2000,No migration background,female,White-collar worker,0.24941,3254,10401,0.24109,0.25772
2000,No migration background,female,Apprentice/ Trainee/ Intern,0.05086,752,10401,0.04664,0.05509
2000,No migration background,female,Not employed: Pensioner,0.26819,2589,10401,0.25967,0.27670
2000,No migration background,female,Not employed: registered unemployed,0.03864,576,10401,0.03494,0.04235
2000,No migration background,female,Not employed: no further information,0.12423,1633,10401,0.11790,0.13057
2000,Direct migration background,male,Self-employed,0.04764,85,1602,0.03721,0.05808
2000,Direct migration background,male,Blue-collar worker,0.39317,735,1602,0.36924,0.41710
2000,Direct migration background,male,White-collar worker,0.11778,181,1602,0.10199,0.13357
2000,Direct migration background,male,Apprentice/ Trainee/ Intern,0.06110,107,1602,0.04937,0.07283
2000,Direct migration background,male,Not employed: Pensioner,0.17223,284,1602,0.15374,0.19073
2000,Direct migration background,male,Not employed: registered unemployed,0.08632,169,1602,0.07256,0.10008
2000,Direct migration background,male,Not employed: no further information,0.02540,41,1602,0.01769,0.03311
2000,Direct migration background,female,Self-employed,0.02073,32,1667,0.01389,0.02758
2000,Direct migration background,female,Blue-collar worker,0.19311,365,1667,0.17416,0.21207
2000,Direct migration background,female,White-collar worker,0.18608,309,1667,0.16739,0.20477
2000,Direct migration background,female,Apprentice/ Trainee/ Intern,0.04567,84,1667,0.03564,0.05569
2000,Direct migration background,female,Not employed: Pensioner,0.18127,275,1667,0.16278,0.19977
2000,Direct migration background,female,Not employed: registered unemployed,0.03580,95,1667,0.02688,0.04472
2000,Direct migration background,female,Not employed: no further information,0.24624,507,1667,0.22556,0.26693
2000,Indirect migration background,male,Blue-collar worker,0.11477,121,330,0.08033,0.14922
2000,Indirect migration background,male,White-collar worker,0.06957,69,330,0.04208,0.09706
2000,Indirect migration background,male,Apprentice/ Trainee/ Intern,0.13930,140,330,0.10189,0.17672
2000,Indirect migration background,female,Blue-collar worker,0.04088,54,371,0.02071,0.06106
2000,Indirect migration background,female,White-collar worker,0.12032,115,371,0.08717,0.15348
2000,Indirect migration background,female,Apprentice/ Trainee/ Intern,0.10357,119,371,0.07252,0.13462
2000,Indirect migration background,female,Not employed: no further information,0.08157,83,371,0.05368,0.10945
2001,No migration background,male,Self-employed,0.07192,710,8713,0.06649,0.07734
2001,No migration background,male,Blue-collar worker,0.18395,1999,8713,0.17582,0.19209
2001,No migration background,male,Civil servant,0.04515,504,8713,0.04079,0.04951
2001,No migration background,male,White-collar worker,0.21021,2200,8713,0.20165,0.21877
2001,No migration background,male,Apprentice/ Trainee/ Intern,0.05369,655,8713,0.04896,0.05842
2001,No migration background,male,Not employed: Pensioner,0.21211,1995,8713,0.20352,0.22069
2001,No migration background,male,Not employed: Military/Community Service,0.00758,79,8713,0.00576,0.00941
2001,No migration background,male,Not employed: registered unemployed,0.04458,501,8713,0.04024,0.04891
2001,No migration background,male,Not employed: no further information,0.00644,70,8713,0.00476,0.00812
2001,No migration background,female,Self-employed,0.03227,375,9494,0.02872,0.03583
2001,No migration background,female,Blue-collar worker,0.07207,856,9494,0.06686,0.07727
2001,No migration background,female,Civil servant,0.02084,247,9494,0.01797,0.02371
2001,No migration background,female,White-collar worker,0.24945,3005,9494,0.24074,0.25815
2001,No migration background,female,Apprentice/ Trainee/ Intern,0.05339,738,9494,0.04887,0.05791
2001,No migration background,female,Not employed: Pensioner,0.27333,2399,9494,0.26436,0.28229
2001,No migration background,female,Not employed: registered unemployed,0.04035,527,9494,0.03639,0.04431
2001,No migration background,female,Not employed: no further information,0.11260,1347,9494,0.10624,0.11896
2001,Direct migration background,male,Self-employed,0.04906,74,1409,0.03778,0.06034
2001,Direct migration background,male,Blue-collar worker,0.38808,651,1409,0.36262,0.41353
2001,Direct migration background,male,White-collar worker,0.11919,160,1409,0.10227,0.13612
2001,Direct migration background,male,Apprentice/ Trainee/ Intern,0.06714,87,1409,0.05407,0.08021
2001,Direct migration background,male,Not employed: Pensioner,0.18012,263,1409,0.16004,0.20019
2001,Direct migration background,male,Not employed: registered unemployed,0.10145,141,1409,0.08568,0.11722
2001,Direct migration background,male,Not employed: no further information,0.02343,33,1409,0.01553,0.03133
2001,Direct migration background,female,Self-employed,0.01976,31,1476,0.01266,0.02687
2001,Direct migration background,female,Blue-collar worker,0.18829,333,1476,0.16834,0.20825
2001,Direct migration background,female,White-collar worker,0.18023,268,1476,0.16062,0.19985
2001,Direct migration background,female,Apprentice/ Trainee/ Intern,0.06099,84,1476,0.04877,0.07320
2001,Direct migration background,female,Not employed: Pensioner,0.18689,257,1476,0.16700,0.20678
2001,Direct migration background,female,Not employed: registered unemployed,0.05430,95,1476,0.04274,0.06587
2001,Direct migration background,female,Not employed: no further information,0.23319,408,1476,0.21161,0.25477
2001,Indirect migration background,male,Blue-collar worker,0.11824,108,297,0.08146,0.15503
2001,Indirect migration background,male,White-collar worker,0.06444,63,297,0.03647,0.09242
2001,Indirect migration background,male,Apprentice/ Trainee/ Intern,0.12465,126,297,0.08702,0.16229
2001,Indirect migration background,female,Blue-collar worker,0.04031,49,344,0.01950,0.06113
2001,Indirect migration background,female,White-collar worker,0.10904,105,344,0.07606,0.14203
2001,Indirect migration background,female,Apprentice/ Trainee/ Intern,0.11158,118,344,0.07826,0.14490
2001,Indirect migration background,female,Not employed: no further information,0.06215,72,344,0.03660,0.08770
2002,No migration background,male,Self-employed,0.06448,839,9389,0.05951,0.06944
2002,No migration background,male,Blue-collar worker,0.17859,1830,9389,0.17084,0.18633
2002,No migration background,male,Civil servant,0.04189,629,9389,0.03784,0.04594
2002,No migration background,male,White-collar worker,0.20854,2518,9389,0.20032,0.21675
2002,No migration background,male,Apprentice/ Trainee/ Intern,0.05637,766,9389,0.05170,0.06103
2002,No migration background,male,Not employed: Pensioner,0.22021,2103,9389,0.21183,0.22860
2002,No migration background,male,Not employed: Military/Community Service,0.00560,76,9389,0.00409,0.00711
2002,No migration background,male,Not employed: registered unemployed,0.05204,529,9389,0.04755,0.05653
2002,No migration background,male,Not employed: no further information,0.00945,99,9389,0.00749,0.01141
2002,No migration background,female,Self-employed,0.02893,434,10046,0.02565,0.03221
2002,No migration background,female,Blue-collar worker,0.07479,806,10046,0.06964,0.07993
2002,No migration background,female,Civil servant,0.01978,418,10046,0.01705,0.02250
2002,No migration background,female,White-collar worker,0.24749,3292,10046,0.23905,0.25592
2002,No migration background,female,Apprentice/ Trainee/ Intern,0.05420,800,10046,0.04977,0.05862
2002,No migration background,female,Not employed: Pensioner,0.27670,2427,10046,0.26795,0.28545
2002,No migration background,female,Not employed: registered unemployed,0.04383,517,10046,0.03983,0.04783
2002,No migration background,female,Not employed: no further information,0.11105,1352,10046,0.10490,0.11719
2002,Direct migration background,male,Self-employed,0.05738,92,1307,0.04477,0.06999
2002,Direct migration background,male,Blue-collar worker,0.38965,574,1307,0.36320,0.41609
2002,Direct migration background,male,White-collar worker,0.09769,152,1307,0.08159,0.11380
2002,Direct migration background,male,Apprentice/ Trainee/ Intern,0.07314,85,1307,0.05902,0.08726
2002,Direct migration background,male,Not employed: Pensioner,0.19900,282,1307,0.17735,0.22066
2002,Direct migration background,male,Not employed: registered unemployed,0.09324,122,1307,0.07747,0.10901
2002,Direct migration background,female,Self-employed,0.01775,35,1421,0.01089,0.02462
2002,Direct migration background,female,Blue-collar worker,0.20933,307,1421,0.18817,0.23049
2002,Direct migration background,female,White-collar worker,0.16561,264,1421,0.14628,0.18495
2002,Direct migration background,female,Apprentice/ Trainee/ Intern,0.06978,82,1421,0.05653,0.08303
2002,Direct migration background,female,Not employed: Pensioner,0.18921,261,1421,0.16883,0.20958
2002,Direct migration background,female,Not employed: registered unemployed,0.06456,95,1421,0.05178,0.07734
2002,Direct migration background,female,Not employed: no further information,0.21755,377,1421,0.19609,0.23901
2002,Indirect migration background,male,Blue-collar worker,0.08428,89,282,0.05180,0.11676
2002,Indirect migration background,male,White-collar worker,0.08203,83,282,0.04995,0.11412
2002,Indirect migration background,male,Apprentice/ Trainee/ Intern,0.12836,110,282,0.08925,0.16747
2002,Indirect migration background,female,Blue-collar worker,0.03240,39,362,0.01413,0.05066
2002,Indirect migration background,female,White-collar worker,0.12952,130,362,0.09489,0.16416
2002,Indirect migration background,female,Apprentice/ Trainee/ Intern,0.11678,122,362,0.08365,0.14991
2002,Indirect migration background,female,Not employed: no further information,0.05702,71,362,0.03310,0.08094
2003,No migration background,male,Self-employed,0.06754,813,9040,0.06237,0.07271
2003,No migration background,male,Blue-collar worker,0.17504,1720,9040,0.16720,0.18287
2003,No migration background,male,Civil servant,0.04192,572,9040,0.03779,0.04605
2003,No migration background,male,White-collar worker,0.20474,2353,9040,0.19642,0.21305
2003,No migration background,male,Apprentice/ Trainee/ Intern,0.05752,758,9040,0.05272,0.06232
2003,No migration background,male,Not employed: Pensioner,0.22478,2111,9040,0.21618,0.23339
2003,No migration background,male,Not employed: Military/Community Service,0.00473,64,9040,0.00331,0.00614
2003,No migration background,male,Not employed: registered unemployed,0.05720,562,9040,0.05242,0.06199
2003,No migration background,male,Not employed: no further information,0.00784,87,9040,0.00602,0.00966
2003,No migration background,female,Self-employed,0.02753,402,9699,0.02427,0.03079
2003,No migration background,female,Blue-collar worker,0.06990,750,9699,0.06483,0.07498
2003,No migration background,female,Civil servant,0.02034,392,9699,0.01753,0.02315
2003,No migration background,female,White-collar worker,0.25130,3178,9699,0.24266,0.25993
2003,No migration background,female,Apprentice/ Trainee/ Intern,0.05267,770,9699,0.04822,0.05712
