year,bula_h,pgisced97,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Thuringa,Upper Secondary Level,White-collar worker,0.23742,122,440,0.19762,0.27723
1990,Thuringa,Upper Secondary Level,Not employed: Pensioner,0.18301,62,440,0.14683,0.21918
1990,Thuringa,Second Stage of Tertiary Education,White-collar worker,0.74527,101,101,0.65987,0.83066
1991,Schleswig-Holstein,Upper Secondary Level,Blue-collar worker,0.20399,40,89,0.11980,0.28819
1991,Schleswig-Holstein,Upper Secondary Level,White-collar worker,0.32756,49,89,0.22950,0.42562
1991,Lower Saxony,Lower Secondary Level,Blue-collar worker,0.18371,59,201,0.13004,0.23737
1991,Lower Saxony,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.11649,38,201,0.07203,0.16095
1991,Lower Saxony,Lower Secondary Level,Not employed: Pensioner,0.37973,64,201,0.31247,0.44699
1991,Lower Saxony,Lower Secondary Level,Not employed: no further information,0.17617,40,201,0.12338,0.22897
1991,Lower Saxony,Upper Secondary Level,Blue-collar worker,0.20141,115,429,0.16341,0.23941
1991,Lower Saxony,Upper Secondary Level,White-collar worker,0.25107,131,429,0.20998,0.29215
1991,Lower Saxony,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.07046,41,429,0.04621,0.09471
1991,Lower Saxony,Upper Secondary Level,Not employed: Pensioner,0.22388,82,429,0.18439,0.26337
1991,Lower Saxony,Upper Secondary Level,Not employed: no further information,0.12057,60,429,0.08972,0.15142
1991,Lower Saxony,Second Stage of Tertiary Education,White-collar worker,0.38515,31,31,0.21102,0.55929
1991,North Rhine-Westphalia,Pre-primary Level,Apprentice/ Trainee/ Intern,0.93932,50,50,0.87247,1.00617
1991,North Rhine-Westphalia,Primary Level,Blue-collar worker,0.45298,83,132,0.36774,0.53822
1991,North Rhine-Westphalia,Primary Level,Not employed: no further information,0.29125,49,132,0.21344,0.36905
1991,North Rhine-Westphalia,Lower Secondary Level,Blue-collar worker,0.22108,191,571,0.18701,0.25515
1991,North Rhine-Westphalia,Lower Secondary Level,White-collar worker,0.05893,33,571,0.03960,0.07827
1991,North Rhine-Westphalia,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.15141,106,571,0.12198,0.18083
1991,North Rhine-Westphalia,Lower Secondary Level,Not employed: Pensioner,0.32381,110,571,0.28540,0.36223
1991,North Rhine-Westphalia,Lower Secondary Level,Not employed: no further information,0.19663,131,571,0.16400,0.22926
1991,North Rhine-Westphalia,Upper Secondary Level,Self-employed,0.03956,50,1210,0.02857,0.05054
1991,North Rhine-Westphalia,Upper Secondary Level,Blue-collar worker,0.20250,300,1210,0.17985,0.22515
1991,North Rhine-Westphalia,Upper Secondary Level,Civil servant,0.03555,48,1210,0.02511,0.04599
1991,North Rhine-Westphalia,Upper Secondary Level,White-collar worker,0.28712,325,1210,0.26162,0.31262
1991,North Rhine-Westphalia,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.05659,85,1210,0.04356,0.06961
1991,North Rhine-Westphalia,Upper Secondary Level,Not employed: Pensioner,0.21228,185,1210,0.18923,0.23533
1991,North Rhine-Westphalia,Upper Secondary Level,Not employed: registered unemployed,0.03061,37,1210,0.02090,0.04032
1991,North Rhine-Westphalia,Upper Secondary Level,Not employed: no further information,0.13231,180,1210,0.11321,0.15141
1991,North Rhine-Westphalia,Post-secondary Non-tertiary Level,White-collar worker,0.48681,38,38,0.32575,0.64786
1991,North Rhine-Westphalia,First Stage of Tertiary Education,White-collar worker,0.44533,58,58,0.31630,0.57436
1991,North Rhine-Westphalia,Second Stage of Tertiary Education,Civil servant,0.20290,45,140,0.13605,0.26976
1991,North Rhine-Westphalia,Second Stage of Tertiary Education,White-collar worker,0.44387,95,140,0.36127,0.52647
1991,Hesse,Primary Level,Blue-collar worker,0.45800,36,36,0.29293,0.62306
1991,Hesse,Lower Secondary Level,Blue-collar worker,0.25562,87,202,0.19531,0.31592
1991,Hesse,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.12495,31,202,0.07924,0.17066
1991,Hesse,Lower Secondary Level,Not employed: Pensioner,0.35669,53,202,0.29046,0.42291
1991,Hesse,Lower Secondary Level,Not employed: no further information,0.12875,31,202,0.08244,0.17505
1991,Hesse,Upper Secondary Level,Blue-collar worker,0.18355,120,377,0.14443,0.22268
1991,Hesse,Upper Secondary Level,White-collar worker,0.27534,126,377,0.23019,0.32049
1991,Hesse,Upper Secondary Level,Not employed: Pensioner,0.29440,81,377,0.24833,0.34047
1991,Hesse,Upper Secondary Level,Not employed: no further information,0.11168,50,377,0.07984,0.14352
1991,Hesse,Second Stage of Tertiary Education,White-collar worker,0.33286,32,32,0.16697,0.49875
1991,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Blue-collar worker,0.21162,55,159,0.14793,0.27531
1991,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not employed: Pensioner,0.34475,48,159,0.27064,0.41886
1991,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not employed: no further information,0.25163,56,159,0.18397,0.31930
1991,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Blue-collar worker,0.25789,93,273,0.20590,0.30988
1991,"Rhineland-Palatinate, Saarland",Upper Secondary Level,White-collar worker,0.26538,83,273,0.21291,0.31786
1991,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not employed: Pensioner,0.22327,60,273,0.17378,0.27276
1991,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not employed: no further information,0.10197,37,273,0.06601,0.13794
1991,Baden-Wuerttemberg,Primary Level,Blue-collar worker,0.53169,98,150,0.45157,0.61181
1991,Baden-Wuerttemberg,Primary Level,Not employed: no further information,0.28931,52,150,0.21650,0.36212
1991,Baden-Wuerttemberg,Lower Secondary Level,Blue-collar worker,0.28732,209,483,0.24692,0.32772
1991,Baden-Wuerttemberg,Lower Secondary Level,White-collar worker,0.11132,47,483,0.08324,0.13940
1991,Baden-Wuerttemberg,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.12463,75,483,0.09514,0.15412
1991,Baden-Wuerttemberg,Lower Secondary Level,Not employed: Pensioner,0.33269,92,483,0.29063,0.37476
1991,Baden-Wuerttemberg,Lower Secondary Level,Not employed: no further information,0.09567,60,483,0.06941,0.12192
1991,Baden-Wuerttemberg,Upper Secondary Level,Self-employed,0.04216,35,755,0.02782,0.05651
1991,Baden-Wuerttemberg,Upper Secondary Level,Blue-collar worker,0.29278,298,755,0.26030,0.32526
1991,Baden-Wuerttemberg,Upper Secondary Level,White-collar worker,0.27417,190,755,0.24233,0.30601
1991,Baden-Wuerttemberg,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.05740,48,755,0.04079,0.07400
1991,Baden-Wuerttemberg,Upper Secondary Level,Not employed: Pensioner,0.18548,99,755,0.15774,0.21323
1991,Baden-Wuerttemberg,Upper Secondary Level,Not employed: no further information,0.09529,85,755,0.07433,0.11625
1991,Baden-Wuerttemberg,First Stage of Tertiary Education,White-collar worker,0.43787,45,45,0.29128,0.58447
1991,Baden-Wuerttemberg,Second Stage of Tertiary Education,White-collar worker,0.36295,35,35,0.20132,0.52458
1991,Bavaria,Primary Level,Blue-collar worker,0.49903,38,38,0.33792,0.66014
1991,Bavaria,Lower Secondary Level,Blue-collar worker,0.20911,121,343,0.16601,0.25221
1991,Bavaria,Lower Secondary Level,White-collar worker,0.10666,38,343,0.07395,0.13938
1991,Bavaria,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.08786,42,343,0.05786,0.11787
1991,Bavaria,Lower Secondary Level,Not employed: Pensioner,0.33901,76,343,0.28884,0.38918
1991,Bavaria,Lower Secondary Level,Not employed: no further information,0.16407,66,343,0.12482,0.20332
1991,Bavaria,Upper Secondary Level,Self-employed,0.05887,47,791,0.04246,0.07529
1991,Bavaria,Upper Secondary Level,Blue-collar worker,0.25244,242,791,0.22215,0.28273
1991,Bavaria,Upper Secondary Level,Civil servant,0.05361,40,791,0.03790,0.06932
1991,Bavaria,Upper Secondary Level,White-collar worker,0.24737,204,791,0.21728,0.27746
1991,Bavaria,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.04013,38,791,0.02644,0.05381
1991,Bavaria,Upper Secondary Level,Not employed: Pensioner,0.21839,120,791,0.18958,0.24720
1991,Bavaria,Upper Secondary Level,Not employed: no further information,0.10679,100,791,0.08525,0.12833
1991,Bavaria,First Stage of Tertiary Education,White-collar worker,0.36297,37,37,0.20589,0.52005
1991,Bavaria,Second Stage of Tertiary Education,White-collar worker,0.39599,66,66,0.27709,0.51488
1991,Berlin,Upper Secondary Level,Blue-collar worker,0.25574,78,204,0.19572,0.31576
1991,Berlin,Upper Secondary Level,White-collar worker,0.32593,85,204,0.26145,0.39041
1991,Berlin,Upper Secondary Level,Not employed: Pensioner,0.24162,41,204,0.18273,0.30051
1991,Berlin,Second Stage of Tertiary Education,White-collar worker,0.59654,94,94,0.49683,0.69625
1991,Brandenburg,Lower Secondary Level,Not employed: Pensioner,0.49620,31,31,0.31728,0.67511
1991,Brandenburg,Upper Secondary Level,Blue-collar worker,0.40747,164,321,0.35363,0.46131
1991,Brandenburg,Upper Secondary Level,White-collar worker,0.16538,70,321,0.12468,0.20609
1991,Brandenburg,Upper Secondary Level,Not employed: Pensioner,0.21082,56,321,0.16613,0.25551
1991,Brandenburg,Upper Secondary Level,Not employed: registered unemployed,0.08960,31,321,0.05831,0.12090
1991,Brandenburg,Second Stage of Tertiary Education,White-collar worker,0.61195,105,105,0.51829,0.70561
1991,Mecklenburg-Western Pomerania,Upper Secondary Level,Blue-collar worker,0.40232,118,244,0.34067,0.46398
1991,Mecklenburg-Western Pomerania,Upper Secondary Level,White-collar worker,0.22480,59,244,0.17232,0.27729
1991,Mecklenburg-Western Pomerania,Upper Secondary Level,Not employed: Pensioner,0.16064,31,244,0.11447,0.20681
1991,Mecklenburg-Western Pomerania,Upper Secondary Level,Not employed: registered unemployed,0.13335,36,244,0.09061,0.17610
1991,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,White-collar worker,0.57829,63,63,0.45536,0.70121
1991,Saxony,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.14691,35,97,0.07609,0.21773
1991,Saxony,Lower Secondary Level,Not employed: Pensioner,0.59589,62,97,0.49772,0.69405
1991,Saxony,Upper Secondary Level,Blue-collar worker,0.42406,313,620,0.38513,0.46299
1991,Saxony,Upper Secondary Level,White-collar worker,0.17707,143,620,0.14700,0.20714
1991,Saxony,Upper Secondary Level,Not employed: Pensioner,0.21168,110,620,0.17950,0.24386
1991,Saxony,Upper Secondary Level,Not employed: registered unemployed,0.08195,54,620,0.06034,0.10355
1991,Saxony,Second Stage of Tertiary Education,White-collar worker,0.63179,189,189,0.56284,0.70073
1991,Saxony-Anhalt,Lower Secondary Level,Not employed: Pensioner,0.50796,36,36,0.34233,0.67359
1991,Saxony-Anhalt,Upper Secondary Level,Blue-collar worker,0.43315,208,402,0.38465,0.48165
1991,Saxony-Anhalt,Upper Secondary Level,White-collar worker,0.17560,87,402,0.13836,0.21284
1991,Saxony-Anhalt,Upper Secondary Level,Not employed: Pensioner,0.23671,68,402,0.19511,0.27832
1991,Saxony-Anhalt,Upper Secondary Level,Not employed: registered unemployed,0.06760,39,402,0.04303,0.09217
1991,Saxony-Anhalt,Second Stage of Tertiary Education,White-collar worker,0.66156,124,124,0.57794,0.74518
1991,Thuringa,Upper Secondary Level,Blue-collar worker,0.41937,207,412,0.37166,0.46708
1991,Thuringa,Upper Secondary Level,White-collar worker,0.17559,87,412,0.13880,0.21237
1991,Thuringa,Upper Secondary Level,Not employed: Pensioner,0.22019,73,412,0.18012,0.26025
1991,Thuringa,Upper Secondary Level,Not employed: registered unemployed,0.09099,45,412,0.06319,0.11879
1991,Thuringa,Second Stage of Tertiary Education,White-collar worker,0.69067,93,93,0.59622,0.78512
1992,Schleswig-Holstein,Upper Secondary Level,Blue-collar worker,0.22803,39,85,0.13830,0.31775
1992,Schleswig-Holstein,Upper Secondary Level,White-collar worker,0.29484,46,85,0.19733,0.39235
1992,Lower Saxony,Lower Secondary Level,Blue-collar worker,0.18283,53,194,0.12830,0.23737
1992,Lower Saxony,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.12271,39,194,0.07642,0.16900
1992,Lower Saxony,Lower Secondary Level,Not employed: Pensioner,0.40320,65,194,0.33399,0.47240
1992,Lower Saxony,Lower Secondary Level,Not employed: no further information,0.16741,37,194,0.11474,0.22008
1992,Lower Saxony,Upper Secondary Level,Blue-collar worker,0.20259,114,429,0.16451,0.24067
1992,Lower Saxony,Upper Secondary Level,White-collar worker,0.24660,125,429,0.20577,0.28744
1992,Lower Saxony,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.07132,38,429,0.04694,0.09571
1992,Lower Saxony,Upper Secondary Level,Not employed: Pensioner,0.23874,90,429,0.19835,0.27912
1992,Lower Saxony,Upper Secondary Level,Not employed: no further information,0.11964,62,429,0.08890,0.15039
1992,Lower Saxony,Second Stage of Tertiary Education,White-collar worker,0.44362,31,31,0.26583,0.62140
1992,North Rhine-Westphalia,Pre-primary Level,Apprentice/ Trainee/ Intern,0.96716,44,44,0.91389,1.02043
1992,North Rhine-Westphalia,Primary Level,Blue-collar worker,0.38217,73,126,0.29699,0.46736
1992,North Rhine-Westphalia,Primary Level,Not employed: no further information,0.31103,53,126,0.22988,0.39219
1992,North Rhine-Westphalia,Lower Secondary Level,Blue-collar worker,0.20944,178,553,0.17549,0.24339
1992,North Rhine-Westphalia,Lower Secondary Level,White-collar worker,0.08535,43,553,0.06204,0.10866
1992,North Rhine-Westphalia,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.14499,101,553,0.11562,0.17436
1992,North Rhine-Westphalia,Lower Secondary Level,Not employed: Pensioner,0.33293,112,553,0.29362,0.37225
1992,North Rhine-Westphalia,Lower Secondary Level,Not employed: no further information,0.18082,119,553,0.14872,0.21293
1992,North Rhine-Westphalia,Upper Secondary Level,Self-employed,0.04621,56,1204,0.03434,0.05807
1992,North Rhine-Westphalia,Upper Secondary Level,Blue-collar worker,0.18659,286,1204,0.16458,0.20861
1992,North Rhine-Westphalia,Upper Secondary Level,Civil servant,0.03090,44,1204,0.02112,0.04068
1992,North Rhine-Westphalia,Upper Secondary Level,White-collar worker,0.28654,331,1204,0.26099,0.31209
1992,North Rhine-Westphalia,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.05522,83,1204,0.04231,0.06813
1992,North Rhine-Westphalia,Upper Secondary Level,Not employed: Pensioner,0.22381,193,1204,0.20026,0.24736
1992,North Rhine-Westphalia,Upper Secondary Level,Not employed: registered unemployed,0.04153,40,1204,0.03025,0.05280
1992,North Rhine-Westphalia,Upper Secondary Level,Not employed: no further information,0.11869,171,1204,0.10041,0.13696
1992,North Rhine-Westphalia,Post-secondary Non-tertiary Level,White-collar worker,0.55028,39,39,0.39210,0.70845
1992,North Rhine-Westphalia,First Stage of Tertiary Education,White-collar worker,0.39898,56,56,0.26956,0.52840
1992,North Rhine-Westphalia,Second Stage of Tertiary Education,Civil servant,0.19462,44,145,0.12995,0.25928
1992,North Rhine-Westphalia,Second Stage of Tertiary Education,White-collar worker,0.48040,101,145,0.39880,0.56201
1992,Hesse,Lower Secondary Level,Blue-collar worker,0.23978,81,199,0.18031,0.29925
1992,Hesse,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.10999,32,199,0.06641,0.15357
1992,Hesse,Lower Secondary Level,Not employed: Pensioner,0.35698,51,199,0.29024,0.42372
1992,Hesse,Lower Secondary Level,Not employed: no further information,0.14430,35,199,0.09536,0.19325
1992,Hesse,Upper Secondary Level,Blue-collar worker,0.17310,108,365,0.13423,0.21196
1992,Hesse,Upper Secondary Level,White-collar worker,0.29255,129,365,0.24581,0.33929
1992,Hesse,Upper Secondary Level,Not employed: Pensioner,0.28676,77,365,0.24030,0.33322
1992,Hesse,Upper Secondary Level,Not employed: no further information,0.11245,51,365,0.07999,0.14490
1992,Hesse,Second Stage of Tertiary Education,White-collar worker,0.33811,38,38,0.18567,0.49054
1992,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Blue-collar worker,0.20761,52,155,0.14355,0.27167
1992,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not employed: Pensioner,0.36913,51,155,0.29291,0.44535
1992,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not employed: no further information,0.23399,52,155,0.16713,0.30086
1992,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Blue-collar worker,0.27505,98,267,0.22139,0.32871
1992,"Rhineland-Palatinate, Saarland",Upper Secondary Level,White-collar worker,0.23429,73,267,0.18339,0.28519
1992,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not employed: Pensioner,0.22390,60,267,0.17380,0.27399
1992,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not employed: no further information,0.09349,36,267,0.05850,0.12847
1992,Baden-Wuerttemberg,Primary Level,Blue-collar worker,0.51301,92,133,0.42774,0.59828
1992,Baden-Wuerttemberg,Primary Level,Not employed: no further information,0.26461,41,133,0.18935,0.33986
1992,Baden-Wuerttemberg,Lower Secondary Level,Blue-collar worker,0.26265,186,448,0.22186,0.30345
1992,Baden-Wuerttemberg,Lower Secondary Level,White-collar worker,0.11582,47,448,0.08615,0.14548
1992,Baden-Wuerttemberg,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.12294,70,448,0.09250,0.15338
1992,Baden-Wuerttemberg,Lower Secondary Level,Not employed: Pensioner,0.34293,88,448,0.29893,0.38694
1992,Baden-Wuerttemberg,Lower Secondary Level,Not employed: no further information,0.09812,57,448,0.07054,0.12570
1992,Baden-Wuerttemberg,Upper Secondary Level,Self-employed,0.04705,41,744,0.03182,0.06228
1992,Baden-Wuerttemberg,Upper Secondary Level,Blue-collar worker,0.26573,271,744,0.23396,0.29749
1992,Baden-Wuerttemberg,Upper Secondary Level,White-collar worker,0.28693,205,744,0.25441,0.31946
1992,Baden-Wuerttemberg,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.05018,40,744,0.03448,0.06588
1992,Baden-Wuerttemberg,Upper Secondary Level,Not employed: Pensioner,0.19043,99,744,0.16219,0.21866
1992,Baden-Wuerttemberg,Upper Secondary Level,Not employed: no further information,0.10808,88,744,0.08575,0.13040
1992,Baden-Wuerttemberg,First Stage of Tertiary Education,White-collar worker,0.50464,49,49,0.36320,0.64609
1992,Baden-Wuerttemberg,Second Stage of Tertiary Education,White-collar worker,0.32286,34,34,0.16333,0.48239
1992,Bavaria,Primary Level,Blue-collar worker,0.46409,34,34,0.29393,0.63424
1992,Bavaria,Lower Secondary Level,Blue-collar worker,0.19710,113,350,0.15536,0.23884
1992,Bavaria,Lower Secondary Level,White-collar worker,0.11347,43,350,0.08019,0.14674
1992,Bavaria,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.11682,51,350,0.08312,0.15052
1992,Bavaria,Lower Secondary Level,Not employed: Pensioner,0.30968,75,350,0.26117,0.35819
1992,Bavaria,Lower Secondary Level,Not employed: no further information,0.16210,68,350,0.12343,0.20077
1992,Bavaria,Upper Secondary Level,Self-employed,0.06316,51,806,0.04636,0.07997
1992,Bavaria,Upper Secondary Level,Blue-collar worker,0.23664,238,806,0.20728,0.26600
1992,Bavaria,Upper Secondary Level,Civil servant,0.04318,34,806,0.02914,0.05722
1992,Bavaria,Upper Secondary Level,White-collar worker,0.25189,217,806,0.22190,0.28188
1992,Bavaria,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.04328,39,806,0.02922,0.05733
1992,Bavaria,Upper Secondary Level,Not employed: Pensioner,0.22761,126,806,0.19864,0.25657
1992,Bavaria,Upper Secondary Level,Not employed: no further information,0.11115,101,806,0.08943,0.13286
1992,Bavaria,First Stage of Tertiary Education,White-collar worker,0.34917,42,42,0.20325,0.49509
1992,Bavaria,Second Stage of Tertiary Education,White-collar worker,0.40717,72,72,0.29289,0.52145
1992,Berlin,Upper Secondary Level,Blue-collar worker,0.25652,82,207,0.19688,0.31616
1992,Berlin,Upper Secondary Level,White-collar worker,0.31416,80,207,0.25077,0.37755
1992,Berlin,Upper Secondary Level,Not employed: Pensioner,0.24717,45,207,0.18826,0.30607
1992,Berlin,Second Stage of Tertiary Education,White-collar worker,0.50150,81,81,0.39193,0.61107
1992,Brandenburg,Lower Secondary Level,Not employed: Pensioner,0.52463,31,31,0.34593,0.70334
1992,Brandenburg,Upper Secondary Level,Blue-collar worker,0.33645,133,313,0.28402,0.38888
1992,Brandenburg,Upper Secondary Level,White-collar worker,0.16786,64,313,0.12639,0.20933
1992,Brandenburg,Upper Secondary Level,Not employed: Pensioner,0.25640,66,313,0.20795,0.30485
1992,Brandenburg,Upper Secondary Level,Not employed: registered unemployed,0.14100,50,313,0.10238,0.17962
1992,Brandenburg,Second Stage of Tertiary Education,White-collar worker,0.61886,99,99,0.52271,0.71502
1992,Mecklenburg-Western Pomerania,Upper Secondary Level,Blue-collar worker,0.29133,76,214,0.23030,0.35235
1992,Mecklenburg-Western Pomerania,Upper Secondary Level,White-collar worker,0.19902,51,214,0.14540,0.25264
1992,Mecklenburg-Western Pomerania,Upper Secondary Level,Not employed: Pensioner,0.23061,38,214,0.17404,0.28718
1992,Mecklenburg-Western Pomerania,Upper Secondary Level,Not employed: registered unemployed,0.23274,49,214,0.17599,0.28949
1992,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,White-collar worker,0.55946,56,56,0.42826,0.69067
1992,Saxony,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.15058,37,100,0.08013,0.22103
1992,Saxony,Lower Secondary Level,Not employed: Pensioner,0.59606,63,100,0.49940,0.69272
1992,Saxony,Upper Secondary Level,Blue-collar worker,0.32190,238,617,0.28500,0.35879
1992,Saxony,Upper Secondary Level,White-collar worker,0.15366,120,617,0.12518,0.18214
1992,Saxony,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.04359,31,617,0.02746,0.05971
1992,Saxony,Upper Secondary Level,Not employed: Pensioner,0.26697,126,617,0.23203,0.30190
1992,Saxony,Upper Secondary Level,Not employed: registered unemployed,0.15736,102,617,0.12860,0.18611
1992,Saxony,Second Stage of Tertiary Education,White-collar worker,0.56328,155,155,0.48495,0.64162
1992,Saxony-Anhalt,Lower Secondary Level,Not employed: Pensioner,0.48862,35,35,0.32060,0.65665
1992,Saxony-Anhalt,Upper Secondary Level,Blue-collar worker,0.34388,159,376,0.29580,0.39196
1992,Saxony-Anhalt,Upper Secondary Level,White-collar worker,0.15735,72,376,0.12050,0.19421
1992,Saxony-Anhalt,Upper Secondary Level,Not employed: Pensioner,0.26883,79,376,0.22395,0.31370
1992,Saxony-Anhalt,Upper Secondary Level,Not employed: registered unemployed,0.14588,66,376,0.11015,0.18160
1992,Saxony-Anhalt,Second Stage of Tertiary Education,White-collar worker,0.64522,121,121,0.55961,0.73082
1992,Thuringa,Lower Secondary Level,Not employed: Pensioner,0.62559,31,31,0.45240,0.79877
1992,Thuringa,Upper Secondary Level,Blue-collar worker,0.32018,166,401,0.27446,0.36590
1992,Thuringa,Upper Secondary Level,White-collar worker,0.17648,85,401,0.13912,0.21384
1992,Thuringa,Upper Secondary Level,Not employed: Pensioner,0.27357,84,401,0.22988,0.31726
1992,Thuringa,Upper Secondary Level,Not employed: registered unemployed,0.15025,66,401,0.11524,0.18527
1992,Thuringa,Second Stage of Tertiary Education,White-collar worker,0.61269,78,78,0.50388,0.72150
1993,Schleswig-Holstein,Upper Secondary Level,Blue-collar worker,0.15206,32,85,0.07527,0.22885
1993,Schleswig-Holstein,Upper Secondary Level,White-collar worker,0.31594,53,85,0.21652,0.41535
1993,Lower Saxony,Lower Secondary Level,Blue-collar worker,0.22659,56,189,0.16675,0.28644
1993,Lower Saxony,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.10309,36,189,0.05962,0.14655
1993,Lower Saxony,Lower Secondary Level,Not employed: Pensioner,0.38604,63,189,0.31644,0.45563
1993,Lower Saxony,Lower Secondary Level,Not employed: no further information,0.14058,34,189,0.09089,0.19026
1993,Lower Saxony,Upper Secondary Level,Blue-collar worker,0.21643,118,425,0.17723,0.25563
1993,Lower Saxony,Upper Secondary Level,White-collar worker,0.24712,127,425,0.20606,0.28817
1993,Lower Saxony,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.05579,33,425,0.03394,0.07764
1993,Lower Saxony,Upper Secondary Level,Not employed: Pensioner,0.22237,85,425,0.18279,0.26196
1993,Lower Saxony,Upper Secondary Level,Not employed: no further information,0.11385,62,425,0.08362,0.14408
1993,Lower Saxony,Second Stage of Tertiary Education,White-collar worker,0.38495,31,31,0.21083,0.55907
1993,North Rhine-Westphalia,Pre-primary Level,Apprentice/ Trainee/ Intern,0.96115,43,43,0.90271,1.01959
1993,North Rhine-Westphalia,Primary Level,Blue-collar worker,0.43904,72,124,0.35134,0.52675
1993,North Rhine-Westphalia,Primary Level,Not employed: no further information,0.29945,52,124,0.21850,0.38039
1993,North Rhine-Westphalia,Lower Secondary Level,Blue-collar worker,0.21993,168,556,0.18547,0.25439
1993,North Rhine-Westphalia,Lower Secondary Level,White-collar worker,0.08125,46,556,0.05852,0.10399
1993,North Rhine-Westphalia,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.12743,79,556,0.09969,0.15517
1993,North Rhine-Westphalia,Lower Secondary Level,Not employed: Pensioner,0.32688,109,556,0.28786,0.36591
1993,North Rhine-Westphalia,Lower Secondary Level,Not employed: registered unemployed,0.03866,37,556,0.02262,0.05470
1993,North Rhine-Westphalia,Lower Secondary Level,Not employed: no further information,0.18678,117,556,0.15435,0.21920
1993,North Rhine-Westphalia,Upper Secondary Level,Self-employed,0.04097,48,1223,0.02986,0.05209
1993,North Rhine-Westphalia,Upper Secondary Level,Blue-collar worker,0.19828,290,1223,0.17592,0.22063
1993,North Rhine-Westphalia,Upper Secondary Level,Civil servant,0.03074,42,1223,0.02106,0.04042
1993,North Rhine-Westphalia,Upper Secondary Level,White-collar worker,0.27669,335,1223,0.25161,0.30178
1993,North Rhine-Westphalia,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.06188,97,1223,0.04837,0.07538
1993,North Rhine-Westphalia,Upper Secondary Level,Not employed: Pensioner,0.22433,193,1223,0.20094,0.24772
1993,North Rhine-Westphalia,Upper Secondary Level,Not employed: registered unemployed,0.04370,50,1223,0.03223,0.05516
1993,North Rhine-Westphalia,Upper Secondary Level,Not employed: no further information,0.12119,168,1223,0.10289,0.13949
1993,North Rhine-Westphalia,Post-secondary Non-tertiary Level,White-collar worker,0.49381,41,41,0.33888,0.64875
1993,North Rhine-Westphalia,First Stage of Tertiary Education,White-collar worker,0.33204,44,44,0.19128,0.47280
1993,North Rhine-Westphalia,Second Stage of Tertiary Education,Civil servant,0.20695,46,143,0.14031,0.27358
1993,North Rhine-Westphalia,Second Stage of Tertiary Education,White-collar worker,0.43502,97,143,0.35348,0.51656
1993,Hesse,Lower Secondary Level,Blue-collar worker,0.26032,81,204,0.19995,0.32068
1993,Hesse,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.10519,35,204,0.06299,0.14740
1993,Hesse,Lower Secondary Level,Not employed: Pensioner,0.38162,55,204,0.31479,0.44845
1993,Hesse,Lower Secondary Level,Not employed: no further information,0.11351,33,204,0.06987,0.15714
1993,Hesse,Upper Secondary Level,Blue-collar worker,0.16659,100,345,0.12721,0.20597
1993,Hesse,Upper Secondary Level,White-collar worker,0.27609,126,345,0.22884,0.32333
1993,Hesse,Upper Secondary Level,Not employed: Pensioner,0.28553,76,345,0.23780,0.33326
1993,Hesse,Upper Secondary Level,Not employed: no further information,0.09171,43,345,0.06121,0.12221
1993,Hesse,Second Stage of Tertiary Education,White-collar worker,0.27724,32,32,0.11966,0.43482
