year,pgisced97,quintil_oecd,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1991,Upper Secondary Level,2nd Quintile,Not employed: no further information,0.12866,137,804,0.10550,0.15182
1991,Upper Secondary Level,3rd Quintile,Self-employed,0.03756,37,969,0.02559,0.04954
1991,Upper Secondary Level,3rd Quintile,Blue-collar worker,0.23973,311,969,0.21284,0.26663
1991,Upper Secondary Level,3rd Quintile,Civil servant,0.04630,43,969,0.03306,0.05953
1991,Upper Secondary Level,3rd Quintile,White-collar worker,0.24560,222,969,0.21848,0.27271
1991,Upper Secondary Level,3rd Quintile,Apprentice/ Trainee/ Intern,0.05147,57,969,0.03755,0.06539
1991,Upper Secondary Level,3rd Quintile,Not employed: Pensioner,0.21781,157,969,0.19181,0.24381
1991,Upper Secondary Level,3rd Quintile,Not employed: no further information,0.12873,142,969,0.10763,0.14983
1991,Upper Secondary Level,4th Quintile,Self-employed,0.05321,55,1004,0.03932,0.06710
1991,Upper Secondary Level,4th Quintile,Blue-collar worker,0.24437,299,1004,0.21777,0.27096
1991,Upper Secondary Level,4th Quintile,Civil servant,0.05573,50,1004,0.04153,0.06993
1991,Upper Secondary Level,4th Quintile,White-collar worker,0.31785,312,1004,0.28903,0.34666
1991,Upper Secondary Level,4th Quintile,Apprentice/ Trainee/ Intern,0.04890,61,1004,0.03555,0.06225
1991,Upper Secondary Level,4th Quintile,Not employed: Pensioner,0.17808,137,1004,0.15440,0.20176
1991,Upper Secondary Level,4th Quintile,Not employed: no further information,0.08414,90,1004,0.06696,0.10132
1991,Upper Secondary Level,5th Quintile,Self-employed,0.08001,76,909,0.06237,0.09766
1991,Upper Secondary Level,5th Quintile,Blue-collar worker,0.17206,181,909,0.14751,0.19661
1991,Upper Secondary Level,5th Quintile,Civil servant,0.05151,52,909,0.03713,0.06588
1991,Upper Secondary Level,5th Quintile,White-collar worker,0.43135,392,909,0.39914,0.46356
1991,Upper Secondary Level,5th Quintile,Apprentice/ Trainee/ Intern,0.03634,39,909,0.02417,0.04851
1991,Upper Secondary Level,5th Quintile,Not employed: Pensioner,0.12924,94,909,0.10742,0.15106
1991,Upper Secondary Level,5th Quintile,Not employed: no further information,0.08248,75,909,0.06458,0.10037
1991,Post-secondary Non-tertiary Level,5th Quintile,White-collar worker,0.62521,52,52,0.49235,0.75806
1991,First Stage of Tertiary Education,3rd Quintile,White-collar worker,0.38283,38,38,0.22620,0.53945
1991,First Stage of Tertiary Education,4th Quintile,White-collar worker,0.47050,55,55,0.33737,0.60363
1991,First Stage of Tertiary Education,5th Quintile,White-collar worker,0.48776,83,83,0.37957,0.59596
1991,Second Stage of Tertiary Education,3rd Quintile,White-collar worker,0.38255,36,36,0.22153,0.54356
1991,Second Stage of Tertiary Education,4th Quintile,Civil servant,0.21471,33,114,0.13900,0.29042
1991,Second Stage of Tertiary Education,4th Quintile,White-collar worker,0.42927,81,114,0.33801,0.52053
1991,Second Stage of Tertiary Education,5th Quintile,Self-employed,0.13429,45,330,0.09745,0.17114
1991,Second Stage of Tertiary Education,5th Quintile,Civil servant,0.26475,92,330,0.21707,0.31242
1991,Second Stage of Tertiary Education,5th Quintile,White-collar worker,0.41731,154,330,0.36402,0.47059
1991,Second Stage of Tertiary Education,5th Quintile,Not employed: Pensioner,0.13572,39,330,0.09871,0.17273
1992,Pre-primary Level,1st Quintile,Apprentice/ Trainee/ Intern,0.97210,42,42,0.92169,1.02251
1992,Pre-primary Level,3rd Quintile,Apprentice/ Trainee/ Intern,0.91348,46,46,0.83134,0.99562
1992,Primary Level,1st Quintile,Blue-collar worker,0.16531,34,128,0.10070,0.22991
1992,Primary Level,1st Quintile,Not employed: Pensioner,0.25804,31,128,0.18194,0.33414
1992,Primary Level,1st Quintile,Not employed: no further information,0.36982,63,128,0.28585,0.45378
1992,Primary Level,2nd Quintile,Blue-collar worker,0.36317,59,116,0.27527,0.45107
1992,Primary Level,2nd Quintile,Not employed: no further information,0.36050,57,116,0.27274,0.44826
1992,Primary Level,3rd Quintile,Blue-collar worker,0.55402,88,88,0.44957,0.65847
1992,Primary Level,4th Quintile,Blue-collar worker,0.66017,73,73,0.55076,0.76958
1992,Lower Secondary Level,1st Quintile,Blue-collar worker,0.09930,114,697,0.07708,0.12152
1992,Lower Secondary Level,1st Quintile,Apprentice/ Trainee/ Intern,0.10589,122,697,0.08303,0.12875
1992,Lower Secondary Level,1st Quintile,Not employed: Pensioner,0.55255,279,697,0.51561,0.58949
1992,Lower Secondary Level,1st Quintile,Not employed: registered unemployed,0.06496,67,697,0.04665,0.08327
1992,Lower Secondary Level,1st Quintile,Not employed: no further information,0.14235,115,697,0.11639,0.16831
1992,Lower Secondary Level,2nd Quintile,Blue-collar worker,0.17877,181,646,0.14920,0.20834
1992,Lower Secondary Level,2nd Quintile,White-collar worker,0.05717,38,646,0.03926,0.07509
1992,Lower Secondary Level,2nd Quintile,Apprentice/ Trainee/ Intern,0.12882,128,646,0.10296,0.15467
1992,Lower Secondary Level,2nd Quintile,Not employed: Pensioner,0.39851,155,646,0.36073,0.43630
1992,Lower Secondary Level,2nd Quintile,Not employed: registered unemployed,0.03880,32,646,0.02390,0.05371
1992,Lower Secondary Level,2nd Quintile,Not employed: no further information,0.17076,112,646,0.14172,0.19980
1992,Lower Secondary Level,3rd Quintile,Blue-collar worker,0.20827,168,505,0.17282,0.24373
1992,Lower Secondary Level,3rd Quintile,White-collar worker,0.08907,35,505,0.06420,0.11394
1992,Lower Secondary Level,3rd Quintile,Apprentice/ Trainee/ Intern,0.16796,116,505,0.13532,0.20060
1992,Lower Secondary Level,3rd Quintile,Not employed: Pensioner,0.32859,103,505,0.28758,0.36959
1992,Lower Secondary Level,3rd Quintile,Not employed: no further information,0.13676,83,505,0.10677,0.16676
1992,Lower Secondary Level,4th Quintile,Blue-collar worker,0.30665,213,515,0.26678,0.34651
1992,Lower Secondary Level,4th Quintile,White-collar worker,0.12490,61,515,0.09632,0.15348
1992,Lower Secondary Level,4th Quintile,Apprentice/ Trainee/ Intern,0.13696,88,515,0.10724,0.16668
1992,Lower Secondary Level,4th Quintile,Not employed: Pensioner,0.25285,89,515,0.21528,0.29043
1992,Lower Secondary Level,4th Quintile,Not employed: no further information,0.11852,64,515,0.09057,0.14646
1992,Lower Secondary Level,5th Quintile,Blue-collar worker,0.27529,85,262,0.22110,0.32948
1992,Lower Secondary Level,5th Quintile,White-collar worker,0.19420,62,262,0.14620,0.24219
1992,Lower Secondary Level,5th Quintile,Apprentice/ Trainee/ Intern,0.11786,33,262,0.07874,0.15698
1992,Lower Secondary Level,5th Quintile,Not employed: Pensioner,0.20121,50,262,0.15257,0.24985
1992,Lower Secondary Level,5th Quintile,Not employed: no further information,0.12299,32,262,0.08315,0.16284
1992,Upper Secondary Level,1st Quintile,Blue-collar worker,0.21548,408,1356,0.19359,0.23737
1992,Upper Secondary Level,1st Quintile,White-collar worker,0.11991,181,1356,0.10261,0.13720
1992,Upper Secondary Level,1st Quintile,Apprentice/ Trainee/ Intern,0.04681,50,1356,0.03557,0.05806
1992,Upper Secondary Level,1st Quintile,Not employed: Pensioner,0.38039,389,1356,0.35454,0.40624
1992,Upper Secondary Level,1st Quintile,Not employed: registered unemployed,0.14098,220,1356,0.12245,0.15951
1992,Upper Secondary Level,1st Quintile,Not employed: no further information,0.07875,108,1356,0.06441,0.09309
1992,Upper Secondary Level,2nd Quintile,Blue-collar worker,0.29953,525,1382,0.27537,0.32368
1992,Upper Secondary Level,2nd Quintile,White-collar worker,0.16256,274,1382,0.14310,0.18202
1992,Upper Secondary Level,2nd Quintile,Apprentice/ Trainee/ Intern,0.05497,79,1382,0.04295,0.06699
1992,Upper Secondary Level,2nd Quintile,Not employed: Pensioner,0.27899,246,1382,0.25533,0.30264
1992,Upper Secondary Level,2nd Quintile,Not employed: registered unemployed,0.06826,120,1382,0.05496,0.08157
1992,Upper Secondary Level,2nd Quintile,Not employed: no further information,0.09763,138,1382,0.08197,0.11328
1992,Upper Secondary Level,3rd Quintile,Self-employed,0.03818,51,1313,0.02781,0.04855
1992,Upper Secondary Level,3rd Quintile,Blue-collar worker,0.26069,427,1313,0.23693,0.28444
1992,Upper Secondary Level,3rd Quintile,Civil servant,0.02812,38,1313,0.01918,0.03707
1992,Upper Secondary Level,3rd Quintile,White-collar worker,0.23288,306,1313,0.21001,0.25575
1992,Upper Secondary Level,3rd Quintile,Apprentice/ Trainee/ Intern,0.04224,75,1313,0.03136,0.05312
1992,Upper Secondary Level,3rd Quintile,Not employed: Pensioner,0.23376,201,1313,0.21086,0.25666
1992,Upper Secondary Level,3rd Quintile,Not employed: registered unemployed,0.04052,72,1313,0.02985,0.05119
1992,Upper Secondary Level,3rd Quintile,Not employed: no further information,0.11376,143,1313,0.09658,0.13094
1992,Upper Secondary Level,4th Quintile,Self-employed,0.04428,58,1362,0.03335,0.05521
1992,Upper Secondary Level,4th Quintile,Blue-collar worker,0.24993,425,1362,0.22693,0.27293
1992,Upper Secondary Level,4th Quintile,Civil servant,0.04726,53,1362,0.03599,0.05853
1992,Upper Secondary Level,4th Quintile,White-collar worker,0.30309,397,1362,0.27867,0.32750
1992,Upper Secondary Level,4th Quintile,Apprentice/ Trainee/ Intern,0.04948,76,1362,0.03796,0.06100
1992,Upper Secondary Level,4th Quintile,Not employed: Pensioner,0.18886,192,1362,0.16806,0.20965
1992,Upper Secondary Level,4th Quintile,Not employed: registered unemployed,0.02251,38,1362,0.01463,0.03039
1992,Upper Secondary Level,4th Quintile,Not employed: no further information,0.08879,123,1362,0.07367,0.10390
1992,Upper Secondary Level,5th Quintile,Self-employed,0.08797,108,1162,0.07168,0.10427
1992,Upper Secondary Level,5th Quintile,Blue-collar worker,0.17205,249,1162,0.15034,0.19376
1992,Upper Secondary Level,5th Quintile,Civil servant,0.04610,58,1162,0.03404,0.05817
1992,Upper Secondary Level,5th Quintile,White-collar worker,0.41083,478,1162,0.38253,0.43913
1992,Upper Secondary Level,5th Quintile,Apprentice/ Trainee/ Intern,0.04052,55,1162,0.02918,0.05186
1992,Upper Secondary Level,5th Quintile,Not employed: Pensioner,0.14569,131,1162,0.12539,0.16598
1992,Upper Secondary Level,5th Quintile,Not employed: no further information,0.07157,83,1162,0.05674,0.08640
1992,Post-secondary Non-tertiary Level,4th Quintile,White-collar worker,0.47957,41,41,0.32475,0.63439
1992,Post-secondary Non-tertiary Level,5th Quintile,White-collar worker,0.56923,55,55,0.43715,0.70131
1992,First Stage of Tertiary Education,1st Quintile,Not employed: Pensioner,0.56972,41,41,0.41628,0.72315
1992,First Stage of Tertiary Education,2nd Quintile,Blue-collar worker,0.22210,37,82,0.13158,0.31262
1992,First Stage of Tertiary Education,2nd Quintile,White-collar worker,0.26029,45,82,0.16473,0.35585
1992,First Stage of Tertiary Education,3rd Quintile,White-collar worker,0.38483,59,59,0.25961,0.51005
1992,First Stage of Tertiary Education,4th Quintile,White-collar worker,0.31469,51,51,0.18597,0.44342
1992,First Stage of Tertiary Education,5th Quintile,Self-employed,0.16276,38,144,0.10226,0.22326
1992,First Stage of Tertiary Education,5th Quintile,White-collar worker,0.50503,106,144,0.42308,0.58698
1992,Second Stage of Tertiary Education,1st Quintile,White-collar worker,0.28644,83,205,0.22440,0.34848
1992,Second Stage of Tertiary Education,1st Quintile,Not employed: Pensioner,0.42061,84,205,0.35287,0.48836
1992,Second Stage of Tertiary Education,1st Quintile,Not employed: registered unemployed,0.13398,38,205,0.08724,0.18073
1992,Second Stage of Tertiary Education,2nd Quintile,White-collar worker,0.60082,197,197,0.53226,0.66939
1992,Second Stage of Tertiary Education,3rd Quintile,White-collar worker,0.65748,230,230,0.59601,0.71894
1992,Second Stage of Tertiary Education,4th Quintile,Civil servant,0.14770,34,189,0.09698,0.19841
1992,Second Stage of Tertiary Education,4th Quintile,White-collar worker,0.47567,155,189,0.40428,0.54706
1992,Second Stage of Tertiary Education,5th Quintile,Self-employed,0.15497,72,453,0.12161,0.18833
1992,Second Stage of Tertiary Education,5th Quintile,Civil servant,0.22024,94,453,0.18204,0.25844
1992,Second Stage of Tertiary Education,5th Quintile,White-collar worker,0.43481,238,453,0.38910,0.48051
1992,Second Stage of Tertiary Education,5th Quintile,Not employed: Pensioner,0.12850,49,453,0.09765,0.15936
1993,Pre-primary Level,1st Quintile,Apprentice/ Trainee/ Intern,0.98992,44,44,0.96005,1.01978
1993,Pre-primary Level,2nd Quintile,Apprentice/ Trainee/ Intern,0.88344,48,48,0.79170,0.97518
1993,Pre-primary Level,3rd Quintile,Apprentice/ Trainee/ Intern,0.98446,38,38,0.94460,1.02432
1993,Primary Level,1st Quintile,Blue-collar worker,0.15837,40,166,0.10267,0.21408
1993,Primary Level,1st Quintile,Not employed: Pensioner,0.24149,38,166,0.17618,0.30679
1993,Primary Level,1st Quintile,Not employed: no further information,0.43945,88,166,0.36372,0.51518
1993,Primary Level,2nd Quintile,Blue-collar worker,0.40736,68,117,0.31795,0.49678
1993,Primary Level,2nd Quintile,Not employed: no further information,0.24493,49,117,0.16667,0.32319
1993,Primary Level,3rd Quintile,Blue-collar worker,0.69595,74,74,0.59043,0.80148
1993,Primary Level,4th Quintile,Blue-collar worker,0.72485,66,66,0.61628,0.83342
1993,Lower Secondary Level,1st Quintile,Blue-collar worker,0.12556,124,687,0.10076,0.15036
1993,Lower Secondary Level,1st Quintile,Apprentice/ Trainee/ Intern,0.09507,107,687,0.07312,0.11702
1993,Lower Secondary Level,1st Quintile,Not employed: Pensioner,0.51845,248,687,0.48106,0.55584
1993,Lower Secondary Level,1st Quintile,Not employed: registered unemployed,0.07164,71,687,0.05234,0.09094
1993,Lower Secondary Level,1st Quintile,Not employed: no further information,0.15302,137,687,0.12608,0.17996
1993,Lower Secondary Level,2nd Quintile,Blue-collar worker,0.17678,166,643,0.14727,0.20629
1993,Lower Secondary Level,2nd Quintile,White-collar worker,0.06501,42,643,0.04593,0.08408
1993,Lower Secondary Level,2nd Quintile,Apprentice/ Trainee/ Intern,0.14078,127,643,0.11388,0.16769
1993,Lower Secondary Level,2nd Quintile,Not employed: Pensioner,0.43187,180,643,0.39355,0.47018
1993,Lower Secondary Level,2nd Quintile,Not employed: registered unemployed,0.03026,36,643,0.01701,0.04351
1993,Lower Secondary Level,2nd Quintile,Not employed: no further information,0.14098,92,643,0.11406,0.16790
1993,Lower Secondary Level,3rd Quintile,Blue-collar worker,0.21593,175,504,0.17997,0.25189
1993,Lower Secondary Level,3rd Quintile,White-collar worker,0.07054,38,504,0.04816,0.09291
1993,Lower Secondary Level,3rd Quintile,Apprentice/ Trainee/ Intern,0.15990,104,504,0.12787,0.19193
1993,Lower Secondary Level,3rd Quintile,Not employed: Pensioner,0.34014,115,504,0.29874,0.38154
1993,Lower Secondary Level,3rd Quintile,Not employed: no further information,0.14246,72,504,0.11191,0.17300
1993,Lower Secondary Level,4th Quintile,Blue-collar worker,0.32027,182,444,0.27682,0.36372
1993,Lower Secondary Level,4th Quintile,White-collar worker,0.13307,58,444,0.10144,0.16470
1993,Lower Secondary Level,4th Quintile,Apprentice/ Trainee/ Intern,0.11628,64,444,0.08643,0.14614
1993,Lower Secondary Level,4th Quintile,Not employed: Pensioner,0.24701,83,444,0.20685,0.28717
1993,Lower Secondary Level,4th Quintile,Not employed: no further information,0.11395,57,444,0.08436,0.14354
1993,Lower Secondary Level,5th Quintile,Blue-collar worker,0.28718,87,244,0.23029,0.34407
1993,Lower Secondary Level,5th Quintile,White-collar worker,0.18638,49,244,0.13741,0.23534
1993,Lower Secondary Level,5th Quintile,Apprentice/ Trainee/ Intern,0.11736,32,244,0.07689,0.15783
1993,Lower Secondary Level,5th Quintile,Not employed: Pensioner,0.19649,44,244,0.14653,0.24645
1993,Lower Secondary Level,5th Quintile,Not employed: no further information,0.11252,32,244,0.07278,0.15225
1993,Upper Secondary Level,1st Quintile,Self-employed,0.02517,37,1257,0.01651,0.03383
1993,Upper Secondary Level,1st Quintile,Blue-collar worker,0.20894,338,1257,0.18645,0.23142
1993,Upper Secondary Level,1st Quintile,White-collar worker,0.08963,121,1257,0.07384,0.10543
1993,Upper Secondary Level,1st Quintile,Apprentice/ Trainee/ Intern,0.05250,77,1257,0.04016,0.06483
1993,Upper Secondary Level,1st Quintile,Not employed: Pensioner,0.36602,345,1257,0.33938,0.39266
1993,Upper Secondary Level,1st Quintile,Not employed: registered unemployed,0.16027,219,1257,0.13998,0.18055
1993,Upper Secondary Level,1st Quintile,Not employed: no further information,0.08405,120,1257,0.06870,0.09939
1993,Upper Secondary Level,2nd Quintile,Blue-collar worker,0.27126,487,1410,0.24804,0.29448
1993,Upper Secondary Level,2nd Quintile,White-collar worker,0.16945,269,1410,0.14987,0.18904
1993,Upper Secondary Level,2nd Quintile,Apprentice/ Trainee/ Intern,0.04903,77,1410,0.03776,0.06031
1993,Upper Secondary Level,2nd Quintile,Not employed: Pensioner,0.30376,307,1410,0.27974,0.32777
1993,Upper Secondary Level,2nd Quintile,Not employed: registered unemployed,0.06729,131,1410,0.05421,0.08037
1993,Upper Secondary Level,2nd Quintile,Not employed: no further information,0.10140,139,1410,0.08564,0.11716
1993,Upper Secondary Level,3rd Quintile,Self-employed,0.02907,39,1380,0.02020,0.03794
1993,Upper Secondary Level,3rd Quintile,Blue-collar worker,0.27444,466,1380,0.25089,0.29800
1993,Upper Secondary Level,3rd Quintile,Civil servant,0.03018,44,1380,0.02115,0.03921
1993,Upper Secondary Level,3rd Quintile,White-collar worker,0.22917,332,1380,0.20698,0.25135
1993,Upper Secondary Level,3rd Quintile,Apprentice/ Trainee/ Intern,0.04161,79,1380,0.03107,0.05215
1993,Upper Secondary Level,3rd Quintile,Not employed: Pensioner,0.23867,210,1380,0.21617,0.26117
1993,Upper Secondary Level,3rd Quintile,Not employed: registered unemployed,0.04701,81,1380,0.03584,0.05818
1993,Upper Secondary Level,3rd Quintile,Not employed: no further information,0.10277,129,1380,0.08674,0.11880
1993,Upper Secondary Level,4th Quintile,Self-employed,0.03097,54,1321,0.02163,0.04032
1993,Upper Secondary Level,4th Quintile,Blue-collar worker,0.23000,377,1321,0.20730,0.25270
1993,Upper Secondary Level,4th Quintile,Civil servant,0.04658,52,1321,0.03521,0.05795
1993,Upper Secondary Level,4th Quintile,White-collar worker,0.31965,411,1321,0.29449,0.34480
1993,Upper Secondary Level,4th Quintile,Apprentice/ Trainee/ Intern,0.04539,69,1321,0.03416,0.05662
1993,Upper Secondary Level,4th Quintile,Not employed: Pensioner,0.19496,192,1321,0.17359,0.21633
1993,Upper Secondary Level,4th Quintile,Not employed: registered unemployed,0.03641,56,1321,0.02631,0.04652
1993,Upper Secondary Level,4th Quintile,Not employed: no further information,0.08118,110,1321,0.06645,0.09592
1993,Upper Secondary Level,5th Quintile,Self-employed,0.08832,109,1194,0.07221,0.10442
1993,Upper Secondary Level,5th Quintile,Blue-collar worker,0.17340,245,1194,0.15192,0.19489
1993,Upper Secondary Level,5th Quintile,Civil servant,0.06067,65,1194,0.04713,0.07422
1993,Upper Secondary Level,5th Quintile,White-collar worker,0.40692,475,1194,0.37905,0.43480
1993,Upper Secondary Level,5th Quintile,Apprentice/ Trainee/ Intern,0.03722,52,1194,0.02648,0.04796
1993,Upper Secondary Level,5th Quintile,Not employed: Pensioner,0.13166,122,1194,0.11247,0.15085
1993,Upper Secondary Level,5th Quintile,Not employed: registered unemployed,0.02297,35,1194,0.01447,0.03147
1993,Upper Secondary Level,5th Quintile,Not employed: no further information,0.07409,91,1194,0.05922,0.08895
1993,Post-secondary Non-tertiary Level,4th Quintile,White-collar worker,0.39275,36,36,0.23096,0.55454
1993,Post-secondary Non-tertiary Level,5th Quintile,White-collar worker,0.67563,68,68,0.56353,0.78772
1993,First Stage of Tertiary Education,1st Quintile,Not employed: Pensioner,0.44590,32,32,0.27092,0.62088
1993,First Stage of Tertiary Education,2nd Quintile,Blue-collar worker,0.18582,36,104,0.11070,0.26094
1993,First Stage of Tertiary Education,2nd Quintile,White-collar worker,0.22845,37,104,0.14737,0.30953
1993,First Stage of Tertiary Education,2nd Quintile,Not employed: Pensioner,0.31208,31,104,0.22260,0.40157
1993,First Stage of Tertiary Education,3rd Quintile,White-collar worker,0.30503,47,47,0.17197,0.43808
1993,First Stage of Tertiary Education,4th Quintile,Blue-collar worker,0.13646,33,89,0.06474,0.20819
1993,First Stage of Tertiary Education,4th Quintile,White-collar worker,0.32537,56,89,0.22748,0.42326
1993,First Stage of Tertiary Education,5th Quintile,Self-employed,0.15554,34,125,0.09175,0.21933
1993,First Stage of Tertiary Education,5th Quintile,White-collar worker,0.48144,91,125,0.39350,0.56939
1993,Second Stage of Tertiary Education,1st Quintile,White-collar worker,0.23878,42,98,0.15394,0.32363
1993,Second Stage of Tertiary Education,1st Quintile,Not employed: Pensioner,0.37054,56,98,0.27443,0.46665
1993,Second Stage of Tertiary Education,2nd Quintile,White-collar worker,0.48338,152,195,0.41306,0.55370
1993,Second Stage of Tertiary Education,2nd Quintile,Not employed: Pensioner,0.19228,43,195,0.13682,0.24774
1993,Second Stage of Tertiary Education,3rd Quintile,White-collar worker,0.58184,205,205,0.51415,0.64953
1993,Second Stage of Tertiary Education,4th Quintile,Civil servant,0.12229,36,282,0.08399,0.16060
1993,Second Stage of Tertiary Education,4th Quintile,White-collar worker,0.50717,215,282,0.44871,0.56562
1993,Second Stage of Tertiary Education,4th Quintile,Not employed: Pensioner,0.10578,31,282,0.06982,0.14174
1993,Second Stage of Tertiary Education,5th Quintile,Self-employed,0.16233,83,477,0.12921,0.19546
1993,Second Stage of Tertiary Education,5th Quintile,Civil servant,0.24099,103,477,0.20257,0.27941
1993,Second Stage of Tertiary Education,5th Quintile,White-collar worker,0.40515,236,477,0.36105,0.44925
1993,Second Stage of Tertiary Education,5th Quintile,Not employed: Pensioner,0.14609,55,477,0.11436,0.17782
1994,Pre-primary Level,1st Quintile,Apprentice/ Trainee/ Intern,0.90866,44,44,0.82255,0.99477
1994,Pre-primary Level,2nd Quintile,Apprentice/ Trainee/ Intern,0.94844,56,56,0.88999,1.00688
1994,Pre-primary Level,3rd Quintile,Apprentice/ Trainee/ Intern,0.98877,67,67,0.96336,1.01419
1994,Primary Level,1st Quintile,Blue-collar worker,0.19635,49,165,0.13556,0.25715
1994,Primary Level,1st Quintile,Not employed: Pensioner,0.20027,38,165,0.13902,0.26152
1994,Primary Level,1st Quintile,Not employed: no further information,0.38636,78,165,0.31184,0.46088
1994,Primary Level,2nd Quintile,Blue-collar worker,0.40679,58,97,0.30853,0.50506
1994,Primary Level,2nd Quintile,Not employed: no further information,0.23886,39,97,0.15357,0.32416
1994,Primary Level,3rd Quintile,Blue-collar worker,0.56701,62,62,0.44267,0.69136
1994,Primary Level,4th Quintile,Blue-collar worker,0.59046,39,39,0.43411,0.74682
1994,Lower Secondary Level,1st Quintile,Blue-collar worker,0.12173,128,692,0.09735,0.14611
1994,Lower Secondary Level,1st Quintile,Apprentice/ Trainee/ Intern,0.09104,96,692,0.06959,0.11249
1994,Lower Secondary Level,1st Quintile,Not employed: Pensioner,0.49162,239,692,0.45434,0.52889
1994,Lower Secondary Level,1st Quintile,Not employed: registered unemployed,0.08425,83,692,0.06354,0.10496
1994,Lower Secondary Level,1st Quintile,Not employed: no further information,0.17495,146,692,0.14662,0.20328
1994,Lower Secondary Level,2nd Quintile,Blue-collar worker,0.15802,132,530,0.12694,0.18911
1994,Lower Secondary Level,2nd Quintile,Apprentice/ Trainee/ Intern,0.10865,93,530,0.08213,0.13516
1994,Lower Secondary Level,2nd Quintile,Not employed: Pensioner,0.44037,163,530,0.39806,0.48267
1994,Lower Secondary Level,2nd Quintile,Not employed: registered unemployed,0.05849,44,530,0.03850,0.07849
1994,Lower Secondary Level,2nd Quintile,Not employed: no further information,0.15840,98,530,0.12728,0.18951
1994,Lower Secondary Level,3rd Quintile,Blue-collar worker,0.24952,167,509,0.21189,0.28715
1994,Lower Secondary Level,3rd Quintile,White-collar worker,0.06847,42,509,0.04650,0.09043
1994,Lower Secondary Level,3rd Quintile,Apprentice/ Trainee/ Intern,0.12532,80,509,0.09653,0.15411
1994,Lower Secondary Level,3rd Quintile,Not employed: Pensioner,0.34197,121,509,0.30072,0.38322
1994,Lower Secondary Level,3rd Quintile,Not employed: registered unemployed,0.04828,31,509,0.02964,0.06692
1994,Lower Secondary Level,3rd Quintile,Not employed: no further information,0.13079,68,509,0.10147,0.16012
1994,Lower Secondary Level,4th Quintile,Blue-collar worker,0.24405,132,377,0.20064,0.28747
1994,Lower Secondary Level,4th Quintile,White-collar worker,0.14066,53,377,0.10552,0.17581
1994,Lower Secondary Level,4th Quintile,Apprentice/ Trainee/ Intern,0.12202,58,377,0.08893,0.15510
1994,Lower Secondary Level,4th Quintile,Not employed: Pensioner,0.29902,86,377,0.25275,0.34530
1994,Lower Secondary Level,4th Quintile,Not employed: no further information,0.12618,48,377,0.09262,0.15974
1994,Lower Secondary Level,5th Quintile,Blue-collar worker,0.24697,72,163,0.18056,0.31338
1994,Lower Secondary Level,5th Quintile,White-collar worker,0.16146,37,163,0.10480,0.21813
1994,Lower Secondary Level,5th Quintile,Not employed: Pensioner,0.25206,54,163,0.18520,0.31893
1994,Upper Secondary Level,1st Quintile,Blue-collar worker,0.17766,277,1163,0.15568,0.19964
1994,Upper Secondary Level,1st Quintile,White-collar worker,0.10136,127,1163,0.08401,0.11872
1994,Upper Secondary Level,1st Quintile,Apprentice/ Trainee/ Intern,0.05669,81,1163,0.04339,0.06998
1994,Upper Secondary Level,1st Quintile,Not employed: Pensioner,0.35972,312,1163,0.33213,0.38732
1994,Upper Secondary Level,1st Quintile,Not employed: registered unemployed,0.16643,225,1163,0.14501,0.18785
1994,Upper Secondary Level,1st Quintile,Not employed: no further information,0.10653,141,1163,0.08879,0.12427
1994,Upper Secondary Level,2nd Quintile,Self-employed,0.02423,33,1381,0.01611,0.03234
1994,Upper Secondary Level,2nd Quintile,Blue-collar worker,0.26595,472,1381,0.24264,0.28926
1994,Upper Secondary Level,2nd Quintile,White-collar worker,0.15859,231,1381,0.13932,0.17786
1994,Upper Secondary Level,2nd Quintile,Apprentice/ Trainee/ Intern,0.03651,50,1381,0.02661,0.04640
1994,Upper Secondary Level,2nd Quintile,Not employed: Pensioner,0.29635,304,1381,0.27225,0.32044
1994,Upper Secondary Level,2nd Quintile,Not employed: registered unemployed,0.07539,136,1381,0.06146,0.08932
1994,Upper Secondary Level,2nd Quintile,Not employed: no further information,0.11946,155,1381,0.10234,0.13657
1994,Upper Secondary Level,3rd Quintile,Self-employed,0.02321,38,1361,0.01521,0.03122
1994,Upper Secondary Level,3rd Quintile,Blue-collar worker,0.25943,429,1361,0.23614,0.28273
1994,Upper Secondary Level,3rd Quintile,Civil servant,0.02938,44,1361,0.02041,0.03836
1994,Upper Secondary Level,3rd Quintile,White-collar worker,0.23118,333,1361,0.20877,0.25358
1994,Upper Secondary Level,3rd Quintile,Apprentice/ Trainee/ Intern,0.03453,68,1361,0.02483,0.04423
1994,Upper Secondary Level,3rd Quintile,Not employed: Pensioner,0.26866,232,1361,0.24510,0.29221
1994,Upper Secondary Level,3rd Quintile,Not employed: registered unemployed,0.06797,106,1361,0.05460,0.08135
1994,Upper Secondary Level,3rd Quintile,Not employed: no further information,0.07813,111,1361,0.06387,0.09239
1994,Upper Secondary Level,4th Quintile,Self-employed,0.04361,60,1362,0.03276,0.05446
1994,Upper Secondary Level,4th Quintile,Blue-collar worker,0.23363,390,1362,0.21115,0.25611
1994,Upper Secondary Level,4th Quintile,Civil servant,0.04482,58,1362,0.03383,0.05581
1994,Upper Secondary Level,4th Quintile,White-collar worker,0.31706,411,1362,0.29233,0.34178
