year,migback,regtyp,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,No migration background,Rural regions,Not employed: no further information,0.06515,280,3981,0.05749,0.07282
1995,Direct migration background,Urban regions,Self-employed,0.03145,69,2295,0.02431,0.03859
1995,Direct migration background,Urban regions,Blue-collar worker,0.27810,890,2295,0.25976,0.29643
1995,Direct migration background,Urban regions,White-collar worker,0.15639,289,2295,0.14153,0.17126
1995,Direct migration background,Urban regions,Apprentice/ Trainee/ Intern,0.05994,126,2295,0.05023,0.06966
1995,Direct migration background,Urban regions,Not employed: Pensioner,0.18785,317,2295,0.17187,0.20384
1995,Direct migration background,Urban regions,Not employed: registered unemployed,0.09027,225,2295,0.07854,0.10199
1995,Direct migration background,Urban regions,Not employed: no further information,0.12824,379,2295,0.11456,0.14192
1995,Direct migration background,Rural regions,Blue-collar worker,0.17889,156,422,0.14228,0.21550
1995,Direct migration background,Rural regions,White-collar worker,0.14863,59,422,0.11465,0.18261
1995,Direct migration background,Rural regions,Not employed: Pensioner,0.26104,89,422,0.21908,0.30299
1995,Direct migration background,Rural regions,Not employed: registered unemployed,0.11350,56,422,0.08320,0.14380
1995,Direct migration background,Rural regions,Not employed: no further information,0.09410,62,422,0.06621,0.12199
1995,Indirect migration background,Urban regions,Blue-collar worker,0.05585,79,373,0.03252,0.07919
1995,Indirect migration background,Urban regions,White-collar worker,0.06399,94,373,0.03912,0.08886
1995,Indirect migration background,Urban regions,Apprentice/ Trainee/ Intern,0.13227,165,373,0.09784,0.16670
1995,Indirect migration background,Urban regions,Not employed: no further information,0.02283,35,373,0.00765,0.03800
1995,Indirect migration background,Rural regions,Apprentice/ Trainee/ Intern,0.13768,33,33,0.01830,0.25707
1996,No migration background,Urban regions,Self-employed,0.04560,330,5919,0.04029,0.05092
1996,No migration background,Urban regions,Blue-collar worker,0.11868,983,5919,0.11044,0.12692
1996,No migration background,Urban regions,Civil servant,0.03977,273,5919,0.03479,0.04475
1996,No migration background,Urban regions,White-collar worker,0.23452,1806,5919,0.22372,0.24531
1996,No migration background,Urban regions,Apprentice/ Trainee/ Intern,0.05375,455,5919,0.04800,0.05949
1996,No migration background,Urban regions,Not employed: Pensioner,0.22489,1176,5919,0.21425,0.23552
1996,No migration background,Urban regions,Not employed: registered unemployed,0.04082,314,5919,0.03578,0.04586
1996,No migration background,Urban regions,Not employed: no further information,0.07625,582,5919,0.06949,0.08301
1996,No migration background,Rural regions,Self-employed,0.04682,222,3938,0.04023,0.05342
1996,No migration background,Rural regions,Blue-collar worker,0.15503,879,3938,0.14372,0.16633
1996,No migration background,Rural regions,Civil servant,0.02958,129,3938,0.02429,0.03487
1996,No migration background,Rural regions,White-collar worker,0.18310,961,3938,0.17102,0.19518
1996,No migration background,Rural regions,Apprentice/ Trainee/ Intern,0.05225,334,3938,0.04530,0.05920
1996,No migration background,Rural regions,Not employed: Pensioner,0.22167,756,3938,0.20870,0.23465
1996,No migration background,Rural regions,Not employed: registered unemployed,0.06350,375,3938,0.05588,0.07112
1996,No migration background,Rural regions,Not employed: no further information,0.06384,282,3938,0.05620,0.07147
1996,Direct migration background,Urban regions,Self-employed,0.03198,65,2127,0.02451,0.03946
1996,Direct migration background,Urban regions,Blue-collar worker,0.28104,813,2127,0.26193,0.30015
1996,Direct migration background,Urban regions,White-collar worker,0.14765,265,2127,0.13257,0.16274
1996,Direct migration background,Urban regions,Apprentice/ Trainee/ Intern,0.05425,106,2127,0.04462,0.06387
1996,Direct migration background,Urban regions,Not employed: Pensioner,0.18861,315,2127,0.17198,0.20524
1996,Direct migration background,Urban regions,Not employed: registered unemployed,0.09984,215,2127,0.08710,0.11259
1996,Direct migration background,Urban regions,Not employed: no further information,0.12903,348,2127,0.11478,0.14328
1996,Direct migration background,Rural regions,Blue-collar worker,0.22106,157,416,0.18114,0.26099
1996,Direct migration background,Rural regions,White-collar worker,0.13695,55,416,0.10387,0.17002
1996,Direct migration background,Rural regions,Not employed: Pensioner,0.29232,96,416,0.24856,0.33608
1996,Direct migration background,Rural regions,Not employed: registered unemployed,0.08471,47,416,0.05792,0.11150
1996,Direct migration background,Rural regions,Not employed: no further information,0.09993,61,416,0.07108,0.12878
1996,Indirect migration background,Urban regions,Blue-collar worker,0.05071,92,426,0.02985,0.07157
1996,Indirect migration background,Urban regions,White-collar worker,0.06279,91,426,0.03972,0.08585
1996,Indirect migration background,Urban regions,Apprentice/ Trainee/ Intern,0.12831,163,426,0.09651,0.16011
1996,Indirect migration background,Urban regions,Not employed: registered unemployed,0.02077,32,426,0.00721,0.03432
1996,Indirect migration background,Urban regions,Not employed: no further information,0.03440,48,426,0.01707,0.05173
1996,Indirect migration background,Rural regions,Apprentice/ Trainee/ Intern,0.14970,36,36,0.03150,0.26790
1997,No migration background,Urban regions,Self-employed,0.04583,338,5831,0.04046,0.05120
1997,No migration background,Urban regions,Blue-collar worker,0.10412,870,5831,0.09628,0.11196
1997,No migration background,Urban regions,Civil servant,0.04056,276,5831,0.03549,0.04562
1997,No migration background,Urban regions,White-collar worker,0.23844,1779,5831,0.22750,0.24938
1997,No migration background,Urban regions,Apprentice/ Trainee/ Intern,0.05462,468,5831,0.04879,0.06046
1997,No migration background,Urban regions,Not employed: Pensioner,0.23444,1222,5831,0.22357,0.24532
1997,No migration background,Urban regions,Not employed: registered unemployed,0.04681,343,5831,0.04139,0.05224
1997,No migration background,Urban regions,Not employed: no further information,0.07220,535,5831,0.06556,0.07885
1997,No migration background,Rural regions,Self-employed,0.04428,213,3897,0.03782,0.05074
1997,No migration background,Rural regions,Blue-collar worker,0.14664,812,3897,0.13553,0.15774
1997,No migration background,Rural regions,Civil servant,0.03118,139,3897,0.02572,0.03664
1997,No migration background,Rural regions,White-collar worker,0.17798,968,3897,0.16597,0.18999
1997,No migration background,Rural regions,Apprentice/ Trainee/ Intern,0.05494,343,3897,0.04778,0.06209
1997,No migration background,Rural regions,Not employed: Pensioner,0.22438,760,3897,0.21128,0.23748
1997,No migration background,Rural regions,Not employed: registered unemployed,0.07023,378,3897,0.06220,0.07825
1997,No migration background,Rural regions,Not employed: no further information,0.06454,284,3897,0.05683,0.07226
1997,Direct migration background,Urban regions,Self-employed,0.02999,60,2032,0.02257,0.03741
1997,Direct migration background,Urban regions,Blue-collar worker,0.28021,733,2032,0.26068,0.29974
1997,Direct migration background,Urban regions,White-collar worker,0.14987,260,2032,0.13435,0.16539
1997,Direct migration background,Urban regions,Apprentice/ Trainee/ Intern,0.05115,93,2032,0.04157,0.06073
1997,Direct migration background,Urban regions,Not employed: Pensioner,0.19291,315,2032,0.17575,0.21007
1997,Direct migration background,Urban regions,Not employed: registered unemployed,0.09409,231,2032,0.08139,0.10679
1997,Direct migration background,Urban regions,Not employed: no further information,0.14168,340,2032,0.12651,0.15684
1997,Direct migration background,Rural regions,Blue-collar worker,0.21533,141,393,0.17463,0.25602
1997,Direct migration background,Rural regions,White-collar worker,0.16454,59,393,0.12784,0.20125
1997,Direct migration background,Rural regions,Not employed: Pensioner,0.30869,95,393,0.26296,0.35443
1997,Direct migration background,Rural regions,Not employed: registered unemployed,0.08694,43,393,0.05905,0.11484
1997,Direct migration background,Rural regions,Not employed: no further information,0.08138,55,393,0.05432,0.10845
1997,Indirect migration background,Urban regions,Blue-collar worker,0.05203,94,452,0.03153,0.07253
1997,Indirect migration background,Urban regions,White-collar worker,0.08341,103,452,0.05789,0.10893
1997,Indirect migration background,Urban regions,Apprentice/ Trainee/ Intern,0.14777,179,452,0.11501,0.18052
1997,Indirect migration background,Urban regions,Not employed: registered unemployed,0.02000,37,452,0.00708,0.03292
1997,Indirect migration background,Urban regions,Not employed: no further information,0.02950,39,452,0.01388,0.04511
1997,Indirect migration background,Rural regions,Apprentice/ Trainee/ Intern,0.11555,31,31,0.00115,0.22995
1998,No migration background,Urban regions,Self-employed,0.04860,398,6764,0.04348,0.05373
1998,No migration background,Urban regions,Blue-collar worker,0.10767,984,6764,0.10029,0.11506
1998,No migration background,Urban regions,Civil servant,0.03815,306,6764,0.03359,0.04272
1998,No migration background,Urban regions,White-collar worker,0.24034,2070,6764,0.23016,0.25052
1998,No migration background,Urban regions,Apprentice/ Trainee/ Intern,0.05607,525,6764,0.05059,0.06156
1998,No migration background,Urban regions,Not employed: Pensioner,0.23833,1477,6764,0.22817,0.24848
1998,No migration background,Urban regions,Not employed: registered unemployed,0.04098,351,6764,0.03625,0.04570
1998,No migration background,Urban regions,Not employed: no further information,0.07332,653,6764,0.06711,0.07953
1998,No migration background,Rural regions,Self-employed,0.04118,229,4425,0.03533,0.04704
1998,No migration background,Rural regions,Blue-collar worker,0.14131,892,4425,0.13104,0.15157
1998,No migration background,Rural regions,Civil servant,0.02956,154,4425,0.02457,0.03455
1998,No migration background,Rural regions,White-collar worker,0.18319,1088,4425,0.17179,0.19459
1998,No migration background,Rural regions,Apprentice/ Trainee/ Intern,0.05947,393,4425,0.05251,0.06644
1998,No migration background,Rural regions,Not employed: Pensioner,0.22547,895,4425,0.21316,0.23779
1998,No migration background,Rural regions,Not employed: registered unemployed,0.07107,446,4425,0.06350,0.07864
1998,No migration background,Rural regions,Not employed: no further information,0.06636,328,4425,0.05902,0.07369
1998,Direct migration background,Urban regions,Self-employed,0.02531,61,1971,0.01838,0.03225
1998,Direct migration background,Urban regions,Blue-collar worker,0.30322,730,1971,0.28292,0.32351
1998,Direct migration background,Urban regions,White-collar worker,0.14334,231,1971,0.12786,0.15881
1998,Direct migration background,Urban regions,Apprentice/ Trainee/ Intern,0.05403,96,1971,0.04404,0.06401
1998,Direct migration background,Urban regions,Not employed: Pensioner,0.17934,322,1971,0.16239,0.19628
1998,Direct migration background,Urban regions,Not employed: registered unemployed,0.08741,196,1971,0.07494,0.09988
1998,Direct migration background,Urban regions,Not employed: no further information,0.13962,335,1971,0.12432,0.15493
1998,Direct migration background,Rural regions,Blue-collar worker,0.20557,119,376,0.16467,0.24647
1998,Direct migration background,Rural regions,White-collar worker,0.13779,56,376,0.10291,0.17268
1998,Direct migration background,Rural regions,Not employed: Pensioner,0.31658,101,376,0.26951,0.36366
1998,Direct migration background,Rural regions,Not employed: registered unemployed,0.09466,49,376,0.06503,0.12429
1998,Direct migration background,Rural regions,Not employed: no further information,0.09250,51,376,0.06318,0.12183
1998,Indirect migration background,Urban regions,Blue-collar worker,0.06064,99,472,0.03909,0.08220
1998,Indirect migration background,Urban regions,White-collar worker,0.08124,97,472,0.05657,0.10591
1998,Indirect migration background,Urban regions,Apprentice/ Trainee/ Intern,0.16582,193,472,0.13223,0.19941
1998,Indirect migration background,Urban regions,Not employed: registered unemployed,0.03175,43,472,0.01592,0.04759
1998,Indirect migration background,Urban regions,Not employed: no further information,0.03603,40,472,0.01920,0.05287
1998,Indirect migration background,Rural regions,Apprentice/ Trainee/ Intern,0.10983,35,35,0.00473,0.21493
1999,No migration background,Urban regions,Self-employed,0.05212,396,6514,0.04672,0.05752
1999,No migration background,Urban regions,Blue-collar worker,0.11008,977,6514,0.10248,0.11768
1999,No migration background,Urban regions,Civil servant,0.03754,296,6514,0.03292,0.04215
1999,No migration background,Urban regions,White-collar worker,0.24806,2062,6514,0.23757,0.25855
1999,No migration background,Urban regions,Apprentice/ Trainee/ Intern,0.05663,510,6514,0.05102,0.06224
1999,No migration background,Urban regions,Not employed: Pensioner,0.24102,1423,6514,0.23064,0.25141
1999,No migration background,Urban regions,Not employed: registered unemployed,0.03689,304,6514,0.03231,0.04146
1999,No migration background,Urban regions,Not employed: no further information,0.06387,546,6514,0.05793,0.06980
1999,No migration background,Rural regions,Self-employed,0.04609,252,4305,0.03983,0.05235
1999,No migration background,Rural regions,Blue-collar worker,0.15620,923,4305,0.14535,0.16704
1999,No migration background,Rural regions,Civil servant,0.02815,142,4305,0.02321,0.03309
1999,No migration background,Rural regions,White-collar worker,0.18125,1072,4305,0.16974,0.19276
1999,No migration background,Rural regions,Apprentice/ Trainee/ Intern,0.05984,376,4305,0.05276,0.06693
1999,No migration background,Rural regions,Not employed: Pensioner,0.23016,893,4305,0.21759,0.24274
1999,No migration background,Rural regions,Not employed: registered unemployed,0.05714,349,4305,0.05021,0.06407
1999,No migration background,Rural regions,Not employed: no further information,0.06197,298,4305,0.05476,0.06917
1999,Direct migration background,Urban regions,Self-employed,0.03361,64,1830,0.02535,0.04187
1999,Direct migration background,Urban regions,Blue-collar worker,0.30244,664,1830,0.28139,0.32349
1999,Direct migration background,Urban regions,White-collar worker,0.15654,235,1830,0.13988,0.17319
1999,Direct migration background,Urban regions,Apprentice/ Trainee/ Intern,0.03516,68,1830,0.02672,0.04360
1999,Direct migration background,Urban regions,Not employed: Pensioner,0.19436,313,1830,0.17623,0.21250
1999,Direct migration background,Urban regions,Not employed: registered unemployed,0.08285,176,1830,0.07022,0.09548
1999,Direct migration background,Urban regions,Not employed: no further information,0.13385,310,1830,0.11825,0.14946
1999,Direct migration background,Rural regions,Blue-collar worker,0.24357,117,305,0.19532,0.29183
1999,Direct migration background,Rural regions,White-collar worker,0.12770,43,305,0.09018,0.16522
1999,Direct migration background,Rural regions,Not employed: Pensioner,0.32175,99,305,0.26923,0.37426
1999,Direct migration background,Rural regions,Not employed: no further information,0.10483,46,305,0.07039,0.13926
1999,Indirect migration background,Urban regions,Blue-collar worker,0.07784,116,463,0.05341,0.10228
1999,Indirect migration background,Urban regions,White-collar worker,0.08981,114,463,0.06374,0.11589
1999,Indirect migration background,Urban regions,Apprentice/ Trainee/ Intern,0.16127,181,463,0.12773,0.19481
1999,Indirect migration background,Urban regions,Not employed: no further information,0.04248,52,463,0.02409,0.06087
1999,Indirect migration background,Rural regions,Apprentice/ Trainee/ Intern,0.11180,36,36,0.00740,0.21620
2000,No migration background,Urban regions,Self-employed,0.05412,765,12282,0.05012,0.05812
2000,No migration background,Urban regions,Blue-collar worker,0.11340,1685,12282,0.10779,0.11901
2000,No migration background,Urban regions,Civil servant,0.03453,562,12282,0.03130,0.03776
2000,No migration background,Urban regions,White-collar worker,0.24844,3764,12282,0.24080,0.25608
2000,No migration background,Urban regions,Apprentice/ Trainee/ Intern,0.04997,846,12282,0.04611,0.05382
2000,No migration background,Urban regions,Not employed: Pensioner,0.24194,2939,12282,0.23436,0.24951
2000,No migration background,Urban regions,Not employed: Military/Community Service,0.00247,43,12282,0.00159,0.00335
2000,No migration background,Urban regions,Not employed: registered unemployed,0.03110,523,12282,0.02803,0.03417
2000,No migration background,Urban regions,Not employed: no further information,0.07143,1155,12282,0.06687,0.07598
2000,No migration background,Rural regions,Self-employed,0.04920,446,7658,0.04436,0.05405
2000,No migration background,Rural regions,Blue-collar worker,0.15549,1496,7658,0.14737,0.16360
2000,No migration background,Rural regions,Civil servant,0.02458,250,7658,0.02111,0.02805
2000,No migration background,Rural regions,White-collar worker,0.19296,1879,7658,0.18412,0.20180
2000,No migration background,Rural regions,Apprentice/ Trainee/ Intern,0.05809,624,7658,0.05285,0.06333
2000,No migration background,Rural regions,Not employed: Pensioner,0.23214,1769,7658,0.22268,0.24160
2000,No migration background,Rural regions,Not employed: Military/Community Service,0.00387,42,7658,0.00248,0.00527
2000,No migration background,Rural regions,Not employed: registered unemployed,0.05456,582,7658,0.04947,0.05965
2000,No migration background,Rural regions,Not employed: no further information,0.05995,570,7658,0.05463,0.06526
2000,Direct migration background,Urban regions,Self-employed,0.03233,96,2700,0.02565,0.03900
2000,Direct migration background,Urban regions,Blue-collar worker,0.30174,927,2700,0.28443,0.31906
2000,Direct migration background,Urban regions,White-collar worker,0.15815,411,2700,0.14438,0.17191
2000,Direct migration background,Urban regions,Apprentice/ Trainee/ Intern,0.05253,155,2700,0.04411,0.06094
2000,Direct migration background,Urban regions,Not employed: Pensioner,0.15858,420,2700,0.14480,0.17236
2000,Direct migration background,Urban regions,Not employed: registered unemployed,0.06166,221,2700,0.05259,0.07074
2000,Direct migration background,Urban regions,Not employed: no further information,0.14216,470,2700,0.12898,0.15533
2000,Direct migration background,Rural regions,Blue-collar worker,0.24407,173,548,0.20808,0.28007
2000,Direct migration background,Rural regions,White-collar worker,0.12600,79,548,0.09819,0.15381
2000,Direct migration background,Rural regions,Apprentice/ Trainee/ Intern,0.05668,36,548,0.03730,0.07606
2000,Direct migration background,Rural regions,Not employed: Pensioner,0.26185,139,548,0.22501,0.29870
2000,Direct migration background,Rural regions,Not employed: registered unemployed,0.05600,43,548,0.03673,0.07526
2000,Direct migration background,Rural regions,Not employed: no further information,0.11618,78,548,0.08933,0.14304
2000,Indirect migration background,Urban regions,Blue-collar worker,0.08217,156,654,0.06110,0.10323
2000,Indirect migration background,Urban regions,White-collar worker,0.09676,158,654,0.07408,0.11943
2000,Indirect migration background,Urban regions,Apprentice/ Trainee/ Intern,0.12824,224,654,0.10260,0.15389
2000,Indirect migration background,Urban regions,Not employed: registered unemployed,0.01896,35,654,0.00850,0.02942
2000,Indirect migration background,Urban regions,Not employed: no further information,0.04987,81,654,0.03317,0.06656
2000,Indirect migration background,Rural regions,Apprentice/ Trainee/ Intern,0.08516,35,35,-0.00866,0.17899
2001,No migration background,Urban regions,Self-employed,0.05432,708,11246,0.05013,0.05851
2001,No migration background,Urban regions,Blue-collar worker,0.11115,1510,11246,0.10534,0.11696
2001,No migration background,Urban regions,Civil servant,0.03604,517,11246,0.03260,0.03949
2001,No migration background,Urban regions,White-collar worker,0.25093,3507,11246,0.24292,0.25895
2001,No migration background,Urban regions,Apprentice/ Trainee/ Intern,0.05106,803,11246,0.04699,0.05513
2001,No migration background,Urban regions,Not employed: Pensioner,0.24327,2728,11246,0.23534,0.25120
2001,No migration background,Urban regions,Not employed: Military/Community Service,0.00332,44,11246,0.00226,0.00438
2001,No migration background,Urban regions,Not employed: registered unemployed,0.03287,459,11246,0.02958,0.03617
2001,No migration background,Urban regions,Not employed: no further information,0.06512,970,11246,0.06056,0.06968
2001,No migration background,Rural regions,Self-employed,0.04669,377,6962,0.04173,0.05165
2001,No migration background,Rural regions,Blue-collar worker,0.15657,1345,6962,0.14803,0.16511
2001,No migration background,Rural regions,Civil servant,0.02649,234,6962,0.02272,0.03026
2001,No migration background,Rural regions,White-collar worker,0.19104,1698,6962,0.18181,0.20028
2001,No migration background,Rural regions,Apprentice/ Trainee/ Intern,0.05822,590,6962,0.05272,0.06372
2001,No migration background,Rural regions,Not employed: Pensioner,0.24352,1666,6962,0.23344,0.25360
2001,No migration background,Rural regions,Not employed: Military/Community Service,0.00460,36,6962,0.00301,0.00619
2001,No migration background,Rural regions,Not employed: registered unemployed,0.06050,569,6962,0.05489,0.06610
2001,No migration background,Rural regions,Not employed: no further information,0.05212,447,6962,0.04690,0.05734
2001,Direct migration background,Urban regions,Self-employed,0.03476,88,2379,0.02740,0.04212
2001,Direct migration background,Urban regions,Blue-collar worker,0.29533,825,2379,0.27700,0.31367
2001,Direct migration background,Urban regions,White-collar worker,0.15642,363,2379,0.14182,0.17102
2001,Direct migration background,Urban regions,Apprentice/ Trainee/ Intern,0.06391,136,2379,0.05408,0.07374
2001,Direct migration background,Urban regions,Not employed: Pensioner,0.16638,399,2379,0.15141,0.18135
2001,Direct migration background,Urban regions,Not employed: registered unemployed,0.07533,187,2379,0.06473,0.08594
2001,Direct migration background,Urban regions,Not employed: no further information,0.13463,381,2379,0.12091,0.14834
2001,Direct migration background,Rural regions,Blue-collar worker,0.24436,159,489,0.20623,0.28249
2001,Direct migration background,Rural regions,White-collar worker,0.12347,65,489,0.09428,0.15266
2001,Direct migration background,Rural regions,Apprentice/ Trainee/ Intern,0.06437,35,489,0.04260,0.08615
2001,Direct migration background,Rural regions,Not employed: Pensioner,0.26026,121,489,0.22133,0.29919
2001,Direct migration background,Rural regions,Not employed: registered unemployed,0.08639,49,489,0.06146,0.11132
2001,Direct migration background,Rural regions,Not employed: no further information,0.11271,60,489,0.08465,0.14077
2001,Indirect migration background,Urban regions,Blue-collar worker,0.08450,141,610,0.06241,0.10659
2001,Indirect migration background,Urban regions,White-collar worker,0.09308,147,610,0.07001,0.11616
2001,Indirect migration background,Urban regions,Apprentice/ Trainee/ Intern,0.12314,209,610,0.09704,0.14923
2001,Indirect migration background,Urban regions,Not employed: registered unemployed,0.02189,45,610,0.01027,0.03351
2001,Indirect migration background,Urban regions,Not employed: no further information,0.03550,68,610,0.02080,0.05019
2001,Indirect migration background,Rural regions,Apprentice/ Trainee/ Intern,0.09040,35,35,-0.00599,0.18679
2002,No migration background,Urban regions,Self-employed,0.04842,873,12302,0.04463,0.05222
2002,No migration background,Urban regions,Blue-collar worker,0.11166,1393,12302,0.10609,0.11722
2002,No migration background,Urban regions,Civil servant,0.03291,743,12302,0.02976,0.03606
2002,No migration background,Urban regions,White-collar worker,0.24757,3978,12302,0.23994,0.25520
2002,No migration background,Urban regions,Apprentice/ Trainee/ Intern,0.05106,917,12302,0.04717,0.05495
2002,No migration background,Urban regions,Not employed: Pensioner,0.25370,2861,12302,0.24601,0.26139
2002,No migration background,Urban regions,Not employed: Military/Community Service,0.00264,44,12302,0.00173,0.00355
2002,No migration background,Urban regions,Not employed: registered unemployed,0.03873,495,12302,0.03532,0.04213
2002,No migration background,Urban regions,Not employed: no further information,0.06381,998,12302,0.05949,0.06813
2002,No migration background,Rural regions,Self-employed,0.04252,400,7135,0.03784,0.04721
2002,No migration background,Rural regions,Blue-collar worker,0.15189,1243,7135,0.14356,0.16021
2002,No migration background,Rural regions,Civil servant,0.02636,304,7135,0.02264,0.03008
2002,No migration background,Rural regions,White-collar worker,0.19260,1832,7135,0.18345,0.20175
2002,No migration background,Rural regions,Apprentice/ Trainee/ Intern,0.06309,649,7135,0.05745,0.06874
2002,No migration background,Rural regions,Not employed: Pensioner,0.24022,1669,7135,0.23030,0.25013
2002,No migration background,Rural regions,Not employed: Military/Community Service,0.00315,34,7135,0.00185,0.00445
2002,No migration background,Rural regions,Not employed: registered unemployed,0.06489,551,7135,0.05917,0.07060
2002,No migration background,Rural regions,Not employed: no further information,0.05638,453,7135,0.05103,0.06174
2002,Direct migration background,Urban regions,Self-employed,0.03629,106,2283,0.02862,0.04396
2002,Direct migration background,Urban regions,Blue-collar worker,0.30669,749,2283,0.28777,0.32561
2002,Direct migration background,Urban regions,White-collar worker,0.13641,351,2283,0.12233,0.15050
2002,Direct migration background,Urban regions,Apprentice/ Trainee/ Intern,0.07396,140,2283,0.06322,0.08469
2002,Direct migration background,Urban regions,Not employed: Pensioner,0.17838,416,2283,0.16267,0.19409
2002,Direct migration background,Urban regions,Not employed: registered unemployed,0.07598,175,2283,0.06511,0.08685
2002,Direct migration background,Urban regions,Not employed: no further information,0.12918,346,2283,0.11542,0.14294
2002,Direct migration background,Rural regions,Blue-collar worker,0.25140,132,426,0.21015,0.29264
2002,Direct migration background,Rural regions,White-collar worker,0.11525,65,426,0.08489,0.14561
2002,Direct migration background,Rural regions,Not employed: Pensioner,0.26591,127,426,0.22391,0.30792
2002,Direct migration background,Rural regions,Not employed: registered unemployed,0.09002,42,426,0.06281,0.11723
2002,Direct migration background,Rural regions,Not employed: no further information,0.09919,60,426,0.07077,0.12761
2002,Indirect migration background,Urban regions,Blue-collar worker,0.05959,111,616,0.04088,0.07830
2002,Indirect migration background,Urban regions,White-collar worker,0.11315,189,616,0.08811,0.13818
2002,Indirect migration background,Urban regions,Apprentice/ Trainee/ Intern,0.13027,205,616,0.10367,0.15687
2002,Indirect migration background,Urban regions,Not employed: registered unemployed,0.02803,44,616,0.01498,0.04107
2002,Indirect migration background,Urban regions,Not employed: no further information,0.03214,67,616,0.01820,0.04608
2003,No migration background,Urban regions,Self-employed,0.04834,817,11912,0.04449,0.05219
2003,No migration background,Urban regions,Blue-collar worker,0.11100,1345,11912,0.10536,0.11664
2003,No migration background,Urban regions,Civil servant,0.03339,688,11912,0.03016,0.03661
2003,No migration background,Urban regions,White-collar worker,0.24290,3746,11912,0.23520,0.25060
2003,No migration background,Urban regions,Apprentice/ Trainee/ Intern,0.05226,913,11912,0.04827,0.05626
2003,No migration background,Urban regions,Not employed: Pensioner,0.25661,2876,11912,0.24877,0.26446
2003,No migration background,Urban regions,Not employed: Military/Community Service,0.00200,41,11912,0.00120,0.00280
2003,No migration background,Urban regions,Not employed: registered unemployed,0.04384,568,11912,0.04016,0.04751
2003,No migration background,Urban regions,Not employed: no further information,0.05987,918,11912,0.05561,0.06413
2003,No migration background,Rural regions,Self-employed,0.04489,398,6835,0.03998,0.04980
2003,No migration background,Rural regions,Blue-collar worker,0.14136,1125,6835,0.13310,0.14962
2003,No migration background,Rural regions,Civil servant,0.02624,276,6835,0.02245,0.03003
2003,No migration background,Rural regions,White-collar worker,0.20100,1785,6835,0.19150,0.21050
2003,No migration background,Rural regions,Apprentice/ Trainee/ Intern,0.06034,615,6835,0.05470,0.06599
2003,No migration background,Rural regions,Not employed: Pensioner,0.24657,1648,6835,0.23635,0.25679
2003,No migration background,Rural regions,Not employed: Military/Community Service,0.00343,31,6835,0.00204,0.00481
2003,No migration background,Rural regions,Not employed: registered unemployed,0.07045,560,6835,0.06439,0.07652
2003,No migration background,Rural regions,Not employed: no further information,0.05137,397,6835,0.04614,0.05661
2003,Direct migration background,Urban regions,Self-employed,0.03154,83,2136,0.02412,0.03895
2003,Direct migration background,Urban regions,Blue-collar worker,0.28248,665,2136,0.26339,0.30158
2003,Direct migration background,Urban regions,White-collar worker,0.14938,355,2136,0.13426,0.16450
2003,Direct migration background,Urban regions,Apprentice/ Trainee/ Intern,0.07092,131,2136,0.06003,0.08181
2003,Direct migration background,Urban regions,Not employed: Pensioner,0.18372,398,2136,0.16730,0.20015
2003,Direct migration background,Urban regions,Not employed: registered unemployed,0.08498,179,2136,0.07315,0.09681
2003,Direct migration background,Urban regions,Not employed: no further information,0.14000,325,2136,0.12528,0.15472
2003,Direct migration background,Rural regions,Blue-collar worker,0.26496,130,414,0.22240,0.30752
2003,Direct migration background,Rural regions,White-collar worker,0.12506,62,414,0.09316,0.15696
2003,Direct migration background,Rural regions,Not employed: Pensioner,0.27780,132,414,0.23461,0.32100
2003,Direct migration background,Rural regions,Not employed: registered unemployed,0.10067,42,414,0.07165,0.12970
2003,Direct migration background,Rural regions,Not employed: no further information,0.08046,48,414,0.05423,0.10669
2003,Indirect migration background,Urban regions,Blue-collar worker,0.07929,125,619,0.05799,0.10060
2003,Indirect migration background,Urban regions,White-collar worker,0.11245,188,619,0.08754,0.13736
2003,Indirect migration background,Urban regions,Apprentice/ Trainee/ Intern,0.11270,186,619,0.08776,0.13763
2003,Indirect migration background,Urban regions,Not employed: registered unemployed,0.03434,48,619,0.01998,0.04869
2003,Indirect migration background,Urban regions,Not employed: no further information,0.03937,72,619,0.02403,0.05470
2003,Indirect migration background,Rural regions,White-collar worker,0.09323,31,31,-0.01082,0.19727
2004,No migration background,Urban regions,Self-employed,0.04988,823,11553,0.04591,0.05385
2004,No migration background,Urban regions,Blue-collar worker,0.10992,1289,11553,0.10421,0.11562
2004,No migration background,Urban regions,Civil servant,0.03293,661,11553,0.02967,0.03618
2004,No migration background,Urban regions,White-collar worker,0.24313,3625,11553,0.23531,0.25095
2004,No migration background,Urban regions,Apprentice/ Trainee/ Intern,0.05745,950,11553,0.05321,0.06170
2004,No migration background,Urban regions,Not employed: Pensioner,0.25709,2824,11553,0.24912,0.26506
2004,No migration background,Urban regions,Not employed: registered unemployed,0.04479,557,11553,0.04101,0.04856
2004,No migration background,Urban regions,Not employed: no further information,0.05500,824,11553,0.05084,0.05915
2004,No migration background,Rural regions,Self-employed,0.04589,393,6650,0.04086,0.05091
2004,No migration background,Rural regions,Blue-collar worker,0.14495,1113,6650,0.13648,0.15341
2004,No migration background,Rural regions,Civil servant,0.02523,261,6650,0.02146,0.02899
2004,No migration background,Rural regions,White-collar worker,0.19273,1722,6650,0.18325,0.20221
