year,bula_h,sex,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Saxony,male,White-collar worker,0.26836,179,590,0.23257,0.30414
1990,Saxony,male,Apprentice/ Trainee/ Intern,0.04986,36,590,0.03228,0.06744
1990,Saxony,male,Not employed: Pensioner,0.12825,54,590,0.10125,0.15526
1990,Saxony,female,Blue-collar worker,0.20426,156,662,0.17352,0.23499
1990,Saxony,female,White-collar worker,0.37557,306,662,0.33866,0.41249
1990,Saxony,female,Not employed: Pensioner,0.30434,149,662,0.26926,0.33942
1990,Saxony,female,Not employed: no further information,0.06398,51,662,0.04532,0.08264
1990,Saxony-Anhalt,male,Blue-collar worker,0.51279,211,341,0.45966,0.56592
1990,Saxony-Anhalt,male,White-collar worker,0.21678,88,341,0.17299,0.26058
1990,Saxony-Anhalt,male,Not employed: Pensioner,0.16189,42,341,0.12273,0.20104
1990,Saxony-Anhalt,female,Blue-collar worker,0.20442,98,365,0.16299,0.24585
1990,Saxony-Anhalt,female,White-collar worker,0.37607,182,365,0.32630,0.42583
1990,Saxony-Anhalt,female,Not employed: Pensioner,0.29529,85,365,0.24842,0.34215
1990,Thuringa,male,Blue-collar worker,0.49933,182,306,0.44322,0.55545
1990,Thuringa,male,White-collar worker,0.22302,84,306,0.17630,0.26974
1990,Thuringa,male,Not employed: Pensioner,0.15886,40,306,0.11784,0.19989
1990,Thuringa,female,Blue-collar worker,0.23284,102,366,0.18948,0.27620
1990,Thuringa,female,White-collar worker,0.35363,156,366,0.30458,0.40267
1990,Thuringa,female,Not employed: Pensioner,0.26599,71,366,0.22066,0.31132
1990,Thuringa,female,Not employed: no further information,0.09452,37,366,0.06451,0.12453
1991,Schleswig-Holstein,male,Blue-collar worker,0.21308,39,70,0.11646,0.30970
1991,Schleswig-Holstein,male,White-collar worker,0.26919,31,70,0.16453,0.37384
1991,Schleswig-Holstein,female,White-collar worker,0.26246,37,68,0.15711,0.36781
1991,Schleswig-Holstein,female,Not employed: no further information,0.17777,31,68,0.08622,0.26932
1991,Lower Saxony,male,Self-employed,0.07945,33,448,0.05438,0.10452
1991,Lower Saxony,male,Blue-collar worker,0.26089,147,448,0.22018,0.30160
1991,Lower Saxony,male,Civil servant,0.09515,42,448,0.06794,0.12235
1991,Lower Saxony,male,White-collar worker,0.19478,92,448,0.15806,0.23149
1991,Lower Saxony,male,Apprentice/ Trainee/ Intern,0.09941,56,448,0.07167,0.12715
1991,Lower Saxony,male,Not employed: Pensioner,0.21323,78,448,0.17526,0.25120
1991,Lower Saxony,female,Blue-collar worker,0.08710,59,450,0.06101,0.11318
1991,Lower Saxony,female,White-collar worker,0.23917,124,450,0.19972,0.27863
1991,Lower Saxony,female,Apprentice/ Trainee/ Intern,0.07088,45,450,0.04714,0.09461
1991,Lower Saxony,female,Not employed: Pensioner,0.27657,93,450,0.23519,0.31794
1991,Lower Saxony,female,Not employed: no further information,0.24151,129,450,0.20192,0.28110
1991,North Rhine-Westphalia,male,Self-employed,0.06655,74,1221,0.05256,0.08053
1991,North Rhine-Westphalia,male,Blue-collar worker,0.28880,452,1221,0.26337,0.31423
1991,North Rhine-Westphalia,male,Civil servant,0.06684,77,1221,0.05282,0.08085
1991,North Rhine-Westphalia,male,White-collar worker,0.24120,247,1221,0.21719,0.26520
1991,North Rhine-Westphalia,male,Apprentice/ Trainee/ Intern,0.11727,169,1221,0.09922,0.13533
1991,North Rhine-Westphalia,male,Not employed: Pensioner,0.17346,156,1221,0.15221,0.19471
1991,North Rhine-Westphalia,male,Not employed: registered unemployed,0.02632,46,1221,0.01734,0.03530
1991,North Rhine-Westphalia,female,Self-employed,0.02450,36,1260,0.01596,0.03303
1991,North Rhine-Westphalia,female,Blue-collar worker,0.08703,173,1260,0.07146,0.10260
1991,North Rhine-Westphalia,female,White-collar worker,0.26814,314,1260,0.24367,0.29261
1991,North Rhine-Westphalia,female,Apprentice/ Trainee/ Intern,0.07757,116,1260,0.06279,0.09235
1991,North Rhine-Westphalia,female,Not employed: Pensioner,0.25052,202,1260,0.22659,0.27446
1991,North Rhine-Westphalia,female,Not employed: registered unemployed,0.02652,37,1260,0.01764,0.03540
1991,North Rhine-Westphalia,female,Not employed: no further information,0.24119,382,1260,0.21756,0.26482
1991,Hesse,male,Self-employed,0.05449,32,428,0.03296,0.07602
1991,Hesse,male,Blue-collar worker,0.22958,175,428,0.18969,0.26947
1991,Hesse,male,White-collar worker,0.26696,111,428,0.22500,0.30892
1991,Hesse,male,Apprentice/ Trainee/ Intern,0.08210,40,428,0.05606,0.10814
1991,Hesse,male,Not employed: Pensioner,0.24038,70,428,0.19985,0.28091
1991,Hesse,female,Blue-collar worker,0.13412,88,450,0.10260,0.16564
1991,Hesse,female,White-collar worker,0.21405,123,450,0.17611,0.25199
1991,Hesse,female,Apprentice/ Trainee/ Intern,0.07081,35,450,0.04709,0.09454
1991,Hesse,female,Not employed: Pensioner,0.33395,100,450,0.29033,0.37758
1991,Hesse,female,Not employed: no further information,0.19244,104,450,0.15597,0.22890
1991,"Rhineland-Palatinate, Saarland",male,Blue-collar worker,0.31030,123,273,0.25532,0.36528
1991,"Rhineland-Palatinate, Saarland",male,White-collar worker,0.21924,63,273,0.17007,0.26841
1991,"Rhineland-Palatinate, Saarland",male,Apprentice/ Trainee/ Intern,0.09656,33,273,0.06146,0.13166
1991,"Rhineland-Palatinate, Saarland",male,Not employed: Pensioner,0.21868,54,273,0.16956,0.26780
1991,"Rhineland-Palatinate, Saarland",female,Blue-collar worker,0.15102,56,304,0.11070,0.19134
1991,"Rhineland-Palatinate, Saarland",female,White-collar worker,0.20848,73,304,0.16274,0.25422
1991,"Rhineland-Palatinate, Saarland",female,Not employed: Pensioner,0.26678,69,304,0.21698,0.31658
1991,"Rhineland-Palatinate, Saarland",female,Not employed: no further information,0.27344,106,304,0.22325,0.32362
1991,Baden-Wuerttemberg,male,Self-employed,0.07472,57,857,0.05711,0.09234
1991,Baden-Wuerttemberg,male,Blue-collar worker,0.35312,421,857,0.32110,0.38514
1991,Baden-Wuerttemberg,male,Civil servant,0.07192,44,857,0.05462,0.08923
1991,Baden-Wuerttemberg,male,White-collar worker,0.20680,139,857,0.17967,0.23393
1991,Baden-Wuerttemberg,male,Apprentice/ Trainee/ Intern,0.08900,84,857,0.06992,0.10807
1991,Baden-Wuerttemberg,male,Not employed: Pensioner,0.17388,112,857,0.14849,0.19927
1991,Baden-Wuerttemberg,female,Self-employed,0.04062,31,874,0.02752,0.05371
1991,Baden-Wuerttemberg,female,Blue-collar worker,0.16294,217,874,0.13844,0.18744
1991,Baden-Wuerttemberg,female,White-collar worker,0.27275,201,874,0.24320,0.30229
1991,Baden-Wuerttemberg,female,Apprentice/ Trainee/ Intern,0.07071,77,874,0.05371,0.08772
1991,Baden-Wuerttemberg,female,Not employed: Pensioner,0.24248,130,874,0.21405,0.27091
1991,Baden-Wuerttemberg,female,Not employed: no further information,0.18473,218,874,0.15898,0.21047
1991,Bavaria,male,Self-employed,0.09445,68,761,0.07366,0.11524
1991,Bavaria,male,Blue-collar worker,0.29438,291,761,0.26198,0.32679
1991,Bavaria,male,Civil servant,0.07894,55,761,0.05977,0.09811
1991,Bavaria,male,White-collar worker,0.21443,168,761,0.18525,0.24361
1991,Bavaria,male,Apprentice/ Trainee/ Intern,0.07202,66,761,0.05364,0.09041
1991,Bavaria,male,Not employed: Pensioner,0.20660,113,761,0.17782,0.23539
1991,Bavaria,female,Self-employed,0.04403,36,775,0.02958,0.05849
1991,Bavaria,female,Blue-collar worker,0.12059,143,775,0.09765,0.14353
1991,Bavaria,female,White-collar worker,0.24965,198,775,0.21915,0.28014
1991,Bavaria,female,Apprentice/ Trainee/ Intern,0.05813,57,775,0.04164,0.07461
1991,Bavaria,female,Not employed: Pensioner,0.27468,138,775,0.24323,0.30612
1991,Bavaria,female,Not employed: no further information,0.20935,203,775,0.18069,0.23801
1991,Berlin,male,Blue-collar worker,0.27150,89,200,0.20971,0.33329
1991,Berlin,male,White-collar worker,0.31106,80,200,0.24674,0.37538
1991,Berlin,male,Apprentice/ Trainee/ Intern,0.08919,31,200,0.04959,0.12879
1991,Berlin,female,Blue-collar worker,0.08742,34,259,0.05295,0.12188
1991,Berlin,female,White-collar worker,0.39313,135,259,0.33352,0.45273
1991,Berlin,female,Not employed: Pensioner,0.30976,59,259,0.25334,0.36619
1991,Berlin,female,Not employed: no further information,0.07274,31,259,0.04105,0.10443
1991,Brandenburg,male,Blue-collar worker,0.40232,141,240,0.34015,0.46449
1991,Brandenburg,male,White-collar worker,0.18464,64,240,0.13544,0.23383
1991,Brandenburg,male,Not employed: Pensioner,0.14338,35,240,0.09895,0.18781
1991,Brandenburg,female,Blue-collar worker,0.13332,54,293,0.09433,0.17231
1991,Brandenburg,female,White-collar worker,0.33061,132,293,0.27665,0.38457
1991,Brandenburg,female,Not employed: Pensioner,0.30686,76,293,0.25396,0.35976
1991,Brandenburg,female,Not employed: registered unemployed,0.08439,31,293,0.05250,0.11627
1991,Mecklenburg-Western Pomerania,male,Blue-collar worker,0.43932,105,155,0.36093,0.51770
1991,Mecklenburg-Western Pomerania,male,White-collar worker,0.19446,50,155,0.13195,0.25697
1991,Mecklenburg-Western Pomerania,female,Blue-collar worker,0.16144,45,199,0.11019,0.21269
1991,Mecklenburg-Western Pomerania,female,White-collar worker,0.32809,81,199,0.26269,0.39349
1991,Mecklenburg-Western Pomerania,female,Not employed: Pensioner,0.24979,40,199,0.18949,0.31009
1991,Mecklenburg-Western Pomerania,female,Not employed: registered unemployed,0.11774,33,199,0.07284,0.16263
1991,Saxony,male,Blue-collar worker,0.42679,262,536,0.38488,0.46870
1991,Saxony,male,White-collar worker,0.21528,132,536,0.18045,0.25011
1991,Saxony,male,Apprentice/ Trainee/ Intern,0.04539,34,536,0.02775,0.06303
1991,Saxony,male,Not employed: Pensioner,0.16656,70,536,0.13498,0.19813
1991,Saxony,male,Not employed: registered unemployed,0.06911,38,536,0.04762,0.09061
1991,Saxony,female,Blue-collar worker,0.17202,114,634,0.14262,0.20142
1991,Saxony,female,White-collar worker,0.30941,242,634,0.27340,0.34542
1991,Saxony,female,Apprentice/ Trainee/ Intern,0.05091,43,634,0.03379,0.06804
1991,Saxony,female,Not employed: Pensioner,0.31652,145,634,0.28029,0.35276
1991,Saxony,female,Not employed: registered unemployed,0.07339,51,634,0.05307,0.09370
1991,Saxony,female,Not employed: no further information,0.06011,39,634,0.04159,0.07862
1991,Saxony-Anhalt,male,Blue-collar worker,0.44243,179,306,0.38669,0.49817
1991,Saxony-Anhalt,male,White-collar worker,0.19711,78,306,0.15247,0.24176
1991,Saxony-Anhalt,male,Not employed: Pensioner,0.19493,49,306,0.15047,0.23939
1991,Saxony-Anhalt,female,Blue-collar worker,0.18166,81,364,0.14199,0.22132
1991,Saxony-Anhalt,female,White-collar worker,0.31976,161,364,0.27178,0.36774
1991,Saxony-Anhalt,female,Not employed: Pensioner,0.31205,85,364,0.26438,0.35971
1991,Saxony-Anhalt,female,Not employed: registered unemployed,0.07696,37,364,0.04954,0.10438
1991,Thuringa,male,Blue-collar worker,0.46324,152,265,0.40309,0.52339
1991,Thuringa,male,White-collar worker,0.20922,76,265,0.16016,0.25829
1991,Thuringa,male,Not employed: Pensioner,0.15119,37,265,0.10798,0.19441
1991,Thuringa,female,Blue-collar worker,0.18995,82,318,0.14677,0.23314
1991,Thuringa,female,White-collar worker,0.26568,116,318,0.21705,0.31430
1991,Thuringa,female,Not employed: Pensioner,0.31592,79,318,0.26474,0.36709
1991,Thuringa,female,Not employed: registered unemployed,0.10373,41,318,0.07017,0.13730
1992,Schleswig-Holstein,male,Blue-collar worker,0.27960,41,41,0.14051,0.41869
1992,Schleswig-Holstein,female,White-collar worker,0.26601,39,72,0.16322,0.36879
1992,Schleswig-Holstein,female,Not employed: no further information,0.22641,33,72,0.12906,0.32376
1992,Lower Saxony,male,Self-employed,0.07266,33,455,0.04878,0.09654
1992,Lower Saxony,male,Blue-collar worker,0.26488,147,455,0.22429,0.30548
1992,Lower Saxony,male,Civil servant,0.10001,45,455,0.07241,0.12760
1992,Lower Saxony,male,White-collar worker,0.21520,97,455,0.17740,0.25301
1992,Lower Saxony,male,Apprentice/ Trainee/ Intern,0.09216,52,455,0.06556,0.11877
1992,Lower Saxony,male,Not employed: Pensioner,0.21427,81,455,0.17653,0.25201
1992,Lower Saxony,female,Blue-collar worker,0.08187,55,449,0.05648,0.10726
1992,Lower Saxony,female,White-collar worker,0.22611,116,449,0.18737,0.26484
1992,Lower Saxony,female,Apprentice/ Trainee/ Intern,0.07084,42,449,0.04709,0.09460
1992,Lower Saxony,female,Not employed: Pensioner,0.29103,100,449,0.24897,0.33310
1992,Lower Saxony,female,Not employed: no further information,0.25497,136,449,0.21461,0.29533
1992,North Rhine-Westphalia,male,Self-employed,0.07543,80,1204,0.06050,0.09035
1992,North Rhine-Westphalia,male,Blue-collar worker,0.27782,440,1204,0.25251,0.30313
1992,North Rhine-Westphalia,male,Civil servant,0.05949,71,1204,0.04612,0.07286
1992,North Rhine-Westphalia,male,White-collar worker,0.24875,252,1204,0.22432,0.27318
1992,North Rhine-Westphalia,male,Apprentice/ Trainee/ Intern,0.10298,155,1204,0.08580,0.12015
1992,North Rhine-Westphalia,male,Not employed: Pensioner,0.17659,157,1204,0.15504,0.19814
1992,North Rhine-Westphalia,male,Not employed: registered unemployed,0.03629,49,1204,0.02573,0.04686
1992,North Rhine-Westphalia,female,Self-employed,0.02912,40,1284,0.01992,0.03832
1992,North Rhine-Westphalia,female,Blue-collar worker,0.07312,158,1284,0.05887,0.08736
1992,North Rhine-Westphalia,female,Civil servant,0.02524,32,1284,0.01666,0.03382
1992,North Rhine-Westphalia,female,White-collar worker,0.28228,325,1284,0.25765,0.30691
1992,North Rhine-Westphalia,female,Apprentice/ Trainee/ Intern,0.07407,111,1284,0.05974,0.08840
1992,North Rhine-Westphalia,female,Not employed: Pensioner,0.26023,209,1284,0.23622,0.28424
1992,North Rhine-Westphalia,female,Not employed: registered unemployed,0.03463,46,1284,0.02462,0.04463
1992,North Rhine-Westphalia,female,Not employed: no further information,0.22131,363,1284,0.19859,0.24402
1992,Hesse,male,Blue-collar worker,0.22023,159,386,0.17883,0.26162
1992,Hesse,male,White-collar worker,0.29413,116,386,0.24861,0.33964
1992,Hesse,male,Apprentice/ Trainee/ Intern,0.06567,39,386,0.04092,0.09041
1992,Hesse,male,Not employed: Pensioner,0.25370,72,386,0.21023,0.29716
1992,Hesse,female,Blue-collar worker,0.11593,80,442,0.08605,0.14581
1992,Hesse,female,White-collar worker,0.20578,115,442,0.16805,0.24351
1992,Hesse,female,Apprentice/ Trainee/ Intern,0.08389,43,442,0.05801,0.10976
1992,Hesse,female,Not employed: Pensioner,0.30439,93,442,0.26144,0.34734
1992,Hesse,female,Not employed: no further information,0.20885,111,442,0.17091,0.24679
1992,"Rhineland-Palatinate, Saarland",male,Blue-collar worker,0.32140,119,236,0.26169,0.38111
1992,"Rhineland-Palatinate, Saarland",male,White-collar worker,0.20022,61,236,0.14906,0.25138
1992,"Rhineland-Palatinate, Saarland",male,Not employed: Pensioner,0.22627,56,236,0.17278,0.27977
1992,"Rhineland-Palatinate, Saarland",female,Blue-collar worker,0.15746,57,297,0.11596,0.19895
1992,"Rhineland-Palatinate, Saarland",female,White-collar worker,0.19345,64,297,0.14845,0.23845
1992,"Rhineland-Palatinate, Saarland",female,Not employed: Pensioner,0.27884,71,297,0.22775,0.32992
1992,"Rhineland-Palatinate, Saarland",female,Not employed: no further information,0.26567,105,297,0.21535,0.31599
1992,Baden-Wuerttemberg,male,Self-employed,0.07714,58,857,0.05927,0.09502
1992,Baden-Wuerttemberg,male,Blue-collar worker,0.34128,395,857,0.30952,0.37305
1992,Baden-Wuerttemberg,male,Civil servant,0.06758,40,857,0.05076,0.08439
1992,Baden-Wuerttemberg,male,White-collar worker,0.20171,136,857,0.17482,0.22859
1992,Baden-Wuerttemberg,male,Apprentice/ Trainee/ Intern,0.09973,87,857,0.07966,0.11980
1992,Baden-Wuerttemberg,male,Not employed: Pensioner,0.16654,104,857,0.14158,0.19150
1992,Baden-Wuerttemberg,male,Not employed: registered unemployed,0.02732,37,857,0.01640,0.03824
1992,Baden-Wuerttemberg,female,Blue-collar worker,0.12883,186,822,0.10591,0.15175
1992,Baden-Wuerttemberg,female,White-collar worker,0.29143,223,822,0.26035,0.32252
1992,Baden-Wuerttemberg,female,Apprentice/ Trainee/ Intern,0.06247,71,822,0.04591,0.07902
1992,Baden-Wuerttemberg,female,Not employed: Pensioner,0.24946,132,822,0.21987,0.27906
1992,Baden-Wuerttemberg,female,Not employed: no further information,0.20518,210,822,0.17756,0.23281
1992,Bavaria,male,Self-employed,0.09602,69,776,0.07527,0.11676
1992,Bavaria,male,Blue-collar worker,0.25690,279,776,0.22614,0.28766
1992,Bavaria,male,Civil servant,0.06943,51,776,0.05154,0.08733
1992,Bavaria,male,White-collar worker,0.22718,183,776,0.19768,0.25668
1992,Bavaria,male,Apprentice/ Trainee/ Intern,0.08569,72,776,0.06598,0.10540
1992,Bavaria,male,Not employed: Pensioner,0.21320,122,776,0.18437,0.24204
1992,Bavaria,female,Self-employed,0.04061,38,786,0.02680,0.05442
1992,Bavaria,female,Blue-collar worker,0.12194,134,786,0.09905,0.14483
1992,Bavaria,female,White-collar worker,0.25242,218,786,0.22204,0.28281
1992,Bavaria,female,Apprentice/ Trainee/ Intern,0.05268,57,786,0.03705,0.06831
1992,Bavaria,female,Not employed: Pensioner,0.25942,133,786,0.22875,0.29008
1992,Bavaria,female,Not employed: no further information,0.22539,206,786,0.19616,0.25462
1992,Berlin,male,Blue-collar worker,0.26949,89,161,0.20074,0.33825
1992,Berlin,male,White-collar worker,0.27126,72,161,0.20237,0.34015
1992,Berlin,female,Blue-collar worker,0.09002,37,287,0.05685,0.12319
1992,Berlin,female,White-collar worker,0.37318,125,287,0.31713,0.42924
1992,Berlin,female,Apprentice/ Trainee/ Intern,0.07543,33,287,0.04482,0.10603
1992,Berlin,female,Not employed: Pensioner,0.28824,59,287,0.23574,0.34073
1992,Berlin,female,Not employed: registered unemployed,0.08581,33,287,0.05335,0.11827
1992,Brandenburg,male,Blue-collar worker,0.36259,128,234,0.30086,0.42432
1992,Brandenburg,male,White-collar worker,0.20663,61,234,0.15464,0.25862
1992,Brandenburg,male,Not employed: Pensioner,0.18433,45,234,0.13454,0.23412
1992,Brandenburg,female,Blue-collar worker,0.09999,38,324,0.06727,0.13270
1992,Brandenburg,female,White-collar worker,0.30447,116,324,0.25428,0.35465
1992,Brandenburg,female,Apprentice/ Trainee/ Intern,0.07197,31,324,0.04379,0.10016
1992,Brandenburg,female,Not employed: Pensioner,0.33115,83,324,0.27982,0.38247
1992,Brandenburg,female,Not employed: registered unemployed,0.14162,56,324,0.10359,0.17964
1992,Mecklenburg-Western Pomerania,male,Blue-collar worker,0.33222,74,150,0.25659,0.40784
1992,Mecklenburg-Western Pomerania,male,White-collar worker,0.16982,42,150,0.10953,0.23011
1992,Mecklenburg-Western Pomerania,male,Not employed: Pensioner,0.22588,34,150,0.15874,0.29302
1992,Mecklenburg-Western Pomerania,female,White-collar worker,0.30473,73,160,0.23318,0.37628
1992,Mecklenburg-Western Pomerania,female,Not employed: Pensioner,0.30183,43,160,0.23048,0.37319
1992,Mecklenburg-Western Pomerania,female,Not employed: registered unemployed,0.19823,44,160,0.13626,0.26019
1992,Saxony,male,Self-employed,0.06070,32,500,0.03975,0.08165
1992,Saxony,male,Blue-collar worker,0.37505,220,500,0.33257,0.41753
1992,Saxony,male,White-collar worker,0.17312,104,500,0.13993,0.20632
1992,Saxony,male,Not employed: Pensioner,0.20668,80,500,0.17115,0.24221
1992,Saxony,male,Not employed: registered unemployed,0.13028,64,500,0.10074,0.15981
1992,Saxony,female,Blue-collar worker,0.10372,73,588,0.07906,0.12839
1992,Saxony,female,White-collar worker,0.26261,201,588,0.22701,0.29821
1992,Saxony,female,Apprentice/ Trainee/ Intern,0.07742,64,588,0.05580,0.09904
1992,Saxony,female,Not employed: Pensioner,0.36491,158,588,0.32597,0.40386
1992,Saxony,female,Not employed: registered unemployed,0.13540,92,588,0.10772,0.16308
1992,Saxony-Anhalt,male,Blue-collar worker,0.37661,151,315,0.32302,0.43020
1992,Saxony-Anhalt,male,White-collar worker,0.18638,70,315,0.14331,0.22945
1992,Saxony-Anhalt,male,Not employed: Pensioner,0.22397,58,315,0.17785,0.27008
1992,Saxony-Anhalt,male,Not employed: registered unemployed,0.08536,36,315,0.05445,0.11626
1992,Saxony-Anhalt,female,Blue-collar worker,0.11963,54,376,0.08678,0.15247
1992,Saxony-Anhalt,female,White-collar worker,0.29767,144,376,0.25139,0.34395
1992,Saxony-Anhalt,female,Apprentice/ Trainee/ Intern,0.06435,32,376,0.03951,0.08918
1992,Saxony-Anhalt,female,Not employed: Pensioner,0.31159,87,376,0.26472,0.35847
1992,Saxony-Anhalt,female,Not employed: registered unemployed,0.14725,59,376,0.11139,0.18312
1992,Thuringa,male,Blue-collar worker,0.36956,133,275,0.31241,0.42672
1992,Thuringa,male,White-collar worker,0.17046,59,275,0.12593,0.21498
1992,Thuringa,male,Not employed: Pensioner,0.21168,50,275,0.16331,0.26005
1992,Thuringa,male,Not employed: registered unemployed,0.11447,33,275,0.07677,0.15217
1992,Thuringa,female,Blue-collar worker,0.10799,51,311,0.07344,0.14254
1992,Thuringa,female,White-collar worker,0.27702,113,311,0.22721,0.32684
1992,Thuringa,female,Not employed: Pensioner,0.34426,83,311,0.29137,0.39715
1992,Thuringa,female,Not employed: registered unemployed,0.16520,64,311,0.12386,0.20654
1993,Schleswig-Holstein,male,Blue-collar worker,0.20030,36,68,0.10446,0.29613
1993,Schleswig-Holstein,male,White-collar worker,0.25319,32,68,0.14906,0.35731
1993,Schleswig-Holstein,female,White-collar worker,0.28423,43,43,0.14782,0.42065
1993,Lower Saxony,male,Self-employed,0.09094,39,454,0.06446,0.11742
1993,Lower Saxony,male,Blue-collar worker,0.27081,148,454,0.22989,0.31173
1993,Lower Saxony,male,Civil servant,0.09693,43,454,0.06968,0.12417
1993,Lower Saxony,male,White-collar worker,0.19876,94,454,0.16201,0.23551
1993,Lower Saxony,male,Apprentice/ Trainee/ Intern,0.08082,51,454,0.05572,0.10592
1993,Lower Saxony,male,Not employed: Pensioner,0.19511,79,454,0.15861,0.23160
1993,Lower Saxony,female,Blue-collar worker,0.10807,65,439,0.07900,0.13715
1993,Lower Saxony,female,White-collar worker,0.23858,119,439,0.19866,0.27850
1993,Lower Saxony,female,Apprentice/ Trainee/ Intern,0.06379,41,439,0.04091,0.08668
1993,Lower Saxony,female,Not employed: Pensioner,0.27218,92,439,0.23050,0.31386
1993,Lower Saxony,female,Not employed: no further information,0.21779,122,439,0.17913,0.25644
1993,North Rhine-Westphalia,male,Self-employed,0.07391,75,1194,0.05906,0.08876
1993,North Rhine-Westphalia,male,Blue-collar worker,0.28647,431,1194,0.26081,0.31212
1993,North Rhine-Westphalia,male,Civil servant,0.07002,78,1194,0.05554,0.08450
1993,North Rhine-Westphalia,male,White-collar worker,0.23183,242,1194,0.20788,0.25577
1993,North Rhine-Westphalia,male,Apprentice/ Trainee/ Intern,0.09893,140,1194,0.08198,0.11587
1993,North Rhine-Westphalia,male,Not employed: Pensioner,0.18397,167,1194,0.16198,0.20596
1993,North Rhine-Westphalia,male,Not employed: registered unemployed,0.04419,61,1194,0.03253,0.05586
1993,North Rhine-Westphalia,female,Self-employed,0.03306,42,1262,0.02319,0.04292
1993,North Rhine-Westphalia,female,Blue-collar worker,0.08899,155,1262,0.07328,0.10471
1993,North Rhine-Westphalia,female,White-collar worker,0.26435,331,1262,0.24001,0.28869
1993,North Rhine-Westphalia,female,Apprentice/ Trainee/ Intern,0.07667,118,1262,0.06199,0.09136
1993,North Rhine-Westphalia,female,Not employed: Pensioner,0.25258,204,1262,0.22859,0.27656
1993,North Rhine-Westphalia,female,Not employed: registered unemployed,0.03159,50,1262,0.02194,0.04125
1993,North Rhine-Westphalia,female,Not employed: no further information,0.22953,362,1262,0.20632,0.25274
1993,Hesse,male,Self-employed,0.07161,32,399,0.04628,0.09695
1993,Hesse,male,Blue-collar worker,0.21314,152,399,0.17291,0.25338
1993,Hesse,male,White-collar worker,0.26840,105,399,0.22486,0.31193
1993,Hesse,male,Apprentice/ Trainee/ Intern,0.06722,38,399,0.04262,0.09182
1993,Hesse,male,Not employed: Pensioner,0.23075,72,399,0.18936,0.27214
1993,Hesse,female,Blue-collar worker,0.12192,77,419,0.09056,0.15329
1993,Hesse,female,White-collar worker,0.22669,116,419,0.18655,0.26682
1993,Hesse,female,Apprentice/ Trainee/ Intern,0.05513,35,419,0.03325,0.07701
1993,Hesse,female,Not employed: Pensioner,0.32225,93,419,0.27745,0.36705
1993,Hesse,female,Not employed: no further information,0.17475,98,419,0.13834,0.21115
1993,"Rhineland-Palatinate, Saarland",male,Blue-collar worker,0.28341,105,250,0.22743,0.33938
1993,"Rhineland-Palatinate, Saarland",male,White-collar worker,0.18818,55,250,0.13964,0.23673
1993,"Rhineland-Palatinate, Saarland",male,Apprentice/ Trainee/ Intern,0.08726,31,250,0.05220,0.12231
1993,"Rhineland-Palatinate, Saarland",male,Not employed: Pensioner,0.24760,59,250,0.19399,0.30121
1993,"Rhineland-Palatinate, Saarland",female,Blue-collar worker,0.14813,50,290,0.10718,0.18909
1993,"Rhineland-Palatinate, Saarland",female,White-collar worker,0.19741,65,290,0.15152,0.24330
1993,"Rhineland-Palatinate, Saarland",female,Not employed: Pensioner,0.27403,69,290,0.22260,0.32545
1993,"Rhineland-Palatinate, Saarland",female,Not employed: no further information,0.28690,106,290,0.23475,0.33905
1993,Baden-Wuerttemberg,male,Self-employed,0.07727,57,865,0.05946,0.09507
1993,Baden-Wuerttemberg,male,Blue-collar worker,0.33328,391,865,0.30185,0.36471
1993,Baden-Wuerttemberg,male,Civil servant,0.05856,36,865,0.04291,0.07422
1993,Baden-Wuerttemberg,male,White-collar worker,0.20663,140,865,0.17963,0.23362
1993,Baden-Wuerttemberg,male,Apprentice/ Trainee/ Intern,0.09116,85,865,0.07197,0.11036
1993,Baden-Wuerttemberg,male,Not employed: Pensioner,0.17372,111,865,0.14846,0.19899
1993,Baden-Wuerttemberg,male,Not employed: registered unemployed,0.03196,45,865,0.02023,0.04368
1993,Baden-Wuerttemberg,female,Blue-collar worker,0.12524,183,819,0.10256,0.14793
1993,Baden-Wuerttemberg,female,White-collar worker,0.27504,212,819,0.24444,0.30564
1993,Baden-Wuerttemberg,female,Apprentice/ Trainee/ Intern,0.07259,72,819,0.05481,0.09037
1993,Baden-Wuerttemberg,female,Not employed: Pensioner,0.24975,140,819,0.22009,0.27942
1993,Baden-Wuerttemberg,female,Not employed: no further information,0.20630,212,819,0.17857,0.23403
1993,Bavaria,male,Self-employed,0.08646,63,757,0.06643,0.10650
1993,Bavaria,male,Blue-collar worker,0.25169,261,757,0.22075,0.28262
1993,Bavaria,male,Civil servant,0.07373,54,757,0.05511,0.09236
1993,Bavaria,male,White-collar worker,0.24710,190,757,0.21635,0.27785
1993,Bavaria,male,Apprentice/ Trainee/ Intern,0.08409,66,757,0.06430,0.10387
1993,Bavaria,male,Not employed: Pensioner,0.21997,123,757,0.19044,0.24950
1993,Bavaria,female,Blue-collar worker,0.11631,136,756,0.09344,0.13918
1993,Bavaria,female,White-collar worker,0.27287,223,756,0.24109,0.30464
1993,Bavaria,female,Apprentice/ Trainee/ Intern,0.05834,61,756,0.04162,0.07506
1993,Bavaria,female,Not employed: Pensioner,0.27051,140,756,0.23883,0.30220
1993,Bavaria,female,Not employed: no further information,0.20985,196,756,0.18081,0.23890
