year,bula_h,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,Hesse,Not employed: Pensioner,0.25155,175,846,0.22229,0.28080
1997,Hesse,Not employed: registered unemployed,0.05073,45,846,0.03594,0.06553
1997,Hesse,Not employed: no further information,0.07501,96,846,0.05725,0.09277
1997,"Rhineland-Palatinate, Saarland",Blue-collar worker,0.16522,166,657,0.13680,0.19364
1997,"Rhineland-Palatinate, Saarland",White-collar worker,0.14626,140,657,0.11922,0.17330
1997,"Rhineland-Palatinate, Saarland",Apprentice/ Trainee/ Intern,0.05477,51,657,0.03736,0.07218
1997,"Rhineland-Palatinate, Saarland",Not employed: Pensioner,0.21870,143,657,0.18707,0.25033
1997,"Rhineland-Palatinate, Saarland",Not employed: registered unemployed,0.05617,51,657,0.03855,0.07379
1997,"Rhineland-Palatinate, Saarland",Not employed: no further information,0.11275,106,657,0.08854,0.13695
1997,Baden-Wuerttemberg,Self-employed,0.04154,84,1696,0.03205,0.05104
1997,Baden-Wuerttemberg,Blue-collar worker,0.15156,445,1696,0.13449,0.16863
1997,Baden-Wuerttemberg,Civil servant,0.02094,36,1696,0.01412,0.02775
1997,Baden-Wuerttemberg,White-collar worker,0.19103,363,1696,0.17232,0.20975
1997,Baden-Wuerttemberg,Apprentice/ Trainee/ Intern,0.05986,140,1696,0.04856,0.07115
1997,Baden-Wuerttemberg,Not employed: Pensioner,0.20812,285,1696,0.18879,0.22744
1997,Baden-Wuerttemberg,Not employed: registered unemployed,0.03366,120,1696,0.02507,0.04224
1997,Baden-Wuerttemberg,Not employed: no further information,0.09053,223,1696,0.07687,0.10419
1997,Bavaria,Self-employed,0.04624,92,1616,0.03600,0.05649
1997,Bavaria,Blue-collar worker,0.12991,349,1616,0.11351,0.14631
1997,Bavaria,Civil servant,0.03982,68,1616,0.03029,0.04936
1997,Bavaria,White-collar worker,0.21148,418,1616,0.19157,0.23140
1997,Bavaria,Apprentice/ Trainee/ Intern,0.05076,118,1616,0.04005,0.06146
1997,Bavaria,Not employed: Pensioner,0.21133,268,1616,0.19142,0.23124
1997,Bavaria,Not employed: registered unemployed,0.04137,93,1616,0.03166,0.05109
1997,Bavaria,Not employed: no further information,0.08482,210,1616,0.07123,0.09841
1997,Berlin,Blue-collar worker,0.12074,79,435,0.09009,0.15140
1997,Berlin,White-collar worker,0.21782,151,435,0.17899,0.25665
1997,Berlin,Apprentice/ Trainee/ Intern,0.04948,42,435,0.02908,0.06988
1997,Berlin,Not employed: Pensioner,0.22109,105,435,0.18205,0.26014
1997,Berlin,Not employed: registered unemployed,0.09015,58,435,0.06321,0.11710
1997,Brandenburg,Blue-collar worker,0.14452,118,534,0.11467,0.17437
1997,Brandenburg,White-collar worker,0.19925,150,534,0.16534,0.23316
1997,Brandenburg,Apprentice/ Trainee/ Intern,0.08490,70,534,0.06123,0.10856
1997,Brandenburg,Not employed: Pensioner,0.23829,131,534,0.20212,0.27446
1997,Brandenburg,Not employed: registered unemployed,0.08536,65,534,0.06164,0.10909
1997,Mecklenburg-Western Pomerania,Blue-collar worker,0.13093,66,342,0.09513,0.16673
1997,Mecklenburg-Western Pomerania,White-collar worker,0.18926,103,342,0.14768,0.23083
1997,Mecklenburg-Western Pomerania,Apprentice/ Trainee/ Intern,0.07694,46,342,0.04865,0.10522
1997,Mecklenburg-Western Pomerania,Not employed: Pensioner,0.22273,74,342,0.17857,0.26689
1997,Mecklenburg-Western Pomerania,Not employed: registered unemployed,0.13199,53,342,0.09606,0.16791
1997,Saxony,Self-employed,0.04215,58,1061,0.03005,0.05424
1997,Saxony,Blue-collar worker,0.16172,232,1061,0.13955,0.18388
1997,Saxony,White-collar worker,0.17937,271,1061,0.15627,0.20247
1997,Saxony,Apprentice/ Trainee/ Intern,0.05303,100,1061,0.03954,0.06652
1997,Saxony,Not employed: Pensioner,0.26214,246,1061,0.23566,0.28861
1997,Saxony,Not employed: registered unemployed,0.09361,121,1061,0.07607,0.11114
1997,Saxony,Not employed: no further information,0.02714,33,1061,0.01736,0.03692
1997,Saxony-Anhalt,Blue-collar worker,0.15086,131,619,0.12264,0.17908
1997,Saxony-Anhalt,White-collar worker,0.19980,178,619,0.16827,0.23132
1997,Saxony-Anhalt,Apprentice/ Trainee/ Intern,0.06810,71,619,0.04824,0.08796
1997,Saxony-Anhalt,Not employed: Pensioner,0.26757,141,619,0.23267,0.30247
1997,Saxony-Anhalt,Not employed: registered unemployed,0.13074,98,619,0.10416,0.15732
1997,Thuringa,Self-employed,0.04189,35,641,0.02637,0.05741
1997,Thuringa,Blue-collar worker,0.14208,129,641,0.11503,0.16913
1997,Thuringa,White-collar worker,0.16491,161,641,0.13616,0.19366
1997,Thuringa,Apprentice/ Trainee/ Intern,0.05440,66,641,0.03682,0.07197
1997,Thuringa,Not employed: Pensioner,0.24108,137,641,0.20794,0.27422
1997,Thuringa,Not employed: registered unemployed,0.09678,80,641,0.07388,0.11969
1997,Thuringa,Not employed: no further information,0.03583,33,641,0.02143,0.05023
1998,Schleswig-Holstein,Blue-collar worker,0.11160,51,294,0.07555,0.14766
1998,Schleswig-Holstein,White-collar worker,0.23085,107,294,0.18260,0.27910
1998,Schleswig-Holstein,Apprentice/ Trainee/ Intern,0.06736,31,294,0.03866,0.09606
1998,Schleswig-Holstein,Not employed: Pensioner,0.19269,71,294,0.14753,0.23785
1998,Schleswig-Holstein,Not employed: no further information,0.08094,34,294,0.04971,0.11217
1998,Hamburg,White-collar worker,0.25138,48,83,0.15749,0.34528
1998,Hamburg,Not employed: Pensioner,0.24726,35,83,0.15388,0.34064
1998,Lower Saxony,Self-employed,0.03897,63,1190,0.02797,0.04997
1998,Lower Saxony,Blue-collar worker,0.12185,210,1190,0.10325,0.14044
1998,Lower Saxony,Civil servant,0.04150,60,1190,0.03016,0.05284
1998,Lower Saxony,White-collar worker,0.21168,328,1190,0.18846,0.23490
1998,Lower Saxony,Apprentice/ Trainee/ Intern,0.06085,107,1190,0.04726,0.07444
1998,Lower Saxony,Not employed: Pensioner,0.19510,212,1190,0.17257,0.21762
1998,Lower Saxony,Not employed: registered unemployed,0.05007,72,1190,0.03767,0.06246
1998,Lower Saxony,Not employed: no further information,0.08627,138,1190,0.07031,0.10223
1998,Bremen,Not employed: Pensioner,0.41823,34,34,0.24993,0.58652
1998,North Rhine-Westphalia,Self-employed,0.04389,147,2828,0.03634,0.05144
1998,North Rhine-Westphalia,Blue-collar worker,0.12126,515,2828,0.10922,0.13329
1998,North Rhine-Westphalia,Civil servant,0.03523,120,2828,0.02844,0.04203
1998,North Rhine-Westphalia,White-collar worker,0.22521,747,2828,0.20981,0.24061
1998,North Rhine-Westphalia,Apprentice/ Trainee/ Intern,0.05797,236,2828,0.04936,0.06659
1998,North Rhine-Westphalia,Not employed: Pensioner,0.19309,495,2828,0.17854,0.20764
1998,North Rhine-Westphalia,Not employed: registered unemployed,0.04672,172,2828,0.03894,0.05450
1998,North Rhine-Westphalia,Not employed: no further information,0.09619,396,2828,0.08532,0.10706
1998,Hesse,Self-employed,0.04065,48,943,0.02804,0.05327
1998,Hesse,Blue-collar worker,0.12793,198,943,0.10660,0.14926
1998,Hesse,Civil servant,0.03388,33,943,0.02233,0.04543
1998,Hesse,White-collar worker,0.20773,239,943,0.18183,0.23364
1998,Hesse,Apprentice/ Trainee/ Intern,0.06099,79,943,0.04570,0.07627
1998,Hesse,Not employed: Pensioner,0.23404,199,943,0.20700,0.26108
1998,Hesse,Not employed: registered unemployed,0.03935,42,943,0.02693,0.05176
1998,Hesse,Not employed: no further information,0.08156,105,943,0.06408,0.09903
1998,"Rhineland-Palatinate, Saarland",Self-employed,0.03275,32,776,0.02022,0.04528
1998,"Rhineland-Palatinate, Saarland",Blue-collar worker,0.15252,169,776,0.12721,0.17783
1998,"Rhineland-Palatinate, Saarland",White-collar worker,0.16264,170,776,0.13665,0.18862
1998,"Rhineland-Palatinate, Saarland",Apprentice/ Trainee/ Intern,0.06084,67,776,0.04401,0.07767
1998,"Rhineland-Palatinate, Saarland",Not employed: Pensioner,0.23944,181,776,0.20940,0.26949
1998,"Rhineland-Palatinate, Saarland",Not employed: registered unemployed,0.02977,31,776,0.01780,0.04173
1998,"Rhineland-Palatinate, Saarland",Not employed: no further information,0.11452,126,776,0.09210,0.13694
1998,Baden-Wuerttemberg,Self-employed,0.04537,95,1814,0.03579,0.05495
1998,Baden-Wuerttemberg,Blue-collar worker,0.15583,456,1814,0.13913,0.17252
1998,Baden-Wuerttemberg,Civil servant,0.02577,50,1814,0.01848,0.03307
1998,Baden-Wuerttemberg,White-collar worker,0.20141,394,1814,0.18295,0.21987
1998,Baden-Wuerttemberg,Apprentice/ Trainee/ Intern,0.06603,166,1814,0.05460,0.07746
1998,Baden-Wuerttemberg,Not employed: Pensioner,0.19873,308,1814,0.18036,0.21710
1998,Baden-Wuerttemberg,Not employed: registered unemployed,0.03581,115,1814,0.02726,0.04437
1998,Baden-Wuerttemberg,Not employed: no further information,0.08544,230,1814,0.07257,0.09830
1998,Bavaria,Self-employed,0.04885,111,1865,0.03907,0.05864
1998,Bavaria,Blue-collar worker,0.13318,379,1865,0.11776,0.14861
1998,Bavaria,Civil servant,0.03858,78,1865,0.02984,0.04732
1998,Bavaria,White-collar worker,0.20162,474,1865,0.18341,0.21984
1998,Bavaria,Apprentice/ Trainee/ Intern,0.05976,141,1865,0.04900,0.07052
1998,Bavaria,Not employed: Pensioner,0.21900,354,1865,0.20023,0.23778
1998,Bavaria,Not employed: registered unemployed,0.03720,95,1865,0.02861,0.04579
1998,Bavaria,Not employed: no further information,0.08507,233,1865,0.07241,0.09774
1998,Berlin,Self-employed,0.05226,33,487,0.03247,0.07204
1998,Berlin,Blue-collar worker,0.12834,81,487,0.09861,0.15808
1998,Berlin,White-collar worker,0.21230,156,487,0.17594,0.24866
1998,Berlin,Apprentice/ Trainee/ Intern,0.08273,58,487,0.05824,0.10722
1998,Berlin,Not employed: Pensioner,0.21737,112,487,0.18070,0.25404
1998,Berlin,Not employed: registered unemployed,0.07124,47,487,0.04837,0.09411
1998,Brandenburg,Blue-collar worker,0.14068,117,564,0.11196,0.16940
1998,Brandenburg,White-collar worker,0.20403,157,564,0.17074,0.23732
1998,Brandenburg,Apprentice/ Trainee/ Intern,0.07276,63,564,0.05131,0.09422
1998,Brandenburg,Not employed: Pensioner,0.24330,141,564,0.20785,0.27874
1998,Brandenburg,Not employed: registered unemployed,0.10307,86,564,0.07795,0.12818
1998,Mecklenburg-Western Pomerania,Blue-collar worker,0.12023,65,358,0.08649,0.15396
1998,Mecklenburg-Western Pomerania,White-collar worker,0.19453,107,358,0.15347,0.23559
1998,Mecklenburg-Western Pomerania,Apprentice/ Trainee/ Intern,0.06568,43,358,0.03999,0.09138
1998,Mecklenburg-Western Pomerania,Not employed: Pensioner,0.22336,81,358,0.18015,0.26656
1998,Mecklenburg-Western Pomerania,Not employed: registered unemployed,0.12662,62,358,0.09212,0.16111
1998,Saxony,Self-employed,0.03522,53,1150,0.02456,0.04588
1998,Saxony,Blue-collar worker,0.18311,275,1150,0.16075,0.20548
1998,Saxony,White-collar worker,0.17312,281,1150,0.15124,0.19499
1998,Saxony,Apprentice/ Trainee/ Intern,0.06004,114,1150,0.04630,0.07378
1998,Saxony,Not employed: Pensioner,0.25239,253,1150,0.22728,0.27751
1998,Saxony,Not employed: registered unemployed,0.09205,141,1150,0.07534,0.10877
1998,Saxony,Not employed: no further information,0.02371,33,1150,0.01492,0.03251
1998,Saxony-Anhalt,Blue-collar worker,0.15293,148,639,0.12500,0.18086
1998,Saxony-Anhalt,White-collar worker,0.17259,160,639,0.14327,0.20192
1998,Saxony-Anhalt,Apprentice/ Trainee/ Intern,0.06269,65,639,0.04388,0.08150
1998,Saxony-Anhalt,Not employed: Pensioner,0.29117,165,639,0.25591,0.32642
1998,Saxony-Anhalt,Not employed: registered unemployed,0.13882,101,639,0.11199,0.16566
1998,Thuringa,Self-employed,0.04102,39,716,0.02648,0.05556
1998,Thuringa,Blue-collar worker,0.13848,139,716,0.11316,0.16380
1998,Thuringa,White-collar worker,0.16445,173,716,0.13728,0.19162
1998,Thuringa,Apprentice/ Trainee/ Intern,0.05614,72,716,0.03927,0.07302
1998,Thuringa,Not employed: Pensioner,0.24873,159,716,0.21704,0.28041
1998,Thuringa,Not employed: registered unemployed,0.11584,103,716,0.09239,0.13930
1998,Thuringa,Not employed: no further information,0.03286,31,716,0.01979,0.04592
1999,Schleswig-Holstein,Blue-collar worker,0.13272,54,243,0.08998,0.17547
1999,Schleswig-Holstein,White-collar worker,0.21961,96,243,0.16745,0.27177
1999,Schleswig-Holstein,Not employed: Pensioner,0.18070,60,243,0.13222,0.22918
1999,Schleswig-Holstein,Not employed: no further information,0.07551,33,243,0.04222,0.10880
1999,Hamburg,White-collar worker,0.30333,50,50,0.17461,0.43204
1999,Lower Saxony,Self-employed,0.04739,66,1160,0.03516,0.05962
1999,Lower Saxony,Blue-collar worker,0.13636,224,1160,0.11661,0.15612
1999,Lower Saxony,Civil servant,0.03944,54,1160,0.02824,0.05065
1999,Lower Saxony,White-collar worker,0.20632,313,1160,0.18302,0.22962
1999,Lower Saxony,Apprentice/ Trainee/ Intern,0.06541,108,1160,0.05118,0.07965
1999,Lower Saxony,Not employed: Pensioner,0.20840,218,1160,0.18501,0.23178
1999,Lower Saxony,Not employed: registered unemployed,0.03592,51,1160,0.02521,0.04664
1999,Lower Saxony,Not employed: no further information,0.07551,126,1160,0.06030,0.09072
1999,Bremen,Not employed: Pensioner,0.43697,31,31,0.25947,0.61446
1999,North Rhine-Westphalia,Self-employed,0.05196,153,2691,0.04357,0.06034
1999,North Rhine-Westphalia,Blue-collar worker,0.12755,504,2691,0.11494,0.14015
1999,North Rhine-Westphalia,Civil servant,0.03579,116,2691,0.02877,0.04281
1999,North Rhine-Westphalia,White-collar worker,0.23421,754,2691,0.21820,0.25021
1999,North Rhine-Westphalia,Apprentice/ Trainee/ Intern,0.05041,205,2691,0.04214,0.05867
1999,North Rhine-Westphalia,Not employed: Pensioner,0.19697,467,2691,0.18194,0.21200
1999,North Rhine-Westphalia,Not employed: registered unemployed,0.03900,146,2691,0.03168,0.04631
1999,North Rhine-Westphalia,Not employed: no further information,0.08598,346,2691,0.07538,0.09657
1999,Hesse,Self-employed,0.04590,47,865,0.03195,0.05985
1999,Hesse,Blue-collar worker,0.12442,170,865,0.10241,0.14643
1999,Hesse,Civil servant,0.03852,35,865,0.02569,0.05136
1999,Hesse,White-collar worker,0.20670,241,865,0.17970,0.23370
1999,Hesse,Apprentice/ Trainee/ Intern,0.05641,79,865,0.04102,0.07179
1999,Hesse,Not employed: Pensioner,0.24378,197,865,0.21515,0.27241
1999,Hesse,Not employed: no further information,0.08445,96,865,0.06591,0.10299
1999,"Rhineland-Palatinate, Saarland",Self-employed,0.03864,38,742,0.02476,0.05251
1999,"Rhineland-Palatinate, Saarland",Blue-collar worker,0.15379,165,742,0.12781,0.17976
1999,"Rhineland-Palatinate, Saarland",White-collar worker,0.15985,169,742,0.13346,0.18624
1999,"Rhineland-Palatinate, Saarland",Apprentice/ Trainee/ Intern,0.06023,57,742,0.04310,0.07736
1999,"Rhineland-Palatinate, Saarland",Not employed: Pensioner,0.24422,170,742,0.21329,0.27516
1999,"Rhineland-Palatinate, Saarland",Not employed: registered unemployed,0.03491,34,742,0.02169,0.04813
1999,"Rhineland-Palatinate, Saarland",Not employed: no further information,0.10523,109,742,0.08314,0.12733
1999,Baden-Wuerttemberg,Self-employed,0.04290,94,1723,0.03333,0.05247
1999,Baden-Wuerttemberg,Blue-collar worker,0.16665,450,1723,0.14905,0.18426
1999,Baden-Wuerttemberg,Civil servant,0.01876,40,1723,0.01235,0.02517
1999,Baden-Wuerttemberg,White-collar worker,0.20187,392,1723,0.18291,0.22083
1999,Baden-Wuerttemberg,Apprentice/ Trainee/ Intern,0.06193,146,1723,0.05054,0.07331
1999,Baden-Wuerttemberg,Not employed: Pensioner,0.19969,305,1723,0.18081,0.21857
1999,Baden-Wuerttemberg,Not employed: registered unemployed,0.04083,94,1723,0.03148,0.05017
1999,Baden-Wuerttemberg,Not employed: no further information,0.07614,202,1723,0.06361,0.08866
1999,Bavaria,Self-employed,0.05223,112,1787,0.04191,0.06255
1999,Bavaria,Blue-collar worker,0.14059,386,1787,0.12446,0.15671
1999,Bavaria,Civil servant,0.03512,72,1787,0.02658,0.04366
1999,Bavaria,White-collar worker,0.21765,482,1787,0.19851,0.23678
1999,Bavaria,Apprentice/ Trainee/ Intern,0.05564,121,1787,0.04501,0.06627
1999,Bavaria,Not employed: Pensioner,0.22257,351,1787,0.20328,0.24186
1999,Bavaria,Not employed: registered unemployed,0.02570,64,1787,0.01836,0.03304
1999,Bavaria,Not employed: no further information,0.07802,199,1787,0.06558,0.09046
1999,Berlin,Blue-collar worker,0.10467,71,448,0.07629,0.13305
1999,Berlin,White-collar worker,0.22311,152,448,0.18451,0.26170
1999,Berlin,Apprentice/ Trainee/ Intern,0.09685,69,448,0.06943,0.12427
1999,Berlin,Not employed: Pensioner,0.22418,110,448,0.18552,0.26284
1999,Berlin,Not employed: registered unemployed,0.06974,46,448,0.04613,0.09335
1999,Brandenburg,Blue-collar worker,0.15521,117,536,0.12453,0.18590
1999,Brandenburg,White-collar worker,0.19304,150,536,0.15959,0.22648
1999,Brandenburg,Apprentice/ Trainee/ Intern,0.06907,62,536,0.04758,0.09055
1999,Brandenburg,Not employed: Pensioner,0.25630,143,536,0.21931,0.29330
1999,Brandenburg,Not employed: registered unemployed,0.08560,64,536,0.06190,0.10931
1999,Mecklenburg-Western Pomerania,Blue-collar worker,0.15370,79,345,0.11559,0.19181
1999,Mecklenburg-Western Pomerania,White-collar worker,0.18944,108,345,0.14803,0.23085
1999,Mecklenburg-Western Pomerania,Apprentice/ Trainee/ Intern,0.06778,43,345,0.04122,0.09434
1999,Mecklenburg-Western Pomerania,Not employed: Pensioner,0.23194,82,345,0.18733,0.27654
1999,Mecklenburg-Western Pomerania,Not employed: registered unemployed,0.08197,33,345,0.05298,0.11095
1999,Saxony,Self-employed,0.04199,56,1128,0.03028,0.05370
1999,Saxony,Blue-collar worker,0.17004,249,1128,0.14810,0.19197
1999,Saxony,White-collar worker,0.18276,282,1128,0.16020,0.20533
1999,Saxony,Apprentice/ Trainee/ Intern,0.06433,113,1128,0.05001,0.07865
1999,Saxony,Not employed: Pensioner,0.25450,251,1128,0.22907,0.27993
1999,Saxony,Not employed: registered unemployed,0.09912,145,1128,0.08167,0.11656
1999,Saxony,Not employed: no further information,0.02072,32,1128,0.01240,0.02903
1999,Saxony-Anhalt,Blue-collar worker,0.17482,149,639,0.14535,0.20430
1999,Saxony-Anhalt,White-collar worker,0.18566,169,639,0.15549,0.21584
1999,Saxony-Anhalt,Apprentice/ Trainee/ Intern,0.07573,75,639,0.05520,0.09626
1999,Saxony-Anhalt,Not employed: Pensioner,0.28823,162,639,0.25308,0.32337
1999,Saxony-Anhalt,Not employed: registered unemployed,0.09853,84,639,0.07541,0.12166
1999,Thuringa,Self-employed,0.04308,40,704,0.02807,0.05809
1999,Thuringa,Blue-collar worker,0.16691,160,704,0.13935,0.19448
1999,Thuringa,White-collar worker,0.15882,173,704,0.13180,0.18584
1999,Thuringa,Apprentice/ Trainee/ Intern,0.06046,67,704,0.04285,0.07808
1999,Thuringa,Not employed: Pensioner,0.24820,160,704,0.21627,0.28013
1999,Thuringa,Not employed: registered unemployed,0.09496,73,704,0.07329,0.11664
1999,Thuringa,Not employed: no further information,0.03323,31,704,0.01998,0.04648
2000,Schleswig-Holstein,Self-employed,0.07540,68,687,0.05564,0.09516
2000,Schleswig-Holstein,Blue-collar worker,0.13404,108,687,0.10855,0.15954
2000,Schleswig-Holstein,Civil servant,0.03209,32,687,0.01890,0.04528
2000,Schleswig-Holstein,White-collar worker,0.24119,203,687,0.20918,0.27321
2000,Schleswig-Holstein,Apprentice/ Trainee/ Intern,0.03888,39,687,0.02441,0.05334
2000,Schleswig-Holstein,Not employed: Pensioner,0.20876,163,687,0.17835,0.23917
2000,Schleswig-Holstein,Not employed: no further information,0.07549,74,687,0.05572,0.09526
2000,Hamburg,White-collar worker,0.30348,103,202,0.23992,0.36704
2000,Hamburg,Not employed: Pensioner,0.22193,66,202,0.16448,0.27938
2000,Hamburg,Not employed: no further information,0.06995,33,202,0.03469,0.10521
2000,Lower Saxony,Self-employed,0.04861,118,2011,0.03921,0.05801
2000,Lower Saxony,Blue-collar worker,0.14441,380,2011,0.12904,0.15978
2000,Lower Saxony,Civil servant,0.03327,88,2011,0.02543,0.04111
2000,Lower Saxony,White-collar worker,0.20124,512,2011,0.18371,0.21877
2000,Lower Saxony,Apprentice/ Trainee/ Intern,0.05430,155,2011,0.04440,0.06421
2000,Lower Saxony,Not employed: Pensioner,0.21776,460,2011,0.19972,0.23581
2000,Lower Saxony,Not employed: registered unemployed,0.02713,72,2011,0.02002,0.03423
2000,Lower Saxony,Not employed: no further information,0.07789,226,2011,0.06617,0.08960
2000,Bremen,Blue-collar worker,0.14431,34,132,0.08414,0.20449
2000,Bremen,White-collar worker,0.20022,45,132,0.13169,0.26875
2000,Bremen,Not employed: Pensioner,0.29940,53,132,0.22097,0.37783
2000,North Rhine-Westphalia,Self-employed,0.04490,257,5109,0.03922,0.05058
2000,North Rhine-Westphalia,Blue-collar worker,0.13822,886,5109,0.12875,0.14768
2000,North Rhine-Westphalia,Civil servant,0.02979,211,5109,0.02513,0.03445
2000,North Rhine-Westphalia,White-collar worker,0.22929,1423,5109,0.21777,0.24082
2000,North Rhine-Westphalia,Apprentice/ Trainee/ Intern,0.05000,362,5109,0.04403,0.05598
2000,North Rhine-Westphalia,Not employed: Pensioner,0.20630,1071,5109,0.19520,0.21739
2000,North Rhine-Westphalia,Not employed: registered unemployed,0.03255,242,5109,0.02768,0.03742
2000,North Rhine-Westphalia,Not employed: no further information,0.09486,657,5109,0.08683,0.10290
2000,Hesse,Self-employed,0.05315,100,1667,0.04238,0.06392
2000,Hesse,Blue-collar worker,0.12803,278,1667,0.11199,0.14408
2000,Hesse,Civil servant,0.03402,72,1667,0.02531,0.04272
2000,Hesse,White-collar worker,0.21821,473,1667,0.19838,0.23805
2000,Hesse,Apprentice/ Trainee/ Intern,0.05429,135,1667,0.04340,0.06517
2000,Hesse,Not employed: Pensioner,0.20728,337,1667,0.18781,0.22674
2000,Hesse,Not employed: registered unemployed,0.03158,66,1667,0.02318,0.03997
2000,Hesse,Not employed: no further information,0.09211,206,1667,0.07822,0.10600
2000,"Rhineland-Palatinate, Saarland",Self-employed,0.03944,73,1456,0.02944,0.04945
2000,"Rhineland-Palatinate, Saarland",Blue-collar worker,0.16161,293,1456,0.14269,0.18052
2000,"Rhineland-Palatinate, Saarland",Civil servant,0.02147,50,1456,0.01402,0.02891
2000,"Rhineland-Palatinate, Saarland",White-collar worker,0.16968,332,1456,0.15040,0.18897
2000,"Rhineland-Palatinate, Saarland",Apprentice/ Trainee/ Intern,0.04852,94,1456,0.03748,0.05956
2000,"Rhineland-Palatinate, Saarland",Not employed: Pensioner,0.21742,327,1456,0.19623,0.23862
2000,"Rhineland-Palatinate, Saarland",Not employed: registered unemployed,0.02747,57,1456,0.01907,0.03587
2000,"Rhineland-Palatinate, Saarland",Not employed: no further information,0.11494,230,1456,0.09856,0.13133
2000,Baden-Wuerttemberg,Self-employed,0.04558,172,2947,0.03804,0.05311
2000,Baden-Wuerttemberg,Blue-collar worker,0.16237,662,2947,0.14905,0.17568
2000,Baden-Wuerttemberg,Civil servant,0.02538,94,2947,0.01970,0.03106
2000,Baden-Wuerttemberg,White-collar worker,0.20564,720,2947,0.19104,0.22023
2000,Baden-Wuerttemberg,Apprentice/ Trainee/ Intern,0.06209,263,2947,0.05338,0.07081
2000,Baden-Wuerttemberg,Not employed: Pensioner,0.18992,557,2947,0.17575,0.20408
2000,Baden-Wuerttemberg,Not employed: registered unemployed,0.02266,105,2947,0.01729,0.02804
2000,Baden-Wuerttemberg,Not employed: no further information,0.08791,374,2947,0.07769,0.09814
2000,Bavaria,Self-employed,0.05091,201,3341,0.04345,0.05836
2000,Bavaria,Blue-collar worker,0.14458,650,3341,0.13266,0.15651
2000,Bavaria,Civil servant,0.03423,148,3341,0.02806,0.04040
2000,Bavaria,White-collar worker,0.22444,924,3341,0.21029,0.23859
2000,Bavaria,Apprentice/ Trainee/ Intern,0.05932,238,3341,0.05131,0.06734
2000,Bavaria,Not employed: Pensioner,0.21037,691,3341,0.19654,0.22419
2000,Bavaria,Not employed: registered unemployed,0.02472,115,3341,0.01946,0.02999
2000,Bavaria,Not employed: no further information,0.08021,374,3341,0.07099,0.08942
2000,Berlin,Self-employed,0.04993,47,777,0.03460,0.06525
2000,Berlin,Blue-collar worker,0.11021,106,777,0.08818,0.13225
2000,Berlin,White-collar worker,0.24271,252,777,0.21255,0.27288
2000,Berlin,Apprentice/ Trainee/ Intern,0.07297,84,777,0.05467,0.09127
2000,Berlin,Not employed: Pensioner,0.20797,181,777,0.17941,0.23652
2000,Berlin,Not employed: registered unemployed,0.06552,68,777,0.04811,0.08293
2000,Berlin,Not employed: no further information,0.03287,39,777,0.02033,0.04542
2000,Brandenburg,Self-employed,0.04039,45,964,0.02796,0.05283
2000,Brandenburg,Blue-collar worker,0.12868,155,964,0.10753,0.14982
2000,Brandenburg,White-collar worker,0.21122,269,964,0.18544,0.23701
2000,Brandenburg,Apprentice/ Trainee/ Intern,0.07338,101,964,0.05691,0.08985
2000,Brandenburg,Not employed: Pensioner,0.27440,272,964,0.24622,0.30258
2000,Brandenburg,Not employed: registered unemployed,0.09268,122,964,0.07437,0.11100
2000,Mecklenburg-Western Pomerania,Blue-collar worker,0.15167,106,494,0.12000,0.18333
2000,Mecklenburg-Western Pomerania,White-collar worker,0.19840,150,494,0.16319,0.23360
2000,Mecklenburg-Western Pomerania,Apprentice/ Trainee/ Intern,0.06978,54,494,0.04729,0.09227
2000,Mecklenburg-Western Pomerania,Not employed: Pensioner,0.25391,131,494,0.21549,0.29233
2000,Mecklenburg-Western Pomerania,Not employed: registered unemployed,0.07081,53,494,0.04816,0.09345
2000,Saxony,Self-employed,0.04927,102,1738,0.03909,0.05945
2000,Saxony,Blue-collar worker,0.15714,349,1738,0.14003,0.17426
2000,Saxony,White-collar worker,0.17914,424,1738,0.16111,0.19718
2000,Saxony,Apprentice/ Trainee/ Intern,0.06077,163,1738,0.04953,0.07200
2000,Saxony,Not employed: Pensioner,0.25797,430,1738,0.23739,0.27854
2000,Saxony,Not employed: registered unemployed,0.09524,219,1738,0.08143,0.10904
2000,Saxony,Not employed: no further information,0.02276,51,1738,0.01574,0.02977
2000,Saxony-Anhalt,Self-employed,0.03630,46,1018,0.02481,0.04780
2000,Saxony-Anhalt,Blue-collar worker,0.15365,195,1018,0.13149,0.17582
2000,Saxony-Anhalt,White-collar worker,0.18537,257,1018,0.16148,0.20925
2000,Saxony-Anhalt,Apprentice/ Trainee/ Intern,0.06562,100,1018,0.05040,0.08084
2000,Saxony-Anhalt,Not employed: Pensioner,0.29953,282,1018,0.27138,0.32768
2000,Saxony-Anhalt,Not employed: registered unemployed,0.10802,138,1018,0.08894,0.12710
2000,Thuringa,Self-employed,0.05029,63,1026,0.03691,0.06367
2000,Thuringa,Blue-collar worker,0.17350,225,1026,0.15031,0.19668
2000,Thuringa,White-collar worker,0.16218,230,1026,0.13961,0.18474
2000,Thuringa,Apprentice/ Trainee/ Intern,0.06732,103,1026,0.05198,0.08266
2000,Thuringa,Not employed: Pensioner,0.26793,266,1026,0.24082,0.29504
2000,Thuringa,Not employed: registered unemployed,0.08945,107,1026,0.07198,0.10692
