year,bula_h,quintil_oecd,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,Lower Saxony,2nd Quintile,Blue-collar worker,0.14186,37,72,0.06070,0.22301
1989,Lower Saxony,2nd Quintile,Not employed: Pensioner,0.32900,35,72,0.21971,0.43829
1989,Lower Saxony,3rd Quintile,Blue-collar worker,0.22881,50,121,0.15365,0.30397
1989,Lower Saxony,3rd Quintile,White-collar worker,0.22079,40,121,0.14658,0.29501
1989,Lower Saxony,3rd Quintile,Not employed: Pensioner,0.20409,31,121,0.13198,0.27620
1989,Lower Saxony,4th Quintile,Blue-collar worker,0.22042,61,149,0.15364,0.28721
1989,Lower Saxony,4th Quintile,White-collar worker,0.24029,56,149,0.17146,0.30913
1989,Lower Saxony,4th Quintile,Not employed: Pensioner,0.16299,32,149,0.10349,0.22250
1989,Lower Saxony,5th Quintile,White-collar worker,0.34574,66,66,0.23011,0.46136
1989,North Rhine-Westphalia,1st Quintile,Blue-collar worker,0.13442,143,593,0.10694,0.16190
1989,North Rhine-Westphalia,1st Quintile,White-collar worker,0.09229,42,593,0.06898,0.11561
1989,North Rhine-Westphalia,1st Quintile,Apprentice/ Trainee/ Intern,0.14543,96,593,0.11703,0.17383
1989,North Rhine-Westphalia,1st Quintile,Not employed: Pensioner,0.33766,110,593,0.29956,0.37575
1989,North Rhine-Westphalia,1st Quintile,Not employed: registered unemployed,0.08731,47,593,0.06457,0.11005
1989,North Rhine-Westphalia,1st Quintile,Not employed: no further information,0.18803,155,593,0.15656,0.21951
1989,North Rhine-Westphalia,2nd Quintile,Blue-collar worker,0.19273,143,471,0.15707,0.22839
1989,North Rhine-Westphalia,2nd Quintile,White-collar worker,0.14250,66,471,0.11089,0.17410
1989,North Rhine-Westphalia,2nd Quintile,Apprentice/ Trainee/ Intern,0.10243,61,471,0.07502,0.12985
1989,North Rhine-Westphalia,2nd Quintile,Not employed: Pensioner,0.27663,80,471,0.23619,0.31707
1989,North Rhine-Westphalia,2nd Quintile,Not employed: no further information,0.20028,121,471,0.16410,0.23646
1989,North Rhine-Westphalia,3rd Quintile,Blue-collar worker,0.21597,148,468,0.17865,0.25330
1989,North Rhine-Westphalia,3rd Quintile,White-collar worker,0.22896,107,468,0.19085,0.26707
1989,North Rhine-Westphalia,3rd Quintile,Apprentice/ Trainee/ Intern,0.11905,66,468,0.08968,0.14842
1989,North Rhine-Westphalia,3rd Quintile,Not employed: Pensioner,0.19713,71,468,0.16105,0.23321
1989,North Rhine-Westphalia,3rd Quintile,Not employed: no further information,0.14133,76,468,0.10974,0.17293
1989,North Rhine-Westphalia,4th Quintile,Blue-collar worker,0.23952,137,418,0.19856,0.28049
1989,North Rhine-Westphalia,4th Quintile,White-collar worker,0.29933,131,418,0.25537,0.34329
1989,North Rhine-Westphalia,4th Quintile,Apprentice/ Trainee/ Intern,0.08875,41,418,0.06146,0.11605
1989,North Rhine-Westphalia,4th Quintile,Not employed: Pensioner,0.13272,43,418,0.10015,0.16528
1989,North Rhine-Westphalia,4th Quintile,Not employed: no further information,0.12068,66,418,0.08941,0.15195
1989,North Rhine-Westphalia,5th Quintile,Self-employed,0.10548,57,492,0.07831,0.13265
1989,North Rhine-Westphalia,5th Quintile,Blue-collar worker,0.09218,53,492,0.06659,0.11776
1989,North Rhine-Westphalia,5th Quintile,Civil servant,0.08932,46,492,0.06410,0.11455
1989,North Rhine-Westphalia,5th Quintile,White-collar worker,0.43092,210,492,0.38712,0.47472
1989,North Rhine-Westphalia,5th Quintile,Apprentice/ Trainee/ Intern,0.06357,38,492,0.04199,0.08515
1989,North Rhine-Westphalia,5th Quintile,Not employed: Pensioner,0.12855,48,492,0.09894,0.15815
1989,North Rhine-Westphalia,5th Quintile,Not employed: no further information,0.07487,40,492,0.05159,0.09815
1989,Hesse,1st Quintile,Blue-collar worker,0.18368,58,164,0.12423,0.24312
1989,Hesse,1st Quintile,Not employed: Pensioner,0.44143,51,164,0.36520,0.51766
1989,Hesse,1st Quintile,Not employed: no further information,0.14258,55,164,0.08891,0.19626
1989,Hesse,2nd Quintile,Blue-collar worker,0.23454,58,89,0.14601,0.32307
1989,Hesse,2nd Quintile,Not employed: Pensioner,0.33107,31,89,0.23275,0.42940
1989,Hesse,3rd Quintile,Blue-collar worker,0.23138,63,110,0.15221,0.31055
1989,Hesse,3rd Quintile,White-collar worker,0.24569,47,110,0.16487,0.32651
1989,Hesse,4th Quintile,Blue-collar worker,0.19400,59,106,0.11836,0.26964
1989,Hesse,4th Quintile,White-collar worker,0.26082,47,106,0.17684,0.34481
1989,Hesse,5th Quintile,Blue-collar worker,0.12145,40,116,0.06175,0.18116
1989,Hesse,5th Quintile,White-collar worker,0.36711,76,116,0.27901,0.45521
1989,"Rhineland-Palatinate, Saarland",1st Quintile,Not employed: Pensioner,0.36348,35,70,0.24998,0.47697
1989,"Rhineland-Palatinate, Saarland",1st Quintile,Not employed: no further information,0.20328,35,70,0.10832,0.29824
1989,"Rhineland-Palatinate, Saarland",2nd Quintile,Blue-collar worker,0.25138,47,121,0.17376,0.32900
1989,"Rhineland-Palatinate, Saarland",2nd Quintile,White-collar worker,0.22117,36,121,0.14691,0.29543
1989,"Rhineland-Palatinate, Saarland",2nd Quintile,Not employed: no further information,0.17785,38,121,0.10943,0.24627
1989,"Rhineland-Palatinate, Saarland",3rd Quintile,Blue-collar worker,0.32395,56,56,0.20027,0.44763
1989,"Rhineland-Palatinate, Saarland",4th Quintile,Blue-collar worker,0.20997,36,72,0.11523,0.30471
1989,"Rhineland-Palatinate, Saarland",4th Quintile,White-collar worker,0.28396,36,72,0.17907,0.38885
1989,"Rhineland-Palatinate, Saarland",5th Quintile,White-collar worker,0.30019,31,31,0.13617,0.46420
1989,Baden-Wuerttemberg,1st Quintile,Blue-collar worker,0.19978,103,275,0.15244,0.24712
1989,Baden-Wuerttemberg,1st Quintile,Apprentice/ Trainee/ Intern,0.10598,35,275,0.06954,0.14243
1989,Baden-Wuerttemberg,1st Quintile,Not employed: Pensioner,0.43328,61,275,0.37461,0.49195
1989,Baden-Wuerttemberg,1st Quintile,Not employed: no further information,0.14152,76,275,0.10025,0.18279
1989,Baden-Wuerttemberg,2nd Quintile,Blue-collar worker,0.29818,160,354,0.25045,0.34590
1989,Baden-Wuerttemberg,2nd Quintile,White-collar worker,0.13856,42,354,0.10252,0.17460
1989,Baden-Wuerttemberg,2nd Quintile,Apprentice/ Trainee/ Intern,0.07403,34,354,0.04671,0.10134
1989,Baden-Wuerttemberg,2nd Quintile,Not employed: Pensioner,0.20328,41,354,0.16130,0.24526
1989,Baden-Wuerttemberg,2nd Quintile,Not employed: no further information,0.17703,77,354,0.13721,0.21685
1989,Baden-Wuerttemberg,3rd Quintile,Blue-collar worker,0.30107,138,335,0.25187,0.35027
1989,Baden-Wuerttemberg,3rd Quintile,White-collar worker,0.21169,62,335,0.16788,0.25551
1989,Baden-Wuerttemberg,3rd Quintile,Apprentice/ Trainee/ Intern,0.08775,34,335,0.05741,0.11810
1989,Baden-Wuerttemberg,3rd Quintile,Not employed: Pensioner,0.22142,57,335,0.17689,0.26595
1989,Baden-Wuerttemberg,3rd Quintile,Not employed: no further information,0.11967,44,335,0.08486,0.15448
1989,Baden-Wuerttemberg,4th Quintile,Blue-collar worker,0.22097,157,381,0.17925,0.26268
1989,Baden-Wuerttemberg,4th Quintile,White-collar worker,0.27138,94,381,0.22667,0.31609
1989,Baden-Wuerttemberg,4th Quintile,Apprentice/ Trainee/ Intern,0.11252,46,381,0.08075,0.14430
1989,Baden-Wuerttemberg,4th Quintile,Not employed: Pensioner,0.18928,53,381,0.14989,0.22867
1989,Baden-Wuerttemberg,4th Quintile,Not employed: no further information,0.08246,31,381,0.05480,0.11011
1989,Baden-Wuerttemberg,5th Quintile,Self-employed,0.09607,32,256,0.05990,0.13224
1989,Baden-Wuerttemberg,5th Quintile,Blue-collar worker,0.17882,81,256,0.13179,0.22586
1989,Baden-Wuerttemberg,5th Quintile,White-collar worker,0.39932,111,256,0.33921,0.45943
1989,Baden-Wuerttemberg,5th Quintile,Not employed: Pensioner,0.12912,32,256,0.08796,0.17027
1989,Bavaria,1st Quintile,Blue-collar worker,0.16311,66,206,0.11254,0.21369
1989,Bavaria,1st Quintile,Apprentice/ Trainee/ Intern,0.12174,32,206,0.07698,0.16650
1989,Bavaria,1st Quintile,Not employed: Pensioner,0.38208,53,206,0.31556,0.44859
1989,Bavaria,1st Quintile,Not employed: no further information,0.16789,55,206,0.11672,0.21905
1989,Bavaria,2nd Quintile,Blue-collar worker,0.24279,116,311,0.19506,0.29052
1989,Bavaria,2nd Quintile,White-collar worker,0.13365,47,311,0.09577,0.17153
1989,Bavaria,2nd Quintile,Apprentice/ Trainee/ Intern,0.11237,43,311,0.07722,0.14753
1989,Bavaria,2nd Quintile,Not employed: Pensioner,0.28443,53,311,0.23421,0.33465
1989,Bavaria,2nd Quintile,Not employed: no further information,0.13488,52,311,0.09685,0.17290
1989,Bavaria,3rd Quintile,Blue-collar worker,0.24620,95,240,0.19159,0.30082
1989,Bavaria,3rd Quintile,White-collar worker,0.22576,68,240,0.17276,0.27877
1989,Bavaria,3rd Quintile,Not employed: Pensioner,0.21042,40,240,0.15875,0.26210
1989,Bavaria,3rd Quintile,Not employed: no further information,0.13013,37,240,0.08747,0.17278
1989,Bavaria,4th Quintile,Blue-collar worker,0.20826,94,308,0.16284,0.25368
1989,Bavaria,4th Quintile,White-collar worker,0.27293,96,308,0.22309,0.32276
1989,Bavaria,4th Quintile,Apprentice/ Trainee/ Intern,0.07791,34,308,0.04793,0.10790
1989,Bavaria,4th Quintile,Not employed: Pensioner,0.20713,46,308,0.16180,0.25246
1989,Bavaria,4th Quintile,Not employed: no further information,0.09907,38,308,0.06565,0.13250
1989,Bavaria,5th Quintile,Self-employed,0.11469,44,310,0.07916,0.15022
1989,Bavaria,5th Quintile,Blue-collar worker,0.17585,73,310,0.13340,0.21829
1989,Bavaria,5th Quintile,White-collar worker,0.34443,124,310,0.29145,0.39741
1989,Bavaria,5th Quintile,Not employed: Pensioner,0.12868,38,310,0.09135,0.16602
1989,Bavaria,5th Quintile,Not employed: no further information,0.09005,31,310,0.05813,0.12197
1990,Lower Saxony,1st Quintile,Blue-collar worker,0.11381,41,158,0.06413,0.16349
1990,Lower Saxony,1st Quintile,Not employed: Pensioner,0.41691,59,158,0.33978,0.49403
1990,Lower Saxony,1st Quintile,Not employed: no further information,0.21695,58,158,0.15248,0.28142
1990,Lower Saxony,2nd Quintile,Blue-collar worker,0.13434,35,77,0.05767,0.21101
1990,Lower Saxony,2nd Quintile,Not employed: Pensioner,0.31383,42,77,0.20950,0.41817
1990,Lower Saxony,3rd Quintile,Blue-collar worker,0.22181,49,90,0.13549,0.30813
1990,Lower Saxony,3rd Quintile,White-collar worker,0.22323,41,90,0.13672,0.30975
1990,Lower Saxony,4th Quintile,Blue-collar worker,0.20963,47,104,0.13102,0.28824
1990,Lower Saxony,4th Quintile,White-collar worker,0.26595,57,104,0.18062,0.35129
1990,Lower Saxony,5th Quintile,White-collar worker,0.33981,67,67,0.22554,0.45408
1990,North Rhine-Westphalia,1st Quintile,Blue-collar worker,0.18141,154,584,0.15013,0.21269
1990,North Rhine-Westphalia,1st Quintile,White-collar worker,0.06883,34,584,0.04828,0.08938
1990,North Rhine-Westphalia,1st Quintile,Apprentice/ Trainee/ Intern,0.12875,90,584,0.10156,0.15594
1990,North Rhine-Westphalia,1st Quintile,Not employed: Pensioner,0.29091,95,584,0.25404,0.32778
1990,North Rhine-Westphalia,1st Quintile,Not employed: registered unemployed,0.08574,55,584,0.06302,0.10847
1990,North Rhine-Westphalia,1st Quintile,Not employed: no further information,0.22632,156,584,0.19235,0.26029
1990,North Rhine-Westphalia,2nd Quintile,Blue-collar worker,0.20460,166,519,0.16986,0.23934
1990,North Rhine-Westphalia,2nd Quintile,White-collar worker,0.15985,72,519,0.12829,0.19141
1990,North Rhine-Westphalia,2nd Quintile,Apprentice/ Trainee/ Intern,0.12070,72,519,0.09265,0.14876
1990,North Rhine-Westphalia,2nd Quintile,Not employed: Pensioner,0.26608,92,519,0.22802,0.30413
1990,North Rhine-Westphalia,2nd Quintile,Not employed: no further information,0.18992,117,519,0.15614,0.22369
1990,North Rhine-Westphalia,3rd Quintile,Blue-collar worker,0.21394,131,433,0.17527,0.25261
1990,North Rhine-Westphalia,3rd Quintile,White-collar worker,0.21401,95,433,0.17533,0.25268
1990,North Rhine-Westphalia,3rd Quintile,Apprentice/ Trainee/ Intern,0.10610,54,433,0.07705,0.13514
1990,North Rhine-Westphalia,3rd Quintile,Not employed: Pensioner,0.21632,74,433,0.17749,0.25514
1990,North Rhine-Westphalia,3rd Quintile,Not employed: no further information,0.14281,79,433,0.10982,0.17581
1990,North Rhine-Westphalia,4th Quintile,Blue-collar worker,0.21000,108,398,0.16993,0.25006
1990,North Rhine-Westphalia,4th Quintile,Civil servant,0.07142,32,398,0.04609,0.09675
1990,North Rhine-Westphalia,4th Quintile,White-collar worker,0.35318,135,398,0.30616,0.40020
1990,North Rhine-Westphalia,4th Quintile,Apprentice/ Trainee/ Intern,0.08422,39,398,0.05690,0.11154
1990,North Rhine-Westphalia,4th Quintile,Not employed: Pensioner,0.12442,43,398,0.09195,0.15688
1990,North Rhine-Westphalia,4th Quintile,Not employed: no further information,0.08978,41,398,0.06166,0.11790
1990,North Rhine-Westphalia,5th Quintile,Self-employed,0.12354,61,480,0.09407,0.15301
1990,North Rhine-Westphalia,5th Quintile,Blue-collar worker,0.11071,64,480,0.08261,0.13881
1990,North Rhine-Westphalia,5th Quintile,Civil servant,0.07517,36,480,0.05156,0.09878
1990,North Rhine-Westphalia,5th Quintile,White-collar worker,0.44135,209,480,0.39688,0.48582
1990,North Rhine-Westphalia,5th Quintile,Apprentice/ Trainee/ Intern,0.05772,32,480,0.03683,0.07860
1990,North Rhine-Westphalia,5th Quintile,Not employed: Pensioner,0.11458,45,480,0.08606,0.14311
1990,North Rhine-Westphalia,5th Quintile,Not employed: no further information,0.06577,33,480,0.04357,0.08797
1990,Hesse,1st Quintile,Blue-collar worker,0.15166,57,146,0.09328,0.21005
1990,Hesse,1st Quintile,Not employed: Pensioner,0.46744,46,146,0.38623,0.54865
1990,Hesse,1st Quintile,Not employed: no further information,0.13950,43,146,0.08310,0.19589
1990,Hesse,2nd Quintile,Blue-collar worker,0.24006,49,82,0.14704,0.33307
1990,Hesse,2nd Quintile,Not employed: no further information,0.16620,33,82,0.08513,0.24727
1990,Hesse,3rd Quintile,Blue-collar worker,0.26619,67,147,0.19450,0.33788
1990,Hesse,3rd Quintile,White-collar worker,0.19668,44,147,0.13220,0.26115
1990,Hesse,3rd Quintile,Not employed: Pensioner,0.26254,36,147,0.19117,0.33392
1990,Hesse,4th Quintile,Blue-collar worker,0.17422,69,155,0.11431,0.23412
1990,Hesse,4th Quintile,White-collar worker,0.27193,53,155,0.20166,0.34221
1990,Hesse,4th Quintile,Not employed: Pensioner,0.24841,33,155,0.18016,0.31665
1990,Hesse,5th Quintile,White-collar worker,0.41875,82,82,0.31131,0.52620
1990,"Rhineland-Palatinate, Saarland",1st Quintile,Not employed: Pensioner,0.40671,38,72,0.29244,0.52097
1990,"Rhineland-Palatinate, Saarland",1st Quintile,Not employed: no further information,0.19467,34,72,0.10257,0.28677
1990,"Rhineland-Palatinate, Saarland",2nd Quintile,Blue-collar worker,0.26594,46,78,0.16726,0.36463
1990,"Rhineland-Palatinate, Saarland",2nd Quintile,Not employed: no further information,0.18976,32,78,0.10218,0.27735
1990,"Rhineland-Palatinate, Saarland",3rd Quintile,Blue-collar worker,0.24323,50,50,0.12310,0.36336
1990,"Rhineland-Palatinate, Saarland",4th Quintile,Blue-collar worker,0.28098,40,73,0.17716,0.38480
1990,"Rhineland-Palatinate, Saarland",4th Quintile,White-collar worker,0.25101,33,73,0.15085,0.35116
1990,"Rhineland-Palatinate, Saarland",5th Quintile,White-collar worker,0.30475,33,33,0.14527,0.46424
1990,Baden-Wuerttemberg,1st Quintile,Blue-collar worker,0.24125,112,251,0.18822,0.29429
1990,Baden-Wuerttemberg,1st Quintile,Not employed: Pensioner,0.42572,71,251,0.36443,0.48702
1990,Baden-Wuerttemberg,1st Quintile,Not employed: no further information,0.15384,68,251,0.10912,0.19857
1990,Baden-Wuerttemberg,2nd Quintile,Blue-collar worker,0.28902,140,344,0.24105,0.33700
1990,Baden-Wuerttemberg,2nd Quintile,White-collar worker,0.15190,48,344,0.11391,0.18988
1990,Baden-Wuerttemberg,2nd Quintile,Apprentice/ Trainee/ Intern,0.08743,38,344,0.05754,0.11732
1990,Baden-Wuerttemberg,2nd Quintile,Not employed: Pensioner,0.21874,53,344,0.17499,0.26248
1990,Baden-Wuerttemberg,2nd Quintile,Not employed: no further information,0.16813,65,344,0.12855,0.20771
1990,Baden-Wuerttemberg,3rd Quintile,Blue-collar worker,0.31148,169,369,0.26416,0.35879
1990,Baden-Wuerttemberg,3rd Quintile,White-collar worker,0.23556,72,369,0.19221,0.27892
1990,Baden-Wuerttemberg,3rd Quintile,Apprentice/ Trainee/ Intern,0.10567,40,369,0.07426,0.13708
1990,Baden-Wuerttemberg,3rd Quintile,Not employed: Pensioner,0.17344,43,369,0.13475,0.21212
1990,Baden-Wuerttemberg,3rd Quintile,Not employed: no further information,0.08972,45,369,0.06052,0.11892
1990,Baden-Wuerttemberg,4th Quintile,Blue-collar worker,0.30686,154,274,0.25215,0.36157
1990,Baden-Wuerttemberg,4th Quintile,White-collar worker,0.27045,74,274,0.21776,0.32315
1990,Baden-Wuerttemberg,4th Quintile,Not employed: Pensioner,0.16864,46,274,0.12423,0.21306
1990,Baden-Wuerttemberg,5th Quintile,Self-employed,0.11999,35,259,0.08034,0.15964
1990,Baden-Wuerttemberg,5th Quintile,Blue-collar worker,0.13534,70,259,0.09360,0.17708
1990,Baden-Wuerttemberg,5th Quintile,White-collar worker,0.40034,122,259,0.34055,0.46013
1990,Baden-Wuerttemberg,5th Quintile,Not employed: Pensioner,0.11195,32,259,0.07348,0.15043
1990,Bavaria,1st Quintile,Blue-collar worker,0.19522,68,172,0.13581,0.25463
1990,Bavaria,1st Quintile,Not employed: Pensioner,0.37480,55,172,0.30225,0.44736
1990,Bavaria,1st Quintile,Not employed: no further information,0.14059,49,172,0.08849,0.19269
1990,Bavaria,2nd Quintile,Blue-collar worker,0.23316,100,283,0.18380,0.28251
1990,Bavaria,2nd Quintile,White-collar worker,0.16443,46,283,0.12117,0.20769
1990,Bavaria,2nd Quintile,Apprentice/ Trainee/ Intern,0.09210,31,283,0.05835,0.12584
1990,Bavaria,2nd Quintile,Not employed: Pensioner,0.27368,55,283,0.22164,0.32571
1990,Bavaria,2nd Quintile,Not employed: no further information,0.12916,51,283,0.09002,0.16830
1990,Bavaria,3rd Quintile,Blue-collar worker,0.20853,83,230,0.15591,0.26115
1990,Bavaria,3rd Quintile,White-collar worker,0.21498,58,230,0.16177,0.26818
1990,Bavaria,3rd Quintile,Not employed: Pensioner,0.26885,51,230,0.21142,0.32627
1990,Bavaria,3rd Quintile,Not employed: no further information,0.13614,38,230,0.09172,0.18056
1990,Bavaria,4th Quintile,Blue-collar worker,0.26136,130,303,0.21181,0.31092
1990,Bavaria,4th Quintile,White-collar worker,0.28750,102,303,0.23645,0.33854
1990,Bavaria,4th Quintile,Not employed: Pensioner,0.14866,37,303,0.10854,0.18879
1990,Bavaria,4th Quintile,Not employed: no further information,0.08452,34,303,0.05315,0.11590
1990,Bavaria,5th Quintile,Self-employed,0.10165,43,288,0.06669,0.13661
1990,Bavaria,5th Quintile,Blue-collar worker,0.14495,62,288,0.10422,0.18568
1990,Bavaria,5th Quintile,White-collar worker,0.34293,132,288,0.28801,0.39785
1990,Bavaria,5th Quintile,Not employed: Pensioner,0.16894,51,288,0.12559,0.21229
1990,Berlin,5th Quintile,White-collar worker,0.52750,31,31,0.34884,0.70615
1991,Lower Saxony,1st Quintile,Blue-collar worker,0.17031,49,144,0.10870,0.23192
1991,Lower Saxony,1st Quintile,Not employed: Pensioner,0.38072,50,144,0.30114,0.46031
1991,Lower Saxony,1st Quintile,Not employed: no further information,0.18991,45,144,0.12562,0.25420
1991,Lower Saxony,2nd Quintile,Blue-collar worker,0.14932,39,129,0.08758,0.21106
1991,Lower Saxony,2nd Quintile,White-collar worker,0.20458,41,129,0.13469,0.27446
1991,Lower Saxony,2nd Quintile,Not employed: Pensioner,0.35883,49,129,0.27573,0.44193
1991,Lower Saxony,3rd Quintile,Blue-collar worker,0.21088,46,84,0.12312,0.29864
1991,Lower Saxony,3rd Quintile,White-collar worker,0.22116,38,84,0.13187,0.31044
1991,Lower Saxony,4th Quintile,Blue-collar worker,0.20465,43,102,0.12597,0.28333
1991,Lower Saxony,4th Quintile,White-collar worker,0.30739,59,102,0.21740,0.39738
1991,Lower Saxony,5th Quintile,White-collar worker,0.31566,67,67,0.20353,0.42779
1991,North Rhine-Westphalia,1st Quintile,Blue-collar worker,0.19123,152,539,0.15800,0.22446
1991,North Rhine-Westphalia,1st Quintile,White-collar worker,0.07532,33,539,0.05302,0.09762
1991,North Rhine-Westphalia,1st Quintile,Apprentice/ Trainee/ Intern,0.12431,82,539,0.09643,0.15219
1991,North Rhine-Westphalia,1st Quintile,Not employed: Pensioner,0.35817,108,539,0.31765,0.39868
1991,North Rhine-Westphalia,1st Quintile,Not employed: registered unemployed,0.06751,42,539,0.04631,0.08871
1991,North Rhine-Westphalia,1st Quintile,Not employed: no further information,0.17076,122,539,0.13897,0.20256
1991,North Rhine-Westphalia,2nd Quintile,Blue-collar worker,0.21411,172,543,0.17958,0.24865
1991,North Rhine-Westphalia,2nd Quintile,White-collar worker,0.15703,82,543,0.12640,0.18766
1991,North Rhine-Westphalia,2nd Quintile,Apprentice/ Trainee/ Intern,0.11161,71,543,0.08510,0.13812
1991,North Rhine-Westphalia,2nd Quintile,Not employed: Pensioner,0.26660,99,543,0.22937,0.30383
1991,North Rhine-Westphalia,2nd Quintile,Not employed: no further information,0.17504,119,543,0.14305,0.20703
1991,North Rhine-Westphalia,3rd Quintile,Blue-collar worker,0.19585,114,404,0.15710,0.23460
1991,North Rhine-Westphalia,3rd Quintile,White-collar worker,0.25022,102,404,0.20793,0.29251
1991,North Rhine-Westphalia,3rd Quintile,Apprentice/ Trainee/ Intern,0.09387,43,404,0.06540,0.12235
1991,North Rhine-Westphalia,3rd Quintile,Not employed: Pensioner,0.21235,65,404,0.17242,0.25228
1991,North Rhine-Westphalia,3rd Quintile,Not employed: no further information,0.16120,80,404,0.12530,0.19710
1991,North Rhine-Westphalia,4th Quintile,Self-employed,0.06636,35,471,0.04385,0.08886
1991,North Rhine-Westphalia,4th Quintile,Blue-collar worker,0.17675,111,471,0.14226,0.21124
1991,North Rhine-Westphalia,4th Quintile,Civil servant,0.07531,32,471,0.05145,0.09917
1991,North Rhine-Westphalia,4th Quintile,White-collar worker,0.31956,141,471,0.27741,0.36172
1991,North Rhine-Westphalia,4th Quintile,Apprentice/ Trainee/ Intern,0.09781,54,471,0.07095,0.12467
1991,North Rhine-Westphalia,4th Quintile,Not employed: Pensioner,0.13498,47,471,0.10409,0.16587
1991,North Rhine-Westphalia,4th Quintile,Not employed: no further information,0.11401,51,471,0.08528,0.14275
1991,North Rhine-Westphalia,5th Quintile,Self-employed,0.10853,51,436,0.07930,0.13776
1991,North Rhine-Westphalia,5th Quintile,Blue-collar worker,0.12406,74,436,0.09308,0.15504
1991,North Rhine-Westphalia,5th Quintile,Civil servant,0.07210,38,436,0.04779,0.09641
1991,North Rhine-Westphalia,5th Quintile,White-collar worker,0.47282,200,436,0.42590,0.51974
1991,North Rhine-Westphalia,5th Quintile,Apprentice/ Trainee/ Intern,0.05223,34,436,0.03132,0.07314
1991,North Rhine-Westphalia,5th Quintile,Not employed: Pensioner,0.10461,39,436,0.07585,0.13337
1991,Hesse,1st Quintile,Blue-collar worker,0.12180,41,126,0.06446,0.17913
1991,Hesse,1st Quintile,Not employed: Pensioner,0.45109,48,126,0.36385,0.53832
1991,Hesse,1st Quintile,Not employed: no further information,0.14545,37,126,0.08365,0.20726
1991,Hesse,2nd Quintile,Blue-collar worker,0.26774,71,145,0.19542,0.34006
1991,Hesse,2nd Quintile,White-collar worker,0.20667,41,145,0.14054,0.27281
1991,Hesse,2nd Quintile,Not employed: Pensioner,0.32034,33,145,0.24413,0.39655
1991,Hesse,3rd Quintile,Blue-collar worker,0.30262,71,105,0.21433,0.39091
1991,Hesse,3rd Quintile,White-collar worker,0.15530,34,105,0.08569,0.22491
1991,Hesse,4th Quintile,Blue-collar worker,0.17169,57,140,0.10900,0.23438
1991,Hesse,4th Quintile,White-collar worker,0.23811,48,140,0.16730,0.30891
1991,Hesse,4th Quintile,Not employed: Pensioner,0.29670,35,140,0.22076,0.37264
1991,Hesse,5th Quintile,White-collar worker,0.44620,92,92,0.34407,0.54834
1991,"Rhineland-Palatinate, Saarland",1st Quintile,Blue-collar worker,0.21682,41,113,0.14050,0.29314
1991,"Rhineland-Palatinate, Saarland",1st Quintile,Not employed: Pensioner,0.32128,36,113,0.23479,0.40776
1991,"Rhineland-Palatinate, Saarland",1st Quintile,Not employed: no further information,0.20512,36,113,0.13034,0.27991
1991,"Rhineland-Palatinate, Saarland",3rd Quintile,Blue-collar worker,0.26190,52,52,0.14123,0.38257
1991,"Rhineland-Palatinate, Saarland",4th Quintile,Blue-collar worker,0.28791,43,74,0.18404,0.39178
1991,"Rhineland-Palatinate, Saarland",4th Quintile,White-collar worker,0.24288,31,74,0.14451,0.34125
1991,"Rhineland-Palatinate, Saarland",5th Quintile,White-collar worker,0.31902,35,35,0.16235,0.47569
1991,Baden-Wuerttemberg,1st Quintile,Blue-collar worker,0.20517,98,275,0.15736,0.25299
1991,Baden-Wuerttemberg,1st Quintile,Apprentice/ Trainee/ Intern,0.12313,42,275,0.08422,0.16203
1991,Baden-Wuerttemberg,1st Quintile,Not employed: Pensioner,0.43171,67,275,0.37306,0.49036
1991,Baden-Wuerttemberg,1st Quintile,Not employed: no further information,0.15960,68,275,0.11623,0.20296
1991,Baden-Wuerttemberg,2nd Quintile,Blue-collar worker,0.30690,145,327,0.25684,0.35697
1991,Baden-Wuerttemberg,2nd Quintile,White-collar worker,0.14700,39,327,0.10856,0.18544
1991,Baden-Wuerttemberg,2nd Quintile,Apprentice/ Trainee/ Intern,0.07605,32,327,0.04728,0.10483
1991,Baden-Wuerttemberg,2nd Quintile,Not employed: Pensioner,0.23328,49,327,0.18737,0.27919
1991,Baden-Wuerttemberg,2nd Quintile,Not employed: no further information,0.13514,62,327,0.09803,0.17226
1991,Baden-Wuerttemberg,3rd Quintile,Blue-collar worker,0.28917,148,345,0.24126,0.33708
1991,Baden-Wuerttemberg,3rd Quintile,White-collar worker,0.21657,65,345,0.17304,0.26010
1991,Baden-Wuerttemberg,3rd Quintile,Apprentice/ Trainee/ Intern,0.08816,38,345,0.05820,0.11812
1991,Baden-Wuerttemberg,3rd Quintile,Not employed: Pensioner,0.20755,50,345,0.16469,0.25041
1991,Baden-Wuerttemberg,3rd Quintile,Not employed: no further information,0.12545,44,345,0.09045,0.16045
1991,Baden-Wuerttemberg,4th Quintile,Blue-collar worker,0.27905,154,284,0.22679,0.33131
1991,Baden-Wuerttemberg,4th Quintile,White-collar worker,0.29037,85,284,0.23748,0.34326
1991,Baden-Wuerttemberg,4th Quintile,Not employed: Pensioner,0.16922,45,284,0.12554,0.21291
1991,Baden-Wuerttemberg,5th Quintile,Self-employed,0.11012,38,291,0.07409,0.14615
1991,Baden-Wuerttemberg,5th Quintile,Blue-collar worker,0.18428,89,291,0.13966,0.22891
