year,bula_h,migback,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Baden-Wuerttemberg,Direct migration background,Blue-collar worker,0.41661,357,623,0.37787,0.45536
1992,Baden-Wuerttemberg,Direct migration background,White-collar worker,0.13694,63,623,0.10992,0.16396
1992,Baden-Wuerttemberg,Direct migration background,Not employed: Pensioner,0.15419,59,623,0.12581,0.18258
1992,Baden-Wuerttemberg,Direct migration background,Not employed: registered unemployed,0.05090,43,623,0.03362,0.06817
1992,Baden-Wuerttemberg,Direct migration background,Not employed: no further information,0.14197,101,623,0.11454,0.16940
1992,Baden-Wuerttemberg,Indirect migration background,Apprentice/ Trainee/ Intern,0.12966,50,50,0.03560,0.22372
1992,Bavaria,No migration background,Self-employed,0.05536,86,1191,0.04236,0.06835
1992,Bavaria,No migration background,Blue-collar worker,0.14035,228,1191,0.12061,0.16008
1992,Bavaria,No migration background,Civil servant,0.04259,61,1191,0.03112,0.05406
1992,Bavaria,No migration background,White-collar worker,0.20913,341,1191,0.18602,0.23224
1992,Bavaria,No migration background,Apprentice/ Trainee/ Intern,0.05732,97,1191,0.04412,0.07053
1992,Bavaria,No migration background,Not employed: Pensioner,0.21146,222,1191,0.18826,0.23466
1992,Bavaria,No migration background,Not employed: no further information,0.09753,156,1191,0.08067,0.11438
1992,Bavaria,Direct migration background,Blue-collar worker,0.31132,166,302,0.25901,0.36363
1992,Bavaria,Direct migration background,White-collar worker,0.17127,47,302,0.12871,0.21383
1992,Bavaria,Direct migration background,Not employed: Pensioner,0.14294,33,302,0.10340,0.18248
1992,Bavaria,Direct migration background,Not employed: no further information,0.16164,56,302,0.12005,0.20323
1992,Berlin,No migration background,Blue-collar worker,0.13510,84,430,0.10275,0.16745
1992,Berlin,No migration background,White-collar worker,0.29939,180,430,0.25605,0.34273
1992,Berlin,No migration background,Apprentice/ Trainee/ Intern,0.07020,46,430,0.04602,0.09437
1992,Berlin,No migration background,Not employed: Pensioner,0.20517,81,430,0.16695,0.24338
1992,Berlin,No migration background,Not employed: registered unemployed,0.06753,39,430,0.04379,0.09128
1992,Berlin,Direct migration background,Blue-collar worker,0.32006,38,38,0.16974,0.47037
1992,Brandenburg,No migration background,Blue-collar worker,0.18695,163,590,0.15547,0.21844
1992,Brandenburg,No migration background,White-collar worker,0.21263,174,590,0.17959,0.24568
1992,Brandenburg,No migration background,Apprentice/ Trainee/ Intern,0.06054,58,590,0.04128,0.07980
1992,Brandenburg,No migration background,Not employed: Pensioner,0.20233,119,590,0.16989,0.23478
1992,Brandenburg,No migration background,Not employed: registered unemployed,0.09246,76,590,0.06906,0.11585
1992,Mecklenburg-Western Pomerania,No migration background,Blue-collar worker,0.17251,94,343,0.13247,0.21256
1992,Mecklenburg-Western Pomerania,No migration background,White-collar worker,0.19123,111,343,0.14955,0.23291
1992,Mecklenburg-Western Pomerania,No migration background,Not employed: Pensioner,0.20868,72,343,0.16561,0.25174
1992,Mecklenburg-Western Pomerania,No migration background,Not employed: registered unemployed,0.14172,66,343,0.10476,0.17868
1992,Saxony,No migration background,Self-employed,0.03167,41,1084,0.02124,0.04210
1992,Saxony,No migration background,Blue-collar worker,0.18849,285,1084,0.16520,0.21178
1992,Saxony,No migration background,White-collar worker,0.18205,297,1084,0.15906,0.20503
1992,Saxony,No migration background,Apprentice/ Trainee/ Intern,0.05033,91,1084,0.03731,0.06335
1992,Saxony,No migration background,Not employed: Pensioner,0.23492,221,1084,0.20967,0.26017
1992,Saxony,No migration background,Not employed: registered unemployed,0.10743,149,1084,0.08899,0.12587
1992,Saxony-Anhalt,No migration background,Self-employed,0.02898,31,717,0.01670,0.04127
1992,Saxony-Anhalt,No migration background,Blue-collar worker,0.20911,198,717,0.17932,0.23890
1992,Saxony-Anhalt,No migration background,White-collar worker,0.20892,208,717,0.17914,0.23869
1992,Saxony-Anhalt,No migration background,Apprentice/ Trainee/ Intern,0.05845,60,717,0.04126,0.07563
1992,Saxony-Anhalt,No migration background,Not employed: Pensioner,0.21347,132,717,0.18345,0.24348
1992,Saxony-Anhalt,No migration background,Not employed: registered unemployed,0.09559,88,717,0.07405,0.11712
1992,Thuringa,No migration background,Blue-collar worker,0.19206,183,611,0.16079,0.22332
1992,Thuringa,No migration background,White-collar worker,0.18162,167,611,0.15103,0.21222
1992,Thuringa,No migration background,Apprentice/ Trainee/ Intern,0.05028,49,611,0.03294,0.06762
1992,Thuringa,No migration background,Not employed: Pensioner,0.20848,119,611,0.17625,0.24072
1992,Thuringa,No migration background,Not employed: registered unemployed,0.10978,93,611,0.08497,0.13459
1993,Schleswig-Holstein,No migration background,Blue-collar worker,0.10609,37,158,0.05792,0.15426
1993,Schleswig-Holstein,No migration background,White-collar worker,0.22153,70,158,0.15657,0.28649
1993,Schleswig-Holstein,No migration background,Not employed: Pensioner,0.19966,51,158,0.13713,0.26219
1993,Hamburg,No migration background,White-collar worker,0.29090,40,73,0.18599,0.39581
1993,Hamburg,No migration background,Not employed: Pensioner,0.32995,33,73,0.22134,0.43856
1993,Lower Saxony,No migration background,Self-employed,0.05716,55,769,0.04074,0.07358
1993,Lower Saxony,No migration background,Blue-collar worker,0.14652,149,769,0.12151,0.17153
1993,Lower Saxony,No migration background,Civil servant,0.05471,53,769,0.03863,0.07080
1993,Lower Saxony,No migration background,White-collar worker,0.19151,196,769,0.16368,0.21934
1993,Lower Saxony,No migration background,Apprentice/ Trainee/ Intern,0.05485,63,769,0.03875,0.07095
1993,Lower Saxony,No migration background,Not employed: Pensioner,0.20123,152,769,0.17287,0.22958
1993,Lower Saxony,No migration background,Not employed: no further information,0.09627,101,769,0.07541,0.11713
1993,Lower Saxony,Direct migration background,Blue-collar worker,0.33848,59,59,0.21670,0.46026
1993,North Rhine-Westphalia,No migration background,Self-employed,0.04573,95,1730,0.03588,0.05558
1993,North Rhine-Westphalia,No migration background,Blue-collar worker,0.12466,288,1730,0.10909,0.14023
1993,North Rhine-Westphalia,No migration background,Civil servant,0.04378,103,1730,0.03414,0.05343
1993,North Rhine-Westphalia,No migration background,White-collar worker,0.21859,481,1730,0.19911,0.23807
1993,North Rhine-Westphalia,No migration background,Apprentice/ Trainee/ Intern,0.06700,157,1730,0.05521,0.07878
1993,North Rhine-Westphalia,No migration background,Not employed: Pensioner,0.19503,310,1730,0.17635,0.21370
1993,North Rhine-Westphalia,No migration background,Not employed: registered unemployed,0.02965,60,1730,0.02165,0.03764
1993,North Rhine-Westphalia,No migration background,Not employed: no further information,0.09751,236,1730,0.08353,0.11150
1993,North Rhine-Westphalia,Direct migration background,Blue-collar worker,0.38182,278,576,0.34211,0.42153
1993,North Rhine-Westphalia,Direct migration background,White-collar worker,0.16841,70,576,0.13783,0.19900
1993,North Rhine-Westphalia,Direct migration background,Not employed: Pensioner,0.14063,59,576,0.11222,0.16905
1993,North Rhine-Westphalia,Direct migration background,Not employed: registered unemployed,0.04816,45,576,0.03066,0.06567
1993,North Rhine-Westphalia,Direct migration background,Not employed: no further information,0.15915,124,576,0.12925,0.18905
1993,North Rhine-Westphalia,Indirect migration background,Apprentice/ Trainee/ Intern,0.16983,73,73,0.08310,0.25657
1993,Hesse,No migration background,Blue-collar worker,0.11585,92,516,0.08821,0.14349
1993,Hesse,No migration background,Civil servant,0.06342,42,516,0.04237,0.08447
1993,Hesse,No migration background,White-collar worker,0.23431,170,516,0.19773,0.27089
1993,Hesse,No migration background,Apprentice/ Trainee/ Intern,0.04677,35,516,0.02853,0.06501
1993,Hesse,No migration background,Not employed: Pensioner,0.24079,124,516,0.20386,0.27771
1993,Hesse,No migration background,Not employed: no further information,0.06938,53,516,0.04743,0.09132
1993,Hesse,Direct migration background,Blue-collar worker,0.29274,126,261,0.23743,0.34805
1993,Hesse,Direct migration background,White-collar worker,0.13539,45,261,0.09380,0.17698
1993,Hesse,Direct migration background,Not employed: Pensioner,0.27906,41,261,0.22454,0.33358
1993,Hesse,Direct migration background,Not employed: no further information,0.13574,49,261,0.09410,0.17737
1993,"Rhineland-Palatinate, Saarland",No migration background,Blue-collar worker,0.16293,106,458,0.12907,0.19679
1993,"Rhineland-Palatinate, Saarland",No migration background,White-collar worker,0.16949,110,458,0.13509,0.20389
1993,"Rhineland-Palatinate, Saarland",No migration background,Apprentice/ Trainee/ Intern,0.04690,33,458,0.02752,0.06629
1993,"Rhineland-Palatinate, Saarland",No migration background,Not employed: Pensioner,0.23797,121,458,0.19892,0.27701
1993,"Rhineland-Palatinate, Saarland",No migration background,Not employed: no further information,0.13037,88,458,0.09950,0.16124
1993,"Rhineland-Palatinate, Saarland",Direct migration background,Blue-collar worker,0.45896,48,48,0.31650,0.60143
1993,Baden-Wuerttemberg,No migration background,Self-employed,0.05428,65,968,0.04000,0.06857
1993,Baden-Wuerttemberg,No migration background,Blue-collar worker,0.15086,201,968,0.12830,0.17342
1993,Baden-Wuerttemberg,No migration background,Civil servant,0.03705,44,968,0.02514,0.04895
1993,Baden-Wuerttemberg,No migration background,White-collar worker,0.22264,285,968,0.19642,0.24886
1993,Baden-Wuerttemberg,No migration background,Apprentice/ Trainee/ Intern,0.06352,80,968,0.04815,0.07889
1993,Baden-Wuerttemberg,No migration background,Not employed: Pensioner,0.18866,182,968,0.16400,0.21332
1993,Baden-Wuerttemberg,No migration background,Not employed: no further information,0.08468,111,968,0.06714,0.10223
1993,Baden-Wuerttemberg,Direct migration background,Blue-collar worker,0.39826,347,625,0.35985,0.43667
1993,Baden-Wuerttemberg,Direct migration background,White-collar worker,0.13703,50,625,0.11005,0.16401
1993,Baden-Wuerttemberg,Direct migration background,Not employed: Pensioner,0.17562,69,625,0.14576,0.20547
1993,Baden-Wuerttemberg,Direct migration background,Not employed: registered unemployed,0.05366,48,625,0.03598,0.07134
1993,Baden-Wuerttemberg,Direct migration background,Not employed: no further information,0.15561,111,625,0.12717,0.18405
1993,Baden-Wuerttemberg,Indirect migration background,Apprentice/ Trainee/ Intern,0.15539,54,54,0.05785,0.25292
1993,Bavaria,No migration background,Self-employed,0.05176,78,1174,0.03909,0.06444
1993,Bavaria,No migration background,Blue-collar worker,0.13432,220,1174,0.11480,0.15383
1993,Bavaria,No migration background,Civil servant,0.04293,64,1174,0.03133,0.05453
1993,Bavaria,No migration background,White-collar worker,0.22265,352,1174,0.19884,0.24645
1993,Bavaria,No migration background,Apprentice/ Trainee/ Intern,0.05454,87,1174,0.04155,0.06754
1993,Bavaria,No migration background,Not employed: Pensioner,0.22015,227,1174,0.19644,0.24386
1993,Bavaria,No migration background,Not employed: no further information,0.09227,146,1174,0.07571,0.10883
1993,Bavaria,Direct migration background,Blue-collar worker,0.31498,160,295,0.26188,0.36808
1993,Bavaria,Direct migration background,White-collar worker,0.22308,44,295,0.17549,0.27066
1993,Bavaria,Direct migration background,Not employed: Pensioner,0.16985,36,295,0.12693,0.21277
1993,Bavaria,Direct migration background,Not employed: no further information,0.13912,55,295,0.09956,0.17867
1993,Berlin,No migration background,Blue-collar worker,0.14376,86,409,0.10972,0.17781
1993,Berlin,No migration background,White-collar worker,0.26936,161,409,0.22631,0.31240
1993,Berlin,No migration background,Apprentice/ Trainee/ Intern,0.06654,40,409,0.04236,0.09073
1993,Berlin,No migration background,Not employed: Pensioner,0.20591,87,409,0.16667,0.24515
1993,Berlin,No migration background,Not employed: registered unemployed,0.05775,35,409,0.03512,0.08039
1993,Berlin,Direct migration background,Blue-collar worker,0.33862,32,32,0.17202,0.50521
1993,Brandenburg,No migration background,Blue-collar worker,0.17255,145,561,0.14126,0.20385
1993,Brandenburg,No migration background,White-collar worker,0.21237,164,561,0.17850,0.24624
1993,Brandenburg,No migration background,Apprentice/ Trainee/ Intern,0.06723,61,561,0.04649,0.08797
1993,Brandenburg,No migration background,Not employed: Pensioner,0.21840,121,561,0.18418,0.25262
1993,Brandenburg,No migration background,Not employed: registered unemployed,0.09018,70,561,0.06646,0.11391
1993,Mecklenburg-Western Pomerania,No migration background,Blue-collar worker,0.14520,83,353,0.10840,0.18201
1993,Mecklenburg-Western Pomerania,No migration background,White-collar worker,0.16847,98,353,0.12937,0.20757
1993,Mecklenburg-Western Pomerania,No migration background,Apprentice/ Trainee/ Intern,0.04728,33,353,0.02511,0.06946
1993,Mecklenburg-Western Pomerania,No migration background,Not employed: Pensioner,0.21009,75,353,0.16753,0.25265
1993,Mecklenburg-Western Pomerania,No migration background,Not employed: registered unemployed,0.14137,64,353,0.10497,0.17777
1993,Saxony,No migration background,Self-employed,0.02841,40,1047,0.01834,0.03848
1993,Saxony,No migration background,Blue-collar worker,0.17643,257,1047,0.15333,0.19954
1993,Saxony,No migration background,White-collar worker,0.19000,286,1047,0.16623,0.21378
1993,Saxony,No migration background,Apprentice/ Trainee/ Intern,0.05245,89,1047,0.03894,0.06596
1993,Saxony,No migration background,Not employed: Pensioner,0.22908,218,1047,0.20361,0.25454
1993,Saxony,No migration background,Not employed: registered unemployed,0.12415,157,1047,0.10417,0.14414
1993,Saxony-Anhalt,No migration background,Self-employed,0.03940,37,683,0.02480,0.05400
1993,Saxony-Anhalt,No migration background,Blue-collar worker,0.19762,182,683,0.16773,0.22750
1993,Saxony-Anhalt,No migration background,White-collar worker,0.16777,171,683,0.13973,0.19582
1993,Saxony-Anhalt,No migration background,Apprentice/ Trainee/ Intern,0.05831,57,683,0.04072,0.07590
1993,Saxony-Anhalt,No migration background,Not employed: Pensioner,0.21893,134,683,0.18790,0.24997
1993,Saxony-Anhalt,No migration background,Not employed: registered unemployed,0.11856,102,683,0.09430,0.14282
1993,Thuringa,No migration background,Blue-collar worker,0.18265,159,591,0.15147,0.21383
1993,Thuringa,No migration background,White-collar worker,0.17061,161,591,0.14026,0.20097
1993,Thuringa,No migration background,Apprentice/ Trainee/ Intern,0.07270,63,591,0.05175,0.09365
1993,Thuringa,No migration background,Not employed: Pensioner,0.22596,128,591,0.19221,0.25970
1993,Thuringa,No migration background,Not employed: registered unemployed,0.09867,80,591,0.07461,0.12273
1994,Schleswig-Holstein,No migration background,Blue-collar worker,0.11950,38,158,0.06876,0.17024
1994,Schleswig-Holstein,No migration background,White-collar worker,0.21855,73,158,0.15391,0.28320
1994,Schleswig-Holstein,No migration background,Not employed: Pensioner,0.17649,47,158,0.11686,0.23613
1994,Hamburg,No migration background,White-collar worker,0.33323,42,74,0.22510,0.44136
1994,Hamburg,No migration background,Not employed: Pensioner,0.31313,32,74,0.20674,0.41952
1994,Lower Saxony,No migration background,Self-employed,0.04660,46,796,0.03195,0.06126
1994,Lower Saxony,No migration background,Blue-collar worker,0.14021,137,796,0.11608,0.16435
1994,Lower Saxony,No migration background,Civil servant,0.05835,54,796,0.04206,0.07465
1994,Lower Saxony,No migration background,White-collar worker,0.19687,211,796,0.16922,0.22451
1994,Lower Saxony,No migration background,Apprentice/ Trainee/ Intern,0.04446,54,796,0.03014,0.05879
1994,Lower Saxony,No migration background,Not employed: Pensioner,0.20025,151,796,0.17243,0.22807
1994,Lower Saxony,No migration background,Not employed: registered unemployed,0.03967,39,796,0.02610,0.05324
1994,Lower Saxony,No migration background,Not employed: no further information,0.10597,104,796,0.08457,0.12736
1994,Lower Saxony,Direct migration background,Blue-collar worker,0.28311,52,52,0.15946,0.40675
1994,North Rhine-Westphalia,No migration background,Self-employed,0.04560,98,1720,0.03574,0.05547
1994,North Rhine-Westphalia,No migration background,Blue-collar worker,0.11284,271,1720,0.09788,0.12780
1994,North Rhine-Westphalia,No migration background,Civil servant,0.04665,107,1720,0.03668,0.05661
1994,North Rhine-Westphalia,No migration background,White-collar worker,0.22686,487,1720,0.20706,0.24666
1994,North Rhine-Westphalia,No migration background,Apprentice/ Trainee/ Intern,0.06280,143,1720,0.05133,0.07427
1994,North Rhine-Westphalia,No migration background,Not employed: Pensioner,0.19058,297,1720,0.17201,0.20915
1994,North Rhine-Westphalia,No migration background,Not employed: registered unemployed,0.03264,75,1720,0.02424,0.04104
1994,North Rhine-Westphalia,No migration background,Not employed: no further information,0.10243,242,1720,0.08809,0.11676
1994,North Rhine-Westphalia,Direct migration background,Blue-collar worker,0.35634,247,538,0.31583,0.39684
1994,North Rhine-Westphalia,Direct migration background,White-collar worker,0.17426,57,538,0.14218,0.20634
1994,North Rhine-Westphalia,Direct migration background,Not employed: Pensioner,0.16337,66,538,0.13210,0.19464
1994,North Rhine-Westphalia,Direct migration background,Not employed: registered unemployed,0.08237,63,538,0.05912,0.10562
1994,North Rhine-Westphalia,Direct migration background,Not employed: no further information,0.13970,105,538,0.11038,0.16903
1994,North Rhine-Westphalia,Indirect migration background,Apprentice/ Trainee/ Intern,0.15512,61,61,0.06352,0.24673
1994,Hesse,No migration background,Blue-collar worker,0.11260,87,522,0.08545,0.13974
1994,Hesse,No migration background,Civil servant,0.04841,36,522,0.02998,0.06684
1994,Hesse,No migration background,White-collar worker,0.24988,180,522,0.21271,0.28706
1994,Hesse,No migration background,Apprentice/ Trainee/ Intern,0.05676,41,522,0.03689,0.07663
1994,Hesse,No migration background,Not employed: Pensioner,0.25810,125,522,0.22053,0.29568
1994,Hesse,No migration background,Not employed: no further information,0.07284,53,522,0.05053,0.09516
1994,Hesse,Direct migration background,Blue-collar worker,0.24796,107,242,0.19344,0.30248
1994,Hesse,Direct migration background,White-collar worker,0.11980,47,242,0.07881,0.16080
1994,Hesse,Direct migration background,Not employed: Pensioner,0.32687,47,242,0.26765,0.38609
1994,Hesse,Direct migration background,Not employed: no further information,0.10337,41,242,0.06493,0.14181
1994,"Rhineland-Palatinate, Saarland",No migration background,Blue-collar worker,0.15650,100,422,0.12179,0.19121
1994,"Rhineland-Palatinate, Saarland",No migration background,White-collar worker,0.18771,120,422,0.15041,0.22501
1994,"Rhineland-Palatinate, Saarland",No migration background,Not employed: Pensioner,0.23840,119,422,0.19769,0.27910
1994,"Rhineland-Palatinate, Saarland",No migration background,Not employed: no further information,0.11596,83,422,0.08537,0.14654
1994,"Rhineland-Palatinate, Saarland",Direct migration background,Blue-collar worker,0.46138,46,46,0.31573,0.60704
1994,Baden-Wuerttemberg,No migration background,Self-employed,0.05419,66,939,0.03970,0.06868
1994,Baden-Wuerttemberg,No migration background,Blue-collar worker,0.13556,181,939,0.11365,0.15747
1994,Baden-Wuerttemberg,No migration background,Civil servant,0.03939,47,939,0.02694,0.05184
1994,Baden-Wuerttemberg,No migration background,White-collar worker,0.21991,276,939,0.19341,0.24642
1994,Baden-Wuerttemberg,No migration background,Apprentice/ Trainee/ Intern,0.05466,70,939,0.04011,0.06920
1994,Baden-Wuerttemberg,No migration background,Not employed: Pensioner,0.21083,192,939,0.18473,0.23694
1994,Baden-Wuerttemberg,No migration background,Not employed: no further information,0.08412,107,939,0.06636,0.10189
1994,Baden-Wuerttemberg,Direct migration background,Blue-collar worker,0.34906,297,588,0.31050,0.38763
1994,Baden-Wuerttemberg,Direct migration background,White-collar worker,0.12948,52,588,0.10232,0.15664
1994,Baden-Wuerttemberg,Direct migration background,Not employed: Pensioner,0.20228,74,588,0.16978,0.23477
1994,Baden-Wuerttemberg,Direct migration background,Not employed: registered unemployed,0.05662,54,588,0.03792,0.07532
1994,Baden-Wuerttemberg,Direct migration background,Not employed: no further information,0.16891,111,588,0.13860,0.19922
1994,Baden-Wuerttemberg,Indirect migration background,Apprentice/ Trainee/ Intern,0.14198,57,57,0.05056,0.23340
1994,Bavaria,No migration background,Self-employed,0.05429,83,1182,0.04137,0.06722
1994,Bavaria,No migration background,Blue-collar worker,0.12726,210,1182,0.10826,0.14627
1994,Bavaria,No migration background,Civil servant,0.04646,71,1182,0.03445,0.05846
1994,Bavaria,No migration background,White-collar worker,0.20321,326,1182,0.18026,0.22616
1994,Bavaria,No migration background,Apprentice/ Trainee/ Intern,0.04109,70,1182,0.02977,0.05241
1994,Bavaria,No migration background,Not employed: Pensioner,0.21594,219,1182,0.19247,0.23941
1994,Bavaria,No migration background,Not employed: registered unemployed,0.03966,53,1182,0.02853,0.05079
1994,Bavaria,No migration background,Not employed: no further information,0.08930,150,1182,0.07303,0.10556
1994,Bavaria,Direct migration background,Blue-collar worker,0.27438,141,276,0.22164,0.32712
1994,Bavaria,Direct migration background,White-collar worker,0.17083,39,276,0.12635,0.21531
1994,Bavaria,Direct migration background,Not employed: Pensioner,0.17735,37,276,0.13221,0.22250
1994,Bavaria,Direct migration background,Not employed: no further information,0.15148,59,276,0.10911,0.19386
1994,Berlin,No migration background,Blue-collar worker,0.12535,71,348,0.09051,0.16019
1994,Berlin,No migration background,White-collar worker,0.25629,151,348,0.21036,0.30223
1994,Berlin,No migration background,Apprentice/ Trainee/ Intern,0.06094,36,348,0.03577,0.08612
1994,Berlin,No migration background,Not employed: Pensioner,0.22483,90,348,0.18091,0.26876
1994,Brandenburg,No migration background,Blue-collar worker,0.17467,130,547,0.14282,0.20652
1994,Brandenburg,No migration background,White-collar worker,0.20624,157,547,0.17230,0.24017
1994,Brandenburg,No migration background,Apprentice/ Trainee/ Intern,0.07444,65,547,0.05242,0.09645
1994,Brandenburg,No migration background,Not employed: Pensioner,0.22663,122,547,0.19151,0.26174
1994,Brandenburg,No migration background,Not employed: registered unemployed,0.08629,73,547,0.06274,0.10984
1994,Mecklenburg-Western Pomerania,No migration background,Blue-collar worker,0.14636,81,353,0.10943,0.18329
1994,Mecklenburg-Western Pomerania,No migration background,White-collar worker,0.17982,105,353,0.13970,0.21994
1994,Mecklenburg-Western Pomerania,No migration background,Apprentice/ Trainee/ Intern,0.05131,33,353,0.02826,0.07436
1994,Mecklenburg-Western Pomerania,No migration background,Not employed: Pensioner,0.18905,68,353,0.14815,0.22996
1994,Mecklenburg-Western Pomerania,No migration background,Not employed: registered unemployed,0.14126,66,353,0.10488,0.17765
1994,Saxony,No migration background,Self-employed,0.03253,46,1035,0.02171,0.04334
1994,Saxony,No migration background,Blue-collar worker,0.17948,252,1035,0.15609,0.20287
1994,Saxony,No migration background,White-collar worker,0.17688,274,1035,0.15362,0.20014
1994,Saxony,No migration background,Apprentice/ Trainee/ Intern,0.04953,90,1035,0.03631,0.06276
1994,Saxony,No migration background,Not employed: Pensioner,0.23216,213,1035,0.20643,0.25790
1994,Saxony,No migration background,Not employed: registered unemployed,0.12176,160,1035,0.10183,0.14169
1994,Saxony-Anhalt,No migration background,Self-employed,0.03380,31,647,0.01987,0.04774
1994,Saxony-Anhalt,No migration background,Blue-collar worker,0.18586,169,647,0.15586,0.21586
1994,Saxony-Anhalt,No migration background,White-collar worker,0.18801,175,647,0.15788,0.21814
1994,Saxony-Anhalt,No migration background,Apprentice/ Trainee/ Intern,0.04272,51,647,0.02712,0.05831
1994,Saxony-Anhalt,No migration background,Not employed: Pensioner,0.22388,126,647,0.19173,0.25602
1994,Saxony-Anhalt,No migration background,Not employed: registered unemployed,0.13525,95,647,0.10887,0.16162
1994,Thuringa,No migration background,Blue-collar worker,0.16420,145,585,0.13415,0.19424
1994,Thuringa,No migration background,White-collar worker,0.17074,163,585,0.14022,0.20126
1994,Thuringa,No migration background,Apprentice/ Trainee/ Intern,0.06261,61,585,0.04296,0.08225
1994,Thuringa,No migration background,Not employed: Pensioner,0.22691,129,585,0.19294,0.26088
1994,Thuringa,No migration background,Not employed: registered unemployed,0.11252,87,585,0.08689,0.13815
1995,Schleswig-Holstein,No migration background,Blue-collar worker,0.09665,31,156,0.05013,0.14317
1995,Schleswig-Holstein,No migration background,White-collar worker,0.22608,76,156,0.16023,0.29193
1995,Schleswig-Holstein,No migration background,Not employed: Pensioner,0.20458,49,156,0.14108,0.26809
1995,Hamburg,No migration background,White-collar worker,0.32379,36,36,0.16876,0.47881
1995,Lower Saxony,No migration background,Self-employed,0.04656,44,793,0.03188,0.06123
1995,Lower Saxony,No migration background,Blue-collar worker,0.14049,146,793,0.11629,0.16469
1995,Lower Saxony,No migration background,Civil servant,0.05353,52,793,0.03785,0.06921
1995,Lower Saxony,No migration background,White-collar worker,0.19636,212,793,0.16870,0.22403
1995,Lower Saxony,No migration background,Apprentice/ Trainee/ Intern,0.03989,49,793,0.02626,0.05352
1995,Lower Saxony,No migration background,Not employed: Pensioner,0.20487,152,793,0.17676,0.23297
1995,Lower Saxony,No migration background,Not employed: registered unemployed,0.03895,39,793,0.02548,0.05243
1995,Lower Saxony,No migration background,Not employed: no further information,0.09977,99,793,0.07889,0.12064
1995,Lower Saxony,Direct migration background,Blue-collar worker,0.20747,72,113,0.13237,0.28256
1995,Lower Saxony,Direct migration background,Not employed: no further information,0.14509,41,113,0.07986,0.21031
1995,North Rhine-Westphalia,No migration background,Self-employed,0.04747,100,1725,0.03744,0.05751
1995,North Rhine-Westphalia,No migration background,Blue-collar worker,0.11088,278,1725,0.09606,0.12570
1995,North Rhine-Westphalia,No migration background,Civil servant,0.04554,105,1725,0.03570,0.05538
1995,North Rhine-Westphalia,No migration background,White-collar worker,0.23775,512,1725,0.21765,0.25784
1995,North Rhine-Westphalia,No migration background,Apprentice/ Trainee/ Intern,0.06424,152,1725,0.05267,0.07581
1995,North Rhine-Westphalia,No migration background,Not employed: Pensioner,0.19397,289,1725,0.17531,0.21264
1995,North Rhine-Westphalia,No migration background,Not employed: registered unemployed,0.03191,68,1725,0.02362,0.04021
1995,North Rhine-Westphalia,No migration background,Not employed: no further information,0.09019,221,1725,0.07667,0.10371
1995,North Rhine-Westphalia,Direct migration background,Blue-collar worker,0.30289,268,672,0.26812,0.33766
1995,North Rhine-Westphalia,Direct migration background,White-collar worker,0.16954,82,672,0.14115,0.19793
1995,North Rhine-Westphalia,Direct migration background,Apprentice/ Trainee/ Intern,0.05455,40,672,0.03736,0.07173
1995,North Rhine-Westphalia,Direct migration background,Not employed: Pensioner,0.16089,81,672,0.13309,0.18869
1995,North Rhine-Westphalia,Direct migration background,Not employed: registered unemployed,0.08766,77,672,0.06626,0.10906
1995,North Rhine-Westphalia,Direct migration background,Not employed: no further information,0.12985,124,672,0.10441,0.15528
1995,North Rhine-Westphalia,Indirect migration background,White-collar worker,0.05974,31,92,0.01104,0.10844
1995,North Rhine-Westphalia,Indirect migration background,Apprentice/ Trainee/ Intern,0.15698,61,92,0.08224,0.23172
1995,Hesse,No migration background,Blue-collar worker,0.11024,90,526,0.08345,0.13703
1995,Hesse,No migration background,Civil servant,0.05705,37,526,0.03721,0.07689
1995,Hesse,No migration background,White-collar worker,0.23897,182,526,0.20249,0.27544
1995,Hesse,No migration background,Apprentice/ Trainee/ Intern,0.04577,34,526,0.02789,0.06365
1995,Hesse,No migration background,Not employed: Pensioner,0.26032,124,526,0.22279,0.29786
1995,Hesse,No migration background,Not employed: no further information,0.08282,59,526,0.05924,0.10640
1995,Hesse,Direct migration background,Blue-collar worker,0.24765,108,258,0.19488,0.30043
1995,Hesse,Direct migration background,White-collar worker,0.10657,45,258,0.06884,0.14429
1995,Hesse,Direct migration background,Not employed: Pensioner,0.27151,54,258,0.21714,0.32588
1995,Hesse,Direct migration background,Not employed: no further information,0.11437,51,258,0.07546,0.15329
1995,"Rhineland-Palatinate, Saarland",No migration background,Blue-collar worker,0.14113,102,449,0.10889,0.17337
1995,"Rhineland-Palatinate, Saarland",No migration background,White-collar worker,0.17555,118,449,0.14032,0.21078
1995,"Rhineland-Palatinate, Saarland",No migration background,Apprentice/ Trainee/ Intern,0.04902,37,449,0.02903,0.06902
1995,"Rhineland-Palatinate, Saarland",No migration background,Not employed: Pensioner,0.24366,116,449,0.20390,0.28341
1995,"Rhineland-Palatinate, Saarland",No migration background,Not employed: no further information,0.10686,76,449,0.07825,0.13547
1995,"Rhineland-Palatinate, Saarland",Direct migration background,Blue-collar worker,0.39729,82,82,0.29072,0.50385
1995,Baden-Wuerttemberg,No migration background,Self-employed,0.04634,58,977,0.03315,0.05953
1995,Baden-Wuerttemberg,No migration background,Blue-collar worker,0.13366,183,977,0.11231,0.15501
