,Unnamed: 0,year,hhtyp,sampreg,hgreval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
328,328,1998,Couple without children,East,Slightly Expensive,0.25333,83,3915,0.22435,0.28193
329,329,1998,Single parent,West,Inexpensive,0.30345,54,3915,0.25206,0.34572
330,330,1998,Single parent,West,Reasonable,0.46379,98,3915,0.41467,0.5153
331,331,1998,Single parent,West,Slightly Expensive,0.23276,45,3915,0.1804,0.28261
332,332,1998,Single parent,East,Reasonable,0.4792,33,3915,0.38939,0.5676
333,333,1998,Single parent,East,Slightly Expensive,0.5208,35,3915,0.43274,0.60714
334,334,1998,Couple with children,West,Very Inexpensive,0.09137,79,3915,0.07768,0.11162
335,335,1998,Couple with children,West,Inexpensive,0.27457,242,3915,0.24795,0.30498
336,336,1998,Couple with children,West,Reasonable,0.4127,435,3915,0.37449,0.44252
337,337,1998,Couple with children,West,Slightly Expensive,0.18657,189,3915,0.16648,0.20459
338,338,1998,Couple with children,West,Too Expensive,0.03478,42,3915,0.02689,0.04277
339,339,1998,Couple with children,East,Inexpensive,0.28137,90,3915,0.24213,0.32364
340,340,1998,Couple with children,East,Reasonable,0.45765,155,3915,0.42408,0.49392
341,341,1998,Couple with children,East,Slightly Expensive,0.26098,89,3915,0.23033,0.2931
342,342,1999,Single-person household,West,Very Inexpensive,0.10221,83,3759,0.09076,0.11407
343,343,1999,Single-person household,West,Inexpensive,0.24001,206,3759,0.22187,0.2613
344,344,1999,Single-person household,West,Reasonable,0.46438,390,3759,0.43942,0.4911
345,345,1999,Single-person household,West,Slightly Expensive,0.1934,163,3759,0.17696,0.20982
346,346,1999,Single-person household,East,Inexpensive,0.27241,84,3759,0.2477,0.29671
347,347,1999,Single-person household,East,Reasonable,0.47548,137,3759,0.43397,0.50566
348,348,1999,Single-person household,East,Slightly Expensive,0.25212,75,3759,0.22592,0.28275
349,349,1999,Couple without children,West,Very Inexpensive,0.09786,72,3759,0.08467,0.11207
350,350,1999,Couple without children,West,Inexpensive,0.28185,237,3759,0.25865,0.30388
351,351,1999,Couple without children,West,Reasonable,0.43869,345,3759,0.40748,0.48164
352,352,1999,Couple without children,West,Slightly Expensive,0.18161,147,3759,0.16176,0.20188
353,353,1999,Couple without children,East,Inexpensive,0.20504,77,3759,0.18611,0.22887
354,354,1999,Couple without children,East,Reasonable,0.57593,191,3759,0.52467,0.62257
355,355,1999,Couple without children,East,Slightly Expensive,0.21903,72,3759,0.19316,0.24621
356,356,1999,Single parent,West,Inexpensive,0.23726,38,3759,0.18206,0.29531
357,357,1999,Single parent,West,Reasonable,0.48475,92,3759,0.42114,0.55809
358,358,1999,Single parent,West,Slightly Expensive,0.27799,55,3759,0.22666,0.33096
359,359,1999,Single parent,East,Reasonable,0.49749,39,3759,0.4111,0.59228
360,360,1999,Single parent,East,Slightly Expensive,0.50251,35,3759,0.40076,0.58299
361,361,1999,Couple with children,West,Very Inexpensive,0.10776,76,3759,0.09142,0.12689
362,362,1999,Couple with children,West,Inexpensive,0.25437,224,3759,0.22887,0.28609
363,363,1999,Couple with children,West,Reasonable,0.42219,419,3759,0.39441,0.4538
364,364,1999,Couple with children,West,Slightly Expensive,0.21569,188,3759,0.1904,0.24311
365,365,1999,Couple with children,East,Inexpensive,0.30952,87,3759,0.26118,0.36064
366,366,1999,Couple with children,East,Reasonable,0.42969,146,3759,0.3891,0.47272
367,367,1999,Couple with children,East,Slightly Expensive,0.26079,81,3759,0.22091,0.30622
368,368,2000,Single-person household,West,Very Inexpensive,0.09116,149,6454,0.08387,0.09617
369,369,2000,Single-person household,West,Inexpensive,0.26244,424,6454,0.25087,0.27254
370,370,2000,Single-person household,West,Reasonable,0.46744,765,6454,0.45459,0.47929
371,371,2000,Single-person household,West,Slightly Expensive,0.15907,260,6454,0.15205,0.16771
372,372,2000,Single-person household,West,Too Expensive,0.0199,34,6454,0.01742,0.02266
373,373,2000,Single-person household,East,Very Inexpensive,0.08267,49,6454,0.07405,0.08979
374,374,2000,Single-person household,East,Inexpensive,0.24525,139,6454,0.23171,0.26031
375,375,2000,Single-person household,East,Reasonable,0.45316,247,6454,0.43306,0.47464
376,376,2000,Single-person household,East,Slightly Expensive,0.21892,125,6454,0.20425,0.23239
377,377,2000,Couple without children,West,Very Inexpensive,0.07743,100,6454,0.06834,0.08531
378,378,2000,Couple without children,West,Inexpensive,0.27863,369,6454,0.26039,0.29697
379,379,2000,Couple without children,West,Reasonable,0.43829,578,6454,0.41926,0.45716
380,380,2000,Couple without children,West,Slightly Expensive,0.17808,209,6454,0.16338,0.19286
381,381,2000,Couple without children,West,Too Expensive,0.02757,32,6454,0.02244,0.03325
382,382,2000,Couple without children,East,Very Inexpensive,0.05432,32,6454,0.0438,0.06421
383,383,2000,Couple without children,East,Inexpensive,0.28501,158,6454,0.26028,0.30377
384,384,2000,Couple without children,East,Reasonable,0.45389,245,6454,0.4258,0.48492
385,385,2000,Couple without children,East,Slightly Expensive,0.20678,115,6454,0.19121,0.22432
386,386,2000,Single parent,West,Inexpensive,0.23383,76,6454,0.20829,0.26254
387,387,2000,Single parent,West,Reasonable,0.52897,183,6454,0.49649,0.56845
388,388,2000,Single parent,West,Slightly Expensive,0.2372,79,6454,0.20987,0.26319
389,389,2000,Single parent,East,Inexpensive,0.26069,35,6454,0.22904,0.30064
390,390,2000,Single parent,East,Reasonable,0.35046,53,6454,0.31679,0.39673
391,391,2000,Single parent,East,Slightly Expensive,0.38885,53,6454,0.3355,0.44306
392,392,2000,Couple with children,West,Very Inexpensive,0.08386,109,6454,0.07396,0.09316
393,393,2000,Couple with children,West,Inexpensive,0.25648,380,6454,0.24299,0.27365
394,394,2000,Couple with children,West,Reasonable,0.43108,657,6454,0.409,0.4502
395,395,2000,Couple with children,West,Slightly Expensive,0.19036,299,6454,0.17839,0.20316
396,396,2000,Couple with children,West,Too Expensive,0.03822,53,6454,0.03245,0.04576
397,397,2000,Couple with children,East,Very Inexpensive,0.08526,38,6454,0.07216,0.09931
398,398,2000,Couple with children,East,Inexpensive,0.2674,119,6454,0.24198,0.29349
399,399,2000,Couple with children,East,Reasonable,0.40053,176,6454,0.3638,0.45404
400,400,2000,Couple with children,East,Slightly Expensive,0.24682,114,6454,0.2239,0.27047
401,401,2001,Single-person household,West,Very Inexpensive,0.08479,115,5767,0.07804,0.09174
402,402,2001,Single-person household,West,Inexpensive,0.26884,374,5767,0.25822,0.2801
403,403,2001,Single-person household,West,Reasonable,0.48013,691,5767,0.46395,0.49675
404,404,2001,Single-person household,West,Slightly Expensive,0.16624,237,5767,0.15699,0.17593
405,405,2001,Single-person household,East,Very Inexpensive,0.0804,41,5767,0.07265,0.08812
406,406,2001,Single-person household,East,Inexpensive,0.28652,145,5767,0.27099,0.30456
407,407,2001,Single-person household,East,Reasonable,0.44427,227,5767,0.42348,0.46895
408,408,2001,Single-person household,East,Slightly Expensive,0.1888,102,5767,0.17246,0.20526
409,409,2001,Couple without children,West,Very Inexpensive,0.0804,99,5767,0.06982,0.09157
410,410,2001,Couple without children,West,Inexpensive,0.2618,321,5767,0.24478,0.27643
411,411,2001,Couple without children,West,Reasonable,0.47552,543,5767,0.45279,0.50051
412,412,2001,Couple without children,West,Slightly Expensive,0.18228,185,5767,0.16533,0.19754
413,413,2001,Couple without children,East,Very Inexpensive,0.06206,37,5767,0.04872,0.07517
414,414,2001,Couple without children,East,Inexpensive,0.26855,139,5767,0.24884,0.29215
415,415,2001,Couple without children,East,Reasonable,0.46143,240,5767,0.43501,0.49074
416,416,2001,Couple without children,East,Slightly Expensive,0.20796,110,5767,0.18912,0.22418
417,417,2001,Single parent,West,Inexpensive,0.23748,74,5767,0.21165,0.26144
418,418,2001,Single parent,West,Reasonable,0.51771,164,5767,0.46634,0.55909
419,419,2001,Single parent,West,Slightly Expensive,0.24482,80,5767,0.21063,0.28159
420,420,2001,Single parent,East,Inexpensive,0.25232,33,5767,0.21612,0.29079
421,421,2001,Single parent,East,Reasonable,0.42532,60,5767,0.36433,0.47809
422,422,2001,Single parent,East,Slightly Expensive,0.32236,38,5767,0.26837,0.39379
423,423,2001,Couple with children,West,Very Inexpensive,0.08299,105,5767,0.07437,0.09208
424,424,2001,Couple with children,West,Inexpensive,0.24364,323,5767,0.22732,0.26033
425,425,2001,Couple with children,West,Reasonable,0.46296,628,5767,0.43928,0.48934
426,426,2001,Couple with children,West,Slightly Expensive,0.18163,244,5767,0.16546,0.19844
427,427,2001,Couple with children,West,Too Expensive,0.02878,40,5767,0.02462,0.03368
428,428,2001,Couple with children,East,Inexpensive,0.24637,96,5767,0.22193,0.28311
429,429,2001,Couple with children,East,Reasonable,0.51837,187,5767,0.46883,0.57096
430,430,2001,Couple with children,East,Slightly Expensive,0.23526,89,5767,0.20892,0.2716
431,431,2002,Single-person household,West,Very Inexpensive,0.09134,125,5665,0.08403,0.09803
432,432,2002,Single-person household,West,Inexpensive,0.24992,365,5665,0.23665,0.2622
433,433,2002,Single-person household,West,Reasonable,0.4605,661,5665,0.44728,0.47661
434,434,2002,Single-person household,West,Slightly Expensive,0.16522,246,5665,0.15421,0.17628
435,435,2002,Single-person household,West,Too Expensive,0.03303,43,5665,0.02764,0.03751
436,436,2002,Single-person household,East,Very Inexpensive,0.05871,35,5665,0.05132,0.06734
437,437,2002,Single-person household,East,Inexpensive,0.29347,158,5665,0.2739,0.31341
438,438,2002,Single-person household,East,Reasonable,0.48147,245,5665,0.44965,0.50207
439,439,2002,Single-person household,East,Slightly Expensive,0.16635,93,5665,0.14988,0.185
440,440,2002,Couple without children,West,Very Inexpensive,0.077,100,5665,0.06527,0.08916
441,441,2002,Couple without children,West,Inexpensive,0.27542,329,5665,0.25508,0.29589
442,442,2002,Couple without children,West,Reasonable,0.45338,533,5665,0.42906,0.47804
443,443,2002,Couple without children,West,Slightly Expensive,0.1942,211,5665,0.17549,0.21266
444,444,2002,Couple without children,East,Inexpensive,0.29888,155,5665,0.27175,0.32109
445,445,2002,Couple without children,East,Reasonable,0.50767,242,5665,0.47087,0.53608
446,446,2002,Couple without children,East,Slightly Expensive,0.19345,89,5665,0.1711,0.21614
447,447,2002,Single parent,West,Inexpensive,0.23243,68,5665,0.20297,0.26206
448,448,2002,Single parent,West,Reasonable,0.50242,163,5665,0.45586,0.54738
449,449,2002,Single parent,West,Slightly Expensive,0.26515,77,5665,0.22759,0.30672
450,450,2002,Single parent,East,Reasonable,0.52885,58,5665,0.45841,0.59668
451,451,2002,Single parent,East,Slightly Expensive,0.47115,42,5665,0.36111,0.58079
452,452,2002,Couple with children,West,Very Inexpensive,0.07476,96,5665,0.06276,0.08627
453,453,2002,Couple with children,West,Inexpensive,0.23089,292,5665,0.21264,0.2491
454,454,2002,Couple with children,West,Reasonable,0.47693,615,5665,0.45022,0.50523
455,455,2002,Couple with children,West,Slightly Expensive,0.17915,229,5665,0.16347,0.19907
456,456,2002,Couple with children,West,Too Expensive,0.03827,42,5665,0.02942,0.04704
457,457,2002,Couple with children,East,Inexpensive,0.26012,94,5665,0.22317,0.29644
458,458,2002,Couple with children,East,Reasonable,0.48223,169,5665,0.42214,0.54287
459,459,2002,Couple with children,East,Slightly Expensive,0.25765,90,5665,0.22649,0.28762
460,460,2005,Single-person household,West,Very Inexpensive,0.05748,91,5184,0.05024,0.06705
461,461,2005,Single-person household,West,Inexpensive,0.25964,355,5184,0.24485,0.27672
462,462,2005,Single-person household,West,Reasonable,0.478,644,5184,0.45577,0.50078
463,463,2005,Single-person household,West,Slightly Expensive,0.17802,241,5184,0.16523,0.19336
464,464,2005,Single-person household,West,Too Expensive,0.02686,37,5184,0.02171,0.03286
465,465,2005,Single-person household,East,Very Inexpensive,0.05556,31,5184,0.04573,0.06657
466,466,2005,Single-person household,East,Inexpensive,0.25617,131,5184,0.23437,0.28251
467,467,2005,Single-person household,East,Reasonable,0.52604,263,5184,0.49251,0.56601
468,468,2005,Single-person household,East,Slightly Expensive,0.16223,94,5184,0.13931,0.18348
469,469,2005,Couple without children,West,Very Inexpensive,0.08503,91,5184,0.07178,0.09934
470,470,2005,Couple without children,West,Inexpensive,0.24421,267,5184,0.22149,0.2668
471,471,2005,Couple without children,West,Reasonable,0.5005,554,5184,0.47249,0.52572
472,472,2005,Couple without children,West,Slightly Expensive,0.17026,193,5184,0.15496,0.19056
473,473,2005,Couple without children,East,Very Inexpensive,0.05921,31,5184,0.04529,0.06978
474,474,2005,Couple without children,East,Inexpensive,0.21727,107,5184,0.19077,0.24815
475,475,2005,Couple without children,East,Reasonable,0.51811,244,5184,0.46865,0.56039
476,476,2005,Couple without children,East,Slightly Expensive,0.20542,93,5184,0.18341,0.23449
477,477,2005,Single parent,West,Inexpensive,0.24897,74,5184,0.21849,0.28576
478,478,2005,Single parent,West,Reasonable,0.51989,161,5184,0.45814,0.58087
479,479,2005,Single parent,West,Slightly Expensive,0.23115,75,5184,0.20145,0.26281
480,480,2005,Single parent,East,Reasonable,0.6177,65,5184,0.51773,0.71808
481,481,2005,Single parent,East,Slightly Expensive,0.3823,36,5184,0.30608,0.4913
482,482,2005,Couple with children,West,Very Inexpensive,0.06666,66,5184,0.05439,0.08355
483,483,2005,Couple with children,West,Inexpensive,0.251,233,5184,0.22263,0.27459
484,484,2005,Couple with children,West,Reasonable,0.48318,514,5184,0.45058,0.51921
485,485,2005,Couple with children,West,Slightly Expensive,0.16846,187,5184,0.15086,0.18636
486,486,2005,Couple with children,West,Too Expensive,0.0307,33,5184,0.02356,0.03778
487,487,2005,Couple with children,East,Inexpensive,0.18254,60,5184,0.15217,0.21622
488,488,2005,Couple with children,East,Reasonable,0.48965,138,5184,0.41384,0.57691
489,489,2005,Couple with children,East,Slightly Expensive,0.32782,75,5184,0.2774,0.38538
490,490,2006,Single-person household,West,Very Inexpensive,0.06737,107,5605,0.05944,0.07503
491,491,2006,Single-person household,West,Inexpensive,0.24614,378,5605,0.23285,0.25827
492,492,2006,Single-person household,West,Reasonable,0.46922,717,5605,0.45129,0.48815
493,493,2006,Single-person household,West,Slightly Expensive,0.1844,282,5605,0.17292,0.19582
494,494,2006,Single-person household,West,Too Expensive,0.03287,45,5605,0.02886,0.03752
495,495,2006,Single-person household,East,Very Inexpensive,0.05632,32,5605,0.04433,0.0659
496,496,2006,Single-person household,East,Inexpensive,0.24571,151,5605,0.22275,0.26792
497,497,2006,Single-person household,East,Reasonable,0.50324,301,5605,0.46429,0.53676
498,498,2006,Single-person household,East,Slightly Expensive,0.19474,107,5605,0.17611,0.21861
499,499,2006,Couple without children,West,Very Inexpensive,0.06733,82,5605,0.05706,0.07922
500,500,2006,Couple without children,West,Inexpensive,0.24625,307,5605,0.23073,0.26545
501,501,2006,Couple without children,West,Reasonable,0.48195,591,5605,0.45069,0.5084
502,502,2006,Couple without children,West,Slightly Expensive,0.17365,200,5605,0.15087,0.19151
503,503,2006,Couple without children,West,Too Expensive,0.03083,33,5605,0.02334,0.03898
504,504,2006,Couple without children,East,Very Inexpensive,0.04991,33,5605,0.04067,0.05957
505,505,2006,Couple without children,East,Inexpensive,0.27662,133,5605,0.23687,0.31927
506,506,2006,Couple without children,East,Reasonable,0.49671,245,5605,0.4638,0.54658
507,507,2006,Couple without children,East,Slightly Expensive,0.17675,90,5605,0.15402,0.20596
508,508,2006,Single parent,West,Inexpensive,0.2705,94,5605,0.24144,0.30468
509,509,2006,Single parent,West,Reasonable,0.49604,175,5605,0.44917,0.54248
510,510,2006,Single parent,West,Slightly Expensive,0.23346,87,5605,0.20178,0.26848
511,511,2006,Single parent,East,Reasonable,0.64,67,5605,0.55272,0.75196
512,512,2006,Single parent,East,Slightly Expensive,0.36,32,5605,0.27672,0.44423
513,513,2006,Couple with children,West,Very Inexpensive,0.05557,63,5605,0.04641,0.06871
514,514,2006,Couple with children,West,Inexpensive,0.24479,240,5605,0.2207,0.27052
515,515,2006,Couple with children,West,Reasonable,0.48502,500,5605,0.45107,0.51886
516,516,2006,Couple with children,West,Slightly Expensive,0.21463,215,5605,0.19752,0.23683
517,517,2006,Couple with children,East,Inexpensive,0.23204,77,5605,0.19401,0.28184
518,518,2006,Couple with children,East,Reasonable,0.3919,131,5605,0.32833,0.47274
519,519,2006,Couple with children,East,Slightly Expensive,0.37606,90,5605,0.31515,0.42339
520,520,2007,Single-person household,West,Very Inexpensive,0.07422,109,5182,0.06557,0.08172
521,521,2007,Single-person household,West,Inexpensive,0.24713,346,5182,0.23356,0.26081
522,522,2007,Single-person household,West,Reasonable,0.47659,694,5182,0.45715,0.49735
523,523,2007,Single-person household,West,Slightly Expensive,0.16975,260,5182,0.15708,0.18293
524,524,2007,Single-person household,West,Too Expensive,0.03231,38,5182,0.02804,0.03666
525,525,2007,Single-person household,East,Very Inexpensive,0.05794,34,5182,0.04877,0.06709
526,526,2007,Single-person household,East,Inexpensive,0.23973,135,5182,0.2165,0.266
527,527,2007,Single-person household,East,Reasonable,0.51067,279,5182,0.47753,0.54657
528,528,2007,Single-person household,East,Slightly Expensive,0.19166,108,5182,0.16775,0.21482
529,529,2007,Couple without children,West,Very Inexpensive,0.06785,72,5182,0.05603,0.08159
530,530,2007,Couple without children,West,Inexpensive,0.22398,264,5182,0.20535,0.24366
531,531,2007,Couple without children,West,Reasonable,0.514,536,5182,0.48284,0.54744
532,532,2007,Couple without children,West,Slightly Expensive,0.16287,187,5182,0.14208,0.18369
533,533,2007,Couple without children,West,Too Expensive,0.0313,31,5182,0.02436,0.03893
534,534,2007,Couple without children,East,Inexpensive,0.25954,123,5182,0.22643,0.29431
535,535,2007,Couple without children,East,Reasonable,0.50987,217,5182,0.46955,0.56001
536,536,2007,Couple without children,East,Slightly Expensive,0.23059,96,5182,0.19619,0.27041
537,537,2007,Single parent,West,Inexpensive,0.24558,79,5182,0.21705,0.28538
538,538,2007,Single parent,West,Reasonable,0.50313,167,5182,0.44732,0.55063
539,539,2007,Single parent,West,Slightly Expensive,0.25129,72,5182,0.20955,0.28718
540,540,2007,Single parent,East,Reasonable,0.5769,61,5182,0.48957,0.64993
541,541,2007,Single parent,East,Slightly Expensive,0.4231,35,5182,0.33998,0.51732
542,542,2007,Couple with children,West,Very Inexpensive,0.06473,62,5182,0.05299,0.07957
543,543,2007,Couple with children,West,Inexpensive,0.23299,238,5182,0.21056,0.26219
544,544,2007,Couple with children,West,Reasonable,0.44917,455,5182,0.41947,0.48492
545,545,2007,Couple with children,West,Slightly Expensive,0.21295,191,5182,0.18984,0.24027
546,546,2007,Couple with children,West,Too Expensive,0.04015,31,5182,0.03064,0.04973
547,547,2007,Couple with children,East,Inexpensive,0.23729,67,5182,0.19052,0.29084
548,548,2007,Couple with children,East,Reasonable,0.51433,128,5182,0.42843,0.60246
549,549,2007,Couple with children,East,Slightly Expensive,0.24838,67,5182,0.20375,0.29779
550,550,2008,Single-person household,West,Very Inexpensive,0.07698,110,4792,0.06888,0.08613
551,551,2008,Single-person household,West,Inexpensive,0.25195,339,4792,0.23718,0.26682
552,552,2008,Single-person household,West,Reasonable,0.45737,634,4792,0.43728,0.47708
553,553,2008,Single-person household,West,Slightly Expensive,0.18253,239,4792,0.17176,0.19789
554,554,2008,Single-person household,West,Too Expensive,0.03117,42,4792,0.02599,0.03706
555,555,2008,Single-person household,East,Very Inexpensive,0.07368,39,4792,0.05886,0.09205
556,556,2008,Single-person household,East,Inexpensive,0.25803,126,4792,0.22964,0.2815
557,557,2008,Single-person household,East,Reasonable,0.49615,274,4792,0.4576,0.52896
558,558,2008,Single-person household,East,Slightly Expensive,0.17214,88,4792,0.15068,0.2004
559,559,2008,Couple without children,West,Very Inexpensive,0.0535,64,4792,0.04233,0.06476
560,560,2008,Couple without children,West,Inexpensive,0.26315,262,4792,0.2379,0.28679
561,561,2008,Couple without children,West,Reasonable,0.50971,507,4792,0.47424,0.5434
562,562,2008,Couple without children,West,Slightly Expensive,0.17364,175,4792,0.15499,0.19033
563,563,2008,Couple without children,East,Inexpensive,0.29527,121,4792,0.25405,0.33328
564,564,2008,Couple without children,East,Reasonable,0.48597,224,4792,0.43198,0.53977
565,565,2008,Couple without children,East,Slightly Expensive,0.21875,97,4792,0.18868,0.2509
566,566,2008,Single parent,West,Inexpensive,0.24344,77,4792,0.21051,0.27736
567,567,2008,Single parent,West,Reasonable,0.50455,160,4792,0.45117,0.56908
568,568,2008,Single parent,West,Slightly Expensive,0.25201,65,4792,0.20547,0.29296
569,569,2008,Single parent,East,Reasonable,0.49853,50,4792,0.40361,0.58617
570,570,2008,Single parent,East,Slightly Expensive,0.50147,37,4792,0.38266,0.62697
571,571,2008,Couple with children,West,Very Inexpensive,0.08158,60,4792,0.06205,0.09723
572,572,2008,Couple with children,West,Inexpensive,0.23155,212,4792,0.20773,0.25856
573,573,2008,Couple with children,West,Reasonable,0.47302,388,4792,0.44348,0.50841
574,574,2008,Couple with children,West,Slightly Expensive,0.21385,165,4792,0.19293,0.24004
575,575,2008,Couple with children,East,Inexpensive,0.25555,64,4792,0.19814,0.30991
576,576,2008,Couple with children,East,Reasonable,0.44815,112,4792,0.36937,0.52664
577,577,2008,Couple with children,East,Slightly Expensive,0.29631,61,4792,0.23274,0.35938
578,578,2009,Single-person household,West,Very Inexpensive,0.06603,94,4537,0.05787,0.07473
579,579,2009,Single-person household,West,Inexpensive,0.25959,336,4537,0.23977,0.27649
580,580,2009,Single-person household,West,Reasonable,0.46295,612,4537,0.43591,0.48702
581,581,2009,Single-person household,West,Slightly Expensive,0.18327,221,4537,0.1692,0.19677
582,582,2009,Single-person household,West,Too Expensive,0.02816,32,4537,0.023,0.03286
583,583,2009,Single-person household,East,Very Inexpensive,0.08137,41,4537,0.0668,0.09414
584,584,2009,Single-person household,East,Inexpensive,0.2458,131,4537,0.22005,0.27225
585,585,2009,Single-person household,East,Reasonable,0.48211,245,4537,0.44095,0.53187
586,586,2009,Single-person household,East,Slightly Expensive,0.19072,89,4537,0.16824,0.21515
587,587,2009,Couple without children,West,Very Inexpensive,0.06599,66,4537,0.05076,0.08235
588,588,2009,Couple without children,West,Inexpensive,0.23897,233,4537,0.21567,0.26408
589,589,2009,Couple without children,West,Reasonable,0.50155,483,4537,0.46284,0.5448
590,590,2009,Couple without children,West,Slightly Expensive,0.19349,169,4537,0.16542,0.21607
591,591,2009,Couple without children,East,Very Inexpensive,0.06814,33,4537,0.05514,0.08462
592,592,2009,Couple without children,East,Inexpensive,0.26716,120,4537,0.23612,0.30617
593,593,2009,Couple without children,East,Reasonable,0.44143,193,4537,0.37656,0.50439
594,594,2009,Couple without children,East,Slightly Expensive,0.22326,100,4537,0.18951,0.26245
595,595,2009,Single parent,West,Inexpensive,0.27176,80,4537,0.23522,0.32027
596,596,2009,Single parent,West,Reasonable,0.49527,143,4537,0.42692,0.55064
597,597,2009,Single parent,West,Slightly Expensive,0.23297,51,4537,0.18794,0.2788
598,598,2009,Single parent,East,Reasonable,0.56891,53,4537,0.44605,0.70528
599,599,2009,Single parent,East,Slightly Expensive,0.43109,40,4537,0.3239,0.56415
600,600,2009,Couple with children,West,Very Inexpensive,0.07399,51,4537,0.05651,0.09343
601,601,2009,Couple with children,West,Inexpensive,0.21596,175,4537,0.18832,0.24852
602,602,2009,Couple with children,West,Reasonable,0.53092,377,4537,0.48659,0.57685
603,603,2009,Couple with children,West,Slightly Expensive,0.17913,152,4537,0.15392,0.20389
604,604,2009,Couple with children,East,Inexpensive,0.24493,60,4537,0.18961,0.3209
605,605,2009,Couple with children,East,Reasonable,0.52671,105,4537,0.42596,0.63024
606,606,2009,Couple with children,East,Slightly Expensive,0.22836,52,4537,0.17955,0.28011
607,607,2010,Single-person household,West,Very Inexpensive,0.08966,96,6811,0.07965,0.09873
608,608,2010,Single-person household,West,Inexpensive,0.23331,298,6811,0.21507,0.25016
609,609,2010,Single-person household,West,Reasonable,0.49342,571,6811,0.46823,0.52015
610,610,2010,Single-person household,West,Slightly Expensive,0.18361,201,6811,0.16779,0.20134
611,611,2010,Single-person household,East,Very Inexpensive,0.06061,33,6811,0.04696,0.07653
612,612,2010,Single-person household,East,Inexpensive,0.25817,118,6811,0.2306,0.28155
613,613,2010,Single-person household,East,Reasonable,0.47722,239,6811,0.43817,0.52579
614,614,2010,Single-person household,East,Slightly Expensive,0.204,82,6811,0.1743,0.23546
615,615,2010,Couple without children,West,Very Inexpensive,0.05839,62,6811,0.04558,0.07157
616,616,2010,Couple without children,West,Inexpensive,0.27227,255,6811,0.24715,0.30025
617,617,2010,Couple without children,West,Reasonable,0.46965,430,6811,0.42601,0.51622
618,618,2010,Couple without children,West,Slightly Expensive,0.19969,165,6811,0.17171,0.22561
619,619,2010,Couple without children,East,Inexpensive,0.28509,107,6811,0.24878,0.3329
620,620,2010,Couple without children,East,Reasonable,0.48293,195,6811,0.42625,0.53913
621,621,2010,Couple without children,East,Slightly Expensive,0.23198,85,6811,0.19282,0.2722
622,622,2010,Single parent,West,Very Inexpensive,0.0883,93,6811,0.06663,0.12023
623,623,2010,Single parent,West,Inexpensive,0.23337,270,6811,0.20096,0.27607
624,624,2010,Single parent,West,Reasonable,0.41513,452,6811,0.37048,0.46621
625,625,2010,Single parent,West,Slightly Expensive,0.23688,215,6811,0.1893,0.29555
626,626,2010,Single parent,West,Too Expensive,0.02632,45,6811,0.02159,0.03178
627,627,2010,Single parent,East,Inexpensive,0.21417,75,6811,0.17668,0.25551
628,628,2010,Single parent,East,Reasonable,0.50179,123,6811,0.40188,0.64443
629,629,2010,Single parent,East,Slightly Expensive,0.28403,82,6811,0.23335,0.34189
630,630,2010,Couple with children,West,Very Inexpensive,0.08561,170,6811,0.06481,0.11438
631,631,2010,Couple with children,West,Inexpensive,0.2207,492,6811,0.1931,0.24781
632,632,2010,Couple with children,West,Reasonable,0.4542,882,6811,0.42025,0.49485
633,633,2010,Couple with children,West,Slightly Expensive,0.20499,380,6811,0.1713,0.23559
634,634,2010,Couple with children,West,Too Expensive,0.0345,72,6811,0.02419,0.04701
635,635,2010,Couple with children,East,Very Inexpensive,0.07146,42,6811,0.04838,0.10802
636,636,2010,Couple with children,East,Inexpensive,0.21613,136,6811,0.18338,0.25105
637,637,2010,Couple with children,East,Reasonable,0.48051,239,6811,0.40196,0.56977
638,638,2010,Couple with children,East,Slightly Expensive,0.2319,106,6811,0.18101,0.29025
639,639,2011,Single-person household,West,Very Inexpensive,0.07249,120,8127,0.06517,0.08171
640,640,2011,Single-person household,West,Inexpensive,0.2488,415,8127,0.23327,0.26417
641,641,2011,Single-person household,West,Reasonable,0.47666,773,8127,0.45471,0.49569
642,642,2011,Single-person household,West,Slightly Expensive,0.1759,262,8127,0.1603,0.18864
643,643,2011,Single-person household,West,Too Expensive,0.02615,41,8127,0.02065,0.03164
644,644,2011,Single-person household,East,Very Inexpensive,0.0765,43,8127,0.06028,0.0937
645,645,2011,Single-person household,East,Inexpensive,0.26634,160,8127,0.23911,0.29033
646,646,2011,Single-person household,East,Reasonable,0.44766,282,8127,0.4191,0.48298
647,647,2011,Single-person household,East,Slightly Expensive,0.2095,133,8127,0.18341,0.24055
648,648,2011,Couple without children,West,Very Inexpensive,0.07818,96,8127,0.06172,0.09196
649,649,2011,Couple without children,West,Inexpensive,0.24727,291,8127,0.22311,0.2759
650,650,2011,Couple without children,West,Reasonable,0.51745,623,8127,0.47426,0.5509
651,651,2011,Couple without children,West,Slightly Expensive,0.1571,178,8127,0.13873,0.17678
652,652,2011,Couple without children,East,Very Inexpensive,0.07219,38,8127,0.05781,0.08607
653,653,2011,Couple without children,East,Inexpensive,0.24806,120,8127,0.21697,0.28705
654,654,2011,Couple without children,East,Reasonable,0.47658,245,8127,0.44031,0.52473
655,655,2011,Couple without children,East,Slightly Expensive,0.20316,110,8127,0.17004,0.24687
656,656,2011,Single parent,West,Very Inexpensive,0.07301,113,8127,0.06173,0.08456
