,Unnamed: 0,year,quintil_oecd_hh,regtyp,hgreval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
290,290,1994,5th Quintile,Urban regions,Very Inexpensive,0.14833,56,3677,0.12527,0.17259
291,291,1994,5th Quintile,Urban regions,Inexpensive,0.28651,113,3677,0.25167,0.31909
292,292,1994,5th Quintile,Urban regions,Reasonable,0.42967,165,3677,0.38015,0.4794
293,293,1994,5th Quintile,Urban regions,Slightly Expensive,0.1355,56,3677,0.1044,0.16336
294,294,1994,5th Quintile,Rural regions,Reasonable,1.0,36,3677,0.80653,1.23895
295,295,1995,1st Quintile,Urban regions,Very Inexpensive,0.06609,34,3844,0.04753,0.08345
296,296,1995,1st Quintile,Urban regions,Inexpensive,0.29305,182,3844,0.25755,0.33052
297,297,1995,1st Quintile,Urban regions,Reasonable,0.40416,311,3844,0.36759,0.44113
298,298,1995,1st Quintile,Urban regions,Slightly Expensive,0.19119,160,3844,0.1621,0.22226
299,299,1995,1st Quintile,Urban regions,Too Expensive,0.04552,48,3844,0.03644,0.05466
300,300,1995,1st Quintile,Rural regions,Inexpensive,0.25231,73,3844,0.20231,0.29726
301,301,1995,1st Quintile,Rural regions,Reasonable,0.47524,150,3844,0.41698,0.5321
302,302,1995,1st Quintile,Rural regions,Slightly Expensive,0.27245,104,3844,0.23414,0.31251
303,303,1995,2nd Quintile,Urban regions,Very Inexpensive,0.08305,50,3844,0.06743,0.099
304,304,1995,2nd Quintile,Urban regions,Inexpensive,0.2935,189,3844,0.26359,0.32462
305,305,1995,2nd Quintile,Urban regions,Reasonable,0.4492,322,3844,0.40716,0.49838
306,306,1995,2nd Quintile,Urban regions,Slightly Expensive,0.14139,103,3844,0.11361,0.16514
307,307,1995,2nd Quintile,Urban regions,Too Expensive,0.03286,32,3844,0.02131,0.0461
308,308,1995,2nd Quintile,Rural regions,Inexpensive,0.19462,56,3844,0.15434,0.23509
309,309,1995,2nd Quintile,Rural regions,Reasonable,0.55954,147,3844,0.4885,0.62645
310,310,1995,2nd Quintile,Rural regions,Slightly Expensive,0.24584,65,3844,0.20664,0.28475
311,311,1995,3rd Quintile,Urban regions,Very Inexpensive,0.0988,52,3844,0.07668,0.12309
312,312,1995,3rd Quintile,Urban regions,Inexpensive,0.34478,183,3844,0.31109,0.3859
313,313,1995,3rd Quintile,Urban regions,Reasonable,0.42999,242,3844,0.3897,0.4781
314,314,1995,3rd Quintile,Urban regions,Slightly Expensive,0.12643,88,3844,0.10137,0.14982
315,315,1995,3rd Quintile,Rural regions,Inexpensive,0.32492,60,3844,0.24653,0.4072
316,316,1995,3rd Quintile,Rural regions,Reasonable,0.52433,116,3844,0.4427,0.61356
317,317,1995,3rd Quintile,Rural regions,Slightly Expensive,0.15076,40,3844,0.12552,0.17718
318,318,1995,4th Quintile,Urban regions,Very Inexpensive,0.13556,68,3844,0.11439,0.15763
319,319,1995,4th Quintile,Urban regions,Inexpensive,0.28284,144,3844,0.25015,0.32128
320,320,1995,4th Quintile,Urban regions,Reasonable,0.45606,229,3844,0.41511,0.49964
321,321,1995,4th Quintile,Urban regions,Slightly Expensive,0.12554,61,3844,0.10548,0.14414
322,322,1995,4th Quintile,Rural regions,Inexpensive,0.41699,50,3844,0.32656,0.50785
323,323,1995,4th Quintile,Rural regions,Reasonable,0.58301,75,3844,0.4863,0.70241
324,324,1995,5th Quintile,Urban regions,Very Inexpensive,0.13381,46,3844,0.10649,0.15499
325,325,1995,5th Quintile,Urban regions,Inexpensive,0.30629,115,3844,0.26895,0.35007
326,326,1995,5th Quintile,Urban regions,Reasonable,0.41186,158,3844,0.37355,0.46538
327,327,1995,5th Quintile,Urban regions,Slightly Expensive,0.14804,57,3844,0.11906,0.18507
328,328,1995,5th Quintile,Rural regions,Reasonable,1.0,34,3844,0.82917,1.21393
329,329,1996,1st Quintile,Urban regions,Very Inexpensive,0.09269,50,3729,0.06998,0.11319
330,330,1996,1st Quintile,Urban regions,Inexpensive,0.29861,188,3729,0.25934,0.33738
331,331,1996,1st Quintile,Urban regions,Reasonable,0.41162,319,3729,0.37091,0.45254
332,332,1996,1st Quintile,Urban regions,Slightly Expensive,0.19708,168,3729,0.17039,0.22948
333,333,1996,1st Quintile,Rural regions,Inexpensive,0.18193,61,3729,0.14704,0.21628
334,334,1996,1st Quintile,Rural regions,Reasonable,0.57187,153,3729,0.50762,0.64607
335,335,1996,1st Quintile,Rural regions,Slightly Expensive,0.24619,87,3729,0.20837,0.27956
336,336,1996,2nd Quintile,Urban regions,Very Inexpensive,0.07429,42,3729,0.06045,0.09258
337,337,1996,2nd Quintile,Urban regions,Inexpensive,0.30864,187,3729,0.27188,0.34415
338,338,1996,2nd Quintile,Urban regions,Reasonable,0.451,278,3729,0.40689,0.49351
339,339,1996,2nd Quintile,Urban regions,Slightly Expensive,0.16607,133,3729,0.14219,0.19226
340,340,1996,2nd Quintile,Rural regions,Inexpensive,0.27061,70,3729,0.21163,0.31602
341,341,1996,2nd Quintile,Rural regions,Reasonable,0.51575,142,3729,0.45884,0.57406
342,342,1996,2nd Quintile,Rural regions,Slightly Expensive,0.21363,71,3729,0.17966,0.25117
343,343,1996,3rd Quintile,Urban regions,Very Inexpensive,0.09327,50,3729,0.07594,0.11402
344,344,1996,3rd Quintile,Urban regions,Inexpensive,0.32628,156,3729,0.28334,0.36554
345,345,1996,3rd Quintile,Urban regions,Reasonable,0.42058,250,3729,0.37857,0.45862
346,346,1996,3rd Quintile,Urban regions,Slightly Expensive,0.15987,91,3729,0.1317,0.18664
347,347,1996,3rd Quintile,Rural regions,Inexpensive,0.3506,62,3729,0.2792,0.42923
348,348,1996,3rd Quintile,Rural regions,Reasonable,0.49674,113,3729,0.4188,0.58436
349,349,1996,3rd Quintile,Rural regions,Slightly Expensive,0.15266,35,3729,0.11034,0.20424
350,350,1996,4th Quintile,Urban regions,Very Inexpensive,0.12014,59,3729,0.09252,0.15139
351,351,1996,4th Quintile,Urban regions,Inexpensive,0.32589,155,3729,0.2835,0.36322
352,352,1996,4th Quintile,Urban regions,Reasonable,0.40676,209,3729,0.36194,0.45677
353,353,1996,4th Quintile,Urban regions,Slightly Expensive,0.14721,80,3729,0.12283,0.17413
354,354,1996,4th Quintile,Rural regions,Inexpensive,0.34686,37,3729,0.26526,0.45379
355,355,1996,4th Quintile,Rural regions,Reasonable,0.65314,75,3729,0.54591,0.76096
356,356,1996,5th Quintile,Urban regions,Very Inexpensive,0.14541,51,3729,0.11679,0.18087
357,357,1996,5th Quintile,Urban regions,Inexpensive,0.28043,95,3729,0.24733,0.31774
358,358,1996,5th Quintile,Urban regions,Reasonable,0.38849,153,3729,0.34006,0.43801
359,359,1996,5th Quintile,Urban regions,Slightly Expensive,0.18567,66,3729,0.15458,0.22003
360,360,1996,5th Quintile,Rural regions,Reasonable,1.0,43,3729,0.76755,1.25601
361,361,1997,1st Quintile,Urban regions,Very Inexpensive,0.06545,43,3611,0.05289,0.08076
362,362,1997,1st Quintile,Urban regions,Inexpensive,0.25754,162,3611,0.22066,0.29145
363,363,1997,1st Quintile,Urban regions,Reasonable,0.42149,302,3611,0.37448,0.4588
364,364,1997,1st Quintile,Urban regions,Slightly Expensive,0.22528,165,3611,0.19169,0.2635
365,365,1997,1st Quintile,Urban regions,Too Expensive,0.03024,39,3611,0.0239,0.0384
366,366,1997,1st Quintile,Rural regions,Inexpensive,0.22894,61,3611,0.18569,0.27103
367,367,1997,1st Quintile,Rural regions,Reasonable,0.53239,142,3611,0.4551,0.61517
368,368,1997,1st Quintile,Rural regions,Slightly Expensive,0.23866,77,3611,0.19593,0.28616
369,369,1997,2nd Quintile,Urban regions,Very Inexpensive,0.09316,46,3611,0.06994,0.11215
370,370,1997,2nd Quintile,Urban regions,Inexpensive,0.24719,153,3611,0.21019,0.28197
371,371,1997,2nd Quintile,Urban regions,Reasonable,0.4572,307,3611,0.40994,0.50475
372,372,1997,2nd Quintile,Urban regions,Slightly Expensive,0.16696,121,3611,0.1372,0.19667
373,373,1997,2nd Quintile,Urban regions,Too Expensive,0.03548,32,3611,0.023,0.04745
374,374,1997,2nd Quintile,Rural regions,Inexpensive,0.25606,62,3611,0.20745,0.3111
375,375,1997,2nd Quintile,Rural regions,Reasonable,0.57392,147,3611,0.50564,0.64772
376,376,1997,2nd Quintile,Rural regions,Slightly Expensive,0.17003,57,3611,0.13613,0.211
377,377,1997,3rd Quintile,Urban regions,Very Inexpensive,0.10576,52,3611,0.08345,0.13033
378,378,1997,3rd Quintile,Urban regions,Inexpensive,0.27286,150,3611,0.2301,0.31344
379,379,1997,3rd Quintile,Urban regions,Reasonable,0.45953,250,3611,0.41044,0.5188
380,380,1997,3rd Quintile,Urban regions,Slightly Expensive,0.16184,91,3611,0.13383,0.19565
381,381,1997,3rd Quintile,Rural regions,Inexpensive,0.2716,46,3611,0.22156,0.32462
382,382,1997,3rd Quintile,Rural regions,Reasonable,0.54118,116,3611,0.46503,0.64469
383,383,1997,3rd Quintile,Rural regions,Slightly Expensive,0.18722,39,3611,0.14215,0.24919
384,384,1997,4th Quintile,Urban regions,Very Inexpensive,0.13339,59,3611,0.10668,0.16093
385,385,1997,4th Quintile,Urban regions,Inexpensive,0.28016,134,3611,0.24373,0.32085
386,386,1997,4th Quintile,Urban regions,Reasonable,0.41415,213,3611,0.36482,0.45776
387,387,1997,4th Quintile,Urban regions,Slightly Expensive,0.1723,84,3611,0.13904,0.20367
388,388,1997,4th Quintile,Rural regions,Inexpensive,0.35451,42,3611,0.27452,0.44803
389,389,1997,4th Quintile,Rural regions,Reasonable,0.64549,71,3611,0.52744,0.76515
390,390,1997,5th Quintile,Urban regions,Inexpensive,0.25953,86,3611,0.22475,0.29773
391,391,1997,5th Quintile,Urban regions,Reasonable,0.52982,164,3611,0.46395,0.58255
392,392,1997,5th Quintile,Urban regions,Slightly Expensive,0.21065,61,3611,0.16846,0.25487
393,393,1997,5th Quintile,Rural regions,Reasonable,1.0,37,3611,0.78924,1.20812
394,394,1998,1st Quintile,Urban regions,Very Inexpensive,0.07271,54,3972,0.05883,0.08642
395,395,1998,1st Quintile,Urban regions,Inexpensive,0.24961,182,3972,0.22312,0.2727
396,396,1998,1st Quintile,Urban regions,Reasonable,0.38592,331,3972,0.36342,0.41032
397,397,1998,1st Quintile,Urban regions,Slightly Expensive,0.25689,220,3972,0.23198,0.28298
398,398,1998,1st Quintile,Urban regions,Too Expensive,0.03487,35,3972,0.02545,0.0449
399,399,1998,1st Quintile,Rural regions,Inexpensive,0.28136,98,3972,0.24782,0.32926
400,400,1998,1st Quintile,Rural regions,Reasonable,0.49536,158,3972,0.44421,0.55626
401,401,1998,1st Quintile,Rural regions,Slightly Expensive,0.22328,87,3972,0.19256,0.24953
402,402,1998,2nd Quintile,Urban regions,Very Inexpensive,0.07217,41,3972,0.05682,0.08907
403,403,1998,2nd Quintile,Urban regions,Inexpensive,0.26989,178,3972,0.24157,0.29699
404,404,1998,2nd Quintile,Urban regions,Reasonable,0.47609,332,3972,0.43973,0.51138
405,405,1998,2nd Quintile,Urban regions,Slightly Expensive,0.18185,140,3972,0.15508,0.2059
406,406,1998,2nd Quintile,Rural regions,Inexpensive,0.2389,61,3972,0.20329,0.28623
407,407,1998,2nd Quintile,Rural regions,Reasonable,0.56051,157,3972,0.50704,0.61752
408,408,1998,2nd Quintile,Rural regions,Slightly Expensive,0.20059,57,3972,0.16582,0.24152
409,409,1998,3rd Quintile,Urban regions,Very Inexpensive,0.09769,60,3972,0.08285,0.11269
410,410,1998,3rd Quintile,Urban regions,Inexpensive,0.31118,180,3972,0.27801,0.35138
411,411,1998,3rd Quintile,Urban regions,Reasonable,0.45445,258,3972,0.40574,0.50185
412,412,1998,3rd Quintile,Urban regions,Slightly Expensive,0.13669,82,3972,0.11551,0.15697
413,413,1998,3rd Quintile,Rural regions,Inexpensive,0.27919,53,3972,0.22807,0.33461
414,414,1998,3rd Quintile,Rural regions,Reasonable,0.4517,104,3972,0.39873,0.50919
415,415,1998,3rd Quintile,Rural regions,Slightly Expensive,0.26911,59,3972,0.23465,0.31092
416,416,1998,4th Quintile,Urban regions,Very Inexpensive,0.0953,54,3972,0.0788,0.11405
417,417,1998,4th Quintile,Urban regions,Inexpensive,0.29797,154,3972,0.27485,0.33518
418,418,1998,4th Quintile,Urban regions,Reasonable,0.41118,223,3972,0.37555,0.45372
419,419,1998,4th Quintile,Urban regions,Slightly Expensive,0.19556,103,3972,0.16646,0.22615
420,420,1998,4th Quintile,Rural regions,Inexpensive,0.30307,43,3972,0.24702,0.38533
421,421,1998,4th Quintile,Rural regions,Reasonable,0.69693,83,3972,0.59039,0.81562
422,422,1998,5th Quintile,Urban regions,Very Inexpensive,0.10028,37,3972,0.08343,0.11989
423,423,1998,5th Quintile,Urban regions,Inexpensive,0.21353,89,3972,0.18176,0.2433
424,424,1998,5th Quintile,Urban regions,Reasonable,0.45548,167,3972,0.40546,0.50676
425,425,1998,5th Quintile,Urban regions,Slightly Expensive,0.23071,92,3972,0.1935,0.26403
426,426,1999,1st Quintile,Urban regions,Very Inexpensive,0.08753,56,3828,0.07301,0.10349
427,427,1999,1st Quintile,Urban regions,Inexpensive,0.22743,177,3828,0.20271,0.25367
428,428,1999,1st Quintile,Urban regions,Reasonable,0.42862,346,3828,0.39252,0.46697
429,429,1999,1st Quintile,Urban regions,Slightly Expensive,0.22877,187,3828,0.19878,0.25902
430,430,1999,1st Quintile,Urban regions,Too Expensive,0.02766,31,3828,0.01972,0.03776
431,431,1999,1st Quintile,Rural regions,Inexpensive,0.23232,84,3828,0.19554,0.26557
432,432,1999,1st Quintile,Rural regions,Reasonable,0.49646,147,3828,0.4428,0.55774
433,433,1999,1st Quintile,Rural regions,Slightly Expensive,0.27122,99,3828,0.23266,0.31344
434,434,1999,2nd Quintile,Urban regions,Very Inexpensive,0.10754,58,3828,0.09014,0.12602
435,435,1999,2nd Quintile,Urban regions,Inexpensive,0.26734,167,3828,0.24011,0.29795
436,436,1999,2nd Quintile,Urban regions,Reasonable,0.46087,319,3828,0.4204,0.50008
437,437,1999,2nd Quintile,Urban regions,Slightly Expensive,0.16425,118,3828,0.14091,0.18398
438,438,1999,2nd Quintile,Rural regions,Inexpensive,0.22227,64,3828,0.17246,0.26999
439,439,1999,2nd Quintile,Rural regions,Reasonable,0.52598,149,3828,0.45929,0.58182
440,440,1999,2nd Quintile,Rural regions,Slightly Expensive,0.25175,72,3828,0.2087,0.29798
441,441,1999,3rd Quintile,Urban regions,Very Inexpensive,0.09696,48,3828,0.07863,0.11699
442,442,1999,3rd Quintile,Urban regions,Inexpensive,0.27222,166,3828,0.23529,0.30455
443,443,1999,3rd Quintile,Urban regions,Reasonable,0.44267,254,3828,0.40162,0.48787
444,444,1999,3rd Quintile,Urban regions,Slightly Expensive,0.18815,108,3828,0.16317,0.22025
445,445,1999,3rd Quintile,Rural regions,Inexpensive,0.31281,62,3828,0.25817,0.36682
446,446,1999,3rd Quintile,Rural regions,Reasonable,0.50278,105,3828,0.43851,0.5628
447,447,1999,3rd Quintile,Rural regions,Slightly Expensive,0.18441,34,3828,0.13407,0.23551
448,448,1999,4th Quintile,Urban regions,Very Inexpensive,0.09103,47,3828,0.07435,0.11363
449,449,1999,4th Quintile,Urban regions,Inexpensive,0.28194,124,3828,0.24421,0.31662
450,450,1999,4th Quintile,Urban regions,Reasonable,0.44186,223,3828,0.40845,0.4922
451,451,1999,4th Quintile,Urban regions,Slightly Expensive,0.18518,84,3828,0.15417,0.21228
452,452,1999,4th Quintile,Rural regions,Inexpensive,0.26517,36,3828,0.19722,0.34031
453,453,1999,4th Quintile,Rural regions,Reasonable,0.40841,67,3828,0.33857,0.49722
454,454,1999,4th Quintile,Rural regions,Slightly Expensive,0.32642,37,3828,0.24748,0.40112
455,455,1999,5th Quintile,Urban regions,Very Inexpensive,0.09727,32,3828,0.07517,0.1182
456,456,1999,5th Quintile,Urban regions,Inexpensive,0.20293,86,3828,0.17591,0.22786
457,457,1999,5th Quintile,Urban regions,Reasonable,0.47987,161,3828,0.42666,0.53827
458,458,1999,5th Quintile,Urban regions,Slightly Expensive,0.21994,80,3828,0.17991,0.25326
459,459,2000,1st Quintile,Urban regions,Very Inexpensive,0.07081,77,6447,0.06278,0.07882
460,460,2000,1st Quintile,Urban regions,Inexpensive,0.25426,315,6447,0.23765,0.26877
461,461,2000,1st Quintile,Urban regions,Reasonable,0.44252,577,6447,0.42338,0.46341
462,462,2000,1st Quintile,Urban regions,Slightly Expensive,0.19,254,6447,0.17882,0.20347
463,463,2000,1st Quintile,Urban regions,Too Expensive,0.04241,61,6447,0.03612,0.04897
464,464,2000,1st Quintile,Rural regions,Very Inexpensive,0.06443,38,6447,0.05598,0.07192
465,465,2000,1st Quintile,Rural regions,Inexpensive,0.27879,164,6447,0.2546,0.30229
466,466,2000,1st Quintile,Rural regions,Reasonable,0.44339,265,6447,0.41914,0.47027
467,467,2000,1st Quintile,Rural regions,Slightly Expensive,0.21339,142,6447,0.19851,0.23172
468,468,2000,2nd Quintile,Urban regions,Very Inexpensive,0.07218,68,6447,0.06349,0.08269
469,469,2000,2nd Quintile,Urban regions,Inexpensive,0.26962,315,6447,0.25163,0.2881
470,470,2000,2nd Quintile,Urban regions,Reasonable,0.46966,518,6447,0.44688,0.49397
471,471,2000,2nd Quintile,Urban regions,Slightly Expensive,0.18855,224,6447,0.16912,0.20326
472,472,2000,2nd Quintile,Rural regions,Very Inexpensive,0.1063,53,6447,0.09144,0.1207
473,473,2000,2nd Quintile,Rural regions,Inexpensive,0.2615,137,6447,0.23743,0.28182
474,474,2000,2nd Quintile,Rural regions,Reasonable,0.48581,226,6447,0.45322,0.51938
475,475,2000,2nd Quintile,Rural regions,Slightly Expensive,0.1464,82,6447,0.12853,0.16345
476,476,2000,3rd Quintile,Urban regions,Very Inexpensive,0.08023,73,6447,0.06976,0.08911
477,477,2000,3rd Quintile,Urban regions,Inexpensive,0.2783,242,6447,0.26001,0.29609
478,478,2000,3rd Quintile,Urban regions,Reasonable,0.45461,426,6447,0.42898,0.48072
479,479,2000,3rd Quintile,Urban regions,Slightly Expensive,0.18685,175,6447,0.17053,0.20288
480,480,2000,3rd Quintile,Rural regions,Very Inexpensive,0.09796,34,6447,0.08252,0.11127
481,481,2000,3rd Quintile,Rural regions,Inexpensive,0.2823,94,6447,0.24658,0.32211
482,482,2000,3rd Quintile,Rural regions,Reasonable,0.37993,138,6447,0.3394,0.42161
483,483,2000,3rd Quintile,Rural regions,Slightly Expensive,0.23981,83,6447,0.21189,0.26691
484,484,2000,4th Quintile,Urban regions,Very Inexpensive,0.10013,80,6447,0.08862,0.11234
485,485,2000,4th Quintile,Urban regions,Inexpensive,0.25549,217,6447,0.23533,0.27501
486,486,2000,4th Quintile,Urban regions,Reasonable,0.46285,375,6447,0.43759,0.4952
487,487,2000,4th Quintile,Urban regions,Slightly Expensive,0.18153,142,6447,0.16538,0.19419
488,488,2000,4th Quintile,Rural regions,Inexpensive,0.24789,53,6447,0.21292,0.29053
489,489,2000,4th Quintile,Rural regions,Reasonable,0.53916,114,6447,0.47146,0.60282
490,490,2000,4th Quintile,Rural regions,Slightly Expensive,0.21296,43,6447,0.16493,0.27097
491,491,2000,5th Quintile,Urban regions,Very Inexpensive,0.07231,47,6447,0.06043,0.08534
492,492,2000,5th Quintile,Urban regions,Inexpensive,0.26451,160,6447,0.24575,0.28477
493,493,2000,5th Quintile,Urban regions,Reasonable,0.46568,271,6447,0.43778,0.49982
494,494,2000,5th Quintile,Urban regions,Slightly Expensive,0.19749,118,6447,0.17297,0.21676
495,495,2000,5th Quintile,Rural regions,Reasonable,1.0,46,6447,0.85824,1.15824
496,496,2001,1st Quintile,Urban regions,Very Inexpensive,0.05439,61,5831,0.04673,0.06113
497,497,2001,1st Quintile,Urban regions,Inexpensive,0.25041,294,5831,0.23065,0.26843
498,498,2001,1st Quintile,Urban regions,Reasonable,0.4585,542,5831,0.43506,0.48298
499,499,2001,1st Quintile,Urban regions,Slightly Expensive,0.21033,250,5831,0.19513,0.2248
500,500,2001,1st Quintile,Urban regions,Too Expensive,0.02637,40,5831,0.02156,0.03249
501,501,2001,1st Quintile,Rural regions,Very Inexpensive,0.08081,38,5831,0.06773,0.09726
502,502,2001,1st Quintile,Rural regions,Inexpensive,0.28665,137,5831,0.25571,0.31582
503,503,2001,1st Quintile,Rural regions,Reasonable,0.43626,223,5831,0.40296,0.47326
504,504,2001,1st Quintile,Rural regions,Slightly Expensive,0.19628,109,5831,0.17165,0.21966
505,505,2001,2nd Quintile,Urban regions,Very Inexpensive,0.07156,65,5831,0.0594,0.08338
506,506,2001,2nd Quintile,Urban regions,Inexpensive,0.28267,275,5831,0.2624,0.30282
507,507,2001,2nd Quintile,Urban regions,Reasonable,0.47201,477,5831,0.44484,0.50263
508,508,2001,2nd Quintile,Urban regions,Slightly Expensive,0.17377,185,5831,0.15732,0.1899
509,509,2001,2nd Quintile,Rural regions,Very Inexpensive,0.08133,37,5831,0.06432,0.10174
510,510,2001,2nd Quintile,Rural regions,Inexpensive,0.23547,106,5831,0.20771,0.26239
511,511,2001,2nd Quintile,Rural regions,Reasonable,0.51321,224,5831,0.46706,0.55872
512,512,2001,2nd Quintile,Rural regions,Slightly Expensive,0.16998,85,5831,0.14739,0.19553
513,513,2001,3rd Quintile,Urban regions,Very Inexpensive,0.08889,71,5831,0.07589,0.10232
514,514,2001,3rd Quintile,Urban regions,Inexpensive,0.24848,220,5831,0.23194,0.26546
515,515,2001,3rd Quintile,Urban regions,Reasonable,0.48141,420,5831,0.45603,0.50622
516,516,2001,3rd Quintile,Urban regions,Slightly Expensive,0.18121,160,5831,0.16574,0.19703
517,517,2001,3rd Quintile,Rural regions,Very Inexpensive,0.09486,31,5831,0.07209,0.11462
518,518,2001,3rd Quintile,Rural regions,Inexpensive,0.26231,79,5831,0.22541,0.30142
519,519,2001,3rd Quintile,Rural regions,Reasonable,0.47432,150,5831,0.42834,0.52198
520,520,2001,3rd Quintile,Rural regions,Slightly Expensive,0.16851,48,5831,0.13528,0.20299
521,521,2001,4th Quintile,Urban regions,Very Inexpensive,0.08519,61,5831,0.07068,0.09937
522,522,2001,4th Quintile,Urban regions,Inexpensive,0.27356,203,5831,0.25018,0.29734
523,523,2001,4th Quintile,Urban regions,Reasonable,0.48141,336,5831,0.45173,0.51403
524,524,2001,4th Quintile,Urban regions,Slightly Expensive,0.15984,110,5831,0.13976,0.18008
525,525,2001,4th Quintile,Rural regions,Inexpensive,0.27996,58,5831,0.24196,0.32397
526,526,2001,4th Quintile,Rural regions,Reasonable,0.50379,100,5831,0.45179,0.5748
527,527,2001,4th Quintile,Rural regions,Slightly Expensive,0.21625,43,5831,0.18171,0.2643
528,528,2001,5th Quintile,Urban regions,Very Inexpensive,0.08808,51,5831,0.0746,0.10285
529,529,2001,5th Quintile,Urban regions,Inexpensive,0.23322,122,5831,0.21077,0.25978
530,530,2001,5th Quintile,Urban regions,Reasonable,0.47386,269,5831,0.44086,0.5131
531,531,2001,5th Quintile,Urban regions,Slightly Expensive,0.20484,106,5831,0.17979,0.2296
532,532,2001,5th Quintile,Rural regions,Reasonable,1.0,45,5831,0.83638,1.14802
533,533,2002,1st Quintile,Urban regions,Very Inexpensive,0.06704,66,5689,0.05796,0.07646
534,534,2002,1st Quintile,Urban regions,Inexpensive,0.24745,259,5689,0.22754,0.26725
535,535,2002,1st Quintile,Urban regions,Reasonable,0.40337,447,5689,0.38341,0.42559
536,536,2002,1st Quintile,Urban regions,Slightly Expensive,0.2237,247,5689,0.20544,0.2407
537,537,2002,1st Quintile,Urban regions,Too Expensive,0.05844,56,5689,0.04957,0.06733
538,538,2002,1st Quintile,Rural regions,Inexpensive,0.28384,139,5689,0.25232,0.31551
539,539,2002,1st Quintile,Rural regions,Reasonable,0.49918,234,5689,0.45798,0.53026
540,540,2002,1st Quintile,Rural regions,Slightly Expensive,0.21698,116,5689,0.19077,0.24658
541,541,2002,2nd Quintile,Urban regions,Very Inexpensive,0.06496,58,5689,0.05308,0.07589
542,542,2002,2nd Quintile,Urban regions,Inexpensive,0.27132,247,5689,0.24751,0.29321
543,543,2002,2nd Quintile,Urban regions,Reasonable,0.47857,421,5689,0.44741,0.50232
544,544,2002,2nd Quintile,Urban regions,Slightly Expensive,0.18515,155,5689,0.16503,0.20557
545,545,2002,2nd Quintile,Rural regions,Inexpensive,0.25787,102,5689,0.23215,0.29051
546,546,2002,2nd Quintile,Rural regions,Reasonable,0.51442,192,5689,0.47085,0.5636
547,547,2002,2nd Quintile,Rural regions,Slightly Expensive,0.22771,83,5689,0.20241,0.25792
548,548,2002,3rd Quintile,Urban regions,Very Inexpensive,0.08178,62,5689,0.06999,0.09342
549,549,2002,3rd Quintile,Urban regions,Inexpensive,0.26052,215,5689,0.24014,0.27885
550,550,2002,3rd Quintile,Urban regions,Reasonable,0.49278,414,5689,0.45567,0.52141
551,551,2002,3rd Quintile,Urban regions,Slightly Expensive,0.16493,146,5689,0.14959,0.18309
552,552,2002,3rd Quintile,Rural regions,Inexpensive,0.26213,75,5689,0.22755,0.29753
553,553,2002,3rd Quintile,Rural regions,Reasonable,0.55793,135,5689,0.50807,0.60964
554,554,2002,3rd Quintile,Rural regions,Slightly Expensive,0.17994,55,5689,0.14832,0.21304
555,555,2002,4th Quintile,Urban regions,Very Inexpensive,0.08392,62,5689,0.07092,0.09532
556,556,2002,4th Quintile,Urban regions,Inexpensive,0.25223,174,5689,0.23354,0.27723
557,557,2002,4th Quintile,Urban regions,Reasonable,0.49671,342,5689,0.46255,0.53179
558,558,2002,4th Quintile,Urban regions,Slightly Expensive,0.16714,116,5689,0.1482,0.19081
559,559,2002,4th Quintile,Rural regions,Inexpensive,0.31946,65,5689,0.27353,0.37743
560,560,2002,4th Quintile,Rural regions,Reasonable,0.46793,109,5689,0.40984,0.53192
561,561,2002,4th Quintile,Rural regions,Slightly Expensive,0.2126,42,5689,0.16548,0.25867
562,562,2002,5th Quintile,Urban regions,Very Inexpensive,0.10993,84,5689,0.09074,0.12812
563,563,2002,5th Quintile,Urban regions,Inexpensive,0.23557,188,5689,0.20578,0.26457
564,564,2002,5th Quintile,Urban regions,Reasonable,0.49986,374,5689,0.4515,0.54416
565,565,2002,5th Quintile,Urban regions,Slightly Expensive,0.15464,111,5689,0.13071,0.181
566,566,2002,5th Quintile,Rural regions,Inexpensive,0.37153,35,5689,0.26247,0.51235
567,567,2002,5th Quintile,Rural regions,Reasonable,0.62847,63,5689,0.49941,0.78385
568,568,2005,1st Quintile,Urban regions,Very Inexpensive,0.04115,43,5191,0.03399,0.05059
569,569,2005,1st Quintile,Urban regions,Inexpensive,0.25259,256,5191,0.22922,0.27335
570,570,2005,1st Quintile,Urban regions,Reasonable,0.45625,479,5191,0.42644,0.4837
571,571,2005,1st Quintile,Urban regions,Slightly Expensive,0.19668,230,5191,0.17999,0.21375
572,572,2005,1st Quintile,Urban regions,Too Expensive,0.05333,45,5191,0.04455,0.06462
573,573,2005,1st Quintile,Rural regions,Inexpensive,0.22464,109,5191,0.19201,0.25282
574,574,2005,1st Quintile,Rural regions,Reasonable,0.54537,241,5191,0.4954,0.59414
575,575,2005,1st Quintile,Rural regions,Slightly Expensive,0.23,103,5191,0.20439,0.2573
576,576,2005,2nd Quintile,Urban regions,Very Inexpensive,0.06866,58,5191,0.05812,0.08257
577,577,2005,2nd Quintile,Urban regions,Inexpensive,0.24304,198,5191,0.22115,0.26417
578,578,2005,2nd Quintile,Urban regions,Reasonable,0.47368,425,5191,0.44165,0.50577
579,579,2005,2nd Quintile,Urban regions,Slightly Expensive,0.18315,161,5191,0.16057,0.20402
