year,hhtyp,rentown,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Single-person household,Tenant,Inexpensive,0.23114,486,1905,0.21220,0.25007
2005,Single-person household,Tenant,Reasonable,0.43592,907,1905,0.41365,0.45820
2005,Single-person household,Tenant,Slightly Expensive,0.15595,335,1905,0.13966,0.17225
2005,Single-person household,Tenant,Too Expensive,0.02602,55,1905,0.01887,0.03317
2005,Couple without children,Tenant,Very Inexpensive,0.07160,122,1580,0.05889,0.08432
2005,Couple without children,Tenant,Inexpensive,0.21620,374,1580,0.19589,0.23650
2005,Couple without children,Tenant,Reasonable,0.45945,798,1580,0.43487,0.48403
2005,Couple without children,Tenant,Slightly Expensive,0.16283,286,1580,0.14462,0.18104
2005,Single parent,Tenant,Inexpensive,0.18934,97,434,0.15244,0.22624
2005,Single parent,Tenant,Reasonable,0.43954,226,434,0.39279,0.48629
2005,Single parent,Tenant,Slightly Expensive,0.21270,111,434,0.17415,0.25124
2005,Couple with children,Tenant,Very Inexpensive,0.06282,81,1332,0.04979,0.07586
2005,Couple with children,Tenant,Inexpensive,0.22075,293,1332,0.19847,0.24303
2005,Couple with children,Tenant,Reasonable,0.44507,652,1332,0.41837,0.47177
2005,Couple with children,Tenant,Slightly Expensive,0.17883,262,1332,0.15824,0.19942
2005,Couple with children,Tenant,Too Expensive,0.02963,44,1332,0.02052,0.03874
2006,Single-person household,Tenant,Very Inexpensive,0.05890,139,2128,0.04889,0.06890
2006,Single-person household,Tenant,Inexpensive,0.22319,529,2128,0.20550,0.24089
2006,Single-person household,Tenant,Reasonable,0.43239,1018,2128,0.41134,0.45345
2006,Single-person household,Tenant,Slightly Expensive,0.16933,389,2128,0.15339,0.18526
2006,Single-person household,Tenant,Too Expensive,0.02697,53,2128,0.02009,0.03386
2006,Couple without children,Tenant,Very Inexpensive,0.05830,115,1725,0.04724,0.06936
2006,Couple without children,Tenant,Inexpensive,0.23369,440,1725,0.21372,0.25367
2006,Couple without children,Tenant,Reasonable,0.44771,836,1725,0.42423,0.47118
2006,Couple without children,Tenant,Slightly Expensive,0.16099,290,1725,0.14364,0.17833
2006,Couple without children,Tenant,Too Expensive,0.02563,44,1725,0.01817,0.03309
2006,Single parent,Tenant,Inexpensive,0.23347,122,483,0.19570,0.27123
2006,Single parent,Tenant,Reasonable,0.44398,242,483,0.39962,0.48833
2006,Single parent,Tenant,Slightly Expensive,0.21716,119,483,0.18035,0.25397
2006,Couple with children,Tenant,Very Inexpensive,0.05262,80,1373,0.04081,0.06444
2006,Couple with children,Tenant,Inexpensive,0.21837,317,1373,0.19650,0.24023
2006,Couple with children,Tenant,Reasonable,0.42269,631,1373,0.39655,0.44883
2006,Couple with children,Tenant,Slightly Expensive,0.21662,305,1373,0.19482,0.23842
2006,Couple with children,Tenant,Too Expensive,0.03113,40,1373,0.02194,0.04032
2007,Single-person household,Tenant,Very Inexpensive,0.06382,143,2012,0.05313,0.07450
2007,Single-person household,Tenant,Inexpensive,0.22172,481,2012,0.20356,0.23988
2007,Single-person household,Tenant,Reasonable,0.43703,973,2012,0.41535,0.45871
2007,Single-person household,Tenant,Slightly Expensive,0.15757,368,2012,0.14165,0.17349
2007,Single-person household,Tenant,Too Expensive,0.02667,47,2012,0.01963,0.03371
2007,Couple without children,Tenant,Very Inexpensive,0.06136,101,1568,0.04948,0.07325
2007,Couple without children,Tenant,Inexpensive,0.20766,387,1568,0.18758,0.22775
2007,Couple without children,Tenant,Reasonable,0.45905,753,1568,0.43438,0.48373
2007,Couple without children,Tenant,Slightly Expensive,0.15947,283,1568,0.14134,0.17760
2007,Couple without children,Tenant,Too Expensive,0.02726,44,1568,0.01920,0.03533
2007,Single parent,Tenant,Inexpensive,0.19973,101,436,0.16216,0.23731
2007,Single parent,Tenant,Reasonable,0.42843,228,436,0.38193,0.47494
2007,Single parent,Tenant,Slightly Expensive,0.23340,107,436,0.19365,0.27315
2007,Couple with children,Tenant,Very Inexpensive,0.06108,82,1272,0.04792,0.07425
2007,Couple with children,Tenant,Inexpensive,0.21561,305,1272,0.19300,0.23822
2007,Couple with children,Tenant,Reasonable,0.42371,583,1272,0.39654,0.45087
2007,Couple with children,Tenant,Slightly Expensive,0.20146,258,1272,0.17941,0.22351
2007,Couple with children,Tenant,Too Expensive,0.04077,44,1272,0.02990,0.05165
2008,Single-person household,Tenant,Very Inexpensive,0.06907,149,1903,0.05767,0.08047
2008,Single-person household,Tenant,Inexpensive,0.22933,465,1903,0.21044,0.24822
2008,Single-person household,Tenant,Reasonable,0.42170,908,1903,0.39950,0.44389
2008,Single-person household,Tenant,Slightly Expensive,0.16334,327,1903,0.14673,0.17996
2008,Single-person household,Tenant,Too Expensive,0.02650,54,1903,0.01928,0.03372
2008,Couple without children,Tenant,Very Inexpensive,0.05151,90,1509,0.04036,0.06267
2008,Couple without children,Tenant,Inexpensive,0.24348,383,1509,0.22181,0.26514
2008,Couple without children,Tenant,Reasonable,0.45278,731,1509,0.42765,0.47790
2008,Couple without children,Tenant,Slightly Expensive,0.16591,272,1509,0.14713,0.18469
2008,Couple without children,Tenant,Too Expensive,0.01915,33,1509,0.01223,0.02607
2008,Single parent,Tenant,Inexpensive,0.19996,106,418,0.16157,0.23835
2008,Single parent,Tenant,Reasonable,0.40972,210,418,0.36252,0.45692
2008,Single parent,Tenant,Slightly Expensive,0.24336,102,418,0.20217,0.28454
2008,Couple with children,Tenant,Very Inexpensive,0.07428,84,1123,0.05894,0.08963
2008,Couple with children,Tenant,Inexpensive,0.21075,276,1123,0.18688,0.23461
2008,Couple with children,Tenant,Reasonable,0.41947,500,1123,0.39059,0.44834
2008,Couple with children,Tenant,Slightly Expensive,0.20259,226,1123,0.17907,0.22610
2008,Couple with children,Tenant,Too Expensive,0.03334,37,1123,0.02283,0.04384
2009,Single-person household,Tenant,Very Inexpensive,0.06303,135,1814,0.05184,0.07421
2009,Single-person household,Tenant,Inexpensive,0.23377,467,1814,0.21428,0.25325
2009,Single-person household,Tenant,Reasonable,0.42532,857,1814,0.40257,0.44808
2009,Single-person household,Tenant,Slightly Expensive,0.16835,310,1814,0.15113,0.18558
2009,Single-person household,Tenant,Too Expensive,0.02470,45,1814,0.01756,0.03185
2009,Couple without children,Tenant,Very Inexpensive,0.05951,99,1429,0.04724,0.07178
2009,Couple without children,Tenant,Inexpensive,0.22007,353,1429,0.19858,0.24156
2009,Couple without children,Tenant,Reasonable,0.43532,676,1429,0.40961,0.46104
2009,Couple without children,Tenant,Slightly Expensive,0.17977,269,1429,0.15985,0.19968
2009,Couple without children,Tenant,Too Expensive,0.02072,32,1429,0.01333,0.02811
2009,Single parent,Tenant,Inexpensive,0.21944,102,389,0.17825,0.26062
2009,Single parent,Tenant,Reasonable,0.43425,196,389,0.38493,0.48357
2009,Single parent,Tenant,Slightly Expensive,0.23325,91,389,0.19117,0.27533
2009,Couple with children,Tenant,Very Inexpensive,0.07073,72,1024,0.05502,0.08644
2009,Couple with children,Tenant,Inexpensive,0.19639,235,1024,0.17205,0.22073
2009,Couple with children,Tenant,Reasonable,0.47220,482,1024,0.44161,0.50280
2009,Couple with children,Tenant,Slightly Expensive,0.16633,204,1024,0.14351,0.18915
2009,Couple with children,Tenant,Too Expensive,0.03029,31,1024,0.01978,0.04079
2010,Single-person household,Tenant,Very Inexpensive,0.07429,129,1638,0.06158,0.08699
2010,Single-person household,Tenant,Inexpensive,0.21341,416,1638,0.19356,0.23325
2010,Single-person household,Tenant,Reasonable,0.43756,810,1638,0.41353,0.46159
2010,Single-person household,Tenant,Slightly Expensive,0.16806,283,1638,0.14995,0.18618
2010,Couple without children,Tenant,Very Inexpensive,0.05542,90,1327,0.04311,0.06774
2010,Couple without children,Tenant,Inexpensive,0.24576,362,1327,0.22258,0.26893
2010,Couple without children,Tenant,Reasonable,0.42563,625,1327,0.39902,0.45225
2010,Couple without children,Tenant,Slightly Expensive,0.18659,250,1327,0.16562,0.20756
2010,Single parent,Tenant,Very Inexpensive,0.08232,111,1392,0.06787,0.09676
2010,Single parent,Tenant,Inexpensive,0.21916,345,1392,0.19742,0.24090
2010,Single parent,Tenant,Reasonable,0.41024,575,1392,0.38439,0.43609
2010,Single parent,Tenant,Slightly Expensive,0.23361,297,1392,0.21137,0.25584
2010,Single parent,Tenant,Too Expensive,0.02993,64,1392,0.02097,0.03888
2010,Couple with children,Tenant,Very Inexpensive,0.07885,212,2541,0.06837,0.08933
2010,Couple with children,Tenant,Inexpensive,0.20569,628,2541,0.18997,0.22141
2010,Couple with children,Tenant,Reasonable,0.43307,1121,2541,0.41380,0.45234
2010,Couple with children,Tenant,Slightly Expensive,0.19563,486,2541,0.18020,0.21106
2010,Couple with children,Tenant,Too Expensive,0.03481,94,2541,0.02768,0.04194
2011,Single-person household,Tenant,Very Inexpensive,0.06650,163,2253,0.05621,0.07679
2011,Single-person household,Tenant,Inexpensive,0.22896,575,2253,0.21160,0.24631
2011,Single-person household,Tenant,Reasonable,0.42612,1055,2253,0.40569,0.44654
2011,Single-person household,Tenant,Slightly Expensive,0.16608,395,2253,0.15071,0.18145
2011,Single-person household,Tenant,Too Expensive,0.02419,65,2253,0.01785,0.03054
2011,Couple without children,Tenant,Very Inexpensive,0.06986,134,1735,0.05787,0.08186
2011,Couple without children,Tenant,Inexpensive,0.22379,411,1735,0.20417,0.24340
2011,Couple without children,Tenant,Reasonable,0.46262,868,1735,0.43915,0.48609
2011,Couple without children,Tenant,Slightly Expensive,0.15277,288,1735,0.13584,0.16971
2011,Couple without children,Tenant,Too Expensive,0.01755,34,1735,0.01137,0.02373
2011,Single parent,Tenant,Very Inexpensive,0.06620,141,1737,0.05450,0.07789
2011,Single parent,Tenant,Inexpensive,0.22991,417,1737,0.21012,0.24971
2011,Single parent,Tenant,Reasonable,0.41858,730,1737,0.39537,0.44178
2011,Single parent,Tenant,Slightly Expensive,0.21153,371,1737,0.19232,0.23074
2011,Single parent,Tenant,Too Expensive,0.03751,78,1737,0.02857,0.04644
2011,Couple with children,Tenant,Very Inexpensive,0.08821,229,2536,0.07717,0.09925
2011,Couple with children,Tenant,Inexpensive,0.22610,649,2536,0.20981,0.24238
2011,Couple with children,Tenant,Reasonable,0.43027,1111,2536,0.41099,0.44954
2011,Couple with children,Tenant,Slightly Expensive,0.17510,463,2536,0.16031,0.18990
2011,Couple with children,Tenant,Too Expensive,0.02816,84,2536,0.02172,0.03460
2012,Single-person household,Tenant,Very Inexpensive,0.07515,189,2404,0.06461,0.08569
2012,Single-person household,Tenant,Inexpensive,0.23557,644,2404,0.21860,0.25254
2012,Single-person household,Tenant,Reasonable,0.43349,1134,2404,0.41368,0.45331
2012,Single-person household,Tenant,Slightly Expensive,0.15608,380,2404,0.14157,0.17059
2012,Single-person household,Tenant,Too Expensive,0.02358,57,2404,0.01751,0.02965
2012,Couple without children,Tenant,Very Inexpensive,0.06289,119,1744,0.05149,0.07429
2012,Couple without children,Tenant,Inexpensive,0.23426,471,1744,0.21437,0.25414
2012,Couple without children,Tenant,Reasonable,0.46045,852,1744,0.43705,0.48385
2012,Couple without children,Tenant,Slightly Expensive,0.15067,268,1744,0.13387,0.16746
2012,Couple without children,Tenant,Too Expensive,0.01340,34,1744,0.00800,0.01879
2012,Single parent,Tenant,Very Inexpensive,0.07114,128,1636,0.05868,0.08360
2012,Single parent,Tenant,Inexpensive,0.26592,441,1636,0.24450,0.28733
2012,Single parent,Tenant,Reasonable,0.39149,678,1636,0.36783,0.41515
2012,Single parent,Tenant,Slightly Expensive,0.19845,310,1636,0.17912,0.21778
2012,Single parent,Tenant,Too Expensive,0.04189,79,1636,0.03218,0.05160
2012,Couple with children,Tenant,Very Inexpensive,0.06218,181,2321,0.05235,0.07200
2012,Couple with children,Tenant,Inexpensive,0.22292,605,2321,0.20599,0.23986
2012,Couple with children,Tenant,Reasonable,0.43961,1049,2321,0.41941,0.45980
2012,Couple with children,Tenant,Slightly Expensive,0.18099,399,2321,0.16533,0.19666
2012,Couple with children,Tenant,Too Expensive,0.03669,87,2321,0.02904,0.04434
2013,Single-person household,Tenant,Very Inexpensive,0.07399,206,2594,0.06392,0.08407
2013,Single-person household,Tenant,Inexpensive,0.24959,698,2594,0.23293,0.26625
2013,Single-person household,Tenant,Reasonable,0.43818,1226,2594,0.41908,0.45728
2013,Single-person household,Tenant,Slightly Expensive,0.14273,392,2594,0.12927,0.15620
2013,Single-person household,Tenant,Too Expensive,0.02333,72,2594,0.01752,0.02915
2013,Couple without children,Tenant,Very Inexpensive,0.05855,141,1983,0.04821,0.06888
2013,Couple without children,Tenant,Inexpensive,0.26985,542,1983,0.25031,0.28939
2013,Couple without children,Tenant,Reasonable,0.42608,949,1983,0.40431,0.44785
2013,Couple without children,Tenant,Slightly Expensive,0.15071,316,1983,0.13496,0.16646
2013,Couple without children,Tenant,Too Expensive,0.01140,35,1983,0.00673,0.01608
2013,Single parent,Tenant,Very Inexpensive,0.08450,126,1708,0.07131,0.09770
2013,Single parent,Tenant,Inexpensive,0.21963,410,1708,0.19999,0.23927
2013,Single parent,Tenant,Reasonable,0.43428,754,1708,0.41077,0.45780
2013,Single parent,Tenant,Slightly Expensive,0.19027,344,1708,0.17165,0.20889
2013,Single parent,Tenant,Too Expensive,0.04059,74,1708,0.03123,0.04995
2013,Couple with children,Tenant,Very Inexpensive,0.07642,229,3078,0.06704,0.08581
2013,Couple with children,Tenant,Inexpensive,0.22818,760,3078,0.21335,0.24301
2013,Couple with children,Tenant,Reasonable,0.44719,1404,3078,0.42962,0.46476
2013,Couple with children,Tenant,Slightly Expensive,0.16843,557,3078,0.15521,0.18165
2013,Couple with children,Tenant,Too Expensive,0.03250,128,3078,0.02624,0.03877
2013,Other Combinations,Tenant,Inexpensive,0.18403,56,207,0.13111,0.23695
2013,Other Combinations,Tenant,Reasonable,0.40898,100,207,0.34184,0.47612
2013,Other Combinations,Tenant,Slightly Expensive,0.16243,51,207,0.11206,0.21280
2014,Single-person household,Tenant,Very Inexpensive,0.08333,237,2442,0.07236,0.09429
2014,Single-person household,Tenant,Inexpensive,0.26592,683,2442,0.24839,0.28345
2014,Single-person household,Tenant,Reasonable,0.43336,1111,2442,0.41370,0.45302
2014,Single-person household,Tenant,Slightly Expensive,0.14554,361,2442,0.13155,0.15953
2014,Single-person household,Tenant,Too Expensive,0.02095,50,2442,0.01527,0.02664
2014,Couple without children,Tenant,Very Inexpensive,0.07516,170,1902,0.06331,0.08701
2014,Couple without children,Tenant,Inexpensive,0.28488,561,1902,0.26459,0.30517
2014,Couple without children,Tenant,Reasonable,0.42239,838,1902,0.40019,0.44460
2014,Couple without children,Tenant,Slightly Expensive,0.16246,297,1902,0.14588,0.17904
2014,Couple without children,Tenant,Too Expensive,0.01504,36,1902,0.00957,0.02051
2014,Single parent,Tenant,Very Inexpensive,0.08463,110,1360,0.06984,0.09943
2014,Single parent,Tenant,Inexpensive,0.23251,329,1360,0.21005,0.25497
2014,Single parent,Tenant,Reasonable,0.40013,545,1360,0.37408,0.42618
2014,Single parent,Tenant,Slightly Expensive,0.22068,313,1360,0.19863,0.24273
2014,Single parent,Tenant,Too Expensive,0.04322,63,1360,0.03241,0.05404
2014,Couple with children,Tenant,Very Inexpensive,0.09259,212,2569,0.08138,0.10380
2014,Couple with children,Tenant,Inexpensive,0.23828,631,2569,0.22180,0.25475
2014,Couple with children,Tenant,Reasonable,0.42814,1163,2569,0.40900,0.44728
2014,Couple with children,Tenant,Slightly Expensive,0.18159,472,2569,0.16667,0.19650
2014,Couple with children,Tenant,Too Expensive,0.02914,91,2569,0.02263,0.03564
2014,Other Combinations,Tenant,Inexpensive,0.20714,36,156,0.14334,0.27094
2014,Other Combinations,Tenant,Reasonable,0.46775,84,156,0.38920,0.54630
2014,Other Combinations,Tenant,Slightly Expensive,0.13758,36,156,0.08335,0.19181
