,Unnamed: 0,year,bula_h,hhtyp,hgreval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
284,284,1992,Saxony-Anhalt,Couple without children,Reasonable,1.0,36,1932,0.85686,1.15944
285,285,1992,Saxony-Anhalt,Couple with children,Reasonable,0.64393,54,1932,0.56199,0.72882
286,286,1992,Saxony-Anhalt,Couple with children,Slightly Expensive,0.35607,33,1932,0.30706,0.40591
287,287,1992,Thuringa,Couple with children,Reasonable,1.0,45,1932,0.87694,1.11808
288,288,1993,Lower Saxony,Single-person household,Reasonable,1.0,42,1813,0.88734,1.11713
289,289,1993,North Rhine-Westphalia,Single-person household,Inexpensive,0.41568,69,1813,0.3718,0.47431
290,290,1993,North Rhine-Westphalia,Single-person household,Reasonable,0.58432,91,1813,0.5392,0.63639
291,291,1993,North Rhine-Westphalia,Couple without children,Inexpensive,0.42858,61,1813,0.36237,0.49038
292,292,1993,North Rhine-Westphalia,Couple without children,Reasonable,0.57142,89,1813,0.50459,0.64805
293,293,1993,North Rhine-Westphalia,Couple with children,Inexpensive,0.42942,107,1813,0.37398,0.48213
294,294,1993,North Rhine-Westphalia,Couple with children,Reasonable,0.44783,112,1813,0.38452,0.50651
295,295,1993,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.12275,47,1813,0.09089,0.15763
296,296,1993,Hesse,Couple without children,Inexpensive,1.0,45,1813,0.79292,1.21372
297,297,1993,Hesse,Couple with children,Reasonable,1.0,41,1813,0.74461,1.34413
298,298,1993,Baden-Wuerttemberg,Single-person household,Inexpensive,0.55865,39,1813,0.45799,0.64113
299,299,1993,Baden-Wuerttemberg,Single-person household,Reasonable,0.44135,35,1813,0.32291,0.55914
300,300,1993,Baden-Wuerttemberg,Couple without children,Inexpensive,0.66975,42,1813,0.54928,0.78456
301,301,1993,Baden-Wuerttemberg,Couple without children,Reasonable,0.33025,34,1813,0.24226,0.44346
302,302,1993,Baden-Wuerttemberg,Couple with children,Inexpensive,0.38613,53,1813,0.28287,0.48976
303,303,1993,Baden-Wuerttemberg,Couple with children,Reasonable,0.61387,94,1813,0.48181,0.75065
304,304,1993,Bavaria,Single-person household,Inexpensive,0.492,41,1813,0.43125,0.55417
305,305,1993,Bavaria,Single-person household,Reasonable,0.508,46,1813,0.42261,0.59649
306,306,1993,Bavaria,Couple without children,Inexpensive,0.41772,37,1813,0.32281,0.52116
307,307,1993,Bavaria,Couple without children,Reasonable,0.58228,43,1813,0.48676,0.69591
308,308,1993,Bavaria,Couple with children,Inexpensive,0.49583,50,1813,0.41024,0.58495
309,309,1993,Bavaria,Couple with children,Reasonable,0.50417,59,1813,0.39386,0.66469
310,310,1993,Berlin,Single-person household,Reasonable,1.0,35,1813,0.84206,1.21772
311,311,1993,Berlin,Couple with children,Reasonable,1.0,46,1813,0.86658,1.16973
312,312,1993,Brandenburg,Couple with children,Reasonable,0.60666,35,1813,0.50695,0.71362
313,313,1993,Brandenburg,Couple with children,Slightly Expensive,0.39334,32,1813,0.3494,0.44067
314,314,1993,Saxony,Single-person household,Reasonable,1.0,39,1813,0.89233,1.10149
315,315,1993,Saxony,Couple without children,Reasonable,0.56134,59,1813,0.51107,0.60845
316,316,1993,Saxony,Couple without children,Slightly Expensive,0.43866,41,1813,0.39663,0.49445
317,317,1993,Saxony,Couple with children,Reasonable,0.57003,77,1813,0.52827,0.60901
318,318,1993,Saxony,Couple with children,Slightly Expensive,0.42997,56,1813,0.38929,0.4789
319,319,1993,Saxony-Anhalt,Couple with children,Reasonable,0.60072,47,1813,0.52336,0.67403
320,320,1993,Saxony-Anhalt,Couple with children,Slightly Expensive,0.39928,33,1813,0.34546,0.45915
321,321,1993,Thuringa,Couple with children,Reasonable,1.0,36,1813,0.87876,1.12125
322,322,1994,Lower Saxony,Single-person household,Reasonable,1.0,36,1830,0.87495,1.13722
323,323,1994,Lower Saxony,Couple without children,Reasonable,1.0,31,1830,0.79175,1.23604
324,324,1994,North Rhine-Westphalia,Single-person household,Inexpensive,0.34629,49,1830,0.30361,0.39533
325,325,1994,North Rhine-Westphalia,Single-person household,Reasonable,0.65371,94,1830,0.5964,0.7122
326,326,1994,North Rhine-Westphalia,Couple without children,Inexpensive,0.52569,71,1830,0.45914,0.60006
327,327,1994,North Rhine-Westphalia,Couple without children,Reasonable,0.47431,84,1830,0.41598,0.55258
328,328,1994,North Rhine-Westphalia,Couple with children,Inexpensive,0.35242,80,1830,0.28671,0.41381
329,329,1994,North Rhine-Westphalia,Couple with children,Reasonable,0.53686,137,1830,0.46262,0.63009
330,330,1994,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.11072,36,1830,0.0785,0.14751
331,331,1994,Hesse,Single-person household,Reasonable,1.0,31,1830,0.76366,1.24591
332,332,1994,Hesse,Couple without children,Inexpensive,1.0,31,1830,0.77486,1.28846
333,333,1994,Hesse,Couple with children,Inexpensive,0.56529,37,1830,0.41581,0.73716
334,334,1994,Hesse,Couple with children,Reasonable,0.43471,34,1830,0.29101,0.58313
335,335,1994,Baden-Wuerttemberg,Single-person household,Inexpensive,0.54012,36,1830,0.43116,0.65814
336,336,1994,Baden-Wuerttemberg,Single-person household,Reasonable,0.45988,33,1830,0.37939,0.57358
337,337,1994,Baden-Wuerttemberg,Couple without children,Inexpensive,0.56132,42,1830,0.45055,0.67408
338,338,1994,Baden-Wuerttemberg,Couple without children,Reasonable,0.43868,41,1830,0.33241,0.5381
339,339,1994,Baden-Wuerttemberg,Couple with children,Inexpensive,0.44921,69,1830,0.32614,0.57701
340,340,1994,Baden-Wuerttemberg,Couple with children,Reasonable,0.43367,75,1830,0.34204,0.54278
341,341,1994,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.11712,31,1830,0.0819,0.15779
342,342,1994,Bavaria,Single-person household,Inexpensive,0.44225,41,1830,0.37747,0.51105
343,343,1994,Bavaria,Single-person household,Reasonable,0.55775,52,1830,0.47377,0.65184
344,344,1994,Bavaria,Couple without children,Reasonable,1.0,57,1830,0.80346,1.18506
345,345,1994,Bavaria,Couple with children,Inexpensive,0.34883,41,1830,0.26718,0.42168
346,346,1994,Bavaria,Couple with children,Reasonable,0.65117,62,1830,0.52357,0.78159
347,347,1994,Berlin,Single-person household,Reasonable,1.0,39,1830,0.84884,1.14181
348,348,1994,Berlin,Couple with children,Reasonable,1.0,46,1830,0.81551,1.20352
349,349,1994,Brandenburg,Couple with children,Reasonable,1.0,37,1830,0.84636,1.19511
350,350,1994,Saxony,Single-person household,Reasonable,1.0,41,1830,0.85219,1.16985
351,351,1994,Saxony,Couple without children,Reasonable,0.58485,60,1830,0.52843,0.64582
352,352,1994,Saxony,Couple without children,Slightly Expensive,0.41515,40,1830,0.36784,0.46972
353,353,1994,Saxony,Couple with children,Reasonable,0.67834,83,1830,0.61765,0.74763
354,354,1994,Saxony,Couple with children,Slightly Expensive,0.32166,41,1830,0.28813,0.3551
355,355,1994,Saxony-Anhalt,Single-person household,Reasonable,1.0,31,1830,0.8052,1.18597
356,356,1994,Saxony-Anhalt,Couple with children,Reasonable,1.0,49,1830,0.91452,1.0924
357,357,1994,Thuringa,Couple with children,Reasonable,1.0,32,1830,0.86246,1.14359
358,358,1995,Lower Saxony,Single-person household,Reasonable,1.0,31,1960,0.83305,1.16082
359,359,1995,Lower Saxony,Couple without children,Reasonable,1.0,42,1960,0.85338,1.1268
360,360,1995,Lower Saxony,Couple with children,Reasonable,1.0,38,1960,0.71318,1.32681
361,361,1995,North Rhine-Westphalia,Single-person household,Very Inexpensive,0.18784,31,1960,0.15828,0.2205
362,362,1995,North Rhine-Westphalia,Single-person household,Inexpensive,0.34805,63,1960,0.31118,0.39091
363,363,1995,North Rhine-Westphalia,Single-person household,Reasonable,0.46411,80,1960,0.41309,0.51427
364,364,1995,North Rhine-Westphalia,Couple without children,Very Inexpensive,0.1645,32,1960,0.12372,0.20361
365,365,1995,North Rhine-Westphalia,Couple without children,Inexpensive,0.36064,69,1960,0.30099,0.41387
366,366,1995,North Rhine-Westphalia,Couple without children,Reasonable,0.47486,94,1960,0.40586,0.54855
367,367,1995,North Rhine-Westphalia,Couple with children,Inexpensive,0.36519,95,1960,0.31794,0.41922
368,368,1995,North Rhine-Westphalia,Couple with children,Reasonable,0.47514,127,1960,0.41683,0.54853
369,369,1995,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.15967,56,1960,0.13328,0.18529
370,370,1995,Hesse,Single-person household,Reasonable,1.0,33,1960,0.71634,1.26297
371,371,1995,Hesse,Couple without children,Inexpensive,0.52536,32,1960,0.38214,0.68582
372,372,1995,Hesse,Couple without children,Reasonable,0.47464,36,1960,0.35875,0.59878
373,373,1995,Hesse,Couple with children,Inexpensive,0.44232,35,1960,0.33242,0.55686
374,374,1995,Hesse,Couple with children,Reasonable,0.55768,48,1960,0.37362,0.71812
375,375,1995,Baden-Wuerttemberg,Single-person household,Inexpensive,0.44637,38,1960,0.34878,0.5432
376,376,1995,Baden-Wuerttemberg,Single-person household,Reasonable,0.55363,48,1960,0.45354,0.68577
377,377,1995,Baden-Wuerttemberg,Couple without children,Reasonable,1.0,46,1960,0.74099,1.27737
378,378,1995,Baden-Wuerttemberg,Couple with children,Inexpensive,0.5704,74,1960,0.45212,0.70952
379,379,1995,Baden-Wuerttemberg,Couple with children,Reasonable,0.4296,82,1960,0.33014,0.55312
380,380,1995,Bavaria,Single-person household,Inexpensive,0.44755,44,1960,0.3847,0.5072
381,381,1995,Bavaria,Single-person household,Reasonable,0.55245,55,1960,0.47184,0.63228
382,382,1995,Bavaria,Couple without children,Inexpensive,0.38312,36,1960,0.32014,0.47248
383,383,1995,Bavaria,Couple without children,Reasonable,0.61688,48,1960,0.50533,0.73224
384,384,1995,Bavaria,Couple with children,Inexpensive,0.25924,42,1960,0.19333,0.34163
385,385,1995,Bavaria,Couple with children,Reasonable,0.48003,67,1960,0.41493,0.55946
386,386,1995,Bavaria,Couple with children,Slightly Expensive,0.26073,37,1960,0.21273,0.3248
387,387,1995,Berlin,Single-person household,Reasonable,1.0,40,1960,0.85176,1.14956
388,388,1995,Berlin,Couple with children,Reasonable,1.0,46,1960,0.8502,1.1611
389,389,1995,Mecklenburg-Western Pomerania,Couple with children,Reasonable,1.0,34,1960,0.85174,1.17797
390,390,1995,Saxony,Single-person household,Reasonable,1.0,39,1960,0.86374,1.11602
391,391,1995,Saxony,Couple without children,Reasonable,1.0,67,1960,0.89884,1.10453
392,392,1995,Saxony,Couple with children,Inexpensive,0.26303,31,1960,0.23623,0.29187
393,393,1995,Saxony,Couple with children,Reasonable,0.73697,74,1960,0.65686,0.81828
394,394,1995,Saxony-Anhalt,Couple with children,Reasonable,1.0,37,1960,0.80836,1.24296
395,395,1995,Thuringa,Couple with children,Reasonable,1.0,33,1960,0.80352,1.20394
396,396,1996,Lower Saxony,Single-person household,Reasonable,1.0,32,1995,0.80767,1.18387
397,397,1996,Lower Saxony,Couple without children,Inexpensive,0.45599,33,1995,0.39859,0.51449
398,398,1996,Lower Saxony,Couple without children,Reasonable,0.54401,32,1995,0.42269,0.68943
399,399,1996,Lower Saxony,Couple with children,Inexpensive,0.46877,32,1995,0.35271,0.57402
400,400,1996,Lower Saxony,Couple with children,Reasonable,0.53123,33,1995,0.44588,0.63688
401,401,1996,North Rhine-Westphalia,Single-person household,Inexpensive,0.36592,68,1995,0.32286,0.41031
402,402,1996,North Rhine-Westphalia,Single-person household,Reasonable,0.49366,87,1995,0.44909,0.53675
403,403,1996,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.14042,33,1995,0.11417,0.17152
404,404,1996,North Rhine-Westphalia,Couple without children,Inexpensive,0.48914,72,1995,0.42743,0.57016
405,405,1996,North Rhine-Westphalia,Couple without children,Reasonable,0.51086,80,1995,0.43307,0.59185
406,406,1996,North Rhine-Westphalia,Couple with children,Very Inexpensive,0.12014,31,1995,0.09699,0.14986
407,407,1996,North Rhine-Westphalia,Couple with children,Inexpensive,0.3221,82,1995,0.27177,0.37977
408,408,1996,North Rhine-Westphalia,Couple with children,Reasonable,0.40619,135,1995,0.35936,0.45867
409,409,1996,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.15157,58,1995,0.11918,0.19581
410,410,1996,Hesse,Single-person household,Reasonable,1.0,31,1995,0.73221,1.21931
411,411,1996,Hesse,Couple without children,Reasonable,1.0,35,1995,0.76092,1.25442
412,412,1996,Hesse,Couple with children,Inexpensive,0.49232,33,1995,0.32121,0.72072
413,413,1996,Hesse,Couple with children,Reasonable,0.50768,37,1995,0.34461,0.7493
414,414,1996,Baden-Wuerttemberg,Single-person household,Inexpensive,0.51506,39,1995,0.41345,0.637
415,415,1996,Baden-Wuerttemberg,Single-person household,Reasonable,0.48494,44,1995,0.37958,0.59454
416,416,1996,Baden-Wuerttemberg,Couple without children,Inexpensive,0.37368,32,1995,0.2703,0.50781
417,417,1996,Baden-Wuerttemberg,Couple without children,Reasonable,0.62632,43,1995,0.4384,0.76523
418,418,1996,Baden-Wuerttemberg,Couple with children,Inexpensive,0.40674,46,1995,0.27447,0.55824
419,419,1996,Baden-Wuerttemberg,Couple with children,Reasonable,0.40012,90,1995,0.32339,0.48383
420,420,1996,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.19314,38,1995,0.13174,0.27454
421,421,1996,Bavaria,Single-person household,Inexpensive,0.26747,34,1995,0.22386,0.31637
422,422,1996,Bavaria,Single-person household,Reasonable,0.46853,48,1995,0.4064,0.54924
423,423,1996,Bavaria,Single-person household,Slightly Expensive,0.264,33,1995,0.20531,0.32175
424,424,1996,Bavaria,Couple without children,Inexpensive,0.41716,34,1995,0.31787,0.50674
425,425,1996,Bavaria,Couple without children,Reasonable,0.58284,62,1995,0.45431,0.70064
426,426,1996,Bavaria,Couple with children,Inexpensive,0.35778,49,1995,0.26526,0.45742
427,427,1996,Bavaria,Couple with children,Reasonable,0.64222,70,1995,0.52965,0.78537
428,428,1996,Berlin,Single-person household,Reasonable,1.0,35,1995,0.84201,1.16337
429,429,1996,Berlin,Couple without children,Reasonable,1.0,33,1995,0.77648,1.22944
430,430,1996,Berlin,Couple with children,Reasonable,1.0,47,1995,0.87763,1.15543
431,431,1996,Brandenburg,Couple with children,Reasonable,1.0,32,1995,0.83715,1.20693
432,432,1996,Saxony,Single-person household,Reasonable,1.0,39,1995,0.86706,1.14804
433,433,1996,Saxony,Couple without children,Reasonable,1.0,63,1995,0.88045,1.1045
434,434,1996,Saxony,Couple with children,Reasonable,1.0,66,1995,0.85517,1.13549
435,435,1996,Saxony-Anhalt,Couple without children,Reasonable,1.0,35,1995,0.83737,1.15534
436,436,1996,Saxony-Anhalt,Couple with children,Reasonable,1.0,39,1995,0.80367,1.19108
437,437,1997,Lower Saxony,Single-person household,Reasonable,1.0,35,1753,0.79497,1.17038
438,438,1997,Lower Saxony,Couple without children,Reasonable,1.0,41,1753,0.79985,1.24545
439,439,1997,Lower Saxony,Couple with children,Reasonable,1.0,36,1753,0.82307,1.18315
440,440,1997,North Rhine-Westphalia,Single-person household,Inexpensive,0.30601,52,1753,0.26457,0.34407
441,441,1997,North Rhine-Westphalia,Single-person household,Reasonable,0.4748,89,1753,0.42054,0.53056
442,442,1997,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.21919,41,1753,0.18316,0.25522
443,443,1997,North Rhine-Westphalia,Couple without children,Inexpensive,0.38186,65,1753,0.31593,0.44478
444,444,1997,North Rhine-Westphalia,Couple without children,Reasonable,0.61814,95,1753,0.53282,0.72066
445,445,1997,North Rhine-Westphalia,Couple with children,Inexpensive,0.25157,65,1753,0.21603,0.29843
446,446,1997,North Rhine-Westphalia,Couple with children,Reasonable,0.54622,125,1753,0.46684,0.65623
447,447,1997,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.20221,59,1753,0.1662,0.24192
448,448,1997,Hesse,Couple without children,Reasonable,1.0,36,1753,0.79741,1.26353
449,449,1997,Hesse,Couple with children,Reasonable,1.0,35,1753,0.62716,1.34643
450,450,1997,Baden-Wuerttemberg,Single-person household,Inexpensive,0.36762,31,1753,0.26656,0.48316
451,451,1997,Baden-Wuerttemberg,Single-person household,Reasonable,0.63238,57,1753,0.4947,0.77485
452,452,1997,Baden-Wuerttemberg,Couple without children,Inexpensive,0.39289,32,1753,0.26819,0.52221
453,453,1997,Baden-Wuerttemberg,Couple without children,Reasonable,0.60711,44,1753,0.44747,0.75561
454,454,1997,Baden-Wuerttemberg,Couple with children,Inexpensive,0.33118,52,1753,0.23287,0.46311
455,455,1997,Baden-Wuerttemberg,Couple with children,Reasonable,0.49383,91,1753,0.37884,0.6184
456,456,1997,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.17499,37,1753,0.11746,0.24186
457,457,1997,Bavaria,Single-person household,Inexpensive,0.37394,33,1753,0.30283,0.46322
458,458,1997,Bavaria,Single-person household,Reasonable,0.62606,48,1753,0.52843,0.71946
459,459,1997,Bavaria,Couple without children,Inexpensive,0.43023,35,1753,0.36661,0.49428
460,460,1997,Bavaria,Couple without children,Reasonable,0.56977,52,1753,0.43441,0.72923
461,461,1997,Bavaria,Couple with children,Inexpensive,0.37613,35,1753,0.30496,0.44116
462,462,1997,Bavaria,Couple with children,Reasonable,0.62387,68,1753,0.51958,0.71913
463,463,1997,Berlin,Single-person household,Reasonable,1.0,41,1753,0.85522,1.17197
464,464,1997,Berlin,Couple without children,Reasonable,1.0,34,1753,0.81472,1.2161
465,465,1997,Saxony,Single-person household,Reasonable,1.0,38,1753,0.89759,1.13707
466,466,1997,Saxony,Couple without children,Reasonable,0.65909,61,1753,0.59063,0.73098
467,467,1997,Saxony,Couple without children,Slightly Expensive,0.34091,32,1753,0.27366,0.4039
468,468,1997,Saxony,Couple with children,Inexpensive,0.38487,31,1753,0.29973,0.4724
469,469,1997,Saxony,Couple with children,Reasonable,0.61513,55,1753,0.52171,0.71473
470,470,1997,Saxony-Anhalt,Couple without children,Reasonable,1.0,38,1753,0.87311,1.15225
471,471,1997,Thuringa,Couple without children,Reasonable,1.0,34,1753,0.8318,1.19425
472,472,1998,Lower Saxony,Single-person household,Reasonable,1.0,40,1869,0.87354,1.13995
473,473,1998,Lower Saxony,Couple without children,Reasonable,1.0,41,1869,0.80319,1.23266
474,474,1998,Lower Saxony,Couple with children,Reasonable,1.0,36,1869,0.7287,1.32326
475,475,1998,North Rhine-Westphalia,Single-person household,Inexpensive,0.25253,54,1869,0.21937,0.28602
476,476,1998,North Rhine-Westphalia,Single-person household,Reasonable,0.52656,118,1869,0.48353,0.57987
477,477,1998,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.22091,49,1869,0.19266,0.25369
478,478,1998,North Rhine-Westphalia,Couple without children,Very Inexpensive,0.12738,31,1869,0.10362,0.15152
479,479,1998,North Rhine-Westphalia,Couple without children,Inexpensive,0.29551,82,1869,0.26495,0.33451
480,480,1998,North Rhine-Westphalia,Couple without children,Reasonable,0.4198,104,1869,0.35789,0.47551
481,481,1998,North Rhine-Westphalia,Couple without children,Slightly Expensive,0.1573,40,1869,0.12318,0.19279
482,482,1998,North Rhine-Westphalia,Couple with children,Inexpensive,0.38284,77,1869,0.31382,0.45374
483,483,1998,North Rhine-Westphalia,Couple with children,Reasonable,0.4514,135,1869,0.4092,0.49744
484,484,1998,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.16577,56,1869,0.13144,0.21301
485,485,1998,Hesse,Couple without children,Reasonable,1.0,37,1869,0.7767,1.23327
486,486,1998,Hesse,Couple with children,Reasonable,1.0,48,1869,0.77217,1.23722
487,487,1998,Baden-Wuerttemberg,Single-person household,Inexpensive,0.49602,44,1869,0.39471,0.6069
488,488,1998,Baden-Wuerttemberg,Single-person household,Reasonable,0.50398,54,1869,0.4148,0.60417
489,489,1998,Baden-Wuerttemberg,Couple without children,Reasonable,1.0,45,1869,0.76884,1.2352
490,490,1998,Baden-Wuerttemberg,Couple with children,Inexpensive,0.36238,55,1869,0.27726,0.45779
491,491,1998,Baden-Wuerttemberg,Couple with children,Reasonable,0.44677,78,1869,0.34267,0.58479
492,492,1998,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.19084,36,1869,0.13777,0.27467
493,493,1998,Bavaria,Single-person household,Inexpensive,0.35263,44,1869,0.29769,0.4173
494,494,1998,Bavaria,Single-person household,Reasonable,0.64737,67,1869,0.58017,0.71703
495,495,1998,Bavaria,Couple without children,Inexpensive,0.38866,36,1869,0.31522,0.48281
496,496,1998,Bavaria,Couple without children,Reasonable,0.61134,54,1869,0.51932,0.70789
497,497,1998,Bavaria,Couple with children,Reasonable,1.0,81,1869,0.86981,1.13387
498,498,1998,Berlin,Single-person household,Reasonable,1.0,43,1869,0.86402,1.12441
499,499,1998,Berlin,Couple without children,Reasonable,1.0,37,1869,0.86258,1.12957
500,500,1998,Berlin,Couple with children,Reasonable,1.0,31,1869,0.72793,1.29141
501,501,1998,Saxony,Single-person household,Reasonable,1.0,36,1869,0.88007,1.12858
502,502,1998,Saxony,Couple without children,Reasonable,0.68181,60,1869,0.60832,0.75061
503,503,1998,Saxony,Couple without children,Slightly Expensive,0.31819,31,1869,0.2723,0.36357
504,504,1998,Saxony,Couple with children,Inexpensive,0.34489,32,1869,0.27187,0.41556
505,505,1998,Saxony,Couple with children,Reasonable,0.65511,57,1869,0.57495,0.74074
506,506,1999,Lower Saxony,Single-person household,Reasonable,1.0,42,1796,0.86705,1.12761
507,507,1999,Lower Saxony,Couple without children,Reasonable,1.0,36,1796,0.78411,1.23456
508,508,1999,Lower Saxony,Couple with children,Reasonable,1.0,41,1796,0.81044,1.32579
509,509,1999,North Rhine-Westphalia,Single-person household,Inexpensive,0.28202,64,1796,0.24773,0.3144
510,510,1999,North Rhine-Westphalia,Single-person household,Reasonable,0.51257,106,1796,0.46542,0.56215
511,511,1999,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.20542,42,1796,0.17662,0.23508
512,512,1999,North Rhine-Westphalia,Couple without children,Inexpensive,0.30235,73,1796,0.26231,0.34334
513,513,1999,North Rhine-Westphalia,Couple without children,Reasonable,0.5604,117,1796,0.49567,0.6335
514,514,1999,North Rhine-Westphalia,Couple without children,Slightly Expensive,0.13725,34,1796,0.0997,0.18363
515,515,1999,North Rhine-Westphalia,Couple with children,Inexpensive,0.30989,71,1796,0.26244,0.37334
516,516,1999,North Rhine-Westphalia,Couple with children,Reasonable,0.46797,140,1796,0.41179,0.52921
517,517,1999,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.22214,61,1796,0.17448,0.28751
518,518,1999,Hesse,Couple without children,Inexpensive,0.48277,32,1796,0.39185,0.56665
519,519,1999,Hesse,Couple without children,Reasonable,0.51723,39,1796,0.41807,0.62259
520,520,1999,Hesse,Couple with children,Reasonable,1.0,40,1796,0.8256,1.24739
521,521,1999,Baden-Wuerttemberg,Single-person household,Inexpensive,0.35677,35,1796,0.28644,0.43109
522,522,1999,Baden-Wuerttemberg,Single-person household,Reasonable,0.64323,72,1796,0.53735,0.76358
523,523,1999,Baden-Wuerttemberg,Couple without children,Reasonable,1.0,42,1796,0.70012,1.27535
524,524,1999,Baden-Wuerttemberg,Couple with children,Inexpensive,0.38636,57,1796,0.30148,0.48379
525,525,1999,Baden-Wuerttemberg,Couple with children,Reasonable,0.4259,79,1796,0.31372,0.56171
526,526,1999,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.18774,32,1796,0.12441,0.30376
527,527,1999,Bavaria,Single-person household,Reasonable,1.0,61,1796,0.87376,1.13691
528,528,1999,Bavaria,Couple without children,Inexpensive,0.42621,48,1796,0.35729,0.51436
529,529,1999,Bavaria,Couple without children,Reasonable,0.57379,56,1796,0.45866,0.71726
530,530,1999,Bavaria,Couple with children,Reasonable,1.0,68,1796,0.85645,1.15542
531,531,1999,Berlin,Single-person household,Reasonable,1.0,44,1796,0.82963,1.16431
532,532,1999,Berlin,Couple without children,Reasonable,1.0,38,1796,0.79265,1.20361
533,533,1999,Berlin,Couple with children,Reasonable,1.0,33,1796,0.76166,1.22705
534,534,1999,Saxony,Single-person household,Reasonable,1.0,44,1796,0.88719,1.12043
535,535,1999,Saxony,Couple without children,Reasonable,1.0,64,1796,0.88135,1.10859
536,536,1999,Saxony,Couple with children,Reasonable,1.0,49,1796,0.86731,1.17297
537,537,1999,Saxony-Anhalt,Couple without children,Reasonable,1.0,36,1796,0.83506,1.18614
538,538,2000,Schleswig-Holstein,Single-person household,Reasonable,1.0,34,4495,0.86351,1.14975
539,539,2000,Hamburg,Single-person household,Reasonable,1.0,41,4495,0.88271,1.13986
540,540,2000,Lower Saxony,Single-person household,Inexpensive,0.36531,43,4495,0.32645,0.41232
541,541,2000,Lower Saxony,Single-person household,Reasonable,0.63469,74,4495,0.58486,0.68278
542,542,2000,Lower Saxony,Couple without children,Inexpensive,0.46414,34,4495,0.39698,0.53524
543,543,2000,Lower Saxony,Couple without children,Reasonable,0.53586,43,4495,0.45248,0.62279
544,544,2000,Lower Saxony,Couple with children,Inexpensive,0.26214,36,4495,0.20689,0.3173
545,545,2000,Lower Saxony,Couple with children,Reasonable,0.50729,68,4495,0.42759,0.58178
546,546,2000,Lower Saxony,Couple with children,Slightly Expensive,0.23057,32,4495,0.19417,0.28912
547,547,2000,North Rhine-Westphalia,Single-person household,Very Inexpensive,0.10011,52,4495,0.09033,0.11135
548,548,2000,North Rhine-Westphalia,Single-person household,Inexpensive,0.25267,113,4495,0.23752,0.27188
549,549,2000,North Rhine-Westphalia,Single-person household,Reasonable,0.47882,228,4495,0.45877,0.50203
550,550,2000,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.1684,79,4495,0.15183,0.18335
551,551,2000,North Rhine-Westphalia,Couple without children,Very Inexpensive,0.07238,31,4495,0.06177,0.08417
552,552,2000,North Rhine-Westphalia,Couple without children,Inexpensive,0.31135,134,4495,0.28486,0.34445
553,553,2000,North Rhine-Westphalia,Couple without children,Reasonable,0.45156,200,4495,0.41955,0.48534
554,554,2000,North Rhine-Westphalia,Couple without children,Slightly Expensive,0.1647,60,4495,0.14428,0.19099
555,555,2000,North Rhine-Westphalia,Single parent,Reasonable,1.0,46,4495,0.85031,1.19485
556,556,2000,North Rhine-Westphalia,Couple with children,Inexpensive,0.30321,122,4495,0.27819,0.32576
557,557,2000,North Rhine-Westphalia,Couple with children,Reasonable,0.51138,219,4495,0.47086,0.55571
558,558,2000,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.18541,88,4495,0.16461,0.20636
559,559,2000,Hesse,Single-person household,Inexpensive,0.50012,41,4495,0.45056,0.54578
560,560,2000,Hesse,Single-person household,Reasonable,0.49988,43,4495,0.43768,0.56805
561,561,2000,Hesse,Couple without children,Inexpensive,0.45804,41,4495,0.39936,0.52973
562,562,2000,Hesse,Couple without children,Reasonable,0.54196,54,4495,0.47811,0.63619
563,563,2000,Hesse,Couple with children,Inexpensive,0.26994,35,4495,0.22825,0.30467
564,564,2000,Hesse,Couple with children,Reasonable,0.50218,57,4495,0.40297,0.62926
565,565,2000,Hesse,Couple with children,Slightly Expensive,0.22788,33,4495,0.19598,0.25978
566,566,2000,"Rhineland-Palatinate, Saarland",Single-person household,Inexpensive,0.38803,32,4495,0.33463,0.44158
567,567,2000,"Rhineland-Palatinate, Saarland",Single-person household,Reasonable,0.61197,40,4495,0.53828,0.68147
568,568,2000,"Rhineland-Palatinate, Saarland",Couple without children,Reasonable,1.0,38,4495,0.8617,1.15472
569,569,2000,"Rhineland-Palatinate, Saarland",Couple with children,Reasonable,1.0,36,4495,0.86144,1.14616
570,570,2000,Baden-Wuerttemberg,Single-person household,Inexpensive,0.36228,63,4495,0.3149,0.41376
571,571,2000,Baden-Wuerttemberg,Single-person household,Reasonable,0.63772,112,4495,0.5836,0.69418
