,Unnamed: 0,year,regtyp,sampreg,hgreval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
325,325,2008,Rural regions,West,Slightly Expensive,0.20567,110,5011,0.18421,0.23065
326,326,2008,Rural regions,East,Very Inexpensive,0.06451,49,5011,0.05355,0.07782
327,327,2008,Rural regions,East,Inexpensive,0.25423,190,5011,0.23151,0.28151
328,328,2008,Rural regions,East,Reasonable,0.454,358,5011,0.41977,0.49216
329,329,2008,Rural regions,East,Slightly Expensive,0.19281,145,5011,0.16657,0.21985
330,330,2008,Rural regions,East,Too Expensive,0.03444,31,5011,0.02512,0.0445
331,331,2009,Urban regions,West,Very Inexpensive,0.06487,178,4683,0.05788,0.07124
332,332,2009,Urban regions,West,Inexpensive,0.24405,673,4683,0.22846,0.25745
333,333,2009,Urban regions,West,Reasonable,0.48034,1335,4683,0.46398,0.50052
334,334,2009,Urban regions,West,Slightly Expensive,0.18578,504,4683,0.17491,0.20023
335,335,2009,Urban regions,West,Too Expensive,0.02496,67,4683,0.01987,0.02912
336,336,2009,Urban regions,East,Very Inexpensive,0.08156,48,4683,0.06829,0.09502
337,337,2009,Urban regions,East,Inexpensive,0.23158,155,4683,0.20262,0.26207
338,338,2009,Urban regions,East,Reasonable,0.4574,281,4683,0.41168,0.50424
339,339,2009,Urban regions,East,Slightly Expensive,0.22946,133,4683,0.2033,0.26034
340,340,2009,Rural regions,West,Very Inexpensive,0.08329,58,4683,0.06581,0.0996
341,341,2009,Rural regions,West,Inexpensive,0.24473,156,4683,0.21862,0.27616
342,342,2009,Rural regions,West,Reasonable,0.4836,302,4683,0.44752,0.52134
343,343,2009,Rural regions,West,Slightly Expensive,0.18838,95,4683,0.16281,0.21404
344,344,2009,Rural regions,East,Very Inexpensive,0.06731,50,4683,0.05488,0.08443
345,345,2009,Rural regions,East,Inexpensive,0.25128,181,4683,0.22849,0.28081
346,346,2009,Rural regions,East,Reasonable,0.4785,319,4683,0.43393,0.52743
347,347,2009,Rural regions,East,Slightly Expensive,0.20291,148,4683,0.16967,0.22965
348,348,2010,Urban regions,West,Very Inexpensive,0.07657,332,7005,0.06684,0.08774
349,349,2010,Urban regions,West,Inexpensive,0.22734,1028,7005,0.20993,0.24532
350,350,2010,Urban regions,West,Reasonable,0.47732,1896,7005,0.45506,0.49997
351,351,2010,Urban regions,West,Slightly Expensive,0.19809,802,7005,0.1819,0.21602
352,352,2010,Urban regions,West,Too Expensive,0.02067,121,7005,0.01593,0.02587
353,353,2010,Urban regions,East,Very Inexpensive,0.06366,53,7005,0.04308,0.0842
354,354,2010,Urban regions,East,Inexpensive,0.24938,207,7005,0.22141,0.28855
355,355,2010,Urban regions,East,Reasonable,0.46004,367,7005,0.40555,0.50948
356,356,2010,Urban regions,East,Slightly Expensive,0.22692,181,7005,0.19461,0.25923
357,357,2010,Rural regions,West,Very Inexpensive,0.0959,91,7005,0.07228,0.12104
358,358,2010,Rural regions,West,Inexpensive,0.27759,297,7005,0.2408,0.31521
359,359,2010,Rural regions,West,Reasonable,0.42377,460,7005,0.38042,0.472
360,360,2010,Rural regions,West,Slightly Expensive,0.18099,171,7005,0.14837,0.21359
361,361,2010,Rural regions,West,Too Expensive,0.02174,32,7005,0.01063,0.03634
362,362,2010,Rural regions,East,Very Inexpensive,0.06575,71,7005,0.05028,0.0846
363,363,2010,Rural regions,East,Inexpensive,0.23968,232,7005,0.21008,0.26854
364,364,2010,Rural regions,East,Reasonable,0.45689,437,7005,0.41844,0.50083
365,365,2010,Rural regions,East,Slightly Expensive,0.1932,177,7005,0.16527,0.22559
366,366,2010,Rural regions,East,Too Expensive,0.04448,50,7005,0.03288,0.05687
367,367,2011,Urban regions,West,Very Inexpensive,0.07102,377,8353,0.06359,0.07895
368,368,2011,Urban regions,West,Inexpensive,0.23798,1187,8353,0.22227,0.25168
369,369,2011,Urban regions,West,Reasonable,0.49226,2285,8353,0.46915,0.51334
370,370,2011,Urban regions,West,Slightly Expensive,0.17605,854,8353,0.16337,0.19126
371,371,2011,Urban regions,West,Too Expensive,0.02269,139,8353,0.01876,0.02703
372,372,2011,Urban regions,East,Very Inexpensive,0.08915,81,8353,0.06669,0.1083
373,373,2011,Urban regions,East,Inexpensive,0.23549,249,8353,0.20786,0.26034
374,374,2011,Urban regions,East,Reasonable,0.43941,408,8353,0.39879,0.47994
375,375,2011,Urban regions,East,Slightly Expensive,0.20763,220,8353,0.18418,0.23078
376,376,2011,Urban regions,East,Too Expensive,0.02832,37,8353,0.02169,0.03562
377,377,2011,Rural regions,West,Very Inexpensive,0.09878,134,8353,0.07948,0.11869
378,378,2011,Rural regions,West,Inexpensive,0.2838,376,8353,0.25051,0.32076
379,379,2011,Rural regions,West,Reasonable,0.41738,581,8353,0.38701,0.45574
380,380,2011,Rural regions,West,Slightly Expensive,0.16295,203,8353,0.13668,0.19012
381,381,2011,Rural regions,West,Too Expensive,0.03709,43,8353,0.02343,0.05343
382,382,2011,Rural regions,East,Very Inexpensive,0.06622,82,8353,0.05293,0.08142
383,383,2011,Rural regions,East,Inexpensive,0.24738,259,8353,0.2179,0.2752
384,384,2011,Rural regions,East,Reasonable,0.44758,538,8353,0.40875,0.48268
385,385,2011,Rural regions,East,Slightly Expensive,0.20775,252,8353,0.1758,0.23663
386,386,2011,Rural regions,East,Too Expensive,0.03107,48,8353,0.02345,0.04049
387,387,2012,Urban regions,West,Very Inexpensive,0.07279,370,8165,0.06455,0.08079
388,388,2012,Urban regions,West,Inexpensive,0.24025,1220,8165,0.22775,0.25446
389,389,2012,Urban regions,West,Reasonable,0.49165,2178,8165,0.47205,0.5149
390,390,2012,Urban regions,West,Slightly Expensive,0.17011,754,8165,0.15634,0.18361
391,391,2012,Urban regions,West,Too Expensive,0.02519,144,8165,0.02033,0.03022
392,392,2012,Urban regions,East,Very Inexpensive,0.07848,67,8165,0.06256,0.09259
393,393,2012,Urban regions,East,Inexpensive,0.28946,282,8165,0.25592,0.32279
394,394,2012,Urban regions,East,Reasonable,0.389,402,8165,0.35863,0.42593
395,395,2012,Urban regions,East,Slightly Expensive,0.21165,206,8165,0.18697,0.24376
396,396,2012,Urban regions,East,Too Expensive,0.03141,31,8165,0.02104,0.04087
397,397,2012,Rural regions,West,Very Inexpensive,0.09543,123,8165,0.07667,0.1156
398,398,2012,Rural regions,West,Inexpensive,0.30278,394,8165,0.27011,0.33406
399,399,2012,Rural regions,West,Reasonable,0.44573,606,8165,0.41044,0.47902
400,400,2012,Rural regions,West,Slightly Expensive,0.15607,182,8165,0.12764,0.18686
401,401,2012,Rural regions,East,Very Inexpensive,0.06116,65,8165,0.0485,0.07882
402,402,2012,Rural regions,East,Inexpensive,0.23373,292,8165,0.20269,0.26166
403,403,2012,Rural regions,East,Reasonable,0.47177,562,8165,0.44132,0.50963
404,404,2012,Rural regions,East,Slightly Expensive,0.19052,229,8165,0.1609,0.22082
405,405,2012,Rural regions,East,Too Expensive,0.04282,58,8165,0.0325,0.05676
406,406,2013,Urban regions,West,Very Inexpensive,0.07611,434,9664,0.06889,0.08403
407,407,2013,Urban regions,West,Inexpensive,0.25557,1488,9664,0.2408,0.27216
408,408,2013,Urban regions,West,Reasonable,0.46696,2675,9664,0.44834,0.48609
409,409,2013,Urban regions,West,Slightly Expensive,0.17456,1057,9664,0.1612,0.18501
410,410,2013,Urban regions,West,Too Expensive,0.02679,215,9664,0.02182,0.03157
411,411,2013,Urban regions,East,Very Inexpensive,0.07339,79,9664,0.05468,0.09375
412,412,2013,Urban regions,East,Inexpensive,0.26873,261,9664,0.23632,0.30056
413,413,2013,Urban regions,East,Reasonable,0.47295,463,9664,0.42736,0.52414
414,414,2013,Urban regions,East,Slightly Expensive,0.154,175,9664,0.13513,0.1763
415,415,2013,Urban regions,East,Too Expensive,0.03093,32,9664,0.02036,0.04371
416,416,2013,Rural regions,West,Very Inexpensive,0.08622,140,9664,0.07139,0.10387
417,417,2013,Rural regions,West,Inexpensive,0.30783,461,9664,0.27157,0.33957
418,418,2013,Rural regions,West,Reasonable,0.46011,716,9664,0.42576,0.49628
419,419,2013,Rural regions,West,Slightly Expensive,0.13139,235,9664,0.11031,0.15733
420,420,2013,Rural regions,West,Too Expensive,0.01445,42,9664,0.00869,0.02352
421,421,2013,Rural regions,East,Very Inexpensive,0.06878,68,9664,0.04874,0.09191
422,422,2013,Rural regions,East,Inexpensive,0.25313,268,9664,0.22038,0.28833
423,423,2013,Rural regions,East,Reasonable,0.47814,598,9664,0.4386,0.51215
424,424,2013,Rural regions,East,Slightly Expensive,0.16924,216,9664,0.14203,0.19443
425,425,2013,Rural regions,East,Too Expensive,0.03071,41,9664,0.0219,0.0422
426,426,2014,Urban regions,West,Very Inexpensive,0.08256,417,8449,0.07489,0.09173
427,427,2014,Urban regions,West,Inexpensive,0.26458,1295,8449,0.25006,0.27893
428,428,2014,Urban regions,West,Reasonable,0.45772,2236,8449,0.43421,0.47937
429,429,2014,Urban regions,West,Slightly Expensive,0.1711,907,8449,0.15754,0.1846
430,430,2014,Urban regions,West,Too Expensive,0.02403,156,8449,0.01945,0.02918
431,431,2014,Urban regions,East,Very Inexpensive,0.07719,86,8449,0.06381,0.09424
432,432,2014,Urban regions,East,Inexpensive,0.29289,247,8449,0.253,0.32844
433,433,2014,Urban regions,East,Reasonable,0.42769,403,8449,0.38583,0.47657
434,434,2014,Urban regions,East,Slightly Expensive,0.20223,177,8449,0.17173,0.22922
435,435,2014,Rural regions,West,Very Inexpensive,0.09835,134,8449,0.08303,0.12011
436,436,2014,Rural regions,West,Inexpensive,0.30218,413,8449,0.26631,0.33071
437,437,2014,Rural regions,West,Reasonable,0.46242,631,8449,0.42562,0.50394
438,438,2014,Rural regions,West,Slightly Expensive,0.13706,199,8449,0.11603,0.16583
439,439,2014,Rural regions,East,Very Inexpensive,0.10367,107,8449,0.08323,0.12677
440,440,2014,Rural regions,East,Inexpensive,0.27995,294,8449,0.24783,0.30866
441,441,2014,Rural regions,East,Reasonable,0.40563,495,8449,0.37387,0.45285
442,442,2014,Rural regions,East,Slightly Expensive,0.17498,204,8449,0.14307,0.20334
443,443,2014,Rural regions,East,Too Expensive,0.03577,48,8449,0.02584,0.0499
