"ple0008","year","bildungsniveau","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Weniger gut","1997","AkademikerIn","Ostdeutschland","98","0.132565836150826","0.109592745242731","0.155538927058922"
"Schlecht","1997","(noch) kein Abschluss","Westdeutschland","38","0.0392410355564876","0.0248776444071455","0.0536044267058298"
"Schlecht","1997","(noch) kein Abschluss","Ostdeutschland","","","",""
"Schlecht","1997","Hauptschule","Westdeutschland","222","0.0595024067496526","0.0526758379079126","0.0663289755913927"
"Schlecht","1997","Hauptschule","Ostdeutschland","76","0.0782155589466642","0.0626966768325453","0.093734441060783"
"Schlecht","1997","Realschule","Westdeutschland","37","0.0319587016469397","0.0237830247626358","0.0401343785312436"
"Schlecht","1997","Realschule","Ostdeutschland","25","","",""
"Schlecht","1997","(Fach-)Abitur","Westdeutschland","14","","",""
"Schlecht","1997","(Fach-)Abitur","Ostdeutschland","5","","",""
"Schlecht","1997","AkademikerIn","Westdeutschland","11","","",""
"Schlecht","1997","AkademikerIn","Ostdeutschland","17","","",""
"Sehr gut","1998","(noch) kein Abschluss","Westdeutschland","104","0.199113509139364","0.169338979149493","0.228888039129236"
"Sehr gut","1998","(noch) kein Abschluss","Ostdeutschland","37","0.313045472095222","0.233634565959422","0.392456378231021"
"Sehr gut","1998","Hauptschule","Westdeutschland","428","0.0731279898818513","0.0659102426844379","0.0803457370792647"
"Sehr gut","1998","Hauptschule","Ostdeutschland","55","0.0419871720899181","0.0305438779270484","0.0534304662527877"
"Sehr gut","1998","Realschule","Westdeutschland","239","0.102421378279112","0.089106568020485","0.115736188537739"
"Sehr gut","1998","Realschule","Ostdeutschland","140","0.10356328884456","0.0876027772916077","0.119523800397513"
"Sehr gut","1998","(Fach-)Abitur","Westdeutschland","151","0.152275980018806","0.12973534596782","0.174816614069792"
"Sehr gut","1998","(Fach-)Abitur","Ostdeutschland","18","","",""
"Sehr gut","1998","AkademikerIn","Westdeutschland","157","0.143717945688969","0.122939887749448","0.16449600362849"
"Sehr gut","1998","AkademikerIn","Ostdeutschland","38","0.0503616610729719","0.0358131894510256","0.0649101326949182"
"Gut","1998","(noch) kein Abschluss","Westdeutschland","272","0.384505005359525","0.348232936361266","0.420777074357784"
"Gut","1998","(noch) kein Abschluss","Ostdeutschland","71","0.468596041187938","0.383143665034002","0.554048417341874"
"Gut","1998","Hauptschule","Westdeutschland","1864","0.332145887046727","0.319088532188228","0.345203241905226"
"Gut","1998","Hauptschule","Ostdeutschland","322","0.259596756354845","0.23458231118221","0.28461120152748"
"Gut","1998","Realschule","Westdeutschland","967","0.454437854229803","0.432572184266026","0.47630352419358"
"Gut","1998","Realschule","Ostdeutschland","705","0.499805263388552","0.47361414494442","0.525996381832684"
"Gut","1998","(Fach-)Abitur","Westdeutschland","517","0.508147140705785","0.47678284603158","0.539511435379991"
"Gut","1998","(Fach-)Abitur","Ostdeutschland","101","0.625491900367382","0.55273652547612","0.698247275258644"
"Gut","1998","AkademikerIn","Westdeutschland","552","0.48696121121178","0.457356330417259","0.5165660920063"
"Gut","1998","AkademikerIn","Ostdeutschland","404","0.42427317427019","0.391394125233713","0.457152223306667"
"Zufriedenstellend","1998","(noch) kein Abschluss","Westdeutschland","170","0.227549079546876","0.196289577441582","0.258808581652171"
"Zufriedenstellend","1998","(noch) kein Abschluss","Ostdeutschland","16","","",""
"Zufriedenstellend","1998","Hauptschule","Westdeutschland","1703","0.360704066962865","0.347391050916767","0.374017083008963"
"Zufriedenstellend","1998","Hauptschule","Ostdeutschland","519","0.451392299986542","0.422999049747773","0.479785550225311"
"Zufriedenstellend","1998","Realschule","Westdeutschland","572","0.312315608030917","0.291964181704774","0.332667034357061"
"Zufriedenstellend","1998","Realschule","Ostdeutschland","413","0.293328963008264","0.269479961960518","0.31717796405601"
"Zufriedenstellend","1998","(Fach-)Abitur","Westdeutschland","220","0.246761122097642","0.219713573220301","0.273808670974983"
"Zufriedenstellend","1998","(Fach-)Abitur","Ostdeutschland","34","0.175056765469815","0.117931910196532","0.232181620743097"
"Zufriedenstellend","1998","AkademikerIn","Westdeutschland","273","0.247686693299572","0.222118988650322","0.273254397948823"
"Zufriedenstellend","1998","AkademikerIn","Ostdeutschland","307","0.372524050651435","0.340360504234158","0.404687597068711"
"Weniger gut","1998","(noch) kein Abschluss","Westdeutschland","107","0.12394347936139","0.0993745080972319","0.148512450625548"
"Weniger gut","1998","(noch) kein Abschluss","Ostdeutschland","5","","",""
"Weniger gut","1998","Hauptschule","Westdeutschland","765","0.175431750944963","0.164887460309316","0.185976041580611"
"Weniger gut","1998","Hauptschule","Ostdeutschland","208","0.178252733772163","0.156415666052389","0.200089801491937"
"Weniger gut","1998","Realschule","Westdeutschland","176","0.104594974782204","0.0911559239242522","0.118034025640156"
"Weniger gut","1998","Realschule","Ostdeutschland","118","0.0857917316208174","0.071121757001336","0.100461706240299"
"Weniger gut","1998","(Fach-)Abitur","Westdeutschland","69","0.0719491281214429","0.0557376788558464","0.0881605773870395"
"Weniger gut","1998","(Fach-)Abitur","Ostdeutschland","14","","",""
"Weniger gut","1998","AkademikerIn","Westdeutschland","97","0.101796880456616","0.0838868821147467","0.119706878798485"
"Weniger gut","1998","AkademikerIn","Ostdeutschland","88","0.109098555618072","0.088358373747296","0.129838737488848"
"Schlecht","1998","(noch) kein Abschluss","Westdeutschland","38","0.0648889265928442","0.0465224452376031","0.0832554079480853"
"Schlecht","1998","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Schlecht","1998","Hauptschule","Westdeutschland","238","0.0585903051635929","0.0520792379534252","0.0651013723737606"
"Schlecht","1998","Hauptschule","Ostdeutschland","76","0.068771037796532","0.0543320046387293","0.0832100709543347"
"Schlecht","1998","Realschule","Westdeutschland","38","0.026230184677964","0.0192118794435761","0.0332484899123519"
"Schlecht","1998","Realschule","Ostdeutschland","24","","",""
"Schlecht","1998","(Fach-)Abitur","Westdeutschland","19","","",""
"Schlecht","1998","(Fach-)Abitur","Ostdeutschland","3","","",""
"Schlecht","1998","AkademikerIn","Westdeutschland","16","","",""
"Schlecht","1998","AkademikerIn","Ostdeutschland","31","0.0437425583873312","0.0301366440457232","0.0573484727289393"
"Sehr gut","1999","(noch) kein Abschluss","Westdeutschland","99","0.182929923596481","0.153457259761211","0.212402587431751"
"Sehr gut","1999","(noch) kein Abschluss","Ostdeutschland","23","","",""
"Sehr gut","1999","Hauptschule","Westdeutschland","381","0.0631471745550745","0.0563047368507709","0.0699896122593781"
"Sehr gut","1999","Hauptschule","Ostdeutschland","36","0.0265274862424142","0.0172478330159237","0.0358071394689047"
"Sehr gut","1999","Realschule","Westdeutschland","200","0.0969954860235988","0.0839761583404992","0.110014813706698"
"Sehr gut","1999","Realschule","Ostdeutschland","117","0.0838683222782218","0.0693276893933662","0.0984089551630773"
"Sehr gut","1999","(Fach-)Abitur","Westdeutschland","164","0.183931410069378","0.159203721295829","0.208659098842927"
"Sehr gut","1999","(Fach-)Abitur","Ostdeutschland","20","","",""
"Sehr gut","1999","AkademikerIn","Westdeutschland","143","0.11670892621844","0.0977177930790305","0.135700059357849"
"Sehr gut","1999","AkademikerIn","Ostdeutschland","45","0.0519326141449389","0.0370680936459625","0.0667971346439152"
"Gut","1999","(noch) kein Abschluss","Westdeutschland","252","0.368427399045588","0.33165389946037","0.405200898630805"
"Gut","1999","(noch) kein Abschluss","Ostdeutschland","71","0.562972944097574","0.476364399117778","0.64958148907737"
"Gut","1999","Hauptschule","Westdeutschland","1780","0.326518506148599","0.313326375650869","0.339710636646329"
"Gut","1999","Hauptschule","Ostdeutschland","292","0.249427680050198","0.224442041834267","0.274413318266129"
"Gut","1999","Realschule","Westdeutschland","969","0.447958220035623","0.426081985823802","0.469834454247444"
"Gut","1999","Realschule","Ostdeutschland","673","0.483261264416582","0.457047349595828","0.509475179237337"
"Gut","1999","(Fach-)Abitur","Westdeutschland","468","0.474517306616853","0.442646175162335","0.50638843807137"
"Gut","1999","(Fach-)Abitur","Ostdeutschland","101","0.573067660366354","0.502919887920407","0.643215432812301"
"Gut","1999","AkademikerIn","Westdeutschland","537","0.483481705777201","0.453923382282872","0.513040029271529"
"Gut","1999","AkademikerIn","Ostdeutschland","367","0.40010848761318","0.367288648369104","0.432928326857257"
"Zufriedenstellend","1999","(noch) kein Abschluss","Westdeutschland","174","0.254284148811294","0.221087542126942","0.287480755495645"
"Zufriedenstellend","1999","(noch) kein Abschluss","Ostdeutschland","25","","",""
"Zufriedenstellend","1999","Hauptschule","Westdeutschland","1691","0.36805857032692","0.354491218518713","0.381625922135126"
"Zufriedenstellend","1999","Hauptschule","Ostdeutschland","527","0.45645728509024","0.427693981675221","0.485220588505258"
"Zufriedenstellend","1999","Realschule","Westdeutschland","601","0.325197969522579","0.304590249828011","0.345805689217147"
"Zufriedenstellend","1999","Realschule","Ostdeutschland","464","0.328157558393303","0.303526657002164","0.352788459784443"
"Zufriedenstellend","1999","(Fach-)Abitur","Westdeutschland","212","0.222350958776057","0.195810796844782","0.248891120707332"
"Zufriedenstellend","1999","(Fach-)Abitur","Ostdeutschland","49","0.217517210729153","0.15900916162924","0.276025259829066"
"Zufriedenstellend","1999","AkademikerIn","Westdeutschland","313","0.292262985619827","0.265361901405711","0.319164069833943"
"Zufriedenstellend","1999","AkademikerIn","Ostdeutschland","313","0.366190217910858","0.33391686798129","0.398463567840426"
"Weniger gut","1999","(noch) kein Abschluss","Westdeutschland","96","0.138735368756271","0.112383630744156","0.165087106768385"
"Weniger gut","1999","(noch) kein Abschluss","Ostdeutschland","5","","",""
"Weniger gut","1999","Hauptschule","Westdeutschland","767","0.181637017832475","0.170790923567873","0.192483112097078"
"Weniger gut","1999","Hauptschule","Ostdeutschland","223","0.193768437682695","0.170944358346977","0.216592517018412"
"Weniger gut","1999","Realschule","Westdeutschland","183","0.109271906585923","0.0955474653854802","0.122996347786365"
"Weniger gut","1999","Realschule","Ostdeutschland","120","0.0875733712473014","0.0727451044321556","0.102401638062447"
"Weniger gut","1999","(Fach-)Abitur","Westdeutschland","78","0.0956586609908726","0.0768862270309873","0.114431094950758"
"Weniger gut","1999","(Fach-)Abitur","Ostdeutschland","20","","",""
"Weniger gut","1999","AkademikerIn","Westdeutschland","83","0.0807841135152012","0.0646658347163529","0.0969023923140496"
"Weniger gut","1999","AkademikerIn","Ostdeutschland","98","0.132216499936774","0.109525181477242","0.154907818396306"
"Schlecht","1999","(noch) kein Abschluss","Westdeutschland","40","0.0556231597903674","0.0381509492877918","0.073095370292943"
"Schlecht","1999","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Schlecht","1999","Hauptschule","Westdeutschland","235","0.0606387311369314","0.053924603663862","0.0673528586100007"
"Schlecht","1999","Hauptschule","Ostdeutschland","74","0.0738191109344533","0.0587199030540363","0.0889183188148704"
"Schlecht","1999","Realschule","Westdeutschland","32","0.0205764178322759","0.0143313379357777","0.0268214977287741"
"Schlecht","1999","Realschule","Ostdeutschland","22","","",""
"Schlecht","1999","(Fach-)Abitur","Westdeutschland","21","","",""
"Schlecht","1999","(Fach-)Abitur","Ostdeutschland","1","","",""
"Schlecht","1999","AkademikerIn","Westdeutschland","22","","",""
"Schlecht","1999","AkademikerIn","Ostdeutschland","33","0.0495521803942493","0.0350141111661368","0.0640902496223618"
"Sehr gut","2000","(noch) kein Abschluss","Westdeutschland","164","0.214324843101752","0.185054192010551","0.243595494192952"
"Sehr gut","2000","(noch) kein Abschluss","Ostdeutschland","47","0.277463454014527","0.208301388253384","0.346625519775669"
"Sehr gut","2000","Hauptschule","Westdeutschland","717","0.0762438786609318","0.0707271913836083","0.0817605659382553"
"Sehr gut","2000","Hauptschule","Ostdeutschland","50","0.0290336893868422","0.0212227708888528","0.0368446078848317"
"Sehr gut","2000","Realschule","Westdeutschland","558","0.134918734535832","0.124355237670012","0.145482231401652"
"Sehr gut","2000","Realschule","Ostdeutschland","228","0.107065582089049","0.0943179771962418","0.119813186981855"
"Sehr gut","2000","(Fach-)Abitur","Westdeutschland","362","0.178113334357852","0.161307245896229","0.194919422819475"
"Sehr gut","2000","(Fach-)Abitur","Ostdeutschland","56","0.171461621695368","0.132253711662332","0.210669531728404"
"Sehr gut","2000","AkademikerIn","Westdeutschland","391","0.154989746416164","0.140874129190156","0.169105363642171"
"Sehr gut","2000","AkademikerIn","Ostdeutschland","98","0.0774008287157845","0.0628126536062878","0.0919890038252811"
"Gut","2000","(noch) kein Abschluss","Westdeutschland","265","0.351893276399917","0.317828670951017","0.385957881848818"
"Gut","2000","(noch) kein Abschluss","Ostdeutschland","74","0.479955413576246","0.40278410044107","0.557126726711422"
"Gut","2000","Hauptschule","Westdeutschland","3075","0.320640885082491","0.310938994704603","0.33034277546038"
"Gut","2000","Hauptschule","Ostdeutschland","462","0.243431546284719","0.223466907566279","0.263396185003159"
"Gut","2000","Realschule","Westdeutschland","1859","0.437001567888013","0.421664645668229","0.452338490107796"
"Gut","2000","Realschule","Ostdeutschland","1091","0.47104424148176","0.450464761539668","0.491623721423853"
"Gut","2000","(Fach-)Abitur","Westdeutschland","939","0.455667611741196","0.433791575745941","0.477543647736452"
"Gut","2000","(Fach-)Abitur","Ostdeutschland","188","0.515950058919378","0.463964486131337","0.567935631707419"
"Gut","2000","AkademikerIn","Westdeutschland","1225","0.465594318750025","0.446138174872434","0.485050462627616"
"Gut","2000","AkademikerIn","Ostdeutschland","556","0.396444944799856","0.369741239873971","0.423148649725742"
"Zufriedenstellend","2000","(noch) kein Abschluss","Westdeutschland","191","0.249110567065597","0.218260317140322","0.279960816990872"
"Zufriedenstellend","2000","(noch) kein Abschluss","Ostdeutschland","31","0.18265824597147","0.122974422497442","0.242342069445497"
"Zufriedenstellend","2000","Hauptschule","Westdeutschland","3232","0.376392588105638","0.366321570015152","0.386463606196123"
"Zufriedenstellend","2000","Hauptschule","Ostdeutschland","749","0.435706874856529","0.4126394827358","0.458774266977257"
"Zufriedenstellend","2000","Realschule","Westdeutschland","1191","0.314322277292912","0.29996768949879","0.328676865087034"
"Zufriedenstellend","2000","Realschule","Ostdeutschland","712","0.315372086668745","0.296214852923629","0.334529320413861"
"Zufriedenstellend","2000","(Fach-)Abitur","Westdeutschland","480","0.2517233929799","0.232659774686259","0.270787011273541"
"Zufriedenstellend","2000","(Fach-)Abitur","Ostdeutschland","78","0.21677842388599","0.173915256213394","0.259641591558586"
"Zufriedenstellend","2000","AkademikerIn","Westdeutschland","676","0.283710448434943","0.266127189446104","0.301293707423783"
"Zufriedenstellend","2000","AkademikerIn","Ostdeutschland","456","0.365506160149907","0.33921663827157","0.391795682028245"
"Weniger gut","2000","(noch) kein Abschluss","Westdeutschland","101","0.130744016683573","0.106697101524784","0.154790931842362"
"Weniger gut","2000","(noch) kein Abschluss","Ostdeutschland","8","","",""
"Weniger gut","2000","Hauptschule","Westdeutschland","1418","0.171555916755586","0.163719244912328","0.179392588598844"
"Weniger gut","2000","Hauptschule","Ostdeutschland","377","0.209832157230991","0.190889338178995","0.228774976282987"
"Weniger gut","2000","Realschule","Westdeutschland","340","0.0917712073894962","0.0828444448871845","0.100697969891808"
"Weniger gut","2000","Realschule","Ostdeutschland","189","0.0859420843745879","0.0743867193330247","0.0974974494161511"
"Weniger gut","2000","(Fach-)Abitur","Westdeutschland","175","0.0929212937311458","0.080168874813289","0.105673712649003"
"Weniger gut","2000","(Fach-)Abitur","Ostdeutschland","29","","",""
"Weniger gut","2000","AkademikerIn","Westdeutschland","194","0.0766775998074332","0.0662992491400686","0.0870559504747978"
"Weniger gut","2000","AkademikerIn","Ostdeutschland","146","0.132172878631972","0.113684049195577","0.150661708068367"
"Schlecht","2000","(noch) kein Abschluss","Westdeutschland","34","0.0539272967491611","0.0378156030609797","0.0700389904373425"
"Schlecht","2000","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Schlecht","2000","Hauptschule","Westdeutschland","448","0.0551667313953533","0.0504208877563707","0.059912575034336"
"Schlecht","2000","Hauptschule","Ostdeutschland","137","0.0819957322409193","0.0692323173510405","0.0947591471307981"
"Schlecht","2000","Realschule","Westdeutschland","70","0.0219862128937476","0.0174521156756437","0.0265203101118516"
"Schlecht","2000","Realschule","Ostdeutschland","40","0.0205760053858584","0.0147232580811301","0.0264287526905868"
"Schlecht","2000","(Fach-)Abitur","Westdeutschland","35","0.021574367189906","0.0151925346371524","0.0279561997426595"
"Schlecht","2000","(Fach-)Abitur","Ostdeutschland","4","","",""
"Schlecht","2000","AkademikerIn","Westdeutschland","39","0.0190278865914346","0.0136989444153926","0.0243568287674765"
"Schlecht","2000","AkademikerIn","Ostdeutschland","33","0.0284751877024795","0.0193952707053657","0.0375551046995933"
"Sehr gut","2001","(noch) kein Abschluss","Westdeutschland","186","0.265755531101337","0.232867114004307","0.298643948198367"
"Sehr gut","2001","(noch) kein Abschluss","Ostdeutschland","57","0.312608831355746","0.243731539596367","0.381486123115126"
"Sehr gut","2001","Hauptschule","Westdeutschland","641","0.0800515462077953","0.0740226031078057","0.0860804893077848"
"Sehr gut","2001","Hauptschule","Ostdeutschland","45","0.026663558616466","0.0187674264927633","0.0345596907401687"
"Sehr gut","2001","Realschule","Westdeutschland","514","0.129561222073924","0.118750780568661","0.140371663579188"
"Sehr gut","2001","Realschule","Ostdeutschland","194","0.0907109005458297","0.0783238247602046","0.103097976331455"
"Sehr gut","2001","(Fach-)Abitur","Westdeutschland","319","0.16324732141585","0.146500484737514","0.179994158094186"
"Sehr gut","2001","(Fach-)Abitur","Ostdeutschland","45","0.117417005379135","0.083594813686627","0.151239197071644"
"Sehr gut","2001","AkademikerIn","Westdeutschland","333","0.153950478471376","0.1392743366548","0.168626620287952"
"Sehr gut","2001","AkademikerIn","Ostdeutschland","68","0.0573882086289921","0.0443371438890631","0.0704392733689212"
"Gut","2001","(noch) kein Abschluss","Westdeutschland","239","0.347551465838598","0.31209755355676","0.383005378120436"
"Gut","2001","(noch) kein Abschluss","Ostdeutschland","81","0.449259200048803","0.375350496863461","0.523167903234145"
"Gut","2001","Hauptschule","Westdeutschland","2689","0.321903768599244","0.311524105160474","0.332283432038015"
"Gut","2001","Hauptschule","Ostdeutschland","392","0.234225726119787","0.213467437681426","0.254984014558147"
"Gut","2001","Realschule","Westdeutschland","1674","0.427302419734008","0.411377870489947","0.443226968978069"
"Gut","2001","Realschule","Ostdeutschland","1010","0.482566237097456","0.461013922825855","0.504118551369057"
"Gut","2001","(Fach-)Abitur","Westdeutschland","860","0.446528116511302","0.424002152591354","0.46905408043125"
"Gut","2001","(Fach-)Abitur","Ostdeutschland","186","0.531523218177712","0.479095177824619","0.583951258530804"
"Gut","2001","AkademikerIn","Westdeutschland","1118","0.458262770380336","0.438001106084761","0.478524434675911"
"Gut","2001","AkademikerIn","Ostdeutschland","502","0.379388376400813","0.352160100736719","0.406616652064906"
"Zufriedenstellend","2001","(noch) kein Abschluss","Westdeutschland","147","0.199817686805483","0.170046721877507","0.229588651733459"
"Zufriedenstellend","2001","(noch) kein Abschluss","Ostdeutschland","28","","",""
"Zufriedenstellend","2001","Hauptschule","Westdeutschland","2838","0.373904986860619","0.363155807072364","0.384654166648874"
"Zufriedenstellend","2001","Hauptschule","Ostdeutschland","707","0.443141721169527","0.418793484216146","0.467489958122907"
"Zufriedenstellend","2001","Realschule","Westdeutschland","1098","0.314834561645545","0.299883372942211","0.329785750348879"
"Zufriedenstellend","2001","Realschule","Ostdeutschland","627","0.308129005776868","0.288214619986561","0.328043391567176"
"Zufriedenstellend","2001","(Fach-)Abitur","Westdeutschland","495","0.271362780554815","0.251214313320245","0.291511247789386"
"Zufriedenstellend","2001","(Fach-)Abitur","Ostdeutschland","87","0.259191120412525","0.213152572395375","0.305229668429675"
"Zufriedenstellend","2001","AkademikerIn","Westdeutschland","632","0.270850481902824","0.252778882580362","0.288922081225285"
"Zufriedenstellend","2001","AkademikerIn","Ostdeutschland","461","0.386844012307548","0.359515146882184","0.414172877732912"
"Weniger gut","2001","(noch) kein Abschluss","Westdeutschland","101","0.161539051656163","0.134138351632046","0.18893975168028"
"Weniger gut","2001","(noch) kein Abschluss","Ostdeutschland","8","","",""
"Weniger gut","2001","Hauptschule","Westdeutschland","1233","0.168585983532735","0.160268461141516","0.176903505923953"
"Weniger gut","2001","Hauptschule","Ostdeutschland","334","0.216728533106254","0.196533802782346","0.236923263430162"
"Weniger gut","2001","Realschule","Westdeutschland","353","0.106813759190626","0.0968706682833435","0.116756850097909"
"Weniger gut","2001","Realschule","Ostdeutschland","186","0.0951847231404023","0.0825271148729777","0.107842331407827"
"Weniger gut","2001","(Fach-)Abitur","Westdeutschland","153","0.091031632174045","0.0779975112133496","0.10406575313474"
"Weniger gut","2001","(Fach-)Abitur","Ostdeutschland","25","","",""
"Weniger gut","2001","AkademikerIn","Westdeutschland","197","0.0950948283924039","0.0831658439889381","0.10702381279587"
"Weniger gut","2001","AkademikerIn","Ostdeutschland","151","0.139383791298521","0.119949036172508","0.158818546424534"
"Schlecht","2001","(noch) kein Abschluss","Westdeutschland","20","","",""
"Schlecht","2001","(noch) kein Abschluss","Ostdeutschland","","","",""
"Schlecht","2001","Hauptschule","Westdeutschland","382","0.0555537147996066","0.0504648635117259","0.0606425660874873"
"Schlecht","2001","Hauptschule","Ostdeutschland","121","0.0792404609879665","0.0660009949690803","0.0924799270068528"
"Schlecht","2001","Realschule","Westdeutschland","68","0.0214880373558967","0.0168201728329089","0.0261559018788846"
"Schlecht","2001","Realschule","Ostdeutschland","48","0.0234091334394443","0.0168877901750906","0.029930476703798"
"Schlecht","2001","(Fach-)Abitur","Westdeutschland","44","0.0278301493439872","0.0203769962872693","0.0352833024007052"
"Schlecht","2001","(Fach-)Abitur","Ostdeutschland","5","","",""
"Schlecht","2001","AkademikerIn","Westdeutschland","43","0.0218414408530604","0.0158975782984066","0.0277853034077141"
"Schlecht","2001","AkademikerIn","Ostdeutschland","38","0.0369956113641268","0.0264041127646578","0.0475871099635957"
"Sehr gut","2002","(noch) kein Abschluss","Westdeutschland","193","0.256607681523738","0.22503232358177","0.288183039465706"
"Sehr gut","2002","(noch) kein Abschluss","Ostdeutschland","51","0.263329483106716","0.19750760721695","0.329151358996482"
"Sehr gut","2002","Hauptschule","Westdeutschland","484","0.062663768503602","0.0571418729472121","0.068185664059992"
"Sehr gut","2002","Hauptschule","Ostdeutschland","40","0.0276713966130679","0.0193787974949718","0.0359639957311639"
"Sehr gut","2002","Realschule","Westdeutschland","459","0.102845756982502","0.0933801886110004","0.112311325354004"
"Sehr gut","2002","Realschule","Ostdeutschland","181","0.0934437039586327","0.0807638208903939","0.106123587026872"
"Sehr gut","2002","(Fach-)Abitur","Westdeutschland","353","0.155704757181848","0.140190054368848","0.171219459994848"
"Sehr gut","2002","(Fach-)Abitur","Ostdeutschland","61","0.184825890685638","0.14439129985663","0.225260481514645"
"Sehr gut","2002","AkademikerIn","Westdeutschland","396","0.110948572834455","0.100119184841294","0.121777960827616"
"Sehr gut","2002","AkademikerIn","Ostdeutschland","87","0.0529064144120956","0.0408261537445691","0.0649866750796221"
"Gut","2002","(noch) kein Abschluss","Westdeutschland","275","0.331207650414052","0.297182484654067","0.365232816174038"
"Gut","2002","(noch) kein Abschluss","Ostdeutschland","89","0.524836615352265","0.450205932691672","0.599467298012859"
"Gut","2002","Hauptschule","Westdeutschland","2514","0.316646308320988","0.306047861667275","0.327244754974701"
"Gut","2002","Hauptschule","Ostdeutschland","385","0.241505103571","0.219867553362748","0.263142653779251"
"Gut","2002","Realschule","Westdeutschland","1802","0.433212154456332","0.417770972869404","0.448653336043259"
"Gut","2002","Realschule","Ostdeutschland","970","0.479553025876982","0.457788490584985","0.501317561168979"
"Gut","2002","(Fach-)Abitur","Westdeutschland","989","0.448718591529112","0.427436267348898","0.470000915709327"
"Gut","2002","(Fach-)Abitur","Ostdeutschland","184","0.447036364264075","0.395243948048956","0.498828780479194"
"Gut","2002","AkademikerIn","Westdeutschland","1617","0.47971990381755","0.462493600619642","0.496946207015459"
"Gut","2002","AkademikerIn","Ostdeutschland","554","0.373127209362674","0.347027007687514","0.399227411037834"
"Zufriedenstellend","2002","(noch) kein Abschluss","Westdeutschland","152","0.237787702397784","0.207009936465017","0.268565468330551"
"Zufriedenstellend","2002","(noch) kein Abschluss","Ostdeutschland","28","","",""
"Zufriedenstellend","2002","Hauptschule","Westdeutschland","2776","0.385673599495333","0.374583338255344","0.396763860735322"
"Zufriedenstellend","2002","Hauptschule","Ostdeutschland","632","0.427479276414093","0.40246881297075","0.452489739857437"
"Zufriedenstellend","2002","Realschule","Westdeutschland","1228","0.334231464119772","0.319531873207135","0.348931055032409"
"Zufriedenstellend","2002","Realschule","Ostdeutschland","641","0.311875447469547","0.291693319437905","0.332057575501188"
"Zufriedenstellend","2002","(Fach-)Abitur","Westdeutschland","530","0.265814618444494","0.246911317598064","0.284717919290924"
"Zufriedenstellend","2002","(Fach-)Abitur","Ostdeutschland","86","0.267298417407112","0.221197643240668","0.313399191573555"
"Zufriedenstellend","2002","AkademikerIn","Westdeutschland","921","0.30231451997853","0.286478758283156","0.318150281673905"
"Zufriedenstellend","2002","AkademikerIn","Ostdeutschland","486","0.395508979799145","0.369121446504506","0.421896513093785"
"Weniger gut","2002","(noch) kein Abschluss","Westdeutschland","92","0.131017274922978","0.106623766142985","0.155410783702971"
"Weniger gut","2002","(noch) kein Abschluss","Ostdeutschland","4","","",""
"Weniger gut","2002","Hauptschule","Westdeutschland","1234","0.174208289044242","0.165566535060968","0.182850043027516"
"Weniger gut","2002","Hauptschule","Ostdeutschland","342","0.231744308686161","0.210412580926175","0.253076036446148"
"Weniger gut","2002","Realschule","Westdeutschland","392","0.107621156916964","0.0979641307011705","0.117278183132758"
"Weniger gut","2002","Realschule","Ostdeutschland","185","0.0894950118493254","0.077058934443038","0.101931089255613"
"Weniger gut","2002","(Fach-)Abitur","Westdeutschland","185","0.10537011847216","0.0922322235738524","0.118508013370468"
"Weniger gut","2002","(Fach-)Abitur","Ostdeutschland","19","","",""
"Weniger gut","2002","AkademikerIn","Westdeutschland","257","0.0880239422520993","0.0782544557325883","0.0977934287716104"
"Weniger gut","2002","AkademikerIn","Ostdeutschland","161","0.144953557542929","0.125954371969394","0.163952743116463"
"Schlecht","2002","(noch) kein Abschluss","Westdeutschland","23","","",""
"Schlecht","2002","(noch) kein Abschluss","Ostdeutschland","","","",""
"Schlecht","2002","Hauptschule","Westdeutschland","392","0.0608080346358347","0.0553631347498305","0.0662529345218389"
"Schlecht","2002","Hauptschule","Ostdeutschland","104","0.0715999147156776","0.0585654728607336","0.0846343565706215"
"Schlecht","2002","Realschule","Westdeutschland","75","0.0220894675244299","0.0175095027793843","0.0266694322694754"
"Schlecht","2002","Realschule","Ostdeutschland","47","0.0256328108455131","0.0187478372531458","0.0325177844378804"
"Schlecht","2002","(Fach-)Abitur","Westdeutschland","41","0.0243919143723854","0.0177909712903606","0.0309928574544102"
"Schlecht","2002","(Fach-)Abitur","Ostdeutschland","4","","",""
"Schlecht","2002","AkademikerIn","Westdeutschland","40","0.018993061117365","0.0142863977830443","0.0236997244516858"
"Schlecht","2002","AkademikerIn","Ostdeutschland","31","0.0335038388831563","0.0237926355898566","0.043215042176456"
"Sehr gut","2003","(noch) kein Abschluss","Westdeutschland","179","0.239846363596312","0.208438660663351","0.271254066529273"
"Sehr gut","2003","(noch) kein Abschluss","Ostdeutschland","51","0.242095795319472","0.179863878409856","0.304327712229087"
"Sehr gut","2003","Hauptschule","Westdeutschland","454","0.0636688194809786","0.057951925031189","0.0693857139307682"
"Sehr gut","2003","Hauptschule","Ostdeutschland","35","0.0265195130271811","0.0182149832664127","0.0348240427879495"
"Sehr gut","2003","Realschule","Westdeutschland","430","0.10516414920463","0.0953835561570319","0.114944742252227"
