"ple0008","year","regtyp","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Schlecht","2008","Staedtischer Raum","maennlich","203","","",""
"Schlecht","2008","Staedtischer Raum","weiblich","258","","",""
"Schlecht","2008","Laendlicher Raum","maennlich","144","","",""
"Schlecht","2008","Laendlicher Raum","weiblich","122","","",""
"Sehr gut","2009","Staedtischer Raum","maennlich","490","0.0920679274894837","0.0844304438711262","0.0997054111078411"
"Sehr gut","2009","Staedtischer Raum","weiblich","513","0.0799925325475212","0.0731970261145124","0.0867880389805301"
"Sehr gut","2009","Laendlicher Raum","maennlich","229","","",""
"Sehr gut","2009","Laendlicher Raum","weiblich","220","","",""
"Gut","2009","Staedtischer Raum","maennlich","2284","","",""
"Gut","2009","Staedtischer Raum","weiblich","2343","","",""
"Gut","2009","Laendlicher Raum","maennlich","1190","","",""
"Gut","2009","Laendlicher Raum","weiblich","1229","","",""
"Zufriedenstellend","2009","Staedtischer Raum","maennlich","1837","","",""
"Zufriedenstellend","2009","Staedtischer Raum","weiblich","2055","","",""
"Zufriedenstellend","2009","Laendlicher Raum","maennlich","1136","","",""
"Zufriedenstellend","2009","Laendlicher Raum","weiblich","1209","","",""
"Weniger gut","2009","Staedtischer Raum","maennlich","705","0.135322620106951","0.126286506607404","0.144358733606499"
"Weniger gut","2009","Staedtischer Raum","weiblich","947","0.165040973912835","0.155742109844205","0.174339837981465"
"Weniger gut","2009","Laendlicher Raum","maennlich","393","0.133513294093904","0.121485646557153","0.145540941630654"
"Weniger gut","2009","Laendlicher Raum","weiblich","505","0.155422436166905","0.143017729572837","0.167827142760973"
"Schlecht","2009","Staedtischer Raum","maennlich","189","","",""
"Schlecht","2009","Staedtischer Raum","weiblich","264","","",""
"Schlecht","2009","Laendlicher Raum","maennlich","124","","",""
"Schlecht","2009","Laendlicher Raum","weiblich","114","","",""
"Sehr gut","2010","Staedtischer Raum","maennlich","886","0.10690285039744","0.0996911789383526","0.114114521856528"
"Sehr gut","2010","Staedtischer Raum","weiblich","1047","","",""
"Sehr gut","2010","Laendlicher Raum","maennlich","390","0.080267883565602","0.0716841601078242","0.0888516070233798"
"Sehr gut","2010","Laendlicher Raum","weiblich","476","0.0799379014227366","0.0720273974071071","0.0878484054383661"
"Gut","2010","Staedtischer Raum","maennlich","2969","","",""
"Gut","2010","Staedtischer Raum","weiblich","3397","0.349058513576069","0.338942273509755","0.359174753642382"
"Gut","2010","Laendlicher Raum","maennlich","1600","","",""
"Gut","2010","Laendlicher Raum","weiblich","1839","","",""
"Zufriedenstellend","2010","Staedtischer Raum","maennlich","2083","","",""
"Zufriedenstellend","2010","Staedtischer Raum","weiblich","2602","","",""
"Zufriedenstellend","2010","Laendlicher Raum","maennlich","1293","","",""
"Zufriedenstellend","2010","Laendlicher Raum","weiblich","1423","","",""
"Weniger gut","2010","Staedtischer Raum","maennlich","886","0.139352552447173","0.131269748484957","0.147435356409389"
"Weniger gut","2010","Staedtischer Raum","weiblich","1177","","",""
"Weniger gut","2010","Laendlicher Raum","maennlich","436","0.141377242368349","0.130370340711548","0.152384144025151"
"Weniger gut","2010","Laendlicher Raum","weiblich","613","0.157979961032761","0.147341435787315","0.168618486278207"
"Schlecht","2010","Staedtischer Raum","maennlich","228","","",""
"Schlecht","2010","Staedtischer Raum","weiblich","306","0.0502543262622942","0.0456178352391382","0.0548908172854502"
"Schlecht","2010","Laendlicher Raum","maennlich","130","","",""
"Schlecht","2010","Laendlicher Raum","weiblich","164","","",""
"Sehr gut","2011","Staedtischer Raum","maennlich","996","0.119300859086549","0.112258824744829","0.12634289342827"
"Sehr gut","2011","Staedtischer Raum","weiblich","1116","","",""
"Sehr gut","2011","Laendlicher Raum","maennlich","469","0.0949411109925393","0.0865589275971238","0.103323294387955"
"Sehr gut","2011","Laendlicher Raum","weiblich","508","0.0699923981818424","0.0632710256822027","0.0767137706814821"
"Gut","2011","Staedtischer Raum","maennlich","3396","0.399602649894265","0.388961314539183","0.410243985249348"
"Gut","2011","Staedtischer Raum","weiblich","4030","0.369480470419079","0.360007630529983","0.378953310308174"
"Gut","2011","Laendlicher Raum","maennlich","1902","","",""
"Gut","2011","Laendlicher Raum","weiblich","2229","","",""
"Zufriedenstellend","2011","Staedtischer Raum","maennlich","2487","","",""
"Zufriedenstellend","2011","Staedtischer Raum","weiblich","2971","","",""
"Zufriedenstellend","2011","Laendlicher Raum","maennlich","1573","","",""
"Zufriedenstellend","2011","Laendlicher Raum","weiblich","1788","","",""
"Weniger gut","2011","Staedtischer Raum","maennlich","982","0.129855302882122","0.122552524009168","0.137158081755076"
"Weniger gut","2011","Staedtischer Raum","weiblich","1472","","",""
"Weniger gut","2011","Laendlicher Raum","maennlich","581","0.135162191844662","0.125385621455565","0.144938762233758"
"Weniger gut","2011","Laendlicher Raum","weiblich","808","0.164080362458722","0.154323732231268","0.173836992686177"
"Schlecht","2011","Staedtischer Raum","maennlich","278","","",""
"Schlecht","2011","Staedtischer Raum","weiblich","384","0.0488569494128269","0.0446261613110766","0.0530877375145773"
"Schlecht","2011","Laendlicher Raum","maennlich","173","","",""
"Schlecht","2011","Laendlicher Raum","weiblich","202","","",""
"Sehr gut","2012","Staedtischer Raum","maennlich","899","0.11162884635843","0.104672784945541","0.118584907771319"
"Sehr gut","2012","Staedtischer Raum","weiblich","991","0.0942057866543617","0.0883584205154028","0.100053152793321"
"Sehr gut","2012","Laendlicher Raum","maennlich","457","0.0974116283175354","0.088903657485625","0.105919599149446"
"Sehr gut","2012","Laendlicher Raum","weiblich","478","0.0820643439082073","0.0747995660526737","0.0893291217637408"
"Gut","2012","Staedtischer Raum","maennlich","3354","0.41013637516641","0.399271670703117","0.421001079629704"
"Gut","2012","Staedtischer Raum","weiblich","3909","0.365086523024468","0.355449078282977","0.374723967765959"
"Gut","2012","Laendlicher Raum","maennlich","1922","","",""
"Gut","2012","Laendlicher Raum","weiblich","2234","","",""
"Zufriedenstellend","2012","Staedtischer Raum","maennlich","2440","","",""
"Zufriedenstellend","2012","Staedtischer Raum","weiblich","3004","0.335994451753984","0.326539514862099","0.345449388645869"
"Zufriedenstellend","2012","Laendlicher Raum","maennlich","1537","","",""
"Zufriedenstellend","2012","Laendlicher Raum","weiblich","1813","","",""
"Weniger gut","2012","Staedtischer Raum","maennlich","926","0.122164190784839","0.114930556084811","0.129397825484866"
"Weniger gut","2012","Staedtischer Raum","weiblich","1351","","",""
"Weniger gut","2012","Laendlicher Raum","maennlich","583","0.138757023306672","0.128838065160535","0.148675981452808"
"Weniger gut","2012","Laendlicher Raum","weiblich","757","0.155866689941875","0.146265586617617","0.165467793266134"
"Schlecht","2012","Staedtischer Raum","maennlich","254","","",""
"Schlecht","2012","Staedtischer Raum","weiblich","332","0.0427691561463788","0.0387189193949159","0.0468193928978418"
"Schlecht","2012","Laendlicher Raum","maennlich","167","","",""
"Schlecht","2012","Laendlicher Raum","weiblich","201","","",""
"Sehr gut","2013","Staedtischer Raum","maennlich","1310","","",""
"Sehr gut","2013","Staedtischer Raum","weiblich","1309","","",""
"Sehr gut","2013","Laendlicher Raum","maennlich","537","0.099518265495635","0.0910828979184422","0.107953633072828"
"Sehr gut","2013","Laendlicher Raum","weiblich","570","0.0790489152407501","0.0720252937060138","0.0860725367754864"
"Gut","2013","Staedtischer Raum","maennlich","3707","0.389897529974095","0.379893717243802","0.399901342704389"
"Gut","2013","Staedtischer Raum","weiblich","4387","0.355800758420083","0.346839332543535","0.364762184296632"
"Gut","2013","Laendlicher Raum","maennlich","1960","","",""
"Gut","2013","Laendlicher Raum","weiblich","2221","","",""
"Zufriedenstellend","2013","Staedtischer Raum","maennlich","2717","","",""
"Zufriedenstellend","2013","Staedtischer Raum","weiblich","3264","0.331726496644034","0.322913354400909","0.340539638887159"
"Zufriedenstellend","2013","Laendlicher Raum","maennlich","1586","","",""
"Zufriedenstellend","2013","Laendlicher Raum","weiblich","1824","","",""
"Weniger gut","2013","Staedtischer Raum","maennlich","1089","","",""
"Weniger gut","2013","Staedtischer Raum","weiblich","1586","","",""
"Weniger gut","2013","Laendlicher Raum","maennlich","580","0.124472962002417","0.115170723883413","0.13377520012142"
"Weniger gut","2013","Laendlicher Raum","weiblich","866","0.17118255920824","0.161377413301393","0.180987705115087"
"Schlecht","2013","Staedtischer Raum","maennlich","308","0.0387030734196249","0.0347467624205678","0.0426593844186819"
"Schlecht","2013","Staedtischer Raum","weiblich","418","0.0486464377363818","0.0446196376093446","0.052673237863419"
"Schlecht","2013","Laendlicher Raum","maennlich","175","","",""
"Schlecht","2013","Laendlicher Raum","weiblich","188","","",""
"Sehr gut","2014","Staedtischer Raum","maennlich","978","0.116084399025929","0.109081248920105","0.123087549131754"
"Sehr gut","2014","Staedtischer Raum","weiblich","931","0.0922437241403437","0.0864410090649656","0.0980464392157217"
"Sehr gut","2014","Laendlicher Raum","maennlich","422","0.101899573529876","0.0929497610662639","0.110849385993488"
"Sehr gut","2014","Laendlicher Raum","weiblich","431","0.0763462057022019","0.0690409466232414","0.0836514647811623"
"Gut","2014","Staedtischer Raum","maennlich","3369","0.401964742221594","0.391245638286393","0.412683846156796"
"Gut","2014","Staedtischer Raum","weiblich","3754","0.349982974113374","0.340418435452081","0.359547512774668"
"Gut","2014","Laendlicher Raum","maennlich","1804","","",""
"Gut","2014","Laendlicher Raum","weiblich","1971","","",""
"Zufriedenstellend","2014","Staedtischer Raum","maennlich","2414","","",""
"Zufriedenstellend","2014","Staedtischer Raum","weiblich","3017","0.334319847833944","0.32485982713805","0.343779868529838"
"Zufriedenstellend","2014","Laendlicher Raum","maennlich","1473","","",""
"Zufriedenstellend","2014","Laendlicher Raum","weiblich","1721","","",""
"Weniger gut","2014","Staedtischer Raum","maennlich","1010","","",""
"Weniger gut","2014","Staedtischer Raum","weiblich","1506","","",""
"Weniger gut","2014","Laendlicher Raum","maennlich","545","0.145972116641362","0.135526447194159","0.156417786088564"
"Weniger gut","2014","Laendlicher Raum","weiblich","770","0.167460570888771","0.15718878463735","0.177732357140192"
"Schlecht","2014","Staedtischer Raum","maennlich","266","","",""
"Schlecht","2014","Staedtischer Raum","weiblich","345","0.0447347802499517","0.0405894146491836","0.0488801458507198"
"Schlecht","2014","Laendlicher Raum","maennlich","145","","",""
"Schlecht","2014","Laendlicher Raum","weiblich","183","","",""
"Sehr gut","2015","Staedtischer Raum","maennlich","1022","","",""
"Sehr gut","2015","Staedtischer Raum","weiblich","1052","","",""
"Sehr gut","2015","Laendlicher Raum","maennlich","460","0.0893031682225773","0.080804020429509","0.0978023160156457"
"Sehr gut","2015","Laendlicher Raum","weiblich","461","0.0787070730343911","0.0712438673081005","0.0861702787606818"
"Gut","2015","Staedtischer Raum","maennlich","3365","0.393818346391919","0.383090919986029","0.40454577279781"
"Gut","2015","Staedtischer Raum","weiblich","3697","0.358829176499329","0.34916194438123","0.368496408617428"
"Gut","2015","Laendlicher Raum","maennlich","1764","","",""
"Gut","2015","Laendlicher Raum","weiblich","1939","","",""
"Zufriedenstellend","2015","Staedtischer Raum","maennlich","2393","","",""
"Zufriedenstellend","2015","Staedtischer Raum","weiblich","2924","","",""
"Zufriedenstellend","2015","Laendlicher Raum","maennlich","1429","","",""
"Zufriedenstellend","2015","Laendlicher Raum","weiblich","1659","","",""
"Weniger gut","2015","Staedtischer Raum","maennlich","957","0.127817113336348","0.120486429983709","0.135147796688987"
"Weniger gut","2015","Staedtischer Raum","weiblich","1467","","",""
"Weniger gut","2015","Laendlicher Raum","maennlich","521","0.136011935351995","0.12579554644537","0.146228324258621"
"Weniger gut","2015","Laendlicher Raum","weiblich","759","0.177992451147532","0.167391169844573","0.188593732450491"
"Schlecht","2015","Staedtischer Raum","maennlich","232","","",""
"Schlecht","2015","Staedtischer Raum","weiblich","317","0.043596395645791","0.0394809460103346","0.0477118452812473"
"Schlecht","2015","Laendlicher Raum","maennlich","151","","",""
"Schlecht","2015","Laendlicher Raum","weiblich","183","","",""
"Sehr gut","2016","Staedtischer Raum","maennlich","1377","","",""
"Sehr gut","2016","Staedtischer Raum","weiblich","1215","","",""
"Sehr gut","2016","Laendlicher Raum","maennlich","600","0.0880517380046429","0.0797530081741083","0.0963504678351774"
"Sehr gut","2016","Laendlicher Raum","weiblich","467","0.0707230753218954","0.0635727517805705","0.0778733988632204"
"Gut","2016","Staedtischer Raum","maennlich","3341","0.407398008846042","0.396876720640358","0.417919297051725"
"Gut","2016","Staedtischer Raum","weiblich","3570","0.359498132196642","0.349818750600849","0.369177513792435"
"Gut","2016","Laendlicher Raum","maennlich","1811","","",""
"Gut","2016","Laendlicher Raum","weiblich","1919","","",""
"Zufriedenstellend","2016","Staedtischer Raum","maennlich","2434","","",""
"Zufriedenstellend","2016","Staedtischer Raum","weiblich","2791","","",""
"Zufriedenstellend","2016","Laendlicher Raum","maennlich","1383","","",""
"Zufriedenstellend","2016","Laendlicher Raum","weiblich","1609","","",""
"Weniger gut","2016","Staedtischer Raum","maennlich","979","0.133435433843079","0.126154049386336","0.140716818299821"
"Weniger gut","2016","Staedtischer Raum","weiblich","1489","","",""
"Weniger gut","2016","Laendlicher Raum","maennlich","528","0.135711718594106","0.125681842978134","0.145741594210078"
"Weniger gut","2016","Laendlicher Raum","weiblich","752","0.172663989440754","0.162122198537828","0.18320578034368"
"Schlecht","2016","Staedtischer Raum","maennlich","247","","",""
"Schlecht","2016","Staedtischer Raum","weiblich","376","0.0457104959762423","0.0414975379470266","0.049923454005458"
"Schlecht","2016","Laendlicher Raum","maennlich","157","","",""
"Schlecht","2016","Laendlicher Raum","weiblich","191","","",""
"Sehr gut","2017","Staedtischer Raum","maennlich","1613","","",""
"Sehr gut","2017","Staedtischer Raum","weiblich","1387","","",""
"Sehr gut","2017","Laendlicher Raum","maennlich","744","0.0815879791289394","0.0740833882991367","0.0890925699587422"
"Sehr gut","2017","Laendlicher Raum","weiblich","566","0.0701456998577731","0.0634077795171333","0.0768836201984128"
"Gut","2017","Staedtischer Raum","maennlich","3750","0.395849880425167","0.385965429150516","0.405734331699818"
"Gut","2017","Staedtischer Raum","weiblich","4011","0.352214813416137","0.343060572779409","0.361369054052865"
"Gut","2017","Laendlicher Raum","maennlich","2073","","",""
"Gut","2017","Laendlicher Raum","weiblich","2141","","",""
"Zufriedenstellend","2017","Staedtischer Raum","maennlich","2708","","",""
"Zufriedenstellend","2017","Staedtischer Raum","weiblich","3141","0.335072984273433","0.326026919240343","0.344119049306523"
"Zufriedenstellend","2017","Laendlicher Raum","maennlich","1539","","",""
"Zufriedenstellend","2017","Laendlicher Raum","weiblich","1824","","",""
"Weniger gut","2017","Staedtischer Raum","maennlich","1073","","",""
"Weniger gut","2017","Staedtischer Raum","weiblich","1564","","",""
"Weniger gut","2017","Laendlicher Raum","maennlich","589","0.138098180322256","0.128639772682357","0.147556587962155"
"Weniger gut","2017","Laendlicher Raum","weiblich","799","0.172584358977421","0.16261469607515","0.182554021879691"
"Schlecht","2017","Staedtischer Raum","maennlich","259","","",""
"Schlecht","2017","Staedtischer Raum","weiblich","356","0.0382369826902741","0.0345618006691055","0.0419121647114426"
"Schlecht","2017","Laendlicher Raum","maennlich","166","","",""
"Schlecht","2017","Laendlicher Raum","weiblich","189","","",""
"Sehr gut","2018","Staedtischer Raum","maennlich","1670","","",""
"Sehr gut","2018","Staedtischer Raum","weiblich","1367","","",""
"Sehr gut","2018","Laendlicher Raum","maennlich","691","0.0889949756311254","0.0809061076934678","0.0970838435687831"
"Sehr gut","2018","Laendlicher Raum","weiblich","563","0.0728496672637081","0.0658156146085378","0.0798837199188784"
"Gut","2018","Staedtischer Raum","maennlich","3638","0.397322238727592","0.387273699722441","0.407370777732742"
"Gut","2018","Staedtischer Raum","weiblich","3792","0.36027361389858","0.350901172613991","0.369646055183168"
"Gut","2018","Laendlicher Raum","maennlich","1848","","",""
"Gut","2018","Laendlicher Raum","weiblich","2013","","",""
"Zufriedenstellend","2018","Staedtischer Raum","maennlich","2541","","",""
"Zufriedenstellend","2018","Staedtischer Raum","weiblich","3088","0.325835672338319","0.316685662368344","0.334985682308294"
"Zufriedenstellend","2018","Laendlicher Raum","maennlich","1501","","",""
"Zufriedenstellend","2018","Laendlicher Raum","weiblich","1733","","",""
"Weniger gut","2018","Staedtischer Raum","maennlich","999","0.124808357475201","0.118021600197643","0.131595114752759"
"Weniger gut","2018","Staedtischer Raum","weiblich","1476","","",""
"Weniger gut","2018","Laendlicher Raum","maennlich","555","0.127752211721001","0.11826914585716","0.137235277584842"
"Weniger gut","2018","Laendlicher Raum","weiblich","753","0.154728803733447","0.144940659315422","0.164516948151473"
"Schlecht","2018","Staedtischer Raum","maennlich","262","","",""
"Schlecht","2018","Staedtischer Raum","weiblich","356","0.0414575033068953","0.0375657381416988","0.0453492684720917"
"Schlecht","2018","Laendlicher Raum","maennlich","165","","",""
"Schlecht","2018","Laendlicher Raum","weiblich","182","","",""
"Sehr gut","2019","Staedtischer Raum","maennlich","1609","","",""
"Sehr gut","2019","Staedtischer Raum","weiblich","1292","","",""
"Sehr gut","2019","Laendlicher Raum","maennlich","665","0.0891201143914083","0.0810515037641001","0.0971887250187164"
"Sehr gut","2019","Laendlicher Raum","weiblich","521","0.06739671185234","0.0604475742020386","0.0743458495026414"
"Gut","2019","Staedtischer Raum","maennlich","3846","0.411615371117801","0.401556513153935","0.421674229081668"
"Gut","2019","Staedtischer Raum","weiblich","3777","0.378094369177286","0.368405899208354","0.387782839146219"
"Gut","2019","Laendlicher Raum","maennlich","1957","","",""
"Gut","2019","Laendlicher Raum","weiblich","1983","","",""
"Zufriedenstellend","2019","Staedtischer Raum","maennlich","2515","","",""
"Zufriedenstellend","2019","Staedtischer Raum","weiblich","2869","","",""
"Zufriedenstellend","2019","Laendlicher Raum","maennlich","1469","","",""
"Zufriedenstellend","2019","Laendlicher Raum","weiblich","1626","","",""
"Weniger gut","2019","Staedtischer Raum","maennlich","965","0.120093102772449","0.113448796886259","0.126737408658638"
"Weniger gut","2019","Staedtischer Raum","weiblich","1366","","",""
"Weniger gut","2019","Laendlicher Raum","maennlich","549","0.13671793414532","0.126988906500578","0.146446961790063"
"Weniger gut","2019","Laendlicher Raum","weiblich","729","0.172862060909241","0.162381080654274","0.183343041164207"
"Schlecht","2019","Staedtischer Raum","maennlich","260","","",""
"Schlecht","2019","Staedtischer Raum","weiblich","319","0.0394211006274311","0.035533123135209","0.0433090781196532"
"Schlecht","2019","Laendlicher Raum","maennlich","150","","",""
"Schlecht","2019","Laendlicher Raum","weiblich","141","","",""
"Sehr gut","2020","Staedtischer Raum","maennlich","2152","","",""
"Sehr gut","2020","Staedtischer Raum","weiblich","1535","","",""
"Sehr gut","2020","Laendlicher Raum","maennlich","780","0.107572390796124","0.0987256692189496","0.116419112373299"
"Sehr gut","2020","Laendlicher Raum","weiblich","519","0.0699757956059218","0.06279622832121","0.0771553628906337"
"Gut","2020","Staedtischer Raum","maennlich","4168","0.411262850117988","0.401583690144437","0.420942010091538"
"Gut","2020","Staedtischer Raum","weiblich","3992","0.363308241129497","0.353876555355262","0.372739926903731"
"Gut","2020","Laendlicher Raum","maennlich","1928","","",""
"Gut","2020","Laendlicher Raum","weiblich","1976","","",""
"Zufriedenstellend","2020","Staedtischer Raum","maennlich","2408","","",""
"Zufriedenstellend","2020","Staedtischer Raum","weiblich","2829","","",""
"Zufriedenstellend","2020","Laendlicher Raum","maennlich","1390","","",""
"Zufriedenstellend","2020","Laendlicher Raum","weiblich","1499","","",""
"Weniger gut","2020","Staedtischer Raum","maennlich","963","0.120981497636523","0.114566807341192","0.127396187931855"
"Weniger gut","2020","Staedtischer Raum","weiblich","1332","","",""
"Weniger gut","2020","Laendlicher Raum","maennlich","472","0.122773739919621","0.113403428930083","0.13214405090916"
"Weniger gut","2020","Laendlicher Raum","weiblich","704","0.173487543005688","0.162830515867759","0.184144570143618"
"Schlecht","2020","Staedtischer Raum","maennlich","237","","",""
"Schlecht","2020","Staedtischer Raum","weiblich","301","0.0380794036084889","0.0343262031099467","0.0418326041070311"
"Schlecht","2020","Laendlicher Raum","maennlich","142","","",""
"Schlecht","2020","Laendlicher Raum","weiblich","152","","",""
