"ple0008","year","bula_h","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Gut","2001","Sachsen","indirekter Migrationshintergrund","3","","",""
"Gut","2001","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2001","Sachsen-Anhalt","kein Migrationshintergrund","397","0.394065103886895","0.363218557621836","0.424911650151953"
"Gut","2001","Sachsen-Anhalt","direkter Migrationshintergrund","4","","",""
"Gut","2001","Sachsen-Anhalt","indirekter Migrationshintergrund","6","","",""
"Gut","2001","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2001","Thüringen","kein Migrationshintergrund","393","0.37711884970395","0.34620138965191","0.40803630975599"
"Gut","2001","Thüringen","direkter Migrationshintergrund","3","","",""
"Gut","2001","Thüringen","indirekter Migrationshintergrund","2","","",""
"Gut","2001","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2001","Schleswig-Holstein","kein Migrationshintergrund","164","0.300918488651854","0.263527020652606","0.338309956651102"
"Zufriedenstellend","2001","Schleswig-Holstein","direkter Migrationshintergrund","15","","",""
"Zufriedenstellend","2001","Schleswig-Holstein","indirekter Migrationshintergrund","3","","",""
"Zufriedenstellend","2001","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2001","Hamburg","kein Migrationshintergrund","55","0.233558719001702","0.179693131080668","0.287424306922737"
"Zufriedenstellend","2001","Hamburg","direkter Migrationshintergrund","5","","",""
"Zufriedenstellend","2001","Hamburg","indirekter Migrationshintergrund","2","","",""
"Zufriedenstellend","2001","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2001","Niedersachsen","kein Migrationshintergrund","564","0.374637380431252","0.350687236243997","0.398587524618507"
"Zufriedenstellend","2001","Niedersachsen","direkter Migrationshintergrund","75","0.300460889527943","0.241211463495012","0.359710315560874"
"Zufriedenstellend","2001","Niedersachsen","indirekter Migrationshintergrund","9","","",""
"Zufriedenstellend","2001","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2001","Bremen","kein Migrationshintergrund","43","0.367020615382105","0.282185186279955","0.451856044484255"
"Zufriedenstellend","2001","Bremen","direkter Migrationshintergrund","9","","",""
"Zufriedenstellend","2001","Bremen","indirekter Migrationshintergrund","1","","",""
"Zufriedenstellend","2001","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2001","Nordrhein-Westfalen","kein Migrationshintergrund","1248","0.352712853377242","0.337149866066572","0.368275840687912"
"Zufriedenstellend","2001","Nordrhein-Westfalen","direkter Migrationshintergrund","217","0.268201627637514","0.237405865902274","0.298997389372754"
"Zufriedenstellend","2001","Nordrhein-Westfalen","indirekter Migrationshintergrund","47","0.243201183900502","0.187268335586671","0.299134032214334"
"Zufriedenstellend","2001","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2001","Hessen","kein Migrationshintergrund","383","0.355345556556754","0.327048700888594","0.383642412224914"
"Zufriedenstellend","2001","Hessen","direkter Migrationshintergrund","101","0.299218673965885","0.24765873625566","0.35077861167611"
"Zufriedenstellend","2001","Hessen","indirekter Migrationshintergrund","15","","",""
"Zufriedenstellend","2001","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2001","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","392","0.365253134507696","0.33677285945614","0.393733409559253"
"Zufriedenstellend","2001","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","84","0.345018424045273","0.282202111889843","0.407834736200704"
"Zufriedenstellend","2001","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","9","","",""
"Zufriedenstellend","2001","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2001","Baden-Württemberg","kein Migrationshintergrund","531","0.329028485809282","0.307001951613927","0.351055020004637"
"Zufriedenstellend","2001","Baden-Württemberg","direkter Migrationshintergrund","175","0.273627554867404","0.239485705942993","0.307769403791815"
"Zufriedenstellend","2001","Baden-Württemberg","indirekter Migrationshintergrund","33","0.183814022826611","0.129449614005615","0.238178431647608"
"Zufriedenstellend","2001","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2001","Bayern","kein Migrationshintergrund","747","0.301011086548024","0.283055594393438","0.31896657870261"
"Zufriedenstellend","2001","Bayern","direkter Migrationshintergrund","126","0.288109655085658","0.244484862196985","0.33173444797433"
"Zufriedenstellend","2001","Bayern","indirekter Migrationshintergrund","25","","",""
"Zufriedenstellend","2001","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2001","Saarland","kein Migrationshintergrund","","","",""
"Zufriedenstellend","2001","Saarland","direkter Migrationshintergrund","","","",""
"Zufriedenstellend","2001","Saarland","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","2001","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2001","Berlin","kein Migrationshintergrund","234","0.338381453111991","0.30317879426218","0.373584111961802"
"Zufriedenstellend","2001","Berlin","direkter Migrationshintergrund","26","","",""
"Zufriedenstellend","2001","Berlin","indirekter Migrationshintergrund","8","","",""
"Zufriedenstellend","2001","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2001","Brandenburg","kein Migrationshintergrund","358","0.380226251681617","0.349093873996342","0.411358629366892"
"Zufriedenstellend","2001","Brandenburg","direkter Migrationshintergrund","10","","",""
"Zufriedenstellend","2001","Brandenburg","indirekter Migrationshintergrund","2","","",""
"Zufriedenstellend","2001","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2001","Mecklenburg-Vorpommern","kein Migrationshintergrund","167","0.367484150463514","0.325055202309263","0.409913098617765"
"Zufriedenstellend","2001","Mecklenburg-Vorpommern","direkter Migrationshintergrund","6","","",""
"Zufriedenstellend","2001","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","2001","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2001","Sachsen","kein Migrationshintergrund","571","0.369808719777636","0.346154269035932","0.39346317051934"
"Zufriedenstellend","2001","Sachsen","direkter Migrationshintergrund","19","","",""
"Zufriedenstellend","2001","Sachsen","indirekter Migrationshintergrund","2","","",""
"Zufriedenstellend","2001","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2001","Sachsen-Anhalt","kein Migrationshintergrund","304","0.326605003544235","0.29700062604134","0.35620938104713"
"Zufriedenstellend","2001","Sachsen-Anhalt","direkter Migrationshintergrund","14","","",""
"Zufriedenstellend","2001","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","2001","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2001","Thüringen","kein Migrationshintergrund","332","0.374165128672784","0.343296052822268","0.405034204523299"
"Zufriedenstellend","2001","Thüringen","direkter Migrationshintergrund","7","","",""
"Zufriedenstellend","2001","Thüringen","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","2001","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2001","Schleswig-Holstein","kein Migrationshintergrund","61","0.117504612974943","0.0912522831482023","0.143756942801683"
"Weniger gut","2001","Schleswig-Holstein","direkter Migrationshintergrund","6","","",""
"Weniger gut","2001","Schleswig-Holstein","indirekter Migrationshintergrund","1","","",""
"Weniger gut","2001","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2001","Hamburg","kein Migrationshintergrund","29","","",""
"Weniger gut","2001","Hamburg","direkter Migrationshintergrund","5","","",""
"Weniger gut","2001","Hamburg","indirekter Migrationshintergrund","","","",""
"Weniger gut","2001","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2001","Niedersachsen","kein Migrationshintergrund","198","0.141365277759973","0.124126271868247","0.158604283651699"
"Weniger gut","2001","Niedersachsen","direkter Migrationshintergrund","26","","",""
"Weniger gut","2001","Niedersachsen","indirekter Migrationshintergrund","2","","",""
"Weniger gut","2001","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2001","Bremen","kein Migrationshintergrund","17","","",""
"Weniger gut","2001","Bremen","direkter Migrationshintergrund","3","","",""
"Weniger gut","2001","Bremen","indirekter Migrationshintergrund","","","",""
"Weniger gut","2001","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2001","Nordrhein-Westfalen","kein Migrationshintergrund","452","0.136877313393008","0.125682010946775","0.14807261583924"
"Weniger gut","2001","Nordrhein-Westfalen","direkter Migrationshintergrund","120","0.160859807783727","0.135320709415537","0.186398906151918"
"Weniger gut","2001","Nordrhein-Westfalen","indirekter Migrationshintergrund","16","","",""
"Weniger gut","2001","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2001","Hessen","kein Migrationshintergrund","147","0.152558275833638","0.131300292993491","0.173816258673785"
"Weniger gut","2001","Hessen","direkter Migrationshintergrund","42","0.158981649648047","0.117809550283477","0.200153749012617"
"Weniger gut","2001","Hessen","indirekter Migrationshintergrund","3","","",""
"Weniger gut","2001","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2001","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","147","0.139185731313972","0.118711905345538","0.159659557282407"
"Weniger gut","2001","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","24","","",""
"Weniger gut","2001","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Weniger gut","2001","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2001","Baden-Württemberg","kein Migrationshintergrund","205","0.117891055712253","0.102773592580485","0.13300851884402"
"Weniger gut","2001","Baden-Württemberg","direkter Migrationshintergrund","96","0.133334197677099","0.107301207946277","0.159367187407922"
"Weniger gut","2001","Baden-Württemberg","indirekter Migrationshintergrund","10","","",""
"Weniger gut","2001","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2001","Bayern","kein Migrationshintergrund","324","0.143386329069114","0.129667492017028","0.157105166121201"
"Weniger gut","2001","Bayern","direkter Migrationshintergrund","54","0.139281959638342","0.105929658178723","0.17263426109796"
"Weniger gut","2001","Bayern","indirekter Migrationshintergrund","3","","",""
"Weniger gut","2001","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2001","Saarland","kein Migrationshintergrund","","","",""
"Weniger gut","2001","Saarland","direkter Migrationshintergrund","","","",""
"Weniger gut","2001","Saarland","indirekter Migrationshintergrund","","","",""
"Weniger gut","2001","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2001","Berlin","kein Migrationshintergrund","96","0.141134111057236","0.115231292161463","0.167036929953008"
"Weniger gut","2001","Berlin","direkter Migrationshintergrund","11","","",""
"Weniger gut","2001","Berlin","indirekter Migrationshintergrund","1","","",""
"Weniger gut","2001","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2001","Brandenburg","kein Migrationshintergrund","129","0.152112384020533","0.129080679223049","0.175144088818017"
"Weniger gut","2001","Brandenburg","direkter Migrationshintergrund","2","","",""
"Weniger gut","2001","Brandenburg","indirekter Migrationshintergrund","","","",""
"Weniger gut","2001","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2001","Mecklenburg-Vorpommern","kein Migrationshintergrund","59","0.127676984092203","0.0983071004335044","0.157046867750901"
"Weniger gut","2001","Mecklenburg-Vorpommern","direkter Migrationshintergrund","4","","",""
"Weniger gut","2001","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Weniger gut","2001","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2001","Sachsen","kein Migrationshintergrund","182","0.12704416658128","0.110726366813146","0.143361966349415"
"Weniger gut","2001","Sachsen","direkter Migrationshintergrund","8","","",""
"Weniger gut","2001","Sachsen","indirekter Migrationshintergrund","1","","",""
"Weniger gut","2001","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2001","Sachsen-Anhalt","kein Migrationshintergrund","155","0.17199089727391","0.148168807289801","0.195812987258018"
"Weniger gut","2001","Sachsen-Anhalt","direkter Migrationshintergrund","12","","",""
"Weniger gut","2001","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Weniger gut","2001","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2001","Thüringen","kein Migrationshintergrund","102","0.130040297591887","0.108584204774578","0.151496390409196"
"Weniger gut","2001","Thüringen","direkter Migrationshintergrund","6","","",""
"Weniger gut","2001","Thüringen","indirekter Migrationshintergrund","","","",""
"Weniger gut","2001","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2001","Schleswig-Holstein","kein Migrationshintergrund","23","","",""
"Schlecht","2001","Schleswig-Holstein","direkter Migrationshintergrund","2","","",""
"Schlecht","2001","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Schlecht","2001","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2001","Hamburg","kein Migrationshintergrund","13","","",""
"Schlecht","2001","Hamburg","direkter Migrationshintergrund","2","","",""
"Schlecht","2001","Hamburg","indirekter Migrationshintergrund","","","",""
"Schlecht","2001","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2001","Niedersachsen","kein Migrationshintergrund","53","0.0397063054933216","0.0300442751364252","0.0493683358502181"
"Schlecht","2001","Niedersachsen","direkter Migrationshintergrund","4","","",""
"Schlecht","2001","Niedersachsen","indirekter Migrationshintergrund","2","","",""
"Schlecht","2001","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2001","Bremen","kein Migrationshintergrund","5","","",""
"Schlecht","2001","Bremen","direkter Migrationshintergrund","3","","",""
"Schlecht","2001","Bremen","indirekter Migrationshintergrund","","","",""
"Schlecht","2001","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2001","Nordrhein-Westfalen","kein Migrationshintergrund","139","0.0443368235168236","0.0376322903698577","0.0510413566637895"
"Schlecht","2001","Nordrhein-Westfalen","direkter Migrationshintergrund","27","","",""
"Schlecht","2001","Nordrhein-Westfalen","indirekter Migrationshintergrund","1","","",""
"Schlecht","2001","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2001","Hessen","kein Migrationshintergrund","31","0.0307003062106762","0.0205014930385334","0.0408991193828189"
"Schlecht","2001","Hessen","direkter Migrationshintergrund","13","","",""
"Schlecht","2001","Hessen","indirekter Migrationshintergrund","1","","",""
"Schlecht","2001","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2001","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","39","0.0383139582090884","0.0269601360367696","0.0496677803814071"
"Schlecht","2001","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","6","","",""
"Schlecht","2001","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Schlecht","2001","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2001","Baden-Württemberg","kein Migrationshintergrund","58","0.0382321886770951","0.0292428638008414","0.0472215135533487"
"Schlecht","2001","Baden-Württemberg","direkter Migrationshintergrund","33","0.0496678655536613","0.0330297974818931","0.0663059336254295"
"Schlecht","2001","Baden-Württemberg","indirekter Migrationshintergrund","1","","",""
"Schlecht","2001","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2001","Bayern","kein Migrationshintergrund","72","0.0335963083554268","0.0265429492823029","0.0406496674285508"
"Schlecht","2001","Bayern","direkter Migrationshintergrund","16","","",""
"Schlecht","2001","Bayern","indirekter Migrationshintergrund","4","","",""
"Schlecht","2001","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2001","Saarland","kein Migrationshintergrund","","","",""
"Schlecht","2001","Saarland","direkter Migrationshintergrund","","","",""
"Schlecht","2001","Saarland","indirekter Migrationshintergrund","","","",""
"Schlecht","2001","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2001","Berlin","kein Migrationshintergrund","24","","",""
"Schlecht","2001","Berlin","direkter Migrationshintergrund","2","","",""
"Schlecht","2001","Berlin","indirekter Migrationshintergrund","","","",""
"Schlecht","2001","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2001","Brandenburg","kein Migrationshintergrund","39","0.0441414772917652","0.0309681678619621","0.0573147867215684"
"Schlecht","2001","Brandenburg","direkter Migrationshintergrund","","","",""
"Schlecht","2001","Brandenburg","indirekter Migrationshintergrund","","","",""
"Schlecht","2001","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2001","Mecklenburg-Vorpommern","kein Migrationshintergrund","18","","",""
"Schlecht","2001","Mecklenburg-Vorpommern","direkter Migrationshintergrund","1","","",""
"Schlecht","2001","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Schlecht","2001","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2001","Sachsen","kein Migrationshintergrund","48","0.0353275383167834","0.0262819935307694","0.0443730831027973"
"Schlecht","2001","Sachsen","direkter Migrationshintergrund","","","",""
"Schlecht","2001","Sachsen","indirekter Migrationshintergrund","","","",""
"Schlecht","2001","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2001","Sachsen-Anhalt","kein Migrationshintergrund","54","0.0628249310827446","0.0475074995449119","0.0781423626205773"
"Schlecht","2001","Sachsen-Anhalt","direkter Migrationshintergrund","2","","",""
"Schlecht","2001","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Schlecht","2001","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2001","Thüringen","kein Migrationshintergrund","36","0.0433052019474401","0.0303208931872505","0.0562895107076298"
"Schlecht","2001","Thüringen","direkter Migrationshintergrund","2","","",""
"Schlecht","2001","Thüringen","indirekter Migrationshintergrund","","","",""
"Schlecht","2001","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2002","Schleswig-Holstein","kein Migrationshintergrund","105","0.126017850999568","0.100245995321957","0.151789706677178"
"Sehr gut","2002","Schleswig-Holstein","direkter Migrationshintergrund","12","","",""
"Sehr gut","2002","Schleswig-Holstein","indirekter Migrationshintergrund","3","","",""
"Sehr gut","2002","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2002","Hamburg","kein Migrationshintergrund","48","0.132569792824192","0.0936745734772144","0.171465012171169"
"Sehr gut","2002","Hamburg","direkter Migrationshintergrund","4","","",""
"Sehr gut","2002","Hamburg","indirekter Migrationshintergrund","3","","",""
"Sehr gut","2002","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2002","Niedersachsen","kein Migrationshintergrund","146","0.0798720790484446","0.0670154901508082","0.092728667946081"
"Sehr gut","2002","Niedersachsen","direkter Migrationshintergrund","23","","",""
"Sehr gut","2002","Niedersachsen","indirekter Migrationshintergrund","13","","",""
"Sehr gut","2002","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2002","Bremen","kein Migrationshintergrund","20","","",""
"Sehr gut","2002","Bremen","direkter Migrationshintergrund","","","",""
"Sehr gut","2002","Bremen","indirekter Migrationshintergrund","","","",""
"Sehr gut","2002","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2002","Nordrhein-Westfalen","kein Migrationshintergrund","346","0.0817536726809777","0.0731191547791015","0.0903881905828539"
"Sehr gut","2002","Nordrhein-Westfalen","direkter Migrationshintergrund","94","0.120417241942031","0.0973701360147393","0.143464347869323"
"Sehr gut","2002","Nordrhein-Westfalen","indirekter Migrationshintergrund","56","0.235317922514303","0.180256348013379","0.290379497015226"
"Sehr gut","2002","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2002","Hessen","kein Migrationshintergrund","108","0.0710528064657702","0.0569563846933958","0.0851492282381447"
"Sehr gut","2002","Hessen","direkter Migrationshintergrund","22","","",""
"Sehr gut","2002","Hessen","indirekter Migrationshintergrund","14","","",""
"Sehr gut","2002","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2002","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","115","0.103742168286957","0.0859317943404015","0.121552542233512"
"Sehr gut","2002","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","19","","",""
"Sehr gut","2002","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","7","","",""
"Sehr gut","2002","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2002","Baden-Württemberg","kein Migrationshintergrund","219","0.0898667305113521","0.0772249484167591","0.102508512605945"
"Sehr gut","2002","Baden-Württemberg","direkter Migrationshintergrund","47","0.0816689685916334","0.0601815639906721","0.103156373192595"
"Sehr gut","2002","Baden-Württemberg","indirekter Migrationshintergrund","49","0.167382373474852","0.116153988024576","0.218610758925128"
"Sehr gut","2002","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2002","Bayern","kein Migrationshintergrund","335","0.110848742595115","0.0991107741989664","0.122586710991264"
"Sehr gut","2002","Bayern","direkter Migrationshintergrund","38","0.104928028190148","0.0747821755131433","0.135073880867153"
"Sehr gut","2002","Bayern","indirekter Migrationshintergrund","23","","",""
"Sehr gut","2002","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2002","Saarland","kein Migrationshintergrund","","","",""
"Sehr gut","2002","Saarland","direkter Migrationshintergrund","","","",""
"Sehr gut","2002","Saarland","indirekter Migrationshintergrund","","","",""
"Sehr gut","2002","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2002","Berlin","kein Migrationshintergrund","74","0.0936170636835634","0.0723840172038399","0.114850110163287"
"Sehr gut","2002","Berlin","direkter Migrationshintergrund","4","","",""
"Sehr gut","2002","Berlin","indirekter Migrationshintergrund","6","","",""
"Sehr gut","2002","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2002","Brandenburg","kein Migrationshintergrund","54","0.0570239993877498","0.0422471556968159","0.0718008430786837"
"Sehr gut","2002","Brandenburg","direkter Migrationshintergrund","","","",""
"Sehr gut","2002","Brandenburg","indirekter Migrationshintergrund","","","",""
"Sehr gut","2002","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2002","Mecklenburg-Vorpommern","kein Migrationshintergrund","48","0.101233890674618","0.0747681455260928","0.127699635823143"
"Sehr gut","2002","Mecklenburg-Vorpommern","direkter Migrationshintergrund","2","","",""
"Sehr gut","2002","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Sehr gut","2002","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2002","Sachsen","kein Migrationshintergrund","145","0.0788137212073569","0.0656439049536588","0.091983537461055"
"Sehr gut","2002","Sachsen","direkter Migrationshintergrund","1","","",""
"Sehr gut","2002","Sachsen","indirekter Migrationshintergrund","1","","",""
"Sehr gut","2002","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2002","Sachsen-Anhalt","kein Migrationshintergrund","69","0.0679212697919253","0.0517849738632914","0.0840575657205592"
"Sehr gut","2002","Sachsen-Anhalt","direkter Migrationshintergrund","1","","",""
"Sehr gut","2002","Sachsen-Anhalt","indirekter Migrationshintergrund","1","","",""
"Sehr gut","2002","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2002","Thüringen","kein Migrationshintergrund","71","0.0651185034132835","0.0493706003736834","0.0808664064528836"
"Sehr gut","2002","Thüringen","direkter Migrationshintergrund","","","",""
"Sehr gut","2002","Thüringen","indirekter Migrationshintergrund","","","",""
"Sehr gut","2002","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2002","Schleswig-Holstein","kein Migrationshintergrund","253","0.379586395718507","0.341900889747875","0.417271901689139"
"Gut","2002","Schleswig-Holstein","direkter Migrationshintergrund","27","","",""
"Gut","2002","Schleswig-Holstein","indirekter Migrationshintergrund","4","","",""
"Gut","2002","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2002","Hamburg","kein Migrationshintergrund","137","0.435664105014618","0.378791726417642","0.492536483611595"
"Gut","2002","Hamburg","direkter Migrationshintergrund","10","","",""
"Gut","2002","Hamburg","indirekter Migrationshintergrund","3","","",""
"Gut","2002","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2002","Niedersachsen","kein Migrationshintergrund","684","0.355906016162295","0.333199712383601","0.37861231994099"
"Gut","2002","Niedersachsen","direkter Migrationshintergrund","92","0.400826867130288","0.334702513300966","0.466951220959611"
"Gut","2002","Niedersachsen","indirekter Migrationshintergrund","24","","",""
"Gut","2002","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2002","Bremen","kein Migrationshintergrund","58","0.342330140664865","0.265626502733898","0.419033778595831"
"Gut","2002","Bremen","direkter Migrationshintergrund","8","","",""
"Gut","2002","Bremen","indirekter Migrationshintergrund","4","","",""
"Gut","2002","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2002","Nordrhein-Westfalen","kein Migrationshintergrund","1557","0.377261379502552","0.361986459913569","0.392536299091535"
"Gut","2002","Nordrhein-Westfalen","direkter Migrationshintergrund","294","0.384192183270622","0.34974683603689","0.418637530504355"
"Gut","2002","Nordrhein-Westfalen","indirekter Migrationshintergrund","110","0.461990164537773","0.397277074170507","0.52670325490504"
"Gut","2002","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2002","Hessen","kein Migrationshintergrund","554","0.390123729889593","0.363360112938886","0.416887346840299"
"Gut","2002","Hessen","direkter Migrationshintergrund","106","0.345556849616764","0.291012171704686","0.400101527528841"
"Gut","2002","Hessen","indirekter Migrationshintergrund","34","0.399996469062898","0.2852328981798","0.514760039945997"
"Gut","2002","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2002","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","446","0.363868762527615","0.335767576897593","0.391969948157637"
"Gut","2002","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","85","0.377338669853918","0.312395600727426","0.44228173898041"
"Gut","2002","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","13","","",""
"Gut","2002","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2002","Baden-Württemberg","kein Migrationshintergrund","880","0.426041797007847","0.404183185483037","0.447900408532656"
"Gut","2002","Baden-Württemberg","direkter Migrationshintergrund","254","0.389832127713819","0.351565580413191","0.428098675014447"
"Gut","2002","Baden-Württemberg","indirekter Migrationshintergrund","117","0.570926367489382","0.503007729023375","0.63884500595539"
"Gut","2002","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2002","Bayern","kein Migrationshintergrund","1142","0.368339167616279","0.350304603418321","0.386373731814237"
