"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2013","kein Migrationshintergrund","Laendlicher Raum","7.91","7.5","8556","5","7","9","10","10","7.87","7.95","0","10","8","8"
"2013","kein Migrationshintergrund","Staedtischer Raum","7.88","7.5","13491","5","7","9","10","10","7.85","7.91","0","10","8","8"
"2013","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","","","","","","","","","","","",""
"2013","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","","","","","","","","","","","",""
"2014","direkter Migrationshintergrund","Laendlicher Raum","7.76","7.5","1286","5","7","9","10","10","7.65","7.87","0","10","8","8"
"2014","direkter Migrationshintergrund","Staedtischer Raum","7.39","7.5","3822","4","6","9","10","10","7.32","7.46","0","10","8","8"
"2014","indirekter Migrationshintergrund","Laendlicher Raum","7.79","7.5","325","5","7","9","10","10","7.58","8","0","10","8","9"
"2014","indirekter Migrationshintergrund","Staedtischer Raum","7.41","7.5","1449","4","6","9","10","10","7.29","7.53","0","10","8","8"
"2014","kein Migrationshintergrund","Laendlicher Raum","7.95","7.5","7822","5","7","9","10","10","7.91","7.99","0","10","8","8"
"2014","kein Migrationshintergrund","Staedtischer Raum","7.91","7.5","12279","5","7","9","10","10","7.88","7.94","0","10","8","8"
"2014","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","","","","","","","","","","","",""
"2014","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","","","","","","","","","","","",""
"2015","direkter Migrationshintergrund","Laendlicher Raum","7.98","7.5","1101","5","7","9","10","10","7.86","8.1","0","10","8","8"
"2015","direkter Migrationshintergrund","Staedtischer Raum","7.46","7.5","3201","5","6","9","10","10","7.38","7.54","0","10","8","8"
"2015","indirekter Migrationshintergrund","Laendlicher Raum","7.73","7.5","301","5","7","9","10","10","7.51","7.95","0","10","8","9"
"2015","indirekter Migrationshintergrund","Staedtischer Raum","7.68","7.5","1310","5","7","9","10","10","7.56","7.8","0","10","8","8"
"2015","kein Migrationshintergrund","Laendlicher Raum","7.87","7.5","7449","5","7","9","10","10","7.83","7.91","0","10","8","8"
"2015","kein Migrationshintergrund","Staedtischer Raum","7.96","7.5","11568","5","7","9","10","10","7.93","7.99","0","10","8","8"
"2015","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","","","","","","","","","","","",""
"2015","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","","","","","","","","","","","",""
"2016","direkter Migrationshintergrund","Laendlicher Raum","7.89","7.5","1239","5","7","9","10","10","7.78","8","0","10","8","8"
"2016","direkter Migrationshintergrund","Staedtischer Raum","7.43","7.5","3527","4","6","9","10","10","7.36","7.5","0","10","8","8"
"2016","indirekter Migrationshintergrund","Laendlicher Raum","7.68","7.5","307","4","7","9","10","10","7.44","7.92","0","10","8","9"
"2016","indirekter Migrationshintergrund","Staedtischer Raum","7.61","7.5","1231","4","7","9","10","10","7.48","7.74","0","10","8","8"
"2016","kein Migrationshintergrund","Laendlicher Raum","7.99","7.5","6937","6","7","9","10","10","7.95","8.03","0","10","8","8"
"2016","kein Migrationshintergrund","Staedtischer Raum","7.95","7.5","10819","5","7","9","10","10","7.92","7.98","0","10","8","8"
"2016","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","","","","","","","","","","","",""
"2016","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","","","","","","","","","","","",""
"2017","direkter Migrationshintergrund","Laendlicher Raum","7.69","7.5","1183","5","7","9","10","10","7.57","7.81","0","10","8","8"
"2017","direkter Migrationshintergrund","Staedtischer Raum","7.5","7.5","3359","5","6","9","10","10","7.42","7.58","0","10","8","8"
"2017","indirekter Migrationshintergrund","Laendlicher Raum","7.55","7.5","299","5","7","9","10","10","7.31","7.79","0","10","8","8"
"2017","indirekter Migrationshintergrund","Staedtischer Raum","7.57","7.5","1373","5","7","9","10","10","7.45","7.69","0","10","8","8"
"2017","kein Migrationshintergrund","Laendlicher Raum","7.96","7.5","7877","6","7","9","10","10","7.92","8","0","10","8","8"
"2017","kein Migrationshintergrund","Staedtischer Raum","7.92","7.5","12232","5","7","9","10","10","7.89","7.95","0","10","8","8"
"2017","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","","","","","","","","","","","",""
"2017","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","","","","","","","","","","","",""
"2018","direkter Migrationshintergrund","Laendlicher Raum","7.74","7.5","1123","5","7","9","10","10","7.62","7.86","0","10","8","8"
"2018","direkter Migrationshintergrund","Staedtischer Raum","7.46","7.5","3248","5","6","9","10","10","7.38","7.54","0","10","8","8"
"2018","indirekter Migrationshintergrund","Laendlicher Raum","7.86","7.5","319","5","7","9","10","10","7.63","8.09","0","10","8","8"
"2018","indirekter Migrationshintergrund","Staedtischer Raum","7.62","7.5","1367","4","7","9","10","10","7.5","7.74","0","10","8","8"
"2018","kein Migrationshintergrund","Laendlicher Raum","7.86","7.5","7511","5","7","9","10","10","7.82","7.9","0","10","8","8"
"2018","kein Migrationshintergrund","Staedtischer Raum","7.93","7.5","11913","5","7","9","10","10","7.9","7.96","0","10","8","8"
"2018","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","","","","","","","","","","","",""
"2018","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","","","","","","","","","","","",""
"2019","direkter Migrationshintergrund","Laendlicher Raum","7.76","7.5","985","5","7","9","10","10","7.63","7.89","0","10","8","8"
"2019","direkter Migrationshintergrund","Staedtischer Raum","7.51","7.5","2832","5","6","9","10","10","7.43","7.59","0","10","8","8"
"2019","indirekter Migrationshintergrund","Laendlicher Raum","7.9","7.5","364","5","7","9","10","10","7.69","8.11","0","10","8","9"
"2019","indirekter Migrationshintergrund","Staedtischer Raum","7.67","7.5","1407","5","7","9","10","10","7.56","7.78","0","10","8","8"
"2019","kein Migrationshintergrund","Laendlicher Raum","7.99","7.5","7491","5","7","9","10","10","7.95","8.03","0","10","8","8"
"2019","kein Migrationshintergrund","Staedtischer Raum","8","7.5","12099","6","7","9","10","10","7.97","8.03","0","10","8","8"
"2019","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","","","","","","","","","","","",""
"2019","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","","","","","","","","","","","",""
"2020","direkter Migrationshintergrund","Laendlicher Raum","7.46","7.5","1364","5","7","9","10","10","7.34","7.58","0","10","8","8"
"2020","direkter Migrationshintergrund","Staedtischer Raum","7.52","7.5","4049","5","6","9","10","10","7.45","7.59","0","10","8","8"
"2020","indirekter Migrationshintergrund","Laendlicher Raum","7.74","7.5","336","5","7","9","10","10","7.52","7.96","0","10","8","9"
"2020","indirekter Migrationshintergrund","Staedtischer Raum","7.61","7.5","1321","5","7","9","10","10","7.49","7.73","0","10","8","8"
"2020","kein Migrationshintergrund","Laendlicher Raum","7.94","7.5","6984","6","7","9","10","10","7.9","7.98","0","10","8","8"
"2020","kein Migrationshintergrund","Staedtischer Raum","8","7.5","11577","6","7","9","10","10","7.97","8.03","0","10","8","8"
"2020","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","","","","","","","","","","","",""
"2020","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","","","","","","","","","","","",""
