,Unnamed: 0,year,regtyp,sampreg,m11126,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
350,350,2010,Rural regions,West,Very good,0.09599,617,24306,0.08492,0.10924
351,351,2010,Rural regions,West,Good,0.36512,1961,24306,0.34427,0.38409
352,352,2010,Rural regions,West,Satisfactory,0.35587,1552,24306,0.33604,0.37715
353,353,2010,Rural regions,West,Poor,0.13804,567,24306,0.12519,0.15259
354,354,2010,Rural regions,West,Bad,0.04498,160,24306,0.03801,0.05057
355,355,2010,Rural regions,East,Very good,0.06094,298,24306,0.05133,0.07201
356,356,2010,Rural regions,East,Good,0.37825,1518,24306,0.35392,0.40227
357,357,2010,Rural regions,East,Satisfactory,0.35186,1179,24306,0.33191,0.37274
358,358,2010,Rural regions,East,Poor,0.16625,479,24306,0.15144,0.18247
359,359,2010,Rural regions,East,Bad,0.04269,135,24306,0.03584,0.04883
360,360,2011,Urban regions,West,Very good,0.11297,2019,28868,0.10698,0.12051
361,361,2011,Urban regions,West,Good,0.38575,6682,28868,0.37395,0.39405
362,362,2011,Urban regions,West,Satisfactory,0.30585,4825,28868,0.2968,0.3156
363,363,2011,Urban regions,West,Poor,0.15299,2174,28868,0.14675,0.15968
364,364,2011,Urban regions,West,Bad,0.04244,569,28868,0.03892,0.04551
365,365,2011,Urban regions,East,Very good,0.10819,233,28868,0.09228,0.12722
366,366,2011,Urban regions,East,Good,0.36925,901,28868,0.34356,0.3941
367,367,2011,Urban regions,East,Satisfactory,0.33647,680,28868,0.31125,0.35997
368,368,2011,Urban regions,East,Poor,0.13957,288,28868,0.12314,0.15432
369,369,2011,Urban regions,East,Bad,0.04652,94,28868,0.03965,0.05444
370,370,2011,Rural regions,West,Very good,0.08909,713,28868,0.08007,0.09688
371,371,2011,Rural regions,West,Good,0.38212,2556,28868,0.3655,0.40066
372,372,2011,Rural regions,West,Satisfactory,0.34397,1944,28868,0.32836,0.35906
373,373,2011,Rural regions,West,Poor,0.14159,793,28868,0.13046,0.15236
374,374,2011,Rural regions,West,Bad,0.04323,211,28868,0.03748,0.04878
375,375,2011,Rural regions,East,Very good,0.07954,343,28868,0.06966,0.0895
376,376,2011,Rural regions,East,Good,0.33731,1652,28868,0.32096,0.35689
377,377,2011,Rural regions,East,Satisfactory,0.3802,1428,28868,0.35821,0.40031
378,378,2011,Rural regions,East,Poor,0.16085,596,28868,0.14972,0.17374
379,379,2011,Rural regions,East,Bad,0.04209,167,28868,0.03678,0.04804
380,380,2012,Urban regions,West,Very good,0.10758,1847,28140,0.10143,0.11395
381,381,2012,Urban regions,West,Good,0.38841,6537,28140,0.37778,0.39842
382,382,2012,Urban regions,West,Satisfactory,0.32603,4811,28140,0.31809,0.33414
383,383,2012,Urban regions,West,Poor,0.14163,2007,28140,0.13521,0.14747
384,384,2012,Urban regions,West,Bad,0.03636,511,28140,0.03397,0.03908
385,385,2012,Urban regions,East,Very good,0.09026,188,28140,0.07579,0.1076
386,386,2012,Urban regions,East,Good,0.38703,899,28140,0.35987,0.41486
387,387,2012,Urban regions,East,Satisfactory,0.3403,672,28140,0.3152,0.3647
388,388,2012,Urban regions,East,Poor,0.1354,283,28140,0.12274,0.15234
389,389,2012,Urban regions,East,Bad,0.04702,77,28140,0.03844,0.05697
390,390,2012,Rural regions,West,Very good,0.10878,725,28140,0.09725,0.12208
391,391,2012,Rural regions,West,Good,0.37465,2521,28140,0.36008,0.39147
392,392,2012,Rural regions,West,Satisfactory,0.33863,1983,28140,0.3239,0.35613
393,393,2012,Rural regions,West,Poor,0.13638,750,28140,0.12658,0.14665
394,394,2012,Rural regions,West,Bad,0.04157,209,28140,0.03622,0.04685
395,395,2012,Rural regions,East,Very good,0.06686,299,28140,0.05814,0.07796
396,396,2012,Rural regions,East,Good,0.36645,1694,28140,0.34601,0.38476
397,397,2012,Rural regions,East,Satisfactory,0.35963,1380,28140,0.33988,0.38038
398,398,2012,Rural regions,East,Poor,0.16455,588,28140,0.15294,0.17937
399,399,2012,Rural regions,East,Bad,0.04251,159,28140,0.03622,0.04923
400,400,2013,Urban regions,West,Very good,0.11654,2565,31155,0.11142,0.1222
401,401,2013,Urban regions,West,Good,0.37463,7386,31155,0.36544,0.38523
402,402,2013,Urban regions,West,Satisfactory,0.31802,5319,31155,0.3084,0.32725
403,403,2013,Urban regions,West,Poor,0.14799,2374,31155,0.142,0.15535
404,404,2013,Urban regions,West,Bad,0.04282,653,31155,0.03962,0.04577
405,405,2013,Urban regions,East,Very good,0.093,212,31155,0.07759,0.10996
406,406,2013,Urban regions,East,Good,0.36153,844,31155,0.3349,0.39017
407,407,2013,Urban regions,East,Satisfactory,0.34006,700,31155,0.31345,0.36436
408,408,2013,Urban regions,East,Poor,0.15897,319,31155,0.14055,0.17466
409,409,2013,Urban regions,East,Bad,0.04644,75,31155,0.03708,0.05783
410,410,2013,Rural regions,West,Very good,0.10868,883,31155,0.09902,0.11922
411,411,2013,Rural regions,West,Good,0.37563,2687,31155,0.36185,0.39284
412,412,2013,Rural regions,West,Satisfactory,0.33384,2030,31155,0.31971,0.34697
413,413,2013,Rural regions,West,Poor,0.14358,866,31155,0.13412,0.15557
414,414,2013,Rural regions,West,Bad,0.03828,193,31155,0.03222,0.04394
415,415,2013,Rural regions,East,Very good,0.07242,327,31155,0.06155,0.08325
416,416,2013,Rural regions,East,Good,0.35625,1569,31155,0.336,0.3765
417,417,2013,Rural regions,East,Satisfactory,0.36758,1401,31155,0.34676,0.38663
418,418,2013,Rural regions,East,Poor,0.15193,582,31155,0.13902,0.16397
419,419,2013,Rural regions,East,Bad,0.05182,170,31155,0.04322,0.06062
420,420,2014,Urban regions,West,Very good,0.10986,1913,27627,0.10374,0.11551
421,421,2014,Urban regions,West,Good,0.37584,6481,27627,0.36482,0.38702
422,422,2014,Urban regions,West,Satisfactory,0.32101,4863,27627,0.31073,0.33088
423,423,2014,Urban regions,West,Poor,0.15483,2234,27627,0.14836,0.16145
424,424,2014,Urban regions,West,Bad,0.03846,541,27627,0.03586,0.04132
425,425,2014,Urban regions,East,Very good,0.08519,182,27627,0.07149,0.0978
426,426,2014,Urban regions,East,Good,0.38798,801,27627,0.35754,0.41502
427,427,2014,Urban regions,East,Satisfactory,0.32541,615,27627,0.29839,0.3502
428,428,2014,Urban regions,East,Poor,0.15584,289,27627,0.13935,0.171
429,429,2014,Urban regions,East,Bad,0.04558,72,27627,0.03519,0.05668
430,430,2014,Rural regions,West,Very good,0.10439,674,27627,0.09232,0.11525
431,431,2014,Rural regions,West,Good,0.37421,2365,27627,0.35584,0.39269
432,432,2014,Rural regions,West,Satisfactory,0.336,1942,27627,0.32073,0.35256
433,433,2014,Rural regions,West,Poor,0.14758,774,27627,0.13897,0.16033
434,434,2014,Rural regions,West,Bad,0.03782,181,27627,0.03284,0.04381
435,435,2014,Rural regions,East,Very good,0.07309,271,27627,0.06028,0.08663
436,436,2014,Rural regions,East,Good,0.35427,1470,27627,0.32748,0.37627
437,437,2014,Rural regions,East,Satisfactory,0.35889,1268,27627,0.33861,0.37926
438,438,2014,Rural regions,East,Poor,0.16974,544,27627,0.155,0.18329
439,439,2014,Rural regions,East,Bad,0.044,147,27627,0.03784,0.05104
440,440,2015,Urban regions,West,Very good,0.11298,2040,27304,0.1036,0.11912
441,441,2015,Urban regions,West,Good,0.37609,6479,27304,0.36579,0.38735
442,442,2015,Urban regions,West,Satisfactory,0.32196,4710,27304,0.31097,0.33241
443,443,2015,Urban regions,West,Poor,0.15006,2162,27304,0.14378,0.15603
444,444,2015,Urban regions,West,Bad,0.03891,474,27304,0.03538,0.04255
445,445,2015,Urban regions,East,Very good,0.10857,203,27304,0.09071,0.13484
446,446,2015,Urban regions,East,Good,0.375,750,27304,0.34324,0.40887
447,447,2015,Urban regions,East,Satisfactory,0.31949,645,27304,0.29176,0.34741
448,448,2015,Urban regions,East,Poor,0.14829,276,27304,0.13179,0.167
449,449,2015,Urban regions,East,Bad,0.04865,78,27304,0.03822,0.06004
450,450,2015,Rural regions,West,Very good,0.10028,742,27304,0.08982,0.11167
451,451,2015,Rural regions,West,Good,0.39049,2409,27304,0.37153,0.41538
452,452,2015,Rural regions,West,Satisfactory,0.31922,1860,27304,0.3008,0.33489
453,453,2015,Rural regions,West,Poor,0.14972,756,27304,0.13777,0.16178
454,454,2015,Rural regions,West,Bad,0.0403,184,27304,0.03345,0.04616
455,455,2015,Rural regions,East,Very good,0.05955,243,27304,0.05082,0.06802
456,456,2015,Rural regions,East,Good,0.35228,1378,27304,0.32979,0.37597
457,457,2015,Rural regions,East,Satisfactory,0.36786,1244,27304,0.34933,0.38835
458,458,2015,Rural regions,East,Poor,0.16705,523,27304,0.15203,0.18344
459,459,2015,Rural regions,East,Bad,0.05326,148,27304,0.043,0.06683
460,460,2016,Urban regions,West,Very good,0.10437,2475,27758,0.09805,0.11206
461,461,2016,Urban regions,West,Good,0.38263,6294,27758,0.36955,0.39491
462,462,2016,Urban regions,West,Satisfactory,0.31935,4665,27758,0.3089,0.33152
463,463,2016,Urban regions,West,Poor,0.15404,2188,27758,0.14566,0.16265
464,464,2016,Urban regions,West,Bad,0.03961,547,27758,0.03614,0.04345
465,465,2016,Urban regions,East,Very good,0.10213,248,27758,0.08133,0.12346
466,466,2016,Urban regions,East,Good,0.39953,776,27758,0.36334,0.44084
467,467,2016,Urban regions,East,Satisfactory,0.31061,604,27758,0.28449,0.34356
468,468,2016,Urban regions,East,Poor,0.14954,293,27758,0.13252,0.16836
469,469,2016,Urban regions,East,Bad,0.03818,77,27758,0.02973,0.0501
470,470,2016,Rural regions,West,Very good,0.0887,805,27758,0.07934,0.09958
471,471,2016,Rural regions,West,Good,0.39211,2393,27758,0.36985,0.41066
472,472,2016,Rural regions,West,Satisfactory,0.33761,1830,27758,0.32011,0.35513
473,473,2016,Rural regions,West,Poor,0.14171,736,27758,0.13012,0.15297
474,474,2016,Rural regions,West,Bad,0.03988,194,27758,0.03436,0.04574
475,475,2016,Rural regions,East,Very good,0.0698,331,27758,0.05634,0.08373
476,476,2016,Rural regions,East,Good,0.36534,1427,27758,0.34418,0.39133
477,477,2016,Rural regions,East,Satisfactory,0.34397,1173,27758,0.3253,0.36532
478,478,2016,Rural regions,East,Poor,0.17676,548,27758,0.16057,0.19969
479,479,2016,Rural regions,East,Bad,0.04413,154,27758,0.0365,0.05251
480,480,2017,Urban regions,West,Very good,0.11738,2899,31098,0.11115,0.12362
481,481,2017,Urban regions,West,Good,0.37089,7039,31098,0.35988,0.38147
482,482,2017,Urban regions,West,Satisfactory,0.32628,5220,31098,0.31628,0.33636
483,483,2017,Urban regions,West,Poor,0.1505,2348,31098,0.14408,0.15684
484,484,2017,Urban regions,West,Bad,0.03495,544,31098,0.03193,0.03874
485,485,2017,Urban regions,East,Very good,0.09539,302,31098,0.07638,0.12024
486,486,2017,Urban regions,East,Good,0.40301,892,31098,0.37169,0.43734
487,487,2017,Urban regions,East,Satisfactory,0.30931,677,31098,0.28463,0.3359
488,488,2017,Urban regions,East,Poor,0.1479,305,31098,0.12992,0.16367
489,489,2017,Urban regions,East,Bad,0.04439,71,31098,0.03401,0.06043
490,490,2017,Rural regions,West,Very good,0.09211,1033,31098,0.08369,0.10011
491,491,2017,Rural regions,West,Good,0.374,2669,31098,0.35482,0.39016
492,492,2017,Rural regions,West,Satisfactory,0.34506,2057,31098,0.3286,0.36322
493,493,2017,Rural regions,West,Poor,0.15772,840,31098,0.14425,0.17236
494,494,2017,Rural regions,West,Bad,0.03111,185,31098,0.02633,0.03655
495,495,2017,Rural regions,East,Very good,0.05337,353,31098,0.04426,0.06099
496,496,2017,Rural regions,East,Good,0.40115,1625,31098,0.37822,0.42407
497,497,2017,Rural regions,East,Satisfactory,0.34146,1314,31098,0.32204,0.36243
498,498,2017,Rural regions,East,Poor,0.15035,555,31098,0.13422,0.16238
499,499,2017,Rural regions,East,Bad,0.05366,170,31098,0.04489,0.06556
500,500,2018,Urban regions,West,Very good,0.11953,2926,29749,0.11369,0.12644
501,501,2018,Urban regions,West,Good,0.37434,6675,29749,0.36365,0.38556
502,502,2018,Urban regions,West,Satisfactory,0.32012,4975,29749,0.30942,0.33119
503,503,2018,Urban regions,West,Poor,0.1504,2240,29749,0.14223,0.15703
504,504,2018,Urban regions,West,Bad,0.03561,540,29749,0.03209,0.03919
505,505,2018,Urban regions,East,Very good,0.10089,297,29749,0.08402,0.12099
506,506,2018,Urban regions,East,Good,0.42203,895,29749,0.38981,0.45484
507,507,2018,Urban regions,East,Satisfactory,0.31285,698,29749,0.28601,0.3393
508,508,2018,Urban regions,East,Poor,0.12618,251,29749,0.10915,0.14371
509,509,2018,Urban regions,East,Bad,0.03805,78,29749,0.02878,0.048
510,510,2018,Rural regions,West,Very good,0.09133,928,29749,0.08117,0.1012
511,511,2018,Rural regions,West,Good,0.36544,2416,29749,0.3485,0.38327
512,512,2018,Rural regions,West,Satisfactory,0.3685,1971,29749,0.3455,0.38664
513,513,2018,Rural regions,West,Poor,0.13622,759,29749,0.12364,0.1459
514,514,2018,Rural regions,West,Bad,0.03852,198,29749,0.03192,0.04443
515,515,2018,Rural regions,East,Very good,0.06891,403,29749,0.05863,0.07934
516,516,2018,Rural regions,East,Good,0.39997,1523,29749,0.3713,0.42491
517,517,2018,Rural regions,East,Satisfactory,0.34231,1276,29749,0.32197,0.36571
518,518,2018,Rural regions,East,Poor,0.1469,550,29749,0.13364,0.16077
519,519,2018,Rural regions,East,Bad,0.04191,150,29749,0.03493,0.04811
520,520,2019,Urban regions,West,Very good,0.11478,2773,28981,0.10705,0.12199
521,521,2019,Urban regions,West,Good,0.39085,6844,28981,0.37754,0.40167
522,522,2019,Urban regions,West,Satisfactory,0.31369,4781,28981,0.30241,0.32618
523,523,2019,Urban regions,West,Poor,0.14537,2049,28981,0.13815,0.15281
524,524,2019,Urban regions,West,Bad,0.03532,496,28981,0.03247,0.03918
525,525,2019,Urban regions,East,Very good,0.09868,269,28981,0.07913,0.11776
526,526,2019,Urban regions,East,Good,0.42385,887,28981,0.38598,0.46916
527,527,2019,Urban regions,East,Satisfactory,0.29666,623,28981,0.26464,0.33013
528,528,2019,Urban regions,East,Poor,0.13359,287,28981,0.11708,0.15318
529,529,2019,Urban regions,East,Bad,0.04722,82,28981,0.03466,0.0606
530,530,2019,Rural regions,West,Very good,0.08869,871,28981,0.07921,0.09825
531,531,2019,Rural regions,West,Good,0.37541,2396,28981,0.3568,0.39502
532,532,2019,Rural regions,West,Satisfactory,0.35137,1861,28981,0.33088,0.37199
533,533,2019,Rural regions,West,Poor,0.15209,737,28981,0.13745,0.16566
534,534,2019,Rural regions,West,Bad,0.03245,161,28981,0.02601,0.03775
535,535,2019,Rural regions,East,Very good,0.06283,369,28981,0.05254,0.07682
536,536,2019,Rural regions,East,Good,0.39188,1591,28981,0.36641,0.41596
537,537,2019,Rural regions,East,Satisfactory,0.34775,1234,28981,0.32753,0.37022
538,538,2019,Rural regions,East,Poor,0.16053,542,28981,0.14313,0.17834
539,539,2019,Rural regions,East,Bad,0.03702,128,28981,0.031,0.04207
540,540,2020,Urban regions,West,Very good,0.12338,3431,29855,0.11603,0.13124
541,541,2020,Urban regions,West,Good,0.38752,7414,29855,0.3744,0.40119
542,542,2020,Urban regions,West,Satisfactory,0.31367,4649,29855,0.30219,0.32536
543,543,2020,Urban regions,West,Poor,0.14141,2013,29855,0.13427,0.14854
544,544,2020,Urban regions,West,Bad,0.03402,478,29855,0.03021,0.0377
545,545,2020,Urban regions,East,Very good,0.13354,391,29855,0.10941,0.16095
546,546,2020,Urban regions,East,Good,0.39488,890,29855,0.35944,0.43306
547,547,2020,Urban regions,East,Satisfactory,0.29218,610,29855,0.26295,0.32188
548,548,2020,Urban regions,East,Poor,0.1457,276,29855,0.12617,0.16954
549,549,2020,Urban regions,East,Bad,0.0337,57,29855,0.02227,0.04694
550,550,2020,Rural regions,West,Very good,0.09716,963,29855,0.08649,0.11029
551,551,2020,Rural regions,West,Good,0.38047,2439,29855,0.36057,0.40557
552,552,2020,Rural regions,West,Satisfactory,0.33996,1686,29855,0.31955,0.35811
553,553,2020,Rural regions,West,Poor,0.14476,688,29855,0.1326,0.16051
554,554,2020,Rural regions,West,Bad,0.03765,179,29855,0.03128,0.04476
555,555,2020,Rural regions,East,Very good,0.08143,389,29855,0.06911,0.09488
556,556,2020,Rural regions,East,Good,0.3718,1507,29855,0.34718,0.39708
557,557,2020,Rural regions,East,Satisfactory,0.36411,1204,29855,0.34273,0.38486
558,558,2020,Rural regions,East,Poor,0.14847,479,29855,0.13485,0.16453
559,559,2020,Rural regions,East,Bad,0.0342,112,29855,0.02756,0.0428
560,560,2021,Urban regions,West,Very good,0.13257,2123,19910,0.12407,0.1429
561,561,2021,Urban regions,West,Good,0.37151,4743,19910,0.35522,0.3848
562,562,2021,Urban regions,West,Satisfactory,0.30656,3179,19910,0.29061,0.32046
563,563,2021,Urban regions,West,Poor,0.14994,1517,19910,0.13886,0.16099
564,564,2021,Urban regions,West,Bad,0.03942,412,19910,0.03474,0.04505
565,565,2021,Urban regions,East,Very good,0.15056,259,19910,0.1236,0.18174
566,566,2021,Urban regions,East,Good,0.40968,633,19910,0.35963,0.46043
567,567,2021,Urban regions,East,Satisfactory,0.28432,438,19910,0.25045,0.31387
568,568,2021,Urban regions,East,Poor,0.12026,184,19910,0.10059,0.14414
569,569,2021,Urban regions,East,Bad,0.03518,43,19910,0.01814,0.05889
570,570,2021,Rural regions,West,Very good,0.10669,572,19910,0.09082,0.12374
571,571,2021,Rural regions,West,Good,0.35979,1571,19910,0.33428,0.3874
572,572,2021,Rural regions,West,Satisfactory,0.34717,1172,19910,0.32123,0.36947
573,573,2021,Rural regions,West,Poor,0.14554,498,19910,0.12886,0.16095
574,574,2021,Rural regions,West,Bad,0.04081,146,19910,0.03294,0.05296
575,575,2021,Rural regions,East,Very good,0.10071,265,19910,0.07951,0.12847
576,576,2021,Rural regions,East,Good,0.38999,985,19910,0.35998,0.41953
577,577,2021,Rural regions,East,Satisfactory,0.30352,738,19910,0.27648,0.33959
578,578,2021,Rural regions,East,Poor,0.16384,349,19910,0.1433,0.18573
579,579,2021,Rural regions,East,Bad,0.04194,83,19910,0.03311,0.05028
