year,bula_h,sex,m11126,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2001,Bavaria,female,Satisfactory,0.30336,484,21119,0.30297,0.30376
2001,Bavaria,female,Poor,0.14725,208,21119,0.14694,0.14755
2001,Bavaria,female,Bad,0.04305,55,21119,0.04287,0.04322
2001,Berlin,male,Very good,0.12777,48,21119,0.12721,0.12834
2001,Berlin,male,Good,0.41170,157,21119,0.41087,0.41253
2001,Berlin,male,Satisfactory,0.32634,121,21119,0.32555,0.32713
2001,Berlin,male,Poor,0.13419,45,21119,0.13361,0.13476
2001,Berlin,female,Very good,0.07528,38,21119,0.07484,0.07572
2001,Berlin,female,Good,0.38742,144,21119,0.38661,0.38824
2001,Berlin,female,Satisfactory,0.38448,147,21119,0.38367,0.38529
2001,Berlin,female,Poor,0.15281,63,21119,0.15221,0.15341
2001,Brandenburg,male,Very good,0.06940,31,21119,0.06892,0.06989
2001,Brandenburg,male,Good,0.40480,191,21119,0.40387,0.40574
2001,Brandenburg,male,Satisfactory,0.38669,169,21119,0.38576,0.38762
2001,Brandenburg,male,Poor,0.13910,59,21119,0.13844,0.13976
2001,Brandenburg,female,Good,0.35815,162,21119,0.35720,0.35910
2001,Brandenburg,female,Satisfactory,0.45227,201,21119,0.45128,0.45326
2001,Brandenburg,female,Poor,0.18958,72,21119,0.18880,0.19036
2001,Mecklenburg-Western Pomerania,male,Good,0.51522,101,21119,0.51380,0.51665
2001,Mecklenburg-Western Pomerania,male,Satisfactory,0.48478,78,21119,0.48335,0.48620
2001,Mecklenburg-Western Pomerania,female,Good,0.39486,108,21119,0.39367,0.39606
2001,Mecklenburg-Western Pomerania,female,Satisfactory,0.44411,95,21119,0.44289,0.44533
2001,Mecklenburg-Western Pomerania,female,Poor,0.16103,37,21119,0.16013,0.16193
2001,Saxony,male,Very good,0.07012,63,21119,0.06975,0.07049
2001,Saxony,male,Good,0.45587,350,21119,0.45514,0.45660
2001,Saxony,male,Satisfactory,0.34934,268,21119,0.34864,0.35003
2001,Saxony,male,Poor,0.12467,83,21119,0.12419,0.12516
2001,Saxony,female,Very good,0.07164,65,21119,0.07127,0.07200
2001,Saxony,female,Good,0.36192,331,21119,0.36125,0.36260
2001,Saxony,female,Satisfactory,0.42180,324,21119,0.42110,0.42250
2001,Saxony,female,Poor,0.14464,108,21119,0.14414,0.14514
2001,Saxony-Anhalt,male,Good,0.47826,208,21119,0.47728,0.47925
2001,Saxony-Anhalt,male,Satisfactory,0.35040,152,21119,0.34946,0.35134
2001,Saxony-Anhalt,male,Poor,0.17134,72,21119,0.17059,0.17208
2001,Saxony-Anhalt,female,Very good,0.04720,33,21119,0.04680,0.04759
2001,Saxony-Anhalt,female,Good,0.37200,199,21119,0.37111,0.37290
2001,Saxony-Anhalt,female,Satisfactory,0.36363,166,21119,0.36274,0.36453
2001,Saxony-Anhalt,female,Poor,0.21717,95,21119,0.21640,0.21793
2001,Thuringa,male,Very good,0.09493,44,21119,0.09433,0.09552
2001,Thuringa,male,Good,0.41831,202,21119,0.41731,0.41931
2001,Thuringa,male,Satisfactory,0.35736,157,21119,0.35639,0.35834
2001,Thuringa,male,Poor,0.12939,48,21119,0.12871,0.13007
2001,Thuringa,female,Very good,0.05877,37,21119,0.05830,0.05925
2001,Thuringa,female,Good,0.35862,196,21119,0.35765,0.35960
2001,Thuringa,female,Satisfactory,0.42764,182,21119,0.42664,0.42864
2001,Thuringa,female,Poor,0.15496,60,21119,0.15423,0.15569
2002,Schleswig-Holstein,male,Very good,0.14668,64,22413,0.14603,0.14733
2002,Schleswig-Holstein,male,Good,0.40486,131,22413,0.40396,0.40576
2002,Schleswig-Holstein,male,Satisfactory,0.34379,104,22413,0.34292,0.34466
2002,Schleswig-Holstein,male,Poor,0.10467,31,22413,0.10411,0.10523
2002,Schleswig-Holstein,female,Very good,0.13100,56,22413,0.13041,0.13159
2002,Schleswig-Holstein,female,Good,0.38689,153,22413,0.38604,0.38774
2002,Schleswig-Holstein,female,Satisfactory,0.37462,115,22413,0.37378,0.37546
2002,Schleswig-Holstein,female,Poor,0.10749,38,22413,0.10695,0.10803
2002,Hamburg,male,Good,0.63220,69,22413,0.63063,0.63376
2002,Hamburg,male,Satisfactory,0.36780,36,22413,0.36624,0.36937
2002,Hamburg,female,Good,0.65892,81,22413,0.65749,0.66034
2002,Hamburg,female,Satisfactory,0.34108,36,22413,0.33966,0.34251
2002,Lower Saxony,male,Very good,0.09154,93,22413,0.09122,0.09186
2002,Lower Saxony,male,Good,0.41167,418,22413,0.41112,0.41222
2002,Lower Saxony,male,Satisfactory,0.36517,317,22413,0.36464,0.36571
2002,Lower Saxony,male,Poor,0.13162,110,22413,0.13124,0.13199
2002,Lower Saxony,female,Very good,0.07967,89,22413,0.07938,0.07996
2002,Lower Saxony,female,Good,0.32975,382,22413,0.32925,0.33026
2002,Lower Saxony,female,Satisfactory,0.38379,365,22413,0.38326,0.38431
2002,Lower Saxony,female,Poor,0.16228,137,22413,0.16189,0.16268
2002,Lower Saxony,female,Bad,0.04450,34,22413,0.04428,0.04473
2002,Bremen,male,Good,1.00000,33,22413,1.00000,1.00000
2002,Bremen,female,Good,1.00000,37,22413,1.00000,1.00000
2002,North Rhine-Westphalia,male,Very good,0.10677,261,22413,0.10654,0.10699
2002,North Rhine-Westphalia,male,Good,0.40464,983,22413,0.40428,0.40500
2002,North Rhine-Westphalia,male,Satisfactory,0.33664,785,22413,0.33629,0.33698
2002,North Rhine-Westphalia,male,Poor,0.12273,264,22413,0.12249,0.12297
2002,North Rhine-Westphalia,male,Bad,0.02922,67,22413,0.02910,0.02935
2002,North Rhine-Westphalia,female,Very good,0.08072,235,22413,0.08053,0.08092
2002,North Rhine-Westphalia,female,Good,0.35918,978,22413,0.35884,0.35952
2002,North Rhine-Westphalia,female,Satisfactory,0.35788,859,22413,0.35753,0.35822
2002,North Rhine-Westphalia,female,Poor,0.15458,342,22413,0.15432,0.15483
2002,North Rhine-Westphalia,female,Bad,0.04764,88,22413,0.04749,0.04780
2002,Hesse,male,Very good,0.09537,84,22413,0.09500,0.09574
2002,Hesse,male,Good,0.41796,350,22413,0.41734,0.41858
2002,Hesse,male,Satisfactory,0.31437,231,22413,0.31379,0.31496
2002,Hesse,male,Poor,0.12255,91,22413,0.12214,0.12296
2002,Hesse,male,Bad,0.04975,33,22413,0.04948,0.05002
2002,Hesse,female,Very good,0.06204,60,22413,0.06174,0.06235
2002,Hesse,female,Good,0.36473,344,22413,0.36412,0.36534
2002,Hesse,female,Satisfactory,0.37744,278,22413,0.37683,0.37806
2002,Hesse,female,Poor,0.19578,137,22413,0.19528,0.19628
2002,"Rhineland-Palatinate, Saarland",male,Very good,0.11482,67,22413,0.11437,0.11527
2002,"Rhineland-Palatinate, Saarland",male,Good,0.39536,266,22413,0.39467,0.39605
2002,"Rhineland-Palatinate, Saarland",male,Satisfactory,0.36001,212,22413,0.35933,0.36069
2002,"Rhineland-Palatinate, Saarland",male,Poor,0.12981,79,22413,0.12934,0.13029
2002,"Rhineland-Palatinate, Saarland",female,Very good,0.10482,74,22413,0.10441,0.10523
2002,"Rhineland-Palatinate, Saarland",female,Good,0.37063,278,22413,0.36998,0.37127
2002,"Rhineland-Palatinate, Saarland",female,Satisfactory,0.37031,252,22413,0.36967,0.37095
2002,"Rhineland-Palatinate, Saarland",female,Poor,0.15424,100,22413,0.15376,0.15472
2002,Baden-Wuerttemberg,male,Very good,0.09305,159,22413,0.09277,0.09333
2002,Baden-Wuerttemberg,male,Good,0.46455,660,22413,0.46407,0.46502
2002,Baden-Wuerttemberg,male,Satisfactory,0.31444,387,22413,0.31399,0.31488
2002,Baden-Wuerttemberg,male,Poor,0.10221,131,22413,0.10192,0.10250
2002,Baden-Wuerttemberg,male,Bad,0.02575,35,22413,0.02560,0.02590
2002,Baden-Wuerttemberg,female,Very good,0.09118,156,22413,0.09091,0.09145
2002,Baden-Wuerttemberg,female,Good,0.38906,591,22413,0.38861,0.38952
2002,Baden-Wuerttemberg,female,Satisfactory,0.32401,425,22413,0.32357,0.32444
2002,Baden-Wuerttemberg,female,Poor,0.15027,201,22413,0.14994,0.15060
2002,Baden-Wuerttemberg,female,Bad,0.04548,49,22413,0.04529,0.04568
2002,Bavaria,male,Very good,0.12898,205,22413,0.12867,0.12928
2002,Bavaria,male,Good,0.38190,654,22413,0.38146,0.38234
2002,Bavaria,male,Satisfactory,0.32755,478,22413,0.32712,0.32797
2002,Bavaria,male,Poor,0.12661,173,22413,0.12631,0.12691
2002,Bavaria,male,Bad,0.03497,43,22413,0.03480,0.03514
2002,Bavaria,female,Very good,0.09716,191,22413,0.09691,0.09742
2002,Bavaria,female,Good,0.36477,688,22413,0.36435,0.36518
2002,Bavaria,female,Satisfactory,0.34585,545,22413,0.34544,0.34626
2002,Bavaria,female,Poor,0.14415,216,22413,0.14385,0.14445
2002,Bavaria,female,Bad,0.04807,56,22413,0.04788,0.04825
2002,Berlin,male,Very good,0.12477,52,22413,0.12420,0.12534
2002,Berlin,male,Good,0.34737,149,22413,0.34655,0.34819
2002,Berlin,male,Satisfactory,0.38486,140,22413,0.38402,0.38570
2002,Berlin,male,Poor,0.14300,46,22413,0.14240,0.14360
2002,Berlin,female,Very good,0.06206,32,22413,0.06166,0.06246
2002,Berlin,female,Good,0.31793,150,22413,0.31716,0.31871
2002,Berlin,female,Satisfactory,0.45667,162,22413,0.45584,0.45750
2002,Berlin,female,Poor,0.16334,68,22413,0.16272,0.16395
2002,Brandenburg,male,Good,0.42968,184,22413,0.42872,0.43064
2002,Brandenburg,male,Satisfactory,0.41942,188,22413,0.41846,0.42038
2002,Brandenburg,male,Poor,0.15090,57,22413,0.15020,0.15159
2002,Brandenburg,female,Very good,0.06941,32,22413,0.06893,0.06989
2002,Brandenburg,female,Good,0.35107,172,22413,0.35017,0.35197
2002,Brandenburg,female,Satisfactory,0.37795,182,22413,0.37704,0.37886
2002,Brandenburg,female,Poor,0.20157,87,22413,0.20082,0.20233
2002,Mecklenburg-Western Pomerania,male,Good,0.38097,97,22413,0.37971,0.38223
2002,Mecklenburg-Western Pomerania,male,Satisfactory,0.41713,78,22413,0.41585,0.41841
2002,Mecklenburg-Western Pomerania,male,Poor,0.20190,36,22413,0.20085,0.20294
2002,Mecklenburg-Western Pomerania,female,Very good,0.11760,32,22413,0.11687,0.11834
2002,Mecklenburg-Western Pomerania,female,Good,0.34421,115,22413,0.34313,0.34529
2002,Mecklenburg-Western Pomerania,female,Satisfactory,0.35562,87,22413,0.35453,0.35671
2002,Mecklenburg-Western Pomerania,female,Poor,0.18257,41,22413,0.18169,0.18345
2002,Saxony,male,Very good,0.09073,78,22413,0.09032,0.09114
2002,Saxony,male,Good,0.43369,344,22413,0.43298,0.43439
2002,Saxony,male,Satisfactory,0.36064,273,22413,0.35995,0.36132
2002,Saxony,male,Poor,0.11495,93,22413,0.11449,0.11540
2002,Saxony,female,Very good,0.07123,69,22413,0.07086,0.07159
2002,Saxony,female,Good,0.37607,331,22413,0.37538,0.37676
2002,Saxony,female,Satisfactory,0.38948,299,22413,0.38878,0.39017
2002,Saxony,female,Poor,0.16322,115,22413,0.16270,0.16375
2002,Saxony-Anhalt,male,Very good,0.07328,31,22413,0.07276,0.07379
2002,Saxony-Anhalt,male,Good,0.41938,194,22413,0.41840,0.42036
2002,Saxony-Anhalt,male,Satisfactory,0.38421,159,22413,0.38324,0.38517
2002,Saxony-Anhalt,male,Poor,0.12314,52,22413,0.12248,0.12379
2002,Saxony-Anhalt,female,Very good,0.07222,40,22413,0.07173,0.07270
2002,Saxony-Anhalt,female,Good,0.36523,195,22413,0.36432,0.36614
2002,Saxony-Anhalt,female,Satisfactory,0.39602,177,22413,0.39510,0.39694
2002,Saxony-Anhalt,female,Poor,0.16653,73,22413,0.16583,0.16724
2002,Thuringa,male,Very good,0.07440,37,22413,0.07388,0.07493
2002,Thuringa,male,Good,0.46443,223,22413,0.46343,0.46543
2002,Thuringa,male,Satisfactory,0.32081,151,22413,0.31987,0.32174
2002,Thuringa,male,Poor,0.14036,53,22413,0.13966,0.14105
2002,Thuringa,female,Very good,0.05576,34,22413,0.05529,0.05623
2002,Thuringa,female,Good,0.42353,212,22413,0.42252,0.42454
2002,Thuringa,female,Satisfactory,0.36199,161,22413,0.36100,0.36297
2002,Thuringa,female,Poor,0.15872,62,22413,0.15797,0.15947
2003,Schleswig-Holstein,male,Very good,0.19554,63,21401,0.19481,0.19628
2003,Schleswig-Holstein,male,Good,0.41277,122,21401,0.41186,0.41368
2003,Schleswig-Holstein,male,Satisfactory,0.39169,102,21401,0.39078,0.39259
2003,Schleswig-Holstein,female,Very good,0.09151,39,21401,0.09100,0.09202
2003,Schleswig-Holstein,female,Good,0.44073,155,21401,0.43986,0.44160
2003,Schleswig-Holstein,female,Satisfactory,0.30794,98,21401,0.30713,0.30876
2003,Schleswig-Holstein,female,Poor,0.15981,42,21401,0.15917,0.16046
2003,Hamburg,male,Good,1.00000,61,21401,1.00000,1.00000
2003,Hamburg,female,Good,0.41215,59,21401,0.41086,0.41344
2003,Hamburg,female,Satisfactory,0.34012,45,21401,0.33888,0.34137
2003,Hamburg,female,Poor,0.24773,31,21401,0.24660,0.24886
2003,Lower Saxony,male,Very good,0.09713,107,21401,0.09680,0.09745
2003,Lower Saxony,male,Good,0.41438,388,21401,0.41383,0.41493
2003,Lower Saxony,male,Satisfactory,0.35269,293,21401,0.35216,0.35322
2003,Lower Saxony,male,Poor,0.13581,103,21401,0.13542,0.13619
2003,Lower Saxony,female,Very good,0.07268,81,21401,0.07240,0.07296
2003,Lower Saxony,female,Good,0.35716,392,21401,0.35665,0.35768
2003,Lower Saxony,female,Satisfactory,0.35328,344,21401,0.35277,0.35379
2003,Lower Saxony,female,Poor,0.17201,135,21401,0.17161,0.17241
2003,Lower Saxony,female,Bad,0.04487,33,21401,0.04465,0.04509
2003,Bremen,male,Good,1.00000,31,21401,1.00000,1.00000
2003,North Rhine-Westphalia,male,Very good,0.09134,214,21401,0.09113,0.09155
2003,North Rhine-Westphalia,male,Good,0.42844,987,21401,0.42808,0.42880
2003,North Rhine-Westphalia,male,Satisfactory,0.32690,737,21401,0.32656,0.32725
2003,North Rhine-Westphalia,male,Poor,0.12245,260,21401,0.12221,0.12269
2003,North Rhine-Westphalia,male,Bad,0.03086,63,21401,0.03073,0.03098
2003,North Rhine-Westphalia,female,Very good,0.06986,197,21401,0.06967,0.07004
2003,North Rhine-Westphalia,female,Good,0.36948,954,21401,0.36913,0.36983
2003,North Rhine-Westphalia,female,Satisfactory,0.34821,804,21401,0.34787,0.34856
2003,North Rhine-Westphalia,female,Poor,0.15970,348,21401,0.15944,0.15997
2003,North Rhine-Westphalia,female,Bad,0.05274,97,21401,0.05258,0.05290
2003,Hesse,male,Very good,0.09987,79,21401,0.09950,0.10024
2003,Hesse,male,Good,0.43334,328,21401,0.43273,0.43395
2003,Hesse,male,Satisfactory,0.30042,213,21401,0.29985,0.30098
2003,Hesse,male,Poor,0.11134,75,21401,0.11095,0.11173
2003,Hesse,male,Bad,0.05503,34,21401,0.05475,0.05532
2003,Hesse,female,Very good,0.09143,71,21401,0.09106,0.09179
2003,Hesse,female,Good,0.38279,308,21401,0.38218,0.38341
2003,Hesse,female,Satisfactory,0.35483,251,21401,0.35422,0.35543
2003,Hesse,female,Poor,0.17095,106,21401,0.17048,0.17143
2003,"Rhineland-Palatinate, Saarland",male,Very good,0.13121,72,21401,0.13073,0.13168
2003,"Rhineland-Palatinate, Saarland",male,Good,0.43988,280,21401,0.43918,0.44058
2003,"Rhineland-Palatinate, Saarland",male,Satisfactory,0.30637,179,21401,0.30572,0.30702
2003,"Rhineland-Palatinate, Saarland",male,Poor,0.12254,83,21401,0.12208,0.12300
2003,"Rhineland-Palatinate, Saarland",female,Very good,0.10611,71,21401,0.10571,0.10652
2003,"Rhineland-Palatinate, Saarland",female,Good,0.38295,279,21401,0.38231,0.38359
2003,"Rhineland-Palatinate, Saarland",female,Satisfactory,0.34851,241,21401,0.34789,0.34914
2003,"Rhineland-Palatinate, Saarland",female,Poor,0.16242,109,21401,0.16194,0.16291
2003,Baden-Wuerttemberg,male,Very good,0.14326,212,21401,0.14292,0.14360
2003,Baden-Wuerttemberg,male,Good,0.42811,579,21401,0.42763,0.42859
2003,Baden-Wuerttemberg,male,Satisfactory,0.31125,350,21401,0.31080,0.31170
2003,Baden-Wuerttemberg,male,Poor,0.11737,137,21401,0.11706,0.11768
2003,Baden-Wuerttemberg,female,Very good,0.11653,181,21401,0.11623,0.11683
2003,Baden-Wuerttemberg,female,Good,0.35953,543,21401,0.35909,0.35998
2003,Baden-Wuerttemberg,female,Satisfactory,0.31156,401,21401,0.31113,0.31199
2003,Baden-Wuerttemberg,female,Poor,0.15958,197,21401,0.15924,0.15992
2003,Baden-Wuerttemberg,female,Bad,0.05280,57,21401,0.05259,0.05301
2003,Bavaria,male,Very good,0.11802,180,21401,0.11773,0.11832
2003,Bavaria,male,Good,0.42235,662,21401,0.42190,0.42280
2003,Bavaria,male,Satisfactory,0.30386,425,21401,0.30344,0.30428
2003,Bavaria,male,Poor,0.12190,165,21401,0.12160,0.12220
2003,Bavaria,male,Bad,0.03388,41,21401,0.03371,0.03404
2003,Bavaria,female,Very good,0.07122,155,21401,0.07100,0.07144
2003,Bavaria,female,Good,0.40432,728,21401,0.40390,0.40474
2003,Bavaria,female,Satisfactory,0.32514,508,21401,0.32474,0.32554
2003,Bavaria,female,Poor,0.15526,203,21401,0.15496,0.15557
2003,Bavaria,female,Bad,0.04406,53,21401,0.04388,0.04423
2003,Berlin,male,Very good,0.12082,54,21401,0.12028,0.12137
2003,Berlin,male,Good,0.40579,157,21401,0.40497,0.40662
2003,Berlin,male,Satisfactory,0.33395,128,21401,0.33316,0.33475
2003,Berlin,male,Poor,0.13943,52,21401,0.13885,0.14001
2003,Berlin,female,Very good,0.07891,34,21401,0.07846,0.07937
2003,Berlin,female,Good,0.38672,158,21401,0.38590,0.38754
2003,Berlin,female,Satisfactory,0.37076,147,21401,0.36994,0.37157
2003,Berlin,female,Poor,0.16361,60,21401,0.16298,0.16423
2003,Brandenburg,male,Good,0.40782,178,21401,0.40686,0.40878
2003,Brandenburg,male,Satisfactory,0.44748,177,21401,0.44651,0.44845
2003,Brandenburg,male,Poor,0.14470,56,21401,0.14401,0.14538
2003,Brandenburg,female,Very good,0.06818,34,21401,0.06770,0.06866
2003,Brandenburg,female,Good,0.39735,182,21401,0.39642,0.39829
2003,Brandenburg,female,Satisfactory,0.36836,167,21401,0.36744,0.36928
2003,Brandenburg,female,Poor,0.16611,72,21401,0.16540,0.16682
2003,Mecklenburg-Western Pomerania,male,Good,0.43716,91,21401,0.43580,0.43852
2003,Mecklenburg-Western Pomerania,male,Satisfactory,0.56284,98,21401,0.56148,0.56420
2003,Mecklenburg-Western Pomerania,female,Very good,0.10039,32,21401,0.09969,0.10108
2003,Mecklenburg-Western Pomerania,female,Good,0.35587,113,21401,0.35476,0.35698
2003,Mecklenburg-Western Pomerania,female,Satisfactory,0.37689,89,21401,0.37576,0.37801
2003,Mecklenburg-Western Pomerania,female,Poor,0.16685,43,21401,0.16599,0.16772
2003,Saxony,male,Very good,0.07460,62,21401,0.07423,0.07498
2003,Saxony,male,Good,0.45350,349,21401,0.45279,0.45421
2003,Saxony,male,Satisfactory,0.34493,262,21401,0.34425,0.34561
2003,Saxony,male,Poor,0.12696,94,21401,0.12649,0.12744
2003,Saxony,female,Very good,0.06736,61,21401,0.06700,0.06773
2003,Saxony,female,Good,0.39455,337,21401,0.39384,0.39526
2003,Saxony,female,Satisfactory,0.36751,271,21401,0.36681,0.36822
2003,Saxony,female,Poor,0.17057,120,21401,0.17003,0.17112
2003,Saxony-Anhalt,male,Very good,0.06293,35,21401,0.06244,0.06342
2003,Saxony-Anhalt,male,Good,0.41580,172,21401,0.41480,0.41679
2003,Saxony-Anhalt,male,Satisfactory,0.39350,155,21401,0.39252,0.39449
2003,Saxony-Anhalt,male,Poor,0.12776,52,21401,0.12709,0.12844
2003,Saxony-Anhalt,female,Very good,0.05363,32,21401,0.05321,0.05406
2003,Saxony-Anhalt,female,Good,0.44287,215,21401,0.44193,0.44381
2003,Saxony-Anhalt,female,Satisfactory,0.33601,150,21401,0.33511,0.33690
2003,Saxony-Anhalt,female,Poor,0.16749,77,21401,0.16678,0.16820
2003,Thuringa,male,Very good,0.08629,32,21401,0.08572,0.08686
2003,Thuringa,male,Good,0.41848,204,21401,0.41748,0.41948
2003,Thuringa,male,Satisfactory,0.35540,156,21401,0.35444,0.35637
2003,Thuringa,male,Poor,0.13983,55,21401,0.13913,0.14053
2003,Thuringa,female,Good,0.46777,229,21401,0.46672,0.46881
2003,Thuringa,female,Satisfactory,0.36722,148,21401,0.36621,0.36823
2003,Thuringa,female,Poor,0.16501,70,21401,0.16424,0.16579
2004,Schleswig-Holstein,male,Very good,0.25015,71,20788,0.24934,0.25096
2004,Schleswig-Holstein,male,Good,0.44807,126,20788,0.44714,0.44900
2004,Schleswig-Holstein,male,Satisfactory,0.30177,79,20788,0.30091,0.30263
2004,Schleswig-Holstein,female,Very good,0.14543,52,20788,0.14483,0.14603
2004,Schleswig-Holstein,female,Good,0.40525,149,20788,0.40442,0.40609
2004,Schleswig-Holstein,female,Satisfactory,0.32782,104,20788,0.32702,0.32862
2004,Schleswig-Holstein,female,Poor,0.12150,37,20788,0.12094,0.12206
2004,Hamburg,male,Good,0.62848,60,20788,0.62695,0.63001
2004,Hamburg,male,Satisfactory,0.37152,38,20788,0.36999,0.37305
2004,Hamburg,female,Good,0.64753,73,20788,0.64604,0.64901
2004,Hamburg,female,Satisfactory,0.35247,33,20788,0.35099,0.35396
2004,Lower Saxony,male,Very good,0.09620,100,20788,0.09587,0.09653
2004,Lower Saxony,male,Good,0.41674,380,20788,0.41620,0.41729
2004,Lower Saxony,male,Satisfactory,0.34023,300,20788,0.33971,0.34076
2004,Lower Saxony,male,Poor,0.14682,103,20788,0.14643,0.14721
2004,Lower Saxony,female,Very good,0.07804,90,20788,0.07775,0.07833
2004,Lower Saxony,female,Good,0.36248,370,20788,0.36196,0.36300
2004,Lower Saxony,female,Satisfactory,0.38055,341,20788,0.38002,0.38108
2004,Lower Saxony,female,Poor,0.17893,141,20788,0.17851,0.17934
2004,Bremen,female,Good,1.00000,42,20788,1.00000,1.00000
2004,North Rhine-Westphalia,male,Very good,0.10622,231,20788,0.10599,0.10644
2004,North Rhine-Westphalia,male,Good,0.39439,916,20788,0.39403,0.39474
2004,North Rhine-Westphalia,male,Satisfactory,0.31561,693,20788,0.31527,0.31595
2004,North Rhine-Westphalia,male,Poor,0.14055,272,20788,0.14030,0.14080
2004,North Rhine-Westphalia,male,Bad,0.04324,81,20788,0.04309,0.04339
2004,North Rhine-Westphalia,female,Very good,0.08172,201,20788,0.08152,0.08191
2004,North Rhine-Westphalia,female,Good,0.36879,951,20788,0.36844,0.36913
2004,North Rhine-Westphalia,female,Satisfactory,0.31205,734,20788,0.31172,0.31238
2004,North Rhine-Westphalia,female,Poor,0.17874,345,20788,0.17847,0.17902
2004,North Rhine-Westphalia,female,Bad,0.05870,111,20788,0.05853,0.05887
2004,Hesse,male,Very good,0.12125,72,20788,0.12083,0.12166
2004,Hesse,male,Good,0.41325,302,20788,0.41263,0.41388
2004,Hesse,male,Satisfactory,0.33276,214,20788,0.33216,0.33335
2004,Hesse,male,Poor,0.13274,78,20788,0.13231,0.13317
2004,Hesse,female,Very good,0.07579,63,20788,0.07545,0.07612
2004,Hesse,female,Good,0.37642,298,20788,0.37582,0.37703
2004,Hesse,female,Satisfactory,0.35634,246,20788,0.35574,0.35695
2004,Hesse,female,Poor,0.19145,117,20788,0.19095,0.19194
2004,"Rhineland-Palatinate, Saarland",male,Very good,0.14008,84,20788,0.13959,0.14058
2004,"Rhineland-Palatinate, Saarland",male,Good,0.37425,241,20788,0.37356,0.37494
2004,"Rhineland-Palatinate, Saarland",male,Satisfactory,0.34839,189,20788,0.34772,0.34907
2004,"Rhineland-Palatinate, Saarland",male,Poor,0.13728,71,20788,0.13679,0.13777
2004,"Rhineland-Palatinate, Saarland",female,Very good,0.09577,63,20788,0.09537,0.09616
2004,"Rhineland-Palatinate, Saarland",female,Good,0.35479,273,20788,0.35415,0.35543
2004,"Rhineland-Palatinate, Saarland",female,Satisfactory,0.35693,221,20788,0.35629,0.35757
2004,"Rhineland-Palatinate, Saarland",female,Poor,0.19252,110,20788,0.19199,0.19305
2004,Baden-Wuerttemberg,male,Very good,0.11714,173,20788,0.11683,0.11744
2004,Baden-Wuerttemberg,male,Good,0.43422,600,20788,0.43375,0.43470
2004,Baden-Wuerttemberg,male,Satisfactory,0.29725,330,20788,0.29682,0.29769
2004,Baden-Wuerttemberg,male,Poor,0.12117,132,20788,0.12086,0.12148
2004,Baden-Wuerttemberg,male,Bad,0.03021,34,20788,0.03005,0.03037
2004,Baden-Wuerttemberg,female,Very good,0.09699,139,20788,0.09671,0.09726
2004,Baden-Wuerttemberg,female,Good,0.35786,546,20788,0.35742,0.35831
2004,Baden-Wuerttemberg,female,Satisfactory,0.30784,397,20788,0.30741,0.30826
2004,Baden-Wuerttemberg,female,Poor,0.16786,183,20788,0.16751,0.16821
2004,Baden-Wuerttemberg,female,Bad,0.06946,67,20788,0.06922,0.06969
2004,Bavaria,male,Very good,0.11979,183,20788,0.11950,0.12008
2004,Bavaria,male,Good,0.40923,634,20788,0.40879,0.40968
2004,Bavaria,male,Satisfactory,0.29192,417,20788,0.29151,0.29233
2004,Bavaria,male,Poor,0.13611,167,20788,0.13580,0.13642
2004,Bavaria,male,Bad,0.04294,46,20788,0.04276,0.04312
2004,Bavaria,female,Very good,0.10294,183,20788,0.10268,0.10320
2004,Bavaria,female,Good,0.37544,663,20788,0.37502,0.37585
2004,Bavaria,female,Satisfactory,0.31875,470,20788,0.31835,0.31915
2004,Bavaria,female,Poor,0.16657,234,20788,0.16625,0.16689
2004,Bavaria,female,Bad,0.03631,40,20788,0.03615,0.03647
2004,Berlin,male,Very good,0.14316,51,20788,0.14257,0.14374
2004,Berlin,male,Good,0.36643,151,20788,0.36562,0.36724
2004,Berlin,male,Satisfactory,0.36571,135,20788,0.36490,0.36652
2004,Berlin,male,Poor,0.12471,40,20788,0.12415,0.12527
2004,Berlin,female,Very good,0.10273,43,20788,0.10222,0.10324
2004,Berlin,female,Good,0.35023,154,20788,0.34943,0.35103
2004,Berlin,female,Satisfactory,0.37583,129,20788,0.37502,0.37665
2004,Berlin,female,Poor,0.17120,64,20788,0.17057,0.17183
2004,Brandenburg,male,Good,0.44924,181,20788,0.44824,0.45025
2004,Brandenburg,male,Satisfactory,0.38663,146,20788,0.38564,0.38761
2004,Brandenburg,male,Poor,0.16413,57,20788,0.16338,0.16488
2004,Brandenburg,female,Good,0.38083,169,20788,0.37987,0.38180
2004,Brandenburg,female,Satisfactory,0.39318,174,20788,0.39221,0.39415
2004,Brandenburg,female,Poor,0.22599,76,20788,0.22516,0.22682
2004,Mecklenburg-Western Pomerania,male,Good,0.46735,98,20788,0.46591,0.46879
2004,Mecklenburg-Western Pomerania,male,Satisfactory,0.53265,88,20788,0.53121,0.53409
2004,Mecklenburg-Western Pomerania,female,Good,0.38350,112,20788,0.38231,0.38470
2004,Mecklenburg-Western Pomerania,female,Satisfactory,0.43496,97,20788,0.43375,0.43618
2004,Mecklenburg-Western Pomerania,female,Poor,0.18153,39,20788,0.18059,0.18247
2004,Saxony,male,Very good,0.07144,59,20788,0.07107,0.07181
2004,Saxony,male,Good,0.41928,316,20788,0.41857,0.41999
2004,Saxony,male,Satisfactory,0.36766,274,20788,0.36697,0.36835
