year,migback,sex,m11126,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Indirect migration background,female,Very good,0.09818,77,428,0.06996,0.12641
2007,Indirect migration background,female,Good,0.21975,207,428,0.18047,0.25902
2007,Indirect migration background,female,Satisfactory,0.13188,109,428,0.09979,0.16397
2007,Indirect migration background,female,Poor,0.04700,35,428,0.02693,0.06707
2008,No migration background,male,Very good,0.07660,727,8052,0.07079,0.08241
2008,No migration background,male,Good,0.34500,3320,8052,0.33461,0.35538
2008,No migration background,male,Satisfactory,0.28697,2682,8052,0.27709,0.29685
2008,No migration background,male,Poor,0.11490,1026,8052,0.10793,0.12186
2008,No migration background,male,Bad,0.03198,297,8052,0.02814,0.03583
2008,No migration background,female,Very good,0.06891,726,8761,0.06360,0.07421
2008,No migration background,female,Good,0.31582,3419,8761,0.30609,0.32555
2008,No migration background,female,Satisfactory,0.30328,2936,8761,0.29365,0.31290
2008,No migration background,female,Poor,0.14103,1366,8761,0.13374,0.14832
2008,No migration background,female,Bad,0.03815,314,8761,0.03413,0.04216
2008,Direct migration background,male,Very good,0.12147,90,881,0.09988,0.14305
2008,Direct migration background,male,Good,0.33535,328,881,0.30416,0.36655
2008,Direct migration background,male,Satisfactory,0.30400,278,881,0.27361,0.33440
2008,Direct migration background,male,Poor,0.15897,137,881,0.13481,0.18313
2008,Direct migration background,male,Bad,0.05463,48,881,0.03961,0.06964
2008,Direct migration background,female,Very good,0.06160,71,1026,0.04688,0.07632
2008,Direct migration background,female,Good,0.33966,373,1026,0.31067,0.36865
2008,Direct migration background,female,Satisfactory,0.31825,329,1026,0.28974,0.34677
2008,Direct migration background,female,Poor,0.20260,195,1026,0.17800,0.22721
2008,Direct migration background,female,Bad,0.05576,58,1026,0.04171,0.06981
2008,Indirect migration background,male,Very good,0.11243,89,369,0.08016,0.14471
2008,Indirect migration background,male,Good,0.27742,201,369,0.23168,0.32317
2008,Indirect migration background,male,Satisfactory,0.10182,79,369,0.07093,0.13272
2008,Indirect migration background,female,Very good,0.12960,92,420,0.09744,0.16176
2008,Indirect migration background,female,Good,0.22111,194,420,0.18138,0.26085
2008,Indirect migration background,female,Satisfactory,0.15767,101,420,0.12277,0.19257
2008,Indirect migration background,female,Poor,0.03505,33,420,0.01744,0.05266
2009,No migration background,male,Very good,0.07184,647,7589,0.06603,0.07765
2009,No migration background,male,Good,0.33399,3044,7589,0.32338,0.34460
2009,No migration background,male,Satisfactory,0.30572,2669,7589,0.29535,0.31608
2009,No migration background,male,Poor,0.11178,951,7589,0.10469,0.11887
2009,No migration background,male,Bad,0.03288,278,7589,0.02887,0.03689
2009,No migration background,female,Very good,0.06325,634,8208,0.05799,0.06852
2009,No migration background,female,Good,0.30348,3122,8208,0.29354,0.31343
2009,No migration background,female,Satisfactory,0.32108,2887,8208,0.31097,0.33118
2009,No migration background,female,Poor,0.13776,1251,8208,0.13030,0.14522
2009,No migration background,female,Bad,0.04037,314,8208,0.03611,0.04463
2009,Direct migration background,male,Very good,0.10369,67,763,0.08204,0.12533
2009,Direct migration background,male,Good,0.37132,293,763,0.33702,0.40563
2009,Direct migration background,male,Satisfactory,0.28771,239,763,0.25556,0.31985
2009,Direct migration background,male,Poor,0.18480,130,763,0.15724,0.21236
2009,Direct migration background,male,Bad,0.03368,34,763,0.02087,0.04648
2009,Direct migration background,female,Very good,0.07492,69,902,0.05773,0.09211
2009,Direct migration background,female,Good,0.31109,303,902,0.28086,0.34132
2009,Direct migration background,female,Satisfactory,0.33969,308,902,0.30876,0.37061
2009,Direct migration background,female,Poor,0.19153,163,902,0.16584,0.21723
2009,Direct migration background,female,Bad,0.06413,59,902,0.04813,0.08013
2009,Indirect migration background,male,Very good,0.09676,62,336,0.06510,0.12842
2009,Indirect migration background,male,Good,0.30713,195,336,0.25773,0.35653
2009,Indirect migration background,male,Satisfactory,0.11913,79,336,0.08444,0.15382
2009,Indirect migration background,female,Very good,0.14278,81,390,0.10801,0.17754
2009,Indirect migration background,female,Good,0.23106,189,390,0.18917,0.27294
2009,Indirect migration background,female,Satisfactory,0.14854,80,390,0.11320,0.18388
2009,Indirect migration background,female,Poor,0.05727,40,390,0.03418,0.08036
2010,No migration background,male,Very good,0.07898,1026,9220,0.07347,0.08448
2010,No migration background,male,Good,0.33900,3851,9220,0.32934,0.34866
2010,No migration background,male,Satisfactory,0.29044,2909,9220,0.28118,0.29971
2010,No migration background,male,Poor,0.12243,1129,9220,0.11573,0.12912
2010,No migration background,male,Bad,0.03459,305,9220,0.03086,0.03832
2010,No migration background,female,Very good,0.07681,1270,10926,0.07182,0.08180
2010,No migration background,female,Good,0.30178,4319,10926,0.29317,0.31039
2010,No migration background,female,Satisfactory,0.30866,3430,10926,0.30000,0.31732
2010,No migration background,female,Poor,0.14287,1523,10926,0.13631,0.14943
2010,No migration background,female,Bad,0.04082,384,10926,0.03711,0.04453
2010,Direct migration background,male,Very good,0.11790,212,1330,0.10056,0.13524
2010,Direct migration background,male,Good,0.37666,539,1330,0.35061,0.40271
2010,Direct migration background,male,Satisfactory,0.28947,362,1330,0.26509,0.31386
2010,Direct migration background,male,Poor,0.14770,172,1330,0.12863,0.16678
2010,Direct migration background,male,Bad,0.03709,45,1330,0.02693,0.04725
2010,Direct migration background,female,Very good,0.08681,215,1664,0.07328,0.10034
2010,Direct migration background,female,Good,0.35452,687,1664,0.33153,0.37751
2010,Direct migration background,female,Satisfactory,0.28953,473,1664,0.26774,0.31133
2010,Direct migration background,female,Poor,0.16297,208,1664,0.14522,0.18072
2010,Direct migration background,female,Bad,0.07959,81,1664,0.06658,0.09260
2010,Indirect migration background,male,Very good,0.10635,120,497,0.07922,0.13348
2010,Indirect migration background,male,Good,0.19753,243,497,0.16249,0.23257
2010,Indirect migration background,male,Satisfactory,0.13342,134,497,0.10350,0.16335
2010,Indirect migration background,female,Very good,0.11077,132,631,0.08626,0.13528
2010,Indirect migration background,female,Good,0.19784,289,631,0.16673,0.22895
2010,Indirect migration background,female,Satisfactory,0.12755,142,631,0.10150,0.15360
2010,Indirect migration background,female,Poor,0.06056,68,631,0.04194,0.07919
2011,No migration background,male,Very good,0.09314,1244,11027,0.08771,0.09856
2011,No migration background,male,Good,0.33082,4527,11027,0.32204,0.33960
2011,No migration background,male,Satisfactory,0.28777,3540,11027,0.27932,0.29622
2011,No migration background,male,Poor,0.11456,1334,11027,0.10862,0.12051
2011,No migration background,male,Bad,0.03406,382,11027,0.03068,0.03745
2011,No migration background,female,Very good,0.07523,1344,13135,0.07072,0.07974
2011,No migration background,female,Good,0.31608,5286,13135,0.30813,0.32403
2011,No migration background,female,Satisfactory,0.28882,4090,13135,0.28107,0.29657
2011,No migration background,female,Poor,0.14711,1922,13135,0.14105,0.15317
2011,No migration background,female,Bad,0.04108,493,13135,0.03769,0.04448
2011,Direct migration background,male,Very good,0.12656,214,1477,0.10960,0.14353
2011,Direct migration background,male,Good,0.36251,579,1477,0.33799,0.38704
2011,Direct migration background,male,Satisfactory,0.30261,420,1477,0.27917,0.32605
2011,Direct migration background,male,Poor,0.13578,201,1477,0.11831,0.15326
2011,Direct migration background,male,Bad,0.04130,63,1477,0.03115,0.05145
2011,Direct migration background,female,Very good,0.09612,238,1889,0.08282,0.10942
2011,Direct migration background,female,Good,0.36261,756,1889,0.34092,0.38429
2011,Direct migration background,female,Satisfactory,0.27679,529,1889,0.25661,0.29697
2011,Direct migration background,female,Poor,0.18813,285,1889,0.17050,0.20576
2011,Direct migration background,female,Bad,0.04896,81,1889,0.03923,0.05869
2011,Indirect migration background,male,Very good,0.11030,140,573,0.08463,0.13598
2011,Indirect migration background,male,Good,0.22792,306,573,0.19355,0.26230
2011,Indirect migration background,male,Satisfactory,0.11189,127,573,0.08606,0.13772
2011,Indirect migration background,female,Very good,0.07719,128,715,0.05761,0.09676
2011,Indirect migration background,female,Good,0.23086,337,715,0.19996,0.26177
2011,Indirect migration background,female,Satisfactory,0.11696,171,715,0.09338,0.14053
2011,Indirect migration background,female,Poor,0.05148,79,715,0.03527,0.06768
2012,No migration background,male,Very good,0.08726,1151,10794,0.08194,0.09258
2012,No migration background,male,Good,0.33507,4505,10794,0.32617,0.34398
2012,No migration background,male,Satisfactory,0.29739,3495,10794,0.28876,0.30601
2012,No migration background,male,Poor,0.10833,1288,10794,0.10247,0.11420
2012,No migration background,male,Bad,0.03195,355,10794,0.02863,0.03527
2012,No migration background,female,Very good,0.07640,1254,12837,0.07181,0.08100
2012,No migration background,female,Good,0.32043,5243,12837,0.31236,0.32850
2012,No migration background,female,Satisfactory,0.29958,4136,12837,0.29165,0.30750
2012,No migration background,female,Poor,0.13712,1759,12837,0.13116,0.14307
2012,No migration background,female,Bad,0.03718,445,12837,0.03390,0.04045
2012,Direct migration background,male,Very good,0.11615,188,1413,0.09944,0.13286
2012,Direct migration background,male,Good,0.41025,600,1413,0.38460,0.43591
2012,Direct migration background,male,Satisfactory,0.28002,388,1413,0.25660,0.30344
2012,Direct migration background,male,Poor,0.13568,179,1413,0.11781,0.15354
2012,Direct migration background,male,Bad,0.02694,58,1413,0.01850,0.03539
2012,Direct migration background,female,Very good,0.08997,196,1799,0.07675,0.10320
2012,Direct migration background,female,Good,0.34822,711,1799,0.32620,0.37024
2012,Direct migration background,female,Satisfactory,0.30807,530,1799,0.28673,0.32941
2012,Direct migration background,female,Poor,0.17859,285,1799,0.16089,0.19630
2012,Direct migration background,female,Bad,0.04722,77,1799,0.03742,0.05703
2012,Indirect migration background,male,Very good,0.12250,141,584,0.09589,0.14912
2012,Indirect migration background,male,Good,0.22678,283,584,0.19279,0.26077
2012,Indirect migration background,male,Satisfactory,0.08658,117,584,0.06375,0.10941
2012,Indirect migration background,male,Poor,0.04030,43,584,0.02434,0.05627
2012,Indirect migration background,female,Very good,0.10098,129,692,0.07851,0.12345
2012,Indirect migration background,female,Good,0.21294,309,692,0.18242,0.24347
2012,Indirect migration background,female,Satisfactory,0.12534,180,692,0.10065,0.15003
2012,Indirect migration background,female,Poor,0.04575,74,692,0.03017,0.06132
2013,No migration background,male,Very good,0.08691,1088,10263,0.08146,0.09236
2013,No migration background,male,Good,0.33091,4142,10263,0.32181,0.34001
2013,No migration background,male,Satisfactory,0.29097,3400,10263,0.28218,0.29976
2013,No migration background,male,Poor,0.11563,1284,10263,0.10944,0.12182
2013,No migration background,male,Bad,0.03621,349,10263,0.03259,0.03982
2013,No migration background,female,Very good,0.07182,1196,12180,0.06724,0.07641
2013,No migration background,female,Good,0.30851,4789,12180,0.30031,0.31671
2013,No migration background,female,Satisfactory,0.30713,3911,12180,0.29894,0.31533
2013,No migration background,female,Poor,0.14839,1838,12180,0.14208,0.15471
2013,No migration background,female,Bad,0.04081,446,12180,0.03729,0.04432
2013,Direct migration background,male,Very good,0.16620,571,2942,0.15274,0.17965
2013,Direct migration background,male,Good,0.38538,1194,2942,0.36779,0.40297
2013,Direct migration background,male,Satisfactory,0.25177,718,2942,0.23608,0.26745
2013,Direct migration background,male,Poor,0.12671,340,2942,0.11469,0.13873
2013,Direct migration background,male,Bad,0.03764,119,2942,0.03076,0.04452
2013,Direct migration background,female,Very good,0.13881,571,3627,0.12756,0.15006
2013,Direct migration background,female,Good,0.33231,1430,3627,0.31698,0.34765
2013,Direct migration background,female,Satisfactory,0.27837,956,3627,0.26378,0.29295
2013,Direct migration background,female,Poor,0.16453,529,3627,0.15246,0.17659
2013,Direct migration background,female,Bad,0.05011,141,3627,0.04300,0.05721
2013,Indirect migration background,male,Very good,0.15298,326,1018,0.13086,0.17511
2013,Indirect migration background,male,Good,0.21665,429,1018,0.19133,0.24197
2013,Indirect migration background,male,Satisfactory,0.10838,213,1018,0.08928,0.12749
2013,Indirect migration background,male,Poor,0.02241,50,1018,0.01331,0.03150
2013,Indirect migration background,female,Very good,0.10154,235,1089,0.08359,0.11948
2013,Indirect migration background,female,Good,0.22368,502,1089,0.19892,0.24844
2013,Indirect migration background,female,Satisfactory,0.11387,252,1089,0.09500,0.13275
2013,Indirect migration background,female,Poor,0.04309,100,1089,0.03102,0.05516
2014,No migration background,male,Very good,0.08810,966,9440,0.08238,0.09382
2014,No migration background,male,Good,0.33554,3863,9440,0.32602,0.34507
2014,No migration background,male,Satisfactory,0.28682,3075,9440,0.27770,0.29595
2014,No migration background,male,Poor,0.12495,1238,9440,0.11828,0.13162
2014,No migration background,male,Bad,0.03035,298,9440,0.02689,0.03381
2014,No migration background,female,Very good,0.07011,952,11024,0.06534,0.07487
2014,No migration background,female,Good,0.30525,4272,11024,0.29665,0.31384
2014,No migration background,female,Satisfactory,0.30408,3663,11024,0.29549,0.31267
2014,No migration background,female,Poor,0.15477,1736,11024,0.14802,0.16153
2014,No migration background,female,Bad,0.03803,401,11024,0.03446,0.04160
2014,Direct migration background,male,Very good,0.13350,356,2410,0.11992,0.14709
2014,Direct migration background,male,Good,0.40438,1016,2410,0.38478,0.42398
2014,Direct migration background,male,Satisfactory,0.27511,666,2410,0.25728,0.29295
2014,Direct migration background,male,Poor,0.11645,275,2410,0.10364,0.12926
2014,Direct migration background,male,Bad,0.04141,97,2410,0.03346,0.04937
2014,Direct migration background,female,Very good,0.11061,345,2920,0.09923,0.12199
2014,Direct migration background,female,Good,0.33841,1138,2920,0.32124,0.35557
2014,Direct migration background,female,Satisfactory,0.29714,868,2920,0.28056,0.31372
2014,Direct migration background,female,Poor,0.17088,457,2920,0.15722,0.18453
2014,Direct migration background,female,Bad,0.04832,112,2920,0.04054,0.05610
2014,Indirect migration background,male,Very good,0.13446,230,850,0.11151,0.15740
2014,Indirect migration background,male,Good,0.23468,400,850,0.20617,0.26318
2014,Indirect migration background,male,Satisfactory,0.11706,175,850,0.09544,0.13869
2014,Indirect migration background,male,Poor,0.02700,45,850,0.01610,0.03790
2014,Indirect migration background,female,Very good,0.10533,191,950,0.08580,0.12486
2014,Indirect migration background,female,Good,0.22315,428,950,0.19666,0.24964
2014,Indirect migration background,female,Satisfactory,0.12801,241,950,0.10675,0.14927
2014,Indirect migration background,female,Poor,0.04653,90,950,0.03313,0.05994
2015,No migration background,male,Very good,0.08255,869,8978,0.07686,0.08825
2015,No migration background,male,Good,0.33091,3624,8978,0.32117,0.34064
2015,No migration background,male,Satisfactory,0.29903,3063,8978,0.28956,0.30850
2015,No migration background,male,Poor,0.11723,1143,8978,0.11058,0.12389
2015,No migration background,male,Bad,0.03433,279,8978,0.03056,0.03810
2015,No migration background,female,Very good,0.07259,901,10505,0.06762,0.07755
2015,No migration background,female,Good,0.31233,4044,10505,0.30347,0.32119
2015,No migration background,female,Satisfactory,0.29542,3505,10505,0.28669,0.30414
2015,No migration background,female,Poor,0.15781,1676,10505,0.15084,0.16479
2015,No migration background,female,Bad,0.03766,379,10505,0.03402,0.04130
2015,Direct migration background,male,Very good,0.15827,547,2784,0.14471,0.17183
2015,Direct migration background,male,Good,0.40338,1234,2784,0.38515,0.42160
2015,Direct migration background,male,Satisfactory,0.24835,625,2784,0.23229,0.26440
2015,Direct migration background,male,Poor,0.11382,283,2784,0.10202,0.12562
2015,Direct migration background,male,Bad,0.04232,95,2784,0.03484,0.04980
2015,Direct migration background,female,Very good,0.13358,549,3317,0.12200,0.14516
2015,Direct migration background,female,Good,0.33990,1330,3317,0.32378,0.35602
2015,Direct migration background,female,Satisfactory,0.28237,876,3317,0.26705,0.29769
2015,Direct migration background,female,Poor,0.15299,453,3317,0.14074,0.16524
2015,Direct migration background,female,Bad,0.05289,109,3317,0.04527,0.06051
2015,Indirect migration background,male,Very good,0.11546,188,798,0.09327,0.13765
2015,Indirect migration background,male,Good,0.25085,390,798,0.22075,0.28094
2015,Indirect migration background,male,Satisfactory,0.11006,162,798,0.08833,0.13179
2015,Indirect migration background,male,Poor,0.03259,58,798,0.02026,0.04492
2015,Indirect migration background,female,Very good,0.09348,174,900,0.07445,0.11251
2015,Indirect migration background,female,Good,0.21879,394,900,0.19176,0.24581
2015,Indirect migration background,female,Satisfactory,0.13325,228,900,0.11103,0.15546
2015,Indirect migration background,female,Poor,0.05307,104,900,0.03841,0.06772
2016,No migration background,male,Very good,0.07684,780,8351,0.07113,0.08255
2016,No migration background,male,Good,0.34546,3427,8351,0.33526,0.35566
2016,No migration background,male,Satisfactory,0.29091,2836,8351,0.28117,0.30065
2016,No migration background,male,Poor,0.11891,1059,8351,0.11197,0.12586
2016,No migration background,male,Bad,0.02940,249,8351,0.02578,0.03302
2016,No migration background,female,Very good,0.06712,852,9770,0.06216,0.07208
2016,No migration background,female,Good,0.31008,3683,9770,0.30091,0.31925
2016,No migration background,female,Satisfactory,0.29915,3300,9770,0.29007,0.30823
2016,No migration background,female,Poor,0.15602,1550,9770,0.14882,0.16321
2016,No migration background,female,Bad,0.04139,385,9770,0.03744,0.04534
2016,Direct migration background,male,Very good,0.13657,1138,4025,0.12596,0.14718
2016,Direct migration background,male,Good,0.38710,1519,4025,0.37205,0.40215
2016,Direct migration background,male,Satisfactory,0.25731,817,4025,0.24380,0.27082
2016,Direct migration background,male,Poor,0.12379,405,4025,0.11361,0.13397
2016,Direct migration background,male,Bad,0.04553,146,4025,0.03909,0.05197
2016,Direct migration background,female,Very good,0.11685,758,4011,0.10691,0.12679
2016,Direct migration background,female,Good,0.36052,1565,4011,0.34566,0.37538
2016,Direct migration background,female,Satisfactory,0.26790,921,4011,0.25419,0.28161
2016,Direct migration background,female,Poor,0.16732,603,4011,0.15577,0.17887
2016,Direct migration background,female,Bad,0.04125,164,4011,0.03509,0.04740
2016,Indirect migration background,male,Very good,0.11475,172,734,0.09168,0.13782
2016,Indirect migration background,male,Good,0.24398,327,734,0.21289,0.27507
2016,Indirect migration background,male,Satisfactory,0.12471,184,734,0.10079,0.14863
2016,Indirect migration background,male,Poor,0.03788,51,734,0.02406,0.05171
2016,Indirect migration background,female,Very good,0.10079,159,839,0.08041,0.12118
2016,Indirect migration background,female,Good,0.24176,369,839,0.21277,0.27075
2016,Indirect migration background,female,Satisfactory,0.14788,214,839,0.12385,0.17191
2016,Indirect migration background,female,Poor,0.04451,97,839,0.03055,0.05847
2017,No migration background,male,Very good,0.08569,1027,9524,0.08007,0.09132
2017,No migration background,male,Good,0.33813,3858,9524,0.32862,0.34763
2017,No migration background,male,Satisfactory,0.29204,3181,9524,0.28290,0.30117
2017,No migration background,male,Poor,0.11482,1170,9524,0.10841,0.12122
2017,No migration background,male,Bad,0.03209,288,9524,0.02855,0.03563
2017,No migration background,female,Very good,0.07260,1034,10915,0.06773,0.07747
2017,No migration background,female,Good,0.30482,4185,10915,0.29618,0.31345
2017,No migration background,female,Satisfactory,0.30626,3655,10915,0.29761,0.31490
2017,No migration background,female,Poor,0.15428,1660,10915,0.14750,0.16106
2017,No migration background,female,Bad,0.03419,381,10915,0.03079,0.03760
2017,Direct migration background,male,Very good,0.13960,1295,4456,0.12943,0.14978
2017,Direct migration background,male,Good,0.38415,1716,4456,0.36987,0.39844
2017,Direct migration background,male,Satisfactory,0.25737,876,4456,0.24453,0.27021
2017,Direct migration background,male,Poor,0.13186,440,4456,0.12192,0.14179
2017,Direct migration background,male,Bad,0.03489,129,4456,0.02950,0.04028
2017,Direct migration background,female,Very good,0.10837,851,4459,0.09924,0.11749
2017,Direct migration background,female,Good,0.34613,1720,4459,0.33217,0.36010
2017,Direct migration background,female,Satisfactory,0.30264,1129,4459,0.28916,0.31613
2017,Direct migration background,female,Poor,0.15920,612,4459,0.14846,0.16994
2017,Direct migration background,female,Bad,0.03605,147,4459,0.03058,0.04152
2017,Indirect migration background,male,Very good,0.11315,188,815,0.09138,0.13491
2017,Indirect migration background,male,Good,0.24604,356,815,0.21645,0.27563
2017,Indirect migration background,male,Satisfactory,0.12373,209,815,0.10111,0.14635
2017,Indirect migration background,male,Poor,0.03956,62,815,0.02617,0.05295
2017,Indirect migration background,female,Very good,0.10915,192,904,0.08882,0.12949
2017,Indirect migration background,female,Good,0.22388,390,904,0.19670,0.25107
2017,Indirect migration background,female,Satisfactory,0.12460,218,904,0.10306,0.14615
2017,Indirect migration background,female,Poor,0.05956,104,904,0.04413,0.07500
2018,No migration background,male,Very good,0.08782,1002,9177,0.08203,0.09361
2018,No migration background,male,Good,0.33851,3755,9177,0.32882,0.34819
2018,No migration background,male,Satisfactory,0.29821,3024,9177,0.28885,0.30757
2018,No migration background,male,Poor,0.11265,1117,9177,0.10618,0.11911
2018,No migration background,male,Bad,0.02964,279,9177,0.02617,0.03310
2018,No migration background,female,Very good,0.07168,999,10547,0.06676,0.07660
2018,No migration background,female,Good,0.31765,4070,10547,0.30876,0.32653
2018,No migration background,female,Satisfactory,0.30327,3515,10547,0.29450,0.31204
2018,No migration background,female,Poor,0.14808,1607,10547,0.14130,0.15486
2018,No migration background,female,Bad,0.03561,356,10547,0.03207,0.03915
2018,Direct migration background,male,Very good,0.15887,1297,4193,0.14780,0.16994
2018,Direct migration background,male,Good,0.36556,1500,4193,0.35098,0.38014
2018,Direct migration background,male,Satisfactory,0.27422,877,4193,0.26071,0.28772
2018,Direct migration background,male,Poor,0.11043,380,4193,0.10094,0.11992
2018,Direct migration background,male,Bad,0.03788,139,4193,0.03210,0.04366
2018,Direct migration background,female,Very good,0.10595,841,4114,0.09654,0.11536
2018,Direct migration background,female,Good,0.34383,1469,4114,0.32932,0.35835
2018,Direct migration background,female,Satisfactory,0.29308,1097,4114,0.27917,0.30699
2018,Direct migration background,female,Poor,0.16667,558,4114,0.15528,0.17806
2018,Direct migration background,female,Bad,0.03984,149,4114,0.03386,0.04582
2018,Indirect migration background,male,Very good,0.12526,217,791,0.10218,0.14835
2018,Indirect migration background,male,Good,0.24795,346,791,0.21784,0.27806
2018,Indirect migration background,male,Satisfactory,0.11316,167,791,0.09107,0.13525
2018,Indirect migration background,male,Poor,0.03714,61,791,0.02395,0.05033
2018,Indirect migration background,female,Very good,0.11935,199,918,0.09836,0.14033
2018,Indirect migration background,female,Good,0.20615,369,918,0.17997,0.23234
2018,Indirect migration background,female,Satisfactory,0.14907,240,918,0.12602,0.17212
2018,Indirect migration background,female,Poor,0.04897,77,918,0.03500,0.06293
2018,Indirect migration background,female,Bad,0.02157,33,918,0.01217,0.03098
2019,No migration background,male,Very good,0.08279,1175,9869,0.07735,0.08823
2019,No migration background,male,Good,0.34879,4151,9869,0.33939,0.35819
2019,No migration background,male,Satisfactory,0.28441,3120,9869,0.27550,0.29331
2019,No migration background,male,Poor,0.11582,1138,9869,0.10951,0.12214
2019,No migration background,male,Bad,0.03011,285,9869,0.02674,0.03348
2019,No migration background,female,Very good,0.07356,1083,10526,0.06857,0.07854
2019,No migration background,female,Good,0.32533,4164,10526,0.31638,0.33428
2019,No migration background,female,Satisfactory,0.29055,3403,10526,0.28187,0.29922
2019,No migration background,female,Poor,0.14984,1550,10526,0.14302,0.15666
2019,No migration background,female,Bad,0.03121,326,10526,0.02789,0.03454
2019,Direct migration background,male,Very good,0.17780,1092,3822,0.16568,0.18993
2019,Direct migration background,male,Good,0.36820,1480,3822,0.35291,0.38349
2019,Direct migration background,male,Satisfactory,0.27178,780,3822,0.25767,0.28588
2019,Direct migration background,male,Poor,0.09913,350,3822,0.08965,0.10860
2019,Direct migration background,male,Bad,0.03527,120,3822,0.02943,0.04112
2019,Direct migration background,female,Very good,0.08783,670,3665,0.07866,0.09699
2019,Direct migration background,female,Good,0.35187,1419,3665,0.33641,0.36733
2019,Direct migration background,female,Satisfactory,0.30109,946,3665,0.28624,0.31594
2019,Direct migration background,female,Poor,0.17380,510,3665,0.16153,0.18607
2019,Direct migration background,female,Bad,0.03648,120,3665,0.03041,0.04255
2019,Indirect migration background,male,Very good,0.10538,178,769,0.08367,0.12710
2019,Indirect migration background,male,Good,0.24348,358,769,0.21312,0.27383
2019,Indirect migration background,male,Satisfactory,0.13417,175,769,0.11007,0.15828
2019,Indirect migration background,male,Poor,0.02662,58,769,0.01523,0.03800
2019,Indirect migration background,female,Very good,0.10336,187,846,0.08283,0.12389
2019,Indirect migration background,female,Good,0.22784,355,846,0.19956,0.25613
2019,Indirect migration background,female,Satisfactory,0.13232,216,846,0.10947,0.15517
2019,Indirect migration background,female,Poor,0.05651,88,846,0.04094,0.07208
2020,No migration background,male,Very good,0.09428,1054,8934,0.08822,0.10034
2020,No migration background,male,Good,0.34580,3797,8934,0.33594,0.35567
2020,No migration background,male,Satisfactory,0.28586,2819,8934,0.27649,0.29523
2020,No migration background,male,Poor,0.10537,1011,8934,0.09900,0.11174
2020,No migration background,male,Bad,0.03019,253,8934,0.02664,0.03374
2020,No migration background,female,Very good,0.07894,1020,9870,0.07362,0.08426
2020,No migration background,female,Good,0.31848,3952,9870,0.30929,0.32767
2020,No migration background,female,Satisfactory,0.29414,3137,9870,0.28515,0.30313
2020,No migration background,female,Poor,0.14385,1454,9870,0.13692,0.15077
2020,No migration background,female,Bad,0.03329,307,9870,0.02975,0.03683
2020,Direct migration background,male,Very good,0.19412,1787,5125,0.18329,0.20495
2020,Direct migration background,male,Good,0.35310,2031,5125,0.34001,0.36618
2020,Direct migration background,male,Satisfactory,0.26212,837,5125,0.25008,0.27416
2020,Direct migration background,male,Poor,0.11548,358,5125,0.10672,0.12423
2020,Direct migration background,male,Bad,0.02724,112,5125,0.02278,0.03170
2020,Direct migration background,female,Very good,0.08762,953,4300,0.07917,0.09607
2020,Direct migration background,female,Good,0.34905,1752,4300,0.33480,0.36330
2020,Direct migration background,female,Satisfactory,0.29383,975,4300,0.28021,0.30745
2020,Direct migration background,female,Poor,0.18541,497,4300,0.17379,0.19702
2020,Direct migration background,female,Bad,0.03294,123,4300,0.02761,0.03828
2020,Indirect migration background,male,Very good,0.11392,192,758,0.09128,0.13655
2020,Indirect migration background,male,Good,0.25509,357,758,0.22403,0.28614
2020,Indirect migration background,male,Satisfactory,0.10420,150,758,0.08243,0.12596
2020,Indirect migration background,male,Poor,0.03617,59,758,0.02287,0.04947
2020,Indirect migration background,female,Very good,0.11344,167,830,0.09185,0.13503
2020,Indirect migration background,female,Good,0.21457,360,830,0.18662,0.24251
2020,Indirect migration background,female,Satisfactory,0.14769,226,830,0.12353,0.17184
2020,Indirect migration background,female,Poor,0.04056,77,830,0.02713,0.05399
2021,No migration background,male,Very good,0.10286,828,6322,0.09538,0.11035
2021,No migration background,male,Good,0.34194,2635,6322,0.33025,0.35363
2021,No migration background,male,Satisfactory,0.27702,1916,6322,0.26599,0.28806
2021,No migration background,male,Poor,0.10956,738,6322,0.10186,0.11726
2021,No migration background,male,Bad,0.03393,205,6322,0.02947,0.03839
2021,No migration background,female,Very good,0.09584,845,7049,0.08897,0.10272
2021,No migration background,female,Good,0.30749,2728,7049,0.29671,0.31826
2021,No migration background,female,Satisfactory,0.28051,2179,7049,0.27002,0.29099
2021,No migration background,female,Poor,0.14804,1039,7049,0.13975,0.15634
2021,No migration background,female,Bad,0.03535,258,7049,0.03104,0.03966
2021,Direct migration background,male,Very good,0.16716,809,2876,0.15352,0.18080
2021,Direct migration background,male,Good,0.34277,1122,2876,0.32542,0.36012
2021,Direct migration background,male,Satisfactory,0.26654,568,2876,0.25037,0.28270
2021,Direct migration background,male,Poor,0.13485,286,2876,0.12237,0.14734
2021,Direct migration background,male,Bad,0.03267,91,2876,0.02617,0.03916
2021,Direct migration background,female,Very good,0.11451,513,2682,0.10245,0.12656
2021,Direct migration background,female,Good,0.30447,1036,2682,0.28705,0.32189
2021,Direct migration background,female,Satisfactory,0.30807,626,2682,0.29060,0.32555
2021,Direct migration background,female,Poor,0.16967,392,2682,0.15546,0.18387
2021,Direct migration background,female,Bad,0.04297,115,2682,0.03530,0.05065
2021,Indirect migration background,male,Very good,0.09526,104,461,0.06843,0.12209
2021,Indirect migration background,male,Good,0.19715,208,461,0.16080,0.23351
