,Unnamed: 0,year,age_gr,m11126,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
363,363,2011,66 and older,Bad,0.08642,399,28868,0.07993,0.09285
364,364,2012,17-29 y.,Very good,0.26047,1200,28140,0.24253,0.27753
365,365,2012,17-29 y.,Good,0.47643,2151,28140,0.45431,0.49889
366,366,2012,17-29 y.,Satisfactory,0.19273,831,28140,0.17929,0.20823
367,367,2012,17-29 y.,Poor,0.06096,277,28140,0.05344,0.07032
368,368,2012,17-29 y.,Bad,0.00941,48,28140,0.00746,0.01142
369,369,2012,30-45 y.,Very good,0.12948,1137,28140,0.1188,0.13728
370,370,2012,30-45 y.,Good,0.492,4539,28140,0.47381,0.51117
371,371,2012,30-45 y.,Satisfactory,0.27335,2398,28140,0.25837,0.28391
372,372,2012,30-45 y.,Poor,0.08583,814,28140,0.07911,0.09333
373,373,2012,30-45 y.,Bad,0.01934,181,28140,0.01616,0.02275
374,374,2012,46-65 y.,Very good,0.05317,562,28140,0.04843,0.05718
375,375,2012,46-65 y.,Good,0.36113,3623,28140,0.34914,0.37156
376,376,2012,46-65 y.,Satisfactory,0.38409,3414,28140,0.37087,0.39667
377,377,2012,46-65 y.,Poor,0.15788,1384,28140,0.14924,0.16678
378,378,2012,46-65 y.,Bad,0.04373,384,28140,0.03958,0.04774
379,379,2012,66 and older,Very good,0.03084,160,28140,0.0271,0.03457
380,380,2012,66 and older,Good,0.23473,1338,28140,0.22598,0.24578
381,381,2012,66 and older,Satisfactory,0.42324,2203,28140,0.4091,0.4368
382,382,2012,66 and older,Poor,0.23825,1153,28140,0.22943,0.24846
383,383,2012,66 and older,Bad,0.07293,343,28140,0.06716,0.07854
384,384,2013,17-29 y.,Very good,0.27929,1670,31155,0.26218,0.2984
385,385,2013,17-29 y.,Good,0.47071,2546,31155,0.44773,0.4944
386,386,2013,17-29 y.,Satisfactory,0.18746,987,31155,0.17385,0.20388
387,387,2013,17-29 y.,Poor,0.05299,317,31155,0.04775,0.05959
388,388,2013,17-29 y.,Bad,0.00955,55,31155,0.00613,0.01392
389,389,2013,30-45 y.,Very good,0.14303,1509,31155,0.13359,0.1552
390,390,2013,30-45 y.,Good,0.47847,4942,31155,0.45909,0.49847
391,391,2013,30-45 y.,Satisfactory,0.26013,2660,31155,0.24392,0.27322
392,392,2013,30-45 y.,Poor,0.09511,1033,31155,0.08619,0.10407
393,393,2013,30-45 y.,Bad,0.02326,212,31155,0.01965,0.02679
394,394,2013,46-65 y.,Very good,0.05601,658,31155,0.05115,0.06121
395,395,2013,46-65 y.,Good,0.33966,3705,31155,0.32672,0.3553
396,396,2013,46-65 y.,Satisfactory,0.38105,3668,31155,0.36757,0.3934
397,397,2013,46-65 y.,Poor,0.1748,1681,31155,0.16501,0.18489
398,398,2013,46-65 y.,Bad,0.04848,471,31155,0.04422,0.05386
399,399,2013,66 and older,Very good,0.02868,150,31155,0.02504,0.03315
400,400,2013,66 and older,Good,0.24116,1293,31155,0.23261,0.25118
401,401,2013,66 and older,Satisfactory,0.42082,2135,31155,0.40645,0.43504
402,402,2013,66 and older,Poor,0.2302,1110,31155,0.22251,0.24203
403,403,2013,66 and older,Bad,0.07914,353,31155,0.07342,0.08553
404,404,2014,17-29 y.,Very good,0.26696,1304,27627,0.24835,0.2839
405,405,2014,17-29 y.,Good,0.47479,2307,27627,0.45087,0.50093
406,406,2014,17-29 y.,Satisfactory,0.1851,918,27627,0.17082,0.20174
407,407,2014,17-29 y.,Poor,0.06525,286,27627,0.05783,0.0728
408,408,2014,17-29 y.,Bad,0.0079,44,27627,0.00556,0.01194
409,409,2014,30-45 y.,Very good,0.13274,1063,27627,0.12256,0.14423
410,410,2014,30-45 y.,Good,0.48143,4123,27627,0.46079,0.50396
411,411,2014,30-45 y.,Satisfactory,0.26957,2295,27627,0.25558,0.28643
412,412,2014,30-45 y.,Poor,0.09422,862,27627,0.08368,0.10301
413,413,2014,30-45 y.,Bad,0.02203,172,27627,0.01805,0.02629
414,414,2014,46-65 y.,Very good,0.0537,527,27627,0.04903,0.0585
415,415,2014,46-65 y.,Good,0.35143,3438,27627,0.33708,0.36255
416,416,2014,46-65 y.,Satisfactory,0.37048,3406,27627,0.35763,0.38362
417,417,2014,46-65 y.,Poor,0.18111,1546,27627,0.17139,0.19038
418,418,2014,46-65 y.,Bad,0.04328,389,27627,0.03893,0.0474
419,419,2014,66 and older,Very good,0.02933,146,27627,0.02539,0.03312
420,420,2014,66 and older,Good,0.22901,1249,27627,0.22078,0.24061
421,421,2014,66 and older,Satisfactory,0.42798,2069,27627,0.41272,0.44324
422,422,2014,66 and older,Poor,0.24062,1147,27627,0.23024,0.25007
423,423,2014,66 and older,Bad,0.07307,336,27627,0.06799,0.08006
424,424,2015,17-29 y.,Very good,0.26591,1382,27304,0.24642,0.28311
425,425,2015,17-29 y.,Good,0.47887,2364,27304,0.45398,0.50393
426,426,2015,17-29 y.,Satisfactory,0.18097,916,27304,0.16942,0.19542
427,427,2015,17-29 y.,Poor,0.06584,312,27304,0.05688,0.07599
428,428,2015,17-29 y.,Bad,0.00842,37,27304,0.00605,0.01136
429,429,2015,30-45 y.,Very good,0.13803,1163,27304,0.12459,0.15026
430,430,2015,30-45 y.,Good,0.48067,4006,27304,0.45753,0.49903
431,431,2015,30-45 y.,Satisfactory,0.26449,2146,27304,0.24882,0.28013
432,432,2015,30-45 y.,Poor,0.09188,802,27304,0.08285,0.10237
433,433,2015,30-45 y.,Bad,0.02492,159,27304,0.01919,0.03047
434,434,2015,46-65 y.,Very good,0.05849,563,27304,0.05306,0.0647
435,435,2015,46-65 y.,Good,0.34485,3393,27304,0.33139,0.35914
436,436,2015,46-65 y.,Satisfactory,0.38015,3322,27304,0.3651,0.39407
437,437,2015,46-65 y.,Poor,0.17146,1483,27304,0.1616,0.18024
438,438,2015,46-65 y.,Bad,0.04505,370,27304,0.04032,0.04974
439,439,2015,66 and older,Very good,0.02525,120,27304,0.02231,0.02811
440,440,2015,66 and older,Good,0.24966,1253,27304,0.23953,0.26046
441,441,2015,66 and older,Satisfactory,0.40911,2075,27304,0.39402,0.42519
442,442,2015,66 and older,Poor,0.24092,1120,27304,0.22964,0.25234
443,443,2015,66 and older,Bad,0.07507,318,27304,0.06813,0.08163
444,444,2016,17-29 y.,Very good,0.25707,1689,27758,0.23769,0.2817
445,445,2016,17-29 y.,Good,0.49299,2408,27758,0.46571,0.51834
446,446,2016,17-29 y.,Satisfactory,0.1745,876,27758,0.15941,0.18866
447,447,2016,17-29 y.,Poor,0.06457,347,27758,0.05636,0.07415
448,448,2016,17-29 y.,Bad,0.01086,62,27758,0.00741,0.01568
449,449,2016,30-45 y.,Very good,0.1267,1495,27758,0.11612,0.13728
450,450,2016,30-45 y.,Good,0.48789,3927,27758,0.46315,0.51447
451,451,2016,30-45 y.,Satisfactory,0.25553,2080,27758,0.23787,0.2727
452,452,2016,30-45 y.,Poor,0.10969,906,27758,0.09975,0.12099
453,453,2016,30-45 y.,Bad,0.0202,207,27758,0.01646,0.02481
454,454,2016,46-65 y.,Very good,0.0486,552,27758,0.04276,0.05395
455,455,2016,46-65 y.,Good,0.35072,3325,27758,0.33705,0.36374
456,456,2016,46-65 y.,Satisfactory,0.38235,3280,27758,0.3672,0.39756
457,457,2016,46-65 y.,Poor,0.17536,1480,27758,0.16508,0.18483
458,458,2016,46-65 y.,Bad,0.04297,392,27758,0.03819,0.0482
459,459,2016,66 and older,Very good,0.02432,123,27758,0.02118,0.0281
460,460,2016,66 and older,Good,0.25074,1230,27758,0.2382,0.26302
461,461,2016,66 and older,Satisfactory,0.41866,2036,27758,0.40384,0.43469
462,462,2016,66 and older,Poor,0.22965,1032,27758,0.21704,0.2408
463,463,2016,66 and older,Bad,0.07663,311,27758,0.0696,0.08407
464,464,2017,17-29 y.,Very good,0.26287,2129,31098,0.24551,0.28102
465,465,2017,17-29 y.,Good,0.46594,2790,31098,0.44341,0.49346
466,466,2017,17-29 y.,Satisfactory,0.18785,1028,31098,0.17442,0.20337
467,467,2017,17-29 y.,Poor,0.07712,424,31098,0.06791,0.08696
468,468,2017,17-29 y.,Bad,0.00623,48,31098,0.0044,0.0084
469,469,2017,30-45 y.,Very good,0.13665,1580,31098,0.1263,0.14755
470,470,2017,30-45 y.,Good,0.48709,4182,31098,0.4646,0.51051
471,471,2017,30-45 y.,Satisfactory,0.26157,2313,31098,0.24512,0.27797
472,472,2017,30-45 y.,Poor,0.09564,876,31098,0.08514,0.10548
473,473,2017,30-45 y.,Bad,0.01905,172,31098,0.01407,0.02327
474,474,2017,46-65 y.,Very good,0.05628,734,31098,0.05145,0.06123
475,475,2017,46-65 y.,Good,0.34749,3909,31098,0.33471,0.35924
476,476,2017,46-65 y.,Satisfactory,0.37903,3757,31098,0.36381,0.39216
477,477,2017,46-65 y.,Poor,0.17251,1722,31098,0.16399,0.18246
478,478,2017,46-65 y.,Bad,0.04469,450,31098,0.04023,0.04993
479,479,2017,66 and older,Very good,0.02911,144,31098,0.02472,0.03274
480,480,2017,66 and older,Good,0.24845,1344,31098,0.23613,0.26107
481,481,2017,66 and older,Satisfactory,0.42867,2170,31098,0.41233,0.4473
482,482,2017,66 and older,Poor,0.22947,1026,31098,0.21602,0.24178
483,483,2017,66 and older,Bad,0.0643,300,31098,0.05868,0.07007
484,484,2018,17-29 y.,Very good,0.2729,2089,29749,0.25615,0.28953
485,485,2018,17-29 y.,Good,0.46135,2516,29749,0.43903,0.48729
486,486,2018,17-29 y.,Satisfactory,0.17846,1022,29749,0.16539,0.19289
487,487,2018,17-29 y.,Poor,0.07398,361,29749,0.06558,0.08476
488,488,2018,17-29 y.,Bad,0.01331,58,29749,0.0094,0.01872
489,489,2018,30-45 y.,Very good,0.14914,1584,29749,0.13721,0.16181
490,490,2018,30-45 y.,Good,0.46849,3779,29749,0.44841,0.48787
491,491,2018,30-45 y.,Satisfactory,0.26962,2121,29749,0.252,0.29084
492,492,2018,30-45 y.,Poor,0.09608,794,29749,0.08608,0.10672
493,493,2018,30-45 y.,Bad,0.01667,157,29749,0.01237,0.02061
494,494,2018,46-65 y.,Very good,0.05451,732,29749,0.04995,0.06133
495,495,2018,46-65 y.,Good,0.36534,3846,29749,0.35192,0.3796
496,496,2018,46-65 y.,Satisfactory,0.37174,3630,29749,0.35619,0.38617
497,497,2018,46-65 y.,Poor,0.16291,1591,29749,0.15404,0.17274
498,498,2018,46-65 y.,Bad,0.0455,456,29749,0.04061,0.05027
499,499,2018,66 and older,Very good,0.02898,149,29749,0.0251,0.03228
500,500,2018,66 and older,Good,0.25349,1368,29749,0.23977,0.26703
501,501,2018,66 and older,Satisfactory,0.43954,2147,29749,0.42257,0.45781
502,502,2018,66 and older,Poor,0.21726,1054,29749,0.20323,0.22724
503,503,2018,66 and older,Bad,0.06074,295,29749,0.0547,0.06772
504,504,2019,17-29 y.,Very good,0.23495,1663,29537,0.21644,0.25422
505,505,2019,17-29 y.,Good,0.50574,2393,29537,0.47859,0.53304
506,506,2019,17-29 y.,Satisfactory,0.18385,892,29537,0.17016,0.20019
507,507,2019,17-29 y.,Poor,0.06035,315,29537,0.05303,0.06904
508,508,2019,17-29 y.,Bad,0.01511,59,29537,0.00926,0.02111
509,509,2019,30-45 y.,Very good,0.1517,1471,29537,0.13963,0.1674
510,510,2019,30-45 y.,Good,0.47835,3640,29537,0.45307,0.50242
511,511,2019,30-45 y.,Satisfactory,0.25499,1937,29537,0.23878,0.27815
512,512,2019,30-45 y.,Poor,0.09778,763,29537,0.08681,0.11052
513,513,2019,30-45 y.,Bad,0.01717,151,29537,0.01247,0.02291
514,514,2019,46-65 y.,Very good,0.06298,1033,29537,0.05663,0.06861
515,515,2019,46-65 y.,Good,0.36655,4404,29537,0.35262,0.38494
516,516,2019,46-65 y.,Satisfactory,0.35611,3625,29537,0.34232,0.37165
517,517,2019,46-65 y.,Poor,0.17476,1608,29537,0.16408,0.1859
518,518,2019,46-65 y.,Bad,0.0396,383,29537,0.03463,0.04401
519,519,2019,66 and older,Very good,0.0297,218,29537,0.02495,0.03462
520,520,2019,66 and older,Good,0.25734,1491,29537,0.24383,0.27195
521,521,2019,66 and older,Satisfactory,0.43557,2187,29537,0.41745,0.45231
522,522,2019,66 and older,Poor,0.21634,1011,29537,0.20323,0.2292
523,523,2019,66 and older,Bad,0.06104,293,29537,0.05584,0.06719
524,524,2020,17-29 y.,Very good,0.26957,2084,29855,0.25141,0.28812
525,525,2020,17-29 y.,Good,0.47302,2622,29855,0.44588,0.49992
526,526,2020,17-29 y.,Satisfactory,0.19171,886,29855,0.17394,0.21203
527,527,2020,17-29 y.,Poor,0.05682,293,29855,0.0492,0.06387
528,528,2020,17-29 y.,Bad,0.00889,52,29855,0.00574,0.01327
529,529,2020,30-45 y.,Very good,0.16573,1952,29855,0.14866,0.1815
530,530,2020,30-45 y.,Good,0.48784,3933,29855,0.46453,0.51511
531,531,2020,30-45 y.,Satisfactory,0.24615,1815,29855,0.23096,0.26526
532,532,2020,30-45 y.,Poor,0.08585,656,29855,0.07538,0.09664
533,533,2020,30-45 y.,Bad,0.01442,134,29855,0.00956,0.01943
534,534,2020,46-65 y.,Very good,0.06303,959,29855,0.05703,0.0697
535,535,2020,46-65 y.,Good,0.36738,4293,29855,0.35246,0.38189
536,536,2020,46-65 y.,Satisfactory,0.35863,3383,29855,0.34336,0.37324
537,537,2020,46-65 y.,Poor,0.17163,1512,29855,0.16006,0.18187
538,538,2020,46-65 y.,Bad,0.03933,366,29855,0.03423,0.04389
539,539,2020,66 and older,Very good,0.03176,179,29855,0.02755,0.03625
540,540,2020,66 and older,Good,0.24896,1402,29855,0.23423,0.26252
541,541,2020,66 and older,Satisfactory,0.43706,2065,29855,0.41674,0.45684
542,542,2020,66 and older,Poor,0.21666,995,29855,0.20526,0.22896
543,543,2020,66 and older,Bad,0.06556,274,29855,0.05843,0.07342
544,544,2021,17-29 y.,Very good,0.27631,1186,19911,0.25349,0.30198
545,545,2021,17-29 y.,Good,0.43255,1533,19911,0.39774,0.46781
546,546,2021,17-29 y.,Satisfactory,0.19342,643,19911,0.17416,0.21548
547,547,2021,17-29 y.,Poor,0.08855,242,19911,0.07288,0.10673
548,548,2021,17-29 y.,Bad,0.00918,36,19911,0.00473,0.01447
549,549,2021,30-45 y.,Very good,0.16729,1053,19911,0.14677,0.18755
550,550,2021,30-45 y.,Good,0.47013,2449,19911,0.4449,0.50286
551,551,2021,30-45 y.,Satisfactory,0.2333,1195,19911,0.20711,0.25422
552,552,2021,30-45 y.,Poor,0.10165,527,19911,0.08732,0.11582
553,553,2021,30-45 y.,Bad,0.02763,125,19911,0.01822,0.04029
554,554,2021,46-65 y.,Very good,0.08092,781,19911,0.07172,0.08897
555,555,2021,46-65 y.,Good,0.36797,2897,19911,0.34847,0.38505
556,556,2021,46-65 y.,Satisfactory,0.35174,2288,19911,0.33096,0.36968
557,557,2021,46-65 y.,Poor,0.15603,1066,19911,0.14267,0.16863
558,558,2021,46-65 y.,Bad,0.04333,300,19911,0.03646,0.05187
559,559,2021,66 and older,Very good,0.044,199,19911,0.03819,0.05112
560,560,2021,66 and older,Good,0.2439,1053,19911,0.22864,0.263
561,561,2021,66 and older,Satisfactory,0.41966,1402,19911,0.4005,0.44496
562,562,2021,66 and older,Poor,0.22554,713,19911,0.21249,0.24367
563,563,2021,66 and older,Bad,0.0669,223,19911,0.05834,0.07651
