,Unnamed: 0,year,migback,m11126,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
362,362,2018,Indirect migration background,Good,0.42211,721,29749,0.3889,0.46391
363,363,2018,Indirect migration background,Satisfactory,0.24302,409,29749,0.21682,0.27884
364,364,2018,Indirect migration background,Poor,0.08265,143,29749,0.06761,0.10161
365,365,2018,Indirect migration background,Bad,0.02309,45,29749,0.01727,0.02944
366,366,2019,No migration background,Very good,0.09043,2270,29537,0.08638,0.09526
367,367,2019,No migration background,Good,0.38881,8341,29537,0.37999,0.39822
368,368,2019,No migration background,Satisfactory,0.33136,6539,29537,0.3226,0.34053
369,369,2019,No migration background,Poor,0.15373,2699,29537,0.14723,0.16101
370,370,2019,No migration background,Bad,0.03566,615,29537,0.03229,0.03825
371,371,2019,Direct migration background,Very good,0.13757,1755,29537,0.11877,0.1561
372,372,2019,Direct migration background,Good,0.37362,2876,29537,0.34587,0.39691
373,373,2019,Direct migration background,Satisfactory,0.30733,1705,29537,0.27717,0.3342
374,374,2019,Direct migration background,Poor,0.14384,849,29537,0.12594,0.16089
375,375,2019,Direct migration background,Bad,0.03764,235,29537,0.03053,0.04661
376,376,2019,Indirect migration background,Very good,0.19724,360,29537,0.17222,0.22204
377,377,2019,Indirect migration background,Good,0.44414,711,29537,0.39907,0.47828
378,378,2019,Indirect migration background,Satisfactory,0.25413,397,29537,0.21942,0.28896
379,379,2019,Indirect migration background,Poor,0.07838,149,29537,0.06205,0.09451
380,380,2019,Indirect migration background,Bad,0.02611,36,29537,0.01611,0.03903
381,381,2020,No migration background,Very good,0.10038,2090,29855,0.09445,0.10663
382,382,2020,No migration background,Good,0.3833,7772,29855,0.37423,0.39315
383,383,2020,No migration background,Satisfactory,0.3348,5974,29855,0.3259,0.34576
384,384,2020,No migration background,Poor,0.14464,2470,29855,0.13897,0.15168
385,385,2020,No migration background,Bad,0.03687,563,29855,0.03397,0.04066
386,386,2020,Direct migration background,Very good,0.14702,2735,29855,0.12864,0.16525
387,387,2020,Direct migration background,Good,0.36686,3757,29855,0.33393,0.39978
388,388,2020,Direct migration background,Satisfactory,0.29377,1795,29855,0.26477,0.32838
389,389,2020,Direct migration background,Poor,0.16154,848,29855,0.14299,0.18427
390,390,2020,Direct migration background,Bad,0.03081,227,29855,0.02198,0.03962
391,391,2020,Indirect migration background,Very good,0.21972,349,29855,0.19385,0.25038
392,392,2020,Indirect migration background,Good,0.45249,721,29855,0.40264,0.49899
393,393,2020,Indirect migration background,Satisfactory,0.23868,380,29855,0.20722,0.26754
394,394,2020,Indirect migration background,Poor,0.07389,138,29855,0.05729,0.09002
395,395,2020,Indirect migration background,Bad,0.01521,36,29855,0.00953,0.02242
396,396,2021,No migration background,Very good,0.11457,1688,19892,0.10646,0.12252
397,397,2021,No migration background,Good,0.37479,5389,19892,0.36087,0.38604
398,398,2021,No migration background,Satisfactory,0.32188,4114,19892,0.31004,0.3333
399,399,2021,No migration background,Poor,0.14876,1782,19892,0.14082,0.15646
400,400,2021,No migration background,Bad,0.04,466,19892,0.03588,0.04452
401,401,2021,Direct migration background,Very good,0.14716,1311,19892,0.12505,0.17042
402,402,2021,Direct migration background,Good,0.34161,2132,19892,0.30565,0.37412
403,403,2021,Direct migration background,Satisfactory,0.30675,1178,19892,0.27203,0.34196
404,404,2021,Direct migration background,Poor,0.16487,670,19892,0.14298,0.19422
405,405,2021,Direct migration background,Bad,0.03961,199,19892,0.02701,0.05673
406,406,2021,Indirect migration background,Very good,0.21522,220,19892,0.18085,0.25006
407,407,2021,Indirect migration background,Good,0.45708,411,19892,0.39529,0.52993
408,408,2021,Indirect migration background,Satisfactory,0.22071,236,19892,0.18253,0.26488
409,409,2021,Indirect migration background,Poor,0.10699,96,19892,0.0739,0.14066
