,Unnamed: 0,year,pgisced97,m11126,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
325,325,2003,First Stage of Tertiary Education,Bad,0.04363,59,21808,0.03641,0.05091
326,326,2003,Second Stage of Tertiary Education,Very good,0.10488,496,21808,0.09528,0.11351
327,327,2003,Second Stage of Tertiary Education,Good,0.45708,2077,21808,0.43749,0.47963
328,328,2003,Second Stage of Tertiary Education,Satisfactory,0.29933,1252,21808,0.28554,0.31306
329,329,2003,Second Stage of Tertiary Education,Poor,0.11217,438,21808,0.10421,0.12218
330,330,2003,Second Stage of Tertiary Education,Bad,0.02654,83,21808,0.02192,0.03055
331,331,2004,Pre-primary Level,Very good,0.35552,220,21214,0.30805,0.39473
332,332,2004,Pre-primary Level,Good,0.49144,318,21214,0.44845,0.5476
333,333,2004,Pre-primary Level,Satisfactory,0.15305,83,21214,0.12225,0.18507
334,334,2004,Primary Level,Good,0.29384,65,21214,0.22655,0.36784
335,335,2004,Primary Level,Satisfactory,0.4153,87,21214,0.36431,0.47857
336,336,2004,Primary Level,Poor,0.29085,57,21214,0.22919,0.34729
337,337,2004,Lower Secondary Level,Very good,0.09876,258,21214,0.08785,0.10884
338,338,2004,Lower Secondary Level,Good,0.29307,846,21214,0.27845,0.309
339,339,2004,Lower Secondary Level,Satisfactory,0.32178,812,21214,0.30463,0.33749
340,340,2004,Lower Secondary Level,Poor,0.20802,485,21214,0.19538,0.21875
341,341,2004,Lower Secondary Level,Bad,0.07837,170,21214,0.07179,0.08672
342,342,2004,Upper Secondary Level,Very good,0.08467,941,21214,0.0807,0.08923
343,343,2004,Upper Secondary Level,Good,0.37274,4297,21214,0.36437,0.38153
344,344,2004,Upper Secondary Level,Satisfactory,0.34078,3601,21214,0.33316,0.34914
345,345,2004,Upper Secondary Level,Poor,0.15508,1487,21214,0.15036,0.16053
346,346,2004,Upper Secondary Level,Bad,0.04674,432,21214,0.04395,0.0494
347,347,2004,Post-secondary Non-tertiary Level,Very good,0.12827,143,21214,0.10961,0.14998
348,348,2004,Post-secondary Non-tertiary Level,Good,0.47917,562,21214,0.44471,0.51301
349,349,2004,Post-secondary Non-tertiary Level,Satisfactory,0.25718,302,21214,0.23029,0.2825
350,350,2004,Post-secondary Non-tertiary Level,Poor,0.13537,123,21214,0.11471,0.15214
351,351,2004,First Stage of Tertiary Education,Very good,0.06696,120,21214,0.05765,0.07827
352,352,2004,First Stage of Tertiary Education,Good,0.39155,683,21214,0.36334,0.41686
353,353,2004,First Stage of Tertiary Education,Satisfactory,0.35275,578,21214,0.33229,0.37632
354,354,2004,First Stage of Tertiary Education,Poor,0.14366,198,21214,0.12955,0.15771
355,355,2004,First Stage of Tertiary Education,Bad,0.04508,58,21214,0.03709,0.05367
356,356,2004,Second Stage of Tertiary Education,Very good,0.09923,427,21214,0.09048,0.1085
357,357,2004,Second Stage of Tertiary Education,Good,0.44352,2061,21214,0.42657,0.45965
358,358,2004,Second Stage of Tertiary Education,Satisfactory,0.30704,1270,21214,0.29184,0.32347
359,359,2004,Second Stage of Tertiary Education,Poor,0.12058,445,21214,0.11221,0.12979
360,360,2004,Second Stage of Tertiary Education,Bad,0.02963,85,21214,0.02477,0.03469
361,361,2005,Pre-primary Level,Very good,0.36505,229,20251,0.32185,0.40875
362,362,2005,Pre-primary Level,Good,0.44403,294,20251,0.39885,0.49455
363,363,2005,Pre-primary Level,Satisfactory,0.19092,98,20251,0.16064,0.23131
364,364,2005,Primary Level,Good,0.332,70,20251,0.25998,0.40505
365,365,2005,Primary Level,Satisfactory,0.47846,90,20251,0.40404,0.54845
366,366,2005,Primary Level,Poor,0.18954,42,20251,0.15046,0.23051
367,367,2005,Lower Secondary Level,Very good,0.08049,220,20251,0.07182,0.0899
368,368,2005,Lower Secondary Level,Good,0.3018,778,20251,0.28519,0.32111
369,369,2005,Lower Secondary Level,Satisfactory,0.33071,765,20251,0.3122,0.348
370,370,2005,Lower Secondary Level,Poor,0.20675,456,20251,0.19388,0.21863
371,371,2005,Lower Secondary Level,Bad,0.08024,166,20251,0.0709,0.08808
372,372,2005,Upper Secondary Level,Very good,0.07361,776,20251,0.06848,0.07743
373,373,2005,Upper Secondary Level,Good,0.37144,4029,20251,0.3599,0.38099
374,374,2005,Upper Secondary Level,Satisfactory,0.35224,3504,20251,0.34287,0.36012
375,375,2005,Upper Secondary Level,Poor,0.15899,1502,20251,0.15294,0.16448
376,376,2005,Upper Secondary Level,Bad,0.04372,395,20251,0.04049,0.04631
377,377,2005,Post-secondary Non-tertiary Level,Very good,0.10544,119,20251,0.0877,0.12577
378,378,2005,Post-secondary Non-tertiary Level,Good,0.45041,515,20251,0.41613,0.49249
379,379,2005,Post-secondary Non-tertiary Level,Satisfactory,0.28467,342,20251,0.25994,0.31151
380,380,2005,Post-secondary Non-tertiary Level,Poor,0.12516,118,20251,0.10642,0.14484
381,381,2005,Post-secondary Non-tertiary Level,Bad,0.03432,34,20251,0.02596,0.04172
382,382,2005,First Stage of Tertiary Education,Very good,0.06265,96,20251,0.05299,0.07309
383,383,2005,First Stage of Tertiary Education,Good,0.35776,603,20251,0.33212,0.38835
384,384,2005,First Stage of Tertiary Education,Satisfactory,0.37953,579,20251,0.35101,0.40348
385,385,2005,First Stage of Tertiary Education,Poor,0.15417,223,20251,0.13954,0.1718
386,386,2005,First Stage of Tertiary Education,Bad,0.04589,55,20251,0.03735,0.05354
387,387,2005,Second Stage of Tertiary Education,Very good,0.09793,416,20251,0.08785,0.10891
388,388,2005,Second Stage of Tertiary Education,Good,0.43819,1875,20251,0.42031,0.45779
389,389,2005,Second Stage of Tertiary Education,Satisfactory,0.313,1324,20251,0.29823,0.32654
390,390,2005,Second Stage of Tertiary Education,Poor,0.12198,445,20251,0.11044,0.13214
391,391,2005,Second Stage of Tertiary Education,Bad,0.02891,93,20251,0.02369,0.03325
392,392,2006,Pre-primary Level,Very good,0.37608,231,21826,0.32576,0.43071
393,393,2006,Pre-primary Level,Good,0.50499,320,21826,0.45598,0.55765
394,394,2006,Pre-primary Level,Satisfactory,0.11893,71,21826,0.09965,0.14252
395,395,2006,Primary Level,Good,0.25476,58,21826,0.20892,0.31063
396,396,2006,Primary Level,Satisfactory,0.46491,88,21826,0.40234,0.55047
397,397,2006,Primary Level,Poor,0.28033,52,21826,0.23456,0.33205
398,398,2006,Lower Secondary Level,Very good,0.09262,239,21826,0.0833,0.10208
399,399,2006,Lower Secondary Level,Good,0.3084,823,21826,0.29017,0.32552
400,400,2006,Lower Secondary Level,Satisfactory,0.32535,813,21826,0.31055,0.34174
401,401,2006,Lower Secondary Level,Poor,0.1874,462,21826,0.17675,0.19785
402,402,2006,Lower Secondary Level,Bad,0.08623,193,21826,0.07884,0.09214
403,403,2006,Upper Secondary Level,Very good,0.07992,860,21826,0.07593,0.0837
404,404,2006,Upper Secondary Level,Good,0.36941,4312,21826,0.36099,0.37668
405,405,2006,Upper Secondary Level,Satisfactory,0.35547,3870,21826,0.34631,0.36356
406,406,2006,Upper Secondary Level,Poor,0.14674,1556,21826,0.14158,0.15234
407,407,2006,Upper Secondary Level,Bad,0.04846,471,21826,0.04509,0.05177
408,408,2006,Post-secondary Non-tertiary Level,Very good,0.11244,122,21826,0.10032,0.12717
409,409,2006,Post-secondary Non-tertiary Level,Good,0.44205,569,21826,0.41476,0.4774
410,410,2006,Post-secondary Non-tertiary Level,Satisfactory,0.31391,369,21826,0.28604,0.34915
411,411,2006,Post-secondary Non-tertiary Level,Poor,0.13159,126,21826,0.11565,0.1481
412,412,2006,First Stage of Tertiary Education,Very good,0.06227,93,21826,0.05243,0.07304
413,413,2006,First Stage of Tertiary Education,Good,0.38662,666,21826,0.36616,0.40898
414,414,2006,First Stage of Tertiary Education,Satisfactory,0.37347,608,21826,0.34634,0.39159
415,415,2006,First Stage of Tertiary Education,Poor,0.13366,220,21826,0.11977,0.15062
416,416,2006,First Stage of Tertiary Education,Bad,0.04398,60,21826,0.03695,0.05142
417,417,2006,Second Stage of Tertiary Education,Very good,0.10442,476,21826,0.09492,0.11276
418,418,2006,Second Stage of Tertiary Education,Good,0.43066,2066,21826,0.41589,0.44854
419,419,2006,Second Stage of Tertiary Education,Satisfactory,0.31422,1425,21826,0.29777,0.33129
420,420,2006,Second Stage of Tertiary Education,Poor,0.11926,494,21826,0.11067,0.12808
421,421,2006,Second Stage of Tertiary Education,Bad,0.03145,113,21826,0.02668,0.03631
422,422,2007,Pre-primary Level,Very good,0.38809,230,20395,0.3489,0.42749
423,423,2007,Pre-primary Level,Good,0.47555,296,20395,0.42695,0.52119
424,424,2007,Pre-primary Level,Satisfactory,0.13636,80,20395,0.11442,0.16356
425,425,2007,Primary Level,Good,0.30838,59,20395,0.24627,0.3906
426,426,2007,Primary Level,Satisfactory,0.41558,76,20395,0.32705,0.49134
427,427,2007,Primary Level,Poor,0.27604,51,20395,0.22484,0.3489
428,428,2007,Lower Secondary Level,Very good,0.08821,203,20395,0.07716,0.09896
429,429,2007,Lower Secondary Level,Good,0.29126,705,20395,0.27396,0.30789
430,430,2007,Lower Secondary Level,Satisfactory,0.33174,747,20395,0.31376,0.35032
431,431,2007,Lower Secondary Level,Poor,0.20964,432,20395,0.19702,0.22475
432,432,2007,Lower Secondary Level,Bad,0.07915,162,20395,0.07174,0.08561
433,433,2007,Upper Secondary Level,Very good,0.06949,738,20395,0.06506,0.0743
434,434,2007,Upper Secondary Level,Good,0.37187,4058,20395,0.36183,0.38352
435,435,2007,Upper Secondary Level,Satisfactory,0.36576,3610,20395,0.35767,0.37484
436,436,2007,Upper Secondary Level,Poor,0.15078,1479,20395,0.14528,0.15628
437,437,2007,Upper Secondary Level,Bad,0.04209,411,20395,0.03957,0.04522
438,438,2007,Post-secondary Non-tertiary Level,Very good,0.11345,120,20395,0.09555,0.13374
439,439,2007,Post-secondary Non-tertiary Level,Good,0.47374,562,20395,0.44365,0.50085
440,440,2007,Post-secondary Non-tertiary Level,Satisfactory,0.28205,334,20395,0.25294,0.30915
441,441,2007,Post-secondary Non-tertiary Level,Poor,0.13076,129,20395,0.11574,0.14946
442,442,2007,First Stage of Tertiary Education,Very good,0.06661,88,20395,0.05584,0.0792
443,443,2007,First Stage of Tertiary Education,Good,0.3478,576,20395,0.32041,0.37245
444,444,2007,First Stage of Tertiary Education,Satisfactory,0.39353,583,20395,0.36626,0.41582
445,445,2007,First Stage of Tertiary Education,Poor,0.15413,231,20395,0.13786,0.17049
446,446,2007,First Stage of Tertiary Education,Bad,0.03794,52,20395,0.03049,0.04619
447,447,2007,Second Stage of Tertiary Education,Very good,0.09169,410,20395,0.08415,0.10048
448,448,2007,Second Stage of Tertiary Education,Good,0.45368,2017,20395,0.43037,0.47301
449,449,2007,Second Stage of Tertiary Education,Satisfactory,0.30501,1375,20395,0.29066,0.32197
450,450,2007,Second Stage of Tertiary Education,Poor,0.11869,481,20395,0.10961,0.12948
451,451,2007,Second Stage of Tertiary Education,Bad,0.03093,100,20395,0.02592,0.03659
452,452,2008,Pre-primary Level,Very good,0.34841,185,19131,0.2998,0.39014
453,453,2008,Pre-primary Level,Good,0.52161,270,19131,0.46919,0.58076
454,454,2008,Pre-primary Level,Satisfactory,0.12998,69,19131,0.1033,0.16569
455,455,2008,Primary Level,Good,0.2642,43,19131,0.19936,0.3342
456,456,2008,Primary Level,Satisfactory,0.38702,62,19131,0.30274,0.45383
457,457,2008,Primary Level,Poor,0.34878,52,19131,0.27489,0.43002
458,458,2008,Lower Secondary Level,Very good,0.1013,198,19131,0.08901,0.11298
459,459,2008,Lower Secondary Level,Good,0.2906,651,19131,0.27363,0.30539
460,460,2008,Lower Secondary Level,Satisfactory,0.33289,665,19131,0.31604,0.34997
461,461,2008,Lower Secondary Level,Poor,0.19844,398,19131,0.1848,0.21228
462,462,2008,Lower Secondary Level,Bad,0.07677,149,19131,0.06875,0.08533
463,463,2008,Upper Secondary Level,Very good,0.07241,706,19131,0.06733,0.07861
464,464,2008,Upper Secondary Level,Good,0.37246,3759,19131,0.36186,0.3829
465,465,2008,Upper Secondary Level,Satisfactory,0.35546,3356,19131,0.34631,0.36577
466,466,2008,Upper Secondary Level,Poor,0.15521,1484,19131,0.14972,0.1621
467,467,2008,Upper Secondary Level,Bad,0.04446,409,19131,0.04155,0.04796
468,468,2008,Post-secondary Non-tertiary Level,Very good,0.1139,119,19131,0.0942,0.13041
469,469,2008,Post-secondary Non-tertiary Level,Good,0.44964,508,19131,0.41215,0.49017
470,470,2008,Post-secondary Non-tertiary Level,Satisfactory,0.28637,307,19131,0.25797,0.31719
471,471,2008,Post-secondary Non-tertiary Level,Poor,0.15009,136,19131,0.13256,0.17311
472,472,2008,First Stage of Tertiary Education,Very good,0.0535,64,19131,0.04267,0.0639
473,473,2008,First Stage of Tertiary Education,Good,0.39705,549,19131,0.36618,0.42702
474,474,2008,First Stage of Tertiary Education,Satisfactory,0.37469,555,19131,0.34511,0.40574
475,475,2008,First Stage of Tertiary Education,Poor,0.13505,194,19131,0.11761,0.1521
476,476,2008,First Stage of Tertiary Education,Bad,0.0397,53,19131,0.03049,0.04852
477,477,2008,Second Stage of Tertiary Education,Very good,0.1027,416,19131,0.09326,0.1123
478,478,2008,Second Stage of Tertiary Education,Good,0.43606,1896,19131,0.41968,0.456
479,479,2008,Second Stage of Tertiary Education,Satisfactory,0.32481,1341,19131,0.30764,0.34238
480,480,2008,Second Stage of Tertiary Education,Poor,0.11375,459,19131,0.10499,0.12087
481,481,2008,Second Stage of Tertiary Education,Bad,0.02268,78,19131,0.01806,0.02695
482,482,2009,Pre-primary Level,Very good,0.32816,169,17820,0.27832,0.38114
483,483,2009,Pre-primary Level,Good,0.528,249,17820,0.46706,0.58421
484,484,2009,Pre-primary Level,Satisfactory,0.14384,71,17820,0.11124,0.18374
485,485,2009,Primary Level,Good,0.23996,40,17820,0.16999,0.31766
486,486,2009,Primary Level,Satisfactory,0.40967,55,17820,0.31695,0.49051
487,487,2009,Primary Level,Poor,0.35037,41,17820,0.2733,0.43464
488,488,2009,Lower Secondary Level,Very good,0.08462,150,17820,0.07285,0.09839
489,489,2009,Lower Secondary Level,Good,0.27999,554,17820,0.26135,0.29913
490,490,2009,Lower Secondary Level,Satisfactory,0.37133,643,17820,0.35126,0.3896
491,491,2009,Lower Secondary Level,Poor,0.19265,357,17820,0.17897,0.21039
492,492,2009,Lower Secondary Level,Bad,0.07141,123,17820,0.06385,0.07943
493,493,2009,Upper Secondary Level,Very good,0.07188,616,17820,0.06673,0.07791
494,494,2009,Upper Secondary Level,Good,0.35134,3386,17820,0.33807,0.36226
495,495,2009,Upper Secondary Level,Satisfactory,0.37746,3288,17820,0.36471,0.38615
496,496,2009,Upper Secondary Level,Poor,0.15537,1378,17820,0.148,0.1613
497,497,2009,Upper Secondary Level,Bad,0.04394,378,17820,0.04058,0.0475
498,498,2009,Post-secondary Non-tertiary Level,Very good,0.09546,92,17820,0.0777,0.11489
499,499,2009,Post-secondary Non-tertiary Level,Good,0.43785,453,17820,0.3979,0.48071
500,500,2009,Post-secondary Non-tertiary Level,Satisfactory,0.35243,321,17820,0.31538,0.38798
501,501,2009,Post-secondary Non-tertiary Level,Poor,0.11426,108,17820,0.09224,0.13859
502,502,2009,First Stage of Tertiary Education,Very good,0.04232,66,17820,0.03202,0.05193
503,503,2009,First Stage of Tertiary Education,Good,0.38585,485,17820,0.35262,0.42533
504,504,2009,First Stage of Tertiary Education,Satisfactory,0.38086,527,17820,0.35496,0.4155
505,505,2009,First Stage of Tertiary Education,Poor,0.15963,198,17820,0.13624,0.17981
506,506,2009,First Stage of Tertiary Education,Bad,0.03134,48,17820,0.0264,0.0365
507,507,2009,Second Stage of Tertiary Education,Very good,0.10329,391,17820,0.09034,0.11708
508,508,2009,Second Stage of Tertiary Education,Good,0.44317,1803,17820,0.42019,0.46225
509,509,2009,Second Stage of Tertiary Education,Satisfactory,0.31308,1303,17820,0.2952,0.33032
510,510,2009,Second Stage of Tertiary Education,Poor,0.11456,436,17820,0.10284,0.12637
511,511,2009,Second Stage of Tertiary Education,Bad,0.02589,91,17820,0.02157,0.03058
512,512,2010,Pre-primary Level,Very good,0.33871,262,23960,0.29782,0.38735
513,513,2010,Pre-primary Level,Good,0.48445,313,23960,0.40233,0.55902
514,514,2010,Pre-primary Level,Satisfactory,0.14624,98,23960,0.11373,0.17947
515,515,2010,Pre-primary Level,Poor,0.0306,31,23960,0.02234,0.04358
516,516,2010,Primary Level,Very good,0.10954,40,23960,0.06884,0.16893
517,517,2010,Primary Level,Good,0.27106,104,23960,0.20564,0.36317
518,518,2010,Primary Level,Satisfactory,0.30536,108,23960,0.24241,0.39087
519,519,2010,Primary Level,Poor,0.31404,63,23960,0.21147,0.41801
520,520,2010,Lower Secondary Level,Very good,0.09113,291,23960,0.0779,0.1069
521,521,2010,Lower Secondary Level,Good,0.29193,849,23960,0.26986,0.31841
522,522,2010,Lower Secondary Level,Satisfactory,0.33586,789,23960,0.30992,0.35921
523,523,2010,Lower Secondary Level,Poor,0.19374,425,23960,0.17511,0.21223
524,524,2010,Lower Secondary Level,Bad,0.08734,152,23960,0.07389,0.09994
525,525,2010,Upper Secondary Level,Very good,0.07844,1142,23960,0.071,0.08563
526,526,2010,Upper Secondary Level,Good,0.3553,4639,23960,0.34053,0.36906
527,527,2010,Upper Secondary Level,Satisfactory,0.35896,3849,23960,0.34784,0.36882
528,528,2010,Upper Secondary Level,Poor,0.16303,1660,23960,0.15309,0.1707
529,529,2010,Upper Secondary Level,Bad,0.04427,449,23960,0.04088,0.04787
530,530,2010,Post-secondary Non-tertiary Level,Very good,0.11062,244,23960,0.08845,0.13572
531,531,2010,Post-secondary Non-tertiary Level,Good,0.42629,791,23960,0.38237,0.46482
532,532,2010,Post-secondary Non-tertiary Level,Satisfactory,0.321,474,23960,0.2848,0.36524
533,533,2010,Post-secondary Non-tertiary Level,Poor,0.10666,160,23960,0.08762,0.1252
534,534,2010,Post-secondary Non-tertiary Level,Bad,0.03543,40,23960,0.02687,0.04712
535,535,2010,First Stage of Tertiary Education,Very good,0.05121,124,23960,0.0357,0.06911
536,536,2010,First Stage of Tertiary Education,Good,0.36222,639,23960,0.32882,0.39986
537,537,2010,First Stage of Tertiary Education,Satisfactory,0.39765,578,23960,0.36121,0.44089
538,538,2010,First Stage of Tertiary Education,Poor,0.14982,220,23960,0.12998,0.17037
539,539,2010,First Stage of Tertiary Education,Bad,0.0391,51,23960,0.02969,0.05259
540,540,2010,Second Stage of Tertiary Education,Very good,0.12038,810,23960,0.10765,0.13555
541,541,2010,Second Stage of Tertiary Education,Good,0.43885,2429,23960,0.41423,0.46577
542,542,2010,Second Stage of Tertiary Education,Satisfactory,0.29402,1492,23960,0.27547,0.31202
543,543,2010,Second Stage of Tertiary Education,Poor,0.1201,545,23960,0.1082,0.12995
544,544,2010,Second Stage of Tertiary Education,Bad,0.02665,99,23960,0.02082,0.03286
545,545,2011,Pre-primary Level,Very good,0.41411,343,28240,0.37541,0.45966
546,546,2011,Pre-primary Level,Good,0.4698,420,28240,0.41206,0.51709
547,547,2011,Pre-primary Level,Satisfactory,0.11608,99,28240,0.09467,0.13489
548,548,2011,Primary Level,Very good,0.0608,34,28240,0.04365,0.07671
549,549,2011,Primary Level,Good,0.30041,126,28240,0.2335,0.36463
550,550,2011,Primary Level,Satisfactory,0.35789,127,28240,0.29108,0.42961
551,551,2011,Primary Level,Poor,0.2809,98,28240,0.21037,0.34353
552,552,2011,Lower Secondary Level,Very good,0.08118,306,28240,0.06971,0.09354
553,553,2011,Lower Secondary Level,Good,0.29782,1023,28240,0.2817,0.31842
554,554,2011,Lower Secondary Level,Satisfactory,0.3385,998,28240,0.31564,0.35981
555,555,2011,Lower Secondary Level,Poor,0.20985,530,28240,0.19155,0.22613
556,556,2011,Lower Secondary Level,Bad,0.07266,187,28240,0.0644,0.08241
557,557,2011,Upper Secondary Level,Very good,0.08658,1272,28240,0.08108,0.09308
558,558,2011,Upper Secondary Level,Good,0.35924,5385,28240,0.34805,0.36984
559,559,2011,Upper Secondary Level,Satisfactory,0.34785,4606,28240,0.33719,0.35677
560,560,2011,Upper Secondary Level,Poor,0.16051,2061,28240,0.15442,0.16667
561,561,2011,Upper Secondary Level,Bad,0.04582,567,28240,0.0425,0.04938
562,562,2011,Post-secondary Non-tertiary Level,Very good,0.13084,264,28240,0.10902,0.15582
563,563,2011,Post-secondary Non-tertiary Level,Good,0.444,938,28240,0.41252,0.48236
564,564,2011,Post-secondary Non-tertiary Level,Satisfactory,0.28863,543,28240,0.25952,0.32333
565,565,2011,Post-secondary Non-tertiary Level,Poor,0.10588,204,28240,0.08871,0.12487
566,566,2011,Post-secondary Non-tertiary Level,Bad,0.03065,52,28240,0.0229,0.03843
567,567,2011,First Stage of Tertiary Education,Very good,0.06174,136,28240,0.05031,0.07632
568,568,2011,First Stage of Tertiary Education,Good,0.38503,755,28240,0.35255,0.4212
569,569,2011,First Stage of Tertiary Education,Satisfactory,0.37194,649,28240,0.33595,0.40693
570,570,2011,First Stage of Tertiary Education,Poor,0.1425,250,28240,0.12698,0.15699
571,571,2011,First Stage of Tertiary Education,Bad,0.03879,60,28240,0.03028,0.04779
572,572,2011,Second Stage of Tertiary Education,Very good,0.13022,840,28240,0.11835,0.14365
573,573,2011,Second Stage of Tertiary Education,Good,0.44251,2861,28240,0.42621,0.46265
574,574,2011,Second Stage of Tertiary Education,Satisfactory,0.2828,1731,28240,0.26922,0.30146
575,575,2011,Second Stage of Tertiary Education,Poor,0.11834,641,28240,0.10966,0.12875
576,576,2011,Second Stage of Tertiary Education,Bad,0.02613,134,28240,0.02248,0.03025
577,577,2012,Pre-primary Level,Very good,0.37845,345,27686,0.33446,0.43072
578,578,2012,Pre-primary Level,Good,0.44494,406,27686,0.40272,0.49862
579,579,2012,Pre-primary Level,Satisfactory,0.13632,113,27686,0.11028,0.16328
580,580,2012,Pre-primary Level,Poor,0.04028,36,27686,0.03217,0.05012
581,581,2012,Primary Level,Very good,0.07885,39,27686,0.05424,0.10245
582,582,2012,Primary Level,Good,0.23623,101,27686,0.18228,0.30765
583,583,2012,Primary Level,Satisfactory,0.3829,130,27686,0.31979,0.45639
584,584,2012,Primary Level,Poor,0.30203,88,27686,0.24096,0.35472
585,585,2012,Lower Secondary Level,Very good,0.08555,322,27686,0.07528,0.09645
586,586,2012,Lower Secondary Level,Good,0.31325,995,27686,0.29521,0.33138
587,587,2012,Lower Secondary Level,Satisfactory,0.35249,987,27686,0.33114,0.37135
588,588,2012,Lower Secondary Level,Poor,0.19826,539,27686,0.18739,0.2137
589,589,2012,Lower Secondary Level,Bad,0.05046,142,27686,0.04403,0.05763
590,590,2012,Upper Secondary Level,Very good,0.08315,1141,27686,0.0776,0.08858
591,591,2012,Upper Secondary Level,Good,0.36164,5331,27686,0.35098,0.37225
592,592,2012,Upper Secondary Level,Satisfactory,0.3592,4641,27686,0.34952,0.36882
593,593,2012,Upper Secondary Level,Poor,0.15007,1875,27686,0.14432,0.15631
594,594,2012,Upper Secondary Level,Bad,0.04594,546,27686,0.04277,0.04915
595,595,2012,Post-secondary Non-tertiary Level,Very good,0.11514,215,27686,0.09923,0.13174
596,596,2012,Post-secondary Non-tertiary Level,Good,0.44562,966,27686,0.41014,0.48631
597,597,2012,Post-secondary Non-tertiary Level,Satisfactory,0.29847,523,27686,0.26928,0.33194
598,598,2012,Post-secondary Non-tertiary Level,Poor,0.12193,216,27686,0.10437,0.14183
599,599,2012,Post-secondary Non-tertiary Level,Bad,0.01885,43,27686,0.01433,0.02397
600,600,2012,First Stage of Tertiary Education,Very good,0.06425,139,27686,0.0524,0.08155
601,601,2012,First Stage of Tertiary Education,Good,0.39235,752,27686,0.36044,0.43316
602,602,2012,First Stage of Tertiary Education,Satisfactory,0.37379,633,27686,0.33938,0.40275
603,603,2012,First Stage of Tertiary Education,Poor,0.13576,229,27686,0.11703,0.15472
604,604,2012,First Stage of Tertiary Education,Bad,0.03385,50,27686,0.02526,0.04339
605,605,2012,Second Stage of Tertiary Education,Very good,0.12864,758,27686,0.1183,0.13962
606,606,2012,Second Stage of Tertiary Education,Good,0.45838,2926,27686,0.43751,0.47742
607,607,2012,Second Stage of Tertiary Education,Satisfactory,0.28435,1723,27686,0.2724,0.2995
608,608,2012,Second Stage of Tertiary Education,Poor,0.10602,611,27686,0.09759,0.11486
609,609,2012,Second Stage of Tertiary Education,Bad,0.02261,125,27686,0.01851,0.02695
610,610,2013,Pre-primary Level,Very good,0.41576,456,30599,0.37405,0.4554
611,611,2013,Pre-primary Level,Good,0.42392,436,30599,0.37262,0.4732
612,612,2013,Pre-primary Level,Satisfactory,0.12254,135,30599,0.09597,0.15237
613,613,2013,Pre-primary Level,Poor,0.03779,41,30599,0.02831,0.04996
614,614,2013,Primary Level,Very good,0.08024,58,30599,0.05429,0.1007
615,615,2013,Primary Level,Good,0.30646,200,30599,0.262,0.37426
616,616,2013,Primary Level,Satisfactory,0.26347,175,30599,0.21469,0.30742
617,617,2013,Primary Level,Poor,0.25344,141,30599,0.20812,0.31436
618,618,2013,Primary Level,Bad,0.0964,57,30599,0.06702,0.12579
619,619,2013,Lower Secondary Level,Very good,0.10226,530,30599,0.09157,0.118
620,620,2013,Lower Secondary Level,Good,0.29664,1322,30599,0.27727,0.32373
621,621,2013,Lower Secondary Level,Satisfactory,0.32893,1110,30599,0.30826,0.34779
622,622,2013,Lower Secondary Level,Poor,0.2052,639,30599,0.18876,0.22132
623,623,2013,Lower Secondary Level,Bad,0.06698,200,30599,0.05949,0.07551
624,624,2013,Upper Secondary Level,Very good,0.08569,1397,30599,0.07894,0.09203
625,625,2013,Upper Secondary Level,Good,0.35409,5440,30599,0.34266,0.3647
626,626,2013,Upper Secondary Level,Satisfactory,0.35774,4724,30599,0.34829,0.36693
627,627,2013,Upper Secondary Level,Poor,0.15511,2052,30599,0.14836,0.16298
628,628,2013,Upper Secondary Level,Bad,0.04737,542,30599,0.04378,0.05132
629,629,2013,Post-secondary Non-tertiary Level,Very good,0.10982,299,30599,0.09566,0.12782
630,630,2013,Post-secondary Non-tertiary Level,Good,0.45496,1099,30599,0.41749,0.48842
631,631,2013,Post-secondary Non-tertiary Level,Satisfactory,0.29128,636,30599,0.2636,0.31975
632,632,2013,Post-secondary Non-tertiary Level,Poor,0.11933,265,30599,0.10043,0.13716
633,633,2013,Post-secondary Non-tertiary Level,Bad,0.02461,63,30599,0.01753,0.03142
634,634,2013,First Stage of Tertiary Education,Very good,0.06725,131,30599,0.05404,0.08082
635,635,2013,First Stage of Tertiary Education,Good,0.38652,689,30599,0.35479,0.42504
636,636,2013,First Stage of Tertiary Education,Satisfactory,0.37308,624,30599,0.33639,0.40943
637,637,2013,First Stage of Tertiary Education,Poor,0.13343,223,30599,0.11915,0.14931
638,638,2013,First Stage of Tertiary Education,Bad,0.03972,56,30599,0.02779,0.0549
639,639,2013,Second Stage of Tertiary Education,Very good,0.13719,1006,30599,0.12743,0.14846
640,640,2013,Second Stage of Tertiary Education,Good,0.42858,3064,30599,0.41093,0.4492
641,641,2013,Second Stage of Tertiary Education,Satisfactory,0.28604,1914,30599,0.27009,0.30346
642,642,2013,Second Stage of Tertiary Education,Poor,0.12121,726,30599,0.11238,0.13286
643,643,2013,Second Stage of Tertiary Education,Bad,0.02698,149,30599,0.02327,0.03072
644,644,2014,Pre-primary Level,Very good,0.40784,354,26977,0.36009,0.47204
645,645,2014,Pre-primary Level,Good,0.4403,377,26977,0.38902,0.49398
646,646,2014,Pre-primary Level,Satisfactory,0.15186,119,26977,0.12137,0.18599
647,647,2014,Primary Level,Very good,0.07542,42,26977,0.05689,0.0998
648,648,2014,Primary Level,Good,0.30826,157,26977,0.2556,0.37565
