"m11126","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Weniger gut","2000","(Fach-)Abitur","indirekter Migrationshintergrund","7","","",""
"Weniger gut","2000","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2000","AkademikerIn","kein Migrationshintergrund","308","0.0925753879908004","0.0827796377162237","0.102371138265377"
"Weniger gut","2000","AkademikerIn","direkter Migrationshintergrund","31","0.0873124140824908","0.0595788538478722","0.115045974317109"
"Weniger gut","2000","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Weniger gut","2000","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2000","(noch) kein Abschluss","kein Migrationshintergrund","11","","",""
"Schlecht","2000","(noch) kein Abschluss","direkter Migrationshintergrund","23","","",""
"Schlecht","2000","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Schlecht","2000","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2000","Hauptschule","kein Migrationshintergrund","497","0.0615061184955625","0.0564233138538867","0.0665889231372384"
"Schlecht","2000","Hauptschule","direkter Migrationshintergrund","81","0.0482340648446775","0.0381840204268665","0.0582841092624885"
"Schlecht","2000","Hauptschule","indirekter Migrationshintergrund","7","","",""
"Schlecht","2000","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2000","Realschule","kein Migrationshintergrund","103","0.0217815168610973","0.018021989056642","0.0255410446655526"
"Schlecht","2000","Realschule","direkter Migrationshintergrund","6","","",""
"Schlecht","2000","Realschule","indirekter Migrationshintergrund","1","","",""
"Schlecht","2000","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2000","(Fach-)Abitur","kein Migrationshintergrund","27","","",""
"Schlecht","2000","(Fach-)Abitur","direkter Migrationshintergrund","12","","",""
"Schlecht","2000","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Schlecht","2000","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2000","AkademikerIn","kein Migrationshintergrund","65","0.0217251496966334","0.016797991680164","0.0266523077131027"
"Schlecht","2000","AkademikerIn","direkter Migrationshintergrund","7","","",""
"Schlecht","2000","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Schlecht","2000","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2001","(noch) kein Abschluss","kein Migrationshintergrund","171","0.305763422678657","0.266010437056171","0.345516408301144"
"Sehr gut","2001","(noch) kein Abschluss","direkter Migrationshintergrund","44","0.190605055798556","0.14409784851334","0.237112263083772"
"Sehr gut","2001","(noch) kein Abschluss","indirekter Migrationshintergrund","28","","",""
"Sehr gut","2001","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2001","Hauptschule","kein Migrationshintergrund","471","0.0641981579134964","0.0586587476938432","0.0697375681331497"
"Sehr gut","2001","Hauptschule","direkter Migrationshintergrund","137","0.0942654609708678","0.0797656428619526","0.108765279079783"
"Sehr gut","2001","Hauptschule","indirekter Migrationshintergrund","78","0.252385938043801","0.203313667725288","0.301458208362314"
"Sehr gut","2001","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2001","Realschule","kein Migrationshintergrund","622","0.113036071992843","0.104542709925979","0.121529434059708"
"Sehr gut","2001","Realschule","direkter Migrationshintergrund","40","0.193049134419347","0.142040740622155","0.244057528216538"
"Sehr gut","2001","Realschule","indirekter Migrationshintergrund","46","0.182939011320246","0.129755075523643","0.236122947116849"
"Sehr gut","2001","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2001","(Fach-)Abitur","kein Migrationshintergrund","269","0.15897820104709","0.141286637530079","0.176669764564101"
"Sehr gut","2001","(Fach-)Abitur","direkter Migrationshintergrund","64","0.142878027868268","0.110828665782535","0.174927389954001"
"Sehr gut","2001","(Fach-)Abitur","indirekter Migrationshintergrund","31","0.220794566054744","0.14658196647649","0.295007165632998"
"Sehr gut","2001","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2001","AkademikerIn","kein Migrationshintergrund","337","0.122557287860704","0.111063501861935","0.134051073859473"
"Sehr gut","2001","AkademikerIn","direkter Migrationshintergrund","52","0.142394017603756","0.106295728947409","0.178492306260104"
"Sehr gut","2001","AkademikerIn","indirekter Migrationshintergrund","12","","",""
"Sehr gut","2001","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2001","(noch) kein Abschluss","kein Migrationshintergrund","215","0.406674640818703","0.364291489814275","0.44905779182313"
"Gut","2001","(noch) kein Abschluss","direkter Migrationshintergrund","70","0.248817823234656","0.197627698210424","0.300007948258888"
"Gut","2001","(noch) kein Abschluss","indirekter Migrationshintergrund","35","0.490829954305857","0.379169425294661","0.602490483317053"
"Gut","2001","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2001","Hauptschule","kein Migrationshintergrund","2326","0.293747633976731","0.283453793275944","0.304041474677518"
"Gut","2001","Hauptschule","direkter Migrationshintergrund","621","0.389201931051668","0.365007126804605","0.413396735298732"
"Gut","2001","Hauptschule","indirekter Migrationshintergrund","134","0.416862432565123","0.361163517876062","0.472561347254184"
"Gut","2001","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2001","Realschule","kein Migrationshintergrund","2489","0.443438783970178","0.43011304083797","0.456764527102387"
"Gut","2001","Realschule","direkter Migrationshintergrund","95","0.3858788882892","0.322966424120637","0.448791352457762"
"Gut","2001","Realschule","indirekter Migrationshintergrund","100","0.502800550864603","0.434020377860692","0.571580723868514"
"Gut","2001","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2001","(Fach-)Abitur","kein Migrationshintergrund","784","0.45796579273609","0.433859875109619","0.482071710362562"
"Gut","2001","(Fach-)Abitur","direkter Migrationshintergrund","203","0.443623570514549","0.398124029039744","0.489123111989354"
"Gut","2001","(Fach-)Abitur","indirekter Migrationshintergrund","59","0.472646509535554","0.383320772573746","0.561972246497363"
"Gut","2001","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2001","AkademikerIn","kein Migrationshintergrund","1437","0.44414515507433","0.426730001339961","0.461560308808699"
"Gut","2001","AkademikerIn","direkter Migrationshintergrund","150","0.390472816458922","0.34007766177134","0.440867971146505"
"Gut","2001","AkademikerIn","indirekter Migrationshintergrund","33","0.459301924262261","0.328780855304566","0.589822993219955"
"Gut","2001","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2001","(noch) kein Abschluss","kein Migrationshintergrund","92","0.18129183352857","0.148050616020505","0.214533051036634"
"Zufriedenstellend","2001","(noch) kein Abschluss","direkter Migrationshintergrund","73","0.249494576126454","0.198257978624212","0.300731173628695"
"Zufriedenstellend","2001","(noch) kein Abschluss","indirekter Migrationshintergrund","10","","",""
"Zufriedenstellend","2001","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2001","Hauptschule","kein Migrationshintergrund","2980","0.398392625570518","0.387328361878291","0.409456889262746"
"Zufriedenstellend","2001","Hauptschule","direkter Migrationshintergrund","499","0.312366519667105","0.289368177121413","0.335364862212797"
"Zufriedenstellend","2001","Hauptschule","indirekter Migrationshintergrund","66","0.266974357826202","0.216998621448727","0.316950094203677"
"Zufriedenstellend","2001","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2001","Realschule","kein Migrationshintergrund","1611","0.315810077120964","0.303341426407742","0.328278727834185"
"Zufriedenstellend","2001","Realschule","direkter Migrationshintergrund","68","0.295231629699817","0.236280949928259","0.354182309471375"
"Zufriedenstellend","2001","Realschule","indirekter Migrationshintergrund","46","0.253005980006233","0.193202834464525","0.312809125547941"
"Zufriedenstellend","2001","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2001","(Fach-)Abitur","kein Migrationshintergrund","425","0.269500562697757","0.24803295840155","0.290968166993965"
"Zufriedenstellend","2001","(Fach-)Abitur","direkter Migrationshintergrund","134","0.273294015100617","0.232479956750612","0.314108073450622"
"Zufriedenstellend","2001","(Fach-)Abitur","indirekter Migrationshintergrund","23","","",""
"Zufriedenstellend","2001","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2001","AkademikerIn","kein Migrationshintergrund","974","0.303873556641136","0.287753199078074","0.319993914204198"
"Zufriedenstellend","2001","AkademikerIn","direkter Migrationshintergrund","109","0.298670826231178","0.251393359813646","0.34594829264871"
"Zufriedenstellend","2001","AkademikerIn","indirekter Migrationshintergrund","10","","",""
"Zufriedenstellend","2001","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2001","(noch) kein Abschluss","kein Migrationshintergrund","32","0.0929516752981578","0.0678982527183407","0.118005097877975"
"Weniger gut","2001","(noch) kein Abschluss","direkter Migrationshintergrund","75","0.273794130963559","0.220996461351116","0.326591800576002"
"Weniger gut","2001","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"Weniger gut","2001","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2001","Hauptschule","kein Migrationshintergrund","1315","0.181899338766985","0.173181090569121","0.190617586964849"
"Weniger gut","2001","Hauptschule","direkter Migrationshintergrund","233","0.156769933081582","0.138727702860135","0.174812163303029"
"Weniger gut","2001","Hauptschule","indirekter Migrationshintergrund","19","","",""
"Weniger gut","2001","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2001","Realschule","kein Migrationshintergrund","505","0.104536780959365","0.096329929595725","0.112743632323005"
"Weniger gut","2001","Realschule","direkter Migrationshintergrund","25","","",""
"Weniger gut","2001","Realschule","indirekter Migrationshintergrund","9","","",""
"Weniger gut","2001","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2001","(Fach-)Abitur","kein Migrationshintergrund","130","0.0879672233190922","0.0742628410123834","0.101671605625801"
"Weniger gut","2001","(Fach-)Abitur","direkter Migrationshintergrund","42","0.107042368285536","0.0787278854731422","0.135356851097929"
"Weniger gut","2001","(Fach-)Abitur","indirekter Migrationshintergrund","6","","",""
"Weniger gut","2001","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2001","AkademikerIn","kein Migrationshintergrund","310","0.105172330683149","0.0944199507462749","0.115924710620023"
"Weniger gut","2001","AkademikerIn","direkter Migrationshintergrund","37","0.128851857227141","0.0942429258681381","0.163460788586144"
"Weniger gut","2001","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Weniger gut","2001","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2001","(noch) kein Abschluss","kein Migrationshintergrund","6","","",""
"Schlecht","2001","(noch) kein Abschluss","direkter Migrationshintergrund","12","","",""
"Schlecht","2001","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"Schlecht","2001","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2001","Hauptschule","kein Migrationshintergrund","429","0.0617622437722687","0.0563218757138227","0.0672026118307147"
"Schlecht","2001","Hauptschule","direkter Migrationshintergrund","70","0.0473961552287773","0.0368519581783005","0.0579403522792541"
"Schlecht","2001","Hauptschule","indirekter Migrationshintergrund","4","","",""
"Schlecht","2001","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2001","Realschule","kein Migrationshintergrund","112","0.0231782859566497","0.0191421439176815","0.0272144279956179"
"Schlecht","2001","Realschule","direkter Migrationshintergrund","2","","",""
"Schlecht","2001","Realschule","indirekter Migrationshintergrund","2","","",""
"Schlecht","2001","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2001","(Fach-)Abitur","kein Migrationshintergrund","33","0.0255882201999705","0.0179483654290871","0.033228074970854"
"Schlecht","2001","(Fach-)Abitur","direkter Migrationshintergrund","15","","",""
"Schlecht","2001","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Schlecht","2001","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2001","AkademikerIn","kein Migrationshintergrund","69","0.0242516697406811","0.0188599925605177","0.0296433469208446"
"Schlecht","2001","AkademikerIn","direkter Migrationshintergrund","12","","",""
"Schlecht","2001","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Schlecht","2001","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2002","(noch) kein Abschluss","kein Migrationshintergrund","171","0.273742642612176","0.236879153933071","0.31060613129128"
"Sehr gut","2002","(noch) kein Abschluss","direkter Migrationshintergrund","42","0.204550033460354","0.155329711585783","0.253770355334924"
"Sehr gut","2002","(noch) kein Abschluss","indirekter Migrationshintergrund","31","0.347400736729747","0.247348426313039","0.447453047146456"
"Sehr gut","2002","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2002","Hauptschule","kein Migrationshintergrund","374","0.0532213024687754","0.0480377413074866","0.0584048636300643"
"Sehr gut","2002","Hauptschule","direkter Migrationshintergrund","98","0.0714942754755746","0.0581822045891901","0.0848063463619591"
"Sehr gut","2002","Hauptschule","indirekter Migrationshintergrund","52","0.151749243876199","0.108139170976728","0.19535931677567"
"Sehr gut","2002","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2002","Realschule","kein Migrationshintergrund","568","0.0968896283269607","0.0891044741396047","0.104674782514317"
"Sehr gut","2002","Realschule","direkter Migrationshintergrund","29","","",""
"Sehr gut","2002","Realschule","indirekter Migrationshintergrund","43","0.157289479585204","0.107692872891779","0.206886086278629"
"Sehr gut","2002","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2002","(Fach-)Abitur","kein Migrationshintergrund","324","0.166594057076089","0.149764178606757","0.18342393554542"
"Sehr gut","2002","(Fach-)Abitur","direkter Migrationshintergrund","54","0.113731888871791","0.0840668145740078","0.143396963169574"
"Sehr gut","2002","(Fach-)Abitur","indirekter Migrationshintergrund","36","0.259401327557742","0.183764936659163","0.335037718456321"
"Sehr gut","2002","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2002","AkademikerIn","kein Migrationshintergrund","436","0.0981692691308067","0.0890527179915806","0.107285820270033"
"Sehr gut","2002","AkademikerIn","direkter Migrationshintergrund","38","0.0773851006141234","0.0509339867394158","0.103836214488831"
"Sehr gut","2002","AkademikerIn","indirekter Migrationshintergrund","9","","",""
"Sehr gut","2002","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2002","(noch) kein Abschluss","kein Migrationshintergrund","263","0.415918386519448","0.375169029481158","0.456667743557738"
"Gut","2002","(noch) kein Abschluss","direkter Migrationshintergrund","67","0.264438257385687","0.210622439151794","0.31825407561958"
"Gut","2002","(noch) kein Abschluss","indirekter Migrationshintergrund","34","0.37265883963584","0.271058287089649","0.474259392182032"
"Gut","2002","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2002","Hauptschule","kein Migrationshintergrund","2251","0.294003126701197","0.283482572883252","0.304523680519141"
"Gut","2002","Hauptschule","direkter Migrationshintergrund","522","0.356989772161204","0.332235251491683","0.381744292830724"
"Gut","2002","Hauptschule","indirekter Migrationshintergrund","126","0.461106336648904","0.400514585975206","0.521698087322603"
"Gut","2002","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2002","Realschule","kein Migrationshintergrund","2575","0.448745583948386","0.435655745305622","0.461835422591149"
"Gut","2002","Realschule","direkter Migrationshintergrund","96","0.381353492082993","0.318167572688275","0.44453941147771"
"Gut","2002","Realschule","indirekter Migrationshintergrund","101","0.471162320729032","0.403162246031094","0.539162395426969"
"Gut","2002","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2002","(Fach-)Abitur","kein Migrationshintergrund","915","0.453219314852552","0.430734789793217","0.475703839911887"
"Gut","2002","(Fach-)Abitur","direkter Migrationshintergrund","196","0.431911603761407","0.385628002012357","0.478195205510457"
"Gut","2002","(Fach-)Abitur","indirekter Migrationshintergrund","62","0.449029489097003","0.363196379797175","0.53486259839683"
"Gut","2002","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2002","AkademikerIn","kein Migrationshintergrund","1954","0.459289419164172","0.444020583080841","0.474558255247503"
"Gut","2002","AkademikerIn","direkter Migrationshintergrund","178","0.388211415464988","0.339967794911814","0.436455036018161"
"Gut","2002","AkademikerIn","indirekter Migrationshintergrund","39","0.583977656735353","0.465063772094829","0.702891541375877"
"Gut","2002","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2002","(noch) kein Abschluss","kein Migrationshintergrund","98","0.230560680231366","0.195738196551209","0.265383163911523"
"Zufriedenstellend","2002","(noch) kein Abschluss","direkter Migrationshintergrund","65","0.236120853843886","0.18429842814493","0.287943279542841"
"Zufriedenstellend","2002","(noch) kein Abschluss","indirekter Migrationshintergrund","17","","",""
"Zufriedenstellend","2002","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2002","Hauptschule","kein Migrationshintergrund","2868","0.402431492293376","0.391107460777196","0.413755523809556"
"Zufriedenstellend","2002","Hauptschule","direkter Migrationshintergrund","482","0.340170462031485","0.315692127223831","0.36464879683914"
"Zufriedenstellend","2002","Hauptschule","indirekter Migrationshintergrund","58","0.293163719860076","0.237831773761237","0.348495665958915"
"Zufriedenstellend","2002","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2002","Realschule","kein Migrationshintergrund","1749","0.326800580884878","0.314456139706734","0.339145022063021"
"Zufriedenstellend","2002","Realschule","direkter Migrationshintergrund","71","0.354757934930823","0.292518941872918","0.416996927988727"
"Zufriedenstellend","2002","Realschule","indirekter Migrationshintergrund","49","0.320605746270363","0.257027359503999","0.384184133036727"
"Zufriedenstellend","2002","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2002","(Fach-)Abitur","kein Migrationshintergrund","468","0.256812450546034","0.237080038250527","0.276544862841541"
"Zufriedenstellend","2002","(Fach-)Abitur","direkter Migrationshintergrund","122","0.304255823736813","0.261265967524197","0.347245679949428"
"Zufriedenstellend","2002","(Fach-)Abitur","indirekter Migrationshintergrund","26","","",""
"Zufriedenstellend","2002","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2002","AkademikerIn","kein Migrationshintergrund","1278","0.327362148890904","0.31298458979945","0.341739707982358"
"Zufriedenstellend","2002","AkademikerIn","direkter Migrationshintergrund","117","0.333779332053303","0.28709793671776","0.380460727388846"
"Zufriedenstellend","2002","AkademikerIn","indirekter Migrationshintergrund","12","","",""
"Zufriedenstellend","2002","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2002","(noch) kein Abschluss","kein Migrationshintergrund","21","","",""
"Weniger gut","2002","(noch) kein Abschluss","direkter Migrationshintergrund","71","0.236369375604884","0.184528120146145","0.288210631063623"
"Weniger gut","2002","(noch) kein Abschluss","indirekter Migrationshintergrund","4","","",""
"Weniger gut","2002","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2002","Hauptschule","kein Migrationshintergrund","1298","0.186964826271532","0.177961647757298","0.195968004785767"
"Weniger gut","2002","Hauptschule","direkter Migrationshintergrund","259","0.170124268586248","0.150710611159822","0.189537926012673"
"Weniger gut","2002","Hauptschule","indirekter Migrationshintergrund","19","","",""
"Weniger gut","2002","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2002","Realschule","kein Migrationshintergrund","535","0.103232010574504","0.0952243547216539","0.111239666427355"
"Weniger gut","2002","Realschule","direkter Migrationshintergrund","30","0.127520196456413","0.0841289285773765","0.17091146433545"
"Weniger gut","2002","Realschule","indirekter Migrationshintergrund","12","","",""
"Weniger gut","2002","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2002","(Fach-)Abitur","kein Migrationshintergrund","141","0.0981015583932858","0.0846664955417693","0.111536621244802"
"Weniger gut","2002","(Fach-)Abitur","direkter Migrationshintergrund","58","0.126871257545545","0.0957725373020041","0.157969977789087"
"Weniger gut","2002","(Fach-)Abitur","indirekter Migrationshintergrund","5","","",""
"Weniger gut","2002","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","2002","AkademikerIn","kein Migrationshintergrund","365","0.0950871752710253","0.0860995569023127","0.104074793639738"
"Weniger gut","2002","AkademikerIn","direkter Migrationshintergrund","47","0.156775437944381","0.120782632980989","0.192768242907774"
"Weniger gut","2002","AkademikerIn","indirekter Migrationshintergrund","6","","",""
"Weniger gut","2002","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2002","(noch) kein Abschluss","kein Migrationshintergrund","9","","",""
"Schlecht","2002","(noch) kein Abschluss","direkter Migrationshintergrund","13","","",""
"Schlecht","2002","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Schlecht","2002","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2002","Hauptschule","kein Migrationshintergrund","413","0.0633792522651195","0.0577530326373203","0.0690054718929186"
"Schlecht","2002","Hauptschule","direkter Migrationshintergrund","78","0.0612212217454886","0.0488346728337683","0.073607770657209"
"Schlecht","2002","Hauptschule","indirekter Migrationshintergrund","5","","",""
"Schlecht","2002","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2002","Realschule","kein Migrationshintergrund","119","0.0243321962652714","0.0202771127711888","0.0283872797593539"
"Schlecht","2002","Realschule","direkter Migrationshintergrund","1","","",""
"Schlecht","2002","Realschule","indirekter Migrationshintergrund","2","","",""
"Schlecht","2002","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2002","(Fach-)Abitur","kein Migrationshintergrund","35","0.0252726191320394","0.0181835430037683","0.0323616952603105"
"Schlecht","2002","(Fach-)Abitur","direkter Migrationshintergrund","10","","",""
"Schlecht","2002","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Schlecht","2002","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","2002","AkademikerIn","kein Migrationshintergrund","59","0.0200919875430916","0.0157928198747565","0.0243911552114267"
"Schlecht","2002","AkademikerIn","direkter Migrationshintergrund","12","","",""
"Schlecht","2002","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Schlecht","2002","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2003","(noch) kein Abschluss","kein Migrationshintergrund","167","0.261626348180005","0.22588763921114","0.29736505714887"
"Sehr gut","2003","(noch) kein Abschluss","direkter Migrationshintergrund","36","0.175793805624304","0.126918458872708","0.2246691523759"
"Sehr gut","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","27","","",""
"Sehr gut","2003","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2003","Hauptschule","kein Migrationshintergrund","330","0.0494363994847421","0.0442949740558291","0.0545778249136552"
"Sehr gut","2003","Hauptschule","direkter Migrationshintergrund","104","0.0874528845637324","0.0724334673844096","0.102472301743055"
"Sehr gut","2003","Hauptschule","indirekter Migrationshintergrund","55","0.204004115817095","0.154737083208293","0.253271148425896"
"Sehr gut","2003","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2003","Realschule","kein Migrationshintergrund","509","0.0921113742103527","0.0843717992490347","0.0998509491716707"
"Sehr gut","2003","Realschule","direkter Migrationshintergrund","29","","",""
"Sehr gut","2003","Realschule","indirekter Migrationshintergrund","37","0.165365773413579","0.114259880526493","0.216471666300665"
"Sehr gut","2003","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2003","(Fach-)Abitur","kein Migrationshintergrund","294","0.136829187389349","0.121227812088696","0.152430562690002"
"Sehr gut","2003","(Fach-)Abitur","direkter Migrationshintergrund","54","0.1155444142771","0.0844489127021314","0.146639915852069"
"Sehr gut","2003","(Fach-)Abitur","indirekter Migrationshintergrund","31","0.14998849458167","0.0901984079575944","0.209778581205745"
"Sehr gut","2003","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","2003","AkademikerIn","kein Migrationshintergrund","439","0.101102783005217","0.0916595918526296","0.110545974157804"
"Sehr gut","2003","AkademikerIn","direkter Migrationshintergrund","46","0.129099793645129","0.0948410720708568","0.1633585152194"
"Sehr gut","2003","AkademikerIn","indirekter Migrationshintergrund","11","","",""
"Sehr gut","2003","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2003","(noch) kein Abschluss","kein Migrationshintergrund","265","0.440275779151947","0.399910359471558","0.480641198832337"
"Gut","2003","(noch) kein Abschluss","direkter Migrationshintergrund","56","0.232831961491683","0.17856485327825","0.287099069705116"
"Gut","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","33","0.41651602892187","0.307112554556189","0.525919503287551"
"Gut","2003","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2003","Hauptschule","kein Migrationshintergrund","2241","0.316638255955805","0.305605689344066","0.327670822567543"
"Gut","2003","Hauptschule","direkter Migrationshintergrund","505","0.342900510395812","0.31766349495938","0.368137525832243"
"Gut","2003","Hauptschule","indirekter Migrationshintergrund","124","0.457596171769848","0.396686803714623","0.518505539825073"
"Gut","2003","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2003","Realschule","kein Migrationshintergrund","2461","0.438890420143147","0.425608951997531","0.452171888288764"
"Gut","2003","Realschule","direkter Migrationshintergrund","86","0.370393936146572","0.305080154685715","0.435707717607429"
"Gut","2003","Realschule","indirekter Migrationshintergrund","106","0.543567489736777","0.475047846309521","0.612087133164034"
"Gut","2003","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2003","(Fach-)Abitur","kein Migrationshintergrund","958","0.507413419225714","0.484717519735206","0.530109318716223"
"Gut","2003","(Fach-)Abitur","direkter Migrationshintergrund","179","0.440358209635714","0.392069767836844","0.488646651434584"
"Gut","2003","(Fach-)Abitur","indirekter Migrationshintergrund","69","0.470705117780524","0.387123434181675","0.554286801379373"
"Gut","2003","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","2003","AkademikerIn","kein Migrationshintergrund","1883","0.467232939854401","0.451604428341706","0.482861451367097"
"Gut","2003","AkademikerIn","direkter Migrationshintergrund","160","0.381710878755638","0.3320759671218","0.431345790389476"
"Gut","2003","AkademikerIn","indirekter Migrationshintergrund","34","0.502701109096434","0.379236784969278","0.626165433223589"
"Gut","2003","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","2003","(noch) kein Abschluss","kein Migrationshintergrund","108","0.186426388132192","0.154759007329121","0.218093768935262"
"Zufriedenstellend","2003","(noch) kein Abschluss","direkter Migrationshintergrund","71","0.282800805828042","0.224973847623153","0.340627764032931"
"Zufriedenstellend","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","14","","",""
"Zufriedenstellend","2003","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
