,Unnamed: 0,year,pgisced97,regtyp,m11126,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
285,285,1999,Pre-primary Level,Urban regions,Very good,0.4508,69,13085,0.38897,0.52113
286,286,1999,Pre-primary Level,Urban regions,Good,0.5492,101,13085,0.48172,0.63328
287,287,1999,Pre-primary Level,Rural regions,Good,1.0,60,13085,0.87253,1.13246
288,288,1999,Primary Level,Urban regions,Good,0.33956,117,13085,0.29097,0.39385
289,289,1999,Primary Level,Urban regions,Satisfactory,0.36615,117,13085,0.31227,0.42749
290,290,1999,Primary Level,Urban regions,Poor,0.20522,68,13085,0.17134,0.25468
291,291,1999,Primary Level,Urban regions,Bad,0.08907,32,13085,0.06457,0.10995
292,292,1999,Lower Secondary Level,Urban regions,Very good,0.08447,173,13085,0.0755,0.09397
293,293,1999,Lower Secondary Level,Urban regions,Good,0.28961,576,13085,0.27064,0.30928
294,294,1999,Lower Secondary Level,Urban regions,Satisfactory,0.36417,562,13085,0.34523,0.38389
295,295,1999,Lower Secondary Level,Urban regions,Poor,0.19802,284,13085,0.18215,0.21384
296,296,1999,Lower Secondary Level,Urban regions,Bad,0.06373,85,13085,0.0547,0.07184
297,297,1999,Lower Secondary Level,Rural regions,Very good,0.06937,66,13085,0.06001,0.08092
298,298,1999,Lower Secondary Level,Rural regions,Good,0.30754,272,13085,0.28226,0.33314
299,299,1999,Lower Secondary Level,Rural regions,Satisfactory,0.36327,250,13085,0.33276,0.38891
300,300,1999,Lower Secondary Level,Rural regions,Poor,0.16627,121,13085,0.14698,0.18837
301,301,1999,Lower Secondary Level,Rural regions,Bad,0.09355,42,13085,0.07801,0.11243
302,302,1999,Upper Secondary Level,Urban regions,Very good,0.08307,383,13085,0.07577,0.08915
303,303,1999,Upper Secondary Level,Urban regions,Good,0.38649,1810,13085,0.37391,0.3977
304,304,1999,Upper Secondary Level,Urban regions,Satisfactory,0.33861,1391,13085,0.3278,0.35208
305,305,1999,Upper Secondary Level,Urban regions,Poor,0.15203,556,13085,0.14316,0.15937
306,306,1999,Upper Secondary Level,Urban regions,Bad,0.0398,142,13085,0.03528,0.04396
307,307,1999,Upper Secondary Level,Rural regions,Very good,0.0607,177,13085,0.05402,0.06765
308,308,1999,Upper Secondary Level,Rural regions,Good,0.40406,1099,13085,0.38343,0.42303
309,309,1999,Upper Secondary Level,Rural regions,Satisfactory,0.36961,957,13085,0.35348,0.38875
310,310,1999,Upper Secondary Level,Rural regions,Poor,0.12503,314,13085,0.11416,0.13538
311,311,1999,Upper Secondary Level,Rural regions,Bad,0.04061,89,13085,0.03469,0.04634
312,312,1999,Post-secondary Non-tertiary Level,Urban regions,Very good,0.1391,47,13085,0.11291,0.16496
313,313,1999,Post-secondary Non-tertiary Level,Urban regions,Good,0.49389,193,13085,0.44383,0.53967
314,314,1999,Post-secondary Non-tertiary Level,Urban regions,Satisfactory,0.26878,100,13085,0.22237,0.3141
315,315,1999,Post-secondary Non-tertiary Level,Urban regions,Poor,0.09823,35,13085,0.07512,0.12543
316,316,1999,Post-secondary Non-tertiary Level,Rural regions,Good,0.7114,58,13085,0.573,0.83387
317,317,1999,Post-secondary Non-tertiary Level,Rural regions,Satisfactory,0.2886,31,13085,0.22389,0.35313
318,318,1999,First Stage of Tertiary Education,Urban regions,Very good,0.11227,50,13085,0.086,0.13369
319,319,1999,First Stage of Tertiary Education,Urban regions,Good,0.41682,212,13085,0.38212,0.45773
320,320,1999,First Stage of Tertiary Education,Urban regions,Satisfactory,0.32931,162,13085,0.29709,0.36544
321,321,1999,First Stage of Tertiary Education,Urban regions,Poor,0.1416,61,13085,0.12017,0.16427
322,322,1999,First Stage of Tertiary Education,Rural regions,Good,0.42757,128,13085,0.37125,0.48345
323,323,1999,First Stage of Tertiary Education,Rural regions,Satisfactory,0.41111,127,13085,0.36097,0.46765
324,324,1999,First Stage of Tertiary Education,Rural regions,Poor,0.16132,34,13085,0.12179,0.20933
325,325,1999,Second Stage of Tertiary Education,Urban regions,Very good,0.10328,135,13085,0.09083,0.11775
326,326,1999,Second Stage of Tertiary Education,Urban regions,Good,0.47488,591,13085,0.44741,0.50658
327,327,1999,Second Stage of Tertiary Education,Urban regions,Satisfactory,0.29182,371,13085,0.27152,0.31442
328,328,1999,Second Stage of Tertiary Education,Urban regions,Poor,0.09365,108,13085,0.08239,0.10596
329,329,1999,Second Stage of Tertiary Education,Urban regions,Bad,0.03637,35,13085,0.02901,0.04389
330,330,1999,Second Stage of Tertiary Education,Rural regions,Very good,0.08652,53,13085,0.06951,0.10619
331,331,1999,Second Stage of Tertiary Education,Rural regions,Good,0.4321,313,13085,0.39163,0.47352
332,332,1999,Second Stage of Tertiary Education,Rural regions,Satisfactory,0.37692,255,13085,0.3402,0.40968
333,333,1999,Second Stage of Tertiary Education,Rural regions,Poor,0.10446,73,13085,0.09103,0.12389
334,334,2000,Pre-primary Level,Urban regions,Very good,0.43806,138,23780,0.40067,0.48097
335,335,2000,Pre-primary Level,Urban regions,Good,0.43396,128,23780,0.38953,0.48654
336,336,2000,Pre-primary Level,Urban regions,Satisfactory,0.12798,43,23780,0.10869,0.15039
337,337,2000,Pre-primary Level,Rural regions,Very good,0.35563,49,23780,0.31086,0.40434
338,338,2000,Pre-primary Level,Rural regions,Good,0.64437,91,23780,0.58265,0.71858
339,339,2000,Primary Level,Urban regions,Good,0.33656,100,23780,0.31088,0.36901
340,340,2000,Primary Level,Urban regions,Satisfactory,0.4109,112,23780,0.36697,0.45363
341,341,2000,Primary Level,Urban regions,Poor,0.25254,75,23780,0.22359,0.28376
342,342,2000,Lower Secondary Level,Urban regions,Very good,0.09608,248,23780,0.08957,0.10181
343,343,2000,Lower Secondary Level,Urban regions,Good,0.2945,795,23780,0.28088,0.30816
344,344,2000,Lower Secondary Level,Urban regions,Satisfactory,0.34415,765,23780,0.33008,0.3585
345,345,2000,Lower Secondary Level,Urban regions,Poor,0.19458,421,23780,0.18494,0.20763
346,346,2000,Lower Secondary Level,Urban regions,Bad,0.07068,152,23780,0.06521,0.07645
347,347,2000,Lower Secondary Level,Rural regions,Very good,0.07932,100,23780,0.071,0.08958
348,348,2000,Lower Secondary Level,Rural regions,Good,0.28595,374,23780,0.27196,0.30327
349,349,2000,Lower Secondary Level,Rural regions,Satisfactory,0.38571,427,23780,0.36435,0.4043
350,350,2000,Lower Secondary Level,Rural regions,Poor,0.17965,194,23780,0.1693,0.19122
351,351,2000,Lower Secondary Level,Rural regions,Bad,0.06938,71,23780,0.06093,0.07866
352,352,2000,Upper Secondary Level,Urban regions,Very good,0.10384,850,23780,0.09959,0.10761
353,353,2000,Upper Secondary Level,Urban regions,Good,0.37911,3173,23780,0.37283,0.38669
354,354,2000,Upper Secondary Level,Urban regions,Satisfactory,0.3499,2695,23780,0.34256,0.35713
355,355,2000,Upper Secondary Level,Urban regions,Poor,0.12838,971,23780,0.12402,0.13234
356,356,2000,Upper Secondary Level,Urban regions,Bad,0.03877,271,23780,0.0367,0.04151
357,357,2000,Upper Secondary Level,Rural regions,Very good,0.09304,433,23780,0.08877,0.09766
358,358,2000,Upper Secondary Level,Rural regions,Good,0.37907,1956,23780,0.36831,0.3872
359,359,2000,Upper Secondary Level,Rural regions,Satisfactory,0.35243,1641,23780,0.34309,0.36167
360,360,2000,Upper Secondary Level,Rural regions,Poor,0.13673,618,23780,0.13146,0.14267
361,361,2000,Upper Secondary Level,Rural regions,Bad,0.03873,167,23780,0.03577,0.04196
362,362,2000,Post-secondary Non-tertiary Level,Urban regions,Very good,0.14301,118,23780,0.13007,0.15748
363,363,2000,Post-secondary Non-tertiary Level,Urban regions,Good,0.44983,401,23780,0.42133,0.47669
364,364,2000,Post-secondary Non-tertiary Level,Urban regions,Satisfactory,0.28041,227,23780,0.25601,0.30433
365,365,2000,Post-secondary Non-tertiary Level,Urban regions,Poor,0.12675,98,23780,0.11269,0.14083
366,366,2000,Post-secondary Non-tertiary Level,Rural regions,Very good,0.18398,42,23780,0.15864,0.21167
367,367,2000,Post-secondary Non-tertiary Level,Rural regions,Good,0.57839,129,23780,0.522,0.64608
368,368,2000,Post-secondary Non-tertiary Level,Rural regions,Satisfactory,0.23763,56,23780,0.19519,0.28729
369,369,2000,First Stage of Tertiary Education,Urban regions,Very good,0.08317,108,23780,0.0747,0.09199
370,370,2000,First Stage of Tertiary Education,Urban regions,Good,0.40875,505,23780,0.38856,0.43025
371,371,2000,First Stage of Tertiary Education,Urban regions,Satisfactory,0.35113,401,23780,0.32998,0.37226
372,372,2000,First Stage of Tertiary Education,Urban regions,Poor,0.11924,130,23780,0.10418,0.12995
373,373,2000,First Stage of Tertiary Education,Urban regions,Bad,0.0377,38,23780,0.03221,0.04381
374,374,2000,First Stage of Tertiary Education,Rural regions,Very good,0.11008,77,23780,0.09919,0.12471
375,375,2000,First Stage of Tertiary Education,Rural regions,Good,0.38733,280,23780,0.36323,0.4125
376,376,2000,First Stage of Tertiary Education,Rural regions,Satisfactory,0.37758,251,23780,0.34744,0.40659
377,377,2000,First Stage of Tertiary Education,Rural regions,Poor,0.12501,76,23780,0.11057,0.14152
378,378,2000,Second Stage of Tertiary Education,Urban regions,Very good,0.14904,376,23780,0.1413,0.15739
379,379,2000,Second Stage of Tertiary Education,Urban regions,Good,0.45279,1235,23780,0.44,0.4665
380,380,2000,Second Stage of Tertiary Education,Urban regions,Satisfactory,0.28915,735,23780,0.27492,0.30184
381,381,2000,Second Stage of Tertiary Education,Urban regions,Poor,0.08803,225,23780,0.08192,0.09468
382,382,2000,Second Stage of Tertiary Education,Urban regions,Bad,0.02098,45,23780,0.01783,0.02428
383,383,2000,Second Stage of Tertiary Education,Rural regions,Very good,0.09971,113,23780,0.09021,0.11099
384,384,2000,Second Stage of Tertiary Education,Rural regions,Good,0.44404,545,23780,0.42055,0.46771
385,385,2000,Second Stage of Tertiary Education,Rural regions,Satisfactory,0.35458,396,23780,0.3268,0.38016
386,386,2000,Second Stage of Tertiary Education,Rural regions,Poor,0.10167,115,23780,0.0945,0.11199
387,387,2001,Pre-primary Level,Urban regions,Very good,0.44279,150,21536,0.40792,0.4862
388,388,2001,Pre-primary Level,Urban regions,Good,0.43754,143,21536,0.39301,0.49405
389,389,2001,Pre-primary Level,Urban regions,Satisfactory,0.11968,42,21536,0.10311,0.13867
390,390,2001,Pre-primary Level,Rural regions,Very good,0.432,67,21536,0.38638,0.48405
391,391,2001,Pre-primary Level,Rural regions,Good,0.568,92,21536,0.50657,0.63106
392,392,2001,Primary Level,Urban regions,Good,0.30987,68,21536,0.25912,0.36002
393,393,2001,Primary Level,Urban regions,Satisfactory,0.36793,79,21536,0.32493,0.41712
394,394,2001,Primary Level,Urban regions,Poor,0.3222,67,21536,0.26804,0.37863
395,395,2001,Lower Secondary Level,Urban regions,Very good,0.09609,228,21536,0.08883,0.10323
396,396,2001,Lower Secondary Level,Urban regions,Good,0.3031,699,21536,0.28802,0.31637
397,397,2001,Lower Secondary Level,Urban regions,Satisfactory,0.35037,683,21536,0.33166,0.36754
398,398,2001,Lower Secondary Level,Urban regions,Poor,0.1891,354,21536,0.17807,0.20187
399,399,2001,Lower Secondary Level,Urban regions,Bad,0.06135,112,21536,0.05481,0.068
400,400,2001,Lower Secondary Level,Rural regions,Very good,0.10401,110,21536,0.09158,0.11764
401,401,2001,Lower Secondary Level,Rural regions,Good,0.27466,308,21536,0.25617,0.29364
402,402,2001,Lower Secondary Level,Rural regions,Satisfactory,0.38518,372,21536,0.36299,0.40859
403,403,2001,Lower Secondary Level,Rural regions,Poor,0.17594,161,21536,0.16213,0.19067
404,404,2001,Lower Secondary Level,Rural regions,Bad,0.06021,50,21536,0.05074,0.06962
405,405,2001,Upper Secondary Level,Urban regions,Very good,0.09487,714,21536,0.09034,0.09916
406,406,2001,Upper Secondary Level,Urban regions,Good,0.38577,2902,21536,0.37623,0.39434
407,407,2001,Upper Secondary Level,Urban regions,Satisfactory,0.34167,2404,21536,0.33263,0.3497
408,408,2001,Upper Secondary Level,Urban regions,Poor,0.13425,919,21536,0.1298,0.13898
409,409,2001,Upper Secondary Level,Urban regions,Bad,0.04343,271,21536,0.04084,0.04639
410,410,2001,Upper Secondary Level,Rural regions,Very good,0.09407,400,21536,0.08798,0.1001
411,411,2001,Upper Secondary Level,Rural regions,Good,0.37695,1739,21536,0.36517,0.38793
412,412,2001,Upper Secondary Level,Rural regions,Satisfactory,0.35077,1492,21536,0.34015,0.36161
413,413,2001,Upper Secondary Level,Rural regions,Poor,0.1402,559,21536,0.13394,0.14686
414,414,2001,Upper Secondary Level,Rural regions,Bad,0.03801,161,21536,0.03451,0.04197
415,415,2001,Post-secondary Non-tertiary Level,Urban regions,Very good,0.13774,107,21536,0.12009,0.15485
416,416,2001,Post-secondary Non-tertiary Level,Urban regions,Good,0.41415,361,21536,0.38685,0.43852
417,417,2001,Post-secondary Non-tertiary Level,Urban regions,Satisfactory,0.33745,265,21536,0.31556,0.36575
418,418,2001,Post-secondary Non-tertiary Level,Urban regions,Poor,0.11066,76,21536,0.09402,0.12488
419,419,2001,Post-secondary Non-tertiary Level,Rural regions,Very good,0.19142,37,21536,0.16195,0.22984
420,420,2001,Post-secondary Non-tertiary Level,Rural regions,Good,0.52313,117,21536,0.45003,0.59656
421,421,2001,Post-secondary Non-tertiary Level,Rural regions,Satisfactory,0.28545,57,21536,0.23565,0.33778
422,422,2001,First Stage of Tertiary Education,Urban regions,Very good,0.09571,109,21536,0.08625,0.10866
423,423,2001,First Stage of Tertiary Education,Urban regions,Good,0.38798,436,21536,0.36604,0.40857
424,424,2001,First Stage of Tertiary Education,Urban regions,Satisfactory,0.35325,367,21536,0.3302,0.37552
425,425,2001,First Stage of Tertiary Education,Urban regions,Poor,0.12186,114,21536,0.10907,0.13434
426,426,2001,First Stage of Tertiary Education,Urban regions,Bad,0.0412,36,21536,0.03362,0.04842
427,427,2001,First Stage of Tertiary Education,Rural regions,Very good,0.0632,47,21536,0.05328,0.07307
428,428,2001,First Stage of Tertiary Education,Rural regions,Good,0.38427,244,21536,0.35598,0.41641
429,429,2001,First Stage of Tertiary Education,Rural regions,Satisfactory,0.39571,222,21536,0.36595,0.43012
430,430,2001,First Stage of Tertiary Education,Rural regions,Poor,0.15681,80,21536,0.13436,0.18032
431,431,2001,Second Stage of Tertiary Education,Urban regions,Very good,0.13953,316,21536,0.12884,0.14849
432,432,2001,Second Stage of Tertiary Education,Urban regions,Good,0.45383,1144,21536,0.43568,0.47043
433,433,2001,Second Stage of Tertiary Education,Urban regions,Satisfactory,0.2828,698,21536,0.26951,0.29722
434,434,2001,Second Stage of Tertiary Education,Urban regions,Poor,0.09866,219,21536,0.09109,0.1075
435,435,2001,Second Stage of Tertiary Education,Urban regions,Bad,0.02518,53,21536,0.02041,0.02972
436,436,2001,Second Stage of Tertiary Education,Rural regions,Very good,0.1033,85,21536,0.0904,0.11915
437,437,2001,Second Stage of Tertiary Education,Rural regions,Good,0.40562,476,21536,0.38487,0.43008
438,438,2001,Second Stage of Tertiary Education,Rural regions,Satisfactory,0.35966,395,21536,0.33607,0.37951
439,439,2001,Second Stage of Tertiary Education,Rural regions,Poor,0.13143,129,21536,0.114,0.14504
440,440,2002,Pre-primary Level,Urban regions,Very good,0.40959,168,22568,0.36258,0.46346
441,441,2002,Pre-primary Level,Urban regions,Good,0.45814,192,22568,0.4081,0.51213
442,442,2002,Pre-primary Level,Urban regions,Satisfactory,0.13227,54,22568,0.1044,0.16573
443,443,2002,Pre-primary Level,Rural regions,Very good,0.45549,58,22568,0.37992,0.53795
444,444,2002,Pre-primary Level,Rural regions,Good,0.54451,96,22568,0.47097,0.63338
445,445,2002,Primary Level,Urban regions,Good,0.26767,50,22568,0.21018,0.32632
446,446,2002,Primary Level,Urban regions,Satisfactory,0.42612,74,22568,0.3615,0.47922
447,447,2002,Primary Level,Urban regions,Poor,0.30621,65,22568,0.25445,0.35732
448,448,2002,Lower Secondary Level,Urban regions,Very good,0.07435,179,22568,0.06516,0.08292
449,449,2002,Lower Secondary Level,Urban regions,Good,0.29472,630,22568,0.27675,0.31369
450,450,2002,Lower Secondary Level,Urban regions,Satisfactory,0.36449,648,22568,0.34478,0.38178
451,451,2002,Lower Secondary Level,Urban regions,Poor,0.19477,360,22568,0.18098,0.20761
452,452,2002,Lower Secondary Level,Urban regions,Bad,0.07167,119,22568,0.06484,0.0794
453,453,2002,Lower Secondary Level,Rural regions,Very good,0.09777,87,22568,0.08016,0.11578
454,454,2002,Lower Secondary Level,Rural regions,Good,0.32249,334,22568,0.29972,0.35132
455,455,2002,Lower Secondary Level,Rural regions,Satisfactory,0.35194,319,22568,0.32799,0.37535
456,456,2002,Lower Secondary Level,Rural regions,Poor,0.17171,157,22568,0.15573,0.18732
457,457,2002,Lower Secondary Level,Rural regions,Bad,0.0561,51,22568,0.04567,0.0633
458,458,2002,Upper Secondary Level,Urban regions,Very good,0.07936,666,22568,0.07462,0.08397
459,459,2002,Upper Secondary Level,Urban regions,Good,0.37654,2928,22568,0.36672,0.38837
460,460,2002,Upper Secondary Level,Urban regions,Satisfactory,0.35769,2490,22568,0.34877,0.36614
461,461,2002,Upper Secondary Level,Urban regions,Poor,0.14077,958,22568,0.13598,0.14702
462,462,2002,Upper Secondary Level,Urban regions,Bad,0.04563,273,22568,0.04291,0.04851
463,463,2002,Upper Secondary Level,Rural regions,Very good,0.08585,358,22568,0.07881,0.09321
464,464,2002,Upper Secondary Level,Rural regions,Good,0.37362,1676,22568,0.36099,0.38807
465,465,2002,Upper Secondary Level,Rural regions,Satisfactory,0.36404,1507,22568,0.35263,0.37646
466,466,2002,Upper Secondary Level,Rural regions,Poor,0.13813,558,22568,0.13057,0.14587
467,467,2002,Upper Secondary Level,Rural regions,Bad,0.03835,147,22568,0.03496,0.0414
468,468,2002,Post-secondary Non-tertiary Level,Urban regions,Very good,0.12785,108,22568,0.10761,0.14902
469,469,2002,Post-secondary Non-tertiary Level,Urban regions,Good,0.4197,405,22568,0.38616,0.45172
470,470,2002,Post-secondary Non-tertiary Level,Urban regions,Satisfactory,0.3177,273,22568,0.29008,0.35136
471,471,2002,Post-secondary Non-tertiary Level,Urban regions,Poor,0.13475,89,22568,0.11818,0.15148
472,472,2002,Post-secondary Non-tertiary Level,Rural regions,Very good,0.21422,45,22568,0.16904,0.25853
473,473,2002,Post-secondary Non-tertiary Level,Rural regions,Good,0.52507,136,22568,0.4549,0.60245
474,474,2002,Post-secondary Non-tertiary Level,Rural regions,Satisfactory,0.26071,65,22568,0.21087,0.31036
475,475,2002,First Stage of Tertiary Education,Urban regions,Very good,0.06998,92,22568,0.05858,0.08107
476,476,2002,First Stage of Tertiary Education,Urban regions,Good,0.40507,474,22568,0.37395,0.43356
477,477,2002,First Stage of Tertiary Education,Urban regions,Satisfactory,0.34069,370,22568,0.31329,0.36948
478,478,2002,First Stage of Tertiary Education,Urban regions,Poor,0.14615,142,22568,0.13017,0.16577
479,479,2002,First Stage of Tertiary Education,Urban regions,Bad,0.03811,32,22568,0.02857,0.04688
480,480,2002,First Stage of Tertiary Education,Rural regions,Very good,0.0591,41,22568,0.04715,0.06826
481,481,2002,First Stage of Tertiary Education,Rural regions,Good,0.38938,266,22568,0.35322,0.42111
482,482,2002,First Stage of Tertiary Education,Rural regions,Satisfactory,0.40504,229,22568,0.36555,0.44462
483,483,2002,First Stage of Tertiary Education,Rural regions,Poor,0.14648,79,22568,0.12418,0.16861
484,484,2002,Second Stage of Tertiary Education,Urban regions,Very good,0.1089,382,22568,0.09744,0.12212
485,485,2002,Second Stage of Tertiary Education,Urban regions,Good,0.46806,1587,22568,0.44742,0.49328
486,486,2002,Second Stage of Tertiary Education,Urban regions,Satisfactory,0.31095,949,22568,0.29186,0.32965
487,487,2002,Second Stage of Tertiary Education,Urban regions,Poor,0.09157,270,22568,0.08129,0.10194
488,488,2002,Second Stage of Tertiary Education,Urban regions,Bad,0.02052,41,22568,0.0162,0.02507
489,489,2002,Second Stage of Tertiary Education,Rural regions,Very good,0.06269,101,22568,0.05385,0.07927
490,490,2002,Second Stage of Tertiary Education,Rural regions,Good,0.4217,584,22568,0.38729,0.45743
491,491,2002,Second Stage of Tertiary Education,Rural regions,Satisfactory,0.37884,458,22568,0.35078,0.40256
492,492,2002,Second Stage of Tertiary Education,Rural regions,Poor,0.13677,148,22568,0.11921,0.15225
493,493,2003,Pre-primary Level,Urban regions,Very good,0.38705,153,21684,0.34065,0.44536
494,494,2003,Pre-primary Level,Urban regions,Good,0.49263,187,21684,0.43155,0.56645
495,495,2003,Pre-primary Level,Urban regions,Satisfactory,0.12032,64,21684,0.09857,0.14985
496,496,2003,Pre-primary Level,Rural regions,Very good,0.37515,61,21684,0.31969,0.43604
497,497,2003,Pre-primary Level,Rural regions,Good,0.62485,106,21684,0.52233,0.72618
498,498,2003,Primary Level,Urban regions,Good,0.26272,51,21684,0.21446,0.31173
499,499,2003,Primary Level,Urban regions,Satisfactory,0.44684,72,21684,0.37777,0.51725
500,500,2003,Primary Level,Urban regions,Poor,0.29044,52,21684,0.23532,0.33819
501,501,2003,Lower Secondary Level,Urban regions,Very good,0.09454,186,21684,0.08534,0.10625
502,502,2003,Lower Secondary Level,Urban regions,Good,0.29861,616,21684,0.28082,0.31338
503,503,2003,Lower Secondary Level,Urban regions,Satisfactory,0.32632,579,21684,0.3069,0.34814
504,504,2003,Lower Secondary Level,Urban regions,Poor,0.21845,355,21684,0.2031,0.23418
505,505,2003,Lower Secondary Level,Urban regions,Bad,0.06209,106,21684,0.05479,0.06985
506,506,2003,Lower Secondary Level,Rural regions,Very good,0.06467,61,21684,0.05309,0.07492
507,507,2003,Lower Secondary Level,Rural regions,Good,0.33354,308,21684,0.31169,0.35627
508,508,2003,Lower Secondary Level,Rural regions,Satisfactory,0.35468,319,21684,0.33151,0.38389
509,509,2003,Lower Secondary Level,Rural regions,Poor,0.17077,145,21684,0.15503,0.19098
510,510,2003,Lower Secondary Level,Rural regions,Bad,0.07635,57,21684,0.0635,0.08939
511,511,2003,Upper Secondary Level,Urban regions,Very good,0.08007,635,21684,0.0756,0.08504
512,512,2003,Upper Secondary Level,Urban regions,Good,0.39001,2887,21684,0.3787,0.39998
513,513,2003,Upper Secondary Level,Urban regions,Satisfactory,0.33926,2301,21684,0.33,0.34786
514,514,2003,Upper Secondary Level,Urban regions,Poor,0.14447,968,21684,0.13802,0.15008
515,515,2003,Upper Secondary Level,Urban regions,Bad,0.04618,259,21684,0.04271,0.04992
516,516,2003,Upper Secondary Level,Rural regions,Very good,0.0742,300,21684,0.06672,0.08097
517,517,2003,Upper Secondary Level,Rural regions,Good,0.39252,1655,21684,0.37858,0.40577
518,518,2003,Upper Secondary Level,Rural regions,Satisfactory,0.35544,1410,21684,0.34186,0.36783
519,519,2003,Upper Secondary Level,Rural regions,Poor,0.13588,520,21684,0.12752,0.14371
520,520,2003,Upper Secondary Level,Rural regions,Bad,0.04195,150,21684,0.03804,0.04584
521,521,2003,Post-secondary Non-tertiary Level,Urban regions,Very good,0.10881,105,21684,0.09102,0.12735
522,522,2003,Post-secondary Non-tertiary Level,Urban regions,Good,0.44846,409,21684,0.40929,0.47839
523,523,2003,Post-secondary Non-tertiary Level,Urban regions,Satisfactory,0.32018,259,21684,0.28837,0.35037
524,524,2003,Post-secondary Non-tertiary Level,Urban regions,Poor,0.12255,97,21684,0.10845,0.13791
525,525,2003,Post-secondary Non-tertiary Level,Rural regions,Very good,0.15047,32,21684,0.10907,0.19806
526,526,2003,Post-secondary Non-tertiary Level,Rural regions,Good,0.62242,155,21684,0.54467,0.71409
527,527,2003,Post-secondary Non-tertiary Level,Rural regions,Satisfactory,0.22711,53,21684,0.17851,0.2811
528,528,2003,First Stage of Tertiary Education,Urban regions,Very good,0.08026,92,21684,0.0684,0.09764
529,529,2003,First Stage of Tertiary Education,Urban regions,Good,0.38947,440,21684,0.35546,0.42104
530,530,2003,First Stage of Tertiary Education,Urban regions,Satisfactory,0.35223,372,21684,0.32518,0.38361
531,531,2003,First Stage of Tertiary Education,Urban regions,Poor,0.1282,121,21684,0.1129,0.14631
532,532,2003,First Stage of Tertiary Education,Urban regions,Bad,0.04984,39,21684,0.04093,0.06057
533,533,2003,First Stage of Tertiary Education,Rural regions,Very good,0.05782,40,21684,0.04367,0.0712
534,534,2003,First Stage of Tertiary Education,Rural regions,Good,0.40817,260,21684,0.3747,0.44323
535,535,2003,First Stage of Tertiary Education,Rural regions,Satisfactory,0.41087,239,21684,0.36853,0.44944
536,536,2003,First Stage of Tertiary Education,Rural regions,Poor,0.12314,62,21684,0.1008,0.14779
537,537,2003,Second Stage of Tertiary Education,Urban regions,Very good,0.11383,381,21684,0.10282,0.12697
538,538,2003,Second Stage of Tertiary Education,Urban regions,Good,0.47818,1522,21684,0.45171,0.49908
539,539,2003,Second Stage of Tertiary Education,Urban regions,Satisfactory,0.27461,834,21684,0.25878,0.28998
540,540,2003,Second Stage of Tertiary Education,Urban regions,Poor,0.10815,293,21684,0.09711,0.11691
541,541,2003,Second Stage of Tertiary Education,Urban regions,Bad,0.02523,52,21684,0.0206,0.03092
542,542,2003,Second Stage of Tertiary Education,Rural regions,Very good,0.0806,115,21684,0.06381,0.09645
543,543,2003,Second Stage of Tertiary Education,Rural regions,Good,0.39981,555,21684,0.36817,0.43262
544,544,2003,Second Stage of Tertiary Education,Rural regions,Satisfactory,0.3664,418,21684,0.33548,0.39539
545,545,2003,Second Stage of Tertiary Education,Rural regions,Poor,0.12308,145,21684,0.10927,0.13779
546,546,2003,Second Stage of Tertiary Education,Rural regions,Bad,0.03011,31,21684,0.02306,0.03906
547,547,2004,Pre-primary Level,Urban regions,Very good,0.35344,159,21062,0.30165,0.41061
548,548,2004,Pre-primary Level,Urban regions,Good,0.48268,215,21062,0.42322,0.5352
549,549,2004,Pre-primary Level,Urban regions,Satisfactory,0.16388,55,21062,0.13023,0.21069
550,550,2004,Pre-primary Level,Rural regions,Very good,0.41251,61,21062,0.32597,0.51205
551,551,2004,Pre-primary Level,Rural regions,Good,0.58749,103,21062,0.50187,0.69955
552,552,2004,Primary Level,Urban regions,Good,0.28673,49,21062,0.22877,0.35689
553,553,2004,Primary Level,Urban regions,Satisfactory,0.40622,69,21062,0.34599,0.466
554,554,2004,Primary Level,Urban regions,Poor,0.30705,45,21062,0.23882,0.4079
555,555,2004,Lower Secondary Level,Urban regions,Very good,0.09656,172,21062,0.08749,0.11048
556,556,2004,Lower Secondary Level,Urban regions,Good,0.30284,581,21062,0.28562,0.32066
557,557,2004,Lower Secondary Level,Urban regions,Satisfactory,0.29661,515,21062,0.27923,0.31276
558,558,2004,Lower Secondary Level,Urban regions,Poor,0.22094,341,21062,0.20758,0.23395
559,559,2004,Lower Secondary Level,Urban regions,Bad,0.08305,122,21062,0.07359,0.09255
560,560,2004,Lower Secondary Level,Rural regions,Very good,0.10338,86,21062,0.0883,0.12263
561,561,2004,Lower Secondary Level,Rural regions,Good,0.27255,265,21062,0.24723,0.29706
562,562,2004,Lower Secondary Level,Rural regions,Satisfactory,0.37465,297,21062,0.34433,0.40179
563,563,2004,Lower Secondary Level,Rural regions,Poor,0.1809,144,21062,0.16121,0.20054
564,564,2004,Lower Secondary Level,Rural regions,Bad,0.06853,48,21062,0.0568,0.08157
565,565,2004,Upper Secondary Level,Urban regions,Very good,0.0862,631,21062,0.08059,0.09208
566,566,2004,Upper Secondary Level,Urban regions,Good,0.36533,2691,21062,0.35428,0.37535
567,567,2004,Upper Secondary Level,Urban regions,Satisfactory,0.33703,2239,21062,0.32481,0.34542
568,568,2004,Upper Secondary Level,Urban regions,Poor,0.16044,964,21062,0.1534,0.16882
569,569,2004,Upper Secondary Level,Urban regions,Bad,0.051,292,21062,0.04769,0.05484
