,Unnamed: 0,year,age_gr,quintil_oecd,m11126,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
595,595,2000,66 and older,3rd Quintile,Satisfactory,0.51932,193,12964,0.47894,0.55406
596,596,2000,66 and older,3rd Quintile,Poor,0.22715,82,12964,0.20257,0.24997
597,597,2000,66 and older,3rd Quintile,Bad,0.08306,33,12964,0.06767,0.09568
598,598,2000,66 and older,4th Quintile,Good,0.16875,41,12964,0.14258,0.18973
599,599,2000,66 and older,4th Quintile,Satisfactory,0.60907,155,12964,0.55581,0.66835
600,600,2000,66 and older,4th Quintile,Poor,0.22219,61,12964,0.19556,0.25177
601,601,2000,66 and older,5th Quintile,Good,0.20974,52,12964,0.18065,0.24166
602,602,2000,66 and older,5th Quintile,Satisfactory,0.52012,115,12964,0.46909,0.57913
603,603,2000,66 and older,5th Quintile,Poor,0.27014,57,12964,0.22951,0.30529
604,604,2001,17-29 y.,1st Quintile,Very good,0.23643,239,21682,0.21596,0.25697
605,605,2001,17-29 y.,1st Quintile,Good,0.52834,516,21682,0.49595,0.55881
606,606,2001,17-29 y.,1st Quintile,Satisfactory,0.17384,172,21682,0.15635,0.18873
607,607,2001,17-29 y.,1st Quintile,Poor,0.06139,55,21682,0.04839,0.07417
608,608,2001,17-29 y.,2nd Quintile,Very good,0.29743,254,21682,0.27428,0.32419
609,609,2001,17-29 y.,2nd Quintile,Good,0.46609,433,21682,0.43921,0.49706
610,610,2001,17-29 y.,2nd Quintile,Satisfactory,0.17945,162,21682,0.15739,0.20216
611,611,2001,17-29 y.,2nd Quintile,Poor,0.05703,48,21682,0.04611,0.06974
612,612,2001,17-29 y.,3rd Quintile,Very good,0.26,207,21682,0.23172,0.28574
613,613,2001,17-29 y.,3rd Quintile,Good,0.50224,437,21682,0.47162,0.53369
614,614,2001,17-29 y.,3rd Quintile,Satisfactory,0.19182,152,21682,0.17068,0.21467
615,615,2001,17-29 y.,3rd Quintile,Poor,0.04593,36,21682,0.03709,0.05614
616,616,2001,17-29 y.,4th Quintile,Very good,0.27452,209,21682,0.25033,0.29937
617,617,2001,17-29 y.,4th Quintile,Good,0.50809,413,21682,0.47286,0.53965
618,618,2001,17-29 y.,4th Quintile,Satisfactory,0.16915,139,21682,0.1471,0.19149
619,619,2001,17-29 y.,4th Quintile,Poor,0.04824,39,21682,0.0381,0.06095
620,620,2001,17-29 y.,5th Quintile,Very good,0.3632,180,21682,0.3367,0.39801
621,621,2001,17-29 y.,5th Quintile,Good,0.49285,270,21682,0.45846,0.53134
622,622,2001,17-29 y.,5th Quintile,Satisfactory,0.14394,84,21682,0.13002,0.15884
623,623,2001,30-45 y.,1st Quintile,Very good,0.1172,139,21682,0.10692,0.12723
624,624,2001,30-45 y.,1st Quintile,Good,0.44428,541,21682,0.42025,0.47285
625,625,2001,30-45 y.,1st Quintile,Satisfactory,0.30184,374,21682,0.28237,0.31931
626,626,2001,30-45 y.,1st Quintile,Poor,0.10135,129,21682,0.0912,0.11033
627,627,2001,30-45 y.,1st Quintile,Bad,0.03533,41,21682,0.02882,0.04288
628,628,2001,30-45 y.,2nd Quintile,Very good,0.11781,158,21682,0.1057,0.13131
629,629,2001,30-45 y.,2nd Quintile,Good,0.50157,769,21682,0.48099,0.52609
630,630,2001,30-45 y.,2nd Quintile,Satisfactory,0.29827,460,21682,0.28197,0.31799
631,631,2001,30-45 y.,2nd Quintile,Poor,0.08236,112,21682,0.07192,0.0931
632,632,2001,30-45 y.,3rd Quintile,Very good,0.09898,156,21682,0.09111,0.10696
633,633,2001,30-45 y.,3rd Quintile,Good,0.52208,828,21682,0.49593,0.54849
634,634,2001,30-45 y.,3rd Quintile,Satisfactory,0.30461,450,21682,0.28603,0.32495
635,635,2001,30-45 y.,3rd Quintile,Poor,0.07433,122,21682,0.06657,0.08392
636,636,2001,30-45 y.,4th Quintile,Very good,0.13641,197,21682,0.12415,0.15035
637,637,2001,30-45 y.,4th Quintile,Good,0.52792,817,21682,0.50484,0.55637
638,638,2001,30-45 y.,4th Quintile,Satisfactory,0.27103,414,21682,0.25119,0.28978
639,639,2001,30-45 y.,4th Quintile,Poor,0.06464,97,21682,0.05643,0.0729
640,640,2001,30-45 y.,5th Quintile,Very good,0.17306,240,21682,0.16032,0.18689
641,641,2001,30-45 y.,5th Quintile,Good,0.51005,767,21682,0.48488,0.53426
642,642,2001,30-45 y.,5th Quintile,Satisfactory,0.25586,360,21682,0.24078,0.27468
643,643,2001,30-45 y.,5th Quintile,Poor,0.06103,84,21682,0.05281,0.07039
644,644,2001,46-65 y.,1st Quintile,Good,0.24615,224,21682,0.22668,0.26714
645,645,2001,46-65 y.,1st Quintile,Satisfactory,0.39084,366,21682,0.36483,0.41331
646,646,2001,46-65 y.,1st Quintile,Poor,0.26446,236,21682,0.24479,0.28623
647,647,2001,46-65 y.,1st Quintile,Bad,0.09855,91,21682,0.08506,0.11236
648,648,2001,46-65 y.,2nd Quintile,Very good,0.04182,44,21682,0.03606,0.04714
649,649,2001,46-65 y.,2nd Quintile,Good,0.3065,320,21682,0.28383,0.32686
650,650,2001,46-65 y.,2nd Quintile,Satisfactory,0.4104,470,21682,0.38729,0.43584
651,651,2001,46-65 y.,2nd Quintile,Poor,0.18794,220,21682,0.17517,0.20387
652,652,2001,46-65 y.,2nd Quintile,Bad,0.05333,58,21682,0.04639,0.05986
653,653,2001,46-65 y.,3rd Quintile,Very good,0.05009,58,21682,0.04361,0.0579
654,654,2001,46-65 y.,3rd Quintile,Good,0.32571,447,21682,0.31136,0.34317
655,655,2001,46-65 y.,3rd Quintile,Satisfactory,0.40192,578,21682,0.38333,0.41951
656,656,2001,46-65 y.,3rd Quintile,Poor,0.18007,256,21682,0.16615,0.19593
657,657,2001,46-65 y.,3rd Quintile,Bad,0.0422,61,21682,0.03775,0.04707
658,658,2001,46-65 y.,4th Quintile,Very good,0.07398,101,21682,0.06576,0.083
659,659,2001,46-65 y.,4th Quintile,Good,0.33582,573,21682,0.32137,0.35302
660,660,2001,46-65 y.,4th Quintile,Satisfactory,0.39555,664,21682,0.37518,0.41332
661,661,2001,46-65 y.,4th Quintile,Poor,0.15037,247,21682,0.13923,0.16374
662,662,2001,46-65 y.,4th Quintile,Bad,0.04427,75,21682,0.03783,0.05199
663,663,2001,46-65 y.,5th Quintile,Very good,0.07263,142,21682,0.06718,0.07842
664,664,2001,46-65 y.,5th Quintile,Good,0.41423,825,21682,0.39858,0.43285
665,665,2001,46-65 y.,5th Quintile,Satisfactory,0.35775,716,21682,0.34191,0.37401
666,666,2001,46-65 y.,5th Quintile,Poor,0.12805,240,21682,0.12032,0.13824
667,667,2001,46-65 y.,5th Quintile,Bad,0.02735,46,21682,0.02189,0.03304
668,668,2001,66 and older,1st Quintile,Good,0.1427,104,21682,0.13115,0.15366
669,669,2001,66 and older,1st Quintile,Satisfactory,0.46416,325,21682,0.43875,0.49071
670,670,2001,66 and older,1st Quintile,Poor,0.27245,184,21682,0.25578,0.28774
671,671,2001,66 and older,1st Quintile,Bad,0.12068,84,21682,0.10818,0.13162
672,672,2001,66 and older,2nd Quintile,Good,0.17925,148,21682,0.16535,0.1951
673,673,2001,66 and older,2nd Quintile,Satisfactory,0.47146,398,21682,0.45176,0.49234
674,674,2001,66 and older,2nd Quintile,Poor,0.26794,212,21682,0.25314,0.2833
675,675,2001,66 and older,2nd Quintile,Bad,0.08135,73,21682,0.0731,0.0908
676,676,2001,66 and older,3rd Quintile,Good,0.18911,145,21682,0.17869,0.20399
677,677,2001,66 and older,3rd Quintile,Satisfactory,0.45932,330,21682,0.4388,0.48058
678,678,2001,66 and older,3rd Quintile,Poor,0.24633,165,21682,0.22859,0.26988
679,679,2001,66 and older,3rd Quintile,Bad,0.10524,72,21682,0.09392,0.11679
680,680,2001,66 and older,4th Quintile,Good,0.17197,100,21682,0.1591,0.18834
681,681,2001,66 and older,4th Quintile,Satisfactory,0.49462,276,21682,0.46672,0.52665
682,682,2001,66 and older,4th Quintile,Poor,0.25808,148,21682,0.23766,0.28157
683,683,2001,66 and older,4th Quintile,Bad,0.07534,43,21682,0.0675,0.08283
684,684,2001,66 and older,5th Quintile,Good,0.22223,123,21682,0.20929,0.2369
685,685,2001,66 and older,5th Quintile,Satisfactory,0.49255,248,21682,0.46402,0.52536
686,686,2001,66 and older,5th Quintile,Poor,0.2035,106,21682,0.18617,0.22347
687,687,2001,66 and older,5th Quintile,Bad,0.08171,40,21682,0.06523,0.09593
688,688,2002,17-29 y.,1st Quintile,Very good,0.24663,210,20454,0.21856,0.26702
689,689,2002,17-29 y.,1st Quintile,Good,0.49534,415,20454,0.46507,0.53
690,690,2002,17-29 y.,1st Quintile,Satisfactory,0.21004,162,20454,0.18792,0.2336
691,691,2002,17-29 y.,1st Quintile,Poor,0.04799,42,20454,0.03878,0.06
692,692,2002,17-29 y.,2nd Quintile,Very good,0.24195,193,20454,0.21683,0.26723
693,693,2002,17-29 y.,2nd Quintile,Good,0.5125,418,20454,0.4678,0.5539
694,694,2002,17-29 y.,2nd Quintile,Satisfactory,0.18415,130,20454,0.15547,0.20826
695,695,2002,17-29 y.,2nd Quintile,Poor,0.06141,48,20454,0.04983,0.07572
696,696,2002,17-29 y.,3rd Quintile,Very good,0.2704,194,20454,0.24131,0.30025
697,697,2002,17-29 y.,3rd Quintile,Good,0.55662,411,20454,0.51926,0.59332
698,698,2002,17-29 y.,3rd Quintile,Satisfactory,0.17299,119,20454,0.14976,0.19535
699,699,2002,17-29 y.,4th Quintile,Very good,0.23885,169,20454,0.2018,0.26946
700,700,2002,17-29 y.,4th Quintile,Good,0.55235,394,20454,0.50655,0.60212
701,701,2002,17-29 y.,4th Quintile,Satisfactory,0.20879,145,20454,0.1783,0.23551
702,702,2002,17-29 y.,5th Quintile,Very good,0.26913,157,20454,0.22928,0.31427
703,703,2002,17-29 y.,5th Quintile,Good,0.5244,360,20454,0.47473,0.57496
704,704,2002,17-29 y.,5th Quintile,Satisfactory,0.20648,130,20454,0.17876,0.2337
705,705,2002,30-45 y.,1st Quintile,Very good,0.09782,95,20454,0.08655,0.11008
706,706,2002,30-45 y.,1st Quintile,Good,0.44527,457,20454,0.41676,0.47915
707,707,2002,30-45 y.,1st Quintile,Satisfactory,0.32174,325,20454,0.29847,0.34533
708,708,2002,30-45 y.,1st Quintile,Poor,0.13517,140,20454,0.12147,0.14807
709,709,2002,30-45 y.,2nd Quintile,Very good,0.08277,95,20454,0.07165,0.09636
710,710,2002,30-45 y.,2nd Quintile,Good,0.48355,600,20454,0.45213,0.51153
711,711,2002,30-45 y.,2nd Quintile,Satisfactory,0.33796,382,20454,0.31772,0.36044
712,712,2002,30-45 y.,2nd Quintile,Poor,0.09573,127,20454,0.08601,0.10449
713,713,2002,30-45 y.,3rd Quintile,Very good,0.09543,127,20454,0.08627,0.10619
714,714,2002,30-45 y.,3rd Quintile,Good,0.51821,740,20454,0.48957,0.54766
715,715,2002,30-45 y.,3rd Quintile,Satisfactory,0.31168,411,20454,0.2947,0.33257
716,716,2002,30-45 y.,3rd Quintile,Poor,0.07468,104,20454,0.06459,0.08546
717,717,2002,30-45 y.,4th Quintile,Very good,0.11405,162,20454,0.10299,0.1285
718,718,2002,30-45 y.,4th Quintile,Good,0.51562,801,20454,0.49333,0.54217
719,719,2002,30-45 y.,4th Quintile,Satisfactory,0.2944,433,20454,0.27271,0.3178
720,720,2002,30-45 y.,4th Quintile,Poor,0.07593,114,20454,0.06511,0.08803
721,721,2002,30-45 y.,5th Quintile,Very good,0.14111,219,20454,0.12663,0.15716
722,722,2002,30-45 y.,5th Quintile,Good,0.53548,888,20454,0.50245,0.56475
723,723,2002,30-45 y.,5th Quintile,Satisfactory,0.27022,434,20454,0.24642,0.29185
724,724,2002,30-45 y.,5th Quintile,Poor,0.05319,91,20454,0.04387,0.06174
725,725,2002,46-65 y.,1st Quintile,Good,0.23397,206,20454,0.21485,0.25588
726,726,2002,46-65 y.,1st Quintile,Satisfactory,0.39506,357,20454,0.3721,0.42211
727,727,2002,46-65 y.,1st Quintile,Poor,0.25522,229,20454,0.22983,0.27747
728,728,2002,46-65 y.,1st Quintile,Bad,0.11575,96,20454,0.10372,0.13023
729,729,2002,46-65 y.,2nd Quintile,Good,0.31026,292,20454,0.28442,0.33338
730,730,2002,46-65 y.,2nd Quintile,Satisfactory,0.40167,417,20454,0.37282,0.42501
731,731,2002,46-65 y.,2nd Quintile,Poor,0.21737,230,20454,0.19968,0.23291
732,732,2002,46-65 y.,2nd Quintile,Bad,0.07071,57,20454,0.05982,0.0834
733,733,2002,46-65 y.,3rd Quintile,Very good,0.03369,35,20454,0.02753,0.03839
734,734,2002,46-65 y.,3rd Quintile,Good,0.33724,380,20454,0.31476,0.35645
735,735,2002,46-65 y.,3rd Quintile,Satisfactory,0.42548,518,20454,0.40313,0.45077
736,736,2002,46-65 y.,3rd Quintile,Poor,0.15996,201,20454,0.14427,0.17124
737,737,2002,46-65 y.,3rd Quintile,Bad,0.04362,53,20454,0.03784,0.04975
738,738,2002,46-65 y.,4th Quintile,Very good,0.04104,57,20454,0.03398,0.04875
739,739,2002,46-65 y.,4th Quintile,Good,0.3496,533,20454,0.33113,0.37103
740,740,2002,46-65 y.,4th Quintile,Satisfactory,0.43115,634,20454,0.40561,0.45483
741,741,2002,46-65 y.,4th Quintile,Poor,0.14071,204,20454,0.12692,0.1544
742,742,2002,46-65 y.,4th Quintile,Bad,0.0375,52,20454,0.03048,0.04394
743,743,2002,46-65 y.,5th Quintile,Very good,0.05594,123,20454,0.04852,0.06379
744,744,2002,46-65 y.,5th Quintile,Good,0.38139,845,20454,0.35973,0.40243
745,745,2002,46-65 y.,5th Quintile,Satisfactory,0.391,815,20454,0.36964,0.41124
746,746,2002,46-65 y.,5th Quintile,Poor,0.14872,284,20454,0.13622,0.16247
747,747,2002,46-65 y.,5th Quintile,Bad,0.02295,43,20454,0.01845,0.0281
748,748,2002,66 and older,1st Quintile,Good,0.1523,103,20454,0.13892,0.16564
749,749,2002,66 and older,1st Quintile,Satisfactory,0.45981,305,20454,0.43395,0.48792
750,750,2002,66 and older,1st Quintile,Poor,0.27057,174,20454,0.25074,0.28915
751,751,2002,66 and older,1st Quintile,Bad,0.11732,78,20454,0.10538,0.13175
752,752,2002,66 and older,2nd Quintile,Good,0.15219,136,20454,0.13972,0.16809
753,753,2002,66 and older,2nd Quintile,Satisfactory,0.48997,413,20454,0.46672,0.51377
754,754,2002,66 and older,2nd Quintile,Poor,0.25457,236,20454,0.23873,0.26963
755,755,2002,66 and older,2nd Quintile,Bad,0.10328,86,20454,0.09371,0.11488
756,756,2002,66 and older,3rd Quintile,Good,0.18566,129,20454,0.17192,0.19964
757,757,2002,66 and older,3rd Quintile,Satisfactory,0.47493,338,20454,0.45191,0.49631
758,758,2002,66 and older,3rd Quintile,Poor,0.23423,162,20454,0.21793,0.25462
759,759,2002,66 and older,3rd Quintile,Bad,0.10518,72,20454,0.09436,0.1171
760,760,2002,66 and older,4th Quintile,Good,0.19255,112,20454,0.17157,0.21391
761,761,2002,66 and older,4th Quintile,Satisfactory,0.44227,275,20454,0.4099,0.47587
762,762,2002,66 and older,4th Quintile,Poor,0.29819,172,20454,0.27809,0.32267
763,763,2002,66 and older,4th Quintile,Bad,0.06699,39,20454,0.05364,0.07867
764,764,2002,66 and older,5th Quintile,Good,0.24099,139,20454,0.2165,0.26628
765,765,2002,66 and older,5th Quintile,Satisfactory,0.45371,235,20454,0.41917,0.49168
766,766,2002,66 and older,5th Quintile,Poor,0.22539,109,20454,0.20014,0.25163
767,767,2002,66 and older,5th Quintile,Bad,0.0799,38,20454,0.06772,0.09341
768,768,2003,17-29 y.,1st Quintile,Very good,0.19679,168,21928,0.17791,0.21554
769,769,2003,17-29 y.,1st Quintile,Good,0.5175,464,21928,0.48176,0.5593
770,770,2003,17-29 y.,1st Quintile,Satisfactory,0.21647,168,21928,0.19327,0.24203
771,771,2003,17-29 y.,1st Quintile,Poor,0.06924,51,21928,0.05761,0.08209
772,772,2003,17-29 y.,2nd Quintile,Very good,0.22603,165,21928,0.1977,0.2532
773,773,2003,17-29 y.,2nd Quintile,Good,0.54181,423,21928,0.49826,0.58777
774,774,2003,17-29 y.,2nd Quintile,Satisfactory,0.17931,135,21928,0.15246,0.20838
775,775,2003,17-29 y.,2nd Quintile,Poor,0.05286,41,21928,0.04034,0.06534
776,776,2003,17-29 y.,3rd Quintile,Very good,0.23392,174,21928,0.20248,0.26301
777,777,2003,17-29 y.,3rd Quintile,Good,0.52114,408,21928,0.47651,0.56775
778,778,2003,17-29 y.,3rd Quintile,Satisfactory,0.18676,131,21928,0.16404,0.21695
779,779,2003,17-29 y.,3rd Quintile,Poor,0.05818,37,21928,0.04445,0.07754
780,780,2003,17-29 y.,4th Quintile,Very good,0.23712,184,21928,0.21128,0.26789
781,781,2003,17-29 y.,4th Quintile,Good,0.54596,430,21928,0.49909,0.60124
782,782,2003,17-29 y.,4th Quintile,Satisfactory,0.18292,143,21928,0.15391,0.21001
783,783,2003,17-29 y.,4th Quintile,Poor,0.03399,32,21928,0.02548,0.04363
784,784,2003,17-29 y.,5th Quintile,Very good,0.28451,246,21928,0.25596,0.32682
785,785,2003,17-29 y.,5th Quintile,Good,0.53496,408,21928,0.48813,0.59742
786,786,2003,17-29 y.,5th Quintile,Satisfactory,0.1447,128,21928,0.12692,0.16682
787,787,2003,17-29 y.,5th Quintile,Poor,0.03583,33,21928,0.02554,0.04692
788,788,2003,30-45 y.,1st Quintile,Very good,0.08028,76,21928,0.06836,0.09214
789,789,2003,30-45 y.,1st Quintile,Good,0.44737,426,21928,0.41774,0.47792
790,790,2003,30-45 y.,1st Quintile,Satisfactory,0.33182,314,21928,0.31267,0.35645
791,791,2003,30-45 y.,1st Quintile,Poor,0.10601,104,21928,0.09302,0.1222
792,792,2003,30-45 y.,1st Quintile,Bad,0.03451,37,21928,0.02708,0.04209
793,793,2003,30-45 y.,2nd Quintile,Very good,0.0803,97,21928,0.06872,0.09254
794,794,2003,30-45 y.,2nd Quintile,Good,0.48276,623,21928,0.45748,0.51086
795,795,2003,30-45 y.,2nd Quintile,Satisfactory,0.33163,396,21928,0.30865,0.35581
796,796,2003,30-45 y.,2nd Quintile,Poor,0.10531,120,21928,0.09108,0.11766
797,797,2003,30-45 y.,3rd Quintile,Very good,0.10116,139,21928,0.08853,0.11388
798,798,2003,30-45 y.,3rd Quintile,Good,0.55624,740,21928,0.5302,0.5822
799,799,2003,30-45 y.,3rd Quintile,Satisfactory,0.27101,366,21928,0.24942,0.28856
800,800,2003,30-45 y.,3rd Quintile,Poor,0.07159,106,21928,0.06188,0.08456
801,801,2003,30-45 y.,4th Quintile,Very good,0.12702,176,21928,0.11209,0.14148
802,802,2003,30-45 y.,4th Quintile,Good,0.55191,821,21928,0.52369,0.57612
803,803,2003,30-45 y.,4th Quintile,Satisfactory,0.26813,392,21928,0.24857,0.28809
804,804,2003,30-45 y.,4th Quintile,Poor,0.05294,87,21928,0.04483,0.06324
805,805,2003,30-45 y.,5th Quintile,Very good,0.15335,304,21928,0.13665,0.16865
806,806,2003,30-45 y.,5th Quintile,Good,0.54066,997,21928,0.5063,0.57801
807,807,2003,30-45 y.,5th Quintile,Satisfactory,0.24104,424,21928,0.21842,0.26342
808,808,2003,30-45 y.,5th Quintile,Poor,0.06495,109,21928,0.05263,0.07706
809,809,2003,46-65 y.,1st Quintile,Good,0.23087,205,21928,0.21227,0.25045
810,810,2003,46-65 y.,1st Quintile,Satisfactory,0.39889,354,21928,0.3755,0.42666
811,811,2003,46-65 y.,1st Quintile,Poor,0.27272,228,21928,0.24608,0.29773
812,812,2003,46-65 y.,1st Quintile,Bad,0.09752,75,21928,0.08647,0.1095
813,813,2003,46-65 y.,2nd Quintile,Good,0.33732,293,21928,0.31259,0.35854
814,814,2003,46-65 y.,2nd Quintile,Satisfactory,0.38907,395,21928,0.36337,0.41176
815,815,2003,46-65 y.,2nd Quintile,Poor,0.21224,202,21928,0.19043,0.23205
816,816,2003,46-65 y.,2nd Quintile,Bad,0.06138,52,21928,0.05046,0.07251
817,817,2003,46-65 y.,3rd Quintile,Very good,0.0447,48,21928,0.03804,0.05221
818,818,2003,46-65 y.,3rd Quintile,Good,0.34554,420,21928,0.32347,0.3698
819,819,2003,46-65 y.,3rd Quintile,Satisfactory,0.39322,483,21928,0.36489,0.41713
820,820,2003,46-65 y.,3rd Quintile,Poor,0.15934,214,21928,0.14738,0.17613
821,821,2003,46-65 y.,3rd Quintile,Bad,0.0572,68,21928,0.04752,0.06666
822,822,2003,46-65 y.,4th Quintile,Very good,0.04626,57,21928,0.03828,0.05459
823,823,2003,46-65 y.,4th Quintile,Good,0.32189,539,21928,0.29927,0.33916
824,824,2003,46-65 y.,4th Quintile,Satisfactory,0.40876,651,21928,0.38256,0.43072
825,825,2003,46-65 y.,4th Quintile,Poor,0.18435,273,21928,0.16806,0.20034
826,826,2003,46-65 y.,4th Quintile,Bad,0.03875,51,21928,0.03168,0.04738
827,827,2003,46-65 y.,5th Quintile,Very good,0.08571,277,21928,0.07716,0.09633
828,828,2003,46-65 y.,5th Quintile,Good,0.42989,1309,21928,0.40623,0.45254
829,829,2003,46-65 y.,5th Quintile,Satisfactory,0.35029,968,21928,0.327,0.37226
830,830,2003,46-65 y.,5th Quintile,Poor,0.11032,302,21928,0.09927,0.12339
831,831,2003,46-65 y.,5th Quintile,Bad,0.02378,49,21928,0.01855,0.029
832,832,2003,66 and older,1st Quintile,Good,0.15379,110,21928,0.13991,0.16876
833,833,2003,66 and older,1st Quintile,Satisfactory,0.43727,304,21928,0.41345,0.46468
834,834,2003,66 and older,1st Quintile,Poor,0.28744,194,21928,0.26671,0.30555
835,835,2003,66 and older,1st Quintile,Bad,0.12151,76,21928,0.11161,0.13348
836,836,2003,66 and older,2nd Quintile,Good,0.18228,155,21928,0.16578,0.19875
837,837,2003,66 and older,2nd Quintile,Satisfactory,0.46104,393,21928,0.43995,0.47958
838,838,2003,66 and older,2nd Quintile,Poor,0.24795,219,21928,0.22857,0.26507
839,839,2003,66 and older,2nd Quintile,Bad,0.10873,92,21928,0.09851,0.11769
840,840,2003,66 and older,3rd Quintile,Good,0.21144,162,21928,0.1949,0.22688
841,841,2003,66 and older,3rd Quintile,Satisfactory,0.44945,347,21928,0.42533,0.47332
842,842,2003,66 and older,3rd Quintile,Poor,0.23705,172,21928,0.2207,0.25911
843,843,2003,66 and older,3rd Quintile,Bad,0.10207,71,21928,0.0898,0.11588
844,844,2003,66 and older,4th Quintile,Good,0.21861,119,21928,0.19893,0.23793
845,845,2003,66 and older,4th Quintile,Satisfactory,0.4196,231,21928,0.38669,0.45186
846,846,2003,66 and older,4th Quintile,Poor,0.26694,154,21928,0.24523,0.28632
847,847,2003,66 and older,4th Quintile,Bad,0.09485,52,21928,0.08278,0.1082
848,848,2003,66 and older,5th Quintile,Very good,0.03821,32,21928,0.03006,0.04863
849,849,2003,66 and older,5th Quintile,Good,0.26864,218,21928,0.23967,0.29788
850,850,2003,66 and older,5th Quintile,Satisfactory,0.40301,296,21928,0.36987,0.44107
851,851,2003,66 and older,5th Quintile,Poor,0.22293,151,21928,0.19945,0.24637
852,852,2003,66 and older,5th Quintile,Bad,0.06721,44,21928,0.05436,0.08248
853,853,2004,17-29 y.,1st Quintile,Very good,0.24665,206,21292,0.22371,0.27516
854,854,2004,17-29 y.,1st Quintile,Good,0.49768,480,21292,0.46621,0.53437
855,855,2004,17-29 y.,1st Quintile,Satisfactory,0.20111,166,21292,0.17891,0.23136
856,856,2004,17-29 y.,1st Quintile,Poor,0.05457,44,21292,0.04352,0.06618
857,857,2004,17-29 y.,2nd Quintile,Very good,0.28582,182,21292,0.24945,0.32238
858,858,2004,17-29 y.,2nd Quintile,Good,0.56536,417,21292,0.51907,0.61253
859,859,2004,17-29 y.,2nd Quintile,Satisfactory,0.14882,105,21292,0.12563,0.17308
860,860,2004,17-29 y.,3rd Quintile,Very good,0.21856,163,21292,0.18808,0.25141
861,861,2004,17-29 y.,3rd Quintile,Good,0.55518,420,21292,0.51748,0.59722
862,862,2004,17-29 y.,3rd Quintile,Satisfactory,0.22626,137,21292,0.19695,0.26064
863,863,2004,17-29 y.,4th Quintile,Very good,0.24585,186,21292,0.20994,0.27807
864,864,2004,17-29 y.,4th Quintile,Good,0.51134,379,21292,0.46435,0.56638
865,865,2004,17-29 y.,4th Quintile,Satisfactory,0.18892,114,21292,0.15919,0.22343
866,866,2004,17-29 y.,4th Quintile,Poor,0.05389,39,21292,0.04142,0.06794
867,867,2004,17-29 y.,5th Quintile,Very good,0.29155,242,21292,0.25379,0.33082
868,868,2004,17-29 y.,5th Quintile,Good,0.51116,420,21292,0.46889,0.55928
869,869,2004,17-29 y.,5th Quintile,Satisfactory,0.15713,139,21292,0.12733,0.18622
870,870,2004,17-29 y.,5th Quintile,Poor,0.04016,35,21292,0.02838,0.0516
871,871,2004,30-45 y.,1st Quintile,Very good,0.12884,104,21292,0.11109,0.14726
872,872,2004,30-45 y.,1st Quintile,Good,0.40695,389,21292,0.37897,0.43694
873,873,2004,30-45 y.,1st Quintile,Satisfactory,0.30051,264,21292,0.2787,0.33022
874,874,2004,30-45 y.,1st Quintile,Poor,0.1637,129,21292,0.143,0.18174
875,875,2004,30-45 y.,2nd Quintile,Very good,0.10751,101,21292,0.09408,0.12662
876,876,2004,30-45 y.,2nd Quintile,Good,0.47385,584,21292,0.4442,0.50329
877,877,2004,30-45 y.,2nd Quintile,Satisfactory,0.31498,360,21292,0.29408,0.34049
878,878,2004,30-45 y.,2nd Quintile,Poor,0.10365,102,21292,0.09015,0.12087
879,879,2004,30-45 y.,3rd Quintile,Very good,0.10845,121,21292,0.093,0.12243
880,880,2004,30-45 y.,3rd Quintile,Good,0.51051,641,21292,0.47669,0.53678
881,881,2004,30-45 y.,3rd Quintile,Satisfactory,0.28967,361,21292,0.26704,0.31116
882,882,2004,30-45 y.,3rd Quintile,Poor,0.09138,104,21292,0.07931,0.10437
883,883,2004,30-45 y.,4th Quintile,Very good,0.1246,171,21292,0.11292,0.13792
884,884,2004,30-45 y.,4th Quintile,Good,0.5384,791,21292,0.50723,0.56876
885,885,2004,30-45 y.,4th Quintile,Satisfactory,0.25517,366,21292,0.2358,0.27524
886,886,2004,30-45 y.,4th Quintile,Poor,0.08183,110,21292,0.06906,0.09136
887,887,2004,30-45 y.,5th Quintile,Very good,0.14307,255,21292,0.12583,0.16303
888,888,2004,30-45 y.,5th Quintile,Good,0.52657,960,21292,0.48943,0.55779
889,889,2004,30-45 y.,5th Quintile,Satisfactory,0.24627,396,21292,0.22732,0.27688
890,890,2004,30-45 y.,5th Quintile,Poor,0.0841,121,21292,0.07119,0.09979
891,891,2004,46-65 y.,1st Quintile,Good,0.27706,225,21292,0.25336,0.30032
892,892,2004,46-65 y.,1st Quintile,Satisfactory,0.36849,314,21292,0.33613,0.40072
893,893,2004,46-65 y.,1st Quintile,Poor,0.25828,206,21292,0.23942,0.27884
894,894,2004,46-65 y.,1st Quintile,Bad,0.09618,82,21292,0.08068,0.1102
895,895,2004,46-65 y.,2nd Quintile,Very good,0.04133,36,21292,0.03395,0.04941
896,896,2004,46-65 y.,2nd Quintile,Good,0.297,300,21292,0.27179,0.3207
897,897,2004,46-65 y.,2nd Quintile,Satisfactory,0.39331,410,21292,0.36731,0.41883
898,898,2004,46-65 y.,2nd Quintile,Poor,0.2083,202,21292,0.18853,0.22572
899,899,2004,46-65 y.,2nd Quintile,Bad,0.06006,52,21292,0.04932,0.06988
900,900,2004,46-65 y.,3rd Quintile,Very good,0.04311,42,21292,0.03533,0.05291
901,901,2004,46-65 y.,3rd Quintile,Good,0.33296,383,21292,0.30836,0.36135
