,Unnamed: 0,year,age_gr,migback,m11126,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
313,313,2001,30-45 y.,Indirect migration background,Satisfactory,0.42633,46,21716,0.31378,0.5353
314,314,2001,46-65 y.,No migration background,Very good,0.05777,309,21716,0.05441,0.061
315,315,2001,46-65 y.,No migration background,Good,0.34201,2062,21716,0.33435,0.3511
316,316,2001,46-65 y.,No migration background,Satisfactory,0.38917,2388,21716,0.37994,0.39858
317,317,2001,46-65 y.,No migration background,Poor,0.16447,976,21716,0.15747,0.17006
318,318,2001,46-65 y.,No migration background,Bad,0.04658,273,21716,0.04333,0.05001
319,319,2001,46-65 y.,Direct migration background,Very good,0.06074,56,21716,0.05104,0.07096
320,320,2001,46-65 y.,Direct migration background,Good,0.31839,319,21716,0.29517,0.34563
321,321,2001,46-65 y.,Direct migration background,Satisfactory,0.35617,390,21716,0.32631,0.38646
322,322,2001,46-65 y.,Direct migration background,Poor,0.21033,219,21716,0.19191,0.23452
323,323,2001,46-65 y.,Direct migration background,Bad,0.05438,57,21716,0.04574,0.06626
324,324,2001,66 and older,No migration background,Very good,0.02391,71,21716,0.02158,0.0263
325,325,2001,66 and older,No migration background,Good,0.17493,562,21716,0.17003,0.18143
326,326,2001,66 and older,No migration background,Satisfactory,0.47087,1433,21716,0.46115,0.48289
327,327,2001,66 and older,No migration background,Poor,0.23837,705,21716,0.23036,0.24782
328,328,2001,66 and older,No migration background,Bad,0.09193,275,21716,0.08688,0.09685
329,329,2001,66 and older,Direct migration background,Good,0.17955,57,21716,0.14908,0.21736
330,330,2001,66 and older,Direct migration background,Satisfactory,0.39162,135,21716,0.34658,0.43313
331,331,2001,66 and older,Direct migration background,Poor,0.33784,107,21716,0.30386,0.37398
332,332,2001,66 and older,Direct migration background,Bad,0.09098,34,21716,0.07526,0.10847
333,333,2002,17-29 y.,No migration background,Very good,0.24446,764,22795,0.22871,0.25924
334,334,2002,17-29 y.,No migration background,Good,0.52059,1680,22795,0.50206,0.53883
335,335,2002,17-29 y.,No migration background,Satisfactory,0.19305,575,22795,0.18151,0.20649
336,336,2002,17-29 y.,No migration background,Poor,0.0419,127,22795,0.03626,0.04756
337,337,2002,17-29 y.,Direct migration background,Very good,0.30567,126,22795,0.27102,0.33455
338,338,2002,17-29 y.,Direct migration background,Good,0.52684,226,22795,0.4751,0.58244
339,339,2002,17-29 y.,Direct migration background,Satisfactory,0.16749,63,22795,0.13552,0.21015
340,340,2002,17-29 y.,Indirect migration background,Very good,0.24957,147,22795,0.21741,0.27845
341,341,2002,17-29 y.,Indirect migration background,Good,0.53006,263,22795,0.47293,0.58997
342,342,2002,17-29 y.,Indirect migration background,Satisfactory,0.22037,89,22795,0.18199,0.2653
343,343,2002,30-45 y.,No migration background,Very good,0.11142,705,22795,0.10534,0.11856
344,344,2002,30-45 y.,No migration background,Good,0.50419,3231,22795,0.49213,0.51579
345,345,2002,30-45 y.,No migration background,Satisfactory,0.29228,1774,22795,0.28328,0.30202
346,346,2002,30-45 y.,No migration background,Poor,0.07826,474,22795,0.07277,0.08357
347,347,2002,30-45 y.,No migration background,Bad,0.01384,87,22795,0.012,0.01589
348,348,2002,30-45 y.,Direct migration background,Very good,0.09818,103,22795,0.0845,0.1109
349,349,2002,30-45 y.,Direct migration background,Good,0.46302,477,22795,0.42987,0.49981
350,350,2002,30-45 y.,Direct migration background,Satisfactory,0.3335,271,22795,0.31068,0.36741
351,351,2002,30-45 y.,Direct migration background,Poor,0.1053,102,22795,0.09262,0.1223
352,352,2002,30-45 y.,Indirect migration background,Good,0.58321,95,22795,0.49031,0.71268
353,353,2002,30-45 y.,Indirect migration background,Satisfactory,0.41679,47,22795,0.31506,0.52759
354,354,2002,46-65 y.,No migration background,Very good,0.04668,361,22795,0.04314,0.05099
355,355,2002,46-65 y.,No migration background,Good,0.34451,2489,22795,0.33429,0.35582
356,356,2002,46-65 y.,No migration background,Satisfactory,0.40244,2669,22795,0.39214,0.4177
357,357,2002,46-65 y.,No migration background,Poor,0.16001,997,22795,0.15307,0.1672
358,358,2002,46-65 y.,No migration background,Bad,0.04636,250,22795,0.04304,0.05018
359,359,2002,46-65 y.,Direct migration background,Very good,0.0333,36,22795,0.02375,0.04324
360,360,2002,46-65 y.,Direct migration background,Good,0.29848,317,22795,0.27184,0.32774
361,361,2002,46-65 y.,Direct migration background,Satisfactory,0.36719,385,22795,0.33249,0.40021
362,362,2002,46-65 y.,Direct migration background,Poor,0.2349,242,22795,0.21508,0.26016
363,363,2002,46-65 y.,Direct migration background,Bad,0.06613,57,22795,0.05275,0.07911
364,364,2002,66 and older,No migration background,Very good,0.02131,75,22795,0.01891,0.02391
365,365,2002,66 and older,No migration background,Good,0.17847,622,22795,0.1702,0.18754
366,366,2002,66 and older,No migration background,Satisfactory,0.45972,1474,22795,0.44761,0.47129
367,367,2002,66 and older,No migration background,Poor,0.24829,770,22795,0.2387,0.25763
368,368,2002,66 and older,No migration background,Bad,0.0922,279,22795,0.08617,0.09891
369,369,2002,66 and older,Direct migration background,Good,0.16929,50,22795,0.14258,0.20276
370,370,2002,66 and older,Direct migration background,Satisfactory,0.42635,150,22795,0.37583,0.47251
371,371,2002,66 and older,Direct migration background,Poor,0.28672,107,22795,0.24863,0.32402
372,372,2002,66 and older,Direct migration background,Bad,0.11764,39,22795,0.09686,0.14306
373,373,2003,17-29 y.,No migration background,Very good,0.21697,697,21961,0.20329,0.2336
374,374,2003,17-29 y.,No migration background,Good,0.54233,1676,21961,0.51792,0.56857
375,375,2003,17-29 y.,No migration background,Satisfactory,0.18646,563,21961,0.1724,0.20111
376,376,2003,17-29 y.,No migration background,Poor,0.05423,160,21961,0.04789,0.06098
377,377,2003,17-29 y.,Direct migration background,Very good,0.29423,104,21961,0.25792,0.33589
378,378,2003,17-29 y.,Direct migration background,Good,0.51595,205,21961,0.46154,0.58792
379,379,2003,17-29 y.,Direct migration background,Satisfactory,0.18982,58,21961,0.15258,0.23643
380,380,2003,17-29 y.,Indirect migration background,Very good,0.26875,137,21961,0.23821,0.30063
381,381,2003,17-29 y.,Indirect migration background,Good,0.52778,253,21961,0.46878,0.5918
382,382,2003,17-29 y.,Indirect migration background,Satisfactory,0.20347,84,21961,0.17119,0.24762
383,383,2003,30-45 y.,No migration background,Very good,0.10629,648,21961,0.09853,0.11421
384,384,2003,30-45 y.,No migration background,Good,0.52283,3056,21961,0.50714,0.53697
385,385,2003,30-45 y.,No migration background,Satisfactory,0.28216,1609,21961,0.27162,0.29198
386,386,2003,30-45 y.,No migration background,Poor,0.07344,423,21961,0.06741,0.07829
387,387,2003,30-45 y.,No migration background,Bad,0.01528,85,21961,0.01297,0.0182
388,388,2003,30-45 y.,Direct migration background,Very good,0.12923,113,21961,0.11441,0.14627
389,389,2003,30-45 y.,Direct migration background,Good,0.4779,442,21961,0.44232,0.51716
390,390,2003,30-45 y.,Direct migration background,Satisfactory,0.29651,234,21961,0.26637,0.31929
391,391,2003,30-45 y.,Direct migration background,Poor,0.09637,83,21961,0.08008,0.11443
392,392,2003,30-45 y.,Indirect migration background,Very good,0.14068,31,21961,0.09321,0.18366
393,393,2003,30-45 y.,Indirect migration background,Good,0.5832,109,21961,0.48116,0.69046
394,394,2003,30-45 y.,Indirect migration background,Satisfactory,0.27612,49,21961,0.22532,0.33967
395,395,2003,46-65 y.,No migration background,Very good,0.05105,372,21961,0.0469,0.05584
396,396,2003,46-65 y.,No migration background,Good,0.35245,2456,21961,0.3402,0.36279
397,397,2003,46-65 y.,No migration background,Satisfactory,0.38492,2469,21961,0.37432,0.39587
398,398,2003,46-65 y.,No migration background,Poor,0.16612,1000,21961,0.15832,0.17397
399,399,2003,46-65 y.,No migration background,Bad,0.04545,234,21961,0.04167,0.04911
400,400,2003,46-65 y.,Direct migration background,Very good,0.05874,54,21961,0.04454,0.07097
401,401,2003,46-65 y.,Direct migration background,Good,0.29244,295,21961,0.26348,0.31694
402,402,2003,46-65 y.,Direct migration background,Satisfactory,0.35815,367,21961,0.32675,0.38861
403,403,2003,46-65 y.,Direct migration background,Poor,0.217,211,21961,0.19195,0.23964
404,404,2003,46-65 y.,Direct migration background,Bad,0.07367,60,21961,0.0566,0.08695
405,405,2003,66 and older,No migration background,Very good,0.02266,77,21961,0.01989,0.02581
406,406,2003,66 and older,No migration background,Good,0.20464,705,21961,0.19638,0.21231
407,407,2003,66 and older,No migration background,Satisfactory,0.42737,1409,21961,0.41441,0.44025
408,408,2003,66 and older,No migration background,Poor,0.24626,785,21961,0.2364,0.25507
409,409,2003,66 and older,No migration background,Bad,0.09907,298,21961,0.09322,0.10579
410,410,2003,66 and older,Direct migration background,Good,0.14491,56,21961,0.1144,0.17974
411,411,2003,66 and older,Direct migration background,Satisfactory,0.46702,157,21961,0.41374,0.52464
412,412,2003,66 and older,Direct migration background,Poor,0.28189,102,21961,0.24559,0.31838
413,413,2003,66 and older,Direct migration background,Bad,0.10618,35,21961,0.08215,0.13388
414,414,2004,17-29 y.,No migration background,Very good,0.23166,717,21407,0.21492,0.24885
415,415,2004,17-29 y.,No migration background,Good,0.52483,1659,21407,0.50476,0.54849
416,416,2004,17-29 y.,No migration background,Satisfactory,0.19507,530,21407,0.18059,0.20951
417,417,2004,17-29 y.,No migration background,Poor,0.04844,138,21407,0.04223,0.05462
418,418,2004,17-29 y.,Direct migration background,Very good,0.33675,111,21407,0.28783,0.38489
419,419,2004,17-29 y.,Direct migration background,Good,0.54131,191,21407,0.48426,0.60027
420,420,2004,17-29 y.,Direct migration background,Satisfactory,0.12194,55,21407,0.09212,0.15082
421,421,2004,17-29 y.,Indirect migration background,Very good,0.30205,151,21407,0.26441,0.34558
422,422,2004,17-29 y.,Indirect migration background,Good,0.50448,267,21407,0.44731,0.55806
423,423,2004,17-29 y.,Indirect migration background,Satisfactory,0.19347,76,21407,0.15811,0.22385
424,424,2004,30-45 y.,No migration background,Very good,0.11841,608,21407,0.11101,0.12599
425,425,2004,30-45 y.,No migration background,Good,0.4913,2829,21407,0.47591,0.50528
426,426,2004,30-45 y.,No migration background,Satisfactory,0.2769,1476,21407,0.26423,0.29006
427,427,2004,30-45 y.,No migration background,Poor,0.09866,474,21407,0.0919,0.10588
428,428,2004,30-45 y.,No migration background,Bad,0.01473,66,21407,0.01186,0.0179
429,429,2004,30-45 y.,Direct migration background,Very good,0.1366,112,21407,0.11386,0.1574
430,430,2004,30-45 y.,Direct migration background,Good,0.47474,420,21407,0.43242,0.51687
431,431,2004,30-45 y.,Direct migration background,Satisfactory,0.27652,222,21407,0.2437,0.30051
432,432,2004,30-45 y.,Direct migration background,Poor,0.11214,74,21407,0.0947,0.13026
433,433,2004,30-45 y.,Indirect migration background,Very good,0.15117,32,21407,0.11365,0.1959
434,434,2004,30-45 y.,Indirect migration background,Good,0.60429,116,21407,0.50265,0.70246
435,435,2004,30-45 y.,Indirect migration background,Satisfactory,0.24454,49,21407,0.18398,0.30265
436,436,2004,46-65 y.,No migration background,Very good,0.05104,337,21407,0.04625,0.05515
437,437,2004,46-65 y.,No migration background,Good,0.35753,2416,21407,0.34272,0.37067
438,438,2004,46-65 y.,No migration background,Satisfactory,0.37944,2407,21407,0.36709,0.39197
439,439,2004,46-65 y.,No migration background,Poor,0.1668,955,21407,0.15829,0.17775
440,440,2004,46-65 y.,No migration background,Bad,0.04519,238,21407,0.04102,0.04919
441,441,2004,46-65 y.,Direct migration background,Very good,0.04816,45,21407,0.03641,0.06126
442,442,2004,46-65 y.,Direct migration background,Good,0.29082,292,21407,0.26343,0.31657
443,443,2004,46-65 y.,Direct migration background,Satisfactory,0.34973,354,21407,0.32419,0.3797
444,444,2004,46-65 y.,Direct migration background,Poor,0.24243,201,21407,0.21956,0.26633
445,445,2004,46-65 y.,Direct migration background,Bad,0.06886,61,21407,0.05224,0.08735
446,446,2004,66 and older,No migration background,Very good,0.0222,78,21407,0.01871,0.02553
447,447,2004,66 and older,No migration background,Good,0.1874,676,21407,0.17955,0.19703
448,448,2004,66 and older,No migration background,Satisfactory,0.41597,1439,21407,0.40452,0.43001
449,449,2004,66 and older,No migration background,Poor,0.25941,827,21407,0.24933,0.26869
450,450,2004,66 and older,No migration background,Bad,0.11502,351,21407,0.10947,0.12201
451,451,2004,66 and older,Direct migration background,Good,0.17659,67,21407,0.14614,0.21121
452,452,2004,66 and older,Direct migration background,Satisfactory,0.40551,146,21407,0.36229,0.44077
453,453,2004,66 and older,Direct migration background,Poor,0.32316,110,21407,0.28089,0.36609
454,454,2004,66 and older,Direct migration background,Bad,0.09473,34,21407,0.07126,0.11881
455,455,2005,17-29 y.,No migration background,Very good,0.22268,701,20441,0.20511,0.23905
456,456,2005,17-29 y.,No migration background,Good,0.51734,1552,20441,0.49118,0.53908
457,457,2005,17-29 y.,No migration background,Satisfactory,0.20954,570,20441,0.19383,0.22504
458,458,2005,17-29 y.,No migration background,Poor,0.05044,140,20441,0.04198,0.05907
459,459,2005,17-29 y.,Direct migration background,Very good,0.28094,87,20441,0.23475,0.33489
460,460,2005,17-29 y.,Direct migration background,Good,0.52622,162,20441,0.44837,0.59445
461,461,2005,17-29 y.,Direct migration background,Satisfactory,0.19284,56,20441,0.1473,0.24248
462,462,2005,17-29 y.,Indirect migration background,Very good,0.24518,138,20441,0.21546,0.28599
463,463,2005,17-29 y.,Indirect migration background,Good,0.54037,264,20441,0.47924,0.60586
464,464,2005,17-29 y.,Indirect migration background,Satisfactory,0.21445,93,20441,0.17699,0.25581
465,465,2005,30-45 y.,No migration background,Very good,0.10604,530,20441,0.09803,0.11331
466,466,2005,30-45 y.,No migration background,Good,0.49128,2559,20441,0.47363,0.50793
467,467,2005,30-45 y.,No migration background,Satisfactory,0.28689,1413,20441,0.27619,0.29685
468,468,2005,30-45 y.,No migration background,Poor,0.09991,455,20441,0.09386,0.10783
469,469,2005,30-45 y.,No migration background,Bad,0.01588,72,20441,0.01284,0.01881
470,470,2005,30-45 y.,Direct migration background,Very good,0.09764,78,20441,0.08193,0.11568
471,471,2005,30-45 y.,Direct migration background,Good,0.48778,406,20441,0.44983,0.53265
472,472,2005,30-45 y.,Direct migration background,Satisfactory,0.31217,216,20441,0.28305,0.34894
473,473,2005,30-45 y.,Direct migration background,Poor,0.10241,71,20441,0.08566,0.11973
474,474,2005,30-45 y.,Indirect migration background,Good,0.63863,131,20441,0.52226,0.76412
475,475,2005,30-45 y.,Indirect migration background,Satisfactory,0.36137,65,20441,0.29251,0.42602
476,476,2005,46-65 y.,No migration background,Very good,0.04468,282,20441,0.03947,0.0504
477,477,2005,46-65 y.,No migration background,Good,0.34355,2221,20441,0.33012,0.35668
478,478,2005,46-65 y.,No migration background,Satisfactory,0.39623,2381,20441,0.38168,0.41221
479,479,2005,46-65 y.,No migration background,Poor,0.17243,943,20441,0.16338,0.18355
480,480,2005,46-65 y.,No migration background,Bad,0.0431,229,20441,0.03838,0.047
481,481,2005,46-65 y.,Direct migration background,Very good,0.035,37,20441,0.02414,0.04547
482,482,2005,46-65 y.,Direct migration background,Good,0.27179,258,20441,0.24085,0.30294
483,483,2005,46-65 y.,Direct migration background,Satisfactory,0.38795,337,20441,0.35639,0.42119
484,484,2005,46-65 y.,Direct migration background,Poor,0.2373,197,20441,0.2144,0.26369
485,485,2005,46-65 y.,Direct migration background,Bad,0.06796,57,20441,0.05483,0.08459
486,486,2005,66 and older,No migration background,Very good,0.01891,63,20441,0.0162,0.02219
487,487,2005,66 and older,No migration background,Good,0.18543,681,20441,0.17673,0.19445
488,488,2005,66 and older,No migration background,Satisfactory,0.41822,1444,20441,0.40355,0.43163
489,489,2005,66 and older,No migration background,Poor,0.26808,871,20441,0.25794,0.27846
490,490,2005,66 and older,No migration background,Bad,0.10937,320,20441,0.10264,0.11686
491,491,2005,66 and older,Direct migration background,Good,0.13618,50,20441,0.10821,0.16953
492,492,2005,66 and older,Direct migration background,Satisfactory,0.45845,162,20441,0.42068,0.51481
493,493,2005,66 and older,Direct migration background,Poor,0.30016,101,20441,0.25906,0.34588
494,494,2005,66 and older,Direct migration background,Bad,0.10521,48,20441,0.08616,0.12553
495,495,2006,17-29 y.,No migration background,Very good,0.2274,725,22031,0.21435,0.24558
496,496,2006,17-29 y.,No migration background,Good,0.5239,1678,22031,0.50039,0.54458
497,497,2006,17-29 y.,No migration background,Satisfactory,0.19451,572,22031,0.1792,0.20844
498,498,2006,17-29 y.,No migration background,Poor,0.05419,141,22031,0.04494,0.06223
499,499,2006,17-29 y.,Direct migration background,Very good,0.30739,95,22031,0.26807,0.35006
500,500,2006,17-29 y.,Direct migration background,Good,0.52658,170,22031,0.47407,0.58781
501,501,2006,17-29 y.,Direct migration background,Satisfactory,0.16603,54,22031,0.1351,0.20054
502,502,2006,17-29 y.,Indirect migration background,Very good,0.23725,131,22031,0.20107,0.28073
503,503,2006,17-29 y.,Indirect migration background,Good,0.54353,266,22031,0.48667,0.60318
504,504,2006,17-29 y.,Indirect migration background,Satisfactory,0.21922,91,22031,0.17975,0.26322
505,505,2006,30-45 y.,No migration background,Very good,0.10642,537,22031,0.09912,0.11343
506,506,2006,30-45 y.,No migration background,Good,0.47937,2675,22031,0.4661,0.49712
507,507,2006,30-45 y.,No migration background,Satisfactory,0.31306,1526,22031,0.30029,0.3252
508,508,2006,30-45 y.,No migration background,Poor,0.08214,409,22031,0.07619,0.08845
509,509,2006,30-45 y.,No migration background,Bad,0.01902,65,22031,0.01547,0.02248
510,510,2006,30-45 y.,Direct migration background,Very good,0.12058,92,22031,0.103,0.14144
511,511,2006,30-45 y.,Direct migration background,Good,0.4392,360,22031,0.40133,0.48557
512,512,2006,30-45 y.,Direct migration background,Satisfactory,0.3411,243,22031,0.31239,0.37198
513,513,2006,30-45 y.,Direct migration background,Poor,0.09912,68,22031,0.08455,0.11555
514,514,2006,30-45 y.,Indirect migration background,Good,0.69295,153,22031,0.58677,0.81638
515,515,2006,30-45 y.,Indirect migration background,Satisfactory,0.30705,62,22031,0.24573,0.38091
516,516,2006,46-65 y.,No migration background,Very good,0.05473,362,22031,0.04923,0.05966
517,517,2006,46-65 y.,No migration background,Good,0.34934,2453,22031,0.33845,0.36219
518,518,2006,46-65 y.,No migration background,Satisfactory,0.38944,2567,22031,0.3751,0.40348
519,519,2006,46-65 y.,No migration background,Poor,0.15714,979,22031,0.14802,0.1653
520,520,2006,46-65 y.,No migration background,Bad,0.04934,275,22031,0.04543,0.05284
521,521,2006,46-65 y.,Direct migration background,Very good,0.03765,37,22031,0.02982,0.05066
522,522,2006,46-65 y.,Direct migration background,Good,0.30639,276,22031,0.27384,0.33343
523,523,2006,46-65 y.,Direct migration background,Satisfactory,0.35536,326,22031,0.32645,0.38687
524,524,2006,46-65 y.,Direct migration background,Poor,0.23483,187,22031,0.21055,0.25718
525,525,2006,46-65 y.,Direct migration background,Bad,0.06577,55,22031,0.05339,0.07744
526,526,2006,66 and older,No migration background,Very good,0.0233,98,22031,0.02107,0.02605
527,527,2006,66 and older,No migration background,Good,0.20132,862,22031,0.19321,0.21112
528,528,2006,66 and older,No migration background,Satisfactory,0.41466,1682,22031,0.40231,0.42661
529,529,2006,66 and older,No migration background,Poor,0.24977,982,22031,0.24074,0.25926
530,530,2006,66 and older,No migration background,Bad,0.11095,395,22031,0.10569,0.11772
531,531,2006,66 and older,Direct migration background,Good,0.17001,61,22031,0.14438,0.2029
532,532,2006,66 and older,Direct migration background,Satisfactory,0.38804,155,22031,0.34845,0.43707
533,533,2006,66 and older,Direct migration background,Poor,0.31389,113,22031,0.27126,0.35577
534,534,2006,66 and older,Direct migration background,Bad,0.12807,53,22031,0.10459,0.14643
535,535,2007,17-29 y.,No migration background,Very good,0.23322,707,20614,0.21645,0.25002
536,536,2007,17-29 y.,No migration background,Good,0.52238,1527,20614,0.49456,0.54557
537,537,2007,17-29 y.,No migration background,Satisfactory,0.2037,561,20614,0.1877,0.21752
538,538,2007,17-29 y.,No migration background,Poor,0.0407,131,20614,0.03485,0.04588
539,539,2007,17-29 y.,Direct migration background,Very good,0.27387,65,20614,0.22436,0.32862
540,540,2007,17-29 y.,Direct migration background,Good,0.56718,160,20614,0.50877,0.63317
541,541,2007,17-29 y.,Direct migration background,Satisfactory,0.15895,44,20614,0.11638,0.20664
542,542,2007,17-29 y.,Indirect migration background,Very good,0.24508,122,20614,0.20643,0.28421
543,543,2007,17-29 y.,Indirect migration background,Good,0.52958,260,20614,0.47064,0.58874
544,544,2007,17-29 y.,Indirect migration background,Satisfactory,0.22534,99,20614,0.18143,0.27139
545,545,2007,30-45 y.,No migration background,Very good,0.10008,474,20614,0.09208,0.10748
546,546,2007,30-45 y.,No migration background,Good,0.49982,2468,20614,0.48057,0.5159
547,547,2007,30-45 y.,No migration background,Satisfactory,0.29417,1333,20614,0.28315,0.3094
548,548,2007,30-45 y.,No migration background,Poor,0.09039,402,20614,0.08357,0.09918
549,549,2007,30-45 y.,No migration background,Bad,0.01554,65,20614,0.01255,0.01883
550,550,2007,30-45 y.,Direct migration background,Very good,0.11365,72,20614,0.09219,0.13667
551,551,2007,30-45 y.,Direct migration background,Good,0.4879,359,20614,0.45252,0.52924
552,552,2007,30-45 y.,Direct migration background,Satisfactory,0.30585,193,20614,0.27638,0.34069
553,553,2007,30-45 y.,Direct migration background,Poor,0.0926,50,20614,0.07477,0.11282
554,554,2007,30-45 y.,Indirect migration background,Very good,0.17193,36,20614,0.13171,0.23469
555,555,2007,30-45 y.,Indirect migration background,Good,0.5521,133,20614,0.44825,0.65098
556,556,2007,30-45 y.,Indirect migration background,Satisfactory,0.27596,70,20614,0.21413,0.33898
557,557,2007,46-65 y.,No migration background,Very good,0.03964,284,20614,0.03586,0.04356
558,558,2007,46-65 y.,No migration background,Good,0.35097,2350,20614,0.33942,0.36435
559,559,2007,46-65 y.,No migration background,Satisfactory,0.39677,2407,20614,0.38318,0.4097
560,560,2007,46-65 y.,No migration background,Poor,0.16931,926,20614,0.16075,0.17796
561,561,2007,46-65 y.,No migration background,Bad,0.04331,240,20614,0.03926,0.04758
562,562,2007,46-65 y.,Direct migration background,Good,0.27661,238,20614,0.25154,0.31085
563,563,2007,46-65 y.,Direct migration background,Satisfactory,0.39472,304,20614,0.35408,0.42978
564,564,2007,46-65 y.,Direct migration background,Poor,0.24659,166,20614,0.21852,0.27416
565,565,2007,46-65 y.,Direct migration background,Bad,0.08209,56,20614,0.06823,0.09903
566,566,2007,66 and older,No migration background,Very good,0.02068,81,20614,0.01813,0.02358
567,567,2007,66 and older,No migration background,Good,0.20046,854,20614,0.19035,0.21044
568,568,2007,66 and older,No migration background,Satisfactory,0.42666,1677,20614,0.4125,0.43935
569,569,2007,66 and older,No migration background,Poor,0.26052,999,20614,0.25074,0.27105
570,570,2007,66 and older,No migration background,Bad,0.09168,331,20614,0.08638,0.09772
571,571,2007,66 and older,Direct migration background,Good,0.15469,67,20614,0.13179,0.1777
572,572,2007,66 and older,Direct migration background,Satisfactory,0.46108,156,20614,0.41226,0.51885
573,573,2007,66 and older,Direct migration background,Poor,0.27848,108,20614,0.24069,0.32483
574,574,2007,66 and older,Direct migration background,Bad,0.10574,39,20614,0.08693,0.12714
575,575,2008,17-29 y.,No migration background,Very good,0.23289,638,19328,0.21353,0.25222
576,576,2008,17-29 y.,No migration background,Good,0.52848,1390,19328,0.50726,0.55772
577,577,2008,17-29 y.,No migration background,Satisfactory,0.17663,474,19328,0.16198,0.19413
578,578,2008,17-29 y.,No migration background,Poor,0.06199,172,19328,0.05244,0.07064
579,579,2008,17-29 y.,Direct migration background,Very good,0.31085,53,19328,0.2393,0.38151
580,580,2008,17-29 y.,Direct migration background,Good,0.68915,134,19328,0.6124,0.78758
581,581,2008,17-29 y.,Indirect migration background,Very good,0.32876,152,19328,0.27261,0.38247
582,582,2008,17-29 y.,Indirect migration background,Good,0.48417,230,19328,0.42491,0.5453
583,583,2008,17-29 y.,Indirect migration background,Satisfactory,0.18707,81,19328,0.15184,0.22454
584,584,2008,30-45 y.,No migration background,Very good,0.1032,442,19328,0.09452,0.11135
585,585,2008,30-45 y.,No migration background,Good,0.49471,2186,19328,0.47718,0.51389
586,586,2008,30-45 y.,No migration background,Satisfactory,0.29172,1231,19328,0.27471,0.30571
587,587,2008,30-45 y.,No migration background,Poor,0.09373,369,19328,0.0855,0.10183
588,588,2008,30-45 y.,No migration background,Bad,0.01664,67,19328,0.01283,0.02063
589,589,2008,30-45 y.,Direct migration background,Very good,0.12215,68,19328,0.09902,0.1459
590,590,2008,30-45 y.,Direct migration background,Good,0.48489,302,19328,0.44262,0.53576
591,591,2008,30-45 y.,Direct migration background,Satisfactory,0.27881,157,19328,0.2449,0.314
592,592,2008,30-45 y.,Direct migration background,Poor,0.11414,67,19328,0.09487,0.139
593,593,2008,30-45 y.,Indirect migration background,Good,0.65244,145,19328,0.53254,0.74746
594,594,2008,30-45 y.,Indirect migration background,Satisfactory,0.34756,70,19328,0.26165,0.42329
595,595,2008,46-65 y.,No migration background,Very good,0.04608,302,19328,0.04184,0.05072
596,596,2008,46-65 y.,No migration background,Good,0.36014,2281,19328,0.34669,0.37263
597,597,2008,46-65 y.,No migration background,Satisfactory,0.3798,2194,19328,0.36369,0.39447
598,598,2008,46-65 y.,No migration background,Poor,0.17107,933,19328,0.16315,0.18105
599,599,2008,46-65 y.,No migration background,Bad,0.0429,215,19328,0.03881,0.04798
600,600,2008,46-65 y.,Direct migration background,Very good,0.04138,32,19328,0.02953,0.05264
601,601,2008,46-65 y.,Direct migration background,Good,0.25935,205,19328,0.23402,0.288
602,602,2008,46-65 y.,Direct migration background,Satisfactory,0.40428,277,19328,0.37506,0.44099
603,603,2008,46-65 y.,Direct migration background,Poor,0.21177,138,19328,0.18793,0.23541
604,604,2008,46-65 y.,Direct migration background,Bad,0.08322,56,19328,0.06876,0.09778
605,605,2008,66 and older,No migration background,Very good,0.01875,69,19328,0.01595,0.02199
606,606,2008,66 and older,No migration background,Good,0.20554,885,19328,0.19491,0.21541
607,607,2008,66 and older,No migration background,Satisfactory,0.45517,1721,19328,0.43949,0.46827
608,608,2008,66 and older,No migration background,Poor,0.23334,917,19328,0.22266,0.24419
609,609,2008,66 and older,No migration background,Bad,0.0872,315,19328,0.08077,0.09281
610,610,2008,66 and older,Direct migration background,Good,0.1427,60,19328,0.11522,0.16935
611,611,2008,66 and older,Direct migration background,Satisfactory,0.36951,144,19328,0.32641,0.42045
612,612,2008,66 and older,Direct migration background,Poor,0.37193,116,19328,0.32402,0.4218
613,613,2008,66 and older,Direct migration background,Bad,0.11586,40,19328,0.09155,0.14396
614,614,2009,17-29 y.,No migration background,Very good,0.21249,568,18049,0.19569,0.23268
615,615,2009,17-29 y.,No migration background,Good,0.53458,1309,18049,0.50309,0.56379
616,616,2009,17-29 y.,No migration background,Satisfactory,0.198,456,18049,0.17804,0.21671
617,617,2009,17-29 y.,No migration background,Poor,0.05493,128,18049,0.04624,0.06508
618,618,2009,17-29 y.,Direct migration background,Very good,0.30983,51,18049,0.24302,0.38515
619,619,2009,17-29 y.,Direct migration background,Good,0.69017,96,18049,0.56898,0.81528
620,620,2009,17-29 y.,Indirect migration background,Very good,0.27072,106,18049,0.21976,0.31756
621,621,2009,17-29 y.,Indirect migration background,Good,0.53113,226,18049,0.47086,0.60733
622,622,2009,17-29 y.,Indirect migration background,Satisfactory,0.19815,73,18049,0.15343,0.24432
623,623,2009,30-45 y.,No migration background,Very good,0.09761,362,18049,0.08793,0.10861
624,624,2009,30-45 y.,No migration background,Good,0.48377,1989,18049,0.46268,0.50536
625,625,2009,30-45 y.,No migration background,Satisfactory,0.31916,1166,18049,0.29687,0.33481
626,626,2009,30-45 y.,No migration background,Poor,0.08602,306,18049,0.07705,0.09479
