year,pgisced97,sampreg,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
2005,-1,Ostdeutschland,,,,,,,,,,,,
2005,in school,Westdeutschland,,,,,,,,,,,,
2005,in school,Ostdeutschland,,,,,,,,,,,,
2005,inadequately,Westdeutschland,7.079866437730973,6.742100252552234,7.4176326229097125,5.0,7.0,9.0,0.0,10.0,7.0,5.0,8.0,43.0
2005,inadequately,Ostdeutschland,,,,,,,,,,,,
2005,general elemantary,Westdeutschland,6.442830001455995,6.303481590276819,6.582178412635171,5.0,7.0,8.0,0.5,10.0,7.0,6.0,8.0,309.0
2005,general elemantary,Ostdeutschland,5.220886620636301,4.759916703143174,5.681856538129427,3.0,5.0,7.626824664951836,0.0,10.0,5.0,3.0,6.0,40.0
2005,middle vocational,Westdeutschland,6.159593094651007,6.086681407628258,6.232504781673756,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,1365.0
2005,middle vocational,Ostdeutschland,6.068556371129309,5.936881836098975,6.200230906159643,4.0,7.0,9.0,0.0,10.0,7.0,7.0,8.0,496.0
2005,vocational + Abi,Westdeutschland,5.982768790894106,5.806459147527729,6.159078434260483,4.0,7.0,8.0,0.0,10.0,7.0,7.0,8.0,235.0
2005,vocational + Abi,Ostdeutschland,6.958204029491394,6.523010920275322,7.393397138707465,5.710607398031408,8.0,9.992190888717523,0.0,10.0,8.0,7.0,9.024999999999999,48.0
2005,higher vocational,Westdeutschland,6.217700832136493,6.071838053419826,6.363563610853159,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,287.0
2005,higher vocational,Ostdeutschland,7.3014006138839616,7.103212454956944,7.499588772810979,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,91.0
2005,higher education,Westdeutschland,6.08148940758546,5.964359831962116,6.198618983208804,4.0,7.0,8.0,0.0,10.0,7.0,7.0,7.0,537.0
2005,higher education,Ostdeutschland,6.522930506617077,6.305586043351231,6.740274969882923,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,209.0
2006,-5,Westdeutschland,,,,,,,,,,,,
2006,-5,Ostdeutschland,,,,,,,,,,,,
2006,-1,Westdeutschland,,,,,,,,,,,,
2006,-1,Ostdeutschland,,,,,,,,,,,,
2006,in school,Westdeutschland,,,,,,,,,,,,
2006,in school,Ostdeutschland,,,,,,,,,,,,
2006,inadequately,Westdeutschland,5.782643062479852,5.409098107812262,6.156188017147441,4.0,6.0,7.0,0.0,10.0,6.0,5.0,8.0,37.0
2006,inadequately,Ostdeutschland,,,,,,,,,,,,
2006,general elemantary,Westdeutschland,6.150087953982258,5.984892926514404,6.315282981450111,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,283.0
2006,general elemantary,Ostdeutschland,6.469019800246617,5.938403290465086,6.999636310028148,5.0,7.0,9.594177656400054,0.0,10.0,7.0,5.0,9.0,36.0
2006,middle vocational,Westdeutschland,5.861626450992814,5.783417184798418,5.93983571718721,4.0,6.0,8.0,0.0,10.0,6.0,5.0,6.0,1302.0
2006,middle vocational,Ostdeutschland,6.662394589333302,6.552417948928646,6.772371229737958,5.0,7.0,8.0,0.5,10.0,7.0,6.0,7.0,484.0
2006,vocational + Abi,Westdeutschland,6.483366605066235,6.31891262189341,6.6478205882390595,5.0,7.0,8.0,0.5,10.0,7.0,6.0,7.0,240.0
2006,vocational + Abi,Ostdeutschland,6.565779035477073,6.166447943786807,6.965110127167339,4.1614978025893805,8.0,9.0,0.0,10.0,8.0,7.0,10.0,49.0
2006,higher vocational,Westdeutschland,6.278684280200438,6.128337413394337,6.4290311470065395,4.0,7.0,8.0,0.0,10.0,7.0,7.0,7.0,263.0
2006,higher vocational,Ostdeutschland,6.9603296629703415,6.714261613042574,7.206397712898109,6.0,8.0,8.267159497488976,2.5992607537665364,10.0,8.0,8.0,9.0,83.0
2006,higher education,Westdeutschland,6.163505042521944,6.047977055389732,6.279033029654156,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,569.0
2006,higher education,Ostdeutschland,7.049387093220218,6.876091939104137,7.222682247336298,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,207.0
2007,-5,Westdeutschland,,,,,,,,,,,,
2007,-5,Ostdeutschland,,,,,,,,,,,,
2007,-1,Westdeutschland,,,,,,,,,,,,
2007,-1,Ostdeutschland,,,,,,,,,,,,
2007,in school,Westdeutschland,,,,,,,,,,,,
2007,in school,Ostdeutschland,,,,,,,,,,,,
2007,inadequately,Westdeutschland,,,,,,,,,,,,
2007,inadequately,Ostdeutschland,,,,,,,,,,,,
2007,general elemantary,Westdeutschland,6.135314386410311,5.963545614783517,6.307083158037105,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,259.0
2007,general elemantary,Ostdeutschland,5.350488575808207,4.694156912719757,6.0068202388966565,0.0,7.0,9.0,0.0,10.0,7.0,5.974999999999994,14.0,33.0
2007,middle vocational,Westdeutschland,6.2217527833384,6.146801526248563,6.296704040428237,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1213.0
2007,middle vocational,Ostdeutschland,6.230333894743173,6.091008600334524,6.369659189151822,5.0,7.0,8.0,0.5,10.0,7.0,6.0,7.0,451.0
2007,vocational + Abi,Westdeutschland,6.4095670235813555,6.25958237162136,6.559551675541351,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,228.0
2007,vocational + Abi,Ostdeutschland,6.547022681311625,6.222249848544064,6.871795514079186,5.0,6.0,9.0,0.0,10.0,6.0,4.0,7.0,56.0
2007,higher vocational,Westdeutschland,5.7873305735522225,5.608870415193745,5.9657907319107,4.0,7.0,8.0,0.0,10.0,7.0,7.0,8.024999999999999,240.0
2007,higher vocational,Ostdeutschland,6.542066694846193,6.249502378278285,6.834631011414102,5.0,8.0,9.0,0.0,10.0,8.0,8.0,10.0,84.0
2007,higher education,Westdeutschland,6.262274104207443,6.157895740742382,6.3666524676725045,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,579.0
2007,higher education,Ostdeutschland,7.221602014024328,7.05803178792642,7.385172240122237,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,215.0
2008,-5,Westdeutschland,,,,,,,,,,,,
2008,-5,Ostdeutschland,,,,,,,,,,,,
2008,-1,Westdeutschland,,,,,,,,,,,,
2008,-1,Ostdeutschland,,,,,,,,,,,,
2008,in school,Westdeutschland,,,,,,,,,,,,
2008,in school,Ostdeutschland,,,,,,,,,,,,
2008,inadequately,Westdeutschland,6.225533257633963,5.795212381437843,6.655854133830082,4.983722043635865,6.966172537204557,8.0,0.45930510908966227,10.0,7.0,6.0,9.0,30.0
2008,inadequately,Ostdeutschland,,,,,,,,,,,,
2008,general elemantary,Westdeutschland,6.266862503413889,6.083277306383935,6.450447700443843,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,219.0
2008,general elemantary,Ostdeutschland,,,,,,,,,,,,
2008,middle vocational,Westdeutschland,6.409090005375814,6.328366712690632,6.489813298060997,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1001.0
2008,middle vocational,Ostdeutschland,7.0591484706422705,6.930502792735256,7.187794148549285,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,389.0
2008,vocational + Abi,Westdeutschland,6.869600774783336,6.719266885277066,7.0199346642896066,5.0,7.4257270346477515,9.0,0.0,10.0,8.0,8.0,9.0,218.0
2008,vocational + Abi,Ostdeutschland,7.492749171060298,7.124218221448626,7.861280120671971,8.0,8.0,9.0,6.5,10.0,8.0,7.0,8.0,47.0
2008,higher vocational,Westdeutschland,6.727352170843082,6.558807058774643,6.895897282911521,5.0,7.643370669053637,8.0,0.5,10.0,8.0,8.0,9.0,194.0
2008,higher vocational,Ostdeutschland,7.923969556347977,7.7538826385991735,8.09405647409678,7.0,8.0,9.0,4.0,10.0,8.0,8.0,9.0,68.0
2008,higher education,Westdeutschland,6.708331475269264,6.602864828067323,6.813798122471205,5.0,7.0,8.0,0.5,10.0,7.0,6.0,7.0,449.0
2008,higher education,Ostdeutschland,7.486831045347384,7.3129722205071355,7.660689870187633,6.0,8.0,9.0,1.5,10.0,8.0,7.0,9.0,187.0
2009,-5,Westdeutschland,,,,,,,,,,,,
2009,-5,Ostdeutschland,,,,,,,,,,,,
2009,-1,Westdeutschland,,,,,,,,,,,,
2009,-1,Ostdeutschland,,,,,,,,,,,,
2009,in school,Westdeutschland,,,,,,,,,,,,
2009,in school,Ostdeutschland,,,,,,,,,,,,
2009,inadequately,Westdeutschland,,,,,,,,,,,,
2009,inadequately,Ostdeutschland,,,,,,,,,,,,
2009,general elemantary,Westdeutschland,5.424231948012318,5.194451027804887,5.654012868219749,3.0,6.0,8.0,0.0,10.0,6.0,5.0,7.0,194.0
2009,general elemantary,Ostdeutschland,,,,,,,,,,,,
2009,middle vocational,Westdeutschland,6.616945517225816,6.5343751556849865,6.699515878766646,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,900.0
2009,middle vocational,Ostdeutschland,6.803030735270018,6.6791270882723675,6.926934382267668,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,391.0
2009,vocational + Abi,Westdeutschland,6.896496020104987,6.715841544055435,7.077150496154539,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,196.0
2009,vocational + Abi,Ostdeutschland,7.862057739324044,7.613346328810585,8.110769149837504,6.941651654511904,8.812731641622081,9.0,3.854129136279759,10.0,9.0,9.0,11.0,39.0
2009,higher vocational,Westdeutschland,6.689670083462797,6.476019061515819,6.903321105409775,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,159.0
2009,higher vocational,Ostdeutschland,6.699688722051745,6.335339956262629,7.06403748784086,5.0,8.0,9.0,0.0,10.0,8.0,8.0,10.0,64.0
2009,higher education,Westdeutschland,6.505404513430674,6.3843141928129175,6.626494834048431,5.0,7.0,8.72932223665255,0.0,10.0,7.0,6.0,7.0,460.0
2009,higher education,Ostdeutschland,7.842080212556472,7.667646673195509,8.016513751917435,7.0,9.0,10.0,2.5,10.0,9.0,9.0,10.0,182.0
2010,-5,Westdeutschland,,,,,,,,,,,,
2010,-5,Ostdeutschland,,,,,,,,,,,,
2010,-1,Westdeutschland,3.9397922156854626,3.467272862239717,4.412311569131208,0.0,4.405715724679817,7.0,0.0,10.0,4.0,3.0,8.0,44.0
2010,-1,Ostdeutschland,,,,,,,,,,,,
2010,in school,Westdeutschland,,,,,,,,,,,,
2010,in school,Ostdeutschland,,,,,,,,,,,,
2010,inadequately,Westdeutschland,6.936894604891495,6.7158852022843085,7.157904007498681,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,143.0
2010,inadequately,Ostdeutschland,,,,,,,,,,,,
2010,general elemantary,Westdeutschland,6.357533314298131,6.232710026955688,6.482356601640573,5.0,7.0,9.0,0.0,10.0,7.0,6.0,8.0,584.0
2010,general elemantary,Ostdeutschland,7.557036288015232,7.280459599785906,7.8336129762445585,6.02270427809012,8.0,10.0,0.05676069522529925,10.0,8.0,6.0,10.0,96.0
2010,middle vocational,Westdeutschland,6.672745081820489,6.616753791951461,6.728736371689517,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,2385.0
2010,middle vocational,Ostdeutschland,6.7624152627830565,6.6695524338065635,6.8552780917595495,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,826.0
2010,vocational + Abi,Westdeutschland,6.867795492694702,6.771031577054304,6.9645594083351,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,572.0
2010,vocational + Abi,Ostdeutschland,7.577069242699203,7.395952184056528,7.758186301341878,5.0,8.0,9.0,0.0,10.0,8.0,7.0,11.0,122.0
2010,higher vocational,Westdeutschland,6.885095526236493,6.76160803693361,7.008583015539377,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,309.0
2010,higher vocational,Ostdeutschland,7.173057930806707,6.915861200952506,7.430254660660909,7.0,8.0,8.0,5.5,9.5,8.0,8.0,8.0,93.0
2010,higher education,Westdeutschland,6.821814468338556,6.750387218511519,6.893241718165593,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,1295.0
2010,higher education,Ostdeutschland,7.526353927692579,7.402865891138916,7.649841964246242,6.0,8.0,9.0,1.5,10.0,8.0,7.0,8.0,361.0
2011,-5,Westdeutschland,,,,,,,,,,,,
2011,-5,Ostdeutschland,,,,,,,,,,,,
2011,-1,Westdeutschland,6.8418024890482245,6.6091694310745535,7.074435547021896,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,127.0
2011,-1,Ostdeutschland,6.883439375370824,6.529691907412793,7.237186843328856,5.0,8.0,8.995975627870129,0.0,10.0,8.0,8.0,11.0,40.0
2011,in school,Westdeutschland,,,,,,,,,,,,
2011,in school,Ostdeutschland,,,,,,,,,,,,
2011,inadequately,Westdeutschland,7.343090349791904,7.115556401711637,7.570624297872171,6.0,8.0,9.0,1.5,10.0,8.0,7.0,8.0,128.0
2011,inadequately,Ostdeutschland,,,,,,,,,,,,
2011,general elemantary,Westdeutschland,7.061735341490771,6.959251423461658,7.164219259519885,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,532.0
2011,general elemantary,Ostdeutschland,6.748939246571581,6.438343146502978,7.059535346640184,6.0,8.0,9.0,1.5,10.0,8.0,7.0,10.0,95.0
2011,middle vocational,Westdeutschland,6.851939847862255,6.799909111794464,6.903970583930046,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,2459.0
2011,middle vocational,Ostdeutschland,6.860574528520411,6.767054015456071,6.954095041584751,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,882.0
2011,vocational + Abi,Westdeutschland,7.258777917892298,7.1630340296416986,7.354521806142898,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,608.0
2011,vocational + Abi,Ostdeutschland,7.108802233130607,6.857049348333476,7.360555117927738,6.0,8.0,9.0,1.5,10.0,8.0,7.0,9.0,135.0
2011,higher vocational,Westdeutschland,6.97214178819356,6.843834984125506,7.100448592261614,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,340.0
2011,higher vocational,Ostdeutschland,7.186444147100529,6.9371298135209125,7.435758480680145,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.024999999999999,96.0
2011,higher education,Westdeutschland,6.862914374225848,6.799408791330561,6.9264199571211345,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,1407.0
2011,higher education,Ostdeutschland,7.282218374057539,7.141014684482045,7.4234220636330335,6.0,8.0,9.0,1.5,10.0,8.0,7.0,8.0,382.0
2012,-5,Westdeutschland,,,,,,,,,,,,
2012,-5,Ostdeutschland,,,,,,,,,,,,
2012,-1,Westdeutschland,4.3818491499697165,3.934578545308683,4.82911975463075,0.03391126009652228,5.0,5.839445077981836,0.0,10.0,5.0,5.0,10.0,44.0
2012,-1,Ostdeutschland,,,,,,,,,,,,
2012,in school,Westdeutschland,,,,,,,,,,,,
2012,in school,Ostdeutschland,,,,,,,,,,,,
2012,inadequately,Westdeutschland,7.040195494256508,6.805221123661953,7.275169864851064,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,136.0
2012,inadequately,Ostdeutschland,,,,,,,,,,,,
2012,general elemantary,Westdeutschland,7.0983766245206255,6.988361925022696,7.208391324018555,5.443222803221028,8.0,9.0,0.10805700805256979,10.0,8.0,8.0,9.0,528.0
2012,general elemantary,Ostdeutschland,7.887124129640066,7.595985194338403,8.17826306494173,7.0,9.0,10.0,2.5,10.0,9.0,8.0,11.0,79.0
2012,middle vocational,Westdeutschland,6.97904782564678,6.928529070512874,7.029566580780686,5.0,8.0,9.0,0.0,10.0,8.0,8.0,8.0,2329.0
2012,middle vocational,Ostdeutschland,7.07513000327636,6.992902625322902,7.157357381229819,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,781.0
2012,vocational + Abi,Westdeutschland,7.426539236931856,7.340618882604468,7.512459591259245,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,567.0
2012,vocational + Abi,Ostdeutschland,7.536697545595536,7.340437188806538,7.732957902384534,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,135.0
2012,higher vocational,Westdeutschland,7.184439254247752,7.0645919974471,7.304286511048404,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,331.0
2012,higher vocational,Ostdeutschland,7.799221417200634,7.628963584182108,7.969479250219161,7.0,8.0,9.0,4.0,10.0,8.0,7.974999999999994,8.0,96.0
2012,higher education,Westdeutschland,7.270332567214193,7.209203389971079,7.3314617444573065,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1306.0
2012,higher education,Ostdeutschland,8.043572299062005,7.9431869027014,8.143957695422609,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,353.0
2013,-5,Westdeutschland,,,,,,,,,,,,
2013,-5,Ostdeutschland,,,,,,,,,,,,
2013,-1,Westdeutschland,7.463809005764538,7.118302296579032,7.809315714950043,6.0,8.0,10.0,0.0,10.0,8.0,7.0,9.0,57.0
2013,-1,Ostdeutschland,,,,,,,,,,,,
2013,in school,Westdeutschland,,,,,,,,,,,,
2013,in school,Ostdeutschland,,,,,,,,,,,,
2013,inadequately,Westdeutschland,7.248884691641186,7.002225749415086,7.495543633867287,7.0,8.0,9.0,4.0,10.0,8.0,7.0,9.0,110.0
2013,inadequately,Ostdeutschland,,,,,,,,,,,,
2013,general elemantary,Westdeutschland,7.0816298389990235,6.979075837922924,7.184183840075123,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,447.0
2013,general elemantary,Ostdeutschland,6.320837872079559,6.032330430344681,6.609345313814437,5.0,7.0,8.0,0.5,10.0,7.0,6.0,9.0,76.0
2013,middle vocational,Westdeutschland,7.006738496680425,6.956192479007793,7.057284514353057,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,2103.0
2013,middle vocational,Ostdeutschland,6.780557183938864,6.677369783646204,6.883744584231525,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,730.0
2013,vocational + Abi,Westdeutschland,7.525908374450316,7.426547191310693,7.62526955758994,7.0,8.0,9.0,4.0,10.0,8.0,7.974999999999994,8.0,501.0
2013,vocational + Abi,Ostdeutschland,8.213019659151708,8.093412223888233,8.332627094415184,8.0,8.0,9.0,6.5,10.0,8.0,7.0,8.0,129.0
2013,higher vocational,Westdeutschland,6.950866419084065,6.8160561223583525,7.085676715809777,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0,283.0
2013,higher vocational,Ostdeutschland,7.144991017564108,6.931905499079129,7.3580765360490865,5.0,8.0,9.0,0.0,10.0,8.0,8.0,11.0,90.0
2013,higher education,Westdeutschland,7.189995544783596,7.122137655285898,7.2578534342812935,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1230.0
2013,higher education,Ostdeutschland,8.118801321687885,8.015077530677335,8.222525112698435,8.0,9.0,9.0,6.5,10.0,9.0,9.0,10.0,309.0
2014,-5,Westdeutschland,,,,,,,,,,,,
2014,-5,Ostdeutschland,,,,,,,,,,,,
2014,-1,Westdeutschland,6.515006133526523,6.189090443277381,6.840921823775664,5.0,7.0,9.0,0.0,10.0,7.0,6.0,9.0,81.0
2014,-1,Ostdeutschland,,,,,,,,,,,,
2014,in school,Westdeutschland,,,,,,,,,,,,
2014,in school,Ostdeutschland,,,,,,,,,,,,
2014,inadequately,Westdeutschland,6.346508314759263,6.11175617014389,6.581260459374636,5.0,7.0,9.0,0.0,10.0,7.0,6.0,8.0,146.0
2014,inadequately,Ostdeutschland,,,,,,,,,,,,
2014,general elemantary,Westdeutschland,7.107976553597603,7.009190458735309,7.206762648459898,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,606.0
2014,general elemantary,Ostdeutschland,7.360220393325838,7.094410930304788,7.626029856346888,7.0,8.0,9.0,4.0,10.0,8.0,6.974999999999994,9.0,86.0
2014,middle vocational,Westdeutschland,7.0186396122734775,6.967212034770805,7.07006718977615,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2114.0
2014,middle vocational,Ostdeutschland,6.636900457651051,6.528632807922668,6.745168107379434,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,621.0
2014,vocational + Abi,Westdeutschland,7.391771100669253,7.303342687354204,7.480199513984301,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,548.0
2014,vocational + Abi,Ostdeutschland,7.7643068661323,7.556676345631375,7.971937386633225,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,120.0
2014,higher vocational,Westdeutschland,6.842387748746689,6.7116647142335655,6.973110783259813,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0249999999999995,271.0
2014,higher vocational,Ostdeutschland,6.8578068830347725,6.583784405365019,7.1318293607045256,6.009578376138531,8.0,9.0,1.5239459403463282,10.0,8.0,8.0,9.0,90.0
2014,higher education,Westdeutschland,7.261400588743448,7.199931576414445,7.32286960107245,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1302.0
2014,higher education,Ostdeutschland,7.986713152836611,7.883301020377947,8.090125285295276,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,309.0
2015,-5,Westdeutschland,,,,,,,,,,,,
2015,-5,Ostdeutschland,,,,,,,,,,,,
2015,-1,Westdeutschland,7.090033288108096,6.7769634651174115,7.40310311109878,5.0,8.0,9.0,0.0,10.0,8.0,7.0,10.0,67.0
2015,-1,Ostdeutschland,,,,,,,,,,,,
2015,in school,Westdeutschland,,,,,,,,,,,,
2015,in school,Ostdeutschland,,,,,,,,,,,,
2015,inadequately,Westdeutschland,6.630749136351753,6.425572125463584,6.835926147239921,5.0,7.0,8.0,0.5,10.0,7.0,6.0,8.0,132.0
2015,inadequately,Ostdeutschland,,,,,,,,,,,,
2015,general elemantary,Westdeutschland,7.280500603462614,7.167948444073744,7.393052762851484,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,480.0
2015,general elemantary,Ostdeutschland,7.9932342822224465,7.7048694414117564,8.281599123033137,8.0,9.0,10.0,5.0,10.0,9.0,8.0,10.0,73.0
2015,middle vocational,Westdeutschland,7.092938090867392,7.034360852316203,7.151515329418581,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1718.0
2015,middle vocational,Ostdeutschland,7.059932975012515,6.953604228424699,7.166261721600331,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,523.0
2015,vocational + Abi,Westdeutschland,7.680954157914665,7.587401149746362,7.7745071660829685,7.0,8.0,9.0,4.0,10.0,8.0,7.974999999999994,8.0,453.0
2015,vocational + Abi,Ostdeutschland,7.8601759552049275,7.708164536031062,8.012187374378792,7.0,8.0,9.0,4.0,10.0,8.0,7.974999999999994,8.0,113.0
2015,higher vocational,Westdeutschland,7.408821371265399,7.2736983697370885,7.54394437279371,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,234.0
2015,higher vocational,Ostdeutschland,6.709002864419913,6.454470252351335,6.963535476488492,5.495415319578461,7.0,8.0,1.7385382989461524,10.0,7.0,6.0,7.0,77.0
2015,higher education,Westdeutschland,7.437343095317881,7.374876137536571,7.499810053099191,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1096.0
2015,higher education,Ostdeutschland,7.719806799257436,7.6124668040047085,7.827146794510164,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,258.0
2016,-5,Westdeutschland,,,,,,,,,,,,
2016,-5,Ostdeutschland,,,,,,,,,,,,
2016,-1,Westdeutschland,6.261069319151886,5.917443229297401,6.604695409006371,5.0,7.0,9.0,0.0,10.0,7.0,6.0,9.0,65.0
2016,-1,Ostdeutschland,,,,,,,,,,,,
2016,in school,Westdeutschland,,,,,,,,,,,,
2016,in school,Ostdeutschland,,,,,,,,,,,,
2016,inadequately,Westdeutschland,6.667306405596454,6.4673158755439655,6.867296935648943,5.0,7.0,8.0,0.5,10.0,7.0,6.0,8.0,116.0
2016,inadequately,Ostdeutschland,,,,,,,,,,,,
2016,general elemantary,Westdeutschland,7.208220995827013,7.092332189104142,7.324109802549883,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,426.0
2016,general elemantary,Ostdeutschland,8.384509029563727,8.146595671080883,8.622422388046571,8.0,9.0,10.0,5.0,10.0,9.0,8.0,10.0,66.0
2016,middle vocational,Westdeutschland,7.126636215115158,7.071776867384762,7.181495562845554,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1510.0
2016,middle vocational,Ostdeutschland,7.07455313790729,6.962130798123318,7.186975477691262,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,474.0
2016,vocational + Abi,Westdeutschland,7.746866649767535,7.662608716916308,7.831124582618761,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,465.0
2016,vocational + Abi,Ostdeutschland,7.584924176395229,7.424816700198169,7.7450316525922895,7.0,8.0,9.0,4.0,10.0,8.0,8.0,9.0,97.0
2016,higher vocational,Westdeutschland,7.44008834628386,7.287384921859008,7.592791770708711,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,203.0
2016,higher vocational,Ostdeutschland,7.2159398433334365,7.011202986331547,7.420676700335326,7.0,7.0,8.0,5.5,9.5,7.0,6.0,7.0,60.0
2016,higher education,Westdeutschland,7.581346344002036,7.520960559297484,7.641732128706587,6.047511017429923,8.0,9.0,1.6187775435748089,10.0,8.0,8.0,8.0,1060.0
2016,higher education,Ostdeutschland,7.763846390054674,7.65417880177332,7.873513978336028,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,243.0
2017,-5,Westdeutschland,,,,,,,,,,,,
2017,-5,Ostdeutschland,,,,,,,,,,,,
2017,-1,Westdeutschland,5.881701630029645,5.5250141774789805,6.238389082580309,3.9612401778777055,6.0,8.0,0.0,10.0,6.0,4.0,8.024999999999999,53.0
2017,-1,Ostdeutschland,,,,,,,,,,,,
2017,in school,Westdeutschland,,,,,,,,,,,,
2017,in school,Ostdeutschland,,,,,,,,,,,,
2017,inadequately,Westdeutschland,7.5865030291194255,7.357795857195947,7.815210201042904,6.0,8.0,10.0,0.0,10.0,8.0,7.0,9.0,111.0
2017,inadequately,Ostdeutschland,,,,,,,,,,,,
2017,general elemantary,Westdeutschland,7.130909769655674,6.997223514414364,7.264596024896984,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,388.0
2017,general elemantary,Ostdeutschland,8.04374597090923,7.812948731580636,8.274543210237825,7.0,8.0,10.0,2.5,10.0,8.0,6.0,8.0,78.0
2017,middle vocational,Westdeutschland,6.981846431480222,6.917436214577494,7.0462566483829505,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,1325.0
2017,middle vocational,Ostdeutschland,7.101480551410777,6.995352780475898,7.207608322345656,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,416.0
2017,vocational + Abi,Westdeutschland,7.738840174181757,7.642623566961049,7.835056781402464,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,417.0
2017,vocational + Abi,Ostdeutschland,7.897888382857174,7.724656973484566,8.071119792229783,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,104.0
2017,higher vocational,Westdeutschland,6.962747964057259,6.793988169965933,7.131507758148586,6.0,7.907211292774518,8.0,3.0,10.0,8.0,8.0,9.0,171.0
2017,higher vocational,Ostdeutschland,7.040615087955468,6.796217576420159,7.285012599490776,7.0,7.0,8.0,5.5,9.5,7.0,6.0,7.0,62.0
2017,higher education,Westdeutschland,7.533334206852404,7.471674897008061,7.594993516696746,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1032.0
