year,age_gr,regtyp,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95407,3320,3447,0.94708,0.96106
2008,30-45 y.,Urban regions,Disabled (> 30%),0.04593,127,3447,0.03894,0.05292
2008,30-45 y.,Rural regions,Not Disabled (<= 30%),0.94449,1644,1718,0.93366,0.95532
2008,30-45 y.,Rural regions,Disabled (> 30%),0.05187,74,1718,0.04138,0.06236
2008,46-65 y.,Urban regions,Not Disabled (<= 30%),0.83403,3672,4321,0.82294,0.84513
2008,46-65 y.,Urban regions,Disabled (> 30%),0.16311,649,4321,0.15209,0.17413
2008,46-65 y.,Rural regions,Not Disabled (<= 30%),0.83634,2005,2357,0.82140,0.85128
2008,46-65 y.,Rural regions,Disabled (> 30%),0.15882,352,2357,0.14406,0.17358
2008,66 and older,Urban regions,Not Disabled (<= 30%),0.73067,2094,2791,0.71421,0.74713
2008,66 and older,Urban regions,Disabled (> 30%),0.26704,697,2791,0.25062,0.28345
2008,66 and older,Rural regions,Not Disabled (<= 30%),0.78794,1192,1490,0.76718,0.80870
2008,66 and older,Rural regions,Disabled (> 30%),0.20646,298,1490,0.18590,0.22702
2009,17-29 y.,Urban regions,Not Disabled (<= 30%),0.91742,1847,1847,0.90487,0.92998
2009,17-29 y.,Rural regions,Not Disabled (<= 30%),0.92391,961,961,0.90713,0.94068
2009,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95286,2962,3073,0.94537,0.96036
2009,30-45 y.,Urban regions,Disabled (> 30%),0.04681,111,3073,0.03934,0.05428
2009,30-45 y.,Rural regions,Not Disabled (<= 30%),0.94100,1520,1598,0.92945,0.95256
2009,30-45 y.,Rural regions,Disabled (> 30%),0.05432,78,1598,0.04321,0.06544
2009,46-65 y.,Urban regions,Not Disabled (<= 30%),0.83531,3427,4024,0.82385,0.84677
2009,46-65 y.,Urban regions,Disabled (> 30%),0.16169,597,4024,0.15032,0.17307
2009,46-65 y.,Rural regions,Not Disabled (<= 30%),0.83386,1933,2280,0.81858,0.84914
2009,46-65 y.,Rural regions,Disabled (> 30%),0.16354,347,2280,0.14835,0.17872
2009,66 and older,Urban regions,Not Disabled (<= 30%),0.72716,2018,2691,0.71033,0.74399
2009,66 and older,Urban regions,Disabled (> 30%),0.27000,673,2691,0.25323,0.28678
2009,66 and older,Rural regions,Not Disabled (<= 30%),0.80818,1179,1461,0.78799,0.82838
2009,66 and older,Rural regions,Disabled (> 30%),0.19005,282,1461,0.16992,0.21017
2010,17-29 y.,Urban regions,Not Disabled (<= 30%),0.92545,2531,2573,0.91530,0.93560
2010,17-29 y.,Urban regions,Disabled (> 30%),0.01703,42,2573,0.01203,0.02203
2010,17-29 y.,Rural regions,Not Disabled (<= 30%),0.90394,1319,1319,0.88803,0.91985
2010,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95956,5783,5957,0.95456,0.96456
2010,30-45 y.,Urban regions,Disabled (> 30%),0.03952,174,5957,0.03457,0.04446
2010,30-45 y.,Rural regions,Not Disabled (<= 30%),0.94429,3002,3097,0.93621,0.95237
2010,30-45 y.,Rural regions,Disabled (> 30%),0.05434,95,3097,0.04636,0.06233
2010,46-65 y.,Urban regions,Not Disabled (<= 30%),0.83249,3820,4449,0.82152,0.84347
2010,46-65 y.,Urban regions,Disabled (> 30%),0.16370,629,4449,0.15282,0.17457
2010,46-65 y.,Rural regions,Not Disabled (<= 30%),0.83637,2124,2478,0.82180,0.85094
2010,46-65 y.,Rural regions,Disabled (> 30%),0.15724,354,2478,0.14290,0.17157
2010,66 and older,Urban regions,Not Disabled (<= 30%),0.73064,1969,2602,0.71359,0.74769
2010,66 and older,Urban regions,Disabled (> 30%),0.26145,633,2602,0.24456,0.27833
2010,66 and older,Rural regions,Not Disabled (<= 30%),0.80532,1126,1402,0.78458,0.82605
2010,66 and older,Rural regions,Disabled (> 30%),0.19093,276,1402,0.17035,0.21152
2011,17-29 y.,Urban regions,Not Disabled (<= 30%),0.91112,2646,2688,0.90036,0.92188
2011,17-29 y.,Urban regions,Disabled (> 30%),0.01613,42,2688,0.01137,0.02090
2011,17-29 y.,Rural regions,Not Disabled (<= 30%),0.89864,1457,1457,0.88314,0.91414
2011,30-45 y.,Urban regions,Not Disabled (<= 30%),0.96199,6231,6443,0.95732,0.96666
2011,30-45 y.,Urban regions,Disabled (> 30%),0.03746,212,6443,0.03282,0.04209
2011,30-45 y.,Rural regions,Not Disabled (<= 30%),0.94613,3354,3480,0.93862,0.95363
2011,30-45 y.,Rural regions,Disabled (> 30%),0.05376,126,3480,0.04626,0.06125
2011,46-65 y.,Urban regions,Not Disabled (<= 30%),0.83185,4876,5701,0.82214,0.84156
2011,46-65 y.,Urban regions,Disabled (> 30%),0.16505,825,5701,0.15542,0.17469
2011,46-65 y.,Rural regions,Not Disabled (<= 30%),0.84680,2905,3412,0.83471,0.85889
2011,46-65 y.,Rural regions,Disabled (> 30%),0.15201,507,3412,0.13996,0.16405
2011,66 and older,Urban regions,Not Disabled (<= 30%),0.74842,2546,3311,0.73364,0.76320
2011,66 and older,Urban regions,Disabled (> 30%),0.24774,765,3311,0.23303,0.26244
2011,66 and older,Rural regions,Not Disabled (<= 30%),0.79493,1456,1823,0.77639,0.81347
2011,66 and older,Rural regions,Disabled (> 30%),0.20431,367,1823,0.18580,0.22283
2012,17-29 y.,Urban regions,Not Disabled (<= 30%),0.90924,2515,2566,0.89812,0.92035
2012,17-29 y.,Urban regions,Disabled (> 30%),0.01991,51,2566,0.01451,0.02532
2012,17-29 y.,Rural regions,Not Disabled (<= 30%),0.89685,1385,1385,0.88082,0.91287
2012,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95507,5627,5833,0.94976,0.96039
2012,30-45 y.,Urban regions,Disabled (> 30%),0.04455,206,5833,0.03925,0.04984
2012,30-45 y.,Rural regions,Not Disabled (<= 30%),0.94085,3106,3233,0.93272,0.94898
2012,30-45 y.,Rural regions,Disabled (> 30%),0.05834,127,3233,0.05026,0.06643
2012,46-65 y.,Urban regions,Not Disabled (<= 30%),0.82820,4896,5762,0.81845,0.83794
2012,46-65 y.,Urban regions,Disabled (> 30%),0.16699,866,5762,0.15736,0.17662
2012,46-65 y.,Rural regions,Not Disabled (<= 30%),0.83849,3046,3586,0.82644,0.85053
2012,46-65 y.,Rural regions,Disabled (> 30%),0.15999,540,3586,0.14799,0.17199
2012,66 and older,Urban regions,Not Disabled (<= 30%),0.75187,2534,3305,0.73714,0.76660
2012,66 and older,Urban regions,Disabled (> 30%),0.24550,771,3305,0.23082,0.26017
2012,66 and older,Rural regions,Not Disabled (<= 30%),0.78631,1480,1889,0.76782,0.80480
2012,66 and older,Rural regions,Disabled (> 30%),0.21175,409,1889,0.19332,0.23018
2013,17-29 y.,Urban regions,Not Disabled (<= 30%),0.92797,3414,3464,0.91936,0.93658
2013,17-29 y.,Urban regions,Disabled (> 30%),0.01453,50,3464,0.01055,0.01852
2013,17-29 y.,Rural regions,Not Disabled (<= 30%),0.87724,1530,1530,0.86079,0.89369
2013,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95683,6728,6963,0.95206,0.96160
2013,30-45 y.,Urban regions,Disabled (> 30%),0.04218,235,6963,0.03746,0.04690
2013,30-45 y.,Rural regions,Not Disabled (<= 30%),0.94613,3259,3388,0.93853,0.95374
2013,30-45 y.,Rural regions,Disabled (> 30%),0.05364,129,3388,0.04605,0.06122
2013,46-65 y.,Urban regions,Not Disabled (<= 30%),0.81927,5489,6438,0.80987,0.82867
2013,46-65 y.,Urban regions,Disabled (> 30%),0.17771,949,6438,0.16837,0.18705
2013,46-65 y.,Rural regions,Not Disabled (<= 30%),0.83247,3180,3733,0.82049,0.84445
2013,46-65 y.,Rural regions,Disabled (> 30%),0.16677,553,3733,0.15481,0.17873
2013,66 and older,Urban regions,Not Disabled (<= 30%),0.75785,2499,3240,0.74309,0.77260
2013,66 and older,Urban regions,Disabled (> 30%),0.24046,741,3240,0.22574,0.25518
2013,66 and older,Rural regions,Not Disabled (<= 30%),0.80117,1439,1792,0.78268,0.81965
2013,66 and older,Rural regions,Disabled (> 30%),0.18970,353,1792,0.17154,0.20786
2014,17-29 y.,Urban regions,Not Disabled (<= 30%),0.91074,2872,2919,0.90040,0.92109
2014,17-29 y.,Urban regions,Disabled (> 30%),0.02059,47,2919,0.01544,0.02574
2014,17-29 y.,Rural regions,Not Disabled (<= 30%),0.89048,1344,1378,0.87398,0.90697
2014,17-29 y.,Rural regions,Disabled (> 30%),0.04118,34,1378,0.03069,0.05168
2014,30-45 y.,Urban regions,Not Disabled (<= 30%),0.96031,5463,5652,0.95522,0.96540
2014,30-45 y.,Urban regions,Disabled (> 30%),0.03888,189,5652,0.03384,0.04392
2014,30-45 y.,Rural regions,Not Disabled (<= 30%),0.94861,2742,2861,0.94052,0.95670
2014,30-45 y.,Rural regions,Disabled (> 30%),0.05058,119,2861,0.04255,0.05861
2014,46-65 y.,Urban regions,Not Disabled (<= 30%),0.81471,5006,5873,0.80477,0.82465
2014,46-65 y.,Urban regions,Disabled (> 30%),0.18088,867,5873,0.17104,0.19073
2014,46-65 y.,Rural regions,Not Disabled (<= 30%),0.81856,2869,3410,0.80563,0.83150
2014,46-65 y.,Rural regions,Disabled (> 30%),0.17855,541,3410,0.16569,0.19140
2014,66 and older,Urban regions,Not Disabled (<= 30%),0.74763,2381,3150,0.73245,0.76280
2014,66 and older,Urban regions,Disabled (> 30%),0.24985,769,3150,0.23473,0.26497
2014,66 and older,Rural regions,Not Disabled (<= 30%),0.78369,1400,1791,0.76462,0.80277
2014,66 and older,Rural regions,Disabled (> 30%),0.21480,391,1791,0.19578,0.23383
2015,17-29 y.,Urban regions,Not Disabled (<= 30%),0.91761,2999,3042,0.90784,0.92738
2015,17-29 y.,Urban regions,Disabled (> 30%),0.01780,43,3042,0.01310,0.02250
2015,17-29 y.,Rural regions,Not Disabled (<= 30%),0.89727,1386,1418,0.88146,0.91308
2015,17-29 y.,Rural regions,Disabled (> 30%),0.02963,32,1418,0.02080,0.03846
2015,30-45 y.,Urban regions,Not Disabled (<= 30%),0.96218,5364,5513,0.95715,0.96722
2015,30-45 y.,Urban regions,Disabled (> 30%),0.03709,149,5513,0.03210,0.04208
2015,30-45 y.,Rural regions,Not Disabled (<= 30%),0.95489,2666,2767,0.94716,0.96262
2015,30-45 y.,Rural regions,Disabled (> 30%),0.04496,101,2767,0.03724,0.05269
2015,46-65 y.,Urban regions,Not Disabled (<= 30%),0.81951,4974,5800,0.80961,0.82941
2015,46-65 y.,Urban regions,Disabled (> 30%),0.17785,826,5800,0.16801,0.18770
2015,46-65 y.,Rural regions,Not Disabled (<= 30%),0.82731,2827,3313,0.81444,0.84019
2015,46-65 y.,Rural regions,Disabled (> 30%),0.16965,486,3313,0.15686,0.18243
2015,66 and older,Urban regions,Not Disabled (<= 30%),0.75434,2365,3082,0.73914,0.76954
2015,66 and older,Urban regions,Disabled (> 30%),0.23927,717,3082,0.22420,0.25433
2015,66 and older,Rural regions,Not Disabled (<= 30%),0.78851,1425,1800,0.76964,0.80738
2015,66 and older,Rural regions,Disabled (> 30%),0.20693,375,1800,0.18821,0.22565
2016,17-29 y.,Urban regions,Not Disabled (<= 30%),0.89913,2581,2620,0.88760,0.91066
2016,17-29 y.,Urban regions,Disabled (> 30%),0.01838,39,2620,0.01323,0.02352
2016,17-29 y.,Rural regions,Not Disabled (<= 30%),0.88514,1217,1217,0.86722,0.90306
2016,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95124,4567,4707,0.94508,0.95739
2016,30-45 y.,Urban regions,Disabled (> 30%),0.04041,140,4707,0.03478,0.04604
2016,30-45 y.,Rural regions,Not Disabled (<= 30%),0.94036,2292,2384,0.93085,0.94987
2016,30-45 y.,Rural regions,Disabled (> 30%),0.05178,92,2384,0.04289,0.06068
2016,46-65 y.,Urban regions,Not Disabled (<= 30%),0.82335,4690,5438,0.81321,0.83349
2016,46-65 y.,Urban regions,Disabled (> 30%),0.17073,748,5438,0.16073,0.18074
2016,46-65 y.,Rural regions,Not Disabled (<= 30%),0.83569,2697,3145,0.82274,0.84865
2016,46-65 y.,Rural regions,Disabled (> 30%),0.16189,448,3145,0.14902,0.17477
2016,66 and older,Urban regions,Not Disabled (<= 30%),0.75095,2253,2955,0.73535,0.76655
2016,66 and older,Urban regions,Disabled (> 30%),0.24434,702,2955,0.22884,0.25983
2016,66 and older,Rural regions,Not Disabled (<= 30%),0.77256,1365,1738,0.75285,0.79227
2016,66 and older,Rural regions,Disabled (> 30%),0.21739,373,1738,0.19799,0.23678
2017,17-29 y.,Urban regions,Not Disabled (<= 30%),0.88789,2889,2936,0.87647,0.89930
2017,17-29 y.,Urban regions,Disabled (> 30%),0.02069,47,2936,0.01554,0.02584
2017,17-29 y.,Rural regions,Not Disabled (<= 30%),0.88966,1385,1421,0.87336,0.90596
2017,17-29 y.,Rural regions,Disabled (> 30%),0.02773,36,1421,0.01919,0.03627
2017,30-45 y.,Urban regions,Not Disabled (<= 30%),0.94204,4654,4823,0.93545,0.94864
2017,30-45 y.,Urban regions,Disabled (> 30%),0.04338,169,4823,0.03763,0.04913
2017,30-45 y.,Rural regions,Not Disabled (<= 30%),0.94260,2338,2425,0.93334,0.95186
2017,30-45 y.,Rural regions,Disabled (> 30%),0.04631,87,2425,0.03795,0.05468
2017,46-65 y.,Urban regions,Not Disabled (<= 30%),0.82372,5379,6258,0.81428,0.83316
2017,46-65 y.,Urban regions,Disabled (> 30%),0.17058,879,6258,0.16126,0.17990
2017,46-65 y.,Rural regions,Not Disabled (<= 30%),0.83385,3158,3685,0.82183,0.84587
2017,46-65 y.,Rural regions,Disabled (> 30%),0.16178,527,3685,0.14989,0.17367
2017,66 and older,Urban regions,Not Disabled (<= 30%),0.76820,2399,3094,0.75333,0.78307
2017,66 and older,Urban regions,Disabled (> 30%),0.22809,695,3094,0.21330,0.24288
2017,66 and older,Rural regions,Not Disabled (<= 30%),0.79312,1464,1849,0.77465,0.81159
2017,66 and older,Rural regions,Disabled (> 30%),0.20398,385,1849,0.18561,0.22235
2018,17-29 y.,Urban regions,Not Disabled (<= 30%),0.89550,2866,2923,0.88441,0.90659
2018,17-29 y.,Urban regions,Disabled (> 30%),0.02681,57,2923,0.02095,0.03266
2018,17-29 y.,Rural regions,Not Disabled (<= 30%),0.87961,1320,1355,0.86227,0.89694
2018,17-29 y.,Rural regions,Disabled (> 30%),0.02083,35,1355,0.01322,0.02843
2018,30-45 y.,Urban regions,Not Disabled (<= 30%),0.94447,4330,4511,0.93778,0.95115
2018,30-45 y.,Urban regions,Disabled (> 30%),0.04169,181,4511,0.03585,0.04752
2018,30-45 y.,Rural regions,Not Disabled (<= 30%),0.94168,2134,2219,0.93192,0.95143
2018,30-45 y.,Rural regions,Disabled (> 30%),0.04702,85,2219,0.03821,0.05583
2018,46-65 y.,Urban regions,Not Disabled (<= 30%),0.83142,5184,6055,0.82199,0.84085
2018,46-65 y.,Urban regions,Disabled (> 30%),0.16306,871,6055,0.15376,0.17237
2018,46-65 y.,Rural regions,Not Disabled (<= 30%),0.83880,3042,3554,0.82671,0.85089
2018,46-65 y.,Rural regions,Disabled (> 30%),0.15594,512,3554,0.14401,0.16787
2018,66 and older,Urban regions,Not Disabled (<= 30%),0.76471,2405,3140,0.74987,0.77955
2018,66 and older,Urban regions,Disabled (> 30%),0.23158,735,3140,0.21682,0.24633
2018,66 and older,Rural regions,Not Disabled (<= 30%),0.76284,1404,1832,0.74336,0.78233
2018,66 and older,Rural regions,Disabled (> 30%),0.23133,428,1832,0.21202,0.25065
2019,17-29 y.,Urban regions,Not Disabled (<= 30%),0.88477,2505,2563,0.87241,0.89713
2019,17-29 y.,Urban regions,Disabled (> 30%),0.02905,58,2563,0.02255,0.03556
2019,17-29 y.,Rural regions,Not Disabled (<= 30%),0.85362,1128,1159,0.83326,0.87398
2019,17-29 y.,Rural regions,Disabled (> 30%),0.02160,31,1159,0.01322,0.02997
2019,30-45 y.,Urban regions,Not Disabled (<= 30%),0.93727,3896,4048,0.92980,0.94474
2019,30-45 y.,Urban regions,Disabled (> 30%),0.04448,152,4048,0.03813,0.05083
2019,30-45 y.,Rural regions,Not Disabled (<= 30%),0.92509,1983,2078,0.91377,0.93641
2019,30-45 y.,Rural regions,Disabled (> 30%),0.06152,95,2078,0.05119,0.07186
2019,46-65 y.,Urban regions,Not Disabled (<= 30%),0.83922,5712,6512,0.83030,0.84814
2019,46-65 y.,Urban regions,Disabled (> 30%),0.15546,800,6512,0.14666,0.16426
2019,46-65 y.,Rural regions,Not Disabled (<= 30%),0.84593,3212,3684,0.83427,0.85759
2019,46-65 y.,Rural regions,Disabled (> 30%),0.14623,472,3684,0.13482,0.15764
2019,66 and older,Urban regions,Not Disabled (<= 30%),0.76877,2510,3207,0.75418,0.78336
2019,66 and older,Urban regions,Disabled (> 30%),0.22408,697,3207,0.20965,0.23851
2019,66 and older,Rural regions,Not Disabled (<= 30%),0.76102,1462,1867,0.74167,0.78037
2019,66 and older,Rural regions,Disabled (> 30%),0.23332,405,1867,0.21413,0.25251
2020,17-29 y.,Urban regions,Not Disabled (<= 30%),0.90711,3566,3629,0.89766,0.91655
2020,17-29 y.,Urban regions,Disabled (> 30%),0.02277,63,3629,0.01791,0.02762
2020,17-29 y.,Rural regions,Not Disabled (<= 30%),0.86941,1416,1450,0.85206,0.88676
2020,17-29 y.,Rural regions,Disabled (> 30%),0.02476,34,1450,0.01676,0.03276
2020,30-45 y.,Urban regions,Not Disabled (<= 30%),0.94174,5382,5547,0.93558,0.94791
2020,30-45 y.,Urban regions,Disabled (> 30%),0.04803,165,5547,0.04240,0.05366
2020,30-45 y.,Rural regions,Not Disabled (<= 30%),0.92599,2374,2486,0.91570,0.93628
2020,30-45 y.,Rural regions,Disabled (> 30%),0.07002,112,2486,0.05998,0.08005
2020,46-65 y.,Urban regions,Not Disabled (<= 30%),0.84713,5950,6746,0.83854,0.85572
2020,46-65 y.,Urban regions,Disabled (> 30%),0.14852,796,6746,0.14004,0.15701
2020,46-65 y.,Rural regions,Not Disabled (<= 30%),0.84151,3166,3614,0.82960,0.85342
2020,46-65 y.,Rural regions,Disabled (> 30%),0.15275,448,3614,0.14102,0.16448
2020,66 and older,Urban regions,Not Disabled (<= 30%),0.76152,2388,3085,0.74648,0.77656
2020,66 and older,Urban regions,Disabled (> 30%),0.23510,697,3085,0.22013,0.25007
2020,66 and older,Rural regions,Not Disabled (<= 30%),0.75690,1409,1801,0.73708,0.77671
2020,66 and older,Rural regions,Disabled (> 30%),0.23843,392,1801,0.21874,0.25811
2021,17-29 y.,Urban regions,Not Disabled (<= 30%),0.90490,2298,2336,0.89301,0.91680
2021,17-29 y.,Urban regions,Disabled (> 30%),0.02990,38,2336,0.02300,0.03681
2021,17-29 y.,Rural regions,Not Disabled (<= 30%),0.90714,852,852,0.88764,0.92664
2021,30-45 y.,Urban regions,Not Disabled (<= 30%),0.94095,3559,3679,0.93334,0.94857
2021,30-45 y.,Urban regions,Disabled (> 30%),0.05203,120,3679,0.04485,0.05921
2021,30-45 y.,Rural regions,Not Disabled (<= 30%),0.92855,1482,1548,0.91572,0.94139
2021,30-45 y.,Rural regions,Disabled (> 30%),0.06045,66,1548,0.04857,0.07232
2021,46-65 y.,Urban regions,Not Disabled (<= 30%),0.84429,4192,4782,0.83401,0.85456
2021,46-65 y.,Urban regions,Disabled (> 30%),0.15033,590,4782,0.14020,0.16046
2021,46-65 y.,Rural regions,Not Disabled (<= 30%),0.83426,2127,2445,0.81952,0.84900
2021,46-65 y.,Rural regions,Disabled (> 30%),0.15937,318,2445,0.14486,0.17388
2021,66 and older,Urban regions,Not Disabled (<= 30%),0.75169,1722,2246,0.73382,0.76956
2021,66 and older,Urban regions,Disabled (> 30%),0.24046,524,2246,0.22278,0.25813
2021,66 and older,Rural regions,Not Disabled (<= 30%),0.76501,1038,1323,0.74215,0.78786
2021,66 and older,Rural regions,Disabled (> 30%),0.23106,285,1323,0.20834,0.25379
