year,age_gr,sampreg,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,17-29 y.,West,Disabled (> 30%),0.01794,45,3237,0.01336,0.02251
2011,17-29 y.,East,Not Disabled (<= 30%),0.91958,911,911,0.90191,0.93725
2011,30-45 y.,West,Not Disabled (<= 30%),0.95940,7653,7919,0.95505,0.96375
2011,30-45 y.,West,Disabled (> 30%),0.04025,266,7919,0.03592,0.04458
2011,30-45 y.,East,Not Disabled (<= 30%),0.94614,1932,2004,0.93626,0.95603
2011,30-45 y.,East,Disabled (> 30%),0.05311,72,2004,0.04329,0.06293
2011,46-65 y.,West,Not Disabled (<= 30%),0.83752,6011,7020,0.82889,0.84615
2011,46-65 y.,West,Disabled (> 30%),0.16018,1009,7020,0.15160,0.16876
2011,46-65 y.,East,Not Disabled (<= 30%),0.83540,1770,2093,0.81951,0.85129
2011,46-65 y.,East,Disabled (> 30%),0.16163,323,2093,0.14586,0.17740
2011,66 and older,West,Not Disabled (<= 30%),0.74957,2957,3864,0.73591,0.76323
2011,66 and older,West,Disabled (> 30%),0.24820,907,3864,0.23458,0.26183
2011,66 and older,East,Not Disabled (<= 30%),0.82356,1045,1270,0.80258,0.84453
2011,66 and older,East,Disabled (> 30%),0.17093,225,1270,0.15022,0.19164
2012,17-29 y.,West,Not Disabled (<= 30%),0.90207,3094,3148,0.89169,0.91246
2012,17-29 y.,West,Disabled (> 30%),0.02310,54,3148,0.01785,0.02834
2012,17-29 y.,East,Not Disabled (<= 30%),0.92186,806,806,0.90332,0.94040
2012,30-45 y.,West,Not Disabled (<= 30%),0.95175,6932,7197,0.94680,0.95670
2012,30-45 y.,West,Disabled (> 30%),0.04791,265,7197,0.04298,0.05285
2012,30-45 y.,East,Not Disabled (<= 30%),0.94624,1801,1869,0.93601,0.95647
2012,30-45 y.,East,Disabled (> 30%),0.05239,68,1869,0.04229,0.06249
2012,46-65 y.,West,Not Disabled (<= 30%),0.83345,6117,7168,0.82482,0.84207
2012,46-65 y.,West,Disabled (> 30%),0.16248,1051,7168,0.15394,0.17102
2012,46-65 y.,East,Not Disabled (<= 30%),0.82515,1825,2180,0.80920,0.84110
2012,46-65 y.,East,Disabled (> 30%),0.17303,355,2180,0.15715,0.18892
2012,66 and older,West,Not Disabled (<= 30%),0.75462,2980,3915,0.74114,0.76811
2012,66 and older,West,Disabled (> 30%),0.24299,935,3915,0.22956,0.25643
2012,66 and older,East,Not Disabled (<= 30%),0.80051,1034,1279,0.77860,0.82242
2012,66 and older,East,Disabled (> 30%),0.19697,245,1279,0.17517,0.21878
2013,17-29 y.,West,Not Disabled (<= 30%),0.91025,4166,4228,0.90163,0.91886
2013,17-29 y.,West,Disabled (> 30%),0.01997,62,4228,0.01575,0.02419
2013,17-29 y.,East,Not Disabled (<= 30%),0.92260,778,778,0.90381,0.94139
2013,30-45 y.,West,Not Disabled (<= 30%),0.95595,8175,8467,0.95157,0.96032
2013,30-45 y.,West,Disabled (> 30%),0.04313,292,8467,0.03880,0.04746
2013,30-45 y.,East,Not Disabled (<= 30%),0.94239,1812,1884,0.93186,0.95291
2013,30-45 y.,East,Disabled (> 30%),0.05761,72,1884,0.04709,0.06814
2013,46-65 y.,West,Not Disabled (<= 30%),0.82506,6826,7981,0.81673,0.83340
2013,46-65 y.,West,Disabled (> 30%),0.17270,1155,7981,0.16440,0.18099
2013,46-65 y.,East,Not Disabled (<= 30%),0.82042,1843,2190,0.80434,0.83650
2013,46-65 y.,East,Disabled (> 30%),0.17760,347,2190,0.16159,0.19361
2013,66 and older,West,Not Disabled (<= 30%),0.75972,2927,3804,0.74614,0.77330
2013,66 and older,West,Disabled (> 30%),0.23643,877,3804,0.22292,0.24993
2013,66 and older,East,Not Disabled (<= 30%),0.82565,1011,1228,0.80442,0.84688
2013,66 and older,East,Disabled (> 30%),0.16915,217,1228,0.14818,0.19013
2014,17-29 y.,West,Not Disabled (<= 30%),0.90276,3525,3587,0.89306,0.91246
2014,17-29 y.,West,Disabled (> 30%),0.02582,62,3587,0.02063,0.03101
2014,17-29 y.,East,Not Disabled (<= 30%),0.91586,691,691,0.89514,0.93657
2014,30-45 y.,West,Not Disabled (<= 30%),0.96011,6649,6888,0.95549,0.96473
2014,30-45 y.,West,Disabled (> 30%),0.03920,239,6888,0.03462,0.04379
2014,30-45 y.,East,Not Disabled (<= 30%),0.94090,1556,1625,0.92943,0.95237
2014,30-45 y.,East,Disabled (> 30%),0.05769,69,1625,0.04635,0.06903
2014,46-65 y.,West,Not Disabled (<= 30%),0.81779,6185,7265,0.80892,0.82667
2014,46-65 y.,West,Disabled (> 30%),0.17920,1080,7265,0.17038,0.18802
2014,46-65 y.,East,Not Disabled (<= 30%),0.80917,1690,2018,0.79202,0.82632
2014,46-65 y.,East,Disabled (> 30%),0.18347,328,2018,0.16658,0.20036
2014,66 and older,West,Not Disabled (<= 30%),0.74840,2799,3723,0.73445,0.76234
2014,66 and older,West,Disabled (> 30%),0.24961,924,3723,0.23570,0.26351
2014,66 and older,East,Not Disabled (<= 30%),0.80852,982,1218,0.78642,0.83063
2014,66 and older,East,Disabled (> 30%),0.18839,236,1218,0.16642,0.21036
2015,17-29 y.,West,Not Disabled (<= 30%),0.91029,3691,3752,0.90114,0.91944
2015,17-29 y.,West,Disabled (> 30%),0.02149,61,3752,0.01685,0.02613
2015,17-29 y.,East,Not Disabled (<= 30%),0.91925,694,694,0.89896,0.93953
2015,30-45 y.,West,Not Disabled (<= 30%),0.96187,6551,6746,0.95730,0.96644
2015,30-45 y.,West,Disabled (> 30%),0.03754,195,6746,0.03301,0.04208
2015,30-45 y.,East,Not Disabled (<= 30%),0.95110,1479,1534,0.94031,0.96190
2015,30-45 y.,East,Disabled (> 30%),0.04851,55,1534,0.03775,0.05926
2015,46-65 y.,West,Not Disabled (<= 30%),0.82394,6165,7175,0.81513,0.83275
2015,46-65 y.,West,Disabled (> 30%),0.17351,1010,7175,0.16475,0.18227
2015,46-65 y.,East,Not Disabled (<= 30%),0.81514,1636,1938,0.79785,0.83242
2015,46-65 y.,East,Disabled (> 30%),0.18112,302,1938,0.16397,0.19827
2015,66 and older,West,Not Disabled (<= 30%),0.75387,2797,3664,0.73992,0.76782
2015,66 and older,West,Disabled (> 30%),0.23968,867,3664,0.22585,0.25350
2015,66 and older,East,Not Disabled (<= 30%),0.81810,993,1218,0.79643,0.83977
2015,66 and older,East,Disabled (> 30%),0.17908,225,1218,0.15754,0.20062
2016,17-29 y.,West,Not Disabled (<= 30%),0.89389,3174,3226,0.88326,0.90452
2016,17-29 y.,West,Disabled (> 30%),0.02165,52,3226,0.01663,0.02668
2016,17-29 y.,East,Not Disabled (<= 30%),0.90198,624,624,0.87863,0.92533
2016,30-45 y.,West,Not Disabled (<= 30%),0.95079,5553,5731,0.94518,0.95639
2016,30-45 y.,West,Disabled (> 30%),0.04112,178,5731,0.03598,0.04626
2016,30-45 y.,East,Not Disabled (<= 30%),0.93476,1306,1360,0.92163,0.94789
2016,30-45 y.,East,Disabled (> 30%),0.05650,54,1360,0.04423,0.06878
2016,46-65 y.,West,Not Disabled (<= 30%),0.82857,5807,6721,0.81956,0.83758
2016,46-65 y.,West,Disabled (> 30%),0.16681,914,6721,0.15790,0.17573
2016,46-65 y.,East,Not Disabled (<= 30%),0.82393,1580,1862,0.80662,0.84123
2016,46-65 y.,East,Disabled (> 30%),0.17109,282,1862,0.15398,0.18820
2016,66 and older,West,Not Disabled (<= 30%),0.74740,2667,3531,0.73306,0.76173
2016,66 and older,West,Disabled (> 30%),0.24604,864,3531,0.23183,0.26025
2016,66 and older,East,Not Disabled (<= 30%),0.80856,951,1162,0.78593,0.83119
2016,66 and older,East,Disabled (> 30%),0.18550,211,1162,0.16314,0.20786
2017,17-29 y.,West,Not Disabled (<= 30%),0.88656,3552,3618,0.87623,0.89690
2017,17-29 y.,West,Disabled (> 30%),0.02143,66,3618,0.01671,0.02615
2017,17-29 y.,East,Not Disabled (<= 30%),0.89859,722,722,0.87656,0.92063
2017,30-45 y.,West,Not Disabled (<= 30%),0.94079,5581,5784,0.93471,0.94687
2017,30-45 y.,West,Disabled (> 30%),0.04471,203,5784,0.03939,0.05004
2017,30-45 y.,East,Not Disabled (<= 30%),0.94878,1411,1464,0.93749,0.96008
2017,30-45 y.,East,Disabled (> 30%),0.04193,53,1464,0.03166,0.05220
2017,46-65 y.,West,Not Disabled (<= 30%),0.82935,6708,7783,0.82099,0.83771
2017,46-65 y.,West,Disabled (> 30%),0.16563,1075,7783,0.15737,0.17389
2017,46-65 y.,East,Not Disabled (<= 30%),0.81733,1829,2160,0.80103,0.83362
2017,46-65 y.,East,Disabled (> 30%),0.17636,331,2160,0.16029,0.19244
2017,66 and older,West,Not Disabled (<= 30%),0.76569,2865,3731,0.75210,0.77928
2017,66 and older,West,Disabled (> 30%),0.23063,866,3731,0.21712,0.24415
2017,66 and older,East,Not Disabled (<= 30%),0.82842,998,1212,0.80718,0.84965
2017,66 and older,East,Disabled (> 30%),0.16927,214,1212,0.14815,0.19039
2018,17-29 y.,West,Not Disabled (<= 30%),0.90167,3478,3547,0.89187,0.91147
2018,17-29 y.,West,Disabled (> 30%),0.02292,69,3547,0.01800,0.02785
2018,17-29 y.,East,Not Disabled (<= 30%),0.83402,708,708,0.80659,0.86144
2018,30-45 y.,West,Not Disabled (<= 30%),0.94413,5126,5334,0.93796,0.95029
2018,30-45 y.,West,Disabled (> 30%),0.04229,208,5334,0.03689,0.04769
2018,30-45 y.,East,Not Disabled (<= 30%),0.94161,1338,1396,0.92930,0.95391
2018,30-45 y.,East,Disabled (> 30%),0.04735,58,1396,0.03621,0.05850
2018,46-65 y.,West,Not Disabled (<= 30%),0.83595,6430,7498,0.82757,0.84434
2018,46-65 y.,West,Disabled (> 30%),0.15980,1068,7498,0.15151,0.16809
2018,46-65 y.,East,Not Disabled (<= 30%),0.82473,1796,2111,0.80851,0.84095
2018,46-65 y.,East,Disabled (> 30%),0.16441,315,2111,0.14859,0.18022
2018,66 and older,West,Not Disabled (<= 30%),0.75629,2821,3741,0.74253,0.77005
2018,66 and older,West,Disabled (> 30%),0.24052,920,3741,0.22682,0.25421
2018,66 and older,East,Not Disabled (<= 30%),0.80247,988,1231,0.78022,0.82472
2018,66 and older,East,Disabled (> 30%),0.18724,243,1231,0.16544,0.20904
2019,17-29 y.,West,Not Disabled (<= 30%),0.88041,3119,3191,0.86915,0.89167
2019,17-29 y.,West,Disabled (> 30%),0.02721,72,3191,0.02156,0.03286
2019,17-29 y.,East,Not Disabled (<= 30%),0.85897,615,615,0.83144,0.88650
2019,30-45 y.,West,Not Disabled (<= 30%),0.93370,4730,4923,0.92675,0.94065
2019,30-45 y.,West,Disabled (> 30%),0.04863,193,4923,0.04262,0.05464
2019,30-45 y.,East,Not Disabled (<= 30%),0.93203,1268,1332,0.91851,0.94555
2019,30-45 y.,East,Disabled (> 30%),0.05687,64,1332,0.04443,0.06932
2019,46-65 y.,West,Not Disabled (<= 30%),0.84268,7080,8096,0.83474,0.85061
2019,46-65 y.,West,Disabled (> 30%),0.15192,1016,8096,0.14410,0.15974
2019,46-65 y.,East,Not Disabled (<= 30%),0.83203,1967,2270,0.81664,0.84741
2019,46-65 y.,East,Disabled (> 30%),0.15860,303,2270,0.14357,0.17363
2019,66 and older,West,Not Disabled (<= 30%),0.76090,2985,3852,0.74742,0.77437
2019,66 and older,West,Disabled (> 30%),0.23225,867,3852,0.21892,0.24559
2019,66 and older,East,Not Disabled (<= 30%),0.79268,1042,1293,0.77058,0.81479
2019,66 and older,East,Disabled (> 30%),0.20184,251,1293,0.17996,0.22373
2020,17-29 y.,West,Not Disabled (<= 30%),0.90602,4256,4323,0.89732,0.91472
2020,17-29 y.,West,Disabled (> 30%),0.01903,67,4323,0.01496,0.02311
2020,17-29 y.,East,Not Disabled (<= 30%),0.83957,726,726,0.81285,0.86628
2020,30-45 y.,West,Not Disabled (<= 30%),0.93597,6281,6493,0.93001,0.94192
2020,30-45 y.,West,Disabled (> 30%),0.05483,212,6493,0.04929,0.06037
2020,30-45 y.,East,Not Disabled (<= 30%),0.94194,1475,1540,0.93025,0.95362
2020,30-45 y.,East,Disabled (> 30%),0.05337,65,1540,0.04214,0.06460
2020,46-65 y.,West,Not Disabled (<= 30%),0.84744,7234,8191,0.83966,0.85523
2020,46-65 y.,West,Disabled (> 30%),0.14790,957,8191,0.14021,0.15559
2020,46-65 y.,East,Not Disabled (<= 30%),0.83500,1882,2169,0.81937,0.85062
2020,46-65 y.,East,Disabled (> 30%),0.15944,287,2169,0.14403,0.17485
2020,66 and older,West,Not Disabled (<= 30%),0.75720,2807,3655,0.74330,0.77110
2020,66 and older,West,Disabled (> 30%),0.24003,848,3655,0.22618,0.25388
2020,66 and older,East,Not Disabled (<= 30%),0.77296,990,1231,0.74955,0.79638
2020,66 and older,East,Disabled (> 30%),0.21841,241,1231,0.19532,0.24150
2021,17-29 y.,West,Not Disabled (<= 30%),0.91153,2682,2725,0.90086,0.92219
2021,17-29 y.,West,Disabled (> 30%),0.02384,43,2725,0.01811,0.02957
2021,17-29 y.,East,Not Disabled (<= 30%),0.87264,468,468,0.84240,0.90288
2021,30-45 y.,West,Not Disabled (<= 30%),0.93739,4038,4174,0.93004,0.94474
2021,30-45 y.,West,Disabled (> 30%),0.05442,136,4174,0.04753,0.06130
2021,30-45 y.,East,Not Disabled (<= 30%),0.93665,1003,1053,0.92193,0.95137
2021,30-45 y.,East,Disabled (> 30%),0.05509,50,1053,0.04131,0.06888
2021,46-65 y.,West,Not Disabled (<= 30%),0.84299,5041,5755,0.83359,0.85239
2021,46-65 y.,West,Disabled (> 30%),0.15233,714,5755,0.14304,0.16161
2021,46-65 y.,East,Not Disabled (<= 30%),0.83132,1279,1473,0.81219,0.85045
2021,46-65 y.,East,Disabled (> 30%),0.15798,194,1473,0.13934,0.17661
2021,66 and older,West,Not Disabled (<= 30%),0.75705,2085,2721,0.74093,0.77316
2021,66 and older,West,Disabled (> 30%),0.23893,636,2721,0.22290,0.25496
2021,66 and older,East,Not Disabled (<= 30%),0.75223,675,848,0.72315,0.78130
2021,66 and older,East,Disabled (> 30%),0.22903,173,848,0.20074,0.25733
