year,quintil_oecd,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,5th Quintile,Not Disabled (<= 30%),0.81429,4341,4782,0.80327,0.82532
2019,5th Quintile,Disabled (> 30%),0.08364,441,4782,0.07580,0.09149
2020,1st Quintile,Not Disabled (<= 30%),0.65600,5979,6610,0.64454,0.66745
2020,1st Quintile,Disabled (> 30%),0.13571,631,6610,0.12746,0.14397
2020,2nd Quintile,Not Disabled (<= 30%),0.68686,4075,4691,0.67358,0.70013
2020,2nd Quintile,Disabled (> 30%),0.12121,616,4691,0.11187,0.13055
2020,3rd Quintile,Not Disabled (<= 30%),0.72721,3872,4397,0.71405,0.74038
2020,3rd Quintile,Disabled (> 30%),0.11058,525,4397,0.10131,0.11986
2020,4th Quintile,Not Disabled (<= 30%),0.75823,3960,4417,0.74560,0.77086
2020,4th Quintile,Disabled (> 30%),0.09228,457,4417,0.08375,0.10082
2020,5th Quintile,Not Disabled (<= 30%),0.79805,5530,5999,0.78789,0.80821
2020,5th Quintile,Disabled (> 30%),0.08458,469,5999,0.07754,0.09162
2021,1st Quintile,Not Disabled (<= 30%),0.64264,4225,4708,0.62895,0.65633
2021,1st Quintile,Disabled (> 30%),0.14052,483,4708,0.13059,0.15045
2021,2nd Quintile,Not Disabled (<= 30%),0.68995,3145,3595,0.67482,0.70507
2021,2nd Quintile,Disabled (> 30%),0.12060,450,3595,0.10996,0.13125
2021,3rd Quintile,Not Disabled (<= 30%),0.72290,2730,3047,0.70700,0.73879
2021,3rd Quintile,Disabled (> 30%),0.09658,317,3047,0.08609,0.10707
2021,4th Quintile,Not Disabled (<= 30%),0.75385,2911,3260,0.73906,0.76864
2021,4th Quintile,Disabled (> 30%),0.10755,349,3260,0.09691,0.11818
2021,5th Quintile,Not Disabled (<= 30%),0.79540,3969,4319,0.78337,0.80744
2021,5th Quintile,Disabled (> 30%),0.08177,350,4319,0.07359,0.08994
