"year","hhtyp","sampreg","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2015","(Ehe-)Paar ohne Kind(er)","Westdeutschland","37533.11","26680","6618","36175.09","38891.13"
"2015","1-Pers.- Haushalt","Ostdeutschland","10362.77","0","873","9232.07","11493.47"
"2015","1-Pers.- Haushalt","Westdeutschland","15969.72","831.5","2754","14976.3","16963.14"
"2015","Alleinerziehende","Ostdeutschland","18433.32","13199","929","17153.3","19713.34"
"2015","Alleinerziehende","Westdeutschland","23389.25","18430","3499","22461.67","24316.83"
"2015","Paar mit Kind(ern)","Ostdeutschland","52264.28","46005","3585","51203.53","53325.03"
"2015","Paar mit Kind(ern)","Westdeutschland","64912.53","57736","19198","64259.98","65565.08"
"2015","Sonstige","Ostdeutschland","25022.97","17181","202","22065.03","27980.91"
"2015","Sonstige","Westdeutschland","43218.08","40049","1260","41034.95","45401.21"
"2016","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","28897.97","18470.5","2024","27169.49","30626.45"
"2016","(Ehe-)Paar ohne Kind(er)","Westdeutschland","39345.81","26900","6170","37640.52","41051.1"
"2016","1-Pers.- Haushalt","Ostdeutschland","11488.24","520","853","10260.32","12716.16"
"2016","1-Pers.- Haushalt","Westdeutschland","16885.04","570","2535","15616.52","18153.56"
"2016","Alleinerziehende","Ostdeutschland","19707.05","14200","869","17858.71","21555.39"
"2016","Alleinerziehende","Westdeutschland","25501.57","19240","3060","24355.66","26647.48"
"2016","Paar mit Kind(ern)","Ostdeutschland","55866.06","49198.5","3235","54125.39","57606.73"
"2016","Paar mit Kind(ern)","Westdeutschland","65673.39","58655","16924","64890.21","66456.57"
"2016","Sonstige","Ostdeutschland","29401","19948.5","174","25193.39","33608.61"
"2016","Sonstige","Westdeutschland","44803.58","38039","946","42451.16","47156"
"2017","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","30725.03","21225","2276","29131.61","32318.45"
"2017","(Ehe-)Paar ohne Kind(er)","Westdeutschland","40625.72","28842.5","7038","39351.12","41900.32"
"2017","1-Pers.- Haushalt","Ostdeutschland","11336.08","255.5","1028","10224.31","12447.85"
"2017","1-Pers.- Haushalt","Westdeutschland","16791.97","800.5","3084","15711.62","17872.32"
"2017","Alleinerziehende","Ostdeutschland","23318.26","19850","971","21965.55","24670.97"
"2017","Alleinerziehende","Westdeutschland","26539.82","20625","3482","25469.08","27610.56"
"2017","Paar mit Kind(ern)","Ostdeutschland","56067.21","50550","4148","54894.6","57239.82"
"2017","Paar mit Kind(ern)","Westdeutschland","67792.07","60982","20881","67056.37","68527.77"
"2017","Sonstige","Ostdeutschland","35770.36","32010","226","31668.76","39871.96"
"2017","Sonstige","Westdeutschland","47579.57","44827.5","1513","45457.01","49702.13"
"2018","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","31308.79","17248","2279","29511.29","33106.29"
"2018","(Ehe-)Paar ohne Kind(er)","Westdeutschland","40287.07","27410","6958","39034.56","41539.58"
"2018","1-Pers.- Haushalt","Ostdeutschland","12489.41","1518","1091","11362.3","13616.52"
"2018","1-Pers.- Haushalt","Westdeutschland","17190.68","539.5","3362","16059.33","18322.03"
"2018","Alleinerziehende","Ostdeutschland","21899.15","17450","1003","20510.88","23287.42"
"2018","Alleinerziehende","Westdeutschland","26281.53","21770","3610","25287.73","27275.33"
"2018","Paar mit Kind(ern)","Ostdeutschland","56616.37","53306.5","4366","55458.42","57774.32"
"2018","Paar mit Kind(ern)","Westdeutschland","70682.06","63248.5","21910","69893.68","71470.44"
"2018","Sonstige","Ostdeutschland","27942.36","18400","234","25151.64","30733.08"
"2018","Sonstige","Westdeutschland","50483.97","41878","1673","48469.98","52497.96"
"2019","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","34678.48","23950","2535","31990.91","37366.05"
"2019","(Ehe-)Paar ohne Kind(er)","Westdeutschland","42162.55","28630","7760","40318.06","44007.04"
"2019","1-Pers.- Haushalt","Ostdeutschland","12791.3","0","1076","10928.33","14654.27"
"2019","1-Pers.- Haushalt","Westdeutschland","17594.42","958.5","3522","15629.24","19559.6"
"2019","Alleinerziehende","Ostdeutschland","27793","22400","961","25136.17","30449.83"
"2019","Alleinerziehende","Westdeutschland","27897.53","23240","3313","25948.05","29847.01"
"2019","Paar mit Kind(ern)","Ostdeutschland","61509.17","57239","4553","59420.19","63598.15"
"2019","Paar mit Kind(ern)","Westdeutschland","74967.56","66057.5","22005","73853.39","76081.73"
"2019","Sonstige","Ostdeutschland","35387.8","32360.5","235","29910.45","40865.15"
"2019","Sonstige","Westdeutschland","50684.38","42963","1457","48243.44","53125.32"
"2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","35220.87","29768.5","2381","33143.81","37297.93"
"2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","45082.78","28304.5","7884","41284.82","48880.74"
"2020","1-Pers.- Haushalt","Ostdeutschland","13757.55","0","1120","11882.29","15632.81"
"2020","1-Pers.- Haushalt","Westdeutschland","18163.6","1170","4009","17050.01","19277.19"
"2020","Alleinerziehende","Ostdeutschland","29405.52","21643","881","26507.74","32303.3"
"2020","Alleinerziehende","Westdeutschland","30605.09","25441","3096","28313.05","32897.13"
"2020","Paar mit Kind(ern)","Ostdeutschland","63603.76","60540","4168","61593.97","65613.55"
"2020","Paar mit Kind(ern)","Westdeutschland","78469.12","70536.5","21086","76765.31","80172.93"
"2020","Sonstige","Ostdeutschland","31837.02","24011","244","28153.75","35520.29"
"2020","Sonstige","Westdeutschland","58349.31","45139","1681","55540.77","61157.85"
