"year","bildungsniveau","sampreg","mean","median","n","lower_confidence","upper_confidence"
"2014","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","34.67","35","329","33.74","35.6"
"2014","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","32.55","35","1786","32.02","33.08"
"2014","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"2014","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","28.81","30","147","26.39","31.23"
"2014","AkademikerInnen","Ostdeutschland, neue Bundeslaender","35.49","38","826","34.93","36.05"
"2014","AkademikerInnen","Westdeutschland, alte Bundeslaender","34.17","35","2899","33.81","34.53"
"2014","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","34.84","40","276","33.62","36.06"
"2014","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","32.97","37","2798","32.55","33.39"
"2014","Realschulabschluss","Ostdeutschland, neue Bundeslaender","36.26","39","1435","35.88","36.64"
"2014","Realschulabschluss","Westdeutschland, alte Bundeslaender","33.6","36","3012","33.23","33.97"
"2015","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","34.82","38","357","33.81","35.83"
"2015","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","33.04","37","2434","32.57","33.51"
"2015","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"2015","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","28.77","36.66","265","26.95","30.59"
"2015","AkademikerInnen","Ostdeutschland, neue Bundeslaender","34.59","37","870","33.98","35.2"
"2015","AkademikerInnen","Westdeutschland, alte Bundeslaender","34.97","38","3516","34.63","35.31"
"2015","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","34.61","40","320","33.55","35.67"
"2015","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","33.09","37.5","3281","32.71","33.47"
"2015","Realschulabschluss","Ostdeutschland, neue Bundeslaender","36.44","40","1365","36.03","36.85"
"2015","Realschulabschluss","Westdeutschland, alte Bundeslaender","33.63","37.23","3101","33.26","34"
"2016","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","34.03","35","350","33.1","34.96"
"2016","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","32.65","35","2239","32.19","33.11"
"2016","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"2016","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","30.71","35","240","28.87","32.55"
"2016","AkademikerInnen","Ostdeutschland, neue Bundeslaender","34.4","35","832","33.81","34.99"
"2016","AkademikerInnen","Westdeutschland, alte Bundeslaender","34.45","36","3227","34.11","34.79"
"2016","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","35","40","302","33.96","36.04"
"2016","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","32.65","37.5","2975","32.25","33.05"
"2016","Realschulabschluss","Ostdeutschland, neue Bundeslaender","35.99","39","1284","35.56","36.42"
"2016","Realschulabschluss","Westdeutschland, alte Bundeslaender","33.13","35","2857","32.75","33.51"
"2017","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","34.28","35","429","33.46","35.1"
"2017","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","32.49","35","2567","32.06","32.92"
"2017","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","33.72","40","51","30.33","37.11"
"2017","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","29.25","35","383","27.83","30.67"
"2017","AkademikerInnen","Ostdeutschland, neue Bundeslaender","34.65","36","928","34.08","35.22"
"2017","AkademikerInnen","Westdeutschland, alte Bundeslaender","33.82","35","3734","33.49","34.15"
"2017","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","35.49","40","350","34.51","36.47"
"2017","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","32.62","37","3210","32.23","33.01"
"2017","Realschulabschluss","Ostdeutschland, neue Bundeslaender","35.21","38","1506","34.81","35.61"
"2017","Realschulabschluss","Westdeutschland, alte Bundeslaender","33.43","35","3284","33.08","33.78"
"2018","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","33.22","35","433","32.29","34.15"
"2018","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","31.92","35","2535","31.49","32.35"
"2018","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","31.83","40","62","28.96","34.7"
"2018","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","32.26","38","452","31.18","33.34"
"2018","AkademikerInnen","Ostdeutschland, neue Bundeslaender","33.89","35","898","33.31","34.47"
"2018","AkademikerInnen","Westdeutschland, alte Bundeslaender","33.73","35","3714","33.4","34.06"
"2018","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","33.49","37.29","352","32.49","34.49"
"2018","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","32.03","35","3044","31.63","32.43"
"2018","Realschulabschluss","Ostdeutschland, neue Bundeslaender","34.15","35","1473","33.73","34.57"
"2018","Realschulabschluss","Westdeutschland, alte Bundeslaender","33.13","35","3079","32.77","33.49"
"2019","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","","",""
"2019","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","38.8","40","155","37.16","40.44"
"2019","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","35.66","40","38","32.75","38.57"
"2019","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","37.38","40","312","36.15","38.61"
"2019","AkademikerInnen","Ostdeutschland, neue Bundeslaender","35.4","40","30","32.01","38.79"
"2019","AkademikerInnen","Westdeutschland, alte Bundeslaender","36.19","40","214","34.56","37.82"
"2019","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","34.78","40","30","29.87","39.69"
"2019","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","37.2","40","233","35.8","38.6"
"2019","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"2019","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","","",""
